#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_Naive.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_Naive.up.bed
Merged-chr8-70601430-20	chr8	70601064	70601680	+	0.000	0.000	Merged-chr8-70601430-20
Merged-chr2-62459373-5	chr2	62459172	62459521	+	0.000	0.000	Merged-chr2-62459373-5
Merged-chr16-97279097-24	chr16	97278854	97279342	+	0.000	0.000	Merged-chr16-97279097-24
Merged-chr2-181680994-14	chr2	181680811	181681183	+	0.000	0.000	Merged-chr2-181680994-14
Merged-chr3-89216100-15	chr3	89215868	89216314	+	0.000	0.000	Merged-chr3-89216100-15
Merged-chr4-95663846-5	chr4	95663707	95663989	+	0.000	0.000	Merged-chr4-95663846-5
Merged-chr4-154925616-3	chr4	154925512	154925719	+	0.000	0.000	Merged-chr4-154925616-3
Merged-chr11-101070115-48	chr11	101069724	101070410	+	0.000	0.000	Merged-chr11-101070115-48
Merged-chr1-94046708-7	chr1	94046525	94046855	+	0.000	0.000	Merged-chr1-94046708-7
Merged-chr3-55414821-8	chr3	55414624	55415088	+	0.000	0.000	Merged-chr3-55414821-8
Merged-chr8-81807004-27	chr8	81806763	81807404	+	0.000	0.000	Merged-chr8-81807004-27
Merged-chr5-118087962-12	chr5	118087822	118088164	+	0.000	0.000	Merged-chr5-118087962-12
Merged-chr11-69233174-16	chr11	69232872	69233398	+	0.000	0.000	Merged-chr11-69233174-16
Merged-chr2-6376148-45	chr2	6375916	6376320	+	0.000	0.000	Merged-chr2-6376148-45
Merged-chr17-5977508-44	chr17	5976957	5978004	+	0.000	0.000	Merged-chr17-5977508-44
Merged-chr6-125215615-63	chr6	125215405	125215807	+	0.000	0.000	Merged-chr6-125215615-63
Merged-chr5-125107407-3	chr5	125107295	125107517	+	0.000	0.000	Merged-chr5-125107407-3
Merged-chr11-117969649-112	chr11	117969100	117970220	+	0.000	0.000	Merged-chr11-117969649-112
Merged-chrX-11845813-21	chrX	11845574	11846050	+	0.000	0.000	Merged-chrX-11845813-21
Merged-chr2-131509995-53	chr2	131509673	131510239	+	0.000	0.000	Merged-chr2-131509995-53
Merged-chr11-84043342-35	chr11	84043149	84043600	+	0.000	0.000	Merged-chr11-84043342-35
Merged-chr8-121568444-23	chr8	121568068	121568689	+	0.000	0.000	Merged-chr8-121568444-23
Merged-chr19-6976214-1	chr19	6976116	6976314	+	0.000	0.000	Merged-chr19-6976214-1
Merged-chr6-116632298-26	chr6	116632051	116632490	+	0.000	0.000	Merged-chr6-116632298-26
Merged-chr13-92636983-54	chr13	92636738	92637284	+	0.000	0.000	Merged-chr13-92636983-54
Merged-chr12-17724763-61	chr12	17724507	17724936	+	0.000	0.000	Merged-chr12-17724763-61
Merged-chr4-101509948-1	chr4	101509850	101510048	+	0.000	0.000	Merged-chr4-101509948-1
Merged-chr11-77208194-14	chr11	77208035	77208413	+	0.000	0.000	Merged-chr11-77208194-14
Merged-chr7-51892724-31	chr7	51892543	51892884	+	0.000	0.000	Merged-chr7-51892724-31
Merged-chr10-68277876-15	chr10	68277648	68278020	+	0.000	0.000	Merged-chr10-68277876-15
Merged-chr9-51239066-41	chr9	51238818	51239260	+	0.000	0.000	Merged-chr9-51239066-41
Merged-chr2-169421025-1	chr2	169420927	169421125	+	0.000	0.000	Merged-chr2-169421025-1
Merged-chr3-37225987-2	chr3	37225888	37226088	+	0.000	0.000	Merged-chr3-37225987-2
Merged-chr3-87383123-1	chr3	87383025	87383223	+	0.000	0.000	Merged-chr3-87383123-1
Merged-chr7-132364794-24	chr7	132364534	132365129	+	0.000	0.000	Merged-chr7-132364794-24
Merged-chr11-22164019-19	chr11	22163791	22164331	+	0.000	0.000	Merged-chr11-22164019-19
Merged-chr16-76562914-1	chr16	76562816	76563014	+	0.000	0.000	Merged-chr16-76562914-1
Merged-chr3-55422516-4	chr3	55422318	55422665	+	0.000	0.000	Merged-chr3-55422516-4
Merged-chr5-36989172-64	chr5	36988942	36989408	+	0.000	0.000	Merged-chr5-36989172-64
Merged-chr16-45224130-153	chr16	45223766	45224485	+	0.000	0.000	Merged-chr16-45224130-153
Merged-chr1-152832204-22	chr1	152831745	152832675	+	0.000	0.000	Merged-chr1-152832204-22
Merged-chr2-174110127-1	chr2	174110029	174110227	+	0.000	0.000	Merged-chr2-174110127-1
Merged-chr4-106749870-11	chr4	106749711	106750033	+	0.000	0.000	Merged-chr4-106749870-11
Merged-chr15-53222571-24	chr15	53222318	53222804	+	0.000	0.000	Merged-chr15-53222571-24
Merged-chr10-99417083-63	chr10	99416823	99417342	+	0.000	0.000	Merged-chr10-99417083-63
Merged-chr2-131509407-3	chr2	131509309	131509507	+	0.000	0.000	Merged-chr2-131509407-3
Merged-chr4-155163456-1	chr4	155163358	155163556	+	0.000	0.000	Merged-chr4-155163456-1
Merged-chr1-93512028-56	chr1	93511807	93512271	+	0.000	0.000	Merged-chr1-93512028-56
Merged-chr6-41557614-2	chr6	41557491	41557739	+	0.000	0.000	Merged-chr6-41557614-2
Merged-chr2-6309619-42	chr2	6309418	6309826	+	0.000	0.000	Merged-chr2-6309619-42
Merged-chr2-28540150-39	chr2	28539906	28540504	+	0.000	0.000	Merged-chr2-28540150-39
Merged-chr2-5061621-34	chr2	5061390	5061806	+	0.000	0.000	Merged-chr2-5061621-34
Merged-chr2-91949260-2	chr2	91949093	91949430	+	0.000	0.000	Merged-chr2-91949260-2
Merged-chr7-99383055-1	chr7	99382957	99383155	+	0.000	0.000	Merged-chr7-99383055-1
Merged-chr3-37313517-58	chr3	37312916	37313886	+	0.000	0.000	Merged-chr3-37313517-58
Merged-chr7-114356592-29	chr7	114356428	114356784	+	0.000	0.000	Merged-chr7-114356592-29
Merged-chr11-88716290-15	chr11	88716114	88716573	+	0.000	0.000	Merged-chr11-88716290-15
Merged-chr16-30597297-42	chr16	30597004	30597492	+	0.000	0.000	Merged-chr16-30597297-42
Merged-chr1-190875350-16	chr1	190875136	190875678	+	0.000	0.000	Merged-chr1-190875350-16
Merged-chr14-120303374-10	chr14	120303138	120303574	+	0.000	0.000	Merged-chr14-120303374-10
Merged-chr7-25131776-1	chr7	25131678	25131876	+	0.000	0.000	Merged-chr7-25131776-1
Merged-chr15-6573269-1	chr15	6573171	6573369	+	0.000	0.000	Merged-chr15-6573269-1
Merged-chr2-60080152-7	chr2	60079929	60080351	+	0.000	0.000	Merged-chr2-60080152-7
Merged-chr10-82178515-67	chr10	82178293	82178726	+	0.000	0.000	Merged-chr10-82178515-67
Merged-chr2-168741453-11	chr2	168741277	168741647	+	0.000	0.000	Merged-chr2-168741453-11
Merged-chr4-118326685-10	chr4	118326545	118326855	+	0.000	0.000	Merged-chr4-118326685-10
Merged-chr6-99274664-53	chr6	99274283	99274955	+	0.000	0.000	Merged-chr6-99274664-53
Merged-chr5-125016719-26	chr5	125016494	125016915	+	0.000	0.000	Merged-chr5-125016719-26
Merged-chr11-72176027-2	chr11	72175911	72176146	+	0.000	0.000	Merged-chr11-72176027-2
Merged-chr3-138868592-15	chr3	138868384	138868750	+	0.000	0.000	Merged-chr3-138868592-15
Merged-chr12-116269685-29	chr12	116269405	116269967	+	0.000	0.000	Merged-chr12-116269685-29
Merged-chr7-99429027-29	chr7	99428855	99429218	+	0.000	0.000	Merged-chr7-99429027-29
Merged-chr6-48772155-31	chr6	48771968	48772428	+	0.000	0.000	Merged-chr6-48772155-31
Merged-chr18-54970821-56	chr18	54970450	54971241	+	0.000	0.000	Merged-chr18-54970821-56
Merged-chr1-52454811-49	chr1	52454619	52454985	+	0.000	0.000	Merged-chr1-52454811-49
Merged-chr2-135863064-49	chr2	135862698	135863449	+	0.000	0.000	Merged-chr2-135863064-49
Merged-chrX-12087471-30	chrX	12087134	12087829	+	0.000	0.000	Merged-chrX-12087471-30
Merged-chr10-96698035-53	chr10	96697848	96698280	+	0.000	0.000	Merged-chr10-96698035-53
Merged-chr17-31075672-30	chr17	31075486	31075892	+	0.000	0.000	Merged-chr17-31075672-30
Merged-chr5-143630947-39	chr5	143630719	143631189	+	0.000	0.000	Merged-chr5-143630947-39
Merged-chr12-98916905-1	chr12	98916807	98917005	+	0.000	0.000	Merged-chr12-98916905-1
Merged-chr3-63919841-19	chr3	63919654	63920144	+	0.000	0.000	Merged-chr3-63919841-19
Merged-chr5-103459309-20	chr5	103459072	103459564	+	0.000	0.000	Merged-chr5-103459309-20
Merged-chr1-92080187-57	chr1	92079936	92080528	+	0.000	0.000	Merged-chr1-92080187-57
Merged-chr7-99833987-52	chr7	99833701	99834344	+	0.000	0.000	Merged-chr7-99833987-52
Merged-chr12-16136030-2	chr12	16135842	16136220	+	0.000	0.000	Merged-chr12-16136030-2
Merged-chr10-71347749-95	chr10	71347411	71347999	+	0.000	0.000	Merged-chr10-71347749-95
Merged-chr1-112451852-16	chr1	112451658	112452099	+	0.000	0.000	Merged-chr1-112451852-16
Merged-chr10-14058073-111	chr10	14057658	14058700	+	0.000	0.000	Merged-chr10-14058073-111
Merged-chr3-131111250-13	chr3	131110981	131111456	+	0.000	0.000	Merged-chr3-131111250-13
Merged-chr12-52783123-49	chr12	52782918	52783319	+	0.000	0.000	Merged-chr12-52783123-49
Merged-chr12-21174004-41	chr12	21173763	21174214	+	0.000	0.000	Merged-chr12-21174004-41
Merged-chr15-6556374-4	chr15	6556244	6556506	+	0.000	0.000	Merged-chr15-6556374-4
Merged-chr6-99026218-49	chr6	99025974	99026495	+	0.000	0.000	Merged-chr6-99026218-49
Merged-chr2-93451465-9	chr2	93451291	93451634	+	0.000	0.000	Merged-chr2-93451465-9
Merged-chr10-128934578-1	chr10	128934480	128934678	+	0.000	0.000	Merged-chr10-128934578-1
Merged-chr8-81491083-2	chr8	81490975	81491193	+	0.000	0.000	Merged-chr8-81491083-2
Merged-chrX-57184779-1	chrX	57184681	57184879	+	0.000	0.000	Merged-chrX-57184779-1
Merged-chr13-95567331-31	chr13	95567078	95567563	+	0.000	0.000	Merged-chr13-95567331-31
Merged-chr1-138287833-13	chr1	138287641	138287968	+	0.000	0.000	Merged-chr1-138287833-13
Merged-chr3-108504114-26	chr3	108503850	108504387	+	0.000	0.000	Merged-chr3-108504114-26
Merged-chr7-112173203-14	chr7	112172955	112173364	+	0.000	0.000	Merged-chr7-112173203-14
Merged-chr13-63639916-9	chr13	63639753	63640077	+	0.000	0.000	Merged-chr13-63639916-9
Merged-chr14-45050113-52	chr14	45049814	45050439	+	0.000	0.000	Merged-chr14-45050113-52
Merged-chr7-139413241-2	chr7	139413064	139413420	+	0.000	0.000	Merged-chr7-139413241-2
Merged-chr2-117312690-43	chr2	117312390	117312981	+	0.000	0.000	Merged-chr2-117312690-43
Merged-chr11-94386453-49	chr11	94386153	94386803	+	0.000	0.000	Merged-chr11-94386453-49
Merged-chr1-60240726-17	chr1	60240538	60240911	+	0.000	0.000	Merged-chr1-60240726-17
Merged-chr3-87376637-53	chr3	87376114	87377152	+	0.000	0.000	Merged-chr3-87376637-53
Merged-chr18-79298014-36	chr18	79297813	79298211	+	0.000	0.000	Merged-chr18-79298014-36
Merged-chr4-128883202-1	chr4	128883104	128883302	+	0.000	0.000	Merged-chr4-128883202-1
Merged-chr5-144308281-9	chr5	144308099	144308541	+	0.000	0.000	Merged-chr5-144308281-9
Merged-chr10-63382350-13	chr10	63382174	63382539	+	0.000	0.000	Merged-chr10-63382350-13
Merged-chr7-132350518-1	chr7	132350420	132350618	+	0.000	0.000	Merged-chr7-132350518-1
Merged-chr10-121365295-86	chr10	121364941	121365674	+	0.000	0.000	Merged-chr10-121365295-86
Merged-chr13-41614922-33	chr13	41614725	41615160	+	0.000	0.000	Merged-chr13-41614922-33
Merged-chr4-6843676-1	chr4	6843578	6843776	+	0.000	0.000	Merged-chr4-6843676-1
Merged-chr1-61039499-28	chr1	61039122	61039761	+	0.000	0.000	Merged-chr1-61039499-28
Merged-chr2-71873346-69	chr2	71872965	71873726	+	0.000	0.000	Merged-chr2-71873346-69
Merged-chr1-92103312-58	chr1	92102752	92103851	+	0.000	0.000	Merged-chr1-92103312-58
Merged-chr3-89887842-17	chr3	89887641	89887996	+	0.000	0.000	Merged-chr3-89887842-17
Merged-chr9-104377297-14	chr9	104377022	104377631	+	0.000	0.000	Merged-chr9-104377297-14
Merged-chr6-37401015-8	chr6	37400809	37401242	+	0.000	0.000	Merged-chr6-37401015-8
Merged-chr2-91947953-20	chr2	91947662	91948236	+	0.000	0.000	Merged-chr2-91947953-20
Merged-chr12-103338377-34	chr12	103338151	103338563	+	0.000	0.000	Merged-chr12-103338377-34
Merged-chr2-144636109-46	chr2	144635918	144636393	+	0.000	0.000	Merged-chr2-144636109-46
Merged-chr16-92058456-104	chr16	92057978	92058843	+	0.000	0.000	Merged-chr16-92058456-104
Merged-chr6-94664111-7	chr6	94663955	94664285	+	0.000	0.000	Merged-chr6-94664111-7
Merged-chr17-84422237-1	chr17	84422139	84422337	+	0.000	0.000	Merged-chr17-84422237-1
Merged-chr17-32340357-1	chr17	32340259	32340457	+	0.000	0.000	Merged-chr17-32340357-1
Merged-chr10-14057543-2	chr10	14057445	14057643	+	0.000	0.000	Merged-chr10-14057543-2
Merged-chr9-96650988-6	chr9	96650829	96651138	+	0.000	0.000	Merged-chr9-96650988-6
Merged-chr16-33499243-20	chr16	33499024	33499518	+	0.000	0.000	Merged-chr16-33499243-20
Merged-chr10-13090848-31	chr10	13090597	13091074	+	0.000	0.000	Merged-chr10-13090848-31
Merged-chr10-13380620-4	chr10	13380494	13380763	+	0.000	0.000	Merged-chr10-13380620-4
Merged-chr9-57955089-22	chr9	57954793	57955325	+	0.000	0.000	Merged-chr9-57955089-22
Merged-chr3-131159676-35	chr3	131159351	131160161	+	0.000	0.000	Merged-chr3-131159676-35
Merged-chr6-145002461-23	chr6	145002226	145002752	+	0.000	0.000	Merged-chr6-145002461-23
Merged-chr1-73929803-1	chr1	73929705	73929903	+	0.000	0.000	Merged-chr1-73929803-1
Merged-chr6-134277112-6	chr6	134276977	134277256	+	0.000	0.000	Merged-chr6-134277112-6
Merged-chr2-25111409-51	chr2	25111218	25111613	+	0.000	0.000	Merged-chr2-25111409-51
Merged-chr11-113061164-13	chr11	113060956	113061401	+	0.000	0.000	Merged-chr11-113061164-13
Merged-chr12-55467058-2	chr12	55466906	55467212	+	0.000	0.000	Merged-chr12-55467058-2
Merged-chr11-113510503-8	chr11	113510354	113510675	+	0.000	0.000	Merged-chr11-113510503-8
Merged-chr2-163259384-1	chr2	163259286	163259484	+	0.000	0.000	Merged-chr2-163259384-1
Merged-chr5-121619111-49	chr5	121618634	121619710	+	0.000	0.000	Merged-chr5-121619111-49
Merged-chr18-55419223-25	chr18	55418891	55419793	+	0.000	0.000	Merged-chr18-55419223-25
Merged-chr12-112620741-3	chr12	112620607	112620869	+	0.000	0.000	Merged-chr12-112620741-3
Merged-chr8-110929357-31	chr8	110929012	110929605	+	0.000	0.000	Merged-chr8-110929357-31
Merged-chr9-104331487-22	chr9	104331273	104331718	+	0.000	0.000	Merged-chr9-104331487-22
Merged-chr2-174675833-26	chr2	174675600	174676059	+	0.000	0.000	Merged-chr2-174675833-26
Merged-chr3-101939314-18	chr3	101939096	101939484	+	0.000	0.000	Merged-chr3-101939314-18
Merged-chr18-79258074-1	chr18	79257976	79258174	+	0.000	0.000	Merged-chr18-79258074-1
Merged-chr1-164986890-2	chr1	164986756	164987026	+	0.000	0.000	Merged-chr1-164986890-2
Merged-chr12-103343699-32	chr12	103343464	103343927	+	0.000	0.000	Merged-chr12-103343699-32
Merged-chr19-57453011-51	chr19	57452812	57453222	+	0.000	0.000	Merged-chr19-57453011-51
Merged-chr2-163164784-61	chr2	163164520	163165146	+	0.000	0.000	Merged-chr2-163164784-61
Merged-chr12-82171094-10	chr12	82170870	82171392	+	0.000	0.000	Merged-chr12-82171094-10
Merged-chr12-116200493-21	chr12	116200236	116200797	+	0.000	0.000	Merged-chr12-116200493-21
Merged-chr14-61770762-4	chr14	61770519	61770952	+	0.000	0.000	Merged-chr14-61770762-4
Merged-chr10-13035332-21	chr10	13035143	13035522	+	0.000	0.000	Merged-chr10-13035332-21
Merged-chr7-128359898-15	chr7	128359480	128360099	+	0.000	0.000	Merged-chr7-128359898-15
Merged-chr11-20477652-51	chr11	20477480	20477864	+	0.000	0.000	Merged-chr11-20477652-51
Merged-chr9-107569019-67	chr9	107568694	107569297	+	0.000	0.000	Merged-chr9-107569019-67
Merged-chr9-118606771-43	chr9	118606423	118606990	+	0.000	0.000	Merged-chr9-118606771-43
Merged-chr10-84576906-160	chr10	84576685	84577119	+	0.000	0.000	Merged-chr10-84576906-160
Merged-chr13-44588046-24	chr13	44587863	44588255	+	0.000	0.000	Merged-chr13-44588046-24
Merged-chr7-120823433-31	chr7	120823238	120823687	+	0.000	0.000	Merged-chr7-120823433-31
Merged-chr1-179668395-67	chr1	179668058	179668680	+	0.000	0.000	Merged-chr1-179668395-67
Merged-chr2-76216343-3	chr2	76216179	76216554	+	0.000	0.000	Merged-chr2-76216343-3
Merged-chr18-50038371-13	chr18	50038087	50038605	+	0.000	0.000	Merged-chr18-50038371-13
Merged-chr2-59243941-2	chr2	59243832	59244052	+	0.000	0.000	Merged-chr2-59243941-2
Merged-chr4-155095407-34	chr4	155094923	155095618	+	0.000	0.000	Merged-chr4-155095407-34
Merged-chr7-101836675-61	chr7	101836263	101837382	+	0.000	0.000	Merged-chr7-101836675-61
Merged-chr7-3675086-26	chr7	3674871	3675357	+	0.000	0.000	Merged-chr7-3675086-26
Merged-chr5-103377267-129	chr5	103376597	103378198	+	0.000	0.000	Merged-chr5-103377267-129
Merged-chr8-34756161-88	chr8	34755551	34756655	+	0.000	0.000	Merged-chr8-34756161-88
Merged-chr5-147064375-1	chr5	147064277	147064475	+	0.000	0.000	Merged-chr5-147064375-1
Merged-chr18-50053279-83	chr18	50053102	50053496	+	0.000	0.000	Merged-chr18-50053279-83
Merged-chr5-103412550-11	chr5	103412363	103412788	+	0.000	0.000	Merged-chr5-103412550-11
Merged-chr3-131169425-15	chr3	131169229	131169603	+	0.000	0.000	Merged-chr3-131169425-15
Merged-chr8-81881786-34	chr8	81881560	81882043	+	0.000	0.000	Merged-chr8-81881786-34
Merged-chr4-129514164-82	chr4	129513856	129514711	+	0.000	0.000	Merged-chr4-129514164-82
Merged-chr18-55176275-18	chr18	55176007	55176465	+	0.000	0.000	Merged-chr18-55176275-18
Merged-chr3-106485169-6	chr3	106484917	106485423	+	0.000	0.000	Merged-chr3-106485169-6
Merged-chr13-63512619-6	chr13	63512439	63512859	+	0.000	0.000	Merged-chr13-63512619-6
Merged-chr1-35817503-8	chr1	35817348	35817635	+	0.000	0.000	Merged-chr1-35817503-8
Merged-chr8-119605101-59	chr8	119604819	119605400	+	0.000	0.000	Merged-chr8-119605101-59
Merged-chr12-112623897-8	chr12	112623760	112624077	+	0.000	0.000	Merged-chr12-112623897-8
Merged-chr3-138813302-23	chr3	138813079	138813598	+	0.000	0.000	Merged-chr3-138813302-23
Merged-chr16-43253230-31	chr16	43252982	43253471	+	0.000	0.000	Merged-chr16-43253230-31
Merged-chr4-137854061-36	chr4	137853792	137854362	+	0.000	0.000	Merged-chr4-137854061-36
Merged-chr11-61133096-8	chr11	61132893	61133327	+	0.000	0.000	Merged-chr11-61133096-8
Merged-chr9-56144655-19	chr9	56144361	56144810	+	0.000	0.000	Merged-chr9-56144655-19
Merged-chr4-137879843-32	chr4	137879653	137880110	+	0.000	0.000	Merged-chr4-137879843-32
Merged-chr5-89838946-15	chr5	89838534	89839345	+	0.000	0.000	Merged-chr5-89838946-15
Merged-chr14-101477413-70	chr14	101477132	101477685	+	0.000	0.000	Merged-chr14-101477413-70
Merged-chr16-97443668-1	chr16	97443570	97443768	+	0.000	0.000	Merged-chr16-97443668-1
Merged-chr11-94601423-1	chr11	94601325	94601523	+	0.000	0.000	Merged-chr11-94601423-1
Merged-chr4-134757166-23	chr4	134756972	134757352	+	0.000	0.000	Merged-chr4-134757166-23
Merged-chr12-15940918-8	chr12	15940696	15941175	+	0.000	0.000	Merged-chr12-15940918-8
Merged-chr13-92613192-5	chr13	92612976	92613403	+	0.000	0.000	Merged-chr13-92613192-5
Merged-chr11-100703503-82	chr11	100702502	100704513	+	0.000	0.000	Merged-chr11-100703503-82
Merged-chr3-84262916-2	chr3	84262797	84263037	+	0.000	0.000	Merged-chr3-84262916-2
Merged-chr3-51745177-64	chr3	51744893	51745520	+	0.000	0.000	Merged-chr3-51745177-64
Merged-chr1-91984658-28	chr1	91984460	91984859	+	0.000	0.000	Merged-chr1-91984658-28
Merged-chr11-52294354-37	chr11	52294124	52294643	+	0.000	0.000	Merged-chr11-52294354-37
Merged-chr9-61670394-8	chr9	61670277	61670510	+	0.000	0.000	Merged-chr9-61670394-8
Merged-chr3-52046758-14	chr3	52046616	52046919	+	0.000	0.000	Merged-chr3-52046758-14
Merged-chr4-59626672-2	chr4	59626574	59626772	+	0.000	0.000	Merged-chr4-59626672-2
Merged-chr11-113180164-36	chr11	113179912	113180433	+	0.000	0.000	Merged-chr11-113180164-36
Merged-chr6-57582594-10	chr6	57582311	57582763	+	0.000	0.000	Merged-chr6-57582594-10
Merged-chr7-128417947-95	chr7	128417232	128418425	+	0.000	0.000	Merged-chr7-128417947-95
Merged-chr14-7987076-7	chr14	7986818	7987245	+	0.000	0.000	Merged-chr14-7987076-7
Merged-chr6-94683964-26	chr6	94683736	94684295	+	0.000	0.000	Merged-chr6-94683964-26
Merged-chr12-116254823-28	chr12	116254601	116255000	+	0.000	0.000	Merged-chr12-116254823-28
Merged-chr5-125137642-19	chr5	125137293	125137896	+	0.000	0.000	Merged-chr5-125137642-19
Merged-chr16-97534800-1	chr16	97534702	97534900	+	0.000	0.000	Merged-chr16-97534800-1
Merged-chr2-5075682-18	chr2	5075285	5075993	+	0.000	0.000	Merged-chr2-5075682-18
Merged-chr4-137875341-85	chr4	137874689	137876017	+	0.000	0.000	Merged-chr4-137875341-85
Merged-chr16-89837217-58	chr16	89836967	89837583	+	0.000	0.000	Merged-chr16-89837217-58
Merged-chr6-59425175-5	chr6	59425077	59425275	+	0.000	0.000	Merged-chr6-59425175-5
Merged-chr10-7833718-1	chr10	7833620	7833818	+	0.000	0.000	Merged-chr10-7833718-1
Merged-chr11-113574265-17	chr11	113574046	113574621	+	0.000	0.000	Merged-chr11-113574265-17
Merged-chr16-97461726-1	chr16	97461628	97461826	+	0.000	0.000	Merged-chr16-97461726-1
Merged-chr7-97081991-102	chr7	97081631	97082335	+	0.000	0.000	Merged-chr7-97081991-102
Merged-chr9-103146850-8	chr9	103146653	103147022	+	0.000	0.000	Merged-chr9-103146850-8
Merged-chr3-121946709-4	chr3	121946534	121946870	+	0.000	0.000	Merged-chr3-121946709-4
Merged-chr13-43833161-18	chr13	43832817	43833414	+	0.000	0.000	Merged-chr13-43833161-18
Merged-chr3-101013654-6	chr3	101013472	101013822	+	0.000	0.000	Merged-chr3-101013654-6
Merged-chr4-102711875-43	chr4	102711657	102712154	+	0.000	0.000	Merged-chr4-102711875-43
Merged-chr15-54920011-57	chr15	54919504	54920461	+	0.000	0.000	Merged-chr15-54920011-57
Merged-chr8-81572647-16	chr8	81572337	81573017	+	0.000	0.000	Merged-chr8-81572647-16
Merged-chr16-57175887-9	chr16	57175699	57176045	+	0.000	0.000	Merged-chr16-57175887-9
Merged-chr5-105109833-2	chr5	105109704	105109965	+	0.000	0.000	Merged-chr5-105109833-2
Merged-chr8-81773019-2	chr8	81772905	81773136	+	0.000	0.000	Merged-chr8-81773019-2
Merged-chr17-74802991-25	chr17	74802733	74803196	+	0.000	0.000	Merged-chr17-74802991-25
Merged-chr6-145075198-160	chr6	145073604	145076332	+	0.000	0.000	Merged-chr6-145075198-160
Merged-chr2-49620513-4	chr2	49620285	49620685	+	0.000	0.000	Merged-chr2-49620513-4
Merged-chr15-36446402-2	chr15	36446287	36446519	+	0.000	0.000	Merged-chr15-36446402-2
Merged-chr1-69499196-51	chr1	69498803	69499538	+	0.000	0.000	Merged-chr1-69499196-51
Merged-chr10-14034534-75	chr10	14034018	14035047	+	0.000	0.000	Merged-chr10-14034534-75
