#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_III--ATAC_peaks.bed all.df.numx.c5-WT_Tfh_vs_Naive.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-WT_Tfh_vs_Naive.up.bed
Merged-chr10-118787587-44	chr10	118787254	118787774	+	0.000	0.000	Merged-chr10-118787587-44
Merged-chr16-93552984-42	chr16	93552745	93553205	+	0.000	0.000	Merged-chr16-93552984-42
Merged-chr11-30986977-1	chr11	30986879	30987077	+	0.000	0.000	Merged-chr11-30986977-1
Merged-chr5-86782799-3	chr5	86782613	86782965	+	0.000	0.000	Merged-chr5-86782799-3
Merged-chr9-40422783-16	chr9	40422522	40423103	+	0.000	0.000	Merged-chr9-40422783-16
Merged-chr11-115081120-20	chr11	115080924	115081343	+	0.000	0.000	Merged-chr11-115081120-20
Merged-chr8-61461993-2	chr8	61461895	61462093	+	0.000	0.000	Merged-chr8-61461993-2
Merged-chr17-83367610-36	chr17	83367340	83367924	+	0.000	0.000	Merged-chr17-83367610-36
Merged-chr15-62153335-4	chr15	62153221	62153459	+	0.000	0.000	Merged-chr15-62153335-4
Merged-chr7-19307717-1	chr7	19307619	19307817	+	0.000	0.000	Merged-chr7-19307717-1
Merged-chr6-144890317-11	chr6	144890069	144890525	+	0.000	0.000	Merged-chr6-144890317-11
Merged-chr9-40469723-18	chr9	40469455	40470038	+	0.000	0.000	Merged-chr9-40469723-18
Merged-chr2-62394815-59	chr2	62394326	62395161	+	0.000	0.000	Merged-chr2-62394815-59
Merged-chr16-94354620-30	chr16	94354430	94354803	+	0.000	0.000	Merged-chr16-94354620-30
Merged-chr11-4335459-17	chr11	4335064	4335965	+	0.000	0.000	Merged-chr11-4335459-17
Merged-chr11-4459747-11	chr11	4459500	4459953	+	0.000	0.000	Merged-chr11-4459747-11
Merged-chr5-75046952-10	chr5	75046779	75047268	+	0.000	0.000	Merged-chr5-75046952-10
Merged-chr17-3080549-80	chr17	3080374	3080875	+	0.000	0.000	Merged-chr17-3080549-80
Merged-chr2-164360171-1	chr2	164360073	164360271	+	0.000	0.000	Merged-chr2-164360171-1
Merged-chr7-73518565-13	chr7	73518389	73518736	+	0.000	0.000	Merged-chr7-73518565-13
Merged-chr3-88512663-10	chr3	88512411	88512928	+	0.000	0.000	Merged-chr3-88512663-10
Merged-chr7-80025368-9	chr7	80025129	80025649	+	0.000	0.000	Merged-chr7-80025368-9
Merged-chr7-30194047-25	chr7	30193831	30194313	+	0.000	0.000	Merged-chr7-30194047-25
Merged-chr18-60633642-2	chr18	60633501	60633786	+	0.000	0.000	Merged-chr18-60633642-2
Merged-chr6-134120751-43	chr6	134120227	134121022	+	0.000	0.000	Merged-chr6-134120751-43
Merged-chr8-88636083-59	chr8	88635824	88636478	+	0.000	0.000	Merged-chr8-88636083-59
Merged-chr6-134184108-53	chr6	134183754	134184440	+	0.000	0.000	Merged-chr6-134184108-53
Merged-chr15-9580065-1	chr15	9579967	9580165	+	0.000	0.000	Merged-chr15-9580065-1
Merged-chr17-80728115-101	chr17	80727813	80728553	+	0.000	0.000	Merged-chr17-80728115-101
Merged-chr17-73806429-20	chr17	73806209	73806616	+	0.000	0.000	Merged-chr17-73806429-20
Merged-chr11-3159670-75	chr11	3159422	3159853	+	0.000	0.000	Merged-chr11-3159670-75
Merged-chr5-134373781-2	chr5	134373683	134373881	+	0.000	0.000	Merged-chr5-134373781-2
Merged-chr9-77751200-1	chr9	77751102	77751300	+	0.000	0.000	Merged-chr9-77751200-1
Merged-chr11-4298043-4	chr11	4297912	4298181	+	0.000	0.000	Merged-chr11-4298043-4
Merged-chr9-41951187-75	chr9	41950970	41951421	+	0.000	0.000	Merged-chr9-41951187-75
Merged-chr6-144416933-1	chr6	144416835	144417033	+	0.000	0.000	Merged-chr6-144416933-1
Merged-chr5-150593583-231	chr5	150592491	150594046	+	0.000	0.000	Merged-chr5-150593583-231
Merged-chr9-40382294-2	chr9	40382195	40382395	+	0.000	0.000	Merged-chr9-40382294-2
Merged-chr9-53773717-9	chr9	53773581	53773871	+	0.000	0.000	Merged-chr9-53773717-9
Merged-chr6-83503485-1	chr6	83503387	83503585	+	0.000	0.000	Merged-chr6-83503485-1
Merged-chr11-33939357-99	chr11	33938979	33939531	+	0.000	0.000	Merged-chr11-33939357-99
Merged-chr2-4567527-13	chr2	4567206	4567782	+	0.000	0.000	Merged-chr2-4567527-13
Merged-chr10-75935964-54	chr10	75935778	75936176	+	0.000	0.000	Merged-chr10-75935964-54
Merged-chr10-111235215-1	chr10	111235117	111235315	+	0.000	0.000	Merged-chr10-111235215-1
Merged-chr1-82839592-65	chr1	82839400	82839860	+	0.000	0.000	Merged-chr1-82839592-65
Merged-chr3-126825034-19	chr3	126824812	126825260	+	0.000	0.000	Merged-chr3-126825034-19
Merged-chr5-43836904-1	chr5	43836806	43837004	+	0.000	0.000	Merged-chr5-43836904-1
Merged-chr8-122269579-23	chr8	122269401	122269807	+	0.000	0.000	Merged-chr8-122269579-23
Merged-chr14-121710333-21	chr14	121710143	121710537	+	0.000	0.000	Merged-chr14-121710333-21
Merged-chr14-118692344-58	chr14	118691866	118692860	+	0.000	0.000	Merged-chr14-118692344-58
Merged-chr1-127409682-14	chr1	127409472	127409855	+	0.000	0.000	Merged-chr1-127409682-14
Merged-chr12-117679056-43	chr12	117678569	117679537	+	0.000	0.000	Merged-chr12-117679056-43
Merged-chr12-68993436-1	chr12	68993338	68993536	+	0.000	0.000	Merged-chr12-68993436-1
Merged-chr7-96883324-23	chr7	96882963	96883685	+	0.000	0.000	Merged-chr7-96883324-23
Merged-chr1-39941675-40	chr1	39941322	39942064	+	0.000	0.000	Merged-chr1-39941675-40
Merged-chr3-126670117-2	chr3	126669952	126670285	+	0.000	0.000	Merged-chr3-126670117-2
Merged-chr4-144901724-37	chr4	144901535	144901940	+	0.000	0.000	Merged-chr4-144901724-37
Merged-chr5-105709845-15	chr5	105709620	105710135	+	0.000	0.000	Merged-chr5-105709845-15
Merged-chr5-86793025-25	chr5	86792710	86793287	+	0.000	0.000	Merged-chr5-86793025-25
Merged-chr1-106711602-2	chr1	106711491	106711716	+	0.000	0.000	Merged-chr1-106711602-2
Merged-chr11-106740012-25	chr11	106739591	106740570	+	0.000	0.000	Merged-chr11-106740012-25
Merged-chr4-63898483-4	chr4	63898371	63898604	+	0.000	0.000	Merged-chr4-63898483-4
Merged-chr13-117390259-3	chr13	117390048	117390416	+	0.000	0.000	Merged-chr13-117390259-3
Merged-chr8-126585807-45	chr8	126585509	126586038	+	0.000	0.000	Merged-chr8-126585807-45
Merged-chr6-134058621-9	chr6	134058434	134058867	+	0.000	0.000	Merged-chr6-134058621-9
Merged-chr6-89421751-50	chr6	89421424	89422180	+	0.000	0.000	Merged-chr6-89421751-50
Merged-chr4-128735230-68	chr4	128734766	128735540	+	0.000	0.000	Merged-chr4-128735230-68
Merged-chr11-3143823-26	chr11	3143550	3144091	+	0.000	0.000	Merged-chr11-3143823-26
Merged-chr6-67533170-65	chr6	67532868	67533448	+	0.000	0.000	Merged-chr6-67533170-65
Merged-chr6-144375543-1	chr6	144375445	144375643	+	0.000	0.000	Merged-chr6-144375543-1
Merged-chr13-117024590-116	chr13	117024012	117025127	+	0.000	0.000	Merged-chr13-117024590-116
Merged-chr7-24237656-23	chr7	24237485	24237862	+	0.000	0.000	Merged-chr7-24237656-23
Merged-chr2-130697222-68	chr2	130696700	130697764	+	0.000	0.000	Merged-chr2-130697222-68
Merged-chr5-28382451-39	chr5	28382248	28382715	+	0.000	0.000	Merged-chr5-28382451-39
Merged-chr11-33928932-1	chr11	33928834	33929032	+	0.000	0.000	Merged-chr11-33928932-1
Merged-chr10-111234457-79	chr10	111234019	111234952	+	0.000	0.000	Merged-chr10-111234457-79
Merged-chr5-105800092-11	chr5	105799809	105800306	+	0.000	0.000	Merged-chr5-105800092-11
Merged-chr6-134123705-19	chr6	134123393	134124042	+	0.000	0.000	Merged-chr6-134123705-19
Merged-chr17-35424197-4	chr17	35424084	35424312	+	0.000	0.000	Merged-chr17-35424197-4
Merged-chr5-105732928-2	chr5	105732801	105733057	+	0.000	0.000	Merged-chr5-105732928-2
Merged-chr8-126536353-14	chr8	126536181	126536508	+	0.000	0.000	Merged-chr8-126536353-14
Merged-chr10-30716378-49	chr10	30716051	30716654	+	0.000	0.000	Merged-chr10-30716378-49
Merged-chr1-38723833-22	chr1	38723608	38724036	+	0.000	0.000	Merged-chr1-38723833-22
Merged-chr12-57231320-7	chr12	57231165	57231446	+	0.000	0.000	Merged-chr12-57231320-7
Merged-chr9-40997043-1	chr9	40996945	40997143	+	0.000	0.000	Merged-chr9-40997043-1
Merged-chr8-126592018-4	chr8	126591800	126592176	+	0.000	0.000	Merged-chr8-126592018-4
Merged-chr1-106647524-44	chr1	106647252	106647704	+	0.000	0.000	Merged-chr1-106647524-44
Merged-chr5-148508923-1	chr5	148508825	148509023	+	0.000	0.000	Merged-chr5-148508923-1
Merged-chr11-48858131-1	chr11	48858033	48858231	+	0.000	0.000	Merged-chr11-48858131-1
Merged-chr8-128333532-18	chr8	128333157	128333825	+	0.000	0.000	Merged-chr8-128333532-18
Merged-chr13-51847509-6	chr13	51847337	51847823	+	0.000	0.000	Merged-chr13-51847509-6
Merged-chr2-68365463-1	chr2	68365365	68365563	+	0.000	0.000	Merged-chr2-68365463-1
Merged-chr13-42108804-1	chr13	42108706	42108904	+	0.000	0.000	Merged-chr13-42108804-1
Merged-chr6-143874490-1	chr6	143874392	143874590	+	0.000	0.000	Merged-chr6-143874490-1
Merged-chr6-134060905-6	chr6	134060668	134061113	+	0.000	0.000	Merged-chr6-134060905-6
Merged-chr15-59597796-32	chr15	59597584	59598022	+	0.000	0.000	Merged-chr15-59597796-32
Merged-chr5-105685154-46	chr5	105684702	105685524	+	0.000	0.000	Merged-chr5-105685154-46
Merged-chr5-75444488-1	chr5	75444390	75444588	+	0.000	0.000	Merged-chr5-75444488-1
Merged-chr8-122284353-16	chr8	122284152	122284577	+	0.000	0.000	Merged-chr8-122284353-16
Merged-chr11-115155286-5	chr11	115155132	115155434	+	0.000	0.000	Merged-chr11-115155286-5
Merged-chr9-58256308-4	chr9	58256083	58256502	+	0.000	0.000	Merged-chr9-58256308-4
Merged-chr8-84601669-24	chr8	84601368	84601853	+	0.000	0.000	Merged-chr8-84601669-24
Merged-chr2-75683146-50	chr2	75682933	75683370	+	0.000	0.000	Merged-chr2-75683146-50
Merged-chr11-4266800-18	chr11	4266341	4267233	+	0.000	0.000	Merged-chr11-4266800-18
Merged-chr12-108645690-1	chr12	108645592	108645790	+	0.000	0.000	Merged-chr12-108645690-1
Merged-chr5-148501527-73	chr5	148501206	148501857	+	0.000	0.000	Merged-chr5-148501527-73
Merged-chr2-160887795-88	chr2	160887468	160888163	+	0.000	0.000	Merged-chr2-160887795-88
Merged-chr4-125116565-9	chr4	125116297	125116894	+	0.000	0.000	Merged-chr4-125116565-9
Merged-chr18-24181023-3	chr18	24180911	24181140	+	0.000	0.000	Merged-chr18-24181023-3
Merged-chr9-108578687-51	chr9	108578388	108578963	+	0.000	0.000	Merged-chr9-108578687-51
Merged-chr14-121666787-5	chr14	121666680	121666896	+	0.000	0.000	Merged-chr14-121666787-5
Merged-chr1-178369170-67	chr1	178368972	178369493	+	0.000	0.000	Merged-chr1-178369170-67
Merged-chr6-143954525-20	chr6	143954318	143954726	+	0.000	0.000	Merged-chr6-143954525-20
Merged-chr18-41949316-38	chr18	41949037	41949659	+	0.000	0.000	Merged-chr18-41949316-38
Merged-chr7-80166437-1	chr7	80166339	80166537	+	0.000	0.000	Merged-chr7-80166437-1
Merged-chr16-94235924-1	chr16	94235826	94236024	+	0.000	0.000	Merged-chr16-94235924-1
Merged-chr11-4418419-5	chr11	4418302	4418545	+	0.000	0.000	Merged-chr11-4418419-5
Merged-chr12-69475337-77	chr12	69474875	69475684	+	0.000	0.000	Merged-chr12-69475337-77
Merged-chr6-134048216-52	chr6	134047855	134048486	+	0.000	0.000	Merged-chr6-134048216-52
Merged-chr5-148550582-5	chr5	148550450	148550710	+	0.000	0.000	Merged-chr5-148550582-5
Merged-chr6-121272426-71	chr6	121272192	121272672	+	0.000	0.000	Merged-chr6-121272426-71
Merged-chr8-122281860-90	chr8	122281518	122282298	+	0.000	0.000	Merged-chr8-122281860-90
Merged-chr5-86804387-70	chr5	86804158	86804704	+	0.000	0.000	Merged-chr5-86804387-70
Merged-chr9-94696966-6	chr9	94696763	94697180	+	0.000	0.000	Merged-chr9-94696966-6
Merged-chr1-173420566-40	chr1	173420334	173420795	+	0.000	0.000	Merged-chr1-173420566-40
Merged-chr5-64918962-32	chr5	64918752	64919289	+	0.000	0.000	Merged-chr5-64918962-32
Merged-chr4-126990043-4	chr4	126989888	126990268	+	0.000	0.000	Merged-chr4-126990043-4
Merged-chr14-52020005-97	chr14	52019740	52020207	+	0.000	0.000	Merged-chr14-52020005-97
Merged-chr10-117651194-26	chr10	117651004	117651365	+	0.000	0.000	Merged-chr10-117651194-26
Merged-chr11-59506011-110	chr11	59505415	59506503	+	0.000	0.000	Merged-chr11-59506011-110
Merged-chr14-52004381-49	chr14	52004230	52004550	+	0.000	0.000	Merged-chr14-52004381-49
Merged-chr2-153015323-52	chr2	153015102	153015555	+	0.000	0.000	Merged-chr2-153015323-52
Merged-chr1-127306528-2	chr1	127306428	127306630	+	0.000	0.000	Merged-chr1-127306528-2
Merged-chr1-38632713-8	chr1	38632501	38632908	+	0.000	0.000	Merged-chr1-38632713-8
Merged-chr10-94942923-6	chr10	94942585	94943167	+	0.000	0.000	Merged-chr10-94942923-6
Merged-chr12-117554052-2	chr12	117553897	117554210	+	0.000	0.000	Merged-chr12-117554052-2
Merged-chr2-3924900-1	chr2	3924802	3925000	+	0.000	0.000	Merged-chr2-3924900-1
Merged-chr11-116368348-10	chr11	116368154	116368591	+	0.000	0.000	Merged-chr11-116368348-10
Merged-chr5-143235302-59	chr5	143234982	143235573	+	0.000	0.000	Merged-chr5-143235302-59
Merged-chr6-144365387-16	chr6	144365128	144365639	+	0.000	0.000	Merged-chr6-144365387-16
Merged-chr12-81839833-27	chr12	81839631	81840070	+	0.000	0.000	Merged-chr12-81839833-27
Merged-chr6-145267725-9	chr6	145267415	145267988	+	0.000	0.000	Merged-chr6-145267725-9
Merged-chr10-94944302-171	chr10	94943772	94945160	+	0.000	0.000	Merged-chr10-94944302-171
Merged-chr19-44146311-57	chr19	44146097	44146572	+	0.000	0.000	Merged-chr19-44146311-57
Merged-chr7-73576506-24	chr7	73576257	73576943	+	0.000	0.000	Merged-chr7-73576506-24
Merged-chr3-37128506-19	chr3	37128275	37128698	+	0.000	0.000	Merged-chr3-37128506-19
Merged-chr5-114100331-51	chr5	114100067	114100594	+	0.000	0.000	Merged-chr5-114100331-51
Merged-chr11-109375589-56	chr11	109375330	109375973	+	0.000	0.000	Merged-chr11-109375589-56
Merged-chr11-31161575-4	chr11	31161450	31161705	+	0.000	0.000	Merged-chr11-31161575-4
Merged-chr2-181459478-100	chr2	181458715	181460144	+	0.000	0.000	Merged-chr2-181459478-100
Merged-chr9-95113538-34	chr9	95113322	95113827	+	0.000	0.000	Merged-chr9-95113538-34
Merged-chr17-8203608-6	chr17	8203367	8203834	+	0.000	0.000	Merged-chr17-8203608-6
Merged-chr11-3151424-21	chr11	3151204	3151578	+	0.000	0.000	Merged-chr11-3151424-21
Merged-chr9-40416301-7	chr9	40415969	40416528	+	0.000	0.000	Merged-chr9-40416301-7
Merged-chr2-62408986-36	chr2	62408666	62409296	+	0.000	0.000	Merged-chr2-62408986-36
Merged-chr17-80601464-5	chr17	80601306	80601583	+	0.000	0.000	Merged-chr17-80601464-5
Merged-chr6-121250221-1	chr6	121250123	121250321	+	0.000	0.000	Merged-chr6-121250221-1
Merged-chr11-3128962-6	chr11	3128848	3129087	+	0.000	0.000	Merged-chr11-3128962-6
Merged-chr19-21199898-12	chr19	21199706	21200064	+	0.000	0.000	Merged-chr19-21199898-12
Merged-chr7-19321656-26	chr7	19321502	19321784	+	0.000	0.000	Merged-chr7-19321656-26
Merged-chr10-130342103-20	chr10	130341866	130342278	+	0.000	0.000	Merged-chr10-130342103-20
Merged-chr12-108631283-72	chr12	108630692	108631665	+	0.000	0.000	Merged-chr12-108631283-72
Merged-chr11-61602995-47	chr11	61602745	61603223	+	0.000	0.000	Merged-chr11-61602995-47
Merged-chr5-105654813-27	chr5	105654631	105655061	+	0.000	0.000	Merged-chr5-105654813-27
Merged-chr5-105614205-11	chr5	105614069	105614421	+	0.000	0.000	Merged-chr5-105614205-11
Merged-chr2-34938971-69	chr2	34938379	34939271	+	0.000	0.000	Merged-chr2-34938971-69
Merged-chr9-53786922-72	chr9	53786644	53787187	+	0.000	0.000	Merged-chr9-53786922-72
Merged-chr19-41900876-17	chr19	41900719	41901030	+	0.000	0.000	Merged-chr19-41900876-17
Merged-chr1-82836652-59	chr1	82836399	82836917	+	0.000	0.000	Merged-chr1-82836652-59
Merged-chr8-125727602-12	chr8	125727399	125727953	+	0.000	0.000	Merged-chr8-125727602-12
Merged-chr8-84689283-39	chr8	84689060	84689510	+	0.000	0.000	Merged-chr8-84689283-39
Merged-chr5-75640762-12	chr5	75640543	75641017	+	0.000	0.000	Merged-chr5-75640762-12
Merged-chr18-41888397-77	chr18	41887950	41888868	+	0.000	0.000	Merged-chr18-41888397-77
Merged-chr11-106750878-127	chr11	106750215	106751733	+	0.000	0.000	Merged-chr11-106750878-127
Merged-chr10-19216501-10	chr10	19216354	19216661	+	0.000	0.000	Merged-chr10-19216501-10
Merged-chr1-127345077-51	chr1	127344880	127345346	+	0.000	0.000	Merged-chr1-127345077-51
Merged-chr5-123395394-6	chr5	123395161	123395595	+	0.000	0.000	Merged-chr5-123395394-6
Merged-chr17-7892904-34	chr17	7892722	7893098	+	0.000	0.000	Merged-chr17-7892904-34
Merged-chr8-61475644-1	chr8	61475546	61475744	+	0.000	0.000	Merged-chr8-61475644-1
Merged-chr17-8244871-10	chr17	8244669	8245072	+	0.000	0.000	Merged-chr17-8244871-10
Merged-chr11-48871805-98	chr11	48871155	48872538	+	0.000	0.000	Merged-chr11-48871805-98
Merged-chr16-24172185-8	chr16	24172026	24172394	+	0.000	0.000	Merged-chr16-24172185-8
Merged-chr1-55442246-1	chr1	55442148	55442346	+	0.000	0.000	Merged-chr1-55442246-1
Merged-chr7-79987960-1	chr7	79987862	79988060	+	0.000	0.000	Merged-chr7-79987960-1
Merged-chr13-51963945-2	chr13	51963792	51964100	+	0.000	0.000	Merged-chr13-51963945-2
Merged-chr19-7057714-27	chr19	7057178	7058079	+	0.000	0.000	Merged-chr19-7057714-27
Merged-chr5-105776620-9	chr5	105776436	105776840	+	0.000	0.000	Merged-chr5-105776620-9
Merged-chr9-62349502-36	chr9	62349267	62349724	+	0.000	0.000	Merged-chr9-62349502-36
Merged-chr6-89393151-1	chr6	89393053	89393251	+	0.000	0.000	Merged-chr6-89393151-1
Merged-chr13-51849013-24	chr13	51848788	51849243	+	0.000	0.000	Merged-chr13-51849013-24
Merged-chr11-3176549-79	chr11	3176214	3176986	+	0.000	0.000	Merged-chr11-3176549-79
Merged-chr9-53344730-22	chr9	53344476	53344969	+	0.000	0.000	Merged-chr9-53344730-22
Merged-chr11-70580699-89	chr11	70579916	70581281	+	0.000	0.000	Merged-chr11-70580699-89
Merged-chr4-63901923-4	chr4	63901756	63902136	+	0.000	0.000	Merged-chr4-63901923-4
Merged-chr14-121711337-42	chr14	121711034	121711779	+	0.000	0.000	Merged-chr14-121711337-42
Merged-chr1-23959266-33	chr1	23958926	23959544	+	0.000	0.000	Merged-chr1-23959266-33
Merged-chr17-33817699-57	chr17	33817446	33817965	+	0.000	0.000	Merged-chr17-33817699-57
Merged-chr6-121183966-1	chr6	121183868	121184066	+	0.000	0.000	Merged-chr6-121183966-1
Merged-chr9-77756369-28	chr9	77755937	77756610	+	0.000	0.000	Merged-chr9-77756369-28
Merged-chr16-96030968-16	chr16	96030673	96031262	+	0.000	0.000	Merged-chr16-96030968-16
Merged-chr10-100487355-134	chr10	100487107	100487628	+	0.000	0.000	Merged-chr10-100487355-134
Merged-chr4-32401611-9	chr4	32401481	32401763	+	0.000	0.000	Merged-chr4-32401611-9
Merged-chr19-16778618-43	chr19	16778350	16778998	+	0.000	0.000	Merged-chr19-16778618-43
Merged-chr17-83379975-2	chr17	83379849	83380104	+	0.000	0.000	Merged-chr17-83379975-2
Merged-chr6-88768883-12	chr6	88768714	88769186	+	0.000	0.000	Merged-chr6-88768883-12
Merged-chr18-64921075-69	chr18	64920838	64921373	+	0.000	0.000	Merged-chr18-64921075-69
Merged-chr16-24158437-1	chr16	24158339	24158537	+	0.000	0.000	Merged-chr16-24158437-1
Merged-chr11-79398610-8	chr11	79398457	79398751	+	0.000	0.000	Merged-chr11-79398610-8
Merged-chr13-117203167-67	chr13	117202771	117203592	+	0.000	0.000	Merged-chr13-117203167-67
Merged-chr3-37161165-34	chr3	37160960	37161409	+	0.000	0.000	Merged-chr3-37161165-34
Merged-chr9-121417481-1	chr9	121417383	121417581	+	0.000	0.000	Merged-chr9-121417481-1
Merged-chr5-105700734-6	chr5	105700598	105700894	+	0.000	0.000	Merged-chr5-105700734-6
Merged-chr6-38759354-27	chr6	38759186	38759567	+	0.000	0.000	Merged-chr6-38759354-27
Merged-chr15-9572052-14	chr15	9571853	9572222	+	0.000	0.000	Merged-chr15-9572052-14
Merged-chrX-95166298-83	chrX	95166014	95166609	+	0.000	0.000	Merged-chrX-95166298-83
Merged-chr4-16112668-24	chr4	16112466	16112944	+	0.000	0.000	Merged-chr4-16112668-24
Merged-chr12-117554758-34	chr12	117554281	117555050	+	0.000	0.000	Merged-chr12-117554758-34
Merged-chr19-16685068-14	chr19	16684844	16685313	+	0.000	0.000	Merged-chr19-16685068-14
Merged-chr11-30986417-66	chr11	30986190	30986660	+	0.000	0.000	Merged-chr11-30986417-66
Merged-chr5-75482772-1	chr5	75482674	75482872	+	0.000	0.000	Merged-chr5-75482772-1
Merged-chr2-68434802-41	chr2	68434572	68435034	+	0.000	0.000	Merged-chr2-68434802-41
Merged-chr4-33270288-23	chr4	33270092	33270479	+	0.000	0.000	Merged-chr4-33270288-23
Merged-chr14-31398460-1	chr14	31398362	31398560	+	0.000	0.000	Merged-chr14-31398460-1
Merged-chr2-31572734-38	chr2	31572293	31573045	+	0.000	0.000	Merged-chr2-31572734-38
Merged-chr2-31152311-29	chr2	31152083	31152506	+	0.000	0.000	Merged-chr2-31152311-29
Merged-chr1-23917708-15	chr1	23917325	23917958	+	0.000	0.000	Merged-chr1-23917708-15
Merged-chr3-122969244-1	chr3	122969146	122969344	+	0.000	0.000	Merged-chr3-122969244-1
Merged-chr12-113257477-1	chr12	113257379	113257577	+	0.000	0.000	Merged-chr12-113257477-1
Merged-chr10-94865429-8	chr10	94865231	94865661	+	0.000	0.000	Merged-chr10-94865429-8
Merged-chr1-74808255-37	chr1	74808016	74808471	+	0.000	0.000	Merged-chr1-74808255-37
Merged-chr8-126660525-18	chr8	126660175	126660798	+	0.000	0.000	Merged-chr8-126660525-18
Merged-chr13-117223399-24	chr13	117223194	117223589	+	0.000	0.000	Merged-chr13-117223399-24
Merged-chr9-40454763-1	chr9	40454665	40454863	+	0.000	0.000	Merged-chr9-40454763-1
Merged-chr14-118658326-68	chr14	118657904	118658688	+	0.000	0.000	Merged-chr14-118658326-68
Merged-chr6-88714297-7	chr6	88714076	88714499	+	0.000	0.000	Merged-chr6-88714297-7
Merged-chr6-88718305-41	chr6	88717963	88718811	+	0.000	0.000	Merged-chr6-88718305-41
Merged-chr11-99125281-21	chr11	99125014	99125484	+	0.000	0.000	Merged-chr11-99125281-21
Merged-chrX-95165737-1	chrX	95165639	95165837	+	0.000	0.000	Merged-chrX-95165737-1
Merged-chr19-16790195-21	chr19	16789968	16790466	+	0.000	0.000	Merged-chr19-16790195-21
Merged-chr1-36294186-96	chr1	36293512	36294819	+	0.000	0.000	Merged-chr1-36294186-96
Merged-chr11-52099693-4	chr11	52099543	52099835	+	0.000	0.000	Merged-chr11-52099693-4
Merged-chr9-121297708-57	chr9	121297306	121298077	+	0.000	0.000	Merged-chr9-121297708-57
