#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Th1.dn.bed
Merged-chr10-99220538-1	chr10	99220440	99220638	+	0.000	0.000	Merged-chr10-99220538-1
Merged-chr10-12875013-52	chr10	12874789	12875319	+	0.000	0.000	Merged-chr10-12875013-52
Merged-chr9-108338566-1	chr9	108338468	108338666	+	0.000	0.000	Merged-chr9-108338566-1
Merged-chr16-92038114-2	chr16	92037996	92038234	+	0.000	0.000	Merged-chr16-92038114-2
Merged-chr5-134314340-64	chr5	134314143	134314548	+	0.000	0.000	Merged-chr5-134314340-64
Merged-chr1-92258987-8	chr1	92258809	92259143	+	0.000	0.000	Merged-chr1-92258987-8
Merged-chr1-69544965-96	chr1	69544185	69546380	+	0.000	0.000	Merged-chr1-69544965-96
Merged-chr10-20952486-81	chr10	20952282	20952719	+	0.000	0.000	Merged-chr10-20952486-81
Merged-chr10-81082466-12	chr10	81082225	81082647	+	0.000	0.000	Merged-chr10-81082466-12
Merged-chr2-62459373-5	chr2	62459172	62459521	+	0.000	0.000	Merged-chr2-62459373-5
Merged-chr16-97279097-24	chr16	97278854	97279342	+	0.000	0.000	Merged-chr16-97279097-24
Merged-chr3-55600303-1	chr3	55600205	55600403	+	0.000	0.000	Merged-chr3-55600303-1
Merged-chr3-89216100-15	chr3	89215868	89216314	+	0.000	0.000	Merged-chr3-89216100-15
Merged-chr6-147573254-5	chr6	147573081	147573501	+	0.000	0.000	Merged-chr6-147573254-5
Merged-chr11-101070115-48	chr11	101069724	101070410	+	0.000	0.000	Merged-chr11-101070115-48
Merged-chr3-8963743-1	chr3	8963645	8963843	+	0.000	0.000	Merged-chr3-8963743-1
Merged-chr3-55414821-8	chr3	55414624	55415088	+	0.000	0.000	Merged-chr3-55414821-8
Merged-chr12-80111391-4	chr12	80111224	80111544	+	0.000	0.000	Merged-chr12-80111391-4
Merged-chr8-81807004-27	chr8	81806763	81807404	+	0.000	0.000	Merged-chr8-81807004-27
Merged-chr13-44733889-78	chr13	44733475	44734335	+	0.000	0.000	Merged-chr13-44733889-78
Merged-chr6-125215615-63	chr6	125215405	125215807	+	0.000	0.000	Merged-chr6-125215615-63
Merged-chr5-125107407-3	chr5	125107295	125107517	+	0.000	0.000	Merged-chr5-125107407-3
Merged-chr5-64780950-29	chr5	64780667	64781143	+	0.000	0.000	Merged-chr5-64780950-29
Merged-chr11-117969649-112	chr11	117969100	117970220	+	0.000	0.000	Merged-chr11-117969649-112
Merged-chrX-11845813-21	chrX	11845574	11846050	+	0.000	0.000	Merged-chrX-11845813-21
Merged-chr2-131509995-53	chr2	131509673	131510239	+	0.000	0.000	Merged-chr2-131509995-53
Merged-chr16-76333860-1	chr16	76333762	76333960	+	0.000	0.000	Merged-chr16-76333860-1
Merged-chr8-121568444-23	chr8	121568068	121568689	+	0.000	0.000	Merged-chr8-121568444-23
Merged-chr19-6976214-1	chr19	6976116	6976314	+	0.000	0.000	Merged-chr19-6976214-1
Merged-chr6-116632298-26	chr6	116632051	116632490	+	0.000	0.000	Merged-chr6-116632298-26
Merged-chr11-69409455-74	chr11	69409100	69409880	+	0.000	0.000	Merged-chr11-69409455-74
Merged-chr1-192790678-23	chr1	192790372	192790940	+	0.000	0.000	Merged-chr1-192790678-23
Merged-chr11-77208194-14	chr11	77208035	77208413	+	0.000	0.000	Merged-chr11-77208194-14
Merged-chr10-68277876-15	chr10	68277648	68278020	+	0.000	0.000	Merged-chr10-68277876-15
Merged-chr16-76562914-1	chr16	76562816	76563014	+	0.000	0.000	Merged-chr16-76562914-1
Merged-chr3-55422516-4	chr3	55422318	55422665	+	0.000	0.000	Merged-chr3-55422516-4
Merged-chr2-90890259-1	chr2	90890161	90890359	+	0.000	0.000	Merged-chr2-90890259-1
Merged-chr1-60977872-47	chr1	60977589	60978313	+	0.000	0.000	Merged-chr1-60977872-47
Merged-chr7-80688769-118	chr7	80688455	80689334	+	0.000	0.000	Merged-chr7-80688769-118
Merged-chr2-174110127-1	chr2	174110029	174110227	+	0.000	0.000	Merged-chr2-174110127-1
Merged-chr15-53222571-24	chr15	53222318	53222804	+	0.000	0.000	Merged-chr15-53222571-24
Merged-chr11-98149913-127	chr11	98149434	98150225	+	0.000	0.000	Merged-chr11-98149913-127
Merged-chr4-155163456-1	chr4	155163358	155163556	+	0.000	0.000	Merged-chr4-155163456-1
Merged-chr6-41557614-2	chr6	41557491	41557739	+	0.000	0.000	Merged-chr6-41557614-2
Merged-chr2-6309619-42	chr2	6309418	6309826	+	0.000	0.000	Merged-chr2-6309619-42
Merged-chr6-48771054-58	chr6	48770791	48771530	+	0.000	0.000	Merged-chr6-48771054-58
Merged-chr7-99383055-1	chr7	99382957	99383155	+	0.000	0.000	Merged-chr7-99383055-1
Merged-chr11-88716290-15	chr11	88716114	88716573	+	0.000	0.000	Merged-chr11-88716290-15
Merged-chr18-55337877-1	chr18	55337779	55337977	+	0.000	0.000	Merged-chr18-55337877-1
Merged-chr8-84709387-31	chr8	84709140	84709553	+	0.000	0.000	Merged-chr8-84709387-31
Merged-chr2-18998003-84	chr2	18997581	18998367	+	0.000	0.000	Merged-chr2-18998003-84
Merged-chr14-120303374-10	chr14	120303138	120303574	+	0.000	0.000	Merged-chr14-120303374-10
Merged-chr15-6573269-1	chr15	6573171	6573369	+	0.000	0.000	Merged-chr15-6573269-1
Merged-chr2-60080152-7	chr2	60079929	60080351	+	0.000	0.000	Merged-chr2-60080152-7
Merged-chr4-118326685-10	chr4	118326545	118326855	+	0.000	0.000	Merged-chr4-118326685-10
Merged-chr2-33354145-1	chr2	33354047	33354245	+	0.000	0.000	Merged-chr2-33354145-1
Merged-chr6-99274664-53	chr6	99274283	99274955	+	0.000	0.000	Merged-chr6-99274664-53
Merged-chr3-138868592-15	chr3	138868384	138868750	+	0.000	0.000	Merged-chr3-138868592-15
Merged-chr14-10430786-8	chr14	10430608	10430911	+	0.000	0.000	Merged-chr14-10430786-8
Merged-chr12-8313039-1	chr12	8312941	8313139	+	0.000	0.000	Merged-chr12-8313039-1
Merged-chr11-20332805-89	chr11	20332543	20333025	+	0.000	0.000	Merged-chr11-20332805-89
Merged-chr7-99429027-29	chr7	99428855	99429218	+	0.000	0.000	Merged-chr7-99429027-29
Merged-chr8-84998087-35	chr8	84997899	84998250	+	0.000	0.000	Merged-chr8-84998087-35
Merged-chr2-135957913-49	chr2	135957602	135958145	+	0.000	0.000	Merged-chr2-135957913-49
Merged-chr1-60416960-33	chr1	60416737	60417145	+	0.000	0.000	Merged-chr1-60416960-33
Merged-chrX-12087471-30	chrX	12087134	12087829	+	0.000	0.000	Merged-chrX-12087471-30
Merged-chr10-96698035-53	chr10	96697848	96698280	+	0.000	0.000	Merged-chr10-96698035-53
Merged-chr17-31075672-30	chr17	31075486	31075892	+	0.000	0.000	Merged-chr17-31075672-30
Merged-chr5-123314213-3	chr5	123314081	123314341	+	0.000	0.000	Merged-chr5-123314213-3
Merged-chr1-92080187-57	chr1	92079936	92080528	+	0.000	0.000	Merged-chr1-92080187-57
Merged-chr12-16136030-2	chr12	16135842	16136220	+	0.000	0.000	Merged-chr12-16136030-2
Merged-chr7-30322363-141	chr7	30321996	30322617	+	0.000	0.000	Merged-chr7-30322363-141
Merged-chr10-17728854-10	chr10	17728649	17729025	+	0.000	0.000	Merged-chr10-17728854-10
Merged-chr12-21174004-41	chr12	21173763	21174214	+	0.000	0.000	Merged-chr12-21174004-41
Merged-chr4-7207158-12	chr4	7206926	7207361	+	0.000	0.000	Merged-chr4-7207158-12
Merged-chr6-99026218-49	chr6	99025974	99026495	+	0.000	0.000	Merged-chr6-99026218-49
Merged-chr2-93451465-9	chr2	93451291	93451634	+	0.000	0.000	Merged-chr2-93451465-9
Merged-chr10-128934578-1	chr10	128934480	128934678	+	0.000	0.000	Merged-chr10-128934578-1
Merged-chr7-141072410-71	chr7	141072229	141072623	+	0.000	0.000	Merged-chr7-141072410-71
Merged-chrX-57184779-1	chrX	57184681	57184879	+	0.000	0.000	Merged-chrX-57184779-1
Merged-chr13-95567331-31	chr13	95567078	95567563	+	0.000	0.000	Merged-chr13-95567331-31
Merged-chr13-93554105-5	chr13	93553872	93554264	+	0.000	0.000	Merged-chr13-93554105-5
Merged-chr13-58072674-2	chr13	58072487	58072864	+	0.000	0.000	Merged-chr13-58072674-2
Merged-chr11-77348681-109	chr11	77347890	77349335	+	0.000	0.000	Merged-chr11-77348681-109
Merged-chr3-108504114-26	chr3	108503850	108504387	+	0.000	0.000	Merged-chr3-108504114-26
Merged-chr14-61682596-69	chr14	61682272	61682995	+	0.000	0.000	Merged-chr14-61682596-69
Merged-chr18-49979677-114	chr18	49979158	49980155	+	0.000	0.000	Merged-chr18-49979677-114
Merged-chr7-112173203-14	chr7	112172955	112173364	+	0.000	0.000	Merged-chr7-112173203-14
Merged-chr13-63639916-9	chr13	63639753	63640077	+	0.000	0.000	Merged-chr13-63639916-9
Merged-chr7-64158985-48	chr7	64158670	64159267	+	0.000	0.000	Merged-chr7-64158985-48
Merged-chr1-61084899-26	chr1	61084709	61085081	+	0.000	0.000	Merged-chr1-61084899-26
Merged-chr2-117312690-43	chr2	117312390	117312981	+	0.000	0.000	Merged-chr2-117312690-43
Merged-chr11-94386453-49	chr11	94386153	94386803	+	0.000	0.000	Merged-chr11-94386453-49
Merged-chr1-60240726-17	chr1	60240538	60240911	+	0.000	0.000	Merged-chr1-60240726-17
Merged-chr5-144308281-9	chr5	144308099	144308541	+	0.000	0.000	Merged-chr5-144308281-9
Merged-chr1-91912376-2	chr1	91912260	91912495	+	0.000	0.000	Merged-chr1-91912376-2
Merged-chr15-83602865-55	chr15	83602669	83603070	+	0.000	0.000	Merged-chr15-83602865-55
Merged-chr17-29975806-2	chr17	29975690	29975925	+	0.000	0.000	Merged-chr17-29975806-2
Merged-chr10-59335139-1	chr10	59335041	59335239	+	0.000	0.000	Merged-chr10-59335139-1
Merged-chr10-63382350-13	chr10	63382174	63382539	+	0.000	0.000	Merged-chr10-63382350-13
Merged-chr6-59426111-89	chr6	59425866	59426551	+	0.000	0.000	Merged-chr6-59426111-89
Merged-chr16-35770327-38	chr16	35770097	35770543	+	0.000	0.000	Merged-chr16-35770327-38
Merged-chr4-6843676-1	chr4	6843578	6843776	+	0.000	0.000	Merged-chr4-6843676-1
Merged-chr17-23841285-7	chr17	23841122	23841446	+	0.000	0.000	Merged-chr17-23841285-7
Merged-chr1-61039499-28	chr1	61039122	61039761	+	0.000	0.000	Merged-chr1-61039499-28
Merged-chr2-71873346-69	chr2	71872965	71873726	+	0.000	0.000	Merged-chr2-71873346-69
Merged-chr17-56325890-57	chr17	56325664	56326067	+	0.000	0.000	Merged-chr17-56325890-57
Merged-chr3-89887842-17	chr3	89887641	89887996	+	0.000	0.000	Merged-chr3-89887842-17
Merged-chr2-91947953-20	chr2	91947662	91948236	+	0.000	0.000	Merged-chr2-91947953-20
Merged-chr12-103338377-34	chr12	103338151	103338563	+	0.000	0.000	Merged-chr12-103338377-34
Merged-chr6-128760193-2	chr6	128760057	128760332	+	0.000	0.000	Merged-chr6-128760193-2
Merged-chr16-92058456-104	chr16	92057978	92058843	+	0.000	0.000	Merged-chr16-92058456-104
Merged-chr19-60755904-7	chr19	60755732	60756075	+	0.000	0.000	Merged-chr19-60755904-7
Merged-chr17-32340357-1	chr17	32340259	32340457	+	0.000	0.000	Merged-chr17-32340357-1
Merged-chr6-37464263-62	chr6	37463984	37464497	+	0.000	0.000	Merged-chr6-37464263-62
Merged-chr4-33983877-2	chr4	33983741	33984015	+	0.000	0.000	Merged-chr4-33983877-2
Merged-chr10-14057543-2	chr10	14057445	14057643	+	0.000	0.000	Merged-chr10-14057543-2
Merged-chr1-92180417-91	chr1	92179956	92180791	+	0.000	0.000	Merged-chr1-92180417-91
Merged-chr10-13380620-4	chr10	13380494	13380763	+	0.000	0.000	Merged-chr10-13380620-4
Merged-chr1-73929803-1	chr1	73929705	73929903	+	0.000	0.000	Merged-chr1-73929803-1
Merged-chr2-25111409-51	chr2	25111218	25111613	+	0.000	0.000	Merged-chr2-25111409-51
Merged-chr2-163259384-1	chr2	163259286	163259484	+	0.000	0.000	Merged-chr2-163259384-1
Merged-chr5-121619111-49	chr5	121618634	121619710	+	0.000	0.000	Merged-chr5-121619111-49
Merged-chr18-55419223-25	chr18	55418891	55419793	+	0.000	0.000	Merged-chr18-55419223-25
Merged-chr12-112620741-3	chr12	112620607	112620869	+	0.000	0.000	Merged-chr12-112620741-3
Merged-chr3-121964400-1	chr3	121964302	121964500	+	0.000	0.000	Merged-chr3-121964400-1
Merged-chr2-174675833-26	chr2	174675600	174676059	+	0.000	0.000	Merged-chr2-174675833-26
Merged-chr3-101939314-18	chr3	101939096	101939484	+	0.000	0.000	Merged-chr3-101939314-18
Merged-chrX-12156194-3	chrX	12156081	12156314	+	0.000	0.000	Merged-chrX-12156194-3
Merged-chr12-103343699-32	chr12	103343464	103343927	+	0.000	0.000	Merged-chr12-103343699-32
Merged-chr2-24975554-132	chr2	24975334	24976111	+	0.000	0.000	Merged-chr2-24975554-132
Merged-chr10-13035332-21	chr10	13035143	13035522	+	0.000	0.000	Merged-chr10-13035332-21
Merged-chr11-20477652-51	chr11	20477480	20477864	+	0.000	0.000	Merged-chr11-20477652-51
Merged-chr9-107569019-67	chr9	107568694	107569297	+	0.000	0.000	Merged-chr9-107569019-67
Merged-chr10-84576906-160	chr10	84576685	84577119	+	0.000	0.000	Merged-chr10-84576906-160
Merged-chr15-35155762-73	chr15	35155361	35156205	+	0.000	0.000	Merged-chr15-35155762-73
Merged-chr19-5806950-1	chr19	5806852	5807050	+	0.000	0.000	Merged-chr19-5806950-1
Merged-chr13-44588046-24	chr13	44587863	44588255	+	0.000	0.000	Merged-chr13-44588046-24
Merged-chr11-75429220-23	chr11	75429035	75429422	+	0.000	0.000	Merged-chr11-75429220-23
Merged-chr15-6523022-55	chr15	6522809	6523432	+	0.000	0.000	Merged-chr15-6523022-55
Merged-chr1-179668395-67	chr1	179668058	179668680	+	0.000	0.000	Merged-chr1-179668395-67
Merged-chr7-3675086-26	chr7	3674871	3675357	+	0.000	0.000	Merged-chr7-3675086-26
Merged-chr3-88043136-39	chr3	88042890	88043354	+	0.000	0.000	Merged-chr3-88043136-39
Merged-chr6-146391315-9	chr6	146391140	146391509	+	0.000	0.000	Merged-chr6-146391315-9
Merged-chr5-103412550-11	chr5	103412363	103412788	+	0.000	0.000	Merged-chr5-103412550-11
Merged-chr13-55322004-61	chr13	55321667	55322327	+	0.000	0.000	Merged-chr13-55322004-61
Merged-chr17-74770287-1	chr17	74770189	74770387	+	0.000	0.000	Merged-chr17-74770287-1
Merged-chr14-7913506-1	chr14	7913408	7913606	+	0.000	0.000	Merged-chr14-7913506-1
Merged-chr4-129514164-82	chr4	129513856	129514711	+	0.000	0.000	Merged-chr4-129514164-82
Merged-chr5-118047338-31	chr5	118047123	118047612	+	0.000	0.000	Merged-chr5-118047338-31
Merged-chr11-75926776-30	chr11	75926541	75927094	+	0.000	0.000	Merged-chr11-75926776-30
Merged-chr16-44965339-61	chr16	44964831	44965825	+	0.000	0.000	Merged-chr16-44965339-61
Merged-chr12-98800600-14	chr12	98800437	98800809	+	0.000	0.000	Merged-chr12-98800600-14
Merged-chr3-106485169-6	chr3	106484917	106485423	+	0.000	0.000	Merged-chr3-106485169-6
Merged-chr1-35817503-8	chr1	35817348	35817635	+	0.000	0.000	Merged-chr1-35817503-8
Merged-chr13-41605908-93	chr13	41605388	41606153	+	0.000	0.000	Merged-chr13-41605908-93
Merged-chr8-119605101-59	chr8	119604819	119605400	+	0.000	0.000	Merged-chr8-119605101-59
Merged-chr2-165779173-14	chr2	165778880	165779402	+	0.000	0.000	Merged-chr2-165779173-14
Merged-chr15-27725053-111	chr15	27724183	27725693	+	0.000	0.000	Merged-chr15-27725053-111
Merged-chr12-112623897-8	chr12	112623760	112624077	+	0.000	0.000	Merged-chr12-112623897-8
Merged-chr14-30196432-21	chr14	30196212	30196638	+	0.000	0.000	Merged-chr14-30196432-21
Merged-chr4-137854061-36	chr4	137853792	137854362	+	0.000	0.000	Merged-chr4-137854061-36
Merged-chr11-61133096-8	chr11	61132893	61133327	+	0.000	0.000	Merged-chr11-61133096-8
Merged-chr12-80198800-18	chr12	80198562	80199000	+	0.000	0.000	Merged-chr12-80198800-18
Merged-chr2-61594831-1	chr2	61594733	61594931	+	0.000	0.000	Merged-chr2-61594831-1
Merged-chr11-94601423-1	chr11	94601325	94601523	+	0.000	0.000	Merged-chr11-94601423-1
Merged-chr6-145179538-1	chr6	145179440	145179638	+	0.000	0.000	Merged-chr6-145179538-1
Merged-chr11-100703503-82	chr11	100702502	100704513	+	0.000	0.000	Merged-chr11-100703503-82
Merged-chr3-51745177-64	chr3	51744893	51745520	+	0.000	0.000	Merged-chr3-51745177-64
Merged-chr6-128760621-104	chr6	128760412	128761029	+	0.000	0.000	Merged-chr6-128760621-104
Merged-chr1-91984658-28	chr1	91984460	91984859	+	0.000	0.000	Merged-chr1-91984658-28
Merged-chr11-52294354-37	chr11	52294124	52294643	+	0.000	0.000	Merged-chr11-52294354-37
Merged-chr9-61670394-8	chr9	61670277	61670510	+	0.000	0.000	Merged-chr9-61670394-8
Merged-chr3-52046758-14	chr3	52046616	52046919	+	0.000	0.000	Merged-chr3-52046758-14
Merged-chr3-97227659-93	chr3	97227367	97227934	+	0.000	0.000	Merged-chr3-97227659-93
Merged-chr6-57582594-10	chr6	57582311	57582763	+	0.000	0.000	Merged-chr6-57582594-10
Merged-chr14-7987076-7	chr14	7986818	7987245	+	0.000	0.000	Merged-chr14-7987076-7
Merged-chr12-116254823-28	chr12	116254601	116255000	+	0.000	0.000	Merged-chr12-116254823-28
Merged-chr5-125137642-19	chr5	125137293	125137896	+	0.000	0.000	Merged-chr5-125137642-19
Merged-chr2-32857854-19	chr2	32857670	32858017	+	0.000	0.000	Merged-chr2-32857854-19
Merged-chr16-57403097-41	chr16	57402850	57403314	+	0.000	0.000	Merged-chr16-57403097-41
Merged-chr5-107177683-65	chr5	107177288	107178073	+	0.000	0.000	Merged-chr5-107177683-65
Merged-chr10-7833718-1	chr10	7833620	7833818	+	0.000	0.000	Merged-chr10-7833718-1
Merged-chr3-121946709-4	chr3	121946534	121946870	+	0.000	0.000	Merged-chr3-121946709-4
Merged-chr4-149989064-38	chr4	149988883	149989263	+	0.000	0.000	Merged-chr4-149989064-38
Merged-chr10-75837336-19	chr10	75837130	75837487	+	0.000	0.000	Merged-chr10-75837336-19
Merged-chr11-113175605-1	chr11	113175507	113175705	+	0.000	0.000	Merged-chr11-113175605-1
Merged-chr15-100539645-5	chr15	100539498	100539777	+	0.000	0.000	Merged-chr15-100539645-5
Merged-chr11-22285871-3	chr11	22285672	22286026	+	0.000	0.000	Merged-chr11-22285871-3
Merged-chr3-101013654-6	chr3	101013472	101013822	+	0.000	0.000	Merged-chr3-101013654-6
Merged-chr7-4431679-3	chr7	4431571	4431794	+	0.000	0.000	Merged-chr7-4431679-3
Merged-chr13-94976470-58	chr13	94976235	94976841	+	0.000	0.000	Merged-chr13-94976470-58
Merged-chr16-57175887-9	chr16	57175699	57176045	+	0.000	0.000	Merged-chr16-57175887-9
Merged-chr14-61681246-96	chr14	61680766	61681518	+	0.000	0.000	Merged-chr14-61681246-96
Merged-chr5-105109833-2	chr5	105109704	105109965	+	0.000	0.000	Merged-chr5-105109833-2
Merged-chr8-81773019-2	chr8	81772905	81773136	+	0.000	0.000	Merged-chr8-81773019-2
Merged-chr14-61971047-1	chr14	61970949	61971147	+	0.000	0.000	Merged-chr14-61971047-1
Merged-chr6-125241695-39	chr6	125241457	125241875	+	0.000	0.000	Merged-chr6-125241695-39
Merged-chr2-49620513-4	chr2	49620285	49620685	+	0.000	0.000	Merged-chr2-49620513-4
Merged-chr8-70653439-8	chr8	70653224	70653605	+	0.000	0.000	Merged-chr8-70653439-8
Merged-chr18-14784062-1	chr18	14783964	14784162	+	0.000	0.000	Merged-chr18-14784062-1
Merged-chr10-14034534-75	chr10	14034018	14035047	+	0.000	0.000	Merged-chr10-14034534-75
Merged-chr3-95995619-1	chr3	95995521	95995719	+	0.000	0.000	Merged-chr3-95995619-1
Merged-chr10-17575084-24	chr10	17574902	17575303	+	0.000	0.000	Merged-chr10-17575084-24
Merged-chr12-53803089-1	chr12	53802991	53803189	+	0.000	0.000	Merged-chr12-53803089-1
Merged-chr9-98263893-1	chr9	98263795	98263993	+	0.000	0.000	Merged-chr9-98263893-1
Merged-chr8-111537027-144	chr8	111536235	111537734	+	0.000	0.000	Merged-chr8-111537027-144
Merged-chr11-113153533-26	chr11	113153302	113153782	+	0.000	0.000	Merged-chr11-113153533-26
Merged-chr7-142995149-25	chr7	142994948	142995452	+	0.000	0.000	Merged-chr7-142995149-25
Merged-chr8-84737825-38	chr8	84737621	84738030	+	0.000	0.000	Merged-chr8-84737825-38
Merged-chr15-97705743-59	chr15	97705514	97706031	+	0.000	0.000	Merged-chr15-97705743-59
Merged-chr2-77104217-2	chr2	77104118	77104318	+	0.000	0.000	Merged-chr2-77104217-2
Merged-chr2-169590088-67	chr2	169589513	169590396	+	0.000	0.000	Merged-chr2-169590088-67
Merged-chr4-150001453-41	chr4	150001138	150001771	+	0.000	0.000	Merged-chr4-150001453-41
Merged-chr19-17356427-46	chr19	17355957	17356677	+	0.000	0.000	Merged-chr19-17356427-46
Merged-chr8-70776987-79	chr8	70776706	70777182	+	0.000	0.000	Merged-chr8-70776987-79
Merged-chr5-147072070-1	chr5	147071972	147072170	+	0.000	0.000	Merged-chr5-147072070-1
Merged-chr7-51862036-76	chr7	51861813	51862250	+	0.000	0.000	Merged-chr7-51862036-76
Merged-chr10-4341594-18	chr10	4341403	4341833	+	0.000	0.000	Merged-chr10-4341594-18
Merged-chr16-97324984-1	chr16	97324886	97325084	+	0.000	0.000	Merged-chr16-97324984-1
Merged-chr19-38816333-15	chr19	38816184	38816559	+	0.000	0.000	Merged-chr19-38816333-15
Merged-chr4-154446885-1	chr4	154446787	154446985	+	0.000	0.000	Merged-chr4-154446885-1
Merged-chr15-93576121-28	chr15	93575885	93576425	+	0.000	0.000	Merged-chr15-93576121-28
Merged-chr11-5215485-1	chr11	5215387	5215585	+	0.000	0.000	Merged-chr11-5215485-1
Merged-chr3-95995992-42	chr3	95995759	95996376	+	0.000	0.000	Merged-chr3-95995992-42
Merged-chr10-81244778-11	chr10	81244533	81244940	+	0.000	0.000	Merged-chr10-81244778-11
Merged-chr8-70701535-2	chr8	70701437	70701635	+	0.000	0.000	Merged-chr8-70701535-2
Merged-chr12-85279753-1	chr12	85279655	85279853	+	0.000	0.000	Merged-chr12-85279753-1
Merged-chr5-140838792-15	chr5	140838633	140839017	+	0.000	0.000	Merged-chr5-140838792-15
Merged-chr17-81045626-69	chr17	81045285	81045906	+	0.000	0.000	Merged-chr17-81045626-69
Merged-chr11-88425684-6	chr11	88425506	88425889	+	0.000	0.000	Merged-chr11-88425684-6
Merged-chr9-56207353-12	chr9	56207163	56207534	+	0.000	0.000	Merged-chr9-56207353-12
Merged-chrX-12007363-15	chrX	12007048	12007572	+	0.000	0.000	Merged-chrX-12007363-15
Merged-chr6-6192506-8	chr6	6192277	6192691	+	0.000	0.000	Merged-chr6-6192506-8
Merged-chr6-134364797-47	chr6	134364609	134365001	+	0.000	0.000	Merged-chr6-134364797-47
Merged-chr9-14381621-1	chr9	14381523	14381721	+	0.000	0.000	Merged-chr9-14381621-1
Merged-chr12-16202031-4	chr12	16201853	16202182	+	0.000	0.000	Merged-chr12-16202031-4
Merged-chr8-84723225-62	chr8	84722748	84723943	+	0.000	0.000	Merged-chr8-84723225-62
Merged-chr8-121570466-14	chr8	121570302	121570629	+	0.000	0.000	Merged-chr8-121570466-14
Merged-chr1-192778895-23	chr1	192778618	192779181	+	0.000	0.000	Merged-chr1-192778895-23
Merged-chr10-60367510-6	chr10	60367335	60367747	+	0.000	0.000	Merged-chr10-60367510-6
Merged-chr10-95887976-8	chr10	95887775	95888147	+	0.000	0.000	Merged-chr10-95887976-8
Merged-chr12-103390193-4	chr12	103390053	103390324	+	0.000	0.000	Merged-chr12-103390193-4
