#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-STAT4_WT_Tfh_vs_Naive.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_WT_Tfh_vs_Naive.up.bed
Merged-chr11-94386453-49	chr11	94386153	94386803	+	0.000	0.000	Merged-chr11-94386453-49
Merged-chr1-60240726-17	chr1	60240538	60240911	+	0.000	0.000	Merged-chr1-60240726-17
Merged-chr3-87376637-53	chr3	87376114	87377152	+	0.000	0.000	Merged-chr3-87376637-53
Merged-chr18-79298014-36	chr18	79297813	79298211	+	0.000	0.000	Merged-chr18-79298014-36
Merged-chr4-128883202-1	chr4	128883104	128883302	+	0.000	0.000	Merged-chr4-128883202-1
Merged-chr1-91912376-2	chr1	91912260	91912495	+	0.000	0.000	Merged-chr1-91912376-2
Merged-chr17-70849864-58	chr17	70849449	70850396	+	0.000	0.000	Merged-chr17-70849864-58
Merged-chr17-29975806-2	chr17	29975690	29975925	+	0.000	0.000	Merged-chr17-29975806-2
Merged-chr10-63382350-13	chr10	63382174	63382539	+	0.000	0.000	Merged-chr10-63382350-13
Merged-chr10-121365295-86	chr10	121364941	121365674	+	0.000	0.000	Merged-chr10-121365295-86
Merged-chr13-41614922-33	chr13	41614725	41615160	+	0.000	0.000	Merged-chr13-41614922-33
Merged-chr16-35770327-38	chr16	35770097	35770543	+	0.000	0.000	Merged-chr16-35770327-38
Merged-chr5-65866574-1	chr5	65866476	65866674	+	0.000	0.000	Merged-chr5-65866574-1
Merged-chr4-6843676-1	chr4	6843578	6843776	+	0.000	0.000	Merged-chr4-6843676-1
Merged-chr17-23841285-7	chr17	23841122	23841446	+	0.000	0.000	Merged-chr17-23841285-7
Merged-chr1-61039499-28	chr1	61039122	61039761	+	0.000	0.000	Merged-chr1-61039499-28
Merged-chr1-92103312-58	chr1	92102752	92103851	+	0.000	0.000	Merged-chr1-92103312-58
Merged-chr3-89887842-17	chr3	89887641	89887996	+	0.000	0.000	Merged-chr3-89887842-17
Merged-chr9-104377297-14	chr9	104377022	104377631	+	0.000	0.000	Merged-chr9-104377297-14
Merged-chr6-37401015-8	chr6	37400809	37401242	+	0.000	0.000	Merged-chr6-37401015-8
Merged-chr2-91947953-20	chr2	91947662	91948236	+	0.000	0.000	Merged-chr2-91947953-20
Merged-chr10-81268235-12	chr10	81268118	81268355	+	0.000	0.000	Merged-chr10-81268235-12
Merged-chr12-103338377-34	chr12	103338151	103338563	+	0.000	0.000	Merged-chr12-103338377-34
Merged-chr6-125260143-17	chr6	125259981	125260341	+	0.000	0.000	Merged-chr6-125260143-17
Merged-chr12-85477740-7	chr12	85477632	85477844	+	0.000	0.000	Merged-chr12-85477740-7
Merged-chr16-92058456-104	chr16	92057978	92058843	+	0.000	0.000	Merged-chr16-92058456-104
Merged-chr6-94664111-7	chr6	94663955	94664285	+	0.000	0.000	Merged-chr6-94664111-7
Merged-chr17-84422237-1	chr17	84422139	84422337	+	0.000	0.000	Merged-chr17-84422237-1
Merged-chr18-37751717-34	chr18	37751549	37751920	+	0.000	0.000	Merged-chr18-37751717-34
Merged-chr17-32340357-1	chr17	32340259	32340457	+	0.000	0.000	Merged-chr17-32340357-1
Merged-chr17-6055126-17	chr17	6054968	6055347	+	0.000	0.000	Merged-chr17-6055126-17
Merged-chr10-14057543-2	chr10	14057445	14057643	+	0.000	0.000	Merged-chr10-14057543-2
Merged-chr9-96650988-6	chr9	96650829	96651138	+	0.000	0.000	Merged-chr9-96650988-6
Merged-chr16-33499243-20	chr16	33499024	33499518	+	0.000	0.000	Merged-chr16-33499243-20
Merged-chr10-13090848-31	chr10	13090597	13091074	+	0.000	0.000	Merged-chr10-13090848-31
Merged-chr10-13380620-4	chr10	13380494	13380763	+	0.000	0.000	Merged-chr10-13380620-4
Merged-chr9-57955089-22	chr9	57954793	57955325	+	0.000	0.000	Merged-chr9-57955089-22
Merged-chr3-131159676-35	chr3	131159351	131160161	+	0.000	0.000	Merged-chr3-131159676-35
Merged-chr6-145002461-23	chr6	145002226	145002752	+	0.000	0.000	Merged-chr6-145002461-23
Merged-chr1-73929803-1	chr1	73929705	73929903	+	0.000	0.000	Merged-chr1-73929803-1
Merged-chr6-134277112-6	chr6	134276977	134277256	+	0.000	0.000	Merged-chr6-134277112-6
Merged-chr2-25111409-51	chr2	25111218	25111613	+	0.000	0.000	Merged-chr2-25111409-51
Merged-chr11-113061164-13	chr11	113060956	113061401	+	0.000	0.000	Merged-chr11-113061164-13
Merged-chr12-55467058-2	chr12	55466906	55467212	+	0.000	0.000	Merged-chr12-55467058-2
Merged-chr11-113510503-8	chr11	113510354	113510675	+	0.000	0.000	Merged-chr11-113510503-8
Merged-chr2-163259384-1	chr2	163259286	163259484	+	0.000	0.000	Merged-chr2-163259384-1
Merged-chr5-121619111-49	chr5	121618634	121619710	+	0.000	0.000	Merged-chr5-121619111-49
Merged-chr12-112620741-3	chr12	112620607	112620869	+	0.000	0.000	Merged-chr12-112620741-3
Merged-chr12-52796893-1	chr12	52796795	52796993	+	0.000	0.000	Merged-chr12-52796893-1
Merged-chr8-110929357-31	chr8	110929012	110929605	+	0.000	0.000	Merged-chr8-110929357-31
Merged-chr2-174675833-26	chr2	174675600	174676059	+	0.000	0.000	Merged-chr2-174675833-26
Merged-chr3-101939314-18	chr3	101939096	101939484	+	0.000	0.000	Merged-chr3-101939314-18
Merged-chrX-12156194-3	chrX	12156081	12156314	+	0.000	0.000	Merged-chrX-12156194-3
Merged-chr18-79258074-1	chr18	79257976	79258174	+	0.000	0.000	Merged-chr18-79258074-1
Merged-chr1-164986890-2	chr1	164986756	164987026	+	0.000	0.000	Merged-chr1-164986890-2
Merged-chr12-103343699-32	chr12	103343464	103343927	+	0.000	0.000	Merged-chr12-103343699-32
Merged-chr17-23844076-33	chr17	23843859	23844422	+	0.000	0.000	Merged-chr17-23844076-33
Merged-chr19-57453011-51	chr19	57452812	57453222	+	0.000	0.000	Merged-chr19-57453011-51
Merged-chr1-136018899-6	chr1	136018582	136019146	+	0.000	0.000	Merged-chr1-136018899-6
Merged-chr12-82171094-10	chr12	82170870	82171392	+	0.000	0.000	Merged-chr12-82171094-10
Merged-chr12-116200493-21	chr12	116200236	116200797	+	0.000	0.000	Merged-chr12-116200493-21
Merged-chr14-61770762-4	chr14	61770519	61770952	+	0.000	0.000	Merged-chr14-61770762-4
Merged-chr10-13035332-21	chr10	13035143	13035522	+	0.000	0.000	Merged-chr10-13035332-21
Merged-chr7-128359898-15	chr7	128359480	128360099	+	0.000	0.000	Merged-chr7-128359898-15
Merged-chr11-20477652-51	chr11	20477480	20477864	+	0.000	0.000	Merged-chr11-20477652-51
Merged-chr9-107569019-67	chr9	107568694	107569297	+	0.000	0.000	Merged-chr9-107569019-67
Merged-chr6-134791513-14	chr6	134791323	134791700	+	0.000	0.000	Merged-chr6-134791513-14
Merged-chr11-75291084-10	chr11	75290954	75291244	+	0.000	0.000	Merged-chr11-75291084-10
Merged-chr9-118606771-43	chr9	118606423	118606990	+	0.000	0.000	Merged-chr9-118606771-43
Merged-chr1-36886670-6	chr1	36886483	36886907	+	0.000	0.000	Merged-chr1-36886670-6
Merged-chr19-5806950-1	chr19	5806852	5807050	+	0.000	0.000	Merged-chr19-5806950-1
Merged-chr13-44588046-24	chr13	44587863	44588255	+	0.000	0.000	Merged-chr13-44588046-24
Merged-chr7-120823433-31	chr7	120823238	120823687	+	0.000	0.000	Merged-chr7-120823433-31
Merged-chr1-179668395-67	chr1	179668058	179668680	+	0.000	0.000	Merged-chr1-179668395-67
Merged-chr2-76216343-3	chr2	76216179	76216554	+	0.000	0.000	Merged-chr2-76216343-3
Merged-chr18-50038371-13	chr18	50038087	50038605	+	0.000	0.000	Merged-chr18-50038371-13
Merged-chr4-155095407-34	chr4	155094923	155095618	+	0.000	0.000	Merged-chr4-155095407-34
Merged-chr7-101836675-61	chr7	101836263	101837382	+	0.000	0.000	Merged-chr7-101836675-61
Merged-chr7-3675086-26	chr7	3674871	3675357	+	0.000	0.000	Merged-chr7-3675086-26
Merged-chr5-103377267-129	chr5	103376597	103378198	+	0.000	0.000	Merged-chr5-103377267-129
Merged-chr9-82855935-1	chr9	82855837	82856035	+	0.000	0.000	Merged-chr9-82855935-1
Merged-chr8-34756161-88	chr8	34755551	34756655	+	0.000	0.000	Merged-chr8-34756161-88
Merged-chr5-147064375-1	chr5	147064277	147064475	+	0.000	0.000	Merged-chr5-147064375-1
Merged-chr6-146391315-9	chr6	146391140	146391509	+	0.000	0.000	Merged-chr6-146391315-9
Merged-chr18-50053279-83	chr18	50053102	50053496	+	0.000	0.000	Merged-chr18-50053279-83
Merged-chr5-103412550-11	chr5	103412363	103412788	+	0.000	0.000	Merged-chr5-103412550-11
Merged-chr3-131169425-15	chr3	131169229	131169603	+	0.000	0.000	Merged-chr3-131169425-15
Merged-chr8-81881786-34	chr8	81881560	81882043	+	0.000	0.000	Merged-chr8-81881786-34
Merged-chr13-55322004-61	chr13	55321667	55322327	+	0.000	0.000	Merged-chr13-55322004-61
Merged-chr14-7913506-1	chr14	7913408	7913606	+	0.000	0.000	Merged-chr14-7913506-1
Merged-chr4-129514164-82	chr4	129513856	129514711	+	0.000	0.000	Merged-chr4-129514164-82
Merged-chr18-55176275-18	chr18	55176007	55176465	+	0.000	0.000	Merged-chr18-55176275-18
Merged-chr6-41527380-17	chr6	41527180	41527612	+	0.000	0.000	Merged-chr6-41527380-17
Merged-chr12-98800600-14	chr12	98800437	98800809	+	0.000	0.000	Merged-chr12-98800600-14
Merged-chr3-106485169-6	chr3	106484917	106485423	+	0.000	0.000	Merged-chr3-106485169-6
Merged-chr13-63512619-6	chr13	63512439	63512859	+	0.000	0.000	Merged-chr13-63512619-6
Merged-chr5-122650291-8	chr5	122650148	122650448	+	0.000	0.000	Merged-chr5-122650291-8
Merged-chr8-119605101-59	chr8	119604819	119605400	+	0.000	0.000	Merged-chr8-119605101-59
Merged-chr2-165779173-14	chr2	165778880	165779402	+	0.000	0.000	Merged-chr2-165779173-14
Merged-chr12-112623897-8	chr12	112623760	112624077	+	0.000	0.000	Merged-chr12-112623897-8
Merged-chr14-30196432-21	chr14	30196212	30196638	+	0.000	0.000	Merged-chr14-30196432-21
Merged-chr3-138813302-23	chr3	138813079	138813598	+	0.000	0.000	Merged-chr3-138813302-23
Merged-chr16-43253230-31	chr16	43252982	43253471	+	0.000	0.000	Merged-chr16-43253230-31
Merged-chr12-82223454-3	chr12	82223338	82223580	+	0.000	0.000	Merged-chr12-82223454-3
Merged-chr6-90651723-1	chr6	90651625	90651823	+	0.000	0.000	Merged-chr6-90651723-1
Merged-chr4-137854061-36	chr4	137853792	137854362	+	0.000	0.000	Merged-chr4-137854061-36
Merged-chr11-61133096-8	chr11	61132893	61133327	+	0.000	0.000	Merged-chr11-61133096-8
Merged-chr12-80198800-18	chr12	80198562	80199000	+	0.000	0.000	Merged-chr12-80198800-18
Merged-chr11-52310984-10	chr11	52310800	52311186	+	0.000	0.000	Merged-chr11-52310984-10
Merged-chr9-56144655-19	chr9	56144361	56144810	+	0.000	0.000	Merged-chr9-56144655-19
Merged-chr4-137879843-32	chr4	137879653	137880110	+	0.000	0.000	Merged-chr4-137879843-32
Merged-chr5-89838946-15	chr5	89838534	89839345	+	0.000	0.000	Merged-chr5-89838946-15
Merged-chr16-97443668-1	chr16	97443570	97443768	+	0.000	0.000	Merged-chr16-97443668-1
Merged-chr2-61594831-1	chr2	61594733	61594931	+	0.000	0.000	Merged-chr2-61594831-1
Merged-chr11-94601423-1	chr11	94601325	94601523	+	0.000	0.000	Merged-chr11-94601423-1
Merged-chr6-145179538-1	chr6	145179440	145179638	+	0.000	0.000	Merged-chr6-145179538-1
Merged-chr4-134757166-23	chr4	134756972	134757352	+	0.000	0.000	Merged-chr4-134757166-23
Merged-chr10-19965136-5	chr10	19964945	19965292	+	0.000	0.000	Merged-chr10-19965136-5
Merged-chr17-26095399-13	chr17	26095158	26095585	+	0.000	0.000	Merged-chr17-26095399-13
Merged-chr12-15940918-8	chr12	15940696	15941175	+	0.000	0.000	Merged-chr12-15940918-8
Merged-chr13-92613192-5	chr13	92612976	92613403	+	0.000	0.000	Merged-chr13-92613192-5
Merged-chr11-100703503-82	chr11	100702502	100704513	+	0.000	0.000	Merged-chr11-100703503-82
Merged-chr3-84262916-2	chr3	84262797	84263037	+	0.000	0.000	Merged-chr3-84262916-2
Merged-chr3-51745177-64	chr3	51744893	51745520	+	0.000	0.000	Merged-chr3-51745177-64
Merged-chr1-91984658-28	chr1	91984460	91984859	+	0.000	0.000	Merged-chr1-91984658-28
Merged-chr11-52294354-37	chr11	52294124	52294643	+	0.000	0.000	Merged-chr11-52294354-37
Merged-chr9-61670394-8	chr9	61670277	61670510	+	0.000	0.000	Merged-chr9-61670394-8
Merged-chr11-115660651-9	chr11	115660431	115660818	+	0.000	0.000	Merged-chr11-115660651-9
Merged-chr4-59626672-2	chr4	59626574	59626772	+	0.000	0.000	Merged-chr4-59626672-2
Merged-chr11-113180164-36	chr11	113179912	113180433	+	0.000	0.000	Merged-chr11-113180164-36
Merged-chr12-73545958-59	chr12	73545660	73546393	+	0.000	0.000	Merged-chr12-73545958-59
Merged-chr6-57582594-10	chr6	57582311	57582763	+	0.000	0.000	Merged-chr6-57582594-10
Merged-chr7-128417947-95	chr7	128417232	128418425	+	0.000	0.000	Merged-chr7-128417947-95
Merged-chr14-7987076-7	chr14	7986818	7987245	+	0.000	0.000	Merged-chr14-7987076-7
Merged-chr6-94683964-26	chr6	94683736	94684295	+	0.000	0.000	Merged-chr6-94683964-26
Merged-chr5-125137642-19	chr5	125137293	125137896	+	0.000	0.000	Merged-chr5-125137642-19
Merged-chr7-28382827-73	chr7	28382508	28383320	+	0.000	0.000	Merged-chr7-28382827-73
Merged-chr2-32857854-19	chr2	32857670	32858017	+	0.000	0.000	Merged-chr2-32857854-19
Merged-chr2-5075682-18	chr2	5075285	5075993	+	0.000	0.000	Merged-chr2-5075682-18
Merged-chr16-20696066-20	chr16	20695811	20696240	+	0.000	0.000	Merged-chr16-20696066-20
Merged-chr4-137875341-85	chr4	137874689	137876017	+	0.000	0.000	Merged-chr4-137875341-85
Merged-chr13-44811408-63	chr13	44810931	44812021	+	0.000	0.000	Merged-chr13-44811408-63
Merged-chr6-59425175-5	chr6	59425077	59425275	+	0.000	0.000	Merged-chr6-59425175-5
Merged-chr10-7833718-1	chr10	7833620	7833818	+	0.000	0.000	Merged-chr10-7833718-1
Merged-chr11-113574265-17	chr11	113574046	113574621	+	0.000	0.000	Merged-chr11-113574265-17
Merged-chr16-97461726-1	chr16	97461628	97461826	+	0.000	0.000	Merged-chr16-97461726-1
Merged-chr11-69420488-1	chr11	69420390	69420588	+	0.000	0.000	Merged-chr11-69420488-1
Merged-chr7-97081991-102	chr7	97081631	97082335	+	0.000	0.000	Merged-chr7-97081991-102
Merged-chr8-70659857-59	chr8	70659502	70660689	+	0.000	0.000	Merged-chr8-70659857-59
Merged-chr9-103146850-8	chr9	103146653	103147022	+	0.000	0.000	Merged-chr9-103146850-8
Merged-chr4-149989064-38	chr4	149988883	149989263	+	0.000	0.000	Merged-chr4-149989064-38
Merged-chr10-75837336-19	chr10	75837130	75837487	+	0.000	0.000	Merged-chr10-75837336-19
Merged-chr13-43833161-18	chr13	43832817	43833414	+	0.000	0.000	Merged-chr13-43833161-18
Merged-chr11-113175605-1	chr11	113175507	113175705	+	0.000	0.000	Merged-chr11-113175605-1
Merged-chr11-22285871-3	chr11	22285672	22286026	+	0.000	0.000	Merged-chr11-22285871-3
Merged-chr3-101013654-6	chr3	101013472	101013822	+	0.000	0.000	Merged-chr3-101013654-6
Merged-chr9-20983328-26	chr9	20983074	20983565	+	0.000	0.000	Merged-chr9-20983328-26
Merged-chr4-102711875-43	chr4	102711657	102712154	+	0.000	0.000	Merged-chr4-102711875-43
Merged-chr13-104287389-4	chr13	104287291	104287489	+	0.000	0.000	Merged-chr13-104287389-4
Merged-chr15-54920011-57	chr15	54919504	54920461	+	0.000	0.000	Merged-chr15-54920011-57
Merged-chr16-57175887-9	chr16	57175699	57176045	+	0.000	0.000	Merged-chr16-57175887-9
Merged-chr14-61681246-96	chr14	61680766	61681518	+	0.000	0.000	Merged-chr14-61681246-96
Merged-chr5-105109833-2	chr5	105109704	105109965	+	0.000	0.000	Merged-chr5-105109833-2
Merged-chr8-81773019-2	chr8	81772905	81773136	+	0.000	0.000	Merged-chr8-81773019-2
Merged-chr17-74802991-25	chr17	74802733	74803196	+	0.000	0.000	Merged-chr17-74802991-25
Merged-chr14-61891617-1	chr14	61891519	61891717	+	0.000	0.000	Merged-chr14-61891617-1
Merged-chr6-145075198-160	chr6	145073604	145076332	+	0.000	0.000	Merged-chr6-145075198-160
Merged-chr2-49620513-4	chr2	49620285	49620685	+	0.000	0.000	Merged-chr2-49620513-4
Merged-chr15-36446402-2	chr15	36446287	36446519	+	0.000	0.000	Merged-chr15-36446402-2
Merged-chr8-70653439-8	chr8	70653224	70653605	+	0.000	0.000	Merged-chr8-70653439-8
Merged-chr1-69499196-51	chr1	69498803	69499538	+	0.000	0.000	Merged-chr1-69499196-51
Merged-chr15-36438812-16	chr15	36438502	36439164	+	0.000	0.000	Merged-chr15-36438812-16
Merged-chr11-97022126-56	chr11	97021888	97022395	+	0.000	0.000	Merged-chr11-97022126-56
Merged-chr10-14034534-75	chr10	14034018	14035047	+	0.000	0.000	Merged-chr10-14034534-75
Merged-chr4-130790399-13	chr4	130790240	130790543	+	0.000	0.000	Merged-chr4-130790399-13
Merged-chr3-95995619-1	chr3	95995521	95995719	+	0.000	0.000	Merged-chr3-95995619-1
Merged-chr9-57967927-1	chr9	57967829	57968027	+	0.000	0.000	Merged-chr9-57967927-1
Merged-chr1-180290672-3	chr1	180290562	180290784	+	0.000	0.000	Merged-chr1-180290672-3
Merged-chr14-7989613-33	chr14	7989343	7989862	+	0.000	0.000	Merged-chr14-7989613-33
Merged-chr4-53826364-82	chr4	53826067	53826579	+	0.000	0.000	Merged-chr4-53826364-82
Merged-chr8-111537027-144	chr8	111536235	111537734	+	0.000	0.000	Merged-chr8-111537027-144
Merged-chr9-57433714-40	chr9	57433434	57433970	+	0.000	0.000	Merged-chr9-57433714-40
Merged-chr7-142995149-25	chr7	142994948	142995452	+	0.000	0.000	Merged-chr7-142995149-25
Merged-chr8-84737825-38	chr8	84737621	84738030	+	0.000	0.000	Merged-chr8-84737825-38
Merged-chr10-60225461-7	chr10	60225300	60225673	+	0.000	0.000	Merged-chr10-60225461-7
Merged-chr10-14097983-8	chr10	14097847	14098111	+	0.000	0.000	Merged-chr10-14097983-8
Merged-chr15-97705743-59	chr15	97705514	97706031	+	0.000	0.000	Merged-chr15-97705743-59
Merged-chr9-21853979-18	chr9	21853486	21854349	+	0.000	0.000	Merged-chr9-21853979-18
Merged-chr6-146529097-3	chr6	146528997	146529200	+	0.000	0.000	Merged-chr6-146529097-3
Merged-chr2-169590088-67	chr2	169589513	169590396	+	0.000	0.000	Merged-chr2-169590088-67
Merged-chr19-10959747-11	chr19	10959566	10959925	+	0.000	0.000	Merged-chr19-10959747-11
Merged-chr12-24564799-1	chr12	24564701	24564899	+	0.000	0.000	Merged-chr12-24564799-1
Merged-chr5-134314919-35	chr5	134314621	134315199	+	0.000	0.000	Merged-chr5-134314919-35
Merged-chr15-57693292-2	chr15	57693175	57693411	+	0.000	0.000	Merged-chr15-57693292-2
Merged-chr7-4948937-4	chr7	4948790	4949074	+	0.000	0.000	Merged-chr7-4948937-4
Merged-chr19-34253946-1	chr19	34253848	34254046	+	0.000	0.000	Merged-chr19-34253946-1
Merged-chr19-17356427-46	chr19	17355957	17356677	+	0.000	0.000	Merged-chr19-17356427-46
Merged-chr5-147072070-1	chr5	147071972	147072170	+	0.000	0.000	Merged-chr5-147072070-1
Merged-chr10-60081362-88	chr10	60081067	60081824	+	0.000	0.000	Merged-chr10-60081362-88
Merged-chr5-35729116-40	chr5	35728657	35729382	+	0.000	0.000	Merged-chr5-35729116-40
Merged-chr10-4341594-18	chr10	4341403	4341833	+	0.000	0.000	Merged-chr10-4341594-18
Merged-chr14-7990170-1	chr14	7990072	7990270	+	0.000	0.000	Merged-chr14-7990170-1
Merged-chr16-97324984-1	chr16	97324886	97325084	+	0.000	0.000	Merged-chr16-97324984-1
Merged-chr2-151973721-159	chr2	151973201	151974016	+	0.000	0.000	Merged-chr2-151973721-159
Merged-chr19-38816333-15	chr19	38816184	38816559	+	0.000	0.000	Merged-chr19-38816333-15
Merged-chr16-33607020-42	chr16	33606782	33607294	+	0.000	0.000	Merged-chr16-33607020-42
Merged-chr11-4805179-30	chr11	4804946	4805362	+	0.000	0.000	Merged-chr11-4805179-30
Merged-chr1-193146532-29	chr1	193146128	193146860	+	0.000	0.000	Merged-chr1-193146532-29
Merged-chr7-4948568-26	chr7	4948357	4948764	+	0.000	0.000	Merged-chr7-4948568-26
Merged-chr11-101143955-50	chr11	101143549	101144245	+	0.000	0.000	Merged-chr11-101143955-50
Merged-chr3-95995992-42	chr3	95995759	95996376	+	0.000	0.000	Merged-chr3-95995992-42
Merged-chr10-81244778-11	chr10	81244533	81244940	+	0.000	0.000	Merged-chr10-81244778-11
Merged-chr15-76542464-2	chr15	76542323	76542608	+	0.000	0.000	Merged-chr15-76542464-2
Merged-chr8-70701535-2	chr8	70701437	70701635	+	0.000	0.000	Merged-chr8-70701535-2
Merged-chr12-85279753-1	chr12	85279655	85279853	+	0.000	0.000	Merged-chr12-85279753-1
Merged-chr8-70476979-59	chr8	70476793	70477269	+	0.000	0.000	Merged-chr8-70476979-59
Merged-chr15-73006650-8	chr15	73006469	73006836	+	0.000	0.000	Merged-chr15-73006650-8
Merged-chr4-140857232-22	chr4	140857032	140857467	+	0.000	0.000	Merged-chr4-140857232-22
Merged-chr15-73423381-101	chr15	73422431	73424048	+	0.000	0.000	Merged-chr15-73423381-101
Merged-chr12-36317326-46	chr12	36317131	36317528	+	0.000	0.000	Merged-chr12-36317326-46
Merged-chr11-75410293-22	chr11	75409909	75410690	+	0.000	0.000	Merged-chr11-75410293-22
Merged-chrX-12007363-15	chrX	12007048	12007572	+	0.000	0.000	Merged-chrX-12007363-15
Merged-chr6-134367806-2	chr6	134367611	134368003	+	0.000	0.000	Merged-chr6-134367806-2
Merged-chrX-166317073-39	chrX	166316837	166317350	+	0.000	0.000	Merged-chrX-166317073-39
Merged-chr10-12867172-14	chr10	12866942	12867380	+	0.000	0.000	Merged-chr10-12867172-14
Merged-chr1-40268723-25	chr1	40268478	40269015	+	0.000	0.000	Merged-chr1-40268723-25
Merged-chr10-14085460-8	chr10	14085240	14085691	+	0.000	0.000	Merged-chr10-14085460-8
Merged-chr8-121570466-14	chr8	121570302	121570629	+	0.000	0.000	Merged-chr8-121570466-14
Merged-chr14-14632701-2	chr14	14632595	14632809	+	0.000	0.000	Merged-chr14-14632701-2
Merged-chr10-60367510-6	chr10	60367335	60367747	+	0.000	0.000	Merged-chr10-60367510-6
Merged-chr3-106448771-1	chr3	106448673	106448871	+	0.000	0.000	Merged-chr3-106448771-1
Merged-chr7-99394047-13	chr7	99393858	99394204	+	0.000	0.000	Merged-chr7-99394047-13
Merged-chr12-103390193-4	chr12	103390053	103390324	+	0.000	0.000	Merged-chr12-103390193-4
Merged-chr12-17554263-40	chr12	17553846	17554537	+	0.000	0.000	Merged-chr12-17554263-40
Merged-chr18-54860804-67	chr18	54860562	54861064	+	0.000	0.000	Merged-chr18-54860804-67
Merged-chr8-91395862-46	chr8	91395592	91396128	+	0.000	0.000	Merged-chr8-91395862-46
Merged-chr2-163232321-36	chr2	163232083	163232550	+	0.000	0.000	Merged-chr2-163232321-36
Merged-chr1-128787255-73	chr1	128787042	128787564	+	0.000	0.000	Merged-chr1-128787255-73
Merged-chr6-129216296-35	chr6	129215577	129216591	+	0.000	0.000	Merged-chr6-129216296-35
Merged-chr9-118677700-1	chr9	118677602	118677800	+	0.000	0.000	Merged-chr9-118677700-1
Merged-chr17-26041270-7	chr17	26041045	26041468	+	0.000	0.000	Merged-chr17-26041270-7
Merged-chr12-102371096-49	chr12	102370633	102371334	+	0.000	0.000	Merged-chr12-102371096-49
Merged-chr3-138840850-1	chr3	138840752	138840950	+	0.000	0.000	Merged-chr3-138840850-1
