#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-Prdm1KO_Tfh_vs_Naive.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Prdm1KO_Tfh_vs_Naive.dn.bed
Merged-chr6-128760621-104	chr6	128760412	128761029	+	0.000	0.000	Merged-chr6-128760621-104
Merged-chr11-21089813-1	chr11	21089715	21089913	+	0.000	0.000	Merged-chr11-21089813-1
Merged-chr9-61670394-8	chr9	61670277	61670510	+	0.000	0.000	Merged-chr9-61670394-8
Merged-chr13-91463278-4	chr13	91463150	91463411	+	0.000	0.000	Merged-chr13-91463278-4
Merged-chr3-52046758-14	chr3	52046616	52046919	+	0.000	0.000	Merged-chr3-52046758-14
Merged-chr9-72260549-32	chr9	72260358	72260722	+	0.000	0.000	Merged-chr9-72260549-32
Merged-chr3-37414626-2	chr3	37414495	37414760	+	0.000	0.000	Merged-chr3-37414626-2
Merged-chr3-97227659-93	chr3	97227367	97227934	+	0.000	0.000	Merged-chr3-97227659-93
Merged-chr14-11161016-31	chr14	11160769	11161245	+	0.000	0.000	Merged-chr14-11161016-31
Merged-chr19-12806193-62	chr19	12805624	12806512	+	0.000	0.000	Merged-chr19-12806193-62
Merged-chr7-28382827-73	chr7	28382508	28383320	+	0.000	0.000	Merged-chr7-28382827-73
Merged-chr18-34827772-23	chr18	34827527	34828018	+	0.000	0.000	Merged-chr18-34827772-23
Merged-chr2-32857854-19	chr2	32857670	32858017	+	0.000	0.000	Merged-chr2-32857854-19
Merged-chr16-97534800-1	chr16	97534702	97534900	+	0.000	0.000	Merged-chr16-97534800-1
Merged-chr16-18426465-56	chr16	18426064	18426820	+	0.000	0.000	Merged-chr16-18426465-56
Merged-chr16-20696066-20	chr16	20695811	20696240	+	0.000	0.000	Merged-chr16-20696066-20
Merged-chr2-118976430-56	chr2	118976121	118976680	+	0.000	0.000	Merged-chr2-118976430-56
Merged-chr4-136060160-34	chr4	136059885	136060380	+	0.000	0.000	Merged-chr4-136060160-34
Merged-chr3-88512663-10	chr3	88512411	88512928	+	0.000	0.000	Merged-chr3-88512663-10
Merged-chr16-57403097-41	chr16	57402850	57403314	+	0.000	0.000	Merged-chr16-57403097-41
Merged-chr12-78748976-92	chr12	78748636	78749242	+	0.000	0.000	Merged-chr12-78748976-92
Merged-chr4-44973676-38	chr4	44973468	44973880	+	0.000	0.000	Merged-chr4-44973676-38
Merged-chr11-113787671-26	chr11	113787453	113787902	+	0.000	0.000	Merged-chr11-113787671-26
Merged-chr12-76923289-32	chr12	76923065	76923598	+	0.000	0.000	Merged-chr12-76923289-32
Merged-chr17-22424161-65	chr17	22423737	22424535	+	0.000	0.000	Merged-chr17-22424161-65
Merged-chr14-10288473-1	chr14	10288375	10288573	+	0.000	0.000	Merged-chr14-10288473-1
Merged-chr5-107177683-65	chr5	107177288	107178073	+	0.000	0.000	Merged-chr5-107177683-65
Merged-chr13-44811408-63	chr13	44810931	44812021	+	0.000	0.000	Merged-chr13-44811408-63
Merged-chr10-94958568-14	chr10	94958391	94958718	+	0.000	0.000	Merged-chr10-94958568-14
Merged-chr3-121967857-57	chr3	121967604	121968225	+	0.000	0.000	Merged-chr3-121967857-57
Merged-chr12-87443692-56	chr12	87443235	87443949	+	0.000	0.000	Merged-chr12-87443692-56
Merged-chr7-80025368-9	chr7	80025129	80025649	+	0.000	0.000	Merged-chr7-80025368-9
Merged-chr10-7833718-1	chr10	7833620	7833818	+	0.000	0.000	Merged-chr10-7833718-1
Merged-chr7-16311717-1	chr7	16311619	16311817	+	0.000	0.000	Merged-chr7-16311717-1
Merged-chr2-142859049-1	chr2	142858951	142859149	+	0.000	0.000	Merged-chr2-142859049-1
Merged-chr3-97297834-52	chr3	97297110	97298344	+	0.000	0.000	Merged-chr3-97297834-52
Merged-chr1-43092392-80	chr1	43092151	43092690	+	0.000	0.000	Merged-chr1-43092392-80
Merged-chr9-71848464-7	chr9	71848304	71848607	+	0.000	0.000	Merged-chr9-71848464-7
Merged-chr16-33343909-55	chr16	33343537	33344650	+	0.000	0.000	Merged-chr16-33343909-55
Merged-chr1-64121787-120	chr1	64121150	64122205	+	0.000	0.000	Merged-chr1-64121787-120
Merged-chr10-96466990-21	chr10	96466823	96467176	+	0.000	0.000	Merged-chr10-96466990-21
Merged-chr3-121946709-4	chr3	121946534	121946870	+	0.000	0.000	Merged-chr3-121946709-4
Merged-chr15-27859516-5	chr15	27859263	27859753	+	0.000	0.000	Merged-chr15-27859516-5
Merged-chr4-149989064-38	chr4	149988883	149989263	+	0.000	0.000	Merged-chr4-149989064-38
Merged-chr9-20581482-47	chr9	20581287	20581769	+	0.000	0.000	Merged-chr9-20581482-47
Merged-chr19-57121218-1	chr19	57121120	57121318	+	0.000	0.000	Merged-chr19-57121218-1
Merged-chr11-52076354-71	chr11	52076125	52076569	+	0.000	0.000	Merged-chr11-52076354-71
Merged-chr15-100539645-5	chr15	100539498	100539777	+	0.000	0.000	Merged-chr15-100539645-5
Merged-chr7-4431679-3	chr7	4431571	4431794	+	0.000	0.000	Merged-chr7-4431679-3
Merged-chr7-73600199-6	chr7	73600061	73600366	+	0.000	0.000	Merged-chr7-73600199-6
Merged-chr13-94976470-58	chr13	94976235	94976841	+	0.000	0.000	Merged-chr13-94976470-58
Merged-chr5-86816982-25	chr5	86816771	86817268	+	0.000	0.000	Merged-chr5-86816982-25
Merged-chr11-4423802-39	chr11	4423329	4424148	+	0.000	0.000	Merged-chr11-4423802-39
Merged-chr8-81572647-16	chr8	81572337	81573017	+	0.000	0.000	Merged-chr8-81572647-16
Merged-chr14-61681246-96	chr14	61680766	61681518	+	0.000	0.000	Merged-chr14-61681246-96
Merged-chr8-14985855-83	chr8	14985583	14986102	+	0.000	0.000	Merged-chr8-14985855-83
Merged-chr14-61891617-1	chr14	61891519	61891717	+	0.000	0.000	Merged-chr14-61891617-1
Merged-chr14-61971047-1	chr14	61970949	61971147	+	0.000	0.000	Merged-chr14-61971047-1
Merged-chr10-67189227-25	chr10	67188989	67189407	+	0.000	0.000	Merged-chr10-67189227-25
Merged-chr12-87147526-103	chr12	87147304	87147707	+	0.000	0.000	Merged-chr12-87147526-103
Merged-chr6-125241695-39	chr6	125241457	125241875	+	0.000	0.000	Merged-chr6-125241695-39
Merged-chr11-22853813-26	chr11	22853478	22854155	+	0.000	0.000	Merged-chr11-22853813-26
Merged-chr2-49620513-4	chr2	49620285	49620685	+	0.000	0.000	Merged-chr2-49620513-4
Merged-chr10-30802269-1	chr10	30802171	30802369	+	0.000	0.000	Merged-chr10-30802269-1
Merged-chr8-70653439-8	chr8	70653224	70653605	+	0.000	0.000	Merged-chr8-70653439-8
Merged-chr18-14784062-1	chr18	14783964	14784162	+	0.000	0.000	Merged-chr18-14784062-1
Merged-chr2-135748609-5	chr2	135748341	135748931	+	0.000	0.000	Merged-chr2-135748609-5
Merged-chr9-7868195-4	chr9	7868081	7868326	+	0.000	0.000	Merged-chr9-7868195-4
Merged-chr5-134373781-2	chr5	134373683	134373881	+	0.000	0.000	Merged-chr5-134373781-2
Merged-chr9-77751200-1	chr9	77751102	77751300	+	0.000	0.000	Merged-chr9-77751200-1
Merged-chr11-97022126-56	chr11	97021888	97022395	+	0.000	0.000	Merged-chr11-97022126-56
Merged-chr7-117988670-8	chr7	117988420	117988872	+	0.000	0.000	Merged-chr7-117988670-8
Merged-chr7-6362949-126	chr7	6362773	6363211	+	0.000	0.000	Merged-chr7-6362949-126
Merged-chr14-76504460-49	chr14	76504191	76504715	+	0.000	0.000	Merged-chr14-76504460-49
Merged-chr3-95995619-1	chr3	95995521	95995719	+	0.000	0.000	Merged-chr3-95995619-1
Merged-chr17-81046015-1	chr17	81045917	81046115	+	0.000	0.000	Merged-chr17-81046015-1
Merged-chr10-17575084-24	chr10	17574902	17575303	+	0.000	0.000	Merged-chr10-17575084-24
Merged-chr12-53803089-1	chr12	53802991	53803189	+	0.000	0.000	Merged-chr12-53803089-1
Merged-chr6-144416933-1	chr6	144416835	144417033	+	0.000	0.000	Merged-chr6-144416933-1
Merged-chr9-98263893-1	chr9	98263795	98263993	+	0.000	0.000	Merged-chr9-98263893-1
Merged-chr12-8345102-29	chr12	8344702	8345486	+	0.000	0.000	Merged-chr12-8345102-29
Merged-chr10-93122905-4	chr10	93122780	93123050	+	0.000	0.000	Merged-chr10-93122905-4
Merged-chr10-67536219-17	chr10	67535935	67536545	+	0.000	0.000	Merged-chr10-67536219-17
Merged-chr11-113153533-26	chr11	113153302	113153782	+	0.000	0.000	Merged-chr11-113153533-26
Merged-chr15-100683235-12	chr15	100683050	100683403	+	0.000	0.000	Merged-chr15-100683235-12
Merged-chr3-129562247-58	chr3	129561894	129562694	+	0.000	0.000	Merged-chr3-129562247-58
Merged-chr1-119487134-21	chr1	119486786	119487455	+	0.000	0.000	Merged-chr1-119487134-21
Merged-chr9-57433714-40	chr9	57433434	57433970	+	0.000	0.000	Merged-chr9-57433714-40
Merged-chr8-84737825-38	chr8	84737621	84738030	+	0.000	0.000	Merged-chr8-84737825-38
Merged-chr4-126966969-2	chr4	126966857	126967083	+	0.000	0.000	Merged-chr4-126966969-2
Merged-chr15-97705743-59	chr15	97705514	97706031	+	0.000	0.000	Merged-chr15-97705743-59
Merged-chr17-5089080-5	chr17	5088848	5089281	+	0.000	0.000	Merged-chr17-5089080-5
Merged-chr1-180296318-42	chr1	180296059	180296614	+	0.000	0.000	Merged-chr1-180296318-42
Merged-chr2-77104217-2	chr2	77104118	77104318	+	0.000	0.000	Merged-chr2-77104217-2
Merged-chr1-36922253-4	chr1	36922134	36922375	+	0.000	0.000	Merged-chr1-36922253-4
Merged-chr4-150001453-41	chr4	150001138	150001771	+	0.000	0.000	Merged-chr4-150001453-41
Merged-chr10-75935964-54	chr10	75935778	75936176	+	0.000	0.000	Merged-chr10-75935964-54
Merged-chr2-10373891-14	chr2	10373676	10374064	+	0.000	0.000	Merged-chr2-10373891-14
Merged-chr13-46727705-99	chr13	46727319	46728185	+	0.000	0.000	Merged-chr13-46727705-99
Merged-chr11-21166963-42	chr11	21166710	21167243	+	0.000	0.000	Merged-chr11-21166963-42
Merged-chr15-57693292-2	chr15	57693175	57693411	+	0.000	0.000	Merged-chr15-57693292-2
Merged-chr15-86182762-17	chr15	86182532	86183008	+	0.000	0.000	Merged-chr15-86182762-17
Merged-chr16-62832173-1	chr16	62832075	62832273	+	0.000	0.000	Merged-chr16-62832173-1
Merged-chr2-117441143-41	chr2	117440957	117441485	+	0.000	0.000	Merged-chr2-117441143-41
Merged-chr11-98786106-1	chr11	98786008	98786206	+	0.000	0.000	Merged-chr11-98786106-1
Merged-chr8-70776987-79	chr8	70776706	70777182	+	0.000	0.000	Merged-chr8-70776987-79
Merged-chr7-129648020-1	chr7	129647922	129648120	+	0.000	0.000	Merged-chr7-129648020-1
Merged-chr2-19734692-8	chr2	19734422	19735087	+	0.000	0.000	Merged-chr2-19734692-8
Merged-chr16-38550141-43	chr16	38549928	38550348	+	0.000	0.000	Merged-chr16-38550141-43
Merged-chr13-91486226-31	chr13	91485455	91486672	+	0.000	0.000	Merged-chr13-91486226-31
Merged-chr8-61224285-72	chr8	61223937	61224540	+	0.000	0.000	Merged-chr8-61224285-72
Merged-chr10-4341594-18	chr10	4341403	4341833	+	0.000	0.000	Merged-chr10-4341594-18
Merged-chr1-127409682-14	chr1	127409472	127409855	+	0.000	0.000	Merged-chr1-127409682-14
Merged-chr5-134552324-62	chr5	134552043	134552569	+	0.000	0.000	Merged-chr5-134552324-62
Merged-chr18-80468644-15	chr18	80468421	80468842	+	0.000	0.000	Merged-chr18-80468644-15
Merged-chr13-109645795-5	chr13	109645590	109645994	+	0.000	0.000	Merged-chr13-109645795-5
Merged-chr16-97324984-1	chr16	97324886	97325084	+	0.000	0.000	Merged-chr16-97324984-1
Merged-chrX-12167211-1	chrX	12167113	12167311	+	0.000	0.000	Merged-chrX-12167211-1
Merged-chr12-117595106-1	chr12	117595008	117595206	+	0.000	0.000	Merged-chr12-117595106-1
Merged-chr17-74753393-19	chr17	74753066	74753658	+	0.000	0.000	Merged-chr17-74753393-19
Merged-chr2-170205131-1	chr2	170205033	170205231	+	0.000	0.000	Merged-chr2-170205131-1
Merged-chr14-70078419-1	chr14	70078321	70078519	+	0.000	0.000	Merged-chr14-70078419-1
Merged-chr15-93576121-28	chr15	93575885	93576425	+	0.000	0.000	Merged-chr15-93576121-28
Merged-chr11-5215485-1	chr11	5215387	5215585	+	0.000	0.000	Merged-chr11-5215485-1
Merged-chr10-81244778-11	chr10	81244533	81244940	+	0.000	0.000	Merged-chr10-81244778-11
Merged-chr12-69196498-2	chr12	69196394	69196604	+	0.000	0.000	Merged-chr12-69196498-2
Merged-chr11-106084527-74	chr11	106084166	106084771	+	0.000	0.000	Merged-chr11-106084527-74
Merged-chr10-67184613-1	chr10	67184515	67184713	+	0.000	0.000	Merged-chr10-67184613-1
Merged-chr6-71144085-54	chr6	71143683	71144413	+	0.000	0.000	Merged-chr6-71144085-54
Merged-chr8-70701535-2	chr8	70701437	70701635	+	0.000	0.000	Merged-chr8-70701535-2
Merged-chr9-94955735-38	chr9	94955523	94955979	+	0.000	0.000	Merged-chr9-94955735-38
Merged-chr4-88032476-18	chr4	88032236	88032656	+	0.000	0.000	Merged-chr4-88032476-18
Merged-chr1-192094758-2	chr1	192094636	192094883	+	0.000	0.000	Merged-chr1-192094758-2
Merged-chr14-31433372-8	chr14	31433230	31433491	+	0.000	0.000	Merged-chr14-31433372-8
Merged-chr12-82166286-58	chr12	82166014	82166550	+	0.000	0.000	Merged-chr12-82166286-58
Merged-chr3-37152678-71	chr3	37152249	37152920	+	0.000	0.000	Merged-chr3-37152678-71
Merged-chr15-73423381-101	chr15	73422431	73424048	+	0.000	0.000	Merged-chr15-73423381-101
Merged-chr17-81045626-69	chr17	81045285	81045906	+	0.000	0.000	Merged-chr17-81045626-69
Merged-chr11-88425684-6	chr11	88425506	88425889	+	0.000	0.000	Merged-chr11-88425684-6
Merged-chr16-24154153-12	chr16	24154033	24154280	+	0.000	0.000	Merged-chr16-24154153-12
Merged-chr2-49333555-17	chr2	49333329	49333750	+	0.000	0.000	Merged-chr2-49333555-17
Merged-chr6-6192506-8	chr6	6192277	6192691	+	0.000	0.000	Merged-chr6-6192506-8
Merged-chr6-134364797-47	chr6	134364609	134365001	+	0.000	0.000	Merged-chr6-134364797-47
Merged-chr14-61698789-31	chr14	61698517	61699047	+	0.000	0.000	Merged-chr14-61698789-31
Merged-chr8-84723225-62	chr8	84722748	84723943	+	0.000	0.000	Merged-chr8-84723225-62
Merged-chr11-3196330-84	chr11	3195662	3196898	+	0.000	0.000	Merged-chr11-3196330-84
Merged-chr1-94091974-43	chr1	94091698	94092221	+	0.000	0.000	Merged-chr1-94091974-43
Merged-chr4-11017285-1	chr4	11017187	11017385	+	0.000	0.000	Merged-chr4-11017285-1
Merged-chr1-192778895-23	chr1	192778618	192779181	+	0.000	0.000	Merged-chr1-192778895-23
Merged-chr1-69653671-20	chr1	69653435	69653919	+	0.000	0.000	Merged-chr1-69653671-20
Merged-chr5-28382451-39	chr5	28382248	28382715	+	0.000	0.000	Merged-chr5-28382451-39
Merged-chr4-32062856-11	chr4	32062699	32063096	+	0.000	0.000	Merged-chr4-32062856-11
Merged-chr5-100651654-38	chr5	100651407	100651891	+	0.000	0.000	Merged-chr5-100651654-38
Merged-chr4-34429561-69	chr4	34429318	34429971	+	0.000	0.000	Merged-chr4-34429561-69
Merged-chr11-44546543-17	chr11	44546258	44546809	+	0.000	0.000	Merged-chr11-44546543-17
Merged-chr11-33928932-1	chr11	33928834	33929032	+	0.000	0.000	Merged-chr11-33928932-1
Merged-chr12-103390193-4	chr12	103390053	103390324	+	0.000	0.000	Merged-chr12-103390193-4
Merged-chr12-36512654-1	chr12	36512556	36512754	+	0.000	0.000	Merged-chr12-36512654-1
Merged-chr3-126630748-8	chr3	126630566	126630975	+	0.000	0.000	Merged-chr3-126630748-8
Merged-chr15-53216582-40	chr15	53216247	53216839	+	0.000	0.000	Merged-chr15-53216582-40
Merged-chr10-43339927-12	chr10	43339717	43340181	+	0.000	0.000	Merged-chr10-43339927-12
Merged-chr14-31829964-2	chr14	31829826	31830105	+	0.000	0.000	Merged-chr14-31829964-2
Merged-chr11-54957079-3	chr11	54956978	54957182	+	0.000	0.000	Merged-chr11-54957079-3
Merged-chr17-84145288-1	chr17	84145190	84145388	+	0.000	0.000	Merged-chr17-84145288-1
Merged-chr15-27854226-4	chr15	27854002	27854374	+	0.000	0.000	Merged-chr15-27854226-4
Merged-chr8-70838864-1	chr8	70838766	70838964	+	0.000	0.000	Merged-chr8-70838864-1
Merged-chr2-135760738-1	chr2	135760640	135760838	+	0.000	0.000	Merged-chr2-135760738-1
Merged-chr17-26041270-7	chr17	26041045	26041468	+	0.000	0.000	Merged-chr17-26041270-7
Merged-chr13-109116601-32	chr13	109115943	109117123	+	0.000	0.000	Merged-chr13-109116601-32
Merged-chr12-82326673-11	chr12	82326541	82326821	+	0.000	0.000	Merged-chr12-82326673-11
Merged-chr11-60353018-61	chr11	60352860	60353272	+	0.000	0.000	Merged-chr11-60353018-61
Merged-chr9-40997043-1	chr9	40996945	40997143	+	0.000	0.000	Merged-chr9-40997043-1
Merged-chr9-14089919-1	chr9	14089821	14090019	+	0.000	0.000	Merged-chr9-14089919-1
Merged-chr15-78422686-21	chr15	78422391	78422874	+	0.000	0.000	Merged-chr15-78422686-21
Merged-chr11-88430516-31	chr11	88430294	88430753	+	0.000	0.000	Merged-chr11-88430516-31
Merged-chr2-131992646-6	chr2	131992472	131992857	+	0.000	0.000	Merged-chr2-131992646-6
Merged-chr8-126662975-49	chr8	126662718	126663231	+	0.000	0.000	Merged-chr8-126662975-49
Merged-chr15-82899938-12	chr15	82899717	82900160	+	0.000	0.000	Merged-chr15-82899938-12
Merged-chr4-127095353-15	chr4	127095096	127095527	+	0.000	0.000	Merged-chr4-127095353-15
Merged-chr1-64308786-15	chr1	64308550	64309106	+	0.000	0.000	Merged-chr1-64308786-15
Merged-chr8-8397153-1	chr8	8397055	8397253	+	0.000	0.000	Merged-chr8-8397153-1
Merged-chr1-127318690-2	chr1	127318591	127318791	+	0.000	0.000	Merged-chr1-127318690-2
Merged-chr17-45557940-87	chr17	45557121	45558475	+	0.000	0.000	Merged-chr17-45557940-87
Merged-chr3-95673806-9	chr3	95673596	95673951	+	0.000	0.000	Merged-chr3-95673806-9
Merged-chr13-44819494-25	chr13	44819242	44819680	+	0.000	0.000	Merged-chr13-44819494-25
Merged-chr8-70439592-70	chr8	70439390	70439887	+	0.000	0.000	Merged-chr8-70439592-70
Merged-chr1-192663310-7	chr1	192663109	192663498	+	0.000	0.000	Merged-chr1-192663310-7
Merged-chr9-123275842-1	chr9	123275744	123275942	+	0.000	0.000	Merged-chr9-123275842-1
Merged-chr11-6566620-17	chr11	6566340	6566795	+	0.000	0.000	Merged-chr11-6566620-17
Merged-chr15-59089967-48	chr15	59089712	59090498	+	0.000	0.000	Merged-chr15-59089967-48
Merged-chr11-3187729-22	chr11	3187316	3188009	+	0.000	0.000	Merged-chr11-3187729-22
Merged-chr16-18233668-2	chr16	18233547	18233791	+	0.000	0.000	Merged-chr16-18233668-2
Merged-chr2-27396462-1	chr2	27396364	27396562	+	0.000	0.000	Merged-chr2-27396462-1
Merged-chr5-75444488-1	chr5	75444390	75444588	+	0.000	0.000	Merged-chr5-75444488-1
Merged-chr17-23803738-7	chr17	23803573	23803947	+	0.000	0.000	Merged-chr17-23803738-7
Merged-chr2-135783395-4	chr2	135783129	135783602	+	0.000	0.000	Merged-chr2-135783395-4
Merged-chr11-97994878-44	chr11	97994689	97995192	+	0.000	0.000	Merged-chr11-97994878-44
Merged-chr16-3847184-51	chr16	3846975	3847492	+	0.000	0.000	Merged-chr16-3847184-51
Merged-chr16-76365946-25	chr16	76365705	76366133	+	0.000	0.000	Merged-chr16-76365946-25
Merged-chr9-58256308-4	chr9	58256083	58256502	+	0.000	0.000	Merged-chr9-58256308-4
Merged-chr10-76237890-83	chr10	76237706	76238048	+	0.000	0.000	Merged-chr10-76237890-83
Merged-chr19-5425524-2	chr19	5425367	5425683	+	0.000	0.000	Merged-chr19-5425524-2
Merged-chr2-75683146-50	chr2	75682933	75683370	+	0.000	0.000	Merged-chr2-75683146-50
Merged-chr4-31964071-76	chr4	31963716	31964288	+	0.000	0.000	Merged-chr4-31964071-76
Merged-chr5-65904671-7	chr5	65904527	65904812	+	0.000	0.000	Merged-chr5-65904671-7
Merged-chr10-19962974-43	chr10	19962722	19963225	+	0.000	0.000	Merged-chr10-19962974-43
Merged-chr11-4266800-18	chr11	4266341	4267233	+	0.000	0.000	Merged-chr11-4266800-18
Merged-chr7-80833189-13	chr7	80833024	80833443	+	0.000	0.000	Merged-chr7-80833189-13
Merged-chr4-53931637-39	chr4	53931289	53931990	+	0.000	0.000	Merged-chr4-53931637-39
Merged-chr12-17690867-88	chr12	17690441	17691616	+	0.000	0.000	Merged-chr12-17690867-88
Merged-chr7-64076479-1	chr7	64076381	64076579	+	0.000	0.000	Merged-chr7-64076479-1
Merged-chr7-128688304-46	chr7	128688100	128688649	+	0.000	0.000	Merged-chr7-128688304-46
Merged-chr11-117963575-48	chr11	117963373	117963967	+	0.000	0.000	Merged-chr11-117963575-48
Merged-chr12-8428375-3	chr12	8428233	8428514	+	0.000	0.000	Merged-chr12-8428375-3
Merged-chr10-72655035-100	chr10	72654793	72655315	+	0.000	0.000	Merged-chr10-72655035-100
Merged-chr11-52309619-10	chr11	52309470	52309799	+	0.000	0.000	Merged-chr11-52309619-10
Merged-chr18-24181023-3	chr18	24180911	24181140	+	0.000	0.000	Merged-chr18-24181023-3
Merged-chr1-193170086-7	chr1	193169928	193170264	+	0.000	0.000	Merged-chr1-193170086-7
Merged-chr15-53157363-59	chr15	53157120	53157641	+	0.000	0.000	Merged-chr15-53157363-59
Merged-chr10-60376378-2	chr10	60376272	60376486	+	0.000	0.000	Merged-chr10-60376378-2
Merged-chr17-51182514-4	chr17	51182384	51182644	+	0.000	0.000	Merged-chr17-51182514-4
Merged-chr6-94665476-13	chr6	94665256	94665740	+	0.000	0.000	Merged-chr6-94665476-13
Merged-chr5-123076562-62	chr5	123076143	123077263	+	0.000	0.000	Merged-chr5-123076562-62
Merged-chr12-4133297-57	chr12	4133046	4133573	+	0.000	0.000	Merged-chr12-4133297-57
Merged-chr11-3134311-2	chr11	3134213	3134411	+	0.000	0.000	Merged-chr11-3134311-2
Merged-chr14-61650757-1	chr14	61650659	61650857	+	0.000	0.000	Merged-chr14-61650757-1
Merged-chr4-88030930-1	chr4	88030832	88031030	+	0.000	0.000	Merged-chr4-88030930-1
Merged-chr2-135798234-25	chr2	135797978	135798485	+	0.000	0.000	Merged-chr2-135798234-25
Merged-chr11-3345059-26	chr11	3344841	3345311	+	0.000	0.000	Merged-chr11-3345059-26
Merged-chr1-106636600-1	chr1	106636502	106636700	+	0.000	0.000	Merged-chr1-106636600-1
Merged-chr14-60783398-4	chr14	60783261	60783532	+	0.000	0.000	Merged-chr14-60783398-4
Merged-chr4-136144732-18	chr4	136144544	136144921	+	0.000	0.000	Merged-chr4-136144732-18
Merged-chr13-28513394-1	chr13	28513296	28513494	+	0.000	0.000	Merged-chr13-28513394-1
Merged-chr18-55467200-17	chr18	55466846	55467795	+	0.000	0.000	Merged-chr18-55467200-17
Merged-chr16-11501282-30	chr16	11501016	11501476	+	0.000	0.000	Merged-chr16-11501282-30
Merged-chr7-78912573-40	chr7	78912339	78912807	+	0.000	0.000	Merged-chr7-78912573-40
Merged-chr11-4418419-5	chr11	4418302	4418545	+	0.000	0.000	Merged-chr11-4418419-5
Merged-chr3-8971852-23	chr3	8971656	8972053	+	0.000	0.000	Merged-chr3-8971852-23
Merged-chr5-65857040-8	chr5	65856650	65857391	+	0.000	0.000	Merged-chr5-65857040-8
Merged-chr1-16781390-11	chr1	16781179	16781538	+	0.000	0.000	Merged-chr1-16781390-11
Merged-chr9-55946922-11	chr9	55946679	55947109	+	0.000	0.000	Merged-chr9-55946922-11
Merged-chr19-40762334-20	chr19	40762074	40762561	+	0.000	0.000	Merged-chr19-40762334-20
Merged-chr6-142538751-30	chr6	142538440	142539024	+	0.000	0.000	Merged-chr6-142538751-30
Merged-chr6-121272426-71	chr6	121272192	121272672	+	0.000	0.000	Merged-chr6-121272426-71
Merged-chr12-51886578-29	chr12	51886387	51886803	+	0.000	0.000	Merged-chr12-51886578-29
