#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-Bcl6KO_Th1_vs_Naive.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Bcl6KO_Th1_vs_Naive.dn.bed
Merged-chr1-73929803-1	chr1	73929705	73929903	+	0.000	0.000	Merged-chr1-73929803-1
Merged-chr6-134277112-6	chr6	134276977	134277256	+	0.000	0.000	Merged-chr6-134277112-6
Merged-chr10-78009584-75	chr10	78009386	78009854	+	0.000	0.000	Merged-chr10-78009584-75
Merged-chr11-113510503-8	chr11	113510354	113510675	+	0.000	0.000	Merged-chr11-113510503-8
Merged-chr1-92235812-8	chr1	92235635	92235981	+	0.000	0.000	Merged-chr1-92235812-8
Merged-chr12-52796893-1	chr12	52796795	52796993	+	0.000	0.000	Merged-chr12-52796893-1
Merged-chr3-121964400-1	chr3	121964302	121964500	+	0.000	0.000	Merged-chr3-121964400-1
Merged-chr8-34798144-28	chr8	34797730	34798559	+	0.000	0.000	Merged-chr8-34798144-28
Merged-chr1-164458330-95	chr1	164458029	164458572	+	0.000	0.000	Merged-chr1-164458330-95
Merged-chr18-79258074-1	chr18	79257976	79258174	+	0.000	0.000	Merged-chr18-79258074-1
Merged-chr7-67951675-118	chr7	67951316	67952122	+	0.000	0.000	Merged-chr7-67951675-118
Merged-chr1-136018899-6	chr1	136018582	136019146	+	0.000	0.000	Merged-chr1-136018899-6
Merged-chr2-24975554-132	chr2	24975334	24976111	+	0.000	0.000	Merged-chr2-24975554-132
Merged-chr2-163164784-61	chr2	163164520	163165146	+	0.000	0.000	Merged-chr2-163164784-61
Merged-chr14-61770762-4	chr14	61770519	61770952	+	0.000	0.000	Merged-chr14-61770762-4
Merged-chr7-128359898-15	chr7	128359480	128360099	+	0.000	0.000	Merged-chr7-128359898-15
Merged-chr15-101250646-2	chr15	101250532	101250762	+	0.000	0.000	Merged-chr15-101250646-2
Merged-chr10-99199242-8	chr10	99199032	99199439	+	0.000	0.000	Merged-chr10-99199242-8
Merged-chr6-134791513-14	chr6	134791323	134791700	+	0.000	0.000	Merged-chr6-134791513-14
Merged-chr11-75291084-10	chr11	75290954	75291244	+	0.000	0.000	Merged-chr11-75291084-10
Merged-chr1-36886670-6	chr1	36886483	36886907	+	0.000	0.000	Merged-chr1-36886670-6
Merged-chr15-35155762-73	chr15	35155361	35156205	+	0.000	0.000	Merged-chr15-35155762-73
Merged-chr4-106841993-21	chr4	106841761	106842244	+	0.000	0.000	Merged-chr4-106841993-21
Merged-chr11-75429220-23	chr11	75429035	75429422	+	0.000	0.000	Merged-chr11-75429220-23
Merged-chr15-6523022-55	chr15	6522809	6523432	+	0.000	0.000	Merged-chr15-6523022-55
Merged-chr18-55695297-9	chr18	55695117	55695631	+	0.000	0.000	Merged-chr18-55695297-9
Merged-chr7-120823433-31	chr7	120823238	120823687	+	0.000	0.000	Merged-chr7-120823433-31
Merged-chr7-3675086-26	chr7	3674871	3675357	+	0.000	0.000	Merged-chr7-3675086-26
Merged-chr3-88043136-39	chr3	88042890	88043354	+	0.000	0.000	Merged-chr3-88043136-39
Merged-chr13-92610042-8	chr13	92609758	92610230	+	0.000	0.000	Merged-chr13-92610042-8
Merged-chr9-82855935-1	chr9	82855837	82856035	+	0.000	0.000	Merged-chr9-82855935-1
Merged-chr18-55692856-31	chr18	55692342	55693260	+	0.000	0.000	Merged-chr18-55692856-31
Merged-chr10-68277092-118	chr10	68276494	68277413	+	0.000	0.000	Merged-chr10-68277092-118
Merged-chr3-131169425-15	chr3	131169229	131169603	+	0.000	0.000	Merged-chr3-131169425-15
Merged-chr8-81881786-34	chr8	81881560	81882043	+	0.000	0.000	Merged-chr8-81881786-34
Merged-chr17-74770287-1	chr17	74770189	74770387	+	0.000	0.000	Merged-chr17-74770287-1
Merged-chr14-7913506-1	chr14	7913408	7913606	+	0.000	0.000	Merged-chr14-7913506-1
Merged-chr5-118047338-31	chr5	118047123	118047612	+	0.000	0.000	Merged-chr5-118047338-31
Merged-chr11-75926776-30	chr11	75926541	75927094	+	0.000	0.000	Merged-chr11-75926776-30
Merged-chr16-44965339-61	chr16	44964831	44965825	+	0.000	0.000	Merged-chr16-44965339-61
Merged-chr12-98800600-14	chr12	98800437	98800809	+	0.000	0.000	Merged-chr12-98800600-14
Merged-chr16-20692742-1	chr16	20692644	20692842	+	0.000	0.000	Merged-chr16-20692742-1
Merged-chr17-29951291-2	chr17	29951178	29951406	+	0.000	0.000	Merged-chr17-29951291-2
Merged-chr13-41605908-93	chr13	41605388	41606153	+	0.000	0.000	Merged-chr13-41605908-93
Merged-chr5-122650291-8	chr5	122650148	122650448	+	0.000	0.000	Merged-chr5-122650291-8
Merged-chr15-27725053-111	chr15	27724183	27725693	+	0.000	0.000	Merged-chr15-27725053-111
Merged-chr5-107165825-14	chr5	107165627	107166105	+	0.000	0.000	Merged-chr5-107165825-14
Merged-chr11-19924376-47	chr11	19924135	19924649	+	0.000	0.000	Merged-chr11-19924376-47
Merged-chr10-17796351-83	chr10	17796045	17796763	+	0.000	0.000	Merged-chr10-17796351-83
Merged-chr16-43253230-31	chr16	43252982	43253471	+	0.000	0.000	Merged-chr16-43253230-31
Merged-chr12-82223454-3	chr12	82223338	82223580	+	0.000	0.000	Merged-chr12-82223454-3
Merged-chr6-90651723-1	chr6	90651625	90651823	+	0.000	0.000	Merged-chr6-90651723-1
Merged-chr12-80198800-18	chr12	80198562	80199000	+	0.000	0.000	Merged-chr12-80198800-18
Merged-chr15-93597333-3	chr15	93597144	93597565	+	0.000	0.000	Merged-chr15-93597333-3
Merged-chr11-52310984-10	chr11	52310800	52311186	+	0.000	0.000	Merged-chr11-52310984-10
Merged-chr11-94601423-1	chr11	94601325	94601523	+	0.000	0.000	Merged-chr11-94601423-1
Merged-chr15-27783998-63	chr15	27783737	27784223	+	0.000	0.000	Merged-chr15-27783998-63
Merged-chr6-145179538-1	chr6	145179440	145179638	+	0.000	0.000	Merged-chr6-145179538-1
Merged-chr10-19965136-5	chr10	19964945	19965292	+	0.000	0.000	Merged-chr10-19965136-5
Merged-chr17-26095399-13	chr17	26095158	26095585	+	0.000	0.000	Merged-chr17-26095399-13
Merged-chr6-6180678-1	chr6	6180580	6180778	+	0.000	0.000	Merged-chr6-6180678-1
Merged-chr8-84800240-35	chr8	84799832	84800726	+	0.000	0.000	Merged-chr8-84800240-35
Merged-chr16-20426182-88	chr16	20425925	20426369	+	0.000	0.000	Merged-chr16-20426182-88
Merged-chr3-84262916-2	chr3	84262797	84263037	+	0.000	0.000	Merged-chr3-84262916-2
Merged-chr8-46471112-117	chr8	46470878	46471360	+	0.000	0.000	Merged-chr8-46471112-117
Merged-chr6-128760621-104	chr6	128760412	128761029	+	0.000	0.000	Merged-chr6-128760621-104
Merged-chr3-52046758-14	chr3	52046616	52046919	+	0.000	0.000	Merged-chr3-52046758-14
Merged-chr11-115660651-9	chr11	115660431	115660818	+	0.000	0.000	Merged-chr11-115660651-9
Merged-chr12-73545958-59	chr12	73545660	73546393	+	0.000	0.000	Merged-chr12-73545958-59
Merged-chr3-97227659-93	chr3	97227367	97227934	+	0.000	0.000	Merged-chr3-97227659-93
Merged-chr11-19972622-7	chr11	19972454	19972817	+	0.000	0.000	Merged-chr11-19972622-7
Merged-chr14-11161016-31	chr14	11160769	11161245	+	0.000	0.000	Merged-chr14-11161016-31
Merged-chr6-94683964-26	chr6	94683736	94684295	+	0.000	0.000	Merged-chr6-94683964-26
Merged-chr7-28382827-73	chr7	28382508	28383320	+	0.000	0.000	Merged-chr7-28382827-73
Merged-chr18-34827772-23	chr18	34827527	34828018	+	0.000	0.000	Merged-chr18-34827772-23
Merged-chr2-32857854-19	chr2	32857670	32858017	+	0.000	0.000	Merged-chr2-32857854-19
Merged-chr16-97534800-1	chr16	97534702	97534900	+	0.000	0.000	Merged-chr16-97534800-1
Merged-chr16-20696066-20	chr16	20695811	20696240	+	0.000	0.000	Merged-chr16-20696066-20
Merged-chr1-112388623-2	chr1	112388460	112388789	+	0.000	0.000	Merged-chr1-112388623-2
Merged-chr16-57403097-41	chr16	57402850	57403314	+	0.000	0.000	Merged-chr16-57403097-41
Merged-chr4-44973676-38	chr4	44973468	44973880	+	0.000	0.000	Merged-chr4-44973676-38
Merged-chr11-113787671-26	chr11	113787453	113787902	+	0.000	0.000	Merged-chr11-113787671-26
Merged-chr14-10288473-1	chr14	10288375	10288573	+	0.000	0.000	Merged-chr14-10288473-1
Merged-chr5-107177683-65	chr5	107177288	107178073	+	0.000	0.000	Merged-chr5-107177683-65
Merged-chr13-44811408-63	chr13	44810931	44812021	+	0.000	0.000	Merged-chr13-44811408-63
Merged-chr3-121967857-57	chr3	121967604	121968225	+	0.000	0.000	Merged-chr3-121967857-57
Merged-chr16-89837217-58	chr16	89836967	89837583	+	0.000	0.000	Merged-chr16-89837217-58
Merged-chr10-7833718-1	chr10	7833620	7833818	+	0.000	0.000	Merged-chr10-7833718-1
Merged-chr9-86090362-1	chr9	86090264	86090462	+	0.000	0.000	Merged-chr9-86090362-1
Merged-chr16-97461726-1	chr16	97461628	97461826	+	0.000	0.000	Merged-chr16-97461726-1
Merged-chr3-97297834-52	chr3	97297110	97298344	+	0.000	0.000	Merged-chr3-97297834-52
Merged-chr9-103146850-8	chr9	103146653	103147022	+	0.000	0.000	Merged-chr9-103146850-8
Merged-chr2-135823878-14	chr2	135823661	135824245	+	0.000	0.000	Merged-chr2-135823878-14
Merged-chr10-96466990-21	chr10	96466823	96467176	+	0.000	0.000	Merged-chr10-96466990-21
Merged-chr15-27859516-5	chr15	27859263	27859753	+	0.000	0.000	Merged-chr15-27859516-5
Merged-chr13-43833161-18	chr13	43832817	43833414	+	0.000	0.000	Merged-chr13-43833161-18
Merged-chr15-100539645-5	chr15	100539498	100539777	+	0.000	0.000	Merged-chr15-100539645-5
Merged-chr11-22285871-3	chr11	22285672	22286026	+	0.000	0.000	Merged-chr11-22285871-3
Merged-chr7-4431679-3	chr7	4431571	4431794	+	0.000	0.000	Merged-chr7-4431679-3
Merged-chr13-94976470-58	chr13	94976235	94976841	+	0.000	0.000	Merged-chr13-94976470-58
Merged-chr13-104287389-4	chr13	104287291	104287489	+	0.000	0.000	Merged-chr13-104287389-4
Merged-chr8-81572647-16	chr8	81572337	81573017	+	0.000	0.000	Merged-chr8-81572647-16
Merged-chr14-61681246-96	chr14	61680766	61681518	+	0.000	0.000	Merged-chr14-61681246-96
Merged-chr14-61891617-1	chr14	61891519	61891717	+	0.000	0.000	Merged-chr14-61891617-1
Merged-chr14-61971047-1	chr14	61970949	61971147	+	0.000	0.000	Merged-chr14-61971047-1
Merged-chr6-125241695-39	chr6	125241457	125241875	+	0.000	0.000	Merged-chr6-125241695-39
Merged-chr2-49620513-4	chr2	49620285	49620685	+	0.000	0.000	Merged-chr2-49620513-4
Merged-chr15-36446402-2	chr15	36446287	36446519	+	0.000	0.000	Merged-chr15-36446402-2
Merged-chr18-14784062-1	chr18	14783964	14784162	+	0.000	0.000	Merged-chr18-14784062-1
Merged-chr2-135748609-5	chr2	135748341	135748931	+	0.000	0.000	Merged-chr2-135748609-5
Merged-chr15-36438812-16	chr15	36438502	36439164	+	0.000	0.000	Merged-chr15-36438812-16
Merged-chr11-97022126-56	chr11	97021888	97022395	+	0.000	0.000	Merged-chr11-97022126-56
Merged-chr10-25151436-31	chr10	25151187	25151670	+	0.000	0.000	Merged-chr10-25151436-31
Merged-chr7-6362949-126	chr7	6362773	6363211	+	0.000	0.000	Merged-chr7-6362949-126
Merged-chr3-95995619-1	chr3	95995521	95995719	+	0.000	0.000	Merged-chr3-95995619-1
Merged-chr1-180290672-3	chr1	180290562	180290784	+	0.000	0.000	Merged-chr1-180290672-3
Merged-chr17-81046015-1	chr17	81045917	81046115	+	0.000	0.000	Merged-chr17-81046015-1
Merged-chr12-53803089-1	chr12	53802991	53803189	+	0.000	0.000	Merged-chr12-53803089-1
Merged-chr9-98263893-1	chr9	98263795	98263993	+	0.000	0.000	Merged-chr9-98263893-1
Merged-chr4-53826364-82	chr4	53826067	53826579	+	0.000	0.000	Merged-chr4-53826364-82
Merged-chr12-8345102-29	chr12	8344702	8345486	+	0.000	0.000	Merged-chr12-8345102-29
Merged-chr10-67536219-17	chr10	67535935	67536545	+	0.000	0.000	Merged-chr10-67536219-17
Merged-chr15-100683235-12	chr15	100683050	100683403	+	0.000	0.000	Merged-chr15-100683235-12
Merged-chr3-129562247-58	chr3	129561894	129562694	+	0.000	0.000	Merged-chr3-129562247-58
Merged-chr1-119487134-21	chr1	119486786	119487455	+	0.000	0.000	Merged-chr1-119487134-21
Merged-chr9-57433714-40	chr9	57433434	57433970	+	0.000	0.000	Merged-chr9-57433714-40
Merged-chr8-84737825-38	chr8	84737621	84738030	+	0.000	0.000	Merged-chr8-84737825-38
Merged-chr10-14097983-8	chr10	14097847	14098111	+	0.000	0.000	Merged-chr10-14097983-8
Merged-chr9-21853979-18	chr9	21853486	21854349	+	0.000	0.000	Merged-chr9-21853979-18
Merged-chr1-36922253-4	chr1	36922134	36922375	+	0.000	0.000	Merged-chr1-36922253-4
Merged-chr19-10959747-11	chr19	10959566	10959925	+	0.000	0.000	Merged-chr19-10959747-11
Merged-chr12-24564799-1	chr12	24564701	24564899	+	0.000	0.000	Merged-chr12-24564799-1
Merged-chr5-134314919-35	chr5	134314621	134315199	+	0.000	0.000	Merged-chr5-134314919-35
Merged-chr15-57693292-2	chr15	57693175	57693411	+	0.000	0.000	Merged-chr15-57693292-2
Merged-chr7-4948937-4	chr7	4948790	4949074	+	0.000	0.000	Merged-chr7-4948937-4
Merged-chr15-86182762-17	chr15	86182532	86183008	+	0.000	0.000	Merged-chr15-86182762-17
Merged-chr19-34253946-1	chr19	34253848	34254046	+	0.000	0.000	Merged-chr19-34253946-1
Merged-chr2-117441143-41	chr2	117440957	117441485	+	0.000	0.000	Merged-chr2-117441143-41
Merged-chr8-70776987-79	chr8	70776706	70777182	+	0.000	0.000	Merged-chr8-70776987-79
Merged-chr7-51862036-76	chr7	51861813	51862250	+	0.000	0.000	Merged-chr7-51862036-76
Merged-chr2-19734692-8	chr2	19734422	19735087	+	0.000	0.000	Merged-chr2-19734692-8
Merged-chr5-35729116-40	chr5	35728657	35729382	+	0.000	0.000	Merged-chr5-35729116-40
Merged-chr6-41554402-95	chr6	41554052	41554820	+	0.000	0.000	Merged-chr6-41554402-95
Merged-chr8-61224285-72	chr8	61223937	61224540	+	0.000	0.000	Merged-chr8-61224285-72
Merged-chr10-4341594-18	chr10	4341403	4341833	+	0.000	0.000	Merged-chr10-4341594-18
Merged-chr16-97324984-1	chr16	97324886	97325084	+	0.000	0.000	Merged-chr16-97324984-1
Merged-chrX-12167211-1	chrX	12167113	12167311	+	0.000	0.000	Merged-chrX-12167211-1
Merged-chr17-74753393-19	chr17	74753066	74753658	+	0.000	0.000	Merged-chr17-74753393-19
Merged-chr15-93576121-28	chr15	93575885	93576425	+	0.000	0.000	Merged-chr15-93576121-28
Merged-chr1-193146532-29	chr1	193146128	193146860	+	0.000	0.000	Merged-chr1-193146532-29
Merged-chr7-4948568-26	chr7	4948357	4948764	+	0.000	0.000	Merged-chr7-4948568-26
Merged-chr11-5215485-1	chr11	5215387	5215585	+	0.000	0.000	Merged-chr11-5215485-1
Merged-chr10-81244778-11	chr10	81244533	81244940	+	0.000	0.000	Merged-chr10-81244778-11
Merged-chr15-76542464-2	chr15	76542323	76542608	+	0.000	0.000	Merged-chr15-76542464-2
Merged-chr3-121105161-35	chr3	121104933	121105408	+	0.000	0.000	Merged-chr3-121105161-35
Merged-chr6-71144085-54	chr6	71143683	71144413	+	0.000	0.000	Merged-chr6-71144085-54
Merged-chr8-70701535-2	chr8	70701437	70701635	+	0.000	0.000	Merged-chr8-70701535-2
Merged-chrX-99136067-62	chrX	99135589	99136485	+	0.000	0.000	Merged-chrX-99136067-62
Merged-chr15-73006650-8	chr15	73006469	73006836	+	0.000	0.000	Merged-chr15-73006650-8
Merged-chr12-82166286-58	chr12	82166014	82166550	+	0.000	0.000	Merged-chr12-82166286-58
Merged-chr15-73423381-101	chr15	73422431	73424048	+	0.000	0.000	Merged-chr15-73423381-101
Merged-chr17-81045626-69	chr17	81045285	81045906	+	0.000	0.000	Merged-chr17-81045626-69
Merged-chr11-88425684-6	chr11	88425506	88425889	+	0.000	0.000	Merged-chr11-88425684-6
Merged-chr10-82623091-104	chr10	82622792	82623328	+	0.000	0.000	Merged-chr10-82623091-104
Merged-chr6-6192506-8	chr6	6192277	6192691	+	0.000	0.000	Merged-chr6-6192506-8
Merged-chr6-134367806-2	chr6	134367611	134368003	+	0.000	0.000	Merged-chr6-134367806-2
Merged-chr6-134364797-47	chr6	134364609	134365001	+	0.000	0.000	Merged-chr6-134364797-47
Merged-chr9-14381621-1	chr9	14381523	14381721	+	0.000	0.000	Merged-chr9-14381621-1
Merged-chr14-61698789-31	chr14	61698517	61699047	+	0.000	0.000	Merged-chr14-61698789-31
Merged-chr8-84723225-62	chr8	84722748	84723943	+	0.000	0.000	Merged-chr8-84723225-62
Merged-chr1-94091974-43	chr1	94091698	94092221	+	0.000	0.000	Merged-chr1-94091974-43
Merged-chr1-69653671-20	chr1	69653435	69653919	+	0.000	0.000	Merged-chr1-69653671-20
Merged-chr14-14632701-2	chr14	14632595	14632809	+	0.000	0.000	Merged-chr14-14632701-2
Merged-chr12-36512654-1	chr12	36512556	36512754	+	0.000	0.000	Merged-chr12-36512654-1
Merged-chr15-53216582-40	chr15	53216247	53216839	+	0.000	0.000	Merged-chr15-53216582-40
Merged-chr12-17554263-40	chr12	17553846	17554537	+	0.000	0.000	Merged-chr12-17554263-40
Merged-chr7-112157907-1	chr7	112157809	112158007	+	0.000	0.000	Merged-chr7-112157907-1
Merged-chr14-31829964-2	chr14	31829826	31830105	+	0.000	0.000	Merged-chr14-31829964-2
Merged-chr15-27854226-4	chr15	27854002	27854374	+	0.000	0.000	Merged-chr15-27854226-4
Merged-chr2-135760738-1	chr2	135760640	135760838	+	0.000	0.000	Merged-chr2-135760738-1
Merged-chr17-26041270-7	chr17	26041045	26041468	+	0.000	0.000	Merged-chr17-26041270-7
Merged-chr12-82326673-11	chr12	82326541	82326821	+	0.000	0.000	Merged-chr12-82326673-11
Merged-chr11-60353018-61	chr11	60352860	60353272	+	0.000	0.000	Merged-chr11-60353018-61
Merged-chr2-114260586-35	chr2	114260307	114260842	+	0.000	0.000	Merged-chr2-114260586-35
Merged-chr3-138840850-1	chr3	138840752	138840950	+	0.000	0.000	Merged-chr3-138840850-1
Merged-chr11-88430516-31	chr11	88430294	88430753	+	0.000	0.000	Merged-chr11-88430516-31
Merged-chr10-84576561-1	chr10	84576463	84576661	+	0.000	0.000	Merged-chr10-84576561-1
Merged-chr2-131992646-6	chr2	131992472	131992857	+	0.000	0.000	Merged-chr2-131992646-6
Merged-chr10-81233166-54	chr10	81232957	81233381	+	0.000	0.000	Merged-chr10-81233166-54
Merged-chr4-127095353-15	chr4	127095096	127095527	+	0.000	0.000	Merged-chr4-127095353-15
Merged-chr2-163208497-3	chr2	163208344	163208675	+	0.000	0.000	Merged-chr2-163208497-3
Merged-chr5-122274972-25	chr5	122274750	122275175	+	0.000	0.000	Merged-chr5-122274972-25
Merged-chr5-134273002-21	chr5	134272754	134273224	+	0.000	0.000	Merged-chr5-134273002-21
Merged-chr7-116504406-66	chr7	116504121	116504649	+	0.000	0.000	Merged-chr7-116504406-66
Merged-chr17-45557940-87	chr17	45557121	45558475	+	0.000	0.000	Merged-chr17-45557940-87
Merged-chr13-44819494-25	chr13	44819242	44819680	+	0.000	0.000	Merged-chr13-44819494-25
Merged-chr2-139934386-1	chr2	139934288	139934486	+	0.000	0.000	Merged-chr2-139934386-1
Merged-chr8-70439592-70	chr8	70439390	70439887	+	0.000	0.000	Merged-chr8-70439592-70
Merged-chr1-192663310-7	chr1	192663109	192663498	+	0.000	0.000	Merged-chr1-192663310-7
Merged-chr3-116751371-23	chr3	116751124	116751603	+	0.000	0.000	Merged-chr3-116751371-23
Merged-chr9-123275842-1	chr9	123275744	123275942	+	0.000	0.000	Merged-chr9-123275842-1
Merged-chr7-39642053-2	chr7	39641932	39642176	+	0.000	0.000	Merged-chr7-39642053-2
Merged-chr1-60039605-4	chr1	60039430	60039785	+	0.000	0.000	Merged-chr1-60039605-4
Merged-chr2-135783395-4	chr2	135783129	135783602	+	0.000	0.000	Merged-chr2-135783395-4
Merged-chr11-97994878-44	chr11	97994689	97995192	+	0.000	0.000	Merged-chr11-97994878-44
Merged-chr9-119996233-1	chr9	119996135	119996333	+	0.000	0.000	Merged-chr9-119996233-1
Merged-chr6-90782586-39	chr6	90782296	90782820	+	0.000	0.000	Merged-chr6-90782586-39
Merged-chr16-76365946-25	chr16	76365705	76366133	+	0.000	0.000	Merged-chr16-76365946-25
Merged-chr6-99057290-54	chr6	99056994	99057510	+	0.000	0.000	Merged-chr6-99057290-54
Merged-chr10-76237890-83	chr10	76237706	76238048	+	0.000	0.000	Merged-chr10-76237890-83
Merged-chr5-65904671-7	chr5	65904527	65904812	+	0.000	0.000	Merged-chr5-65904671-7
Merged-chr10-19962974-43	chr10	19962722	19963225	+	0.000	0.000	Merged-chr10-19962974-43
Merged-chr4-53931637-39	chr4	53931289	53931990	+	0.000	0.000	Merged-chr4-53931637-39
Merged-chr12-17690867-88	chr12	17690441	17691616	+	0.000	0.000	Merged-chr12-17690867-88
Merged-chr7-64076479-1	chr7	64076381	64076579	+	0.000	0.000	Merged-chr7-64076479-1
Merged-chr12-8428375-3	chr12	8428233	8428514	+	0.000	0.000	Merged-chr12-8428375-3
Merged-chr15-86054318-51	chr15	86053914	86054747	+	0.000	0.000	Merged-chr15-86054318-51
Merged-chr10-72655035-100	chr10	72654793	72655315	+	0.000	0.000	Merged-chr10-72655035-100
Merged-chr11-52309619-10	chr11	52309470	52309799	+	0.000	0.000	Merged-chr11-52309619-10
Merged-chr7-139397739-1	chr7	139397641	139397839	+	0.000	0.000	Merged-chr7-139397739-1
Merged-chr4-33992926-8	chr4	33992754	33993178	+	0.000	0.000	Merged-chr4-33992926-8
Merged-chr8-3221831-1	chr8	3221733	3221931	+	0.000	0.000	Merged-chr8-3221831-1
Merged-chr15-53157363-59	chr15	53157120	53157641	+	0.000	0.000	Merged-chr15-53157363-59
Merged-chr17-51182514-4	chr17	51182384	51182644	+	0.000	0.000	Merged-chr17-51182514-4
Merged-chr6-94665476-13	chr6	94665256	94665740	+	0.000	0.000	Merged-chr6-94665476-13
Merged-chr14-61650757-1	chr14	61650659	61650857	+	0.000	0.000	Merged-chr14-61650757-1
Merged-chr6-99309133-1	chr6	99309035	99309233	+	0.000	0.000	Merged-chr6-99309133-1
Merged-chr2-135798234-25	chr2	135797978	135798485	+	0.000	0.000	Merged-chr2-135798234-25
Merged-chr11-20635703-8	chr11	20635446	20635869	+	0.000	0.000	Merged-chr11-20635703-8
Merged-chr13-112258675-9	chr13	112258537	112258798	+	0.000	0.000	Merged-chr13-112258675-9
Merged-chrX-73192107-18	chrX	73191918	73192265	+	0.000	0.000	Merged-chrX-73192107-18
Merged-chr18-55467200-17	chr18	55466846	55467795	+	0.000	0.000	Merged-chr18-55467200-17
Merged-chr7-78912573-40	chr7	78912339	78912807	+	0.000	0.000	Merged-chr7-78912573-40
Merged-chr3-8971852-23	chr3	8971656	8972053	+	0.000	0.000	Merged-chr3-8971852-23
Merged-chr5-65857040-8	chr5	65856650	65857391	+	0.000	0.000	Merged-chr5-65857040-8
Merged-chr4-95650891-1	chr4	95650793	95650991	+	0.000	0.000	Merged-chr4-95650891-1
Merged-chr6-142525071-35	chr6	142524752	142525333	+	0.000	0.000	Merged-chr6-142525071-35
Merged-chr14-120325542-29	chr14	120324647	120325985	+	0.000	0.000	Merged-chr14-120325542-29
Merged-chr13-43780321-2	chr13	43780160	43780484	+	0.000	0.000	Merged-chr13-43780321-2
Merged-chr12-52794231-1	chr12	52794133	52794331	+	0.000	0.000	Merged-chr12-52794231-1
Merged-chr7-64122484-38	chr7	64122268	64122691	+	0.000	0.000	Merged-chr7-64122484-38
Merged-chr5-36996710-15	chr5	36996513	36996905	+	0.000	0.000	Merged-chr5-36996710-15
Merged-chr12-36315649-2	chr12	36315536	36315765	+	0.000	0.000	Merged-chr12-36315649-2
Merged-chr17-84423173-22	chr17	84422983	84423358	+	0.000	0.000	Merged-chr17-84423173-22
Merged-chr1-75248518-31	chr1	75248267	75248755	+	0.000	0.000	Merged-chr1-75248518-31
