#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_III--ATAC_peaks.bed all.df.numx.c5-Bcl6KO_Th1_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Bcl6KO_Th1_vs_WT_Tfh.dn.bed
Merged-chr15-86016177-43	chr15	86015927	86016407	+	0.000	0.000	Merged-chr15-86016177-43
Merged-chr16-95984628-5	chr16	95984452	95984781	+	0.000	0.000	Merged-chr16-95984628-5
Merged-chr6-125494567-53	chr6	125494355	125494802	+	0.000	0.000	Merged-chr6-125494567-53
Merged-chr3-88488622-1	chr3	88488524	88488722	+	0.000	0.000	Merged-chr3-88488622-1
Merged-chr8-14992911-28	chr8	14992718	14993103	+	0.000	0.000	Merged-chr8-14992911-28
Merged-chr1-20912686-65	chr1	20912448	20912983	+	0.000	0.000	Merged-chr1-20912686-65
Merged-chr18-41752958-32	chr18	41752591	41753297	+	0.000	0.000	Merged-chr18-41752958-32
Merged-chr3-88510082-59	chr3	88509854	88510526	+	0.000	0.000	Merged-chr3-88510082-59
Merged-chr14-122788282-21	chr14	122787870	122788574	+	0.000	0.000	Merged-chr14-122788282-21
Merged-chr8-79209921-60	chr8	79209651	79210292	+	0.000	0.000	Merged-chr8-79209921-60
Merged-chr6-134450954-21	chr6	134450805	134451114	+	0.000	0.000	Merged-chr6-134450954-21
Merged-chr10-117676030-42	chr10	117675611	117676708	+	0.000	0.000	Merged-chr10-117676030-42
Merged-chr2-17703026-82	chr2	17702693	17703485	+	0.000	0.000	Merged-chr2-17703026-82
Merged-chr9-38719749-2	chr9	38719577	38719924	+	0.000	0.000	Merged-chr9-38719749-2
Merged-chr17-78881215-1	chr17	78881117	78881315	+	0.000	0.000	Merged-chr17-78881215-1
Merged-chrX-98265597-2	chrX	98265499	98265697	+	0.000	0.000	Merged-chrX-98265597-2
Merged-chr1-92912268-22	chr1	92911608	92912606	+	0.000	0.000	Merged-chr1-92912268-22
Merged-chr12-69486120-44	chr12	69485906	69486372	+	0.000	0.000	Merged-chr12-69486120-44
Merged-chr10-19117189-32	chr10	19116955	19117383	+	0.000	0.000	Merged-chr10-19117189-32
Merged-chr1-127317688-2	chr1	127317586	127317792	+	0.000	0.000	Merged-chr1-127317688-2
Merged-chr1-189929982-2	chr1	189929859	189930107	+	0.000	0.000	Merged-chr1-189929982-2
Merged-chr4-63939569-55	chr4	63939368	63939833	+	0.000	0.000	Merged-chr4-63939569-55
Merged-chr16-93543852-28	chr16	93543621	93544106	+	0.000	0.000	Merged-chr16-93543852-28
Merged-chr10-80158624-23	chr10	80158426	80158800	+	0.000	0.000	Merged-chr10-80158624-23
Merged-chr15-89149704-89	chr15	89149318	89150070	+	0.000	0.000	Merged-chr15-89149704-89
Merged-chr3-52340638-36	chr3	52340393	52340940	+	0.000	0.000	Merged-chr3-52340638-36
Merged-chr12-105051067-20	chr12	105050821	105051297	+	0.000	0.000	Merged-chr12-105051067-20
Merged-chr7-97217541-1	chr7	97217443	97217641	+	0.000	0.000	Merged-chr7-97217541-1
Merged-chr9-14281792-3	chr9	14281561	14281964	+	0.000	0.000	Merged-chr9-14281792-3
Merged-chr2-68302090-16	chr2	68301931	68302286	+	0.000	0.000	Merged-chr2-68302090-16
Merged-chr2-77264133-1	chr2	77264035	77264233	+	0.000	0.000	Merged-chr2-77264133-1
Merged-chr9-121314166-60	chr9	121313576	121314535	+	0.000	0.000	Merged-chr9-121314166-60
Merged-chr16-24187219-39	chr16	24187026	24187520	+	0.000	0.000	Merged-chr16-24187219-39
Merged-chr1-131279387-112	chr1	131278522	131280214	+	0.000	0.000	Merged-chr1-131279387-112
Merged-chr1-127322582-29	chr1	127322202	127322810	+	0.000	0.000	Merged-chr1-127322582-29
Merged-chr11-86925412-36	chr11	86925148	86925634	+	0.000	0.000	Merged-chr11-86925412-36
Merged-chr9-101080235-5	chr9	101080087	101080392	+	0.000	0.000	Merged-chr9-101080235-5
Merged-chr6-143927692-1	chr6	143927594	143927792	+	0.000	0.000	Merged-chr6-143927692-1
Merged-chr16-91373241-87	chr16	91372639	91373745	+	0.000	0.000	Merged-chr16-91373241-87
Merged-chr14-14347680-9	chr14	14347464	14347877	+	0.000	0.000	Merged-chr14-14347680-9
Merged-chr4-3834215-4	chr4	3834058	3834350	+	0.000	0.000	Merged-chr4-3834215-4
Merged-chr10-81997088-64	chr10	81996826	81997262	+	0.000	0.000	Merged-chr10-81997088-64
Merged-chr18-7931405-2	chr18	7931305	7931508	+	0.000	0.000	Merged-chr18-7931405-2
Merged-chr3-126609403-3	chr3	126609228	126609543	+	0.000	0.000	Merged-chr3-126609403-3
Merged-chr17-7877776-2	chr17	7877678	7877876	+	0.000	0.000	Merged-chr17-7877776-2
Merged-chr2-148706710-30	chr2	148706466	148706926	+	0.000	0.000	Merged-chr2-148706710-30
Merged-chr11-48856488-101	chr11	48855670	48856814	+	0.000	0.000	Merged-chr11-48856488-101
Merged-chr2-13271415-60	chr2	13271169	13271729	+	0.000	0.000	Merged-chr2-13271415-60
Merged-chr6-134005462-15	chr6	134005188	134005716	+	0.000	0.000	Merged-chr6-134005462-15
Merged-chr11-4263034-2	chr11	4262914	4263156	+	0.000	0.000	Merged-chr11-4263034-2
Merged-chr16-93603876-65	chr16	93603633	93604177	+	0.000	0.000	Merged-chr16-93603876-65
Merged-chr10-118787587-44	chr10	118787254	118787774	+	0.000	0.000	Merged-chr10-118787587-44
Merged-chr11-30986977-1	chr11	30986879	30987077	+	0.000	0.000	Merged-chr11-30986977-1
Merged-chr5-86782799-3	chr5	86782613	86782965	+	0.000	0.000	Merged-chr5-86782799-3
Merged-chr11-4247226-50	chr11	4246701	4247660	+	0.000	0.000	Merged-chr11-4247226-50
Merged-chr11-115081120-20	chr11	115080924	115081343	+	0.000	0.000	Merged-chr11-115081120-20
Merged-chr17-22165943-71	chr17	22165547	22166365	+	0.000	0.000	Merged-chr17-22165943-71
Merged-chr8-61461993-2	chr8	61461895	61462093	+	0.000	0.000	Merged-chr8-61461993-2
Merged-chr16-10723312-12	chr16	10723173	10723441	+	0.000	0.000	Merged-chr16-10723312-12
Merged-chr6-144890317-11	chr6	144890069	144890525	+	0.000	0.000	Merged-chr6-144890317-11
Merged-chr9-40469723-18	chr9	40469455	40470038	+	0.000	0.000	Merged-chr9-40469723-18
Merged-chr2-62394815-59	chr2	62394326	62395161	+	0.000	0.000	Merged-chr2-62394815-59
Merged-chr16-94354620-30	chr16	94354430	94354803	+	0.000	0.000	Merged-chr16-94354620-30
Merged-chr11-4459747-11	chr11	4459500	4459953	+	0.000	0.000	Merged-chr11-4459747-11
Merged-chr17-3080549-80	chr17	3080374	3080875	+	0.000	0.000	Merged-chr17-3080549-80
Merged-chr2-164360171-1	chr2	164360073	164360271	+	0.000	0.000	Merged-chr2-164360171-1
Merged-chr7-73518565-13	chr7	73518389	73518736	+	0.000	0.000	Merged-chr7-73518565-13
Merged-chr3-88512663-10	chr3	88512411	88512928	+	0.000	0.000	Merged-chr3-88512663-10
Merged-chr10-94958568-14	chr10	94958391	94958718	+	0.000	0.000	Merged-chr10-94958568-14
Merged-chr7-80025368-9	chr7	80025129	80025649	+	0.000	0.000	Merged-chr7-80025368-9
Merged-chr18-60633642-2	chr18	60633501	60633786	+	0.000	0.000	Merged-chr18-60633642-2
Merged-chr2-16515571-1	chr2	16515473	16515671	+	0.000	0.000	Merged-chr2-16515571-1
Merged-chr6-134120751-43	chr6	134120227	134121022	+	0.000	0.000	Merged-chr6-134120751-43
Merged-chr9-20581482-47	chr9	20581287	20581769	+	0.000	0.000	Merged-chr9-20581482-47
Merged-chr8-88636083-59	chr8	88635824	88636478	+	0.000	0.000	Merged-chr8-88636083-59
Merged-chr18-41921901-1	chr18	41921803	41922001	+	0.000	0.000	Merged-chr18-41921901-1
Merged-chr6-134184108-53	chr6	134183754	134184440	+	0.000	0.000	Merged-chr6-134184108-53
Merged-chr5-86816982-25	chr5	86816771	86817268	+	0.000	0.000	Merged-chr5-86816982-25
Merged-chr1-138448984-1	chr1	138448886	138449084	+	0.000	0.000	Merged-chr1-138448984-1
Merged-chr17-80728115-101	chr17	80727813	80728553	+	0.000	0.000	Merged-chr17-80728115-101
Merged-chr17-73806429-20	chr17	73806209	73806616	+	0.000	0.000	Merged-chr17-73806429-20
Merged-chr8-14985855-83	chr8	14985583	14986102	+	0.000	0.000	Merged-chr8-14985855-83
Merged-chr11-3159670-75	chr11	3159422	3159853	+	0.000	0.000	Merged-chr11-3159670-75
Merged-chr10-30802269-1	chr10	30802171	30802369	+	0.000	0.000	Merged-chr10-30802269-1
Merged-chr1-20926362-24	chr1	20926037	20926805	+	0.000	0.000	Merged-chr1-20926362-24
Merged-chr9-77751200-1	chr9	77751102	77751300	+	0.000	0.000	Merged-chr9-77751200-1
Merged-chr11-4298043-4	chr11	4297912	4298181	+	0.000	0.000	Merged-chr11-4298043-4
Merged-chr9-41951187-75	chr9	41950970	41951421	+	0.000	0.000	Merged-chr9-41951187-75
Merged-chr9-40382294-2	chr9	40382195	40382395	+	0.000	0.000	Merged-chr9-40382294-2
Merged-chr15-59572007-37	chr15	59571819	59572233	+	0.000	0.000	Merged-chr15-59572007-37
Merged-chr2-4567527-13	chr2	4567206	4567782	+	0.000	0.000	Merged-chr2-4567527-13
Merged-chr10-75935964-54	chr10	75935778	75936176	+	0.000	0.000	Merged-chr10-75935964-54
Merged-chr2-10373891-14	chr2	10373676	10374064	+	0.000	0.000	Merged-chr2-10373891-14
Merged-chr10-19240294-18	chr10	19240107	19240505	+	0.000	0.000	Merged-chr10-19240294-18
Merged-chr10-111235215-1	chr10	111235117	111235315	+	0.000	0.000	Merged-chr10-111235215-1
Merged-chr1-82839592-65	chr1	82839400	82839860	+	0.000	0.000	Merged-chr1-82839592-65
Merged-chr3-126825034-19	chr3	126824812	126825260	+	0.000	0.000	Merged-chr3-126825034-19
Merged-chr5-43836904-1	chr5	43836806	43837004	+	0.000	0.000	Merged-chr5-43836904-1
Merged-chr8-122269579-23	chr8	122269401	122269807	+	0.000	0.000	Merged-chr8-122269579-23
Merged-chr13-91486226-31	chr13	91485455	91486672	+	0.000	0.000	Merged-chr13-91486226-31
Merged-chr14-121710333-21	chr14	121710143	121710537	+	0.000	0.000	Merged-chr14-121710333-21
Merged-chr14-118692344-58	chr14	118691866	118692860	+	0.000	0.000	Merged-chr14-118692344-58
Merged-chr1-127409682-14	chr1	127409472	127409855	+	0.000	0.000	Merged-chr1-127409682-14
Merged-chr12-117679056-43	chr12	117678569	117679537	+	0.000	0.000	Merged-chr12-117679056-43
Merged-chr12-68993436-1	chr12	68993338	68993536	+	0.000	0.000	Merged-chr12-68993436-1
Merged-chr7-96883324-23	chr7	96882963	96883685	+	0.000	0.000	Merged-chr7-96883324-23
Merged-chr1-39941675-40	chr1	39941322	39942064	+	0.000	0.000	Merged-chr1-39941675-40
Merged-chr3-126670117-2	chr3	126669952	126670285	+	0.000	0.000	Merged-chr3-126670117-2
Merged-chr15-91675260-1	chr15	91675162	91675360	+	0.000	0.000	Merged-chr15-91675260-1
Merged-chr4-144901724-37	chr4	144901535	144901940	+	0.000	0.000	Merged-chr4-144901724-37
Merged-chr5-86793025-25	chr5	86792710	86793287	+	0.000	0.000	Merged-chr5-86793025-25
Merged-chr9-94955735-38	chr9	94955523	94955979	+	0.000	0.000	Merged-chr9-94955735-38
Merged-chr4-63898483-4	chr4	63898371	63898604	+	0.000	0.000	Merged-chr4-63898483-4
Merged-chr14-31433372-8	chr14	31433230	31433491	+	0.000	0.000	Merged-chr14-31433372-8
Merged-chr13-117390259-3	chr13	117390048	117390416	+	0.000	0.000	Merged-chr13-117390259-3
Merged-chr6-134058621-9	chr6	134058434	134058867	+	0.000	0.000	Merged-chr6-134058621-9
Merged-chr3-37152678-71	chr3	37152249	37152920	+	0.000	0.000	Merged-chr3-37152678-71
Merged-chr6-89421751-50	chr6	89421424	89422180	+	0.000	0.000	Merged-chr6-89421751-50
Merged-chr11-3143823-26	chr11	3143550	3144091	+	0.000	0.000	Merged-chr11-3143823-26
Merged-chr6-67533170-65	chr6	67532868	67533448	+	0.000	0.000	Merged-chr6-67533170-65
Merged-chr11-3196330-84	chr11	3195662	3196898	+	0.000	0.000	Merged-chr11-3196330-84
Merged-chr13-117024590-116	chr13	117024012	117025127	+	0.000	0.000	Merged-chr13-117024590-116
Merged-chr2-130697222-68	chr2	130696700	130697764	+	0.000	0.000	Merged-chr2-130697222-68
Merged-chr5-28382451-39	chr5	28382248	28382715	+	0.000	0.000	Merged-chr5-28382451-39
Merged-chr5-100651654-38	chr5	100651407	100651891	+	0.000	0.000	Merged-chr5-100651654-38
Merged-chr4-34429561-69	chr4	34429318	34429971	+	0.000	0.000	Merged-chr4-34429561-69
Merged-chr10-111234457-79	chr10	111234019	111234952	+	0.000	0.000	Merged-chr10-111234457-79
Merged-chr5-105800092-11	chr5	105799809	105800306	+	0.000	0.000	Merged-chr5-105800092-11
Merged-chr3-126630748-8	chr3	126630566	126630975	+	0.000	0.000	Merged-chr3-126630748-8
Merged-chr8-126536353-14	chr8	126536181	126536508	+	0.000	0.000	Merged-chr8-126536353-14
Merged-chr11-54957079-3	chr11	54956978	54957182	+	0.000	0.000	Merged-chr11-54957079-3
Merged-chr17-84145288-1	chr17	84145190	84145388	+	0.000	0.000	Merged-chr17-84145288-1
Merged-chr1-38723833-22	chr1	38723608	38724036	+	0.000	0.000	Merged-chr1-38723833-22
Merged-chr12-57231320-7	chr12	57231165	57231446	+	0.000	0.000	Merged-chr12-57231320-7
Merged-chr9-40997043-1	chr9	40996945	40997143	+	0.000	0.000	Merged-chr9-40997043-1
Merged-chr9-14089919-1	chr9	14089821	14090019	+	0.000	0.000	Merged-chr9-14089919-1
Merged-chr15-78422686-21	chr15	78422391	78422874	+	0.000	0.000	Merged-chr15-78422686-21
Merged-chr1-106647524-44	chr1	106647252	106647704	+	0.000	0.000	Merged-chr1-106647524-44
Merged-chr8-126662975-49	chr8	126662718	126663231	+	0.000	0.000	Merged-chr8-126662975-49
Merged-chr11-48858131-1	chr11	48858033	48858231	+	0.000	0.000	Merged-chr11-48858131-1
Merged-chr8-128333532-18	chr8	128333157	128333825	+	0.000	0.000	Merged-chr8-128333532-18
Merged-chr13-51847509-6	chr13	51847337	51847823	+	0.000	0.000	Merged-chr13-51847509-6
Merged-chr1-127318690-2	chr1	127318591	127318791	+	0.000	0.000	Merged-chr1-127318690-2
Merged-chr2-68365463-1	chr2	68365365	68365563	+	0.000	0.000	Merged-chr2-68365463-1
Merged-chr13-42108804-1	chr13	42108706	42108904	+	0.000	0.000	Merged-chr13-42108804-1
Merged-chr15-59089967-48	chr15	59089712	59090498	+	0.000	0.000	Merged-chr15-59089967-48
Merged-chr6-143874490-1	chr6	143874392	143874590	+	0.000	0.000	Merged-chr6-143874490-1
Merged-chr5-105685154-46	chr5	105684702	105685524	+	0.000	0.000	Merged-chr5-105685154-46
Merged-chr2-27396462-1	chr2	27396364	27396562	+	0.000	0.000	Merged-chr2-27396462-1
Merged-chr8-122284353-16	chr8	122284152	122284577	+	0.000	0.000	Merged-chr8-122284353-16
Merged-chr8-84601669-24	chr8	84601368	84601853	+	0.000	0.000	Merged-chr8-84601669-24
Merged-chr2-75683146-50	chr2	75682933	75683370	+	0.000	0.000	Merged-chr2-75683146-50
Merged-chr11-4266800-18	chr11	4266341	4267233	+	0.000	0.000	Merged-chr11-4266800-18
Merged-chr12-108645690-1	chr12	108645592	108645790	+	0.000	0.000	Merged-chr12-108645690-1
Merged-chr5-148501527-73	chr5	148501206	148501857	+	0.000	0.000	Merged-chr5-148501527-73
Merged-chr2-160887795-88	chr2	160887468	160888163	+	0.000	0.000	Merged-chr2-160887795-88
Merged-chr4-125116565-9	chr4	125116297	125116894	+	0.000	0.000	Merged-chr4-125116565-9
Merged-chr12-4133297-57	chr12	4133046	4133573	+	0.000	0.000	Merged-chr12-4133297-57
Merged-chr11-3134311-2	chr11	3134213	3134411	+	0.000	0.000	Merged-chr11-3134311-2
Merged-chr6-134565999-9	chr6	134565782	134566208	+	0.000	0.000	Merged-chr6-134565999-9
Merged-chr11-3345059-26	chr11	3344841	3345311	+	0.000	0.000	Merged-chr11-3345059-26
Merged-chr1-106636600-1	chr1	106636502	106636700	+	0.000	0.000	Merged-chr1-106636600-1
Merged-chr9-108578687-51	chr9	108578388	108578963	+	0.000	0.000	Merged-chr9-108578687-51
Merged-chr14-121666787-5	chr14	121666680	121666896	+	0.000	0.000	Merged-chr14-121666787-5
Merged-chr4-136144732-18	chr4	136144544	136144921	+	0.000	0.000	Merged-chr4-136144732-18
Merged-chr6-143954525-20	chr6	143954318	143954726	+	0.000	0.000	Merged-chr6-143954525-20
Merged-chr18-41949316-38	chr18	41949037	41949659	+	0.000	0.000	Merged-chr18-41949316-38
Merged-chr7-80166437-1	chr7	80166339	80166537	+	0.000	0.000	Merged-chr7-80166437-1
Merged-chr16-94235924-1	chr16	94235826	94236024	+	0.000	0.000	Merged-chr16-94235924-1
Merged-chr10-19192519-18	chr10	19192311	19192719	+	0.000	0.000	Merged-chr10-19192519-18
Merged-chr9-55946922-11	chr9	55946679	55947109	+	0.000	0.000	Merged-chr9-55946922-11
Merged-chr19-40762334-20	chr19	40762074	40762561	+	0.000	0.000	Merged-chr19-40762334-20
Merged-chr6-121272426-71	chr6	121272192	121272672	+	0.000	0.000	Merged-chr6-121272426-71
Merged-chr10-118827337-8	chr10	118827200	118827516	+	0.000	0.000	Merged-chr10-118827337-8
Merged-chr5-86804387-70	chr5	86804158	86804704	+	0.000	0.000	Merged-chr5-86804387-70
Merged-chr5-75426957-1	chr5	75426859	75427057	+	0.000	0.000	Merged-chr5-75426957-1
Merged-chr7-19327241-3	chr7	19327063	19327437	+	0.000	0.000	Merged-chr7-19327241-3
Merged-chr9-94696966-6	chr9	94696763	94697180	+	0.000	0.000	Merged-chr9-94696966-6
Merged-chr5-134491981-46	chr5	134491735	134492156	+	0.000	0.000	Merged-chr5-134491981-46
Merged-chr1-173420566-40	chr1	173420334	173420795	+	0.000	0.000	Merged-chr1-173420566-40
Merged-chr5-64918962-32	chr5	64918752	64919289	+	0.000	0.000	Merged-chr5-64918962-32
Merged-chr14-52020005-97	chr14	52019740	52020207	+	0.000	0.000	Merged-chr14-52020005-97
Merged-chr10-117651194-26	chr10	117651004	117651365	+	0.000	0.000	Merged-chr10-117651194-26
Merged-chr14-52004381-49	chr14	52004230	52004550	+	0.000	0.000	Merged-chr14-52004381-49
Merged-chr2-153015323-52	chr2	153015102	153015555	+	0.000	0.000	Merged-chr2-153015323-52
Merged-chr1-127306528-2	chr1	127306428	127306630	+	0.000	0.000	Merged-chr1-127306528-2
Merged-chr1-38632713-8	chr1	38632501	38632908	+	0.000	0.000	Merged-chr1-38632713-8
Merged-chr10-59916836-10	chr10	59916629	59917039	+	0.000	0.000	Merged-chr10-59916836-10
Merged-chr2-3924900-1	chr2	3924802	3925000	+	0.000	0.000	Merged-chr2-3924900-1
Merged-chr11-116368348-10	chr11	116368154	116368591	+	0.000	0.000	Merged-chr11-116368348-10
Merged-chr5-143235302-59	chr5	143234982	143235573	+	0.000	0.000	Merged-chr5-143235302-59
Merged-chr6-144365387-16	chr6	144365128	144365639	+	0.000	0.000	Merged-chr6-144365387-16
Merged-chr16-91541885-7	chr16	91541769	91542027	+	0.000	0.000	Merged-chr16-91541885-7
Merged-chr6-145267725-9	chr6	145267415	145267988	+	0.000	0.000	Merged-chr6-145267725-9
Merged-chr10-94944302-171	chr10	94943772	94945160	+	0.000	0.000	Merged-chr10-94944302-171
Merged-chr18-54061989-12	chr18	54061766	54062186	+	0.000	0.000	Merged-chr18-54061989-12
Merged-chr11-54063198-57	chr11	54062574	54063698	+	0.000	0.000	Merged-chr11-54063198-57
Merged-chr15-25993331-39	chr15	25993020	25993629	+	0.000	0.000	Merged-chr15-25993331-39
Merged-chr3-37128506-19	chr3	37128275	37128698	+	0.000	0.000	Merged-chr3-37128506-19
Merged-chr5-114100331-51	chr5	114100067	114100594	+	0.000	0.000	Merged-chr5-114100331-51
Merged-chr11-109375589-56	chr11	109375330	109375973	+	0.000	0.000	Merged-chr11-109375589-56
Merged-chr4-32164709-123	chr4	32164271	32165176	+	0.000	0.000	Merged-chr4-32164709-123
Merged-chr11-31161575-4	chr11	31161450	31161705	+	0.000	0.000	Merged-chr11-31161575-4
Merged-chr2-181459478-100	chr2	181458715	181460144	+	0.000	0.000	Merged-chr2-181459478-100
Merged-chr9-95113538-34	chr9	95113322	95113827	+	0.000	0.000	Merged-chr9-95113538-34
Merged-chr17-8203608-6	chr17	8203367	8203834	+	0.000	0.000	Merged-chr17-8203608-6
Merged-chr11-3151424-21	chr11	3151204	3151578	+	0.000	0.000	Merged-chr11-3151424-21
Merged-chr10-30656526-1	chr10	30656428	30656626	+	0.000	0.000	Merged-chr10-30656526-1
Merged-chr8-126684157-1	chr8	126684059	126684257	+	0.000	0.000	Merged-chr8-126684157-1
Merged-chr9-40416301-7	chr9	40415969	40416528	+	0.000	0.000	Merged-chr9-40416301-7
Merged-chr2-62408986-36	chr2	62408666	62409296	+	0.000	0.000	Merged-chr2-62408986-36
Merged-chr6-121250221-1	chr6	121250123	121250321	+	0.000	0.000	Merged-chr6-121250221-1
Merged-chr11-3128962-6	chr11	3128848	3129087	+	0.000	0.000	Merged-chr11-3128962-6
Merged-chr19-21199898-12	chr19	21199706	21200064	+	0.000	0.000	Merged-chr19-21199898-12
Merged-chr15-100119488-4	chr15	100119343	100119626	+	0.000	0.000	Merged-chr15-100119488-4
Merged-chr10-130342103-20	chr10	130341866	130342278	+	0.000	0.000	Merged-chr10-130342103-20
Merged-chr4-32302786-3	chr4	32302680	32302892	+	0.000	0.000	Merged-chr4-32302786-3
Merged-chr1-106707367-8	chr1	106707224	106707498	+	0.000	0.000	Merged-chr1-106707367-8
Merged-chr4-34550997-127	chr4	34550591	34551287	+	0.000	0.000	Merged-chr4-34550997-127
Merged-chr11-32010331-34	chr11	32009904	32010823	+	0.000	0.000	Merged-chr11-32010331-34
Merged-chr13-117216189-53	chr13	117215936	117216433	+	0.000	0.000	Merged-chr13-117216189-53
Merged-chr11-99168314-5	chr11	99168139	99168500	+	0.000	0.000	Merged-chr11-99168314-5
Merged-chr19-41900876-17	chr19	41900719	41901030	+	0.000	0.000	Merged-chr19-41900876-17
Merged-chr8-125727602-12	chr8	125727399	125727953	+	0.000	0.000	Merged-chr8-125727602-12
Merged-chr16-90334244-28	chr16	90334020	90334485	+	0.000	0.000	Merged-chr16-90334244-28
Merged-chr5-75640762-12	chr5	75640543	75641017	+	0.000	0.000	Merged-chr5-75640762-12
Merged-chr18-41888397-77	chr18	41887950	41888868	+	0.000	0.000	Merged-chr18-41888397-77
Merged-chr1-127345077-51	chr1	127344880	127345346	+	0.000	0.000	Merged-chr1-127345077-51
Merged-chr5-123395394-6	chr5	123395161	123395595	+	0.000	0.000	Merged-chr5-123395394-6
Merged-chr17-7892904-34	chr17	7892722	7893098	+	0.000	0.000	Merged-chr17-7892904-34
Merged-chr13-117242416-107	chr13	117241857	117242719	+	0.000	0.000	Merged-chr13-117242416-107
Merged-chrX-75729990-4	chrX	75729791	75730207	+	0.000	0.000	Merged-chrX-75729990-4
Merged-chr8-61475644-1	chr8	61475546	61475744	+	0.000	0.000	Merged-chr8-61475644-1
Merged-chr17-8244871-10	chr17	8244669	8245072	+	0.000	0.000	Merged-chr17-8244871-10
Merged-chr16-24172185-8	chr16	24172026	24172394	+	0.000	0.000	Merged-chr16-24172185-8
Merged-chr7-79987960-1	chr7	79987862	79988060	+	0.000	0.000	Merged-chr7-79987960-1
Merged-chr11-116413777-2	chr11	116413677	116413879	+	0.000	0.000	Merged-chr11-116413777-2
Merged-chr13-51963945-2	chr13	51963792	51964100	+	0.000	0.000	Merged-chr13-51963945-2
Merged-chr5-105776620-9	chr5	105776436	105776840	+	0.000	0.000	Merged-chr5-105776620-9
Merged-chr6-89393151-1	chr6	89393053	89393251	+	0.000	0.000	Merged-chr6-89393151-1
Merged-chr13-51849013-24	chr13	51848788	51849243	+	0.000	0.000	Merged-chr13-51849013-24
Merged-chr11-3176549-79	chr11	3176214	3176986	+	0.000	0.000	Merged-chr11-3176549-79
Merged-chr4-63901923-4	chr4	63901756	63902136	+	0.000	0.000	Merged-chr4-63901923-4
