#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_up.bed
NR42117--MA0493.1.Klf1	chr3	154628506	154628516	+	0.000	0.000	Merged-chr3-154628476-23
NR53967--MA0742.1.Klf12	chr6	125067855	125067869	-	0.000	0.000	Merged-chr6-125067765-41
NR11724--MA0493.1.Klf1	chr11	98457949	98457959	-	0.000	0.000	Merged-chr11-98457960-97
NR29897--MA0741.1.KLF16	chr18	60625570	60625580	-	0.000	0.000	Merged-chr18-60625535-13
NR21920--MA0742.1.Klf12	chr15	73169065	73169079	-	0.000	0.000	Merged-chr15-73169118-30
NR11974--MA1107.1.KLF9	chr11	102208935	102208947	-	0.000	0.000	Merged-chr11-102208952-14
NR28614--MA0599.1.KLF5	chr17	84116731	84116740	+	0.000	0.000	Merged-chr17-84116630-65
NR62773--MA0493.1.Klf1	chr8	121573581	121573591	+	0.000	0.000	Merged-chr8-121573521-19
NR4024--MA0599.1.KLF5	chr1	183180653	183180662	-	0.000	0.000	Merged-chr1-183180587-56
NR67111--MA0741.1.KLF16	chrX	12977813	12977823	-	0.000	0.000	Merged-chrX-12977868-18
NR31913--MA0741.1.KLF16	chr19	34192671	34192681	+	0.000	0.000	Merged-chr19-34192635-86
NR48673--MA0039.3.KLF4	chr5	97964566	97964576	-	0.000	0.000	Merged-chr5-97964675-19
NR4999--MA0740.1.KLF14	chr10	14066267	14066280	-	0.000	0.000	Merged-chr10-14066140-19
NR49368--MA0657.1.KLF13	chr5	114041781	114041798	-	0.000	0.000	Merged-chr5-114041714-24
NR30730--MA1107.1.KLF9	chr18	80600770	80600782	-	0.000	0.000	Merged-chr18-80600681-25
NR12925--MA0741.1.KLF16	chr11	120990467	120990477	+	0.000	0.000	Merged-chr11-120990355-3
NR17167--MA0599.1.KLF5	chr13	81684978	81684987	-	0.000	0.000	Merged-chr13-81685096-36
NR28900--MA0741.1.KLF16	chr17	88654067	88654077	-	0.000	0.000	Merged-chr17-88654141-3
NR6883--MA1107.1.KLF9	chr10	83336548	83336560	-	0.000	0.000	Merged-chr10-83336542-10
NR3139--MA1107.1.KLF9	chr1	161791977	161791989	-	0.000	0.000	Merged-chr1-161792020-2
NR28707--MA1107.1.KLF9	chr17	85908829	85908841	+	0.000	0.000	Merged-chr17-85908968-35
NR16808--MA0741.1.KLF16	chr13	63189567	63189577	-	0.000	0.000	Merged-chr13-63189715-33
NR29152--MA1107.1.KLF9	chr18	14675768	14675780	+	0.000	0.000	Merged-chr18-14675814-20
NR5472--MA0599.1.KLF5	chr10	43004695	43004704	+	0.000	0.000	Merged-chr10-43004823-13
NR35777--MA0741.1.KLF16	chr2	117418846	117418856	-	0.000	0.000	Merged-chr2-117418760-26
NR3349--MA0039.3.KLF4	chr1	167245577	167245587	+	0.000	0.000	Merged-chr1-167245435-23
NR35808--MA1107.1.KLF9	chr2	118499664	118499676	+	0.000	0.000	Merged-chr2-118499587-16
NR64477--MA0740.1.KLF14	chr9	62412491	62412504	+	0.000	0.000	Merged-chr9-62412387-14
NR59088--MA0741.1.KLF16	chr7	128555753	128555763	-	0.000	0.000	Merged-chr7-128555863-14
NR4269--MA0741.1.KLF16	chr1	187348546	187348556	+	0.000	0.000	Merged-chr1-187348669-52
NR39854--MA1107.1.KLF9	chr3	95523806	95523818	+	0.000	0.000	Merged-chr3-95523820-51
NR31820--MA1107.1.KLF9	chr19	29647966	29647978	+	0.000	0.000	Merged-chr19-29648098-92
NR29229--MA0493.1.Klf1	chr18	24056637	24056647	-	0.000	0.000	Merged-chr18-24056645-8
NR37107--MA0599.1.KLF5	chr2	155402914	155402923	+	0.000	0.000	Merged-chr2-155402993-3
NR66761--MA0741.1.KLF16	chr9	121059618	121059628	-	0.000	0.000	Merged-chr9-121059635-6
NR48503--MA0741.1.KLF16	chr5	92967509	92967519	+	0.000	0.000	Merged-chr5-92967427-8
NR7714--MA0493.1.Klf1	chr10	111031828	111031838	+	0.000	0.000	Merged-chr10-111031729-43
NR51736--MA0740.1.KLF14	chr6	30509821	30509834	-	0.000	0.000	Merged-chr6-30509699-52
NR13272--MA1107.1.KLF9	chr12	21480429	21480441	+	0.000	0.000	Merged-chr12-21480312-60
NR57536--MA0741.1.KLF16	chr7	90473772	90473782	+	0.000	0.000	Merged-chr7-90473655-8
NR37666--MA0493.1.Klf1	chr2	166753901	166753911	+	0.000	0.000	Merged-chr2-166753857-1
NR49199--MA0039.3.KLF4	chr5	112239684	112239694	-	0.000	0.000	Merged-chr5-112239781-12
NR8060--MA1107.1.KLF9	chr10	118470797	118470809	-	0.000	0.000	Merged-chr10-118470709-40
NR2183--MA0039.3.KLF4	chr1	131747197	131747207	+	0.000	0.000	Merged-chr1-131747235-22
NR4369--MA0599.1.KLF5	chr1	189608920	189608929	-	0.000	0.000	Merged-chr1-189608778-45
NR37219--MA0599.1.KLF5	chr2	157447413	157447422	+	0.000	0.000	Merged-chr2-157447566-79
NR24080--MA0599.1.KLF5	chr16	24517832	24517841	-	0.000	0.000	Merged-chr16-24517976-11
NR31655--MA0741.1.KLF16	chr19	21785256	21785266	+	0.000	0.000	Merged-chr19-21785424-37
NR13126--MA0741.1.KLF16	chr12	8829810	8829820	-	0.000	0.000	Merged-chr12-8829730-25
NR33311--MA0493.1.Klf1	chr2	24745534	24745544	+	0.000	0.000	Merged-chr2-24745465-17
NR41743--MA1107.1.KLF9	chr3	148419632	148419644	-	0.000	0.000	Merged-chr3-148419698-33
NR61678--MA0039.3.KLF4	chr8	86485067	86485077	+	0.000	0.000	Merged-chr8-86484982-16
NR61008--MA0741.1.KLF16	chr8	70506464	70506474	+	0.000	0.000	Merged-chr8-70506542-51
NR33587--MA0741.1.KLF16	chr2	29102772	29102782	-	0.000	0.000	Merged-chr2-29102866-17
NR11867--MA1107.1.KLF9	chr11	100771125	100771137	-	0.000	0.000	Merged-chr11-100770914-54
NR5661--MA0741.1.KLF16	chr10	59897801	59897811	-	0.000	0.000	Merged-chr10-59897691-5
NR55489--MA0741.1.KLF16	chr7	16906246	16906256	-	0.000	0.000	Merged-chr7-16906031-31
NR21339--MA0599.1.KLF5	chr15	31357168	31357177	+	0.000	0.000	Merged-chr15-31357016-32
NR53824--MA0493.1.Klf1	chr6	120199682	120199692	+	0.000	0.000	Merged-chr6-120199707-32
NR30848--MA0599.1.KLF5	chr18	82479863	82479872	+	0.000	0.000	Merged-chr18-82479852-62
NR34974--MA0493.1.Klf1	chr2	79005039	79005049	+	0.000	0.000	Merged-chr2-79004997-23
NR67328--MA0599.1.KLF5	chrX	48147979	48147988	+	0.000	0.000	Merged-chrX-48147927-58
NR5911--MA0599.1.KLF5	chr10	67607753	67607762	-	0.000	0.000	Merged-chr10-67607847-59
NR5313--MA0741.1.KLF16	chr10	40171480	40171490	-	0.000	0.000	Merged-chr10-40171372-15
NR52663--MA0599.1.KLF5	chr6	72841715	72841724	+	0.000	0.000	Merged-chr6-72841906-9
NR13152--MA0493.1.Klf1	chr12	12320904	12320914	-	0.000	0.000	Merged-chr12-12320871-15
NR6428--MA0599.1.KLF5	chr10	79692123	79692132	+	0.000	0.000	Merged-chr10-79692164-17
NR34646--MA0740.1.KLF14	chr2	71275531	71275544	+	0.000	0.000	Merged-chr2-71275399-1
NR37784--MA0741.1.KLF16	chr2	167975554	167975564	-	0.000	0.000	Merged-chr2-167975780-28
NR14326--MA0039.3.KLF4	chr12	85632519	85632529	-	0.000	0.000	Merged-chr12-85632486-20
NR56557--MA0599.1.KLF5	chr7	45338246	45338255	-	0.000	0.000	Merged-chr7-45338434-19
NR6772--MA0493.1.Klf1	chr10	81401814	81401824	-	0.000	0.000	Merged-chr10-81401925-26
NR30726--MA1107.1.KLF9	chr18	80600736	80600748	-	0.000	0.000	Merged-chr18-80600681-25
NR54158--MA0599.1.KLF5	chr6	128796576	128796585	-	0.000	0.000	Merged-chr6-128796510-47
NR34648--MA0599.1.KLF5	chr2	71275532	71275541	+	0.000	0.000	Merged-chr2-71275399-1
NR31723--MA0599.1.KLF5	chr19	25074910	25074919	-	0.000	0.000	Merged-chr19-25074981-6
NR38098--MA0493.1.Klf1	chr2	173377707	173377717	-	0.000	0.000	Merged-chr2-173377859-39
NR19346--MA1107.1.KLF9	chr14	53362231	53362243	-	0.000	0.000	Merged-chr14-53362328-16
NR41026--MA0742.1.Klf12	chr3	131250502	131250516	+	0.000	0.000	Merged-chr3-131250529-24
NR53753--MA0599.1.KLF5	chr6	119199131	119199140	+	0.000	0.000	Merged-chr6-119199024-52
NR52094--MA0493.1.Klf1	chr6	48684498	48684508	-	0.000	0.000	Merged-chr6-48684465-16
NR10605--MA0741.1.KLF16	chr11	72963735	72963745	-	0.000	0.000	Merged-chr11-72963811-9
NR65071--MA1107.1.KLF9	chr9	78074211	78074223	+	0.000	0.000	Merged-chr9-78074095-46
NR9594--MA0493.1.Klf1	chr11	49177975	49177985	-	0.000	0.000	Merged-chr11-49177868-11
NR57441--MA0599.1.KLF5	chr7	84166080	84166089	-	0.000	0.000	Merged-chr7-84166236-11
NR61235--MA0039.3.KLF4	chr8	72329923	72329933	-	0.000	0.000	Merged-chr8-72329940-13
NR21539--MA0039.3.KLF4	chr15	42983298	42983308	+	0.000	0.000	Merged-chr15-42983258-15
NR42411--MA0740.1.KLF14	chr4	11900135	11900148	-	0.000	0.000	Merged-chr4-11900204-55
NR1122--MA0599.1.KLF5	chr1	75213263	75213272	-	0.000	0.000	Merged-chr1-75213327-22
NR13151--MA0039.3.KLF4	chr12	12320902	12320912	-	0.000	0.000	Merged-chr12-12320871-15
NR62688--MA1107.1.KLF9	chr8	120050177	120050189	-	0.000	0.000	Merged-chr8-120050156-23
NR42839--MA0599.1.KLF5	chr4	43558780	43558789	-	0.000	0.000	Merged-chr4-43558871-42
NR64729--MA1107.1.KLF9	chr9	69068527	69068539	-	0.000	0.000	Merged-chr9-69068633-33
NR58498--MA0039.3.KLF4	chr7	118276891	118276901	+	0.000	0.000	Merged-chr7-118276887-4
NR28873--MA1107.1.KLF9	chr17	88479189	88479201	-	0.000	0.000	Merged-chr17-88479234-18
NR48926--MA0599.1.KLF5	chr5	105709891	105709900	-	0.000	0.000	Merged-chr5-105709845-15
NR35705--MA0039.3.KLF4	chr2	114153383	114153393	-	0.000	0.000	Merged-chr2-114153480-37
NR49228--MA0599.1.KLF5	chr5	112311049	112311058	+	0.000	0.000	Merged-chr5-112310969-9
NR62437--MA0657.1.KLF13	chr8	114941877	114941894	+	0.000	0.000	Merged-chr8-114941828-16
NR67364--MA0599.1.KLF5	chrX	48435811	48435820	-	0.000	0.000	Merged-chrX-48435827-14
NR39681--MA0599.1.KLF5	chr3	89960625	89960634	+	0.000	0.000	Merged-chr3-89960726-41
NR24079--MA0742.1.Klf12	chr16	24517828	24517842	-	0.000	0.000	Merged-chr16-24517976-11
NR45240--MA0599.1.KLF5	chr4	133601889	133601898	-	0.000	0.000	Merged-chr4-133601958-40
NR58503--MA1107.1.KLF9	chr7	118499313	118499325	-	0.000	0.000	Merged-chr7-118499270-20
NR46706--MA0741.1.KLF16	chr5	5573936	5573946	-	0.000	0.000	Merged-chr5-5574084-22
NR49204--MA0039.3.KLF4	chr5	112239855	112239865	-	0.000	0.000	Merged-chr5-112239781-12
NR62795--MA0039.3.KLF4	chr8	121995344	121995354	-	0.000	0.000	Merged-chr8-121995236-25
NR28627--MA1107.1.KLF9	chr17	84166531	84166543	+	0.000	0.000	Merged-chr17-84166652-22
NR27381--MA0741.1.KLF16	chr17	44569346	44569356	+	0.000	0.000	Merged-chr17-44569444-63
NR42838--MA0740.1.KLF14	chr4	43558777	43558790	-	0.000	0.000	Merged-chr4-43558871-42
NR53197--MA1107.1.KLF9	chr6	97229307	97229319	-	0.000	0.000	Merged-chr6-97229428-13
NR10552--MA0741.1.KLF16	chr11	70790712	70790722	-	0.000	0.000	Merged-chr11-70790875-54
NR40519--MA0039.3.KLF4	chr3	115758850	115758860	-	0.000	0.000	Merged-chr3-115758930-94
NR39435--MA0599.1.KLF5	chr3	84772130	84772139	-	0.000	0.000	Merged-chr3-84772067-31
NR20057--MA0599.1.KLF5	chr14	75179450	75179459	+	0.000	0.000	Merged-chr14-75179167-116
NR31809--MA0741.1.KLF16	chr19	29422452	29422462	-	0.000	0.000	Merged-chr19-29422492-26
NR8626--MA0599.1.KLF5	chr10	128039286	128039295	+	0.000	0.000	Merged-chr10-128039274-35
NR43014--MA0039.3.KLF4	chr4	47251263	47251273	+	0.000	0.000	Merged-chr4-47251279-48
NR11502--MA0740.1.KLF14	chr11	95367245	95367258	+	0.000	0.000	Merged-chr11-95367219-42
NR13129--MA0657.1.KLF13	chr12	8829881	8829898	-	0.000	0.000	Merged-chr12-8829730-25
NR24173--MA0039.3.KLF4	chr16	31148904	31148914	+	0.000	0.000	Merged-chr16-31149070-8
NR28758--MA0599.1.KLF5	chr17	86760422	86760431	-	0.000	0.000	Merged-chr17-86760300-15
NR66802--MA0493.1.Klf1	chr9	121881085	121881095	-	0.000	0.000	Merged-chr9-121881048-26
NR21115--MA0493.1.Klf1	chr15	10723719	10723729	+	0.000	0.000	Merged-chr15-10723648-41
NR33334--MA0493.1.Klf1	chr2	25148073	25148083	+	0.000	0.000	Merged-chr2-25148103-14
NR20391--MA0039.3.KLF4	chr14	100235724	100235734	+	0.000	0.000	Merged-chr14-100235821-25
NR64478--MA0657.1.KLF13	chr9	62412490	62412507	+	0.000	0.000	Merged-chr9-62412387-14
NR62559--MA0493.1.Klf1	chr8	117278227	117278237	-	0.000	0.000	Merged-chr8-117278352-17
NR49227--MA1107.1.KLF9	chr5	112301909	112301921	+	0.000	0.000	Merged-chr5-112301937-36
NR9895--MA0657.1.KLF13	chr11	55131241	55131258	+	0.000	0.000	Merged-chr11-55131266-10
NR9370--MA0742.1.Klf12	chr11	32580745	32580759	-	0.000	0.000	Merged-chr11-32580688-47
NR39421--MA0493.1.Klf1	chr3	84630937	84630947	-	0.000	0.000	Merged-chr3-84630888-13
NR67363--MA1107.1.KLF9	chrX	48435754	48435766	-	0.000	0.000	Merged-chrX-48435827-14
NR6777--MA0493.1.Klf1	chr10	81401863	81401873	+	0.000	0.000	Merged-chr10-81401925-26
NR61281--MA0493.1.Klf1	chr8	75082634	75082644	-	0.000	0.000	Merged-chr8-75082480-28
NR49580--MA0039.3.KLF4	chr5	118478262	118478272	+	0.000	0.000	Merged-chr5-118478208-82
NR31852--MA0741.1.KLF16	chr19	31337343	31337353	-	0.000	0.000	Merged-chr19-31337298-1
NR58731--MA0039.3.KLF4	chr7	123397693	123397703	+	0.000	0.000	Merged-chr7-123397563-15
NR62774--MA0741.1.KLF16	chr8	121573582	121573592	+	0.000	0.000	Merged-chr8-121573521-19
NR29090--MA1107.1.KLF9	chr18	10182138	10182150	-	0.000	0.000	Merged-chr18-10182266-3
NR37492--MA0493.1.Klf1	chr2	164041216	164041226	+	0.000	0.000	Merged-chr2-164041176-18
NR53451--MA0740.1.KLF14	chr6	108630897	108630910	+	0.000	0.000	Merged-chr6-108631007-44
NR53543--MA0599.1.KLF5	chr6	113675504	113675513	-	0.000	0.000	Merged-chr6-113675410-10
NR34978--MA0039.3.KLF4	chr2	79122755	79122765	+	0.000	0.000	Merged-chr2-79122721-3
NR47965--MA1107.1.KLF9	chr5	72163342	72163354	+	0.000	0.000	Merged-chr5-72163190-22
NR56926--MA0741.1.KLF16	chr7	64043091	64043101	-	0.000	0.000	Merged-chr7-64043125-48
NR15223--MA0740.1.KLF14	chr12	111810005	111810018	+	0.000	0.000	Merged-chr12-111809959-15
NR36175--MA0741.1.KLF16	chr2	128318409	128318419	+	0.000	0.000	Merged-chr2-128318457-15
NR67368--MA0741.1.KLF16	chrX	48435810	48435820	-	0.000	0.000	Merged-chrX-48435827-14
NR58176--MA0039.3.KLF4	chr7	110202892	110202902	+	0.000	0.000	Merged-chr7-110202943-8
NR7062--MA0741.1.KLF16	chr10	86847400	86847410	-	0.000	0.000	Merged-chr10-86847338-12
NR40109--MA0599.1.KLF5	chr3	101588935	101588944	+	0.000	0.000	Merged-chr3-101588946-10
NR39425--MA1107.1.KLF9	chr3	84630935	84630947	-	0.000	0.000	Merged-chr3-84630888-13
NR13166--MA0493.1.Klf1	chr12	13508950	13508960	-	0.000	0.000	Merged-chr12-13508859-14
NR10241--MA0493.1.Klf1	chr11	64116917	64116927	-	0.000	0.000	Merged-chr11-64116814-48
NR41230--MA0599.1.KLF5	chr3	135440448	135440457	-	0.000	0.000	Merged-chr3-135440382-31
NR6903--MA0599.1.KLF5	chr10	83733854	83733863	-	0.000	0.000	Merged-chr10-83733897-13
NR33333--MA0039.3.KLF4	chr2	25148075	25148085	+	0.000	0.000	Merged-chr2-25148103-14
NR23163--MA0741.1.KLF16	chr15	98634982	98634992	-	0.000	0.000	Merged-chr15-98634819-42
NR59145--MA0039.3.KLF4	chr7	130369647	130369657	+	0.000	0.000	Merged-chr7-130369779-7
NR7759--MA1107.1.KLF9	chr10	111635682	111635694	-	0.000	0.000	Merged-chr10-111635766-22
NR28762--MA0493.1.Klf1	chr17	86760417	86760427	-	0.000	0.000	Merged-chr17-86760300-15
NR14125--MA0039.3.KLF4	chr12	79832769	79832779	-	0.000	0.000	Merged-chr12-79832817-8
NR45124--MA0599.1.KLF5	chr4	132771916	132771925	+	0.000	0.000	Merged-chr4-132771976-11
NR54848--MA0599.1.KLF5	chr6	144365486	144365495	-	0.000	0.000	Merged-chr6-144365387-16
NR19840--MA0599.1.KLF5	chr14	67841920	67841929	-	0.000	0.000	Merged-chr14-67841831-15
NR3083--MA0741.1.KLF16	chr1	160307374	160307384	+	0.000	0.000	Merged-chr1-160307254-61
NR26274--MA0599.1.KLF5	chr17	21616619	21616628	+	0.000	0.000	Merged-chr17-21616723-9
NR27690--MA0493.1.Klf1	chr17	50167954	50167964	-	0.000	0.000	Merged-chr17-50167764-6
NR48508--MA0741.1.KLF16	chr5	92967514	92967524	+	0.000	0.000	Merged-chr5-92967427-8
NR15113--MA0493.1.Klf1	chr12	109445243	109445253	+	0.000	0.000	Merged-chr12-109445419-17
NR18470--MA0741.1.KLF16	chr13	120300185	120300195	-	0.000	0.000	Merged-chr13-120300021-103
NR18983--MA0599.1.KLF5	chr14	33099341	33099350	+	0.000	0.000	Merged-chr14-33099452-34
NR682--MA0493.1.Klf1	chr1	52578408	52578418	+	0.000	0.000	Merged-chr1-52578518-39
NR64444--MA0599.1.KLF5	chr9	61681157	61681166	-	0.000	0.000	Merged-chr9-61681164-50
NR37491--MA0039.3.KLF4	chr2	164041241	164041251	-	0.000	0.000	Merged-chr2-164041176-18
NR21938--MA0742.1.Klf12	chr15	73545834	73545848	-	0.000	0.000	Merged-chr15-73545757-11
NR24329--MA0742.1.Klf12	chr16	35984017	35984031	-	0.000	0.000	Merged-chr16-35984000-4
NR48489--MA0741.1.KLF16	chr5	92961723	92961733	+	0.000	0.000	Merged-chr5-92961688-16
NR63353--MA1107.1.KLF9	chr9	14365669	14365681	+	0.000	0.000	Merged-chr9-14365673-24
NR15225--MA0493.1.Klf1	chr12	111810005	111810015	+	0.000	0.000	Merged-chr12-111809959-15
NR12989--MA1107.1.KLF9	chr11	121712900	121712912	+	0.000	0.000	Merged-chr11-121712816-9
NR44920--MA0493.1.Klf1	chr4	129556602	129556612	+	0.000	0.000	Merged-chr4-129556698-9
NR62209--MA0742.1.Klf12	chr8	106794946	106794960	-	0.000	0.000	Merged-chr8-106794988-23
NR55723--MA0599.1.KLF5	chr7	24407363	24407372	-	0.000	0.000	Merged-chr7-24407263-37
NR19365--MA0742.1.Klf12	chr14	53795319	53795333	-	0.000	0.000	Merged-chr14-53795361-42
NR10531--MA0741.1.KLF16	chr11	70669981	70669991	-	0.000	0.000	Merged-chr11-70669977-7
NR51274--MA0599.1.KLF5	chr5	149647679	149647688	+	0.000	0.000	Merged-chr5-149647772-15
NR28581--MA0741.1.KLF16	chr17	83824029	83824039	+	0.000	0.000	Merged-chr17-83824004-16
NR54051--MA0741.1.KLF16	chr6	127151159	127151169	+	0.000	0.000	Merged-chr6-127151154-7
NR26816--MA0599.1.KLF5	chr17	31077832	31077841	-	0.000	0.000	Merged-chr17-31077750-28
NR49375--MA1107.1.KLF9	chr5	114116661	114116673	+	0.000	0.000	Merged-chr5-114116772-8
NR17431--MA1107.1.KLF9	chr13	93990539	93990551	+	0.000	0.000	Merged-chr13-93990352-84
NR19373--MA0039.3.KLF4	chr14	54061510	54061520	+	0.000	0.000	Merged-chr14-54061633-25
NR10272--MA1107.1.KLF9	chr11	66961665	66961677	+	0.000	0.000	Merged-chr11-66961666-9
NR39422--MA0741.1.KLF16	chr3	84630925	84630935	-	0.000	0.000	Merged-chr3-84630888-13
NR42412--MA0657.1.KLF13	chr4	11900132	11900149	-	0.000	0.000	Merged-chr4-11900204-55
NR53573--MA0740.1.KLF14	chr6	114679343	114679356	-	0.000	0.000	Merged-chr6-114679499-19
NR5318--MA0741.1.KLF16	chr10	40171485	40171495	-	0.000	0.000	Merged-chr10-40171372-15
NR5942--MA1107.1.KLF9	chr10	68036574	68036586	-	0.000	0.000	Merged-chr10-68036383-95
NR54160--MA0741.1.KLF16	chr6	128796575	128796585	-	0.000	0.000	Merged-chr6-128796510-47
NR40117--MA1107.1.KLF9	chr3	101588946	101588958	+	0.000	0.000	Merged-chr3-101588946-10
NR58727--MA0039.3.KLF4	chr7	123217647	123217657	-	0.000	0.000	Merged-chr7-123217710-2
NR18755--MA0599.1.KLF5	chr14	21653988	21653997	+	0.000	0.000	Merged-chr14-21654080-31
NR62912--MA0039.3.KLF4	chr8	123341778	123341788	-	0.000	0.000	Merged-chr8-123341706-13
NR22264--MA0599.1.KLF5	chr15	78835209	78835218	-	0.000	0.000	Merged-chr15-78835387-37
NR47416--MA0599.1.KLF5	chr5	35771262	35771271	-	0.000	0.000	Merged-chr5-35771159-16
NR40112--MA0039.3.KLF4	chr3	101588936	101588946	+	0.000	0.000	Merged-chr3-101588946-10
NR1339--MA0741.1.KLF16	chr1	85680448	85680458	+	0.000	0.000	Merged-chr1-85680352-18
NR51264--MA1107.1.KLF9	chr5	149594174	149594186	+	0.000	0.000	Merged-chr5-149594297-11
NR47853--MA0741.1.KLF16	chr5	65914610	65914620	-	0.000	0.000	Merged-chr5-65914511-22
NR21537--MA0742.1.Klf12	chr15	42983296	42983310	+	0.000	0.000	Merged-chr15-42983258-15
NR64480--MA0599.1.KLF5	chr9	62412492	62412501	+	0.000	0.000	Merged-chr9-62412387-14
NR67599--MA0741.1.KLF16	chrX	77640412	77640422	-	0.000	0.000	Merged-chrX-77640531-25
NR65879--MA0599.1.KLF5	chr9	106430936	106430945	+	0.000	0.000	Merged-chr9-106430870-17
NR33034--MA1107.1.KLF9	chr2	7254631	7254643	-	0.000	0.000	Merged-chr2-7254714-17
NR8401--MA0039.3.KLF4	chr10	122726167	122726177	-	0.000	0.000	Merged-chr10-122726100-19
NR65048--MA0741.1.KLF16	chr9	77939192	77939202	+	0.000	0.000	Merged-chr9-77938986-43
NR31660--MA1107.1.KLF9	chr19	21785269	21785281	+	0.000	0.000	Merged-chr19-21785424-37
NR19611--MA1107.1.KLF9	chr14	59553216	59553228	+	0.000	0.000	Merged-chr14-59553394-22
NR38009--MA0741.1.KLF16	chr2	172390703	172390713	-	0.000	0.000	Merged-chr2-172390550-32
NR38264--MA1107.1.KLF9	chr2	178479320	178479332	-	0.000	0.000	Merged-chr2-178479240-1
NR50622--MA1107.1.KLF9	chr5	138473868	138473880	-	0.000	0.000	Merged-chr5-138473735-19
NR59653--MA0599.1.KLF5	chr7	141579225	141579234	-	0.000	0.000	Merged-chr7-141579078-48
NR54444--MA0741.1.KLF16	chr6	137491892	137491902	-	0.000	0.000	Merged-chr6-137492060-50
NR39233--MA1107.1.KLF9	chr3	68784294	68784306	-	0.000	0.000	Merged-chr3-68784168-43
NR31639--MA0741.1.KLF16	chr19	21647341	21647351	-	0.000	0.000	Merged-chr19-21647449-23
NR53758--MA0493.1.Klf1	chr6	119199130	119199140	+	0.000	0.000	Merged-chr6-119199024-52
NR50823--MA0039.3.KLF4	chr5	141062265	141062275	-	0.000	0.000	Merged-chr5-141062369-21
NR31992--MA0493.1.Klf1	chr19	37110671	37110681	+	0.000	0.000	Merged-chr19-37110576-17
NR47420--MA0493.1.Klf1	chr5	35771280	35771290	-	0.000	0.000	Merged-chr5-35771159-16
NR24783--MA1107.1.KLF9	chr16	64800651	64800663	+	0.000	0.000	Merged-chr16-64800516-42
NR61617--MA1107.1.KLF9	chr8	85060107	85060119	+	0.000	0.000	Merged-chr8-85060180-46
NR7352--MA1107.1.KLF9	chr10	94942850	94942862	+	0.000	0.000	Merged-chr10-94942923-6
NR67723--MA0599.1.KLF5	chrX	102061021	102061030	+	0.000	0.000	Merged-chrX-102061073-12
NR66660--MA0599.1.KLF5	chr9	119887699	119887708	+	0.000	0.000	Merged-chr9-119887655-1
NR8751--MA0741.1.KLF16	chr10	128977835	128977845	+	0.000	0.000	Merged-chr10-128977732-30
NR62497--MA0493.1.Klf1	chr8	116526143	116526153	-	0.000	0.000	Merged-chr8-116526092-12
NR33633--MA0741.1.KLF16	chr2	29849205	29849215	-	0.000	0.000	Merged-chr2-29849136-11
NR19378--MA0039.3.KLF4	chr14	54146704	54146714	+	0.000	0.000	Merged-chr14-54146707-32
NR35778--MA1107.1.KLF9	chr2	117418845	117418857	-	0.000	0.000	Merged-chr2-117418760-26
NR53575--MA0599.1.KLF5	chr6	114679346	114679355	-	0.000	0.000	Merged-chr6-114679499-19
NR40293--MA0599.1.KLF5	chr3	105825735	105825744	+	0.000	0.000	Merged-chr3-105825792-34
NR50507--MA0599.1.KLF5	chr5	136953118	136953127	+	0.000	0.000	Merged-chr5-136953170-41
NR40115--MA0741.1.KLF16	chr3	101588947	101588957	+	0.000	0.000	Merged-chr3-101588946-10
NR35988--MA0039.3.KLF4	chr2	122673096	122673106	+	0.000	0.000	Merged-chr2-122673136-39
NR17637--MA0039.3.KLF4	chr13	99431576	99431586	+	0.000	0.000	Merged-chr13-99431578-17
NR34367--MA0599.1.KLF5	chr2	60204357	60204366	+	0.000	0.000	Merged-chr2-60204421-25
NR42100--MA1107.1.KLF9	chr3	154628447	154628459	+	0.000	0.000	Merged-chr3-154628476-23
NR62461--MA0741.1.KLF16	chr8	115726938	115726948	-	0.000	0.000	Merged-chr8-115726918-55
NR18733--MA0741.1.KLF16	chr14	20785364	20785374	+	0.000	0.000	Merged-chr14-20785376-56
NR44924--MA0039.3.KLF4	chr4	129571818	129571828	-	0.000	0.000	Merged-chr4-129571823-22
NR15700--MA0493.1.Klf1	chr13	15982597	15982607	+	0.000	0.000	Merged-chr13-15982553-21
NR54068--MA0039.3.KLF4	chr6	127303009	127303019	+	0.000	0.000	Merged-chr6-127302896-25
NR53462--MA1107.1.KLF9	chr6	108717912	108717924	-	0.000	0.000	Merged-chr6-108717791-30
NR40127--MA0493.1.Klf1	chr3	101748387	101748397	+	0.000	0.000	Merged-chr3-101748481-44
NR48925--MA0740.1.KLF14	chr5	105709888	105709901	-	0.000	0.000	Merged-chr5-105709845-15
NR2252--MA1107.1.KLF9	chr1	133801281	133801293	-	0.000	0.000	Merged-chr1-133801271-79
