#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed
NR18680--MA1107.1.KLF9	chr14	31398261	31398273	-	0.000	0.000	Merged-chr14-31398460-1
NR2219--MA0493.1.Klf1	chr1	136608627	136608637	+	0.000	0.000	Merged-chr1-136608717-56
NR15249--MA0741.1.KLF16	chr12	118461012	118461022	-	0.000	0.000	Merged-chr12-118460851-4
NR1809--MA1107.1.KLF9	chr1	127320105	127320117	-	0.000	0.000	Merged-chr1-127320105-13
NR13569--MA0741.1.KLF16	chr12	71577481	71577491	-	0.000	0.000	Merged-chr12-71577475-38
NR166--MA0599.1.KLF5	chr1	20912783	20912792	-	0.000	0.000	Merged-chr1-20912686-65
NR38714--MA1107.1.KLF9	chr3	85887657	85887669	-	0.000	0.000	Merged-chr3-85887790-94
NR57565--MA0741.1.KLF16	chr7	128058790	128058800	+	0.000	0.000	Merged-chr7-128058863-4
NR54461--MA0599.1.KLF5	chr7	16980428	16980437	+	0.000	0.000	Merged-chr7-16980470-23
NR59408--MA1107.1.KLF9	chr8	61283220	61283232	+	0.000	0.000	Merged-chr8-61283229-50
NR47767--MA0493.1.Klf1	chr5	110343025	110343035	-	0.000	0.000	Merged-chr5-110342964-29
NR44824--MA0741.1.KLF16	chr4	144901711	144901721	+	0.000	0.000	Merged-chr4-144901724-37
NR52710--MA1107.1.KLF9	chr6	122491815	122491827	+	0.000	0.000	Merged-chr6-122491726-37
NR41979--MA0742.1.Klf12	chr4	43171518	43171532	-	0.000	0.000	Merged-chr4-43171535-31
NR50517--MA1107.1.KLF9	chr6	17901359	17901371	-	0.000	0.000	Merged-chr6-17901265-19
NR36231--MA0599.1.KLF5	chr2	153292589	153292598	+	0.000	0.000	Merged-chr2-153292567-49
NR954--MA0599.1.KLF5	chr1	72870431	72870440	-	0.000	0.000	Merged-chr1-72870469-25
NR58643--MA0741.1.KLF16	chr8	13974782	13974792	+	0.000	0.000	Merged-chr8-13974729-61
NR11275--MA1107.1.KLF9	chr11	99132671	99132683	-	0.000	0.000	Merged-chr11-99132520-18
NR3309--MA0493.1.Klf1	chr1	172000754	172000764	+	0.000	0.000	Merged-chr1-172000780-26
NR12272--MA0599.1.KLF5	chr11	116688047	116688056	-	0.000	0.000	Merged-chr11-116688042-60
NR59083--MA0741.1.KLF16	chr8	40634823	40634833	-	0.000	0.000	Merged-chr8-40634821-50
NR64267--MA0740.1.KLF14	chr9	101251856	101251869	+	0.000	0.000	Merged-chr9-101251656-72
NR44410--MA0741.1.KLF16	chr4	137796391	137796401	+	0.000	0.000	Merged-chr4-137796309-15
NR62587--MA0740.1.KLF14	chr9	47530202	47530215	-	0.000	0.000	Merged-chr9-47530154-53
NR30326--MA0039.3.KLF4	chr18	76892434	76892444	-	0.000	0.000	Merged-chr18-76892539-35
NR50442--MA0599.1.KLF5	chr6	6217149	6217158	+	0.000	0.000	Merged-chr6-6217012-81
NR61765--MA0741.1.KLF16	chr9	13565843	13565853	-	0.000	0.000	Merged-chr9-13565719-20
NR30638--MA0741.1.KLF16	chr18	89626890	89626900	+	0.000	0.000	Merged-chr18-89627032-39
NR55738--MA1107.1.KLF9	chr7	58759356	58759368	+	0.000	0.000	Merged-chr7-58759463-23
NR36682--MA1107.1.KLF9	chr2	163203499	163203511	+	0.000	0.000	Merged-chr2-163203461-118
NR29791--MA0039.3.KLF4	chr18	62125526	62125536	+	0.000	0.000	Merged-chr18-62125570-18
NR13264--MA0741.1.KLF16	chr12	52383032	52383042	+	0.000	0.000	Merged-chr12-52383146-23
NR44398--MA0039.3.KLF4	chr4	137714170	137714180	-	0.000	0.000	Merged-chr4-137714339-14
NR62633--MA1107.1.KLF9	chr9	50512102	50512114	-	0.000	0.000	Merged-chr9-50512107-7
NR39365--MA0740.1.KLF14	chr3	101933738	101933751	-	0.000	0.000	Merged-chr3-101933748-15
NR39034--MA1107.1.KLF9	chr3	94786402	94786414	+	0.000	0.000	Merged-chr3-94786570-53
NR54460--MA1107.1.KLF9	chr7	16980382	16980394	+	0.000	0.000	Merged-chr7-16980470-23
NR11450--MA0742.1.Klf12	chr11	102074472	102074486	+	0.000	0.000	Merged-chr11-102074455-23
NR37321--MA0599.1.KLF5	chr2	172392242	172392251	+	0.000	0.000	Merged-chr2-172392373-19
NR19871--MA0740.1.KLF14	chr14	84443428	84443441	+	0.000	0.000	Merged-chr14-84443299-57
NR37660--MA1107.1.KLF9	chr2	181081016	181081028	-	0.000	0.000	Merged-chr2-181081085-14
NR47471--MA1107.1.KLF9	chr5	100916621	100916633	+	0.000	0.000	Merged-chr5-100916697-39
NR33059--MA1107.1.KLF9	chr2	27289286	27289298	+	0.000	0.000	Merged-chr2-27289230-26
NR62200--MA0599.1.KLF5	chr9	32395066	32395075	-	0.000	0.000	Merged-chr9-32394945-22
NR17326--MA0039.3.KLF4	chr13	99781070	99781080	+	0.000	0.000	Merged-chr13-99781144-21
NR12576--MA0493.1.Klf1	chr11	120581252	120581262	-	0.000	0.000	Merged-chr11-120581105-4
NR66522--MA0039.3.KLF4	chrX	113181119	113181129	-	0.000	0.000	Merged-chrX-113181070-1
NR9682--MA0741.1.KLF16	chr11	62076875	62076885	-	0.000	0.000	Merged-chr11-62077068-25
NR30274--MA0599.1.KLF5	chr18	75322373	75322382	+	0.000	0.000	Merged-chr18-75322404-42
NR52840--MA1107.1.KLF9	chr6	125678723	125678735	-	0.000	0.000	Merged-chr6-125678786-19
NR33731--MA0493.1.Klf1	chr2	46371147	46371157	+	0.000	0.000	Merged-chr2-46371309-56
NR19775--MA0740.1.KLF14	chr14	76700944	76700957	-	0.000	0.000	Merged-chr14-76701003-15
NR30040--MA1107.1.KLF9	chr18	68195223	68195235	-	0.000	0.000	Merged-chr18-68195286-23
NR35038--MA0740.1.KLF14	chr2	117089691	117089704	-	0.000	0.000	Merged-chr2-117089625-28
NR20841--MA0741.1.KLF16	chr15	25269716	25269726	-	0.000	0.000	Merged-chr15-25269773-79
NR11948--MA0599.1.KLF5	chr11	111793139	111793148	-	0.000	0.000	Merged-chr11-111793246-9
NR66707--MA0740.1.KLF14	chrX	145505100	145505113	-	0.000	0.000	Merged-chrX-145505228-74
NR53736--MA0742.1.Klf12	chr6	144329597	144329611	+	0.000	0.000	Merged-chr6-144329601-7
NR36209--MA0599.1.KLF5	chr2	152904422	152904431	-	0.000	0.000	Merged-chr2-152904288-57
NR16131--MA0741.1.KLF16	chr13	51388097	51388107	-	0.000	0.000	Merged-chr13-51388076-1
NR14180--MA0741.1.KLF16	chr12	98628095	98628105	-	0.000	0.000	Merged-chr12-98628210-48
NR24334--MA0657.1.KLF13	chr16	35984015	35984032	-	0.000	0.000	Merged-chr16-35984000-4
NR14722--MA0741.1.KLF16	chr12	109446236	109446246	-	0.000	0.000	Merged-chr12-109446341-43
NR38603--MA0493.1.Klf1	chr3	81835918	81835928	-	0.000	0.000	Merged-chr3-81835793-30
NR1957--MA1107.1.KLF9	chr1	131006362	131006374	+	0.000	0.000	Merged-chr1-131006286-18
NR57703--MA1107.1.KLF9	chr7	130826935	130826947	+	0.000	0.000	Merged-chr7-130826804-1
NR63388--MA0493.1.Klf1	chr9	69467509	69467519	+	0.000	0.000	Merged-chr9-69467550-22
NR19753--MA0493.1.Klf1	chr14	76177400	76177410	+	0.000	0.000	Merged-chr14-76177407-12
NR13277--MA0741.1.KLF16	chr12	52818793	52818803	-	0.000	0.000	Merged-chr12-52818712-31
NR13352--MA1107.1.KLF9	chr12	55393016	55393028	-	0.000	0.000	Merged-chr12-55392987-35
NR52060--MA0741.1.KLF16	chr6	98609322	98609332	+	0.000	0.000	Merged-chr6-98609321-36
NR36419--MA0741.1.KLF16	chr2	156475808	156475818	+	0.000	0.000	Merged-chr2-156475708-39
NR7511--MA0741.1.KLF16	chr10	117660143	117660153	-	0.000	0.000	Merged-chr10-117659981-30
NR56507--MA0599.1.KLF5	chr7	98797415	98797424	-	0.000	0.000	Merged-chr7-98797577-28
NR37451--MA0599.1.KLF5	chr2	174556036	174556045	-	0.000	0.000	Merged-chr2-174555978-36
NR55254--MA0742.1.Klf12	chr7	37490864	37490878	+	0.000	0.000	Merged-chr7-37490614-68
NR3675--MA0741.1.KLF16	chr1	180548104	180548114	-	0.000	0.000	Merged-chr1-180548194-33
NR66697--MA0657.1.KLF13	chrX	142384518	142384535	+	0.000	0.000	Merged-chrX-142384466-2
NR12280--MA1107.1.KLF9	chr11	116688051	116688063	-	0.000	0.000	Merged-chr11-116688042-60
NR13698--MA0599.1.KLF5	chr12	76710144	76710153	-	0.000	0.000	Merged-chr12-76710295-113
NR19874--MA0493.1.Klf1	chr14	84443428	84443438	+	0.000	0.000	Merged-chr14-84443299-57
NR13497--MA0740.1.KLF14	chr12	69853616	69853629	+	0.000	0.000	Merged-chr12-69853558-20
NR44500--MA0740.1.KLF14	chr4	138973617	138973630	-	0.000	0.000	Merged-chr4-138973676-1
NR44409--MA0599.1.KLF5	chr4	137796391	137796400	+	0.000	0.000	Merged-chr4-137796309-15
NR62410--MA0493.1.Klf1	chr9	42238746	42238756	+	0.000	0.000	Merged-chr9-42238939-28
NR20602--MA0741.1.KLF16	chr14	123001573	123001583	+	0.000	0.000	Merged-chr14-123001594-21
NR43676--MA1107.1.KLF9	chr4	128957229	128957241	-	0.000	0.000	Merged-chr4-128957353-26
NR36580--MA0493.1.Klf1	chr2	160471238	160471248	+	0.000	0.000	Merged-chr2-160471164-70
NR47209--MA0740.1.KLF14	chr5	92128734	92128747	+	0.000	0.000	Merged-chr5-92128744-12
NR52612--MA1107.1.KLF9	chr6	119749281	119749293	+	0.000	0.000	Merged-chr6-119749325-22
NR63191--MA0493.1.Klf1	chr9	65003981	65003991	+	0.000	0.000	Merged-chr9-65004115-12
NR14662--MA0493.1.Klf1	chr12	108453563	108453573	+	0.000	0.000	Merged-chr12-108453818-55
NR25250--MA0599.1.KLF5	chr16	93574643	93574652	-	0.000	0.000	Merged-chr16-93574695-56
NR1899--MA0741.1.KLF16	chr1	128618084	128618094	+	0.000	0.000	Merged-chr1-128617938-22
NR8387--MA0742.1.Klf12	chr11	4247199	4247213	-	0.000	0.000	Merged-chr11-4247226-50
NR36114--MA0741.1.KLF16	chr2	150910400	150910410	+	0.000	0.000	Merged-chr2-150910563-2
NR62638--MA1107.1.KLF9	chr9	50512112	50512124	-	0.000	0.000	Merged-chr9-50512107-7
NR45981--MA1107.1.KLF9	chr5	25101120	25101132	+	0.000	0.000	Merged-chr5-25100973-99
NR41263--MA0039.3.KLF4	chr3	154683891	154683901	-	0.000	0.000	Merged-chr3-154683777-15
NR46024--MA0493.1.Klf1	chr5	28269733	28269743	-	0.000	0.000	Merged-chr5-28269924-54
NR50141--MA0741.1.KLF16	chr5	148267067	148267077	-	0.000	0.000	Merged-chr5-148266957-7
NR1612--MA0039.3.KLF4	chr1	106373364	106373374	-	0.000	0.000	Merged-chr1-106373403-9
NR19374--MA0740.1.KLF14	chr14	62878862	62878875	+	0.000	0.000	Merged-chr14-62878901-5
NR45115--MA0740.1.KLF14	chr4	149896410	149896423	-	0.000	0.000	Merged-chr4-149896301-4
NR50683--MA1107.1.KLF9	chr6	30617377	30617389	-	0.000	0.000	Merged-chr6-30617295-15
NR56846--MA0741.1.KLF16	chr7	109741759	109741769	+	0.000	0.000	Merged-chr7-109741680-86
NR25577--MA0599.1.KLF5	chr17	3209727	3209736	+	0.000	0.000	Merged-chr17-3209784-17
NR36503--MA0742.1.Klf12	chr2	158179198	158179212	-	0.000	0.000	Merged-chr2-158179183-18
NR9777--MA0493.1.Klf1	chr11	66961665	66961675	+	0.000	0.000	Merged-chr11-66961666-9
NR32542--MA0039.3.KLF4	chr2	5003274	5003284	+	0.000	0.000	Merged-chr2-5003396-19
NR63890--MA0599.1.KLF5	chr9	87026077	87026086	+	0.000	0.000	Merged-chr9-87025935-38
NR55126--MA0657.1.KLF13	chr7	30717488	30717505	+	0.000	0.000	Merged-chr7-30717543-30
NR46056--MA0599.1.KLF5	chr5	30240774	30240783	-	0.000	0.000	Merged-chr5-30240775-35
NR61678--MA1107.1.KLF9	chr8	128552382	128552394	+	0.000	0.000	Merged-chr8-128552310-6
NR21222--MA0599.1.KLF5	chr15	51730330	51730339	-	0.000	0.000	Merged-chr15-51730224-2
NR15305--MA0599.1.KLF5	chr12	119238287	119238296	-	0.000	0.000	Merged-chr12-119238441-107
NR55207--MA0599.1.KLF5	chr7	35176843	35176852	+	0.000	0.000	Merged-chr7-35176982-35
NR29788--MA0741.1.KLF16	chr18	61911834	61911844	-	0.000	0.000	Merged-chr18-61911637-53
NR20445--MA0493.1.Klf1	chr14	120313644	120313654	+	0.000	0.000	Merged-chr14-120313531-118
NR29904--MA1107.1.KLF9	chr18	65819309	65819321	+	0.000	0.000	Merged-chr18-65819211-50
NR56208--MA0740.1.KLF14	chr7	81933866	81933879	-	0.000	0.000	Merged-chr7-81934005-74
NR45302--MA0599.1.KLF5	chr4	152117721	152117730	-	0.000	0.000	Merged-chr4-152117699-6
NR15784--MA0599.1.KLF5	chr13	34130144	34130153	+	0.000	0.000	Merged-chr13-34130177-64
NR46924--MA0493.1.Klf1	chr5	74704611	74704621	+	0.000	0.000	Merged-chr5-74704453-70
NR47789--MA0039.3.KLF4	chr5	111039995	111040005	+	0.000	0.000	Merged-chr5-111039945-24
NR21629--MA0493.1.Klf1	chr15	74538494	74538504	-	0.000	0.000	Merged-chr15-74538442-18
NR13161--MA0599.1.KLF5	chr12	35770599	35770608	+	0.000	0.000	Merged-chr12-35770526-40
NR16753--MA0599.1.KLF5	chr13	74260419	74260428	+	0.000	0.000	Merged-chr13-74260220-67
NR18108--MA1107.1.KLF9	chr13	117390192	117390204	-	0.000	0.000	Merged-chr13-117390259-3
NR43373--MA0599.1.KLF5	chr4	120854747	120854756	+	0.000	0.000	Merged-chr4-120854918-43
NR50630--MA0741.1.KLF16	chr6	29694168	29694178	-	0.000	0.000	Merged-chr6-29694169-43
NR30216--MA0741.1.KLF16	chr18	74442312	74442322	-	0.000	0.000	Merged-chr18-74442456-61
NR13568--MA0493.1.Klf1	chr12	71577482	71577492	-	0.000	0.000	Merged-chr12-71577475-38
NR43346--MA0742.1.Klf12	chr4	120288020	120288034	+	0.000	0.000	Merged-chr4-120287807-68
NR5360--MA0599.1.KLF5	chr10	60225389	60225398	-	0.000	0.000	Merged-chr10-60225461-7
NR7616--MA0599.1.KLF5	chr10	118787590	118787599	+	0.000	0.000	Merged-chr10-118787587-44
NR50677--MA0741.1.KLF16	chr6	30617391	30617401	+	0.000	0.000	Merged-chr6-30617295-15
NR36356--MA1107.1.KLF9	chr2	155592751	155592763	-	0.000	0.000	Merged-chr2-155592720-55
NR25252--MA0741.1.KLF16	chr16	93574642	93574652	-	0.000	0.000	Merged-chr16-93574695-56
NR32539--MA0657.1.KLF13	chr2	5003271	5003288	+	0.000	0.000	Merged-chr2-5003396-19
NR7489--MA0039.3.KLF4	chr10	117651085	117651095	-	0.000	0.000	Merged-chr10-117651194-26
NR3834--MA0599.1.KLF5	chr1	183180653	183180662	-	0.000	0.000	Merged-chr1-183180587-56
NR48360--MA1107.1.KLF9	chr5	118817871	118817883	-	0.000	0.000	Merged-chr5-118817732-16
NR36236--MA0741.1.KLF16	chr2	153325878	153325888	-	0.000	0.000	Merged-chr2-153325949-22
NR18990--MA0740.1.KLF14	chr14	51984692	51984705	-	0.000	0.000	Merged-chr14-51984849-36
NR64179--MA0599.1.KLF5	chr9	98616512	98616521	+	0.000	0.000	Merged-chr9-98616546-17
NR53018--MA0493.1.Klf1	chr6	129049281	129049291	-	0.000	0.000	Merged-chr6-129049251-27
NR38407--MA0740.1.KLF14	chr3	62338938	62338951	-	0.000	0.000	Merged-chr3-62339060-22
NR60993--MA0741.1.KLF16	chr8	119569910	119569920	-	0.000	0.000	Merged-chr8-119570093-35
NR26304--MA0493.1.Klf1	chr17	25570816	25570826	+	0.000	0.000	Merged-chr17-25570881-49
NR24389--MA0599.1.KLF5	chr16	37385055	37385064	-	0.000	0.000	Merged-chr16-37384954-25
NR33692--MA0599.1.KLF5	chr2	38824104	38824113	-	0.000	0.000	Merged-chr2-38824189-28
NR36688--MA0493.1.Klf1	chr2	163603906	163603916	+	0.000	0.000	Merged-chr2-163604093-28
NR27630--MA0039.3.KLF4	chr17	56425191	56425201	-	0.000	0.000	Merged-chr17-56425045-2
NR56554--MA0741.1.KLF16	chr7	99834114	99834124	-	0.000	0.000	Merged-chr7-99833987-52
NR19878--MA0039.3.KLF4	chr14	84443462	84443472	-	0.000	0.000	Merged-chr14-84443299-57
NR66708--MA0657.1.KLF13	chrX	145505097	145505114	-	0.000	0.000	Merged-chrX-145505228-74
NR25437--MA0039.3.KLF4	chr16	95434627	95434637	+	0.000	0.000	Merged-chr16-95434709-3
NR58962--MA0741.1.KLF16	chr8	34397998	34398008	+	0.000	0.000	Merged-chr8-34397971-66
NR28744--MA0599.1.KLF5	chr17	88316543	88316552	-	0.000	0.000	Merged-chr17-88316434-22
NR3001--MA0741.1.KLF16	chr1	164503620	164503630	-	0.000	0.000	Merged-chr1-164503488-46
NR53026--MA0039.3.KLF4	chr6	129240075	129240085	-	0.000	0.000	Merged-chr6-129239949-37
NR2780--MA0599.1.KLF5	chr1	157458568	157458577	+	0.000	0.000	Merged-chr1-157458519-40
NR44329--MA0599.1.KLF5	chr4	136469746	136469755	+	0.000	0.000	Merged-chr4-136469909-78
NR41743--MA1107.1.KLF9	chr4	35130607	35130619	+	0.000	0.000	Merged-chr4-35130648-17
NR19733--MA0740.1.KLF14	chr14	75820045	75820058	-	0.000	0.000	Merged-chr14-75819905-19
NR29909--MA1107.1.KLF9	chr18	65924894	65924906	-	0.000	0.000	Merged-chr18-65924997-33
NR53152--MA0742.1.Klf12	chr6	134020919	134020933	-	0.000	0.000	Merged-chr6-134020995-11
NR15329--MA0741.1.KLF16	chr13	3478166	3478176	-	0.000	0.000	Merged-chr13-3478294-51
NR66359--MA0599.1.KLF5	chrX	99136010	99136019	-	0.000	0.000	Merged-chrX-99136067-62
NR30036--MA0039.3.KLF4	chr18	68195223	68195233	-	0.000	0.000	Merged-chr18-68195286-23
NR44501--MA0657.1.KLF13	chr4	138973614	138973631	-	0.000	0.000	Merged-chr4-138973676-1
NR24119--MA0039.3.KLF4	chr16	25485348	25485358	-	0.000	0.000	Merged-chr16-25485313-47
NR8597--MA0039.3.KLF4	chr11	11519457	11519467	+	0.000	0.000	Merged-chr11-11519616-36
NR22731--MA0741.1.KLF16	chr15	94404404	94404414	+	0.000	0.000	Merged-chr15-94404282-43
NR43380--MA0741.1.KLF16	chr4	120854785	120854795	+	0.000	0.000	Merged-chr4-120854918-43
NR15483--MA0740.1.KLF14	chr13	17993397	17993410	-	0.000	0.000	Merged-chr13-17993273-57
NR33682--MA1107.1.KLF9	chr2	38369022	38369034	+	0.000	0.000	Merged-chr2-38368926-23
NR50124--MA1107.1.KLF9	chr5	148266867	148266879	-	0.000	0.000	Merged-chr5-148266957-7
NR62219--MA0599.1.KLF5	chr9	32740970	32740979	+	0.000	0.000	Merged-chr9-32741073-58
NR1691--MA0742.1.Klf12	chr1	119504863	119504877	-	0.000	0.000	Merged-chr1-119504796-62
NR40998--MA1107.1.KLF9	chr3	149269787	149269799	+	0.000	0.000	Merged-chr3-149269581-5
NR14727--MA0741.1.KLF16	chr12	109446515	109446525	-	0.000	0.000	Merged-chr12-109446341-43
NR4172--MA0599.1.KLF5	chr1	191097790	191097799	+	0.000	0.000	Merged-chr1-191097986-4
NR8602--MA1107.1.KLF9	chr11	11519489	11519501	+	0.000	0.000	Merged-chr11-11519616-36
NR7844--MA0493.1.Klf1	chr10	121796244	121796254	+	0.000	0.000	Merged-chr10-121796258-28
NR13044--MA1107.1.KLF9	chr12	30557510	30557522	+	0.000	0.000	Merged-chr12-30557589-12
NR34728--MA0493.1.Klf1	chr2	101817084	101817094	+	0.000	0.000	Merged-chr2-101816960-10
NR1663--MA0493.1.Klf1	chr1	118627882	118627892	+	0.000	0.000	Merged-chr1-118628003-42
NR66377--MA0599.1.KLF5	chrX	100777163	100777172	+	0.000	0.000	Merged-chrX-100777014-69
NR48365--MA1107.1.KLF9	chr5	119359917	119359929	-	0.000	0.000	Merged-chr5-119360019-16
NR21142--MA0599.1.KLF5	chr15	38710158	38710167	-	0.000	0.000	Merged-chr15-38710125-56
NR26108--MA0599.1.KLF5	chr17	21617538	21617547	-	0.000	0.000	Merged-chr17-21617473-39
NR8267--MA0493.1.Klf1	chr10	128940596	128940606	-	0.000	0.000	Merged-chr10-128940717-41
NR27163--MA0741.1.KLF16	chr17	37028702	37028712	-	0.000	0.000	Merged-chr17-37028850-28
NR31238--MA0039.3.KLF4	chr19	16956025	16956035	+	0.000	0.000	Merged-chr19-16955982-11
NR27229--MA0741.1.KLF16	chr17	42883984	42883994	-	0.000	0.000	Merged-chr17-42883914-20
NR56105--MA0599.1.KLF5	chr7	79759958	79759967	+	0.000	0.000	Merged-chr7-79759916-34
NR45428--MA0599.1.KLF5	chr4	155050224	155050233	+	0.000	0.000	Merged-chr4-155050218-26
NR3736--MA0599.1.KLF5	chr1	181352593	181352602	-	0.000	0.000	Merged-chr1-181352639-14
NR29908--MA0741.1.KLF16	chr18	65924899	65924909	-	0.000	0.000	Merged-chr18-65924997-33
NR53944--MA0039.3.KLF4	chr6	147032453	147032463	+	0.000	0.000	Merged-chr6-147032567-23
NR29964--MA0599.1.KLF5	chr18	67255714	67255723	-	0.000	0.000	Merged-chr18-67255745-40
NR24179--MA0599.1.KLF5	chr16	31236032	31236041	+	0.000	0.000	Merged-chr16-31235879-47
NR61380--MA0740.1.KLF14	chr8	124344227	124344240	+	0.000	0.000	Merged-chr8-124344156-18
NR1667--MA1107.1.KLF9	chr1	118627882	118627894	+	0.000	0.000	Merged-chr1-118628003-42
NR53688--MA0742.1.Klf12	chr6	143327064	143327078	-	0.000	0.000	Merged-chr6-143327148-45
NR40878--MA0493.1.Klf1	chr3	146063221	146063231	-	0.000	0.000	Merged-chr3-146063322-20
NR60163--MA0039.3.KLF4	chr8	85515497	85515507	-	0.000	0.000	Merged-chr8-85515665-21
NR21235--MA1107.1.KLF9	chr15	53311254	53311266	+	0.000	0.000	Merged-chr15-53311126-22
NR36119--MA0741.1.KLF16	chr2	150910405	150910415	+	0.000	0.000	Merged-chr2-150910563-2
NR59285--MA0599.1.KLF5	chr8	57402507	57402516	-	0.000	0.000	Merged-chr8-57402577-20
NR42663--MA0740.1.KLF14	chr4	89169049	89169062	-	0.000	0.000	Merged-chr4-89169046-30
NR22419--MA1107.1.KLF9	chr15	86016257	86016269	+	0.000	0.000	Merged-chr15-86016177-43
NR6558--MA0599.1.KLF5	chr10	84440818	84440827	-	0.000	0.000	Merged-chr10-84440807-71
NR1695--MA0741.1.KLF16	chr1	119504866	119504876	-	0.000	0.000	Merged-chr1-119504796-62
NR9143--MA0741.1.KLF16	chr11	49266336	49266346	+	0.000	0.000	Merged-chr11-49266442-28
NR27532--MA0039.3.KLF4	chr17	50525136	50525146	+	0.000	0.000	Merged-chr17-50525188-50
NR8266--MA0039.3.KLF4	chr10	128940594	128940604	-	0.000	0.000	Merged-chr10-128940717-41
NR5578--MA0741.1.KLF16	chr10	67194229	67194239	+	0.000	0.000	Merged-chr10-67194243-31
NR30633--MA0740.1.KLF14	chr18	89626889	89626902	+	0.000	0.000	Merged-chr18-89627032-39
NR54073--MA0599.1.KLF5	chr7	3292995	3293004	+	0.000	0.000	Merged-chr7-3292987-7
NR32234--MA0039.3.KLF4	chr19	56682122	56682132	+	0.000	0.000	Merged-chr19-56681979-1
NR25039--MA0741.1.KLF16	chr16	89849245	89849255	-	0.000	0.000	Merged-chr16-89849155-62
NR60809--MA0493.1.Klf1	chr8	114974874	114974884	-	0.000	0.000	Merged-chr8-114974743-26
NR62903--MA1107.1.KLF9	chr9	58271284	58271296	+	0.000	0.000	Merged-chr9-58271289-37
NR28167--MA0742.1.Klf12	chr17	74865010	74865024	-	0.000	0.000	Merged-chr17-74864979-18
NR8844--MA1107.1.KLF9	chr11	26657814	26657826	+	0.000	0.000	Merged-chr11-26657743-22
NR26032--MA0599.1.KLF5	chr17	15831016	15831025	+	0.000	0.000	Merged-chr17-15830979-29
NR4475--MA0742.1.Klf12	chr10	5448584	5448598	-	0.000	0.000	Merged-chr10-5448562-35
NR32831--MA0599.1.KLF5	chr2	23006373	23006382	+	0.000	0.000	Merged-chr2-23006422-36
NR24864--MA0599.1.KLF5	chr16	76283307	76283316	+	0.000	0.000	Merged-chr16-76283420-1
NR22358--MA0740.1.KLF14	chr15	84663175	84663188	-	0.000	0.000	Merged-chr15-84663201-26
NR66354--MA0740.1.KLF14	chrX	99135988	99136001	+	0.000	0.000	Merged-chrX-99136067-62
NR61239--MA0741.1.KLF16	chr8	122678202	122678212	+	0.000	0.000	Merged-chr8-122678075-1
NR53178--MA0742.1.Klf12	chr6	134348661	134348675	-	0.000	0.000	Merged-chr6-134348726-53
NR54072--MA0741.1.KLF16	chr7	3292944	3292954	+	0.000	0.000	Merged-chr7-3292987-7
NR20057--MA0599.1.KLF5	chr14	101510904	101510913	-	0.000	0.000	Merged-chr14-101510851-45
NR52934--MA0741.1.KLF16	chr6	128143602	128143612	-	0.000	0.000	Merged-chr6-128143679-59
NR7096--MA0741.1.KLF16	chr10	105322136	105322146	-	0.000	0.000	Merged-chr10-105322037-2
NR55054--MA0741.1.KLF16	chr7	29783999	29784009	+	0.000	0.000	Merged-chr7-29784146-39
NR56001--MA1107.1.KLF9	chr7	74296314	74296326	+	0.000	0.000	Merged-chr7-74296401-18
NR61967--MA0741.1.KLF16	chr9	21852800	21852810	-	0.000	0.000	Merged-chr9-21852740-52
NR4686--MA0740.1.KLF14	chr10	19009538	19009551	-	0.000	0.000	Merged-chr10-19009477-32
NR16515--MA0039.3.KLF4	chr13	63274677	63274687	+	0.000	0.000	Merged-chr13-63274780-57
NR5815--MA0741.1.KLF16	chr10	76961985	76961995	+	0.000	0.000	Merged-chr10-76962071-59
NR31728--MA0599.1.KLF5	chr19	40821549	40821558	+	0.000	0.000	Merged-chr19-40821418-1
NR22343--MA1107.1.KLF9	chr15	84372974	84372986	-	0.000	0.000	Merged-chr15-84372915-18
NR20392--MA0741.1.KLF16	chr14	118827933	118827943	-	0.000	0.000	Merged-chr14-118827968-19
NR5813--MA0599.1.KLF5	chr10	76961985	76961994	+	0.000	0.000	Merged-chr10-76962071-59
NR25005--MA0741.1.KLF16	chr16	87597828	87597838	+	0.000	0.000	Merged-chr16-87597793-27
NR10727--MA0741.1.KLF16	chr11	88864590	88864600	+	0.000	0.000	Merged-chr11-88864546-48
NR62912--MA1107.1.KLF9	chr9	58271302	58271314	+	0.000	0.000	Merged-chr9-58271289-37
NR28799--MA0742.1.Klf12	chr18	3933943	3933957	-	0.000	0.000	Merged-chr18-3933786-31
NR16224--MA0741.1.KLF16	chr13	52915433	52915443	-	0.000	0.000	Merged-chr13-52915528-4
NR27142--MA0741.1.KLF16	chr17	36229292	36229302	+	0.000	0.000	Merged-chr17-36229276-20
NR28179--MA0039.3.KLF4	chr17	74869697	74869707	-	0.000	0.000	Merged-chr17-74869887-51
