#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_dn.bed
NR34730--MA0599.1.KLF5	chr2	72406892	72406901	+	0.000	0.000	Merged-chr2-72406907-14
NR65051--MA0740.1.KLF14	chr9	77954650	77954663	-	0.000	0.000	Merged-chr9-77954587-30
NR43700--MA0657.1.KLF13	chr4	88550359	88550376	-	0.000	0.000	Merged-chr4-88550447-50
NR21215--MA0741.1.KLF16	chr15	25269715	25269725	-	0.000	0.000	Merged-chr15-25269773-79
NR62873--MA1107.1.KLF9	chr8	122769454	122769466	-	0.000	0.000	Merged-chr8-122769435-21
NR36010--MA0599.1.KLF5	chr2	122765317	122765326	+	0.000	0.000	Merged-chr2-122765389-48
NR24321--MA0741.1.KLF16	chr16	35871682	35871692	+	0.000	0.000	Merged-chr16-35871547-82
NR56430--MA0741.1.KLF16	chr7	44246706	44246716	-	0.000	0.000	Merged-chr7-44246733-118
NR28057--MA0740.1.KLF14	chr17	65884521	65884534	+	0.000	0.000	Merged-chr17-65884407-1
NR52620--MA0599.1.KLF5	chr6	72439618	72439627	+	0.000	0.000	Merged-chr6-72439486-142
NR10197--MA1107.1.KLF9	chr11	62574645	62574657	-	0.000	0.000	Merged-chr11-62574522-33
NR39122--MA0741.1.KLF16	chr3	65352869	65352879	-	0.000	0.000	Merged-chr3-65352895-35
NR47920--MA0741.1.KLF16	chr5	67450383	67450393	+	0.000	0.000	Merged-chr5-67450291-36
NR7721--MA0599.1.KLF5	chr10	111102954	111102963	+	0.000	0.000	Merged-chr10-111102896-60
NR25079--MA0741.1.KLF16	chr16	81200660	81200670	+	0.000	0.000	Merged-chr16-81200661-42
NR6920--MA0741.1.KLF16	chr10	84440817	84440827	-	0.000	0.000	Merged-chr10-84440807-71
NR31558--MA1107.1.KLF9	chr19	16373319	16373331	+	0.000	0.000	Merged-chr19-16373273-16
NR40088--MA0741.1.KLF16	chr3	101012554	101012564	+	0.000	0.000	Merged-chr3-101012504-113
NR6389--MA0493.1.Klf1	chr10	78372831	78372841	+	0.000	0.000	Merged-chr10-78372862-56
NR46127--MA0741.1.KLF16	chr4	148444818	148444828	-	0.000	0.000	Merged-chr4-148444677-50
NR28061--MA0599.1.KLF5	chr17	65884529	65884538	+	0.000	0.000	Merged-chr17-65884407-1
NR35666--MA0741.1.KLF16	chr2	112240502	112240512	+	0.000	0.000	Merged-chr2-112240570-1
NR51102--MA0740.1.KLF14	chr5	146860832	146860845	+	0.000	0.000	Merged-chr5-146860764-19
NR27808--MA0493.1.Klf1	chr17	56425193	56425203	-	0.000	0.000	Merged-chr17-56425045-2
NR16580--MA0740.1.KLF14	chr13	54789235	54789248	-	0.000	0.000	Merged-chr13-54789340-56
NR15633--MA1107.1.KLF9	chr13	9107262	9107274	+	0.000	0.000	Merged-chr13-9107382-45
NR7711--MA1107.1.KLF9	chr10	110952124	110952136	+	0.000	0.000	Merged-chr10-110952029-21
NR15097--MA0599.1.KLF5	chr12	109067991	109068000	+	0.000	0.000	Merged-chr12-109068052-48
NR45950--MA0740.1.KLF14	chr4	145200611	145200624	+	0.000	0.000	Merged-chr4-145200481-37
NR25470--MA0740.1.KLF14	chr16	94313571	94313584	+	0.000	0.000	Merged-chr16-94313659-1
NR39387--MA0741.1.KLF16	chr3	84039277	84039287	+	0.000	0.000	Merged-chr3-84039248-13
NR63735--MA1107.1.KLF9	chr9	32672293	32672305	-	0.000	0.000	Merged-chr9-32672440-49
NR17466--MA0740.1.KLF14	chr13	95765150	95765163	-	0.000	0.000	Merged-chr13-95765232-46
NR2934--MA0493.1.Klf1	chr1	156522402	156522412	-	0.000	0.000	Merged-chr1-156522298-40
NR55214--MA0599.1.KLF5	chr7	4151117	4151126	-	0.000	0.000	Merged-chr7-4151016-19
NR961--MA0493.1.Klf1	chr1	69499066	69499076	-	0.000	0.000	Merged-chr1-69499196-51
NR36006--MA0599.1.KLF5	chr2	122765296	122765305	-	0.000	0.000	Merged-chr2-122765389-48
NR27801--MA0740.1.KLF14	chr17	56425178	56425191	-	0.000	0.000	Merged-chr17-56425045-2
NR21430--MA0493.1.Klf1	chr15	36727837	36727847	+	0.000	0.000	Merged-chr15-36727812-56
NR46708--MA0599.1.KLF5	chr5	5749436	5749445	-	0.000	0.000	Merged-chr5-5749564-48
NR21175--MA0741.1.KLF16	chr15	12397276	12397286	-	0.000	0.000	Merged-chr15-12397193-17
NR52601--MA0039.3.KLF4	chr6	72390996	72391006	+	0.000	0.000	Merged-chr6-72391108-3
NR66204--MA0493.1.Klf1	chr9	112175471	112175481	-	0.000	0.000	Merged-chr9-112175419-1
NR31557--MA0741.1.KLF16	chr19	16373320	16373330	+	0.000	0.000	Merged-chr19-16373273-16
NR23982--MA0599.1.KLF5	chr16	21310909	21310918	+	0.000	0.000	Merged-chr16-21310892-31
NR27064--MA0039.3.KLF4	chr17	34299545	34299555	+	0.000	0.000	Merged-chr17-34299510-15
NR15880--MA0741.1.KLF16	chr13	28953313	28953323	+	0.000	0.000	Merged-chr13-28953393-108
NR52605--MA0741.1.KLF16	chr6	72391042	72391052	-	0.000	0.000	Merged-chr6-72391108-3
NR28924--MA0039.3.KLF4	chr17	88668543	88668553	+	0.000	0.000	Merged-chr17-88668603-31
NR41668--MA0741.1.KLF16	chr3	146121628	146121638	+	0.000	0.000	Merged-chr3-146121713-45
NR21202--MA0493.1.Klf1	chr15	25216703	25216713	+	0.000	0.000	Merged-chr15-25216736-38
NR17281--MA0493.1.Klf1	chr13	89521652	89521662	+	0.000	0.000	Merged-chr13-89521757-30
NR38637--MA1107.1.KLF9	chr3	27984084	27984096	-	0.000	0.000	Merged-chr3-27984101-47
NR11423--MA0599.1.KLF5	chr11	94160912	94160921	-	0.000	0.000	Merged-chr11-94160657-19
NR28058--MA0657.1.KLF13	chr17	65884520	65884537	+	0.000	0.000	Merged-chr17-65884407-1
NR11753--MA1107.1.KLF9	chr11	98786600	98786612	-	0.000	0.000	Merged-chr11-98786782-44
NR14463--MA1107.1.KLF9	chr12	91803167	91803179	-	0.000	0.000	Merged-chr12-91803305-23
NR29268--MA0599.1.KLF5	chr18	25591064	25591073	+	0.000	0.000	Merged-chr18-25591016-9
NR33184--MA0741.1.KLF16	chr2	17855801	17855811	-	0.000	0.000	Merged-chr2-17855738-13
NR47385--MA1107.1.KLF9	chr5	34637179	34637191	+	0.000	0.000	Merged-chr5-34637135-1
NR9284--MA0741.1.KLF16	chr11	29373592	29373602	-	0.000	0.000	Merged-chr11-29373741-75
NR47545--MA0741.1.KLF16	chr5	43355360	43355370	-	0.000	0.000	Merged-chr5-43355421-55
NR23754--MA0599.1.KLF5	chr16	14705833	14705842	+	0.000	0.000	Merged-chr16-14705734-55
NR58258--MA0741.1.KLF16	chr7	112678979	112678989	-	0.000	0.000	Merged-chr7-112678806-2
NR54128--MA1107.1.KLF9	chr6	128334911	128334923	-	0.000	0.000	Merged-chr6-128334675-39
NR14604--MA0742.1.Klf12	chr12	100276998	100277012	-	0.000	0.000	Merged-chr12-100277058-24
NR30935--MA0493.1.Klf1	chr18	83993540	83993550	-	0.000	0.000	Merged-chr18-83993380-25
NR14217--MA1107.1.KLF9	chr12	82166462	82166474	-	0.000	0.000	Merged-chr12-82166286-58
NR13173--MA0599.1.KLF5	chr12	14152277	14152286	-	0.000	0.000	Merged-chr12-14152213-14
NR59812--MA0741.1.KLF16	chr7	144896406	144896416	-	0.000	0.000	Merged-chr7-144896188-46
NR41481--MA0742.1.Klf12	chr3	143379403	143379417	+	0.000	0.000	Merged-chr3-143379316-24
NR18775--MA0740.1.KLF14	chr14	24779207	24779220	+	0.000	0.000	Merged-chr14-24779334-63
NR27634--MA0493.1.Klf1	chr17	48002050	48002060	-	0.000	0.000	Merged-chr17-48002103-40
NR38437--MA0599.1.KLF5	chr3	9500017	9500026	-	0.000	0.000	Merged-chr3-9499976-58
NR62319--MA1107.1.KLF9	chr8	110929496	110929508	-	0.000	0.000	Merged-chr8-110929357-31
NR5924--MA0740.1.KLF14	chr10	67698005	67698018	+	0.000	0.000	Merged-chr10-67697981-39
NR59395--MA0599.1.KLF5	chr7	136164719	136164728	+	0.000	0.000	Merged-chr7-136164647-23
NR40684--MA0599.1.KLF5	chr3	121967795	121967804	-	0.000	0.000	Merged-chr3-121967857-57
NR2746--MA1107.1.KLF9	chr1	152817509	152817521	-	0.000	0.000	Merged-chr1-152817500-27
NR17467--MA0657.1.KLF13	chr13	95765147	95765164	-	0.000	0.000	Merged-chr13-95765232-46
NR21270--MA0599.1.KLF5	chr15	25948966	25948975	-	0.000	0.000	Merged-chr15-25949127-12
NR5666--MA0039.3.KLF4	chr10	59921133	59921143	-	0.000	0.000	Merged-chr10-59921087-38
NR41634--MA1107.1.KLF9	chr3	146045211	146045223	-	0.000	0.000	Merged-chr3-146045142-29
NR46175--MA0741.1.KLF16	chr4	149403250	149403260	+	0.000	0.000	Merged-chr4-149403248-29
NR37589--MA0599.1.KLF5	chr2	165983256	165983265	-	0.000	0.000	Merged-chr2-165983267-1
NR48658--MA0742.1.Klf12	chr5	97090257	97090271	-	0.000	0.000	Merged-chr5-97090318-20
NR24172--MA0493.1.Klf1	chr16	31066970	31066980	+	0.000	0.000	Merged-chr16-31066889-60
NR7623--MA0493.1.Klf1	chr10	107946756	107946766	+	0.000	0.000	Merged-chr10-107946593-22
NR62468--MA0599.1.KLF5	chr8	115826665	115826674	-	0.000	0.000	Merged-chr8-115826691-38
NR34860--MA0741.1.KLF16	chr2	75114515	75114525	-	0.000	0.000	Merged-chr2-75114355-21
NR3418--MA0741.1.KLF16	chr1	168432375	168432385	+	0.000	0.000	Merged-chr1-168432368-41
NR33686--MA0741.1.KLF16	chr2	30469938	30469948	+	0.000	0.000	Merged-chr2-30470096-26
NR38759--MA0493.1.Klf1	chr3	36613427	36613437	+	0.000	0.000	Merged-chr3-36613405-48
NR37849--MA0742.1.Klf12	chr2	168741429	168741443	+	0.000	0.000	Merged-chr2-168741453-11
NR1435--MA0740.1.KLF14	chr1	87847398	87847411	-	0.000	0.000	Merged-chr1-87847290-68
NR13169--MA0599.1.KLF5	chr12	14152195	14152204	+	0.000	0.000	Merged-chr12-14152213-14
NR27562--MA1107.1.KLF9	chr17	47176627	47176639	-	0.000	0.000	Merged-chr17-47176575-11
NR62016--MA0599.1.KLF5	chr8	104039727	104039736	-	0.000	0.000	Merged-chr8-104039758-41
NR434--MA0741.1.KLF16	chr1	39478786	39478796	+	0.000	0.000	Merged-chr1-39478588-52
NR24557--MA0741.1.KLF16	chr16	49959187	49959197	+	0.000	0.000	Merged-chr16-49959222-29
NR29743--MA0599.1.KLF5	chr18	53801710	53801719	-	0.000	0.000	Merged-chr18-53801567-20
NR60971--MA0742.1.Klf12	chr8	70152707	70152721	-	0.000	0.000	Merged-chr8-70152708-31
NR59810--MA0039.3.KLF4	chr7	144896405	144896415	-	0.000	0.000	Merged-chr7-144896188-46
NR11750--MA0741.1.KLF16	chr11	98786601	98786611	-	0.000	0.000	Merged-chr11-98786782-44
NR46664--MA0599.1.KLF5	chr5	4912179	4912188	-	0.000	0.000	Merged-chr5-4912133-29
NR5188--MA0741.1.KLF16	chr10	26373333	26373343	+	0.000	0.000	Merged-chr10-26373188-33
NR63321--MA0740.1.KLF14	chr9	8042872	8042885	-	0.000	0.000	Merged-chr9-8042887-59
NR41626--MA0493.1.Klf1	chr3	146039645	146039655	-	0.000	0.000	Merged-chr3-146039588-29
NR61056--MA0599.1.KLF5	chr8	70619111	70619120	+	0.000	0.000	Merged-chr8-70619084-21
NR26822--MA0741.1.KLF16	chr17	31277309	31277319	+	0.000	0.000	Merged-chr17-31277371-45
NR16139--MA0741.1.KLF16	chr13	41484151	41484161	-	0.000	0.000	Merged-chr13-41484194-27
NR25074--MA0740.1.KLF14	chr16	81200635	81200648	+	0.000	0.000	Merged-chr16-81200661-42
NR11427--MA1107.1.KLF9	chr11	94160908	94160920	-	0.000	0.000	Merged-chr11-94160657-19
NR58761--MA1107.1.KLF9	chr7	125034709	125034721	-	0.000	0.000	Merged-chr7-125034795-1
NR58946--MA0740.1.KLF14	chr7	127177187	127177200	-	0.000	0.000	Merged-chr7-127177205-14
NR8744--MA1107.1.KLF9	chr10	128940562	128940574	-	0.000	0.000	Merged-chr10-128940717-41
NR21172--MA0599.1.KLF5	chr15	12397272	12397281	-	0.000	0.000	Merged-chr15-12397193-17
NR1913--MA0599.1.KLF5	chr1	119637145	119637154	-	0.000	0.000	Merged-chr1-119636990-21
NR56274--MA0742.1.Klf12	chr7	35056701	35056715	-	0.000	0.000	Merged-chr7-35056859-1
NR1438--MA0493.1.Klf1	chr1	87847401	87847411	-	0.000	0.000	Merged-chr1-87847290-68
NR43726--MA0599.1.KLF5	chr4	88912398	88912407	-	0.000	0.000	Merged-chr4-88912378-27
NR54585--MA0741.1.KLF16	chr6	140767859	140767869	+	0.000	0.000	Merged-chr6-140767932-1
NR12406--MA0742.1.Klf12	chr11	113187328	113187342	+	0.000	0.000	Merged-chr11-113187180-1
NR12423--MA1107.1.KLF9	chr11	113537025	113537037	-	0.000	0.000	Merged-chr11-113536889-33
NR2938--MA0741.1.KLF16	chr1	156522461	156522471	-	0.000	0.000	Merged-chr1-156522298-40
NR60790--MA0599.1.KLF5	chr8	57743791	57743800	+	0.000	0.000	Merged-chr8-57743874-24
NR5231--MA0740.1.KLF14	chr10	30600696	30600709	+	0.000	0.000	Merged-chr10-30600534-90
NR50808--MA1107.1.KLF9	chr5	140944720	140944732	-	0.000	0.000	Merged-chr5-140944857-24
NR30201--MA1107.1.KLF9	chr18	66502014	66502026	-	0.000	0.000	Merged-chr18-66502099-22
NR5376--MA1107.1.KLF9	chr10	40688558	40688570	+	0.000	0.000	Merged-chr10-40688620-20
NR57010--MA0599.1.KLF5	chr7	67353864	67353873	+	0.000	0.000	Merged-chr7-67353683-35
NR16577--MA0740.1.KLF14	chr13	54789203	54789216	-	0.000	0.000	Merged-chr13-54789340-56
NR65056--MA0039.3.KLF4	chr9	77954651	77954661	-	0.000	0.000	Merged-chr9-77954587-30
NR33471--MA0740.1.KLF14	chr2	26910665	26910678	+	0.000	0.000	Merged-chr2-26910694-72
NR28624--MA0741.1.KLF16	chr17	84148965	84148975	+	0.000	0.000	Merged-chr17-84148977-32
NR43913--MA0742.1.Klf12	chr4	102521070	102521084	-	0.000	0.000	Merged-chr4-102521123-26
NR39337--MA0741.1.KLF16	chr3	79451643	79451653	-	0.000	0.000	Merged-chr3-79451498-29
NR45042--MA0741.1.KLF16	chr4	131696144	131696154	-	0.000	0.000	Merged-chr4-131696229-22
NR3417--MA0599.1.KLF5	chr1	168432375	168432384	+	0.000	0.000	Merged-chr1-168432368-41
NR29867--MA0742.1.Klf12	chr18	58677039	58677053	+	0.000	0.000	Merged-chr18-58676991-24
NR59527--MA0740.1.KLF14	chr7	140102406	140102419	-	0.000	0.000	Merged-chr7-140102387-42
NR65059--MA0741.1.KLF16	chr9	77954646	77954656	-	0.000	0.000	Merged-chr9-77954587-30
NR45354--MA1107.1.KLF9	chr4	134704303	134704315	+	0.000	0.000	Merged-chr4-134704159-76
NR56913--MA1107.1.KLF9	chr7	64012066	64012078	-	0.000	0.000	Merged-chr7-64011985-78
NR18287--MA0493.1.Klf1	chr13	113466900	113466910	+	0.000	0.000	Merged-chr13-113466791-29
NR56278--MA0741.1.KLF16	chr7	35056704	35056714	-	0.000	0.000	Merged-chr7-35056859-1
NR51812--MA0741.1.KLF16	chr6	34938571	34938581	-	0.000	0.000	Merged-chr6-34938506-48
NR4198--MA0599.1.KLF5	chr1	186676408	186676417	-	0.000	0.000	Merged-chr1-186676331-13
NR55399--MA0599.1.KLF5	chr7	16046321	16046330	-	0.000	0.000	Merged-chr7-16046388-75
NR49719--MA0741.1.KLF16	chr5	122209817	122209827	+	0.000	0.000	Merged-chr5-122209892-38
NR60813--MA0740.1.KLF14	chr8	61606943	61606956	+	0.000	0.000	Merged-chr8-61607091-30
NR64316--MA1107.1.KLF9	chr9	58112343	58112355	-	0.000	0.000	Merged-chr9-58112486-25
NR25008--MA0741.1.KLF16	chr16	76357270	76357280	-	0.000	0.000	Merged-chr16-76357413-27
NR59512--MA0741.1.KLF16	chr7	139978770	139978780	-	0.000	0.000	Merged-chr7-139978703-39
NR67021--MA0740.1.KLF14	chrX	8892337	8892350	+	0.000	0.000	Merged-chrX-8892389-3
NR45642--MA0740.1.KLF14	chr4	138262423	138262436	+	0.000	0.000	Merged-chr4-138262353-56
NR35467--MA0741.1.KLF16	chr2	103668280	103668290	-	0.000	0.000	Merged-chr2-103668249-32
NR1366--MA1107.1.KLF9	chr1	85845714	85845726	-	0.000	0.000	Merged-chr1-85845637-37
NR51235--MA0039.3.KLF4	chr5	149427522	149427532	-	0.000	0.000	Merged-chr5-149427432-30
NR33029--MA0599.1.KLF5	chr2	6872689	6872698	-	0.000	0.000	Merged-chr2-6872514-89
NR5955--MA0599.1.KLF5	chr10	68137567	68137576	-	0.000	0.000	Merged-chr10-68137569-23
NR62905--MA0741.1.KLF16	chr8	123236308	123236318	-	0.000	0.000	Merged-chr8-123236103-61
NR60674--MA0599.1.KLF5	chr8	54077297	54077306	+	0.000	0.000	Merged-chr8-54077425-74
NR28303--MA0039.3.KLF4	chr17	74354439	74354449	-	0.000	0.000	Merged-chr17-74354475-5
NR51813--MA1107.1.KLF9	chr6	34938570	34938582	-	0.000	0.000	Merged-chr6-34938506-48
NR67348--MA0039.3.KLF4	chrX	48314740	48314750	+	0.000	0.000	Merged-chrX-48314836-34
NR61055--MA0742.1.Klf12	chr8	70619130	70619144	+	0.000	0.000	Merged-chr8-70619084-21
NR59175--MA0039.3.KLF4	chr7	130893296	130893306	+	0.000	0.000	Merged-chr7-130893114-41
NR18749--MA0599.1.KLF5	chr14	21032459	21032468	+	0.000	0.000	Merged-chr14-21032326-46
NR4792--MA0742.1.Klf12	chr10	4632524	4632538	-	0.000	0.000	Merged-chr10-4632472-72
NR41667--MA0493.1.Klf1	chr3	146121627	146121637	+	0.000	0.000	Merged-chr3-146121713-45
NR62472--MA0741.1.KLF16	chr8	115826670	115826680	-	0.000	0.000	Merged-chr8-115826691-38
NR15936--MA0599.1.KLF5	chr13	34046643	34046652	+	0.000	0.000	Merged-chr13-34046570-24
NR60453--MA0742.1.Klf12	chr8	34689136	34689150	-	0.000	0.000	Merged-chr8-34689039-1
NR61266--MA0740.1.KLF14	chr8	73353570	73353583	-	0.000	0.000	Merged-chr8-73353537-91
NR23786--MA0493.1.Klf1	chr16	16896683	16896693	-	0.000	0.000	Merged-chr16-16896631-55
NR16238--MA0599.1.KLF5	chr13	44507199	44507208	+	0.000	0.000	Merged-chr13-44507226-54
NR28452--MA0657.1.KLF13	chr17	80418990	80419007	+	0.000	0.000	Merged-chr17-80418993-27
NR48643--MA0599.1.KLF5	chr5	96219746	96219755	+	0.000	0.000	Merged-chr5-96219655-31
NR24496--MA0741.1.KLF16	chr16	45347019	45347029	-	0.000	0.000	Merged-chr16-45346908-42
NR60879--MA1107.1.KLF9	chr8	67860354	67860366	+	0.000	0.000	Merged-chr8-67860375-11
NR2778--MA0039.3.KLF4	chr1	153723465	153723475	-	0.000	0.000	Merged-chr1-153723564-53
NR7317--MA0740.1.KLF14	chr10	94087504	94087517	+	0.000	0.000	Merged-chr10-94087553-20
NR56909--MA1107.1.KLF9	chr7	64012058	64012070	-	0.000	0.000	Merged-chr7-64011985-78
NR6029--MA0599.1.KLF5	chr10	69571692	69571701	-	0.000	0.000	Merged-chr10-69571391-44
NR62504--MA0741.1.KLF16	chr8	116735590	116735600	+	0.000	0.000	Merged-chr8-116735664-29
NR45951--MA0599.1.KLF5	chr4	145200615	145200624	+	0.000	0.000	Merged-chr4-145200481-37
NR65103--MA0599.1.KLF5	chr9	78845410	78845419	-	0.000	0.000	Merged-chr9-78845462-22
NR33919--MA1107.1.KLF9	chr2	34249716	34249728	+	0.000	0.000	Merged-chr2-34249826-31
NR37298--MA1107.1.KLF9	chr2	160367185	160367197	-	0.000	0.000	Merged-chr2-160367322-62
NR29998--MA1107.1.KLF9	chr18	61638021	61638033	-	0.000	0.000	Merged-chr18-61638222-61
NR56691--MA0657.1.KLF13	chr7	47104259	47104276	-	0.000	0.000	Merged-chr7-47104097-36
NR54925--MA0740.1.KLF14	chr6	145469419	145469432	-	0.000	0.000	Merged-chr6-145469437-17
NR35032--MA0741.1.KLF16	chr2	83625382	83625392	-	0.000	0.000	Merged-chr2-83625624-59
NR26169--MA1107.1.KLF9	chr17	15380634	15380646	-	0.000	0.000	Merged-chr17-15380760-25
NR5054--MA0039.3.KLF4	chr10	18861074	18861084	-	0.000	0.000	Merged-chr10-18861034-28
NR33083--MA0599.1.KLF5	chr2	11288476	11288485	+	0.000	0.000	Merged-chr2-11288546-34
NR23677--MA0742.1.Klf12	chr16	11526647	11526661	-	0.000	0.000	Merged-chr16-11526520-43
NR40469--MA0039.3.KLF4	chr3	109782589	109782599	-	0.000	0.000	Merged-chr3-109782603-31
NR22048--MA0599.1.KLF5	chr15	75921568	75921577	-	0.000	0.000	Merged-chr15-75921460-55
NR52253--MA0742.1.Klf12	chr6	53455548	53455562	+	0.000	0.000	Merged-chr6-53455637-20
NR11832--MA0599.1.KLF5	chr11	100397824	100397833	+	0.000	0.000	Merged-chr11-100397787-45
NR12473--MA1107.1.KLF9	chr11	113866004	113866016	+	0.000	0.000	Merged-chr11-113865875-24
NR21982--MA1107.1.KLF9	chr15	74667460	74667472	-	0.000	0.000	Merged-chr15-74667710-27
NR21839--MA1107.1.KLF9	chr15	66313804	66313816	+	0.000	0.000	Merged-chr15-66313802-12
NR67753--MA0599.1.KLF5	chrX	104413904	104413913	+	0.000	0.000	Merged-chrX-104413692-75
NR39547--MA0741.1.KLF16	chr3	88493136	88493146	-	0.000	0.000	Merged-chr3-88493035-35
NR60675--MA0741.1.KLF16	chr8	54077297	54077307	+	0.000	0.000	Merged-chr8-54077425-74
NR32383--MA0741.1.KLF16	chr19	46518601	46518611	-	0.000	0.000	Merged-chr19-46518736-37
NR5302--MA0599.1.KLF5	chr10	39505709	39505718	-	0.000	0.000	Merged-chr10-39505827-10
NR60021--MA0599.1.KLF5	chr8	10946259	10946268	+	0.000	0.000	Merged-chr8-10946133-51
NR49961--MA0493.1.Klf1	chr5	125158506	125158516	+	0.000	0.000	Merged-chr5-125158641-59
NR41108--MA0493.1.Klf1	chr3	132791414	132791424	+	0.000	0.000	Merged-chr3-132791387-40
NR11320--MA0741.1.KLF16	chr11	88595769	88595779	+	0.000	0.000	Merged-chr11-88595910-28
NR24013--MA0599.1.KLF5	chr16	22657092	22657101	-	0.000	0.000	Merged-chr16-22657033-32
NR52255--MA0493.1.Klf1	chr6	53455548	53455558	+	0.000	0.000	Merged-chr6-53455637-20
NR61764--MA0493.1.Klf1	chr8	88604238	88604248	-	0.000	0.000	Merged-chr8-88604204-17
NR6731--MA1107.1.KLF9	chr10	81247988	81248000	+	0.000	0.000	Merged-chr10-81248090-40
NR44311--MA0599.1.KLF5	chr4	116463588	116463597	+	0.000	0.000	Merged-chr4-116463622-3
NR68368--MA0493.1.Klf1	chrY	90799070	90799080	-	0.000	0.000	Merged-chrY-90799205-23
NR39124--MA0039.3.KLF4	chr3	65352914	65352924	+	0.000	0.000	Merged-chr3-65352895-35
NR28920--MA0657.1.KLF13	chr17	88668540	88668557	+	0.000	0.000	Merged-chr17-88668603-31
NR21431--MA0741.1.KLF16	chr15	36727838	36727848	+	0.000	0.000	Merged-chr15-36727812-56
NR709--MA0599.1.KLF5	chr1	54250883	54250892	-	0.000	0.000	Merged-chr1-54250746-54
NR46292--MA0740.1.KLF14	chr4	151108543	151108556	-	0.000	0.000	Merged-chr4-151108570-29
NR46710--MA0741.1.KLF16	chr5	5749435	5749445	-	0.000	0.000	Merged-chr5-5749564-48
NR13903--MA0741.1.KLF16	chr12	71577481	71577491	-	0.000	0.000	Merged-chr12-71577475-38
NR5521--MA0493.1.Klf1	chr10	44444024	44444034	-	0.000	0.000	Merged-chr10-44443949-54
NR2937--MA0599.1.KLF5	chr1	156522462	156522471	-	0.000	0.000	Merged-chr1-156522298-40
NR37848--MA0740.1.KLF14	chr2	168741429	168741442	+	0.000	0.000	Merged-chr2-168741453-11
NR46131--MA0039.3.KLF4	chr4	148444833	148444843	-	0.000	0.000	Merged-chr4-148444677-50
NR38435--MA0741.1.KLF16	chr3	9038479	9038489	+	0.000	0.000	Merged-chr3-9038464-31
NR12282--MA0599.1.KLF5	chr11	109347876	109347885	-	0.000	0.000	Merged-chr11-109347836-28
NR3239--MA0599.1.KLF5	chr1	164503621	164503630	-	0.000	0.000	Merged-chr1-164503488-46
NR51505--MA1107.1.KLF9	chr6	14900920	14900932	-	0.000	0.000	Merged-chr6-14901186-100
NR37200--MA1107.1.KLF9	chr2	157119289	157119301	-	0.000	0.000	Merged-chr2-157119108-55
NR38687--MA0741.1.KLF16	chr3	31145841	31145851	+	0.000	0.000	Merged-chr3-31145985-42
NR60970--MA0740.1.KLF14	chr8	70152708	70152721	-	0.000	0.000	Merged-chr8-70152708-31
NR37855--MA0742.1.Klf12	chr2	168742133	168742147	+	0.000	0.000	Merged-chr2-168742095-110
NR5665--MA0599.1.KLF5	chr10	59921135	59921144	-	0.000	0.000	Merged-chr10-59921087-38
NR7751--MA0741.1.KLF16	chr10	111583866	111583876	+	0.000	0.000	Merged-chr10-111584025-27
NR2936--MA1107.1.KLF9	chr1	156522400	156522412	-	0.000	0.000	Merged-chr1-156522298-40
NR3257--MA0599.1.KLF5	chr1	165091991	165092000	+	0.000	0.000	Merged-chr1-165091937-36
NR13769--MA0039.3.KLF4	chr12	69168546	69168556	+	0.000	0.000	Merged-chr12-69168736-61
NR31459--MA0741.1.KLF16	chr19	10689038	10689048	-	0.000	0.000	Merged-chr19-10688915-74
NR4502--MA0741.1.KLF16	chr1	191486771	191486781	-	0.000	0.000	Merged-chr1-191486758-12
NR67101--MA0740.1.KLF14	chrX	12160144	12160157	+	0.000	0.000	Merged-chrX-12160238-21
NR21432--MA1107.1.KLF9	chr15	36727837	36727849	+	0.000	0.000	Merged-chr15-36727812-56
NR10416--MA0599.1.KLF5	chr11	69766493	69766502	-	0.000	0.000	Merged-chr11-69766217-75
NR7425--MA0742.1.Klf12	chr10	96201380	96201394	-	0.000	0.000	Merged-chr10-96201472-66
NR4794--MA0493.1.Klf1	chr10	4632528	4632538	-	0.000	0.000	Merged-chr10-4632472-72
NR60558--MA0741.1.KLF16	chr8	40634823	40634833	-	0.000	0.000	Merged-chr8-40634821-50
NR6736--MA1107.1.KLF9	chr10	81247998	81248010	+	0.000	0.000	Merged-chr10-81248090-40
NR57937--MA1107.1.KLF9	chr7	102347590	102347602	+	0.000	0.000	Merged-chr7-102347477-20
NR28256--MA0493.1.Klf1	chr17	73246954	73246964	-	0.000	0.000	Merged-chr17-73247076-30
NR18664--MA0740.1.KLF14	chr14	18893806	18893819	+	0.000	0.000	Merged-chr14-18893829-80
NR9197--MA0657.1.KLF13	chr11	23124647	23124664	-	0.000	0.000	Merged-chr11-23124595-33
NR39389--MA1107.1.KLF9	chr3	84039282	84039294	+	0.000	0.000	Merged-chr3-84039248-13
