#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_dn.bed
NR14634--MA0493.1.Klf1	chr12	107963068	107963078	+	0.000	0.000	Merged-chr12-107963174-17
NR47327--MA1107.1.KLF9	chr5	97001786	97001798	+	0.000	0.000	Merged-chr5-97001719-9
NR16924--MA0741.1.KLF16	chr13	85505188	85505198	-	0.000	0.000	Merged-chr13-85505133-53
NR32896--MA0599.1.KLF5	chr2	25148103	25148112	+	0.000	0.000	Merged-chr2-25148103-14
NR5354--MA0741.1.KLF16	chr10	60126053	60126063	-	0.000	0.000	Merged-chr10-60126055-19
NR11733--MA0742.1.Klf12	chr11	106588293	106588307	+	0.000	0.000	Merged-chr11-106588217-44
NR17594--MA1107.1.KLF9	chr13	104937905	104937917	+	0.000	0.000	Merged-chr13-104937983-19
NR48491--MA0741.1.KLF16	chr5	122158193	122158203	+	0.000	0.000	Merged-chr5-122158258-63
NR27908--MA0741.1.KLF16	chr17	65954065	65954075	-	0.000	0.000	Merged-chr17-65954196-36
NR22175--MA0742.1.Klf12	chr15	81872354	81872368	+	0.000	0.000	Merged-chr15-81872198-88
NR47467--MA0599.1.KLF5	chr5	100872343	100872352	-	0.000	0.000	Merged-chr5-100872198-32
NR2920--MA0039.3.KLF4	chr1	162565218	162565228	+	0.000	0.000	Merged-chr1-162565187-22
NR3795--MA0039.3.KLF4	chr1	182520236	182520246	+	0.000	0.000	Merged-chr1-182520243-48
NR47252--MA0599.1.KLF5	chr5	93137077	93137086	+	0.000	0.000	Merged-chr5-93137054-42
NR19892--MA0657.1.KLF13	chr14	86744691	86744708	-	0.000	0.000	Merged-chr14-86744622-36
NR32739--MA0493.1.Klf1	chr2	18307617	18307627	+	0.000	0.000	Merged-chr2-18307843-60
NR10994--MA0741.1.KLF16	chr11	96464579	96464589	+	0.000	0.000	Merged-chr11-96464548-48
NR46376--MA1107.1.KLF9	chr5	36590897	36590909	+	0.000	0.000	Merged-chr5-36590712-21
NR9218--MA0740.1.KLF14	chr11	51969135	51969148	+	0.000	0.000	Merged-chr11-51969067-31
NR24098--MA0741.1.KLF16	chr16	24629362	24629372	+	0.000	0.000	Merged-chr16-24629525-45
NR29631--MA0741.1.KLF16	chr18	56441048	56441058	-	0.000	0.000	Merged-chr18-56441033-15
NR30074--MA0741.1.KLF16	chr18	69196485	69196495	+	0.000	0.000	Merged-chr18-69196479-70
NR13021--MA0599.1.KLF5	chr12	25216881	25216890	-	0.000	0.000	Merged-chr12-25216883-29
NR64145--MA1107.1.KLF9	chr9	96754665	96754677	-	0.000	0.000	Merged-chr9-96754558-43
NR33413--MA0599.1.KLF5	chr2	32381918	32381927	+	0.000	0.000	Merged-chr2-32381893-56
NR43439--MA0599.1.KLF5	chr4	122826886	122826895	+	0.000	0.000	Merged-chr4-122826934-6
NR47340--MA0039.3.KLF4	chr5	97964566	97964576	-	0.000	0.000	Merged-chr5-97964675-19
NR6837--MA1107.1.KLF9	chr10	95193991	95194003	-	0.000	0.000	Merged-chr10-95194130-23
NR1513--MA1107.1.KLF9	chr1	97613886	97613898	+	0.000	0.000	Merged-chr1-97613912-17
NR36756--MA0657.1.KLF13	chr2	164913580	164913597	-	0.000	0.000	Merged-chr2-164913622-30
NR60215--MA0039.3.KLF4	chr8	88592925	88592935	-	0.000	0.000	Merged-chr8-88592850-20
NR13014--MA0657.1.KLF13	chr12	25155524	25155541	-	0.000	0.000	Merged-chr12-25155613-40
NR31126--MA0599.1.KLF5	chr19	10979879	10979888	+	0.000	0.000	Merged-chr19-10979908-59
NR42407--MA0741.1.KLF16	chr4	59331081	59331091	+	0.000	0.000	Merged-chr4-59331068-10
NR22100--MA0740.1.KLF14	chr15	80978051	80978064	+	0.000	0.000	Merged-chr15-80977860-41
NR8327--MA0039.3.KLF4	chr11	3703862	3703872	-	0.000	0.000	Merged-chr11-3703654-26
NR13020--MA1107.1.KLF9	chr12	25155528	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR17600--MA0599.1.KLF5	chr13	104937972	104937981	-	0.000	0.000	Merged-chr13-104937983-19
NR53229--MA0741.1.KLF16	chr6	134947490	134947500	-	0.000	0.000	Merged-chr6-134947319-51
NR56626--MA1107.1.KLF9	chr7	101466456	101466468	-	0.000	0.000	Merged-chr7-101466620-78
NR29559--MA0493.1.Klf1	chr18	53817618	53817628	+	0.000	0.000	Merged-chr18-53817599-8
NR32903--MA0742.1.Klf12	chr2	25148131	25148145	+	0.000	0.000	Merged-chr2-25148103-14
NR10562--MA0599.1.KLF5	chr11	86580724	86580733	+	0.000	0.000	Merged-chr11-86580662-12
NR10721--MA0741.1.KLF16	chr11	88718626	88718636	-	0.000	0.000	Merged-chr11-88718407-109
NR61874--MA0742.1.Klf12	chr9	21184068	21184082	-	0.000	0.000	Merged-chr9-21183984-52
NR38754--MA1107.1.KLF9	chr3	87840992	87841004	+	0.000	0.000	Merged-chr3-87841057-16
NR32592--MA0599.1.KLF5	chr2	9878647	9878656	-	0.000	0.000	Merged-chr2-9878722-80
NR19331--MA1107.1.KLF9	chr14	60736371	60736383	-	0.000	0.000	Merged-chr14-60736285-1
NR65953--MA0741.1.KLF16	chrX	48147981	48147991	+	0.000	0.000	Merged-chrX-48147927-58
NR11938--MA0493.1.Klf1	chr11	110911214	110911224	+	0.000	0.000	Merged-chr11-110911126-2
NR48490--MA0599.1.KLF5	chr5	122158193	122158202	+	0.000	0.000	Merged-chr5-122158258-63
NR9220--MA0039.3.KLF4	chr11	51969137	51969147	+	0.000	0.000	Merged-chr11-51969067-31
NR62694--MA0742.1.Klf12	chr9	53328540	53328554	-	0.000	0.000	Merged-chr9-53328523-30
NR58228--MA0039.3.KLF4	chr7	141316207	141316217	-	0.000	0.000	Merged-chr7-141316131-26
NR64075--MA0599.1.KLF5	chr9	95120274	95120283	-	0.000	0.000	Merged-chr9-95120288-34
NR59574--MA0493.1.Klf1	chr8	70172300	70172310	+	0.000	0.000	Merged-chr8-70172374-46
NR47247--MA1107.1.KLF9	chr5	93115656	93115668	-	0.000	0.000	Merged-chr5-93115776-9
NR46870--MA0599.1.KLF5	chr5	73206407	73206416	-	0.000	0.000	Merged-chr5-73206518-35
NR46175--MA1107.1.KLF9	chr5	33468918	33468930	+	0.000	0.000	Merged-chr5-33468852-15
NR35292--MA1107.1.KLF9	chr2	122356421	122356433	-	0.000	0.000	Merged-chr2-122356412-11
NR23293--MA0493.1.Klf1	chr15	101241093	101241103	+	0.000	0.000	Merged-chr15-101241005-42
NR51844--MA0740.1.KLF14	chr6	88832788	88832801	-	0.000	0.000	Merged-chr6-88832926-25
NR24467--MA0039.3.KLF4	chr16	44362193	44362203	+	0.000	0.000	Merged-chr16-44362356-45
NR17062--MA1107.1.KLF9	chr13	93990567	93990579	+	0.000	0.000	Merged-chr13-93990352-84
NR18705--MA0741.1.KLF16	chr14	31684575	31684585	-	0.000	0.000	Merged-chr14-31684671-64
NR1321--MA1107.1.KLF9	chr1	87847238	87847250	-	0.000	0.000	Merged-chr1-87847290-68
NR49883--MA0039.3.KLF4	chr5	143976916	143976926	-	0.000	0.000	Merged-chr5-143976902-14
NR55597--MA0741.1.KLF16	chr7	47095183	47095193	-	0.000	0.000	Merged-chr7-47095108-11
NR48496--MA0741.1.KLF16	chr5	122158215	122158225	+	0.000	0.000	Merged-chr5-122158258-63
NR15573--MA0599.1.KLF5	chr13	23739621	23739630	-	0.000	0.000	Merged-chr13-23739426-131
NR15555--MA0742.1.Klf12	chr13	23551380	23551394	+	0.000	0.000	Merged-chr13-23551555-61
NR6869--MA1107.1.KLF9	chr10	96118230	96118242	-	0.000	0.000	Merged-chr10-96118246-10
NR58831--MA0741.1.KLF16	chr8	25578424	25578434	+	0.000	0.000	Merged-chr8-25578502-39
NR48082--MA0741.1.KLF16	chr5	114667637	114667647	-	0.000	0.000	Merged-chr5-114667670-56
NR63230--MA0657.1.KLF13	chr9	65587080	65587097	+	0.000	0.000	Merged-chr9-65587090-27
NR54600--MA0741.1.KLF16	chr7	19665038	19665048	+	0.000	0.000	Merged-chr7-19665223-91
NR55596--MA0599.1.KLF5	chr7	47095181	47095190	-	0.000	0.000	Merged-chr7-47095108-11
NR56532--MA0741.1.KLF16	chr7	99152957	99152967	-	0.000	0.000	Merged-chr7-99152763-21
NR30072--MA0493.1.Klf1	chr18	69196479	69196489	+	0.000	0.000	Merged-chr18-69196479-70
NR29930--MA0039.3.KLF4	chr18	66442058	66442068	+	0.000	0.000	Merged-chr18-66442128-39
NR17606--MA0741.1.KLF16	chr13	104937971	104937981	-	0.000	0.000	Merged-chr13-104937983-19
NR22996--MA0493.1.Klf1	chr15	98907988	98907998	+	0.000	0.000	Merged-chr15-98907951-8
NR47844--MA0599.1.KLF5	chr5	112239641	112239650	-	0.000	0.000	Merged-chr5-112239781-12
NR4601--MA0599.1.KLF5	chr10	12929353	12929362	-	0.000	0.000	Merged-chr10-12929241-10
NR14231--MA0039.3.KLF4	chr12	100480788	100480798	+	0.000	0.000	Merged-chr12-100480598-53
NR19506--MA0740.1.KLF14	chr14	67951870	67951883	+	0.000	0.000	Merged-chr14-67951902-1
NR44443--MA0039.3.KLF4	chr4	138033650	138033660	-	0.000	0.000	Merged-chr4-138033707-13
NR46629--MA0599.1.KLF5	chr5	64102922	64102931	+	0.000	0.000	Merged-chr5-64102781-33
NR61172--MA0741.1.KLF16	chr8	121898640	121898650	-	0.000	0.000	Merged-chr8-121898554-47
NR1317--MA1107.1.KLF9	chr1	87847230	87847242	-	0.000	0.000	Merged-chr1-87847290-68
NR53854--MA1107.1.KLF9	chr6	145135517	145135529	+	0.000	0.000	Merged-chr6-145135361-11
NR12836--MA0493.1.Klf1	chr12	15811849	15811859	+	0.000	0.000	Merged-chr12-15811908-21
NR22995--MA0039.3.KLF4	chr15	98907990	98908000	+	0.000	0.000	Merged-chr15-98907951-8
NR18913--MA0039.3.KLF4	chr14	47533727	47533737	-	0.000	0.000	Merged-chr14-47533897-41
NR60570--MA0741.1.KLF16	chr8	106007468	106007478	-	0.000	0.000	Merged-chr8-106007407-44
NR37361--MA0493.1.Klf1	chr2	173048184	173048194	+	0.000	0.000	Merged-chr2-173048246-44
NR63232--MA0741.1.KLF16	chr9	65587082	65587092	+	0.000	0.000	Merged-chr9-65587090-27
NR57869--MA1107.1.KLF9	chr7	135669496	135669508	+	0.000	0.000	Merged-chr7-135669447-32
NR61163--MA1107.1.KLF9	chr8	121848642	121848654	-	0.000	0.000	Merged-chr8-121848691-8
NR14272--MA0741.1.KLF16	chr12	100986998	100987008	-	0.000	0.000	Merged-chr12-100986861-13
NR13846--MA0599.1.KLF5	chr12	82251539	82251548	-	0.000	0.000	Merged-chr12-82251542-24
NR8973--MA1107.1.KLF9	chr11	34782601	34782613	-	0.000	0.000	Merged-chr11-34782610-2
NR47024--MA0742.1.Klf12	chr5	77092712	77092726	+	0.000	0.000	Merged-chr5-77092743-13
NR802--MA0741.1.KLF16	chr1	59923442	59923452	-	0.000	0.000	Merged-chr1-59923331-34
NR15456--MA1107.1.KLF9	chr13	13531063	13531075	-	0.000	0.000	Merged-chr13-13531086-27
NR51845--MA0657.1.KLF13	chr6	88832785	88832802	-	0.000	0.000	Merged-chr6-88832926-25
NR47861--MA1107.1.KLF9	chr5	112239789	112239801	-	0.000	0.000	Merged-chr5-112239781-12
NR5154--MA0599.1.KLF5	chr10	44447652	44447661	-	0.000	0.000	Merged-chr10-44447590-6
NR52582--MA0599.1.KLF5	chr6	119199126	119199135	+	0.000	0.000	Merged-chr6-119199024-52
NR9992--MA0741.1.KLF16	chr11	70622584	70622594	-	0.000	0.000	Merged-chr11-70622499-26
NR37028--MA0740.1.KLF14	chr2	167932242	167932255	+	0.000	0.000	Merged-chr2-167932380-64
NR32906--MA0493.1.Klf1	chr2	25148131	25148141	+	0.000	0.000	Merged-chr2-25148103-14
NR43709--MA0599.1.KLF5	chr4	129189733	129189742	+	0.000	0.000	Merged-chr4-129189596-96
NR61169--MA0599.1.KLF5	chr8	121898641	121898650	-	0.000	0.000	Merged-chr8-121898554-47
NR33556--MA0039.3.KLF4	chr2	34494410	34494420	+	0.000	0.000	Merged-chr2-34494375-14
NR5142--MA0741.1.KLF16	chr10	44368931	44368941	-	0.000	0.000	Merged-chr10-44368737-26
NR48495--MA0493.1.Klf1	chr5	122158214	122158224	+	0.000	0.000	Merged-chr5-122158258-63
NR64074--MA0742.1.Klf12	chr9	95120270	95120284	-	0.000	0.000	Merged-chr9-95120288-34
NR66399--MA0599.1.KLF5	chrX	101222206	101222215	+	0.000	0.000	Merged-chrX-101222420-75
NR17994--MA1107.1.KLF9	chr13	113556697	113556709	+	0.000	0.000	Merged-chr13-113556743-10
NR51250--MA0493.1.Klf1	chr6	54775930	54775940	-	0.000	0.000	Merged-chr6-54775842-27
NR47028--MA0741.1.KLF16	chr5	77092713	77092723	+	0.000	0.000	Merged-chr5-77092743-13
NR22174--MA0740.1.KLF14	chr15	81872354	81872367	+	0.000	0.000	Merged-chr15-81872198-88
NR39327--MA0599.1.KLF5	chr3	101570947	101570956	+	0.000	0.000	Merged-chr3-101570775-35
NR40667--MA0742.1.Klf12	chr3	139245434	139245448	+	0.000	0.000	Merged-chr3-139245505-16
NR10124--MA0493.1.Klf1	chr11	74925821	74925831	-	0.000	0.000	Merged-chr11-74926072-90
NR50828--MA0599.1.KLF5	chr6	38551382	38551391	-	0.000	0.000	Merged-chr6-38551188-3
NR67040--MA1107.1.KLF9	chrX	169973435	169973447	+	0.000	0.000	Merged-chrX-169973362-71
NR61303--MA0657.1.KLF13	chr8	123341732	123341749	+	0.000	0.000	Merged-chr8-123341706-13
NR1338--MA0741.1.KLF16	chr1	88267860	88267870	+	0.000	0.000	Merged-chr1-88267879-42
NR58836--MA0741.1.KLF16	chr8	25578493	25578503	-	0.000	0.000	Merged-chr8-25578502-39
NR19248--MA0493.1.Klf1	chr14	57769261	57769271	-	0.000	0.000	Merged-chr14-57769251-39
NR8321--MA0599.1.KLF5	chr11	3703671	3703680	+	0.000	0.000	Merged-chr11-3703654-26
NR52578--MA0599.1.KLF5	chr6	119199105	119199114	+	0.000	0.000	Merged-chr6-119199024-52
NR27390--MA0599.1.KLF5	chr17	46857293	46857302	+	0.000	0.000	Merged-chr17-46857309-105
NR33911--MA0493.1.Klf1	chr2	60165924	60165934	+	0.000	0.000	Merged-chr2-60166003-27
NR64224--MA0599.1.KLF5	chr9	99699921	99699930	-	0.000	0.000	Merged-chr9-99699985-12
NR19793--MA0740.1.KLF14	chr14	77848568	77848581	-	0.000	0.000	Merged-chr14-77848610-6
NR66077--MA0599.1.KLF5	chrX	59606790	59606799	-	0.000	0.000	Merged-chrX-59606669-18
NR54172--MA0741.1.KLF16	chr7	4777060	4777070	-	0.000	0.000	Merged-chr7-4777194-35
NR46691--MA1107.1.KLF9	chr5	64841072	64841084	+	0.000	0.000	Merged-chr5-64840917-11
NR44239--MA0493.1.Klf1	chr4	135475596	135475606	+	0.000	0.000	Merged-chr4-135475652-18
NR21396--MA1107.1.KLF9	chr15	60120084	60120096	-	0.000	0.000	Merged-chr15-60120172-38
NR46373--MA0741.1.KLF16	chr5	36590904	36590914	+	0.000	0.000	Merged-chr5-36590712-21
NR15246--MA0741.1.KLF16	chr12	118411983	118411993	+	0.000	0.000	Merged-chr12-118411992-13
NR8634--MA0493.1.Klf1	chr11	16987918	16987928	+	0.000	0.000	Merged-chr11-16987963-24
NR19697--MA0740.1.KLF14	chr14	75069086	75069099	+	0.000	0.000	Merged-chr14-75069229-133
NR28877--MA0039.3.KLF4	chr18	7869135	7869145	-	0.000	0.000	Merged-chr18-7869140-116
NR55058--MA0741.1.KLF16	chr7	29906111	29906121	-	0.000	0.000	Merged-chr7-29906235-59
NR48083--MA1107.1.KLF9	chr5	114667636	114667648	-	0.000	0.000	Merged-chr5-114667670-56
NR19247--MA0742.1.Klf12	chr14	57769257	57769271	-	0.000	0.000	Merged-chr14-57769251-39
NR49286--MA0599.1.KLF5	chr5	136147189	136147198	+	0.000	0.000	Merged-chr5-136147048-39
NR62460--MA0741.1.KLF16	chr9	44361643	44361653	+	0.000	0.000	Merged-chr9-44361748-43
NR9113--MA0741.1.KLF16	chr11	49100590	49100600	-	0.000	0.000	Merged-chr11-49100506-9
NR47849--MA0493.1.Klf1	chr5	112239641	112239651	-	0.000	0.000	Merged-chr5-112239781-12
NR16576--MA0741.1.KLF16	chr13	65070138	65070148	+	0.000	0.000	Merged-chr13-65070187-24
NR14350--MA0657.1.KLF13	chr12	102725251	102725268	+	0.000	0.000	Merged-chr12-102725313-9
NR903--MA0741.1.KLF16	chr1	66897061	66897071	+	0.000	0.000	Merged-chr1-66897217-4
NR31790--MA0741.1.KLF16	chr19	43509686	43509696	+	0.000	0.000	Merged-chr19-43509487-13
NR51044--MA1107.1.KLF9	chr6	48693968	48693980	-	0.000	0.000	Merged-chr6-48693973-35
NR61089--MA0599.1.KLF5	chr8	120668133	120668142	+	0.000	0.000	Merged-chr8-120668120-83
NR24634--MA0039.3.KLF4	chr16	55924218	55924228	+	0.000	0.000	Merged-chr16-55924140-18
NR10613--MA0599.1.KLF5	chr11	87595530	87595539	-	0.000	0.000	Merged-chr11-87595611-9
NR44040--MA0741.1.KLF16	chr4	133813345	133813355	-	0.000	0.000	Merged-chr4-133813291-1
NR9222--MA0741.1.KLF16	chr11	51969136	51969146	+	0.000	0.000	Merged-chr11-51969067-31
NR65444--MA0599.1.KLF5	chr9	121881090	121881099	-	0.000	0.000	Merged-chr9-121881048-26
NR22137--MA1107.1.KLF9	chr15	81510652	81510664	-	0.000	0.000	Merged-chr15-81510764-17
NR47857--MA0039.3.KLF4	chr5	112239780	112239790	-	0.000	0.000	Merged-chr5-112239781-12
NR14631--MA1107.1.KLF9	chr12	107961289	107961301	+	0.000	0.000	Merged-chr12-107961222-28
NR63017--MA1107.1.KLF9	chr9	61619052	61619064	+	0.000	0.000	Merged-chr9-61618943-7
NR30789--MA1107.1.KLF9	chr19	4943122	4943134	+	0.000	0.000	Merged-chr19-4942974-44
NR21931--MA0740.1.KLF14	chr15	78926666	78926679	-	0.000	0.000	Merged-chr15-78926468-45
NR48630--MA0493.1.Klf1	chr5	124075988	124075998	-	0.000	0.000	Merged-chr5-124075936-23
NR53103--MA1107.1.KLF9	chr6	131404379	131404391	-	0.000	0.000	Merged-chr6-131404505-15
NR9997--MA0741.1.KLF16	chr11	70622674	70622684	+	0.000	0.000	Merged-chr11-70622499-26
NR1064--MA0599.1.KLF5	chr1	75213253	75213262	-	0.000	0.000	Merged-chr1-75213327-22
NR6830--MA1107.1.KLF9	chr10	95009351	95009363	-	0.000	0.000	Merged-chr10-95009173-43
NR56625--MA0741.1.KLF16	chr7	101466457	101466467	-	0.000	0.000	Merged-chr7-101466620-78
NR61090--MA0741.1.KLF16	chr8	120668133	120668143	+	0.000	0.000	Merged-chr8-120668120-83
NR47590--MA0599.1.KLF5	chr5	105649550	105649559	+	0.000	0.000	Merged-chr5-105649431-102
NR14632--MA0742.1.Klf12	chr12	107963068	107963082	+	0.000	0.000	Merged-chr12-107963174-17
NR31526--MA0493.1.Klf1	chr19	32957100	32957110	+	0.000	0.000	Merged-chr19-32957163-34
NR47419--MA1107.1.KLF9	chr5	100485641	100485653	-	0.000	0.000	Merged-chr5-100485645-6
NR65775--MA0493.1.Klf1	chrX	13552351	13552361	-	0.000	0.000	Merged-chrX-13552455-23
NR29121--MA0740.1.KLF14	chr18	32939285	32939298	-	0.000	0.000	Merged-chr18-32939306-98
NR2266--MA0599.1.KLF5	chr1	138180319	138180328	-	0.000	0.000	Merged-chr1-138180262-18
NR17592--MA1107.1.KLF9	chr13	104937901	104937913	+	0.000	0.000	Merged-chr13-104937983-19
NR43753--MA0039.3.KLF4	chr4	129571818	129571828	-	0.000	0.000	Merged-chr4-129571823-22
NR67167--MA0493.1.Klf1	chrY	90799070	90799080	-	0.000	0.000	Merged-chrY-90799205-23
NR66418--MA0599.1.KLF5	chrX	102061021	102061030	+	0.000	0.000	Merged-chrX-102061073-12
NR58030--MA0599.1.KLF5	chr7	139295866	139295875	-	0.000	0.000	Merged-chr7-139295944-32
NR19698--MA0657.1.KLF13	chr14	75069085	75069102	+	0.000	0.000	Merged-chr14-75069229-133
NR27100--MA0742.1.Klf12	chr17	35997915	35997929	-	0.000	0.000	Merged-chr17-35997756-9
NR6178--MA0599.1.KLF5	chr10	80576580	80576589	+	0.000	0.000	Merged-chr10-80576663-4
NR6838--MA0740.1.KLF14	chr10	95195750	95195763	+	0.000	0.000	Merged-chr10-95195945-40
NR1502--MA1107.1.KLF9	chr1	95674260	95674272	-	0.000	0.000	Merged-chr1-95674241-20
NR48522--MA0039.3.KLF4	chr5	122430274	122430284	+	0.000	0.000	Merged-chr5-122430278-22
NR30118--MA1107.1.KLF9	chr18	70462745	70462757	+	0.000	0.000	Merged-chr18-70462917-22
NR17598--MA0599.1.KLF5	chr13	104937960	104937969	-	0.000	0.000	Merged-chr13-104937983-19
NR52497--MA0741.1.KLF16	chr6	115972939	115972949	-	0.000	0.000	Merged-chr6-115972922-11
NR30024--MA1107.1.KLF9	chr18	67882879	67882891	+	0.000	0.000	Merged-chr18-67882933-18
NR8008--MA0740.1.KLF14	chr10	127165731	127165744	-	0.000	0.000	Merged-chr10-127165637-94
NR51090--MA0493.1.Klf1	chr6	50394125	50394135	-	0.000	0.000	Merged-chr6-50394261-50
NR9215--MA0599.1.KLF5	chr11	51898828	51898837	-	0.000	0.000	Merged-chr11-51898870-27
NR14771--MA0493.1.Klf1	chr12	110500282	110500292	+	0.000	0.000	Merged-chr12-110500249-7
NR1955--MA0493.1.Klf1	chr1	131000512	131000522	+	0.000	0.000	Merged-chr1-131000577-8
NR51525--MA0599.1.KLF5	chr6	72410875	72410884	+	0.000	0.000	Merged-chr6-72410796-13
NR42140--MA1107.1.KLF9	chr4	46564121	46564133	-	0.000	0.000	Merged-chr4-46564109-30
NR23842--MA0599.1.KLF5	chr16	17177860	17177869	+	0.000	0.000	Merged-chr16-17177816-6
NR56615--MA1107.1.KLF9	chr7	101341609	101341621	-	0.000	0.000	Merged-chr7-101341598-26
NR731--MA1107.1.KLF9	chr1	58303841	58303853	-	0.000	0.000	Merged-chr1-58304012-69
NR908--MA0741.1.KLF16	chr1	66897066	66897076	+	0.000	0.000	Merged-chr1-66897217-4
NR9876--MA0039.3.KLF4	chr11	69581605	69581615	-	0.000	0.000	Merged-chr11-69581385-45
NR11247--MA0742.1.Klf12	chr11	99012467	99012481	-	0.000	0.000	Merged-chr11-99012536-12
NR44442--MA0599.1.KLF5	chr4	138033652	138033661	-	0.000	0.000	Merged-chr4-138033707-13
NR49532--MA1107.1.KLF9	chr5	139290672	139290684	+	0.000	0.000	Merged-chr5-139290875-38
NR60147--MA0740.1.KLF14	chr8	85026760	85026773	+	0.000	0.000	Merged-chr8-85026917-48
NR1954--MA0039.3.KLF4	chr1	131000514	131000524	+	0.000	0.000	Merged-chr1-131000577-8
NR19441--MA1107.1.KLF9	chr14	64628281	64628293	-	0.000	0.000	Merged-chr14-64628307-21
NR46286--MA0599.1.KLF5	chr5	35786170	35786179	+	0.000	0.000	Merged-chr5-35786047-15
NR60357--MA1107.1.KLF9	chr8	94447718	94447730	-	0.000	0.000	Merged-chr8-94447653-43
NR18703--MA0741.1.KLF16	chr14	31684573	31684583	-	0.000	0.000	Merged-chr14-31684671-64
NR67168--MA0741.1.KLF16	chrY	90799069	90799079	-	0.000	0.000	Merged-chrY-90799205-23
NR22994--MA0599.1.KLF5	chr15	98908007	98908016	+	0.000	0.000	Merged-chr15-98907951-8
NR19509--MA0493.1.Klf1	chr14	67951870	67951880	+	0.000	0.000	Merged-chr14-67951902-1
NR23027--MA0493.1.Klf1	chr15	99224539	99224549	-	0.000	0.000	Merged-chr15-99224455-41
NR11044--MA0740.1.KLF14	chr11	97104199	97104212	+	0.000	0.000	Merged-chr11-97104187-33
NR35290--MA1107.1.KLF9	chr2	122356417	122356429	-	0.000	0.000	Merged-chr2-122356412-11
NR46379--MA1107.1.KLF9	chr5	36590915	36590927	+	0.000	0.000	Merged-chr5-36590712-21
NR56885--MA0599.1.KLF5	chr7	110237644	110237653	+	0.000	0.000	Merged-chr7-110237722-33
NR11198--MA0599.1.KLF5	chr11	98795083	98795092	+	0.000	0.000	Merged-chr11-98795114-80
NR65135--MA1107.1.KLF9	chr9	118059292	118059304	+	0.000	0.000	Merged-chr9-118059304-13
NR1310--MA1107.1.KLF9	chr1	87847216	87847228	-	0.000	0.000	Merged-chr1-87847290-68
NR54598--MA0599.1.KLF5	chr7	19665038	19665047	+	0.000	0.000	Merged-chr7-19665223-91
NR11708--MA0493.1.Klf1	chr11	106216942	106216952	+	0.000	0.000	Merged-chr11-106216790-91
NR10997--MA0741.1.KLF16	chr11	96464582	96464592	+	0.000	0.000	Merged-chr11-96464548-48
NR49872--MA0039.3.KLF4	chr5	143975136	143975146	+	0.000	0.000	Merged-chr5-143975077-1
NR29122--MA0039.3.KLF4	chr18	32939286	32939296	-	0.000	0.000	Merged-chr18-32939306-98
NR23295--MA1107.1.KLF9	chr15	101241093	101241105	+	0.000	0.000	Merged-chr15-101241005-42
NR2047--MA0493.1.Klf1	chr1	133159465	133159475	+	0.000	0.000	Merged-chr1-133159409-33
NR43329--MA1107.1.KLF9	chr4	120053626	120053638	-	0.000	0.000	Merged-chr4-120053646-59
NR9676--MA0493.1.Klf1	chr11	61762196	61762206	-	0.000	0.000	Merged-chr11-61762062-61
NR42139--MA0741.1.KLF16	chr4	46564122	46564132	-	0.000	0.000	Merged-chr4-46564109-30
NR19330--MA0493.1.Klf1	chr14	60736373	60736383	-	0.000	0.000	Merged-chr14-60736285-1
NR48484--MA0599.1.KLF5	chr5	122158167	122158176	+	0.000	0.000	Merged-chr5-122158258-63
NR27619--MA1107.1.KLF9	chr17	56251522	56251534	-	0.000	0.000	Merged-chr17-56251499-39
NR17057--MA0599.1.KLF5	chr13	93990393	93990402	-	0.000	0.000	Merged-chr13-93990352-84
NR4599--MA0599.1.KLF5	chr10	12929334	12929343	+	0.000	0.000	Merged-chr10-12929241-10
NR33629--MA0741.1.KLF16	chr2	35448826	35448836	-	0.000	0.000	Merged-chr2-35448714-11
NR36757--MA0742.1.Klf12	chr2	164913582	164913596	-	0.000	0.000	Merged-chr2-164913622-30
NR13015--MA0742.1.Klf12	chr12	25155526	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR5353--MA0599.1.KLF5	chr10	60126054	60126063	-	0.000	0.000	Merged-chr10-60126055-19
NR31806--MA0741.1.KLF16	chr19	44135698	44135708	+	0.000	0.000	Merged-chr19-44135703-55
NR57871--MA1107.1.KLF9	chr7	135669500	135669512	+	0.000	0.000	Merged-chr7-135669447-32
NR55800--MA0599.1.KLF5	chr7	64048785	64048794	-	0.000	0.000	Merged-chr7-64048843-48
NR15418--MA1107.1.KLF9	chr13	12499358	12499370	-	0.000	0.000	Merged-chr13-12499306-22
NR42724--MA0599.1.KLF5	chr4	97871746	97871755	+	0.000	0.000	Merged-chr4-97871840-30
NR46174--MA0493.1.Klf1	chr5	33468918	33468928	+	0.000	0.000	Merged-chr5-33468852-15
