#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Tcf7/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_up.bed
NR5675--MA0523.1.TCF7L2	chr3	100475244	100475257	+	0.000	0.000	Merged-chr3-100475201-27
NR6057--MA0523.1.TCF7L2	chr4	11610155	11610168	+	0.000	0.000	Merged-chr4-11610147-18
NR1727--MA1421.1.TCF7L1	chr12	25601141	25601152	-	0.000	0.000	Merged-chr12-25601123-16
NR3282--MA0523.1.TCF7L2	chr15	91619664	91619677	-	0.000	0.000	Merged-chr15-91619613-11
NR936--MA0523.1.TCF7L2	chr10	60161063	60161076	-	0.000	0.000	Merged-chr10-60161046-15
NR396--MA0769.1.Tcf7	chr1	135807886	135807897	-	0.000	0.000	Merged-chr1-135807785-37
NR4664--MA1421.1.TCF7L1	chr2	38068469	38068480	+	0.000	0.000	Merged-chr2-38068550-14
NR4889--MA0769.1.Tcf7	chr2	84016489	84016500	-	0.000	0.000	Merged-chr2-84016424-23
NR900--MA1421.1.TCF7L1	chr10	54255357	54255368	+	0.000	0.000	Merged-chr10-54255218-57
NR6715--MA0769.1.Tcf7	chr5	74132917	74132928	-	0.000	0.000	Merged-chr5-74132835-25
NR2218--MA0523.1.TCF7L2	chr13	31107794	31107807	-	0.000	0.000	Merged-chr13-31107608-9
NR4195--MA1421.1.TCF7L1	chr18	65016107	65016118	-	0.000	0.000	Merged-chr18-65016159-16
NR1367--MA0523.1.TCF7L2	chr11	34043007	34043020	+	0.000	0.000	Merged-chr11-34043059-39
NR3911--MA0769.1.Tcf7	chr17	65740462	65740473	-	0.000	0.000	Merged-chr17-65740416-17
NR4773--MA0523.1.TCF7L2	chr2	59332460	59332473	-	0.000	0.000	Merged-chr2-59332590-12
NR998--MA1421.1.TCF7L1	chr10	75417807	75417818	+	0.000	0.000	Merged-chr10-75417748-37
NR673--MA0523.1.TCF7L2	chr1	184197639	184197652	-	0.000	0.000	Merged-chr1-184197455-33
NR3160--MA1421.1.TCF7L1	chr15	58750194	58750205	-	0.000	0.000	Merged-chr15-58750240-28
NR5764--MA0769.1.Tcf7	chr3	115897972	115897983	-	0.000	0.000	Merged-chr3-115897908-5
NR7344--MA1421.1.TCF7L1	chr6	94681555	94681566	+	0.000	0.000	Merged-chr6-94681460-83
NR4692--MA0769.1.Tcf7	chr2	44557374	44557385	+	0.000	0.000	Merged-chr2-44557255-38
NR64--MA0523.1.TCF7L2	chr1	36910447	36910460	+	0.000	0.000	Merged-chr1-36910479-15
NR5589--MA0523.1.TCF7L2	chr3	81489541	81489554	-	0.000	0.000	Merged-chr3-81489616-14
NR3806--MA1421.1.TCF7L1	chr17	29552552	29552563	-	0.000	0.000	Merged-chr17-29552502-38
NR5686--MA1421.1.TCF7L1	chr3	101029429	101029440	+	0.000	0.000	Merged-chr3-101029545-28
NR3262--MA0769.1.Tcf7	chr15	85792256	85792267	-	0.000	0.000	Merged-chr15-85792290-2
NR620--MA0769.1.Tcf7	chr1	179025496	179025507	-	0.000	0.000	Merged-chr1-179025362-29
NR2630--MA0523.1.TCF7L2	chr14	15273331	15273344	-	0.000	0.000	Merged-chr14-15273135-43
NR2294--MA0523.1.TCF7L2	chr13	52617347	52617360	+	0.000	0.000	Merged-chr13-52617361-10
NR6743--MA1421.1.TCF7L1	chr5	89900166	89900177	-	0.000	0.000	Merged-chr5-89900078-10
NR8835--MA1421.1.TCF7L1	chr9	90199249	90199260	+	0.000	0.000	Merged-chr9-90199244-4
NR6575--MA1421.1.TCF7L1	chr5	23610829	23610840	+	0.000	0.000	Merged-chr5-23610857-14
NR8510--MA0523.1.TCF7L2	chr8	128788554	128788567	-	0.000	0.000	Merged-chr8-128788432-17
NR1920--MA1421.1.TCF7L1	chr12	82187507	82187518	-	0.000	0.000	Merged-chr12-82187311-20
NR3351--MA0523.1.TCF7L2	chr16	4913139	4913152	-	0.000	0.000	Merged-chr16-4913166-6
NR4129--MA0523.1.TCF7L2	chr18	49721796	49721809	+	0.000	0.000	Merged-chr18-49721855-41
NR5536--MA0769.1.Tcf7	chr3	67033638	67033649	+	0.000	0.000	Merged-chr3-67033715-15
NR4804--MA0523.1.TCF7L2	chr2	65421992	65422005	+	0.000	0.000	Merged-chr2-65422005-11
NR1002--MA0523.1.TCF7L2	chr10	75417902	75417915	-	0.000	0.000	Merged-chr10-75417748-37
NR2056--MA0769.1.Tcf7	chr12	110759264	110759275	-	0.000	0.000	Merged-chr12-110759192-38
NR1788--MA0523.1.TCF7L2	chr12	41167987	41168000	-	0.000	0.000	Merged-chr12-41167989-46
NR51--MA0523.1.TCF7L2	chr1	35580595	35580608	-	0.000	0.000	Merged-chr1-35580626-34
NR4432--MA1421.1.TCF7L1	chr19	36478299	36478310	+	0.000	0.000	Merged-chr19-36478148-8
NR9121--MA0769.1.Tcf7	chrX	100789554	100789565	-	0.000	0.000	Merged-chrX-100789555-32
NR8982--MA0523.1.TCF7L2	chr9	118285729	118285742	-	0.000	0.000	Merged-chr9-118285683-37
NR8220--MA1421.1.TCF7L1	chr8	41334274	41334285	-	0.000	0.000	Merged-chr8-41334366-24
NR3132--MA0523.1.TCF7L2	chr15	50694282	50694295	-	0.000	0.000	Merged-chr15-50694314-20
NR8255--MA0769.1.Tcf7	chr8	61234469	61234480	-	0.000	0.000	Merged-chr8-61234542-15
NR1232--MA1421.1.TCF7L1	chr10	117660059	117660070	-	0.000	0.000	Merged-chr10-117659981-30
NR1772--MA0769.1.Tcf7	chr12	35999207	35999218	+	0.000	0.000	Merged-chr12-35999221-22
NR2956--MA0769.1.Tcf7	chr14	108374020	108374031	+	0.000	0.000	Merged-chr14-108373968-8
NR2741--MA0769.1.Tcf7	chr14	48236188	48236199	-	0.000	0.000	Merged-chr14-48236278-24
NR2024--MA0523.1.TCF7L2	chr12	105538381	105538394	+	0.000	0.000	Merged-chr12-105538395-6
NR625--MA0769.1.Tcf7	chr1	179240800	179240811	+	0.000	0.000	Merged-chr1-179240877-38
NR6899--MA0523.1.TCF7L2	chr5	117924807	117924820	+	0.000	0.000	Merged-chr5-117924808-8
NR7613--MA0769.1.Tcf7	chr6	145469522	145469533	+	0.000	0.000	Merged-chr6-145469437-17
NR8595--MA0523.1.TCF7L2	chr9	36905421	36905434	-	0.000	0.000	Merged-chr9-36905642-9
NR3164--MA0769.1.Tcf7	chr15	59010892	59010903	-	0.000	0.000	Merged-chr15-59010782-34
NR3940--MA0523.1.TCF7L2	chr17	78304332	78304345	-	0.000	0.000	Merged-chr17-78304287-20
NR2230--MA0523.1.TCF7L2	chr13	36448616	36448629	-	0.000	0.000	Merged-chr13-36448727-20
NR9074--MA1421.1.TCF7L1	chrX	52930410	52930421	-	0.000	0.000	Merged-chrX-52930355-32
NR4154--MA0523.1.TCF7L2	chr18	56413040	56413053	+	0.000	0.000	Merged-chr18-56413005-50
NR3964--MA1421.1.TCF7L1	chr17	84239782	84239793	+	0.000	0.000	Merged-chr17-84239923-12
NR3061--MA0769.1.Tcf7	chr15	25828686	25828697	-	0.000	0.000	Merged-chr15-25828667-44
NR8027--MA0769.1.Tcf7	chr7	127922800	127922811	-	0.000	0.000	Merged-chr7-127922827-35
NR8712--MA0523.1.TCF7L2	chr9	66899729	66899742	-	0.000	0.000	Merged-chr9-66899689-35
NR3143--MA1421.1.TCF7L1	chr15	52887039	52887050	-	0.000	0.000	Merged-chr15-52887057-9
NR8815--MA0769.1.Tcf7	chr9	85710512	85710523	+	0.000	0.000	Merged-chr9-85710514-26
NR3721--MA0523.1.TCF7L2	chr16	97402539	97402552	-	0.000	0.000	Merged-chr16-97402543-6
NR2239--MA0523.1.TCF7L2	chr13	41447154	41447167	-	0.000	0.000	Merged-chr13-41447189-7
NR8473--MA1421.1.TCF7L1	chr8	125080826	125080837	-	0.000	0.000	Merged-chr8-125080812-18
NR1653--MA1421.1.TCF7L1	chr11	116688104	116688115	+	0.000	0.000	Merged-chr11-116688042-60
NR7341--MA0523.1.TCF7L2	chr6	94534988	94535001	-	0.000	0.000	Merged-chr6-94534982-12
NR6671--MA0769.1.Tcf7	chr5	64045294	64045305	-	0.000	0.000	Merged-chr5-64045165-50
NR9023--MA0769.1.Tcf7	chr9	122398993	122399004	+	0.000	0.000	Merged-chr9-122399009-31
NR5241--MA0769.1.Tcf7	chr2	153003057	153003068	+	0.000	0.000	Merged-chr2-153002914-29
NR6792--MA0769.1.Tcf7	chr5	97090319	97090330	+	0.000	0.000	Merged-chr5-97090318-20
NR8833--MA0769.1.Tcf7	chr9	89900360	89900371	+	0.000	0.000	Merged-chr9-89900406-12
NR269--MA0523.1.TCF7L2	chr1	94025609	94025622	+	0.000	0.000	Merged-chr1-94025615-17
NR9135--MA0769.1.Tcf7	chrX	113297983	113297994	-	0.000	0.000	Merged-chrX-113298172-75
NR3783--MA1421.1.TCF7L1	chr17	23969057	23969068	+	0.000	0.000	Merged-chr17-23969178-28
NR8254--MA1421.1.TCF7L1	chr8	61234469	61234480	-	0.000	0.000	Merged-chr8-61234542-15
NR2858--MA0769.1.Tcf7	chr14	72822371	72822382	+	0.000	0.000	Merged-chr14-72822179-91
NR7799--MA1421.1.TCF7L1	chr7	75397536	75397547	+	0.000	0.000	Merged-chr7-75397713-20
NR5568--MA0769.1.Tcf7	chr3	79129256	79129267	-	0.000	0.000	Merged-chr3-79129160-12
NR109--MA1421.1.TCF7L1	chr1	54179463	54179474	+	0.000	0.000	Merged-chr1-54179404-9
NR2764--MA0769.1.Tcf7	chr14	54056893	54056904	+	0.000	0.000	Merged-chr14-54056823-18
NR4805--MA0769.1.Tcf7	chr2	65421992	65422003	+	0.000	0.000	Merged-chr2-65422005-11
NR7314--MA1421.1.TCF7L1	chr6	88782959	88782970	-	0.000	0.000	Merged-chr6-88783083-54
NR3066--MA0769.1.Tcf7	chr15	25910531	25910542	+	0.000	0.000	Merged-chr15-25910388-17
NR9010--MA1421.1.TCF7L1	chr9	120692066	120692077	-	0.000	0.000	Merged-chr9-120691973-52
NR4781--MA0523.1.TCF7L2	chr2	60717566	60717579	-	0.000	0.000	Merged-chr2-60717548-24
NR3564--MA1421.1.TCF7L1	chr16	55421862	55421873	-	0.000	0.000	Merged-chr16-55421971-12
NR7627--MA0769.1.Tcf7	chr6	146960265	146960276	-	0.000	0.000	Merged-chr6-146960171-26
NR6970--MA1421.1.TCF7L1	chr5	140151348	140151359	+	0.000	0.000	Merged-chr5-140151320-8
NR5488--MA1421.1.TCF7L1	chr3	55660069	55660080	+	0.000	0.000	Merged-chr3-55660012-44
NR8963--MA0769.1.Tcf7	chr9	116187525	116187536	-	0.000	0.000	Merged-chr9-116187633-9
NR5163--MA0523.1.TCF7L2	chr2	144337345	144337358	+	0.000	0.000	Merged-chr2-144337496-16
NR3854--MA0769.1.Tcf7	chr17	45342331	45342342	-	0.000	0.000	Merged-chr17-45342322-7
NR7184--MA1421.1.TCF7L1	chr6	54229153	54229164	+	0.000	0.000	Merged-chr6-54229087-24
NR1231--MA0769.1.Tcf7	chr10	117625874	117625885	+	0.000	0.000	Merged-chr10-117625957-44
NR5492--MA0769.1.Tcf7	chr3	55660069	55660080	+	0.000	0.000	Merged-chr3-55660012-44
NR3139--MA1421.1.TCF7L1	chr15	51805139	51805150	+	0.000	0.000	Merged-chr15-51805093-44
NR917--MA1421.1.TCF7L1	chr10	59435691	59435702	-	0.000	0.000	Merged-chr10-59435699-1
NR6713--MA1421.1.TCF7L1	chr5	74132917	74132928	-	0.000	0.000	Merged-chr5-74132835-25
NR6676--MA0769.1.Tcf7	chr5	64455558	64455569	-	0.000	0.000	Merged-chr5-64455679-15
NR2894--MA0769.1.Tcf7	chr14	79234664	79234675	+	0.000	0.000	Merged-chr14-79234697-12
NR2536--MA0769.1.Tcf7	chr13	112133937	112133948	+	0.000	0.000	Merged-chr13-112133906-22
NR3513--MA1421.1.TCF7L1	chr16	45361322	45361333	-	0.000	0.000	Merged-chr16-45361455-26
NR4562--MA0523.1.TCF7L2	chr2	9770951	9770964	+	0.000	0.000	Merged-chr2-9770898-17
NR6654--MA0523.1.TCF7L2	chr5	57868927	57868940	-	0.000	0.000	Merged-chr5-57869019-33
NR6573--MA0769.1.Tcf7	chr5	22747519	22747530	+	0.000	0.000	Merged-chr5-22747535-33
NR8578--MA0523.1.TCF7L2	chr9	32677752	32677765	-	0.000	0.000	Merged-chr9-32677802-10
NR8843--MA1421.1.TCF7L1	chr9	92218022	92218033	+	0.000	0.000	Merged-chr9-92217904-40
NR7036--MA0523.1.TCF7L2	chr5	151417186	151417199	+	0.000	0.000	Merged-chr5-151417137-15
NR2648--MA0769.1.Tcf7	chr14	21078625	21078636	-	0.000	0.000	Merged-chr14-21078723-20
NR2433--MA0769.1.Tcf7	chr13	91564911	91564922	+	0.000	0.000	Merged-chr13-91564824-14
NR7--MA0769.1.Tcf7	chr1	6519355	6519366	-	0.000	0.000	Merged-chr1-6519375-11
NR205--MA0523.1.TCF7L2	chr1	84318772	84318785	+	0.000	0.000	Merged-chr1-84318831-8
NR6692--MA0523.1.TCF7L2	chr5	66193708	66193721	-	0.000	0.000	Merged-chr5-66193573-58
NR1003--MA0769.1.Tcf7	chr10	75417904	75417915	-	0.000	0.000	Merged-chr10-75417748-37
NR8022--MA1421.1.TCF7L1	chr7	127628864	127628875	+	0.000	0.000	Merged-chr7-127628890-27
NR2647--MA0523.1.TCF7L2	chr14	21078623	21078636	-	0.000	0.000	Merged-chr14-21078723-20
NR7074--MA0523.1.TCF7L2	chr6	15783259	15783272	+	0.000	0.000	Merged-chr6-15783250-24
NR2479--MA0523.1.TCF7L2	chr13	101669079	101669092	-	0.000	0.000	Merged-chr13-101669067-25
NR787--MA0769.1.Tcf7	chr10	19747731	19747742	-	0.000	0.000	Merged-chr10-19747869-22
NR6928--MA1421.1.TCF7L1	chr5	124907041	124907052	-	0.000	0.000	Merged-chr5-124907107-45
NR6448--MA0769.1.Tcf7	chr4	144986271	144986282	+	0.000	0.000	Merged-chr4-144986370-39
NR5218--MA1421.1.TCF7L1	chr2	150134375	150134386	-	0.000	0.000	Merged-chr2-150134419-14
NR6900--MA0769.1.Tcf7	chr5	117924807	117924818	+	0.000	0.000	Merged-chr5-117924808-8
NR7775--MA0769.1.Tcf7	chr7	67353151	67353162	+	0.000	0.000	Merged-chr7-67353153-2
NR2666--MA0769.1.Tcf7	chr14	27390866	27390877	+	0.000	0.000	Merged-chr14-27390836-41
NR8990--MA0523.1.TCF7L2	chr9	118678458	118678471	-	0.000	0.000	Merged-chr9-118678587-68
NR7773--MA1421.1.TCF7L1	chr7	67353151	67353162	+	0.000	0.000	Merged-chr7-67353153-2
NR120--MA0769.1.Tcf7	chr1	57952719	57952730	+	0.000	0.000	Merged-chr1-57952740-16
NR4945--MA0523.1.TCF7L2	chr2	102040255	102040268	-	0.000	0.000	Merged-chr2-102040255-6
NR3728--MA1421.1.TCF7L1	chr17	3260885	3260896	+	0.000	0.000	Merged-chr17-3260977-28
NR3235--MA0523.1.TCF7L2	chr15	80020709	80020722	+	0.000	0.000	Merged-chr15-80020745-7
NR7323--MA0769.1.Tcf7	chr6	89421749	89421760	-	0.000	0.000	Merged-chr6-89421751-50
NR942--MA1421.1.TCF7L1	chr10	61233358	61233369	+	0.000	0.000	Merged-chr10-61233317-40
NR4080--MA0523.1.TCF7L2	chr18	34103047	34103060	-	0.000	0.000	Merged-chr18-34103168-40
NR7926--MA0523.1.TCF7L2	chr7	112213248	112213261	-	0.000	0.000	Merged-chr7-112213302-61
NR2032--MA0523.1.TCF7L2	chr12	107159261	107159274	-	0.000	0.000	Merged-chr12-107159246-9
NR6709--MA1421.1.TCF7L1	chr5	74105560	74105571	-	0.000	0.000	Merged-chr5-74105575-19
NR4124--MA0523.1.TCF7L2	chr18	46381184	46381197	+	0.000	0.000	Merged-chr18-46381195-31
NR2684--MA0769.1.Tcf7	chr14	34670398	34670409	+	0.000	0.000	Merged-chr14-34670464-10
NR6048--MA0523.1.TCF7L2	chr4	7961626	7961639	-	0.000	0.000	Merged-chr4-7961828-25
NR3441--MA0523.1.TCF7L2	chr16	30656095	30656108	+	0.000	0.000	Merged-chr16-30655956-7
NR7061--MA0523.1.TCF7L2	chr6	13650188	13650201	+	0.000	0.000	Merged-chr6-13650395-4
NR4837--MA0769.1.Tcf7	chr2	70727345	70727356	+	0.000	0.000	Merged-chr2-70727299-23
NR6254--MA0523.1.TCF7L2	chr4	88122427	88122440	+	0.000	0.000	Merged-chr4-88122493-27
NR9185--MA0769.1.Tcf7	chrX	166718155	166718166	+	0.000	0.000	Merged-chrX-166718260-20
NR7988--MA1421.1.TCF7L1	chr7	121969012	121969023	-	0.000	0.000	Merged-chr7-121969039-14
NR8--MA1421.1.TCF7L1	chr1	7458140	7458151	-	0.000	0.000	Merged-chr1-7458058-11
NR254--MA1421.1.TCF7L1	chr1	91626307	91626318	-	0.000	0.000	Merged-chr1-91626193-21
NR8637--MA0769.1.Tcf7	chr9	45847305	45847316	+	0.000	0.000	Merged-chr9-45847286-6
NR2864--MA1421.1.TCF7L1	chr14	73472603	73472614	+	0.000	0.000	Merged-chr14-73472602-8
NR3998--MA0769.1.Tcf7	chr17	88480582	88480593	-	0.000	0.000	Merged-chr17-88480530-23
NR125--MA0769.1.Tcf7	chr1	59189713	59189724	+	0.000	0.000	Merged-chr1-59189721-10
NR8576--MA1421.1.TCF7L1	chr9	32592068	32592079	-	0.000	0.000	Merged-chr9-32592064-58
NR1608--MA0523.1.TCF7L2	chr11	109785570	109785583	+	0.000	0.000	Merged-chr11-109785498-8
NR6894--MA0523.1.TCF7L2	chr5	115340640	115340653	-	0.000	0.000	Merged-chr5-115340643-2
NR7471--MA0769.1.Tcf7	chr6	118621840	118621851	-	0.000	0.000	Merged-chr6-118621968-6
NR870--MA0523.1.TCF7L2	chr10	44444529	44444542	+	0.000	0.000	Merged-chr10-44444573-2
NR7113--MA0769.1.Tcf7	chr6	34939575	34939586	-	0.000	0.000	Merged-chr6-34939585-12
NR4810--MA1421.1.TCF7L1	chr2	65871125	65871136	-	0.000	0.000	Merged-chr2-65871141-19
NR938--MA1421.1.TCF7L1	chr10	60744715	60744726	-	0.000	0.000	Merged-chr10-60744753-15
NR4076--MA0523.1.TCF7L2	chr18	33781014	33781027	+	0.000	0.000	Merged-chr18-33781041-12
NR6820--MA0769.1.Tcf7	chr5	100651722	100651733	-	0.000	0.000	Merged-chr5-100651654-38
NR1035--MA0769.1.Tcf7	chr10	82728186	82728197	-	0.000	0.000	Merged-chr10-82728321-8
NR3534--MA1421.1.TCF7L1	chr16	48745642	48745653	-	0.000	0.000	Merged-chr16-48745701-29
NR6843--MA0523.1.TCF7L2	chr5	103459346	103459359	+	0.000	0.000	Merged-chr5-103459309-20
NR4627--MA0769.1.Tcf7	chr2	29666799	29666810	-	0.000	0.000	Merged-chr2-29666836-9
NR879--MA0523.1.TCF7L2	chr10	50650806	50650819	-	0.000	0.000	Merged-chr10-50650757-16
NR6675--MA0523.1.TCF7L2	chr5	64455556	64455569	-	0.000	0.000	Merged-chr5-64455679-15
NR5458--MA1421.1.TCF7L1	chr3	38280379	38280390	-	0.000	0.000	Merged-chr3-38280395-39
NR8673--MA0769.1.Tcf7	chr9	53856645	53856656	+	0.000	0.000	Merged-chr9-53856540-10
NR4748--MA0769.1.Tcf7	chr2	52176534	52176545	-	0.000	0.000	Merged-chr2-52176630-15
NR4533--MA0769.1.Tcf7	chr2	3925337	3925348	-	0.000	0.000	Merged-chr2-3925386-29
NR226--MA0523.1.TCF7L2	chr1	85958379	85958392	+	0.000	0.000	Merged-chr1-85958439-33
NR5567--MA0523.1.TCF7L2	chr3	79129254	79129267	-	0.000	0.000	Merged-chr3-79129160-12
NR7659--MA0523.1.TCF7L2	chr7	12803542	12803555	+	0.000	0.000	Merged-chr7-12803632-59
NR8212--MA0769.1.Tcf7	chr8	36028577	36028588	-	0.000	0.000	Merged-chr8-36028490-56
NR7756--MA1421.1.TCF7L1	chr7	63816454	63816465	+	0.000	0.000	Merged-chr7-63816277-96
NR3309--MA0769.1.Tcf7	chr15	97400989	97401000	+	0.000	0.000	Merged-chr15-97401100-7
NR6019--MA0769.1.Tcf7	chr3	157617194	157617205	-	0.000	0.000	Merged-chr3-157617038-24
NR7263--MA0523.1.TCF7L2	chr6	70911285	70911298	-	0.000	0.000	Merged-chr6-70911347-11
NR1126--MA0523.1.TCF7L2	chr10	99211276	99211289	-	0.000	0.000	Merged-chr10-99211365-70
NR2296--MA1421.1.TCF7L1	chr13	52628151	52628162	+	0.000	0.000	Merged-chr13-52628204-1
NR5817--MA0523.1.TCF7L2	chr3	126825131	126825144	-	0.000	0.000	Merged-chr3-126825034-19
NR5870--MA1421.1.TCF7L1	chr3	135689318	135689329	+	0.000	0.000	Merged-chr3-135689426-65
NR1728--MA0523.1.TCF7L2	chr12	25601139	25601152	-	0.000	0.000	Merged-chr12-25601123-16
NR7109--MA0769.1.Tcf7	chr6	34364727	34364738	+	0.000	0.000	Merged-chr6-34364838-25
NR8079--MA0523.1.TCF7L2	chr7	136211566	136211579	+	0.000	0.000	Merged-chr7-136211556-10
NR866--MA0523.1.TCF7L2	chr10	42888502	42888515	-	0.000	0.000	Merged-chr10-42888420-50
NR7705--MA1421.1.TCF7L1	chr7	35178454	35178465	-	0.000	0.000	Merged-chr7-35178409-12
NR6919--MA0769.1.Tcf7	chr5	121173009	121173020	+	0.000	0.000	Merged-chr5-121173124-16
NR2670--MA1421.1.TCF7L1	chr14	30024459	30024470	-	0.000	0.000	Merged-chr14-30024538-20
NR4497--MA0523.1.TCF7L2	chr19	55792729	55792742	-	0.000	0.000	Merged-chr19-55792789-50
NR4709--MA0523.1.TCF7L2	chr2	45946382	45946395	+	0.000	0.000	Merged-chr2-45946471-14
NR2931--MA0769.1.Tcf7	chr14	103017271	103017282	-	0.000	0.000	Merged-chr14-103017290-44
NR8557--MA0769.1.Tcf7	chr9	24331761	24331772	+	0.000	0.000	Merged-chr9-24331833-14
NR4313--MA0523.1.TCF7L2	chr18	84911821	84911834	-	0.000	0.000	Merged-chr18-84911932-15
NR1598--MA0523.1.TCF7L2	chr11	108202866	108202879	-	0.000	0.000	Merged-chr11-108202916-3
NR5968--MA0769.1.Tcf7	chr3	148493442	148493453	-	0.000	0.000	Merged-chr3-148493527-10
NR10--MA0769.1.Tcf7	chr1	7458140	7458151	-	0.000	0.000	Merged-chr1-7458058-11
NR8463--MA0769.1.Tcf7	chr8	123404748	123404759	-	0.000	0.000	Merged-chr8-123404693-24
NR2009--MA0769.1.Tcf7	chr12	100165291	100165302	+	0.000	0.000	Merged-chr12-100165165-51
NR4915--MA0523.1.TCF7L2	chr2	91791948	91791961	+	0.000	0.000	Merged-chr2-91791842-8
NR2655--MA0523.1.TCF7L2	chr14	22270836	22270849	-	0.000	0.000	Merged-chr14-22271018-1
NR4747--MA0523.1.TCF7L2	chr2	52176532	52176545	-	0.000	0.000	Merged-chr2-52176630-15
NR5058--MA1421.1.TCF7L1	chr2	121570240	121570251	+	0.000	0.000	Merged-chr2-121570231-16
NR7852--MA0523.1.TCF7L2	chr7	89712886	89712899	+	0.000	0.000	Merged-chr7-89712844-48
NR2283--MA1421.1.TCF7L1	chr13	52008135	52008146	-	0.000	0.000	Merged-chr13-52008191-11
NR1812--MA1421.1.TCF7L1	chr12	53024928	53024939	-	0.000	0.000	Merged-chr12-53024873-19
NR6018--MA0523.1.TCF7L2	chr3	157617192	157617205	-	0.000	0.000	Merged-chr3-157617038-24
NR5771--MA0769.1.Tcf7	chr3	116386819	116386830	+	0.000	0.000	Merged-chr3-116386953-10
NR8207--MA1421.1.TCF7L1	chr8	36010599	36010610	+	0.000	0.000	Merged-chr8-36010714-39
NR2027--MA0769.1.Tcf7	chr12	106658339	106658350	-	0.000	0.000	Merged-chr12-106658505-23
NR945--MA0769.1.Tcf7	chr10	61657994	61658005	-	0.000	0.000	Merged-chr10-61658061-29
NR7031--MA0523.1.TCF7L2	chr5	150840678	150840691	+	0.000	0.000	Merged-chr5-150840546-64
NR1631--MA0769.1.Tcf7	chr11	113206337	113206348	+	0.000	0.000	Merged-chr11-113206318-17
NR7051--MA0769.1.Tcf7	chr6	8490165	8490176	-	0.000	0.000	Merged-chr6-8490222-10
NR1921--MA0523.1.TCF7L2	chr12	82187505	82187518	-	0.000	0.000	Merged-chr12-82187311-20
NR7933--MA0769.1.Tcf7	chr7	112860104	112860115	-	0.000	0.000	Merged-chr7-112860209-23
NR2628--MA1421.1.TCF7L1	chr14	15272608	15272619	+	0.000	0.000	Merged-chr14-15272424-5
NR3774--MA1421.1.TCF7L1	chr17	21661845	21661856	+	0.000	0.000	Merged-chr17-21661730-8
NR4156--MA1421.1.TCF7L1	chr18	56566286	56566297	+	0.000	0.000	Merged-chr18-56566232-24
NR7163--MA0769.1.Tcf7	chr6	50009502	50009513	-	0.000	0.000	Merged-chr6-50009459-48
NR8918--MA0523.1.TCF7L2	chr9	108617523	108617536	+	0.000	0.000	Merged-chr9-108617434-16
NR7489--MA1421.1.TCF7L1	chr6	125355587	125355598	+	0.000	0.000	Merged-chr6-125355418-28
NR3905--MA0769.1.Tcf7	chr17	63460229	63460240	-	0.000	0.000	Merged-chr17-63460148-16
NR731--MA1421.1.TCF7L1	chr10	6954709	6954720	-	0.000	0.000	Merged-chr10-6954726-16
NR2217--MA0523.1.TCF7L2	chr13	30833848	30833861	+	0.000	0.000	Merged-chr13-30833715-52
NR8253--MA0769.1.Tcf7	chr8	60954792	60954803	+	0.000	0.000	Merged-chr8-60954738-34
NR1366--MA0523.1.TCF7L2	chr11	30168263	30168276	-	0.000	0.000	Merged-chr11-30168139-12
NR6005--MA0523.1.TCF7L2	chr3	154694066	154694079	-	0.000	0.000	Merged-chr3-154694103-10
NR3230--MA0523.1.TCF7L2	chr15	79729194	79729207	+	0.000	0.000	Merged-chr15-79729133-34
NR7181--MA0769.1.Tcf7	chr6	53986271	53986282	-	0.000	0.000	Merged-chr6-53986314-10
NR5647--MA1421.1.TCF7L1	chr3	97274117	97274128	+	0.000	0.000	Merged-chr3-97274158-19
NR6512--MA0769.1.Tcf7	chr4	150517644	150517655	-	0.000	0.000	Merged-chr4-150517532-35
NR5322--MA0523.1.TCF7L2	chr2	169634797	169634810	-	0.000	0.000	Merged-chr2-169634826-15
NR1609--MA0769.1.Tcf7	chr11	109785570	109785581	+	0.000	0.000	Merged-chr11-109785498-8
NR7029--MA0769.1.Tcf7	chr5	149846647	149846658	+	0.000	0.000	Merged-chr5-149846777-12
NR7078--MA0523.1.TCF7L2	chr6	18840340	18840353	+	0.000	0.000	Merged-chr6-18840381-6
NR4515--MA0523.1.TCF7L2	chr19	58443269	58443282	+	0.000	0.000	Merged-chr19-58443436-34
NR3086--MA1421.1.TCF7L1	chr15	31649926	31649937	+	0.000	0.000	Merged-chr15-31649789-27
NR5756--MA0523.1.TCF7L2	chr3	115604041	115604054	+	0.000	0.000	Merged-chr3-115603959-15
NR4539--MA1421.1.TCF7L1	chr2	4454896	4454907	+	0.000	0.000	Merged-chr2-4454837-7
NR5853--MA1421.1.TCF7L1	chr3	133076678	133076689	+	0.000	0.000	Merged-chr3-133076578-21
NR7817--MA0769.1.Tcf7	chr7	79190893	79190904	+	0.000	0.000	Merged-chr7-79190820-25
