#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR28126--MA0741.1.KLF16	chr16	97310086	97310096	-	0.000	0.000	Merged-chr16-97310397-57
NR25737--MA0599.1.KLF5	chr16	8671873	8671882	+	0.000	0.000	Merged-chr16-8671994-77
NR18487--MA0740.1.KLF14	chr13	97435971	97435984	+	0.000	0.000	Merged-chr13-97436017-33
NR28302--MA0039.3.KLF4	chr17	6948673	6948683	+	0.000	0.000	Merged-chr17-6948507-80
NR59319--MA0741.1.KLF16	chr7	42692782	42692792	+	0.000	0.000	Merged-chr7-42692763-63
NR32990--MA0599.1.KLF5	chr18	67449240	67449249	-	0.000	0.000	Merged-chr18-67449102-80
NR32036--MA0493.1.Klf1	chr18	34889088	34889098	-	0.000	0.000	Merged-chr18-34889033-16
NR6050--MA0599.1.KLF5	chr10	34096527	34096536	-	0.000	0.000	Merged-chr10-34096665-20
NR66975--MA0599.1.KLF5	chr9	71592405	71592414	-	0.000	0.000	Merged-chr9-71592385-50
NR8645--MA1107.1.KLF9	chr10	110952124	110952136	+	0.000	0.000	Merged-chr10-110952029-21
NR7459--MA0740.1.KLF14	chr10	79985889	79985902	-	0.000	0.000	Merged-chr10-79985797-5
NR5860--MA0741.1.KLF16	chr10	24823804	24823814	+	0.000	0.000	Merged-chr10-24823998-59
NR61731--MA0493.1.Klf1	chr7	136894457	136894467	+	0.000	0.000	Merged-chr7-136894538-85
NR26119--MA0493.1.Klf1	chr16	20622575	20622585	-	0.000	0.000	Merged-chr16-20622479-9
NR42890--MA0742.1.Klf12	chr3	101066372	101066386	-	0.000	0.000	Merged-chr3-101066330-34
NR24735--MA0039.3.KLF4	chr15	85735367	85735377	-	0.000	0.000	Merged-chr15-85735483-51
NR24156--MA0742.1.Klf12	chr15	76368851	76368865	+	0.000	0.000	Merged-chr15-76369030-46
NR61990--MA1107.1.KLF9	chr7	143053683	143053695	+	0.000	0.000	Merged-chr7-143053542-3
NR66617--MA0599.1.KLF5	chr9	57440047	57440056	+	0.000	0.000	Merged-chr9-57439925-69
NR3975--MA0741.1.KLF16	chr1	165843791	165843801	-	0.000	0.000	Merged-chr1-165843722-4
NR7519--MA0039.3.KLF4	chr10	80350545	80350555	+	0.000	0.000	Merged-chr10-80350407-33
NR16572--MA0493.1.Klf1	chr13	30186515	30186525	+	0.000	0.000	Merged-chr13-30186492-12
NR12570--MA1107.1.KLF9	chr11	111792073	111792085	+	0.000	0.000	Merged-chr11-111792002-31
NR50974--MA0599.1.KLF5	chr5	65790860	65790869	+	0.000	0.000	Merged-chr5-65790920-2
NR7314--MA0493.1.Klf1	chr10	77033179	77033189	-	0.000	0.000	Merged-chr10-77033384-72
NR55725--MA0599.1.KLF5	chr6	83411822	83411831	+	0.000	0.000	Merged-chr6-83411858-34
NR59776--MA0741.1.KLF16	chr7	58569011	58569021	-	0.000	0.000	Merged-chr7-58568960-29
NR38382--MA1107.1.KLF9	chr2	121296464	121296476	+	0.000	0.000	Merged-chr2-121296352-13
NR67062--MA0599.1.KLF5	chr9	75414394	75414403	+	0.000	0.000	Merged-chr9-75414370-51
NR232--MA0493.1.Klf1	chr1	13426974	13426984	-	0.000	0.000	Merged-chr1-13426973-84
NR42443--MA0599.1.KLF5	chr3	88493104	88493113	-	0.000	0.000	Merged-chr3-88493035-35
NR53665--MA1107.1.KLF9	chr5	141081206	141081218	-	0.000	0.000	Merged-chr5-141081137-7
NR35314--MA1107.1.KLF9	chr2	11187397	11187409	-	0.000	0.000	Merged-chr2-11187260-69
NR11278--MA0741.1.KLF16	chr11	74770734	74770744	+	0.000	0.000	Merged-chr11-74770874-53
NR62498--MA1107.1.KLF9	chr8	22166440	22166452	-	0.000	0.000	Merged-chr8-22166326-62
NR62835--MA0599.1.KLF5	chr8	35366823	35366832	+	0.000	0.000	Merged-chr8-35366715-10
NR40393--MA0599.1.KLF5	chr2	178593191	178593200	+	0.000	0.000	Merged-chr2-178593347-6
NR68110--MA0039.3.KLF4	chr9	114613220	114613230	-	0.000	0.000	Merged-chr9-114613191-38
NR29057--MA0740.1.KLF14	chr17	27820688	27820701	+	0.000	0.000	Merged-chr17-27820571-92
NR14860--MA0741.1.KLF16	chr12	85746479	85746489	-	0.000	0.000	Merged-chr12-85746223-36
NR56918--MA0599.1.KLF5	chr6	122764660	122764669	+	0.000	0.000	Merged-chr6-122764645-81
NR27008--MA0599.1.KLF5	chr16	59471776	59471785	-	0.000	0.000	Merged-chr16-59471923-61
NR35780--MA0741.1.KLF16	chr2	25500753	25500763	-	0.000	0.000	Merged-chr2-25500833-51
NR17251--MA0741.1.KLF16	chr13	59557399	59557409	-	0.000	0.000	Merged-chr13-59557232-89
NR8212--MA0599.1.KLF5	chr10	96373594	96373603	+	0.000	0.000	Merged-chr10-96373609-15
NR57578--MA0599.1.KLF5	chr6	140708143	140708152	-	0.000	0.000	Merged-chr6-140708216-59
NR61521--MA0741.1.KLF16	chr7	127777083	127777093	+	0.000	0.000	Merged-chr7-127777131-96
NR12975--MA0741.1.KLF16	chr11	119083803	119083813	+	0.000	0.000	Merged-chr11-119083935-60
NR66258--MA0741.1.KLF16	chr9	42838369	42838379	+	0.000	0.000	Merged-chr9-42838475-39
NR59619--MA0599.1.KLF5	chr7	52006261	52006270	+	0.000	0.000	Merged-chr7-52006054-77
NR68922--MA0599.1.KLF5	chrX	70365126	70365135	-	0.000	0.000	Merged-chrX-70365071-55
NR51043--MA0741.1.KLF16	chr5	67450383	67450393	+	0.000	0.000	Merged-chr5-67450291-36
NR46480--MA0599.1.KLF5	chr4	62634180	62634189	-	0.000	0.000	Merged-chr4-62634288-50
NR23574--MA1107.1.KLF9	chr15	44364222	44364234	-	0.000	0.000	Merged-chr15-44364254-41
NR4039--MA0039.3.KLF4	chr1	167349955	167349965	+	0.000	0.000	Merged-chr1-167350096-67
NR55926--MA0493.1.Klf1	chr6	88842035	88842045	+	0.000	0.000	Merged-chr6-88842221-88
NR57005--MA0599.1.KLF5	chr6	125191794	125191803	-	0.000	0.000	Merged-chr6-125191910-87
NR15268--MA0599.1.KLF5	chr12	100849760	100849769	-	0.000	0.000	Merged-chr12-100849659-36
NR44287--MA0599.1.KLF5	chr3	144720483	144720492	-	0.000	0.000	Merged-chr3-144720507-6
NR23902--MA0599.1.KLF5	chr15	66286853	66286862	+	0.000	0.000	Merged-chr15-66286791-54
NR26079--MA0741.1.KLF16	chr16	18629965	18629975	+	0.000	0.000	Merged-chr16-18629825-18
NR44963--MA0599.1.KLF5	chr4	3938685	3938694	-	0.000	0.000	Merged-chr4-3938834-66
NR20719--MA0742.1.Klf12	chr14	51884711	51884725	+	0.000	0.000	Merged-chr14-51884855-41
NR26612--MA0599.1.KLF5	chr16	43979870	43979879	+	0.000	0.000	Merged-chr16-43979802-105
NR37834--MA1107.1.KLF9	chr2	102186175	102186187	+	0.000	0.000	Merged-chr2-102186171-70
NR49171--MA1107.1.KLF9	chr4	155050347	155050359	+	0.000	0.000	Merged-chr4-155050218-26
NR4035--MA0740.1.KLF14	chr1	167349953	167349966	+	0.000	0.000	Merged-chr1-167350096-67
NR52388--MA0740.1.KLF14	chr5	114824290	114824303	-	0.000	0.000	Merged-chr5-114824362-38
NR26150--MA0742.1.Klf12	chr16	21787849	21787863	-	0.000	0.000	Merged-chr16-21787807-60
NR67850--MA0599.1.KLF5	chr9	106438520	106438529	-	0.000	0.000	Merged-chr9-106438400-53
NR14241--MA0741.1.KLF16	chr12	59012065	59012075	-	0.000	0.000	Merged-chr12-59012056-72
NR22163--MA0599.1.KLF5	chr14	115092203	115092212	-	0.000	0.000	Merged-chr14-115092344-57
NR7685--MA1107.1.KLF9	chr10	81378591	81378603	+	0.000	0.000	Merged-chr10-81378614-74
NR40853--MA0741.1.KLF16	chr3	21936140	21936150	-	0.000	0.000	Merged-chr3-21936128-91
NR32651--MA0657.1.KLF13	chr18	56569279	56569296	+	0.000	0.000	Merged-chr18-56569336-1
NR24638--MA0740.1.KLF14	chr15	83367325	83367338	+	0.000	0.000	Merged-chr15-83367311-32
NR63724--MA0741.1.KLF16	chr8	70906165	70906175	-	0.000	0.000	Merged-chr8-70906227-90
NR8897--MA0599.1.KLF5	chr10	117118630	117118639	-	0.000	0.000	Merged-chr10-117118585-40
NR42555--MA0599.1.KLF5	chr3	89821193	89821202	-	0.000	0.000	Merged-chr3-89821353-15
NR39491--MA0599.1.KLF5	chr2	155050908	155050917	-	0.000	0.000	Merged-chr2-155050840-76
NR42894--MA1107.1.KLF9	chr3	101066374	101066386	-	0.000	0.000	Merged-chr3-101066330-34
NR66181--MA0039.3.KLF4	chr9	37421433	37421443	+	0.000	0.000	Merged-chr9-37421368-2
NR24543--MA1107.1.KLF9	chr15	81872258	81872270	+	0.000	0.000	Merged-chr15-81872198-88
NR66115--MA0741.1.KLF16	chr9	35116883	35116893	-	0.000	0.000	Merged-chr9-35117076-156
NR34382--MA0599.1.KLF5	chr19	34254340	34254349	-	0.000	0.000	Merged-chr19-34254414-29
NR3066--MA0740.1.KLF14	chr1	138159120	138159133	+	0.000	0.000	Merged-chr1-138159171-7
NR53562--MA1107.1.KLF9	chr5	140208842	140208854	+	0.000	0.000	Merged-chr5-140208912-49
NR496--MA0740.1.KLF14	chr1	23922393	23922406	-	0.000	0.000	Merged-chr1-23922466-2
NR55818--MA1107.1.KLF9	chr6	86127179	86127191	-	0.000	0.000	Merged-chr6-86127203-6
NR58427--MA0740.1.KLF14	chr7	19272627	19272640	+	0.000	0.000	Merged-chr7-19272512-2
NR2319--MA0742.1.Klf12	chr1	106171567	106171581	+	0.000	0.000	Merged-chr1-106171565-10
NR34588--MA0599.1.KLF5	chr19	41206902	41206911	+	0.000	0.000	Merged-chr19-41206944-35
NR61839--MA0741.1.KLF16	chr7	140845135	140845145	+	0.000	0.000	Merged-chr7-140845076-30
NR43891--MA0599.1.KLF5	chr3	135581793	135581802	+	0.000	0.000	Merged-chr3-135581925-8
NR63113--MA0039.3.KLF4	chr8	46551793	46551803	+	0.000	0.000	Merged-chr8-46552010-50
NR54079--MA1107.1.KLF9	chr6	5867155	5867167	-	0.000	0.000	Merged-chr6-5867138-2
NR33595--MA0039.3.KLF4	chr18	84951699	84951709	-	0.000	0.000	Merged-chr18-84951669-87
NR63382--MA1107.1.KLF9	chr8	61283218	61283230	+	0.000	0.000	Merged-chr8-61283229-50
NR45031--MA1107.1.KLF9	chr4	6903916	6903928	-	0.000	0.000	Merged-chr4-6903816-37
NR22811--MA1107.1.KLF9	chr15	12795455	12795467	+	0.000	0.000	Merged-chr15-12795578-29
NR63588--MA1107.1.KLF9	chr8	69832445	69832457	-	0.000	0.000	Merged-chr8-69832557-54
NR35421--MA0039.3.KLF4	chr2	13672793	13672803	+	0.000	0.000	Merged-chr2-13672808-37
NR47966--MA0740.1.KLF14	chr4	127095285	127095298	-	0.000	0.000	Merged-chr4-127095353-15
NR17215--MA0599.1.KLF5	chr13	58113428	58113437	+	0.000	0.000	Merged-chr13-58113406-71
NR30312--MA0039.3.KLF4	chr17	67418062	67418072	-	0.000	0.000	Merged-chr17-67418046-1
NR32641--MA0599.1.KLF5	chr18	56431883	56431892	+	0.000	0.000	Merged-chr18-56431859-87
NR4622--MA0493.1.Klf1	chr1	181230950	181230960	+	0.000	0.000	Merged-chr1-181230993-50
NR53639--MA0493.1.Klf1	chr5	140649184	140649194	+	0.000	0.000	Merged-chr5-140649068-64
NR42380--MA0742.1.Klf12	chr3	84480471	84480485	-	0.000	0.000	Merged-chr3-84480339-69
NR26724--MA0599.1.KLF5	chr16	48627630	48627639	-	0.000	0.000	Merged-chr16-48627540-25
NR45296--MA0657.1.KLF13	chr4	15265676	15265693	-	0.000	0.000	Merged-chr4-15265953-100
NR53414--MA0039.3.KLF4	chr5	137645181	137645191	+	0.000	0.000	Merged-chr5-137645230-22
NR67080--MA0599.1.KLF5	chr9	77456629	77456638	+	0.000	0.000	Merged-chr9-77456588-28
NR42531--MA0039.3.KLF4	chr3	89338056	89338066	-	0.000	0.000	Merged-chr3-89337908-44
NR8883--MA0493.1.Klf1	chr10	116930684	116930694	+	0.000	0.000	Merged-chr10-116930621-65
NR30448--MA0599.1.KLF5	chr17	70990567	70990576	-	0.000	0.000	Merged-chr17-70990523-86
NR13728--MA0493.1.Klf1	chr12	33027533	33027543	+	0.000	0.000	Merged-chr12-33027322-24
NR64566--MA1107.1.KLF9	chr8	104632593	104632605	-	0.000	0.000	Merged-chr8-104632399-10
NR35332--MA1107.1.KLF9	chr2	11229339	11229351	+	0.000	0.000	Merged-chr2-11229306-10
NR64141--MA0657.1.KLF13	chr8	84709346	84709363	-	0.000	0.000	Merged-chr8-84709387-31
NR16358--MA0599.1.KLF5	chr13	19395770	19395779	-	0.000	0.000	Merged-chr13-19395779-56
NR28978--MA0740.1.KLF14	chr17	26715642	26715655	-	0.000	0.000	Merged-chr17-26715575-5
NR36937--MA0741.1.KLF16	chr2	62409031	62409041	+	0.000	0.000	Merged-chr2-62408986-36
NR26188--MA0741.1.KLF16	chr16	23102925	23102935	-	0.000	0.000	Merged-chr16-23102925-22
NR29200--MA1107.1.KLF9	chr17	29973335	29973347	+	0.000	0.000	Merged-chr17-29973396-19
NR67604--MA0599.1.KLF5	chr9	96517580	96517589	+	0.000	0.000	Merged-chr9-96517564-7
NR60525--MA0493.1.Klf1	chr7	90476754	90476764	-	0.000	0.000	Merged-chr7-90476840-1
NR36874--MA1107.1.KLF9	chr2	60717577	60717589	-	0.000	0.000	Merged-chr2-60717548-24
NR57554--MA0740.1.KLF14	chr6	140424634	140424647	+	0.000	0.000	Merged-chr6-140424480-146
NR47379--MA0741.1.KLF16	chr4	106911392	106911402	+	0.000	0.000	Merged-chr4-106911320-71
NR29993--MA0493.1.Klf1	chr17	56036678	56036688	+	0.000	0.000	Merged-chr17-56036647-50
NR42913--MA0741.1.KLF16	chr3	101377236	101377246	-	0.000	0.000	Merged-chr3-101377096-48
NR25509--MA0599.1.KLF5	chr15	103503121	103503130	-	0.000	0.000	Merged-chr15-103503079-38
NR62939--MA0742.1.Klf12	chr8	39056369	39056383	-	0.000	0.000	Merged-chr8-39056272-4
NR14621--MA0741.1.KLF16	chr12	77451222	77451232	+	0.000	0.000	Merged-chr12-77451107-2
NR32826--MA0657.1.KLF13	chr18	62973002	62973019	+	0.000	0.000	Merged-chr18-62972884-28
NR57023--MA0599.1.KLF5	chr6	125349698	125349707	+	0.000	0.000	Merged-chr6-125349786-48
NR61850--MA0740.1.KLF14	chr7	140941529	140941542	+	0.000	0.000	Merged-chr7-140941728-63
NR45565--MA0742.1.Klf12	chr4	32950866	32950880	+	0.000	0.000	Merged-chr4-32950743-79
NR37513--MA0599.1.KLF5	chr2	84670708	84670717	-	0.000	0.000	Merged-chr2-84670732-65
NR23383--MA0741.1.KLF16	chr15	38452893	38452903	-	0.000	0.000	Merged-chr15-38452892-28
NR41237--MA0599.1.KLF5	chr3	35754079	35754088	-	0.000	0.000	Merged-chr3-35754323-108
NR20414--MA0742.1.Klf12	chr14	40966893	40966907	-	0.000	0.000	Merged-chr14-40966984-107
NR28835--MA0740.1.KLF14	chr17	23925361	23925374	-	0.000	0.000	Merged-chr17-23925294-2
NR67174--MA0741.1.KLF16	chr9	80261159	80261169	-	0.000	0.000	Merged-chr9-80261052-5
NR36047--MA0741.1.KLF16	chr2	31572858	31572868	-	0.000	0.000	Merged-chr2-31572734-38
NR7364--MA0599.1.KLF5	chr10	78160832	78160841	-	0.000	0.000	Merged-chr10-78160963-33
NR13447--MA0741.1.KLF16	chr12	21373686	21373696	-	0.000	0.000	Merged-chr12-21373648-61
NR31770--MA0493.1.Klf1	chr18	24309580	24309590	-	0.000	0.000	Merged-chr18-24309700-12
NR497--MA0599.1.KLF5	chr1	23922396	23922405	-	0.000	0.000	Merged-chr1-23922466-2
NR24222--MA0599.1.KLF5	chr15	76973945	76973954	+	0.000	0.000	Merged-chr15-76974110-12
NR47599--MA0740.1.KLF14	chr4	116877333	116877346	+	0.000	0.000	Merged-chr4-116877441-82
NR27471--MA0741.1.KLF16	chr16	77358704	77358714	-	0.000	0.000	Merged-chr16-77358770-12
NR16594--MA1107.1.KLF9	chr13	31503285	31503297	+	0.000	0.000	Merged-chr13-31503331-6
NR48391--MA0741.1.KLF16	chr4	135273016	135273026	+	0.000	0.000	Merged-chr4-135272795-85
NR54514--MA0493.1.Klf1	chr6	24310905	24310915	-	0.000	0.000	Merged-chr6-24310854-8
NR68124--MA0740.1.KLF14	chr9	114731114	114731127	-	0.000	0.000	Merged-chr9-114731222-121
NR45950--MA0599.1.KLF5	chr4	44167952	44167961	+	0.000	0.000	Merged-chr4-44168045-123
NR13320--MA1107.1.KLF9	chr12	16258451	16258463	+	0.000	0.000	Merged-chr12-16258722-16
NR4188--MA0493.1.Klf1	chr1	171270328	171270338	+	0.000	0.000	Merged-chr1-171270416-54
NR61081--MA0039.3.KLF4	chr7	113250821	113250831	-	0.000	0.000	Merged-chr7-113250807-31
NR35046--MA0740.1.KLF14	chr2	3284056	3284069	-	0.000	0.000	Merged-chr2-3284320-138
NR12322--MA0741.1.KLF16	chr11	102309190	102309200	+	0.000	0.000	Merged-chr11-102309316-55
NR10816--MA1107.1.KLF9	chr11	59839387	59839399	+	0.000	0.000	Merged-chr11-59839574-91
NR52599--MA0599.1.KLF5	chr5	121711215	121711224	+	0.000	0.000	Merged-chr5-121711338-4
NR25857--MA0741.1.KLF16	chr16	10835431	10835441	-	0.000	0.000	Merged-chr16-10835288-65
NR65102--MA0599.1.KLF5	chr8	120319625	120319634	-	0.000	0.000	Merged-chr8-120319667-36
NR56138--MA1107.1.KLF9	chr6	94665400	94665412	+	0.000	0.000	Merged-chr6-94665476-13
NR17130--MA0742.1.Klf12	chr13	55513542	55513556	+	0.000	0.000	Merged-chr13-55513377-73
NR51327--MA0741.1.KLF16	chr5	76951246	76951256	-	0.000	0.000	Merged-chr5-76951369-96
NR52384--MA0599.1.KLF5	chr5	114823495	114823504	+	0.000	0.000	Merged-chr5-114823339-44
NR26075--MA0599.1.KLF5	chr16	18426562	18426571	-	0.000	0.000	Merged-chr16-18426465-56
NR33918--MA1107.1.KLF9	chr19	5815870	5815882	+	0.000	0.000	Merged-chr19-5816092-50
NR28519--MA0741.1.KLF16	chr17	12992262	12992272	+	0.000	0.000	Merged-chr17-12992302-122
NR13699--MA0741.1.KLF16	chr12	32061330	32061340	+	0.000	0.000	Merged-chr12-32061183-71
NR57135--MA0599.1.KLF5	chr6	128355967	128355976	-	0.000	0.000	Merged-chr6-128355852-54
NR11082--MA0741.1.KLF16	chr11	69063620	69063630	+	0.000	0.000	Merged-chr11-69063631-1
NR17572--MA1107.1.KLF9	chr13	69611737	69611749	+	0.000	0.000	Merged-chr13-69611588-99
NR48508--MA0599.1.KLF5	chr4	137866426	137866435	-	0.000	0.000	Merged-chr4-137866445-39
NR69569--MA0599.1.KLF5	chrX	162643608	162643617	+	0.000	0.000	Merged-chrX-162643590-34
NR7391--MA0741.1.KLF16	chr10	78425690	78425700	-	0.000	0.000	Merged-chr10-78425733-51
NR48847--MA1107.1.KLF9	chr4	147402130	147402142	+	0.000	0.000	Merged-chr4-147401974-46
NR4524--MA0740.1.KLF14	chr1	178835867	178835880	+	0.000	0.000	Merged-chr1-178835689-1
NR66644--MA0599.1.KLF5	chr9	57957107	57957116	+	0.000	0.000	Merged-chr9-57956974-45
NR60262--MA0740.1.KLF14	chr7	80583398	80583411	-	0.000	0.000	Merged-chr7-80583398-64
NR2005--MA0741.1.KLF16	chr1	91405697	91405707	-	0.000	0.000	Merged-chr1-91405791-30
NR33256--MA0493.1.Klf1	chr18	74442353	74442363	+	0.000	0.000	Merged-chr18-74442456-61
NR14504--MA1107.1.KLF9	chr12	72014610	72014622	+	0.000	0.000	Merged-chr12-72014638-4
NR58408--MA0493.1.Klf1	chr7	19149329	19149339	+	0.000	0.000	Merged-chr7-19149446-69
NR41349--MA0599.1.KLF5	chr3	38484882	38484891	+	0.000	0.000	Merged-chr3-38484612-142
NR13736--MA0039.3.KLF4	chr12	33036353	33036363	+	0.000	0.000	Merged-chr12-33036196-25
NR13746--MA0493.1.Klf1	chr12	33314246	33314256	-	0.000	0.000	Merged-chr12-33314365-39
NR62941--MA0039.3.KLF4	chr8	39056371	39056381	-	0.000	0.000	Merged-chr8-39056272-4
NR64584--MA1107.1.KLF9	chr8	104641765	104641777	-	0.000	0.000	Merged-chr8-104641787-70
NR27994--MA0741.1.KLF16	chr16	93973731	93973741	-	0.000	0.000	Merged-chr16-93973640-19
NR44183--MA1107.1.KLF9	chr3	143379403	143379415	+	0.000	0.000	Merged-chr3-143379316-24
NR10741--MA0599.1.KLF5	chr11	57644559	57644568	+	0.000	0.000	Merged-chr11-57644449-7
NR35921--MA0741.1.KLF16	chr2	29820461	29820471	+	0.000	0.000	Merged-chr2-29820454-25
NR67837--MA0599.1.KLF5	chr9	106429400	106429409	+	0.000	0.000	Merged-chr9-106429526-66
NR61786--MA0741.1.KLF16	chr7	139389009	139389019	+	0.000	0.000	Merged-chr7-139388959-78
NR56841--MA0741.1.KLF16	chr6	119749280	119749290	+	0.000	0.000	Merged-chr6-119749325-22
NR27926--MA0599.1.KLF5	chr16	93712037	93712046	+	0.000	0.000	Merged-chr16-93711802-127
NR10147--MA0740.1.KLF14	chr11	23497985	23497998	+	0.000	0.000	Merged-chr11-23497943-92
NR22817--MA0599.1.KLF5	chr15	12895613	12895622	-	0.000	0.000	Merged-chr15-12895648-51
NR11597--MA1107.1.KLF9	chr11	80512584	80512596	+	0.000	0.000	Merged-chr11-80512615-5
NR12664--MA0039.3.KLF4	chr11	115249810	115249820	-	0.000	0.000	Merged-chr11-115249853-1
NR18613--MA0741.1.KLF16	chr13	100492403	100492413	+	0.000	0.000	Merged-chr13-100492434-78
NR57076--MA0741.1.KLF16	chr6	127142616	127142626	+	0.000	0.000	Merged-chr6-127142534-64
NR66845--MA0493.1.Klf1	chr9	65461185	65461195	-	0.000	0.000	Merged-chr9-65461064-58
NR918--MA0599.1.KLF5	chr1	43827796	43827805	+	0.000	0.000	Merged-chr1-43827662-129
NR50167--MA0039.3.KLF4	chr5	33203856	33203866	+	0.000	0.000	Merged-chr5-33203918-39
NR60444--MA1107.1.KLF9	chr7	88321077	88321089	-	0.000	0.000	Merged-chr7-88321052-6
NR50930--MA0741.1.KLF16	chr5	64959355	64959365	-	0.000	0.000	Merged-chr5-64959516-90
NR48414--MA0599.1.KLF5	chr4	135856057	135856066	-	0.000	0.000	Merged-chr4-135856056-91
NR29179--MA0740.1.KLF14	chr17	29490577	29490590	-	0.000	0.000	Merged-chr17-29490702-78
NR65669--MA0741.1.KLF16	chr9	14926828	14926838	+	0.000	0.000	Merged-chr9-14926732-51
NR63052--MA0741.1.KLF16	chr8	45934776	45934786	+	0.000	0.000	Merged-chr8-45934835-41
NR27851--MA0741.1.KLF16	chr16	91541913	91541923	+	0.000	0.000	Merged-chr16-91541885-7
NR7462--MA0493.1.Klf1	chr10	79985892	79985902	-	0.000	0.000	Merged-chr10-79985797-5
NR40247--MA0741.1.KLF16	chr2	173578402	173578412	+	0.000	0.000	Merged-chr2-173578364-53
NR17070--MA0740.1.KLF14	chr13	54055571	54055584	+	0.000	0.000	Merged-chr13-54055644-29
NR13652--MA0493.1.Klf1	chr12	28735505	28735515	-	0.000	0.000	Merged-chr12-28735423-1
NR8025--MA0741.1.KLF16	chr10	91181779	91181789	+	0.000	0.000	Merged-chr10-91182003-104
NR7382--MA0599.1.KLF5	chr10	78399395	78399404	+	0.000	0.000	Merged-chr10-78399498-14
NR61914--MA0741.1.KLF16	chr7	141414099	141414109	-	0.000	0.000	Merged-chr7-141414217-79
NR45055--MA0742.1.Klf12	chr4	8690861	8690875	-	0.000	0.000	Merged-chr4-8690646-122
NR61492--MA0657.1.KLF13	chr7	127393812	127393829	-	0.000	0.000	Merged-chr7-127393642-77
NR20877--MA0740.1.KLF14	chr14	54464158	54464171	+	0.000	0.000	Merged-chr14-54464203-140
NR38088--MA0741.1.KLF16	chr2	114032401	114032411	-	0.000	0.000	Merged-chr2-114032469-18
NR32752--MA1107.1.KLF9	chr18	60844167	60844179	-	0.000	0.000	Merged-chr18-60844209-77
NR46345--MA1107.1.KLF9	chr4	59805745	59805757	-	0.000	0.000	Merged-chr4-59805793-13
NR3102--MA1107.1.KLF9	chr1	139181151	139181163	-	0.000	0.000	Merged-chr1-139181025-29
NR16568--MA0493.1.Klf1	chr13	30186460	30186470	-	0.000	0.000	Merged-chr13-30186492-12
NR15759--MA0741.1.KLF16	chr12	118836994	118837004	-	0.000	0.000	Merged-chr12-118836898-44
NR47422--MA0493.1.Klf1	chr4	107923662	107923672	+	0.000	0.000	Merged-chr4-107923581-50
NR30777--MA0742.1.Klf12	chr17	80621135	80621149	+	0.000	0.000	Merged-chr17-80621176-31
NR54271--MA0741.1.KLF16	chr6	13677975	13677985	-	0.000	0.000	Merged-chr6-13677797-118
NR19954--MA0493.1.Klf1	chr14	20793863	20793873	-	0.000	0.000	Merged-chr14-20794001-82
NR67140--MA0741.1.KLF16	chr9	78427563	78427573	-	0.000	0.000	Merged-chr9-78427642-36
NR46139--MA0740.1.KLF14	chr4	49631953	49631966	+	0.000	0.000	Merged-chr4-49632034-71
NR16488--MA0599.1.KLF5	chr13	24831549	24831558	+	0.000	0.000	Merged-chr13-24831601-67
NR48973--MA0493.1.Klf1	chr4	150029913	150029923	-	0.000	0.000	Merged-chr4-150029862-9
NR4189--MA0741.1.KLF16	chr1	171270329	171270339	+	0.000	0.000	Merged-chr1-171270416-54
NR26620--MA1107.1.KLF9	chr16	44016449	44016461	+	0.000	0.000	Merged-chr16-44016321-50
NR38715--MA0599.1.KLF5	chr2	131171585	131171594	+	0.000	0.000	Merged-chr2-131171602-23
NR20888--MA0599.1.KLF5	chr14	54686691	54686700	+	0.000	0.000	Merged-chr14-54686537-116
NR9090--MA0039.3.KLF4	chr10	121033844	121033854	-	0.000	0.000	Merged-chr10-121033809-97
NR28018--MA0742.1.Klf12	chr16	94354647	94354661	-	0.000	0.000	Merged-chr16-94354620-30
NR25504--MA0493.1.Klf1	chr15	103340174	103340184	-	0.000	0.000	Merged-chr15-103340196-50
NR27137--MA1107.1.KLF9	chr16	65136014	65136026	+	0.000	0.000	Merged-chr16-65135972-1
NR55048--MA0741.1.KLF16	chr6	48395566	48395576	+	0.000	0.000	Merged-chr6-48395696-62
NR55221--MA0740.1.KLF14	chr6	54760113	54760126	+	0.000	0.000	Merged-chr6-54760187-57
NR48400--MA0493.1.Klf1	chr4	135433861	135433871	-	0.000	0.000	Merged-chr4-135433954-85
NR63285--MA0599.1.KLF5	chr8	57503830	57503839	-	0.000	0.000	Merged-chr8-57503871-22
NR34051--MA0599.1.KLF5	chr19	8880930	8880939	-	0.000	0.000	Merged-chr19-8880870-57
NR40672--MA0740.1.KLF14	chr3	10439628	10439641	-	0.000	0.000	Merged-chr3-10439565-1
NR37858--MA0599.1.KLF5	chr2	103073688	103073697	+	0.000	0.000	Merged-chr2-103073644-68
NR60217--MA0599.1.KLF5	chr7	80115362	80115371	-	0.000	0.000	Merged-chr7-80115240-64
NR45708--MA0657.1.KLF13	chr4	40757923	40757940	+	0.000	0.000	Merged-chr4-40757747-77
