#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR3280--MA0482.1.Gata4	chr16	92307631	92307641	-	0.000	0.000	Merged-chr16-92307633-7
NR2721--MA0035.3.Gata1	chr15	25673748	25673758	+	0.000	0.000	Merged-chr15-25673661-24
NR7729--MA0035.3.Gata1	chr9	86579814	86579824	+	0.000	0.000	Merged-chr9-86579809-9
NR6264--MA0037.3.GATA3	chr6	55511846	55511853	-	0.000	0.000	Merged-chr6-55511868-6
NR2473--MA0140.2.GATA1::TAL1	chr14	61758887	61758904	-	0.000	0.000	Merged-chr14-61758817-7
NR7224--MA0766.1.GATA5	chr8	46859564	46859571	-	0.000	0.000	Merged-chr8-46859659-64
NR6970--MA0766.1.GATA5	chr7	101504104	101504111	-	0.000	0.000	Merged-chr7-101503907-73
NR1108--MA0766.1.GATA5	chr11	22813645	22813652	+	0.000	0.000	Merged-chr11-22813643-1
NR5887--MA0035.3.Gata1	chr5	63768123	63768133	+	0.000	0.000	Merged-chr5-63767981-25
NR3978--MA0482.1.Gata4	chr19	32998969	32998979	-	0.000	0.000	Merged-chr19-32999080-29
NR1361--MA0482.1.Gata4	chr11	106438888	106438898	+	0.000	0.000	Merged-chr11-106438995-31
NR1427--MA0482.1.Gata4	chr11	116077057	116077067	+	0.000	0.000	Merged-chr11-116076989-9
NR2853--MA0482.1.Gata4	chr15	79729230	79729240	+	0.000	0.000	Merged-chr15-79729133-34
NR7039--MA0140.2.GATA1::TAL1	chr7	123188712	123188729	+	0.000	0.000	Merged-chr7-123188758-28
NR3216--MA0482.1.Gata4	chr16	66086702	66086712	+	0.000	0.000	Merged-chr16-66086640-17
NR2962--MA0482.1.Gata4	chr16	8640131	8640141	-	0.000	0.000	Merged-chr16-8639905-53
NR729--MA0037.3.GATA3	chr10	34096576	34096583	+	0.000	0.000	Merged-chr10-34096665-20
NR3283--MA0035.3.Gata1	chr16	92307632	92307642	-	0.000	0.000	Merged-chr16-92307633-7
NR2323--MA0140.2.GATA1::TAL1	chr14	27562718	27562735	-	0.000	0.000	Merged-chr14-27562668-44
NR2742--MA0036.3.GATA2	chr15	36375102	36375112	-	0.000	0.000	Merged-chr15-36375084-60
NR6660--MA0035.3.Gata1	chr6	142567727	142567737	+	0.000	0.000	Merged-chr6-142567710-6
NR4980--MA0035.3.Gata1	chr3	95666282	95666292	+	0.000	0.000	Merged-chr3-95666288-23
NR5386--MA0140.2.GATA1::TAL1	chr4	59278701	59278718	+	0.000	0.000	Merged-chr4-59278599-46
NR7437--MA0035.3.Gata1	chr8	124658088	124658098	+	0.000	0.000	Merged-chr8-124658101-13
NR6635--MA0766.1.GATA5	chr6	140548054	140548061	-	0.000	0.000	Merged-chr6-140548189-34
NR1839--MA0036.3.GATA2	chr12	116932354	116932364	+	0.000	0.000	Merged-chr12-116932315-2
NR4955--MA0766.1.GATA5	chr3	84570697	84570704	-	0.000	0.000	Merged-chr3-84570776-21
NR365--MA0035.3.Gata1	chr1	133571485	133571495	-	0.000	0.000	Merged-chr1-133571423-3
NR1255--MA0035.3.Gata1	chr11	74371770	74371780	-	0.000	0.000	Merged-chr11-74371741-4
NR567--MA0037.3.GATA3	chr1	180988015	180988022	-	0.000	0.000	Merged-chr1-180987901-35
NR1154--MA0036.3.GATA2	chr11	46389538	46389548	+	0.000	0.000	Merged-chr11-46389577-59
NR4270--MA0766.1.GATA5	chr2	66185007	66185014	+	0.000	0.000	Merged-chr2-66184903-51
NR4260--MA0036.3.GATA2	chr2	65552088	65552098	-	0.000	0.000	Merged-chr2-65551988-12
NR1778--MA0035.3.Gata1	chr12	112606010	112606020	+	0.000	0.000	Merged-chr12-112605824-36
NR5106--MA0140.2.GATA1::TAL1	chr3	129536343	129536360	-	0.000	0.000	Merged-chr3-129536427-52
NR131--MA0766.1.GATA5	chr1	79752490	79752497	+	0.000	0.000	Merged-chr1-79752241-78
NR6744--MA0766.1.GATA5	chr7	19093680	19093687	-	0.000	0.000	Merged-chr7-19093740-100
NR7251--MA0482.1.Gata4	chr8	64935135	64935145	+	0.000	0.000	Merged-chr8-64935114-22
NR7046--MA0482.1.Gata4	chr7	125281540	125281550	-	0.000	0.000	Merged-chr7-125281590-1
NR2790--MA0035.3.Gata1	chr15	52900013	52900023	-	0.000	0.000	Merged-chr15-52899831-78
NR3020--MA0482.1.Gata4	chr16	27395273	27395283	+	0.000	0.000	Merged-chr16-27395267-15
NR3957--MA0482.1.Gata4	chr19	29418706	29418716	+	0.000	0.000	Merged-chr19-29418635-70
NR240--MA0766.1.GATA5	chr1	94035513	94035520	-	0.000	0.000	Merged-chr1-94035484-87
NR3153--MA0035.3.Gata1	chr16	57174598	57174608	+	0.000	0.000	Merged-chr16-57174772-11
NR1929--MA0482.1.Gata4	chr13	43191922	43191932	+	0.000	0.000	Merged-chr13-43191968-21
NR711--MA0035.3.Gata1	chr10	24291719	24291729	-	0.000	0.000	Merged-chr10-24291757-17
NR3180--MA0037.3.GATA3	chr16	58670210	58670217	-	0.000	0.000	Merged-chr16-58670422-58
NR4645--MA0140.2.GATA1::TAL1	chr2	150869656	150869673	+	0.000	0.000	Merged-chr2-150869596-45
NR5061--MA0482.1.Gata4	chr3	121689284	121689294	-	0.000	0.000	Merged-chr3-121689232-23
NR7559--MA0035.3.Gata1	chr9	41118250	41118260	-	0.000	0.000	Merged-chr9-41118206-38
NR6151--MA0140.2.GATA1::TAL1	chr5	148373400	148373417	-	0.000	0.000	Merged-chr5-148373511-17
NR5584--MA0482.1.Gata4	chr4	124769254	124769264	-	0.000	0.000	Merged-chr4-124769177-27
NR4496--MA0140.2.GATA1::TAL1	chr2	127789087	127789104	+	0.000	0.000	Merged-chr2-127788936-49
NR4611--MA0035.3.Gata1	chr2	144217579	144217589	-	0.000	0.000	Merged-chr2-144217495-19
NR2845--MA0482.1.Gata4	chr15	78514704	78514714	-	0.000	0.000	Merged-chr15-78514847-17
NR1209--MA0766.1.GATA5	chr11	64086047	64086054	-	0.000	0.000	Merged-chr11-64086070-15
NR7987--MA0140.2.GATA1::TAL1	chrX	136993116	136993133	-	0.000	0.000	Merged-chrX-136993018-95
NR1579--MA1104.1.GATA6	chr12	70999793	70999805	+	0.000	0.000	Merged-chr12-70999631-61
NR7254--MA0035.3.Gata1	chr8	64935134	64935144	+	0.000	0.000	Merged-chr8-64935114-22
NR3050--MA1104.1.GATA6	chr16	43661707	43661719	+	0.000	0.000	Merged-chr16-43661789-37
NR4838--MA0766.1.GATA5	chr3	37483951	37483958	+	0.000	0.000	Merged-chr3-37484009-38
NR7896--MA0482.1.Gata4	chr9	117400611	117400621	-	0.000	0.000	Merged-chr9-117400417-34
NR5226--MA0035.3.Gata1	chr3	146699129	146699139	+	0.000	0.000	Merged-chr3-146699153-10
NR1114--MA0482.1.Gata4	chr11	23754515	23754525	-	0.000	0.000	Merged-chr11-23754497-34
NR69--MA0036.3.GATA2	chr1	43457246	43457256	+	0.000	0.000	Merged-chr1-43457148-27
NR5478--MA0035.3.Gata1	chr4	86725371	86725381	+	0.000	0.000	Merged-chr4-86725378-12
NR3798--MA0140.2.GATA1::TAL1	chr18	74991055	74991072	+	0.000	0.000	Merged-chr18-74991256-33
NR2320--MA0036.3.GATA2	chr14	27562727	27562737	-	0.000	0.000	Merged-chr14-27562668-44
NR4353--MA0035.3.Gata1	chr2	85246760	85246770	+	0.000	0.000	Merged-chr2-85246695-45
NR732--MA0036.3.GATA2	chr10	34096574	34096584	-	0.000	0.000	Merged-chr10-34096665-20
NR5362--MA1104.1.GATA6	chr4	53384820	53384832	-	0.000	0.000	Merged-chr4-53384912-31
NR5249--MA0482.1.Gata4	chr3	152929753	152929763	+	0.000	0.000	Merged-chr3-152929727-94
