#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.up.bed
NR38349--MA0741.1.KLF16	chr2	132131491	132131501	+	0.000	0.000	Merged-chr2-132131548-24
NR55078--MA1107.1.KLF9	chr6	39256914	39256926	+	0.000	0.000	Merged-chr6-39256768-1
NR70841--MA0599.1.KLF5	chr9	110635498	110635507	-	0.000	0.000	Merged-chr9-110635479-22
NR6845--MA0741.1.KLF16	chr10	77606455	77606465	+	0.000	0.000	Merged-chr10-77606503-166
NR25977--MA0493.1.Klf1	chr16	38348504	38348514	+	0.000	0.000	Merged-chr16-38348536-9
NR64805--MA0741.1.KLF16	chr8	46551978	46551988	+	0.000	0.000	Merged-chr8-46552010-50
NR53365--MA0599.1.KLF5	chr5	135669922	135669931	-	0.000	0.000	Merged-chr5-135669926-12
NR59541--MA0493.1.Klf1	chr7	25395748	25395758	-	0.000	0.000	Merged-chr7-25395796-56
NR12108--MA1107.1.KLF9	chr11	99150543	99150555	+	0.000	0.000	Merged-chr11-99150380-50
NR39355--MA0493.1.Klf1	chr2	160873051	160873061	+	0.000	0.000	Merged-chr2-160872923-80
NR18768--MA1107.1.KLF9	chr13	112824341	112824353	+	0.000	0.000	Merged-chr13-112824318-13
NR191--MA0599.1.KLF5	chr1	20951572	20951581	+	0.000	0.000	Merged-chr1-20951631-56
NR33640--MA0599.1.KLF5	chr19	31198631	31198640	+	0.000	0.000	Merged-chr19-31198738-18
NR48864--MA0493.1.Klf1	chr4	152086733	152086743	-	0.000	0.000	Merged-chr4-152086795-46
NR67662--MA0742.1.Klf12	chr9	4309648	4309662	-	0.000	0.000	Merged-chr9-4309732-98
NR16920--MA0493.1.Klf1	chr13	51685365	51685375	-	0.000	0.000	Merged-chr13-51685389-6
NR21402--MA1107.1.KLF9	chr14	99099846	99099858	-	0.000	0.000	Merged-chr14-99099807-63
NR68351--MA0741.1.KLF16	chr9	41160882	41160892	-	0.000	0.000	Merged-chr9-41160864-12
NR11055--MA0599.1.KLF5	chr11	75510808	75510817	+	0.000	0.000	Merged-chr11-75510662-56
NR11731--MA0599.1.KLF5	chr11	94236188	94236197	+	0.000	0.000	Merged-chr11-94236284-28
NR25324--MA0599.1.KLF5	chr16	13819267	13819276	-	0.000	0.000	Merged-chr16-13819185-114
NR31447--MA0599.1.KLF5	chr18	44380481	44380490	-	0.000	0.000	Merged-chr18-44380569-68
NR12471--MA0493.1.Klf1	chr11	106167607	106167617	+	0.000	0.000	Merged-chr11-106167556-51
NR40750--MA0599.1.KLF5	chr3	34416473	34416482	-	0.000	0.000	Merged-chr3-34416550-2
NR55073--MA0039.3.KLF4	chr6	39205385	39205395	+	0.000	0.000	Merged-chr6-39205460-39
NR484--MA0741.1.KLF16	chr1	39046885	39046895	-	0.000	0.000	Merged-chr1-39046899-9
NR61582--MA0740.1.KLF14	chr7	97081544	97081557	-	0.000	0.000	Merged-chr7-97081446-1
NR43200--MA0741.1.KLF16	chr3	129588972	129588982	+	0.000	0.000	Merged-chr3-129588899-30
NR52293--MA0599.1.KLF5	chr5	117069255	117069264	-	0.000	0.000	Merged-chr5-117069414-24
NR69062--MA0741.1.KLF16	chr9	61715236	61715246	-	0.000	0.000	Merged-chr9-61715160-12
NR25337--MA0741.1.KLF16	chr16	13903130	13903140	-	0.000	0.000	Merged-chr16-13903124-91
NR71810--MA0599.1.KLF5	chrX	17319516	17319525	+	0.000	0.000	Merged-chrX-17319399-10
NR23386--MA0741.1.KLF16	chr15	73716731	73716741	+	0.000	0.000	Merged-chr15-73716639-32
NR28296--MA0740.1.KLF14	chr17	28177140	28177153	+	0.000	0.000	Merged-chr17-28177192-60
NR14771--MA1107.1.KLF9	chr12	83486295	83486307	+	0.000	0.000	Merged-chr12-83486169-4
NR61919--MA0740.1.KLF14	chr7	105744394	105744407	+	0.000	0.000	Merged-chr7-105744345-53
NR62193--MA0493.1.Klf1	chr7	114093942	114093952	+	0.000	0.000	Merged-chr7-114093850-17
NR17481--MA1107.1.KLF9	chr13	69821333	69821345	+	0.000	0.000	Merged-chr13-69821460-47
NR55885--MA0599.1.KLF5	chr6	72439124	72439133	+	0.000	0.000	Merged-chr6-72438940-1
NR39090--MA0741.1.KLF16	chr2	154791881	154791891	+	0.000	0.000	Merged-chr2-154791937-2
NR67448--MA0741.1.KLF16	chr8	126081715	126081725	+	0.000	0.000	Merged-chr8-126081613-2
NR61444--MA0599.1.KLF5	chr7	90476021	90476030	-	0.000	0.000	Merged-chr7-90476243-63
NR64154--MA0599.1.KLF5	chr8	12977495	12977504	+	0.000	0.000	Merged-chr8-12977424-1
NR41934--MA0599.1.KLF5	chr3	94786681	94786690	-	0.000	0.000	Merged-chr3-94786570-53
NR60555--MA0741.1.KLF16	chr7	49450948	49450958	-	0.000	0.000	Merged-chr7-49451105-18
NR13316--MA0742.1.Klf12	chr11	121388259	121388273	+	0.000	0.000	Merged-chr11-121388378-24
NR7262--MA0657.1.KLF13	chr10	81357423	81357440	+	0.000	0.000	Merged-chr10-81357608-63
NR60826--MA0741.1.KLF16	chr7	64287603	64287613	-	0.000	0.000	Merged-chr7-64287725-57
NR56943--MA0493.1.Klf1	chr6	113638413	113638423	-	0.000	0.000	Merged-chr6-113638545-51
NR47207--MA0740.1.KLF14	chr4	123183450	123183463	-	0.000	0.000	Merged-chr4-123183397-53
NR29003--MA0599.1.KLF5	chr17	44105682	44105691	-	0.000	0.000	Merged-chr17-44105756-70
NR47693--MA1107.1.KLF9	chr4	132783904	132783916	-	0.000	0.000	Merged-chr4-132783946-19
NR64821--MA0599.1.KLF5	chr8	46654735	46654744	-	0.000	0.000	Merged-chr8-46654782-26
NR58840--MA0740.1.KLF14	chr7	4964459	4964472	+	0.000	0.000	Merged-chr7-4964465-28
NR59573--MA0599.1.KLF5	chr7	25816606	25816615	-	0.000	0.000	Merged-chr7-25816600-49
NR50409--MA0599.1.KLF5	chr5	53540271	53540280	-	0.000	0.000	Merged-chr5-53540253-35
NR30978--MA0740.1.KLF14	chr18	20896431	20896444	-	0.000	0.000	Merged-chr18-20896385-98
NR20685--MA0599.1.KLF5	chr14	63940957	63940966	-	0.000	0.000	Merged-chr14-63940977-13
NR19877--MA0599.1.KLF5	chr14	34661935	34661944	-	0.000	0.000	Merged-chr14-34661835-65
NR13556--MA1107.1.KLF9	chr12	16384271	16384283	+	0.000	0.000	Merged-chr12-16384404-18
NR2257--MA1107.1.KLF9	chr1	127322311	127322323	+	0.000	0.000	Merged-chr1-127322582-29
NR64372--MA0741.1.KLF16	chr8	22166297	22166307	-	0.000	0.000	Merged-chr8-22166326-62
NR59280--MA0740.1.KLF14	chr7	19399905	19399918	-	0.000	0.000	Merged-chr7-19399852-28
NR33516--MA0741.1.KLF16	chr19	24225094	24225104	-	0.000	0.000	Merged-chr19-24225135-80
NR10169--MA0741.1.KLF16	chr11	53324641	53324651	+	0.000	0.000	Merged-chr11-53324720-33
NR28300--MA0741.1.KLF16	chr17	28193641	28193651	-	0.000	0.000	Merged-chr17-28193674-11
NR63082--MA0599.1.KLF5	chr7	130812698	130812707	-	0.000	0.000	Merged-chr7-130812664-20
NR28966--MA0741.1.KLF16	chr17	40934668	40934678	+	0.000	0.000	Merged-chr17-40934697-83
NR54794--MA1107.1.KLF9	chr6	29474062	29474074	+	0.000	0.000	Merged-chr6-29474137-48
NR36443--MA1107.1.KLF9	chr2	65552054	65552066	-	0.000	0.000	Merged-chr2-65551988-12
NR54240--MA0599.1.KLF5	chr5	148342580	148342589	-	0.000	0.000	Merged-chr5-148342586-57
NR68172--MA1107.1.KLF9	chr9	32672293	32672305	-	0.000	0.000	Merged-chr9-32672440-49
NR6846--MA0599.1.KLF5	chr10	77606552	77606561	+	0.000	0.000	Merged-chr10-77606503-166
NR14191--MA0741.1.KLF16	chr12	54795748	54795758	+	0.000	0.000	Merged-chr12-54795670-58
NR42278--MA0741.1.KLF16	chr3	101232746	101232756	+	0.000	0.000	Merged-chr3-101232789-7
NR47811--MA0741.1.KLF16	chr4	134061709	134061719	+	0.000	0.000	Merged-chr4-134061948-77
NR7586--MA0493.1.Klf1	chr10	88346840	88346850	-	0.000	0.000	Merged-chr10-88346697-18
NR49198--MA0599.1.KLF5	chr5	3356157	3356166	+	0.000	0.000	Merged-chr5-3355997-73
NR44089--MA0599.1.KLF5	chr3	152105444	152105453	+	0.000	0.000	Merged-chr3-152105562-31
NR44630--MA0493.1.Klf1	chr4	15945419	15945429	-	0.000	0.000	Merged-chr4-15945326-46
NR24434--MA0039.3.KLF4	chr15	94255267	94255277	+	0.000	0.000	Merged-chr15-94255177-46
NR26077--MA1107.1.KLF9	chr16	44140738	44140750	-	0.000	0.000	Merged-chr16-44140552-3
NR19167--MA0740.1.KLF14	chr14	8173113	8173126	+	0.000	0.000	Merged-chr14-8173262-80
NR7228--MA0493.1.Klf1	chr10	81253302	81253312	-	0.000	0.000	Merged-chr10-81253220-18
NR14525--MA1107.1.KLF9	chr12	72748669	72748681	-	0.000	0.000	Merged-chr12-72748579-13
NR35177--MA0741.1.KLF16	chr2	23006373	23006383	+	0.000	0.000	Merged-chr2-23006422-36
NR69171--MA0741.1.KLF16	chr9	64936740	64936750	+	0.000	0.000	Merged-chr9-64936635-11
NR5854--MA0493.1.Klf1	chr10	44038359	44038369	-	0.000	0.000	Merged-chr10-44038272-42
NR68382--MA0039.3.KLF4	chr9	42423779	42423789	+	0.000	0.000	Merged-chr9-42423784-11
NR17385--MA0742.1.Klf12	chr13	64161706	64161720	+	0.000	0.000	Merged-chr13-64161873-63
NR8139--MA0740.1.KLF14	chr10	110920128	110920141	+	0.000	0.000	Merged-chr10-110920143-70
NR1278--MA0741.1.KLF16	chr1	75478749	75478759	-	0.000	0.000	Merged-chr1-75478616-13
NR7272--MA1107.1.KLF9	chr10	81378591	81378603	+	0.000	0.000	Merged-chr10-81378614-74
NR68249--MA0493.1.Klf1	chr9	36905618	36905628	-	0.000	0.000	Merged-chr9-36905642-9
NR47590--MA1107.1.KLF9	chr4	130802165	130802177	+	0.000	0.000	Merged-chr4-130802230-25
NR30468--MA1107.1.KLF9	chr17	84026369	84026381	-	0.000	0.000	Merged-chr17-84026257-31
NR62820--MA0741.1.KLF16	chr7	127393662	127393672	-	0.000	0.000	Merged-chr7-127393642-77
NR65324--MA0493.1.Klf1	chr8	70608617	70608627	-	0.000	0.000	Merged-chr8-70608498-6
NR3240--MA0493.1.Klf1	chr1	155742448	155742458	+	0.000	0.000	Merged-chr1-155742292-41
NR47108--MA0599.1.KLF5	chr4	120731326	120731335	-	0.000	0.000	Merged-chr4-120731377-66
NR16394--MA0741.1.KLF16	chr13	24831549	24831559	+	0.000	0.000	Merged-chr13-24831601-67
NR70831--MA1107.1.KLF9	chr9	110449125	110449137	-	0.000	0.000	Merged-chr9-110449150-25
NR39960--MA0599.1.KLF5	chr2	172977718	172977727	+	0.000	0.000	Merged-chr2-172977593-131
NR59327--MA0599.1.KLF5	chr7	19749696	19749705	+	0.000	0.000	Merged-chr7-19749873-53
NR28258--MA0599.1.KLF5	chr17	27826271	27826280	-	0.000	0.000	Merged-chr17-27826379-77
NR20304--MA0493.1.Klf1	chr14	53795346	53795356	-	0.000	0.000	Merged-chr14-53795361-42
NR30472--MA0039.3.KLF4	chr17	84056506	84056516	-	0.000	0.000	Merged-chr17-84056540-29
NR50728--MA0741.1.KLF16	chr5	65724843	65724853	+	0.000	0.000	Merged-chr5-65724695-81
NR61747--MA0039.3.KLF4	chr7	100950762	100950772	+	0.000	0.000	Merged-chr7-100950799-22
NR22289--MA0740.1.KLF14	chr15	6708315	6708328	-	0.000	0.000	Merged-chr15-6708471-133
NR14580--MA0742.1.Klf12	chr12	75905508	75905522	+	0.000	0.000	Merged-chr12-75905530-21
NR50874--MA0493.1.Klf1	chr5	73223255	73223265	-	0.000	0.000	Merged-chr5-73223278-33
NR19755--MA1107.1.KLF9	chr14	30671956	30671968	+	0.000	0.000	Merged-chr14-30672121-25
NR68960--MA1107.1.KLF9	chr9	58271306	58271318	+	0.000	0.000	Merged-chr9-58271289-37
NR14307--MA0599.1.KLF5	chr12	64917705	64917714	+	0.000	0.000	Merged-chr12-64917934-55
NR23273--MA1107.1.KLF9	chr15	67290901	67290913	-	0.000	0.000	Merged-chr15-67291006-6
NR41070--MA0599.1.KLF5	chr3	54400030	54400039	+	0.000	0.000	Merged-chr3-54399982-24
NR6743--MA0599.1.KLF5	chr10	75932513	75932522	+	0.000	0.000	Merged-chr10-75932376-39
NR516--MA0741.1.KLF16	chr1	39556198	39556208	-	0.000	0.000	Merged-chr1-39556139-36
NR841--MA0657.1.KLF13	chr1	58424066	58424083	-	0.000	0.000	Merged-chr1-58424071-3
NR72684--MA1107.1.KLF9	chrX	152353044	152353056	-	0.000	0.000	Merged-chrX-152352945-26
NR52835--MA0599.1.KLF5	chr5	127478717	127478726	-	0.000	0.000	Merged-chr5-127478750-4
NR72088--MA0741.1.KLF16	chrX	68678510	68678520	-	0.000	0.000	Merged-chrX-68678721-92
NR55545--MA0599.1.KLF5	chr6	54595352	54595361	+	0.000	0.000	Merged-chr6-54595326-63
NR65999--MA0039.3.KLF4	chr8	88298231	88298241	-	0.000	0.000	Merged-chr8-88298148-50
NR67844--MA0493.1.Klf1	chr9	20757374	20757384	-	0.000	0.000	Merged-chr9-20757221-14
NR40283--MA0039.3.KLF4	chr2	181375982	181375992	+	0.000	0.000	Merged-chr2-181375912-7
NR67764--MA0599.1.KLF5	chr9	15004539	15004548	+	0.000	0.000	Merged-chr9-15004523-21
NR5966--MA0493.1.Klf1	chr10	53889524	53889534	-	0.000	0.000	Merged-chr10-53889619-14
NR2016--MA0493.1.Klf1	chr1	118627896	118627906	+	0.000	0.000	Merged-chr1-118628003-42
NR39961--MA0740.1.KLF14	chr2	173000083	173000096	-	0.000	0.000	Merged-chr2-173000238-62
NR7298--MA0741.1.KLF16	chr10	81433022	81433032	-	0.000	0.000	Merged-chr10-81433026-44
NR24573--MA0741.1.KLF16	chr15	97908369	97908379	+	0.000	0.000	Merged-chr15-97908198-86
NR52833--MA0740.1.KLF14	chr5	127478708	127478721	-	0.000	0.000	Merged-chr5-127478750-4
NR7742--MA0740.1.KLF14	chr10	93188644	93188657	+	0.000	0.000	Merged-chr10-93188465-33
NR50043--MA0741.1.KLF16	chr5	35757882	35757892	-	0.000	0.000	Merged-chr5-35757894-103
NR45720--MA0493.1.Klf1	chr4	59805780	59805790	+	0.000	0.000	Merged-chr4-59805793-13
NR37713--MA0741.1.KLF16	chr2	115581752	115581762	-	0.000	0.000	Merged-chr2-115581699-80
NR2275--MA1107.1.KLF9	chr1	127796441	127796453	-	0.000	0.000	Merged-chr1-127796546-56
NR10310--MA0599.1.KLF5	chr11	57791233	57791242	+	0.000	0.000	Merged-chr11-57791276-17
NR21532--MA1107.1.KLF9	chr14	103477490	103477502	+	0.000	0.000	Merged-chr14-103477505-31
NR63180--MA0493.1.Klf1	chr7	132484475	132484485	+	0.000	0.000	Merged-chr7-132484598-7
NR35491--MA0741.1.KLF16	chr2	28698442	28698452	+	0.000	0.000	Merged-chr2-28698593-11
NR33966--MA1107.1.KLF9	chr19	41981422	41981434	-	0.000	0.000	Merged-chr19-41981286-107
NR11126--MA0742.1.Klf12	chr11	76572998	76573012	+	0.000	0.000	Merged-chr11-76573046-33
NR34081--MA0599.1.KLF5	chr19	45560414	45560423	+	0.000	0.000	Merged-chr19-45560574-58
NR8381--MA0599.1.KLF5	chr10	117651216	117651225	-	0.000	0.000	Merged-chr10-117651194-26
NR12020--MA0741.1.KLF16	chr11	98477169	98477179	+	0.000	0.000	Merged-chr11-98477457-48
NR19699--MA0657.1.KLF13	chr14	30014615	30014632	-	0.000	0.000	Merged-chr14-30014704-42
NR47005--MA0599.1.KLF5	chr4	118060378	118060387	+	0.000	0.000	Merged-chr4-118060227-12
NR25793--MA1107.1.KLF9	chr16	32645441	32645453	-	0.000	0.000	Merged-chr16-32645495-50
NR50408--MA1107.1.KLF9	chr5	53437811	53437823	+	0.000	0.000	Merged-chr5-53437793-20
NR61027--MA0741.1.KLF16	chr7	75794909	75794919	-	0.000	0.000	Merged-chr7-75795153-56
NR32317--MA0742.1.Klf12	chr18	76222448	76222462	+	0.000	0.000	Merged-chr18-76222464-24
NR39171--MA1107.1.KLF9	chr2	157119299	157119311	-	0.000	0.000	Merged-chr2-157119108-55
NR31352--MA1107.1.KLF9	chr18	38276201	38276213	-	0.000	0.000	Merged-chr18-38276208-2
NR6920--MA0741.1.KLF16	chr10	78465057	78465067	+	0.000	0.000	Merged-chr10-78465004-63
NR6864--MA0599.1.KLF5	chr10	78009787	78009796	+	0.000	0.000	Merged-chr10-78009584-75
NR51659--MA0740.1.KLF14	chr5	103692351	103692364	-	0.000	0.000	Merged-chr5-103692321-99
NR23004--MA0741.1.KLF16	chr15	57970377	57970387	+	0.000	0.000	Merged-chr15-57970382-25
NR12378--MA0599.1.KLF5	chr11	103961608	103961617	-	0.000	0.000	Merged-chr11-103961666-4
NR28831--MA0599.1.KLF5	chr17	35704659	35704668	+	0.000	0.000	Merged-chr17-35704869-55
NR68047--MA1107.1.KLF9	chr9	22468430	22468442	+	0.000	0.000	Merged-chr9-22468507-1
NR49852--MA0741.1.KLF16	chr5	30921519	30921529	-	0.000	0.000	Merged-chr5-30921651-61
NR72579--MA0740.1.KLF14	chrX	139610570	139610583	-	0.000	0.000	Merged-chrX-139610581-86
NR56396--MA0039.3.KLF4	chr6	92214734	92214744	+	0.000	0.000	Merged-chr6-92214709-73
NR23170--MA1107.1.KLF9	chr15	62079499	62079511	+	0.000	0.000	Merged-chr15-62079594-24
NR44558--MA0740.1.KLF14	chr4	11965780	11965793	-	0.000	0.000	Merged-chr4-11965839-3
NR7426--MA0741.1.KLF16	chr10	84534060	84534070	+	0.000	0.000	Merged-chr10-84533973-56
NR4321--MA0493.1.Klf1	chr1	181352593	181352603	-	0.000	0.000	Merged-chr1-181352639-14
NR70028--MA0740.1.KLF14	chr9	88858896	88858909	-	0.000	0.000	Merged-chr9-88858930-57
NR57155--MA1107.1.KLF9	chr6	118139224	118139236	+	0.000	0.000	Merged-chr6-118139138-58
NR2337--MA0740.1.KLF14	chr1	128713043	128713056	+	0.000	0.000	Merged-chr1-128713010-21
NR45350--MA0741.1.KLF16	chr4	46650225	46650235	+	0.000	0.000	Merged-chr4-46650246-65
NR24104--MA0493.1.Klf1	chr15	85709428	85709438	-	0.000	0.000	Merged-chr15-85709467-21
NR57325--MA0742.1.Klf12	chr6	121110155	121110169	-	0.000	0.000	Merged-chr6-121110104-77
NR69035--MA0599.1.KLF5	chr9	61056538	61056547	+	0.000	0.000	Merged-chr9-61056676-44
NR27758--MA0741.1.KLF16	chr17	13480019	13480029	-	0.000	0.000	Merged-chr17-13479919-17
NR53796--MA0740.1.KLF14	chr5	140915643	140915656	+	0.000	0.000	Merged-chr5-140915429-24
NR51992--MA0741.1.KLF16	chr5	112275241	112275251	+	0.000	0.000	Merged-chr5-112275327-24
NR38373--MA0740.1.KLF14	chr2	132379894	132379907	-	0.000	0.000	Merged-chr2-132379852-19
NR2387--MA1107.1.KLF9	chr1	130522444	130522456	+	0.000	0.000	Merged-chr1-130522626-12
NR33258--MA0741.1.KLF16	chr19	8920654	8920664	-	0.000	0.000	Merged-chr19-8920533-75
NR54383--MA0741.1.KLF16	chr5	150232878	150232888	+	0.000	0.000	Merged-chr5-150232910-1
NR13132--MA0599.1.KLF5	chr11	119023850	119023859	+	0.000	0.000	Merged-chr11-119023765-1
NR3315--MA0657.1.KLF13	chr1	157017607	157017624	+	0.000	0.000	Merged-chr1-157017698-32
NR30018--MA0742.1.Klf12	chr17	73304633	73304647	-	0.000	0.000	Merged-chr17-73304533-12
NR27401--MA0599.1.KLF5	chr17	5093542	5093551	+	0.000	0.000	Merged-chr17-5093524-26
NR67303--MA0599.1.KLF5	chr8	123236020	123236029	+	0.000	0.000	Merged-chr8-123236103-61
NR26362--MA0741.1.KLF16	chr16	58408450	58408460	-	0.000	0.000	Merged-chr16-58408576-68
NR57295--MA0599.1.KLF5	chr6	120666297	120666306	+	0.000	0.000	Merged-chr6-120666537-45
NR40704--MA0039.3.KLF4	chr3	31145842	31145852	+	0.000	0.000	Merged-chr3-31145985-42
NR60698--MA1107.1.KLF9	chr7	58677350	58677362	-	0.000	0.000	Merged-chr7-58677436-64
NR19434--MA0599.1.KLF5	chr14	20794100	20794109	-	0.000	0.000	Merged-chr14-20794001-82
NR41589--MA0493.1.Klf1	chr3	86214189	86214199	-	0.000	0.000	Merged-chr3-86214292-17
NR11278--MA1107.1.KLF9	chr11	78818235	78818247	-	0.000	0.000	Merged-chr11-78818098-1
NR2589--MA0740.1.KLF14	chr1	134747712	134747725	+	0.000	0.000	Merged-chr1-134747834-30
NR39826--MA0599.1.KLF5	chr2	170216251	170216260	-	0.000	0.000	Merged-chr2-170216227-3
NR42091--MA0742.1.Klf12	chr3	96575125	96575139	+	0.000	0.000	Merged-chr3-96575084-6
NR14110--MA0599.1.KLF5	chr12	52383142	52383151	-	0.000	0.000	Merged-chr12-52383146-23
NR68744--MA0741.1.KLF16	chr9	51765296	51765306	-	0.000	0.000	Merged-chr9-51765331-83
NR938--MA1107.1.KLF9	chr1	62049752	62049764	+	0.000	0.000	Merged-chr1-62049803-1
NR50218--MA0741.1.KLF16	chr5	43422998	43423008	+	0.000	0.000	Merged-chr5-43423215-49
NR71343--MA0741.1.KLF16	chr9	119982407	119982417	-	0.000	0.000	Merged-chr9-119982666-256
NR7358--MA0493.1.Klf1	chr10	82859158	82859168	-	0.000	0.000	Merged-chr10-82859313-42
NR211--MA0741.1.KLF16	chr1	21271719	21271729	+	0.000	0.000	Merged-chr1-21271606-40
NR62077--MA0493.1.Klf1	chr7	110627600	110627610	+	0.000	0.000	Merged-chr7-110627584-9
NR3620--MA0740.1.KLF14	chr1	165236709	165236722	+	0.000	0.000	Merged-chr1-165236818-106
NR877--MA0741.1.KLF16	chr1	59482052	59482062	+	0.000	0.000	Merged-chr1-59482272-104
NR25632--MA0740.1.KLF14	chr16	24160873	24160886	+	0.000	0.000	Merged-chr16-24160756-32
NR9452--MA1107.1.KLF9	chr11	20035547	20035559	-	0.000	0.000	Merged-chr11-20035595-25
NR29245--MA0599.1.KLF5	chr17	47739614	47739623	-	0.000	0.000	Merged-chr17-47739612-38
NR14198--MA0039.3.KLF4	chr12	55007789	55007799	-	0.000	0.000	Merged-chr12-55007826-27
NR6824--MA0741.1.KLF16	chr10	77418279	77418289	+	0.000	0.000	Merged-chr10-77418101-77
NR54786--MA0493.1.Klf1	chr6	29396574	29396584	+	0.000	0.000	Merged-chr6-29396533-35
NR46702--MA1107.1.KLF9	chr4	108328005	108328017	-	0.000	0.000	Merged-chr4-108328034-82
NR7264--MA0741.1.KLF16	chr10	81357425	81357435	+	0.000	0.000	Merged-chr10-81357608-63
NR55535--MA1107.1.KLF9	chr6	54228986	54228998	-	0.000	0.000	Merged-chr6-54229087-24
NR2499--MA1107.1.KLF9	chr1	133363683	133363695	+	0.000	0.000	Merged-chr1-133363736-34
NR16678--MA0741.1.KLF16	chr13	41249808	41249818	-	0.000	0.000	Merged-chr13-41249879-71
NR60011--MA0741.1.KLF16	chr7	31208327	31208337	-	0.000	0.000	Merged-chr7-31208401-38
NR19420--MA0493.1.Klf1	chr14	20479950	20479960	-	0.000	0.000	Merged-chr14-20479960-47
NR29720--MA0740.1.KLF14	chr17	64628987	64629000	-	0.000	0.000	Merged-chr17-64628994-21
NR24334--MA0741.1.KLF16	chr15	91573243	91573253	-	0.000	0.000	Merged-chr15-91573061-60
NR50946--MA0741.1.KLF16	chr5	75143468	75143478	+	0.000	0.000	Merged-chr5-75143306-22
NR44836--MA0742.1.Klf12	chr4	33248548	33248562	+	0.000	0.000	Merged-chr4-33248647-4
NR1177--MA0493.1.Klf1	chr1	73940876	73940886	+	0.000	0.000	Merged-chr1-73940938-50
NR65615--MA0657.1.KLF13	chr8	76902218	76902235	+	0.000	0.000	Merged-chr8-76902143-41
NR12381--MA0741.1.KLF16	chr11	104231387	104231397	+	0.000	0.000	Merged-chr11-104231376-24
NR22654--MA0741.1.KLF16	chr15	36979980	36979990	-	0.000	0.000	Merged-chr15-36979970-39
NR63339--MA0741.1.KLF16	chr7	135598566	135598576	+	0.000	0.000	Merged-chr7-135598633-32
NR192--MA0741.1.KLF16	chr1	20951572	20951582	+	0.000	0.000	Merged-chr1-20951631-56
NR5823--MA0740.1.KLF14	chr10	43520079	43520092	+	0.000	0.000	Merged-chr10-43520023-14
NR66650--MA0741.1.KLF16	chr8	110618807	110618817	+	0.000	0.000	Merged-chr8-110618723-65
NR42014--MA0742.1.Klf12	chr3	95650862	95650876	-	0.000	0.000	Merged-chr3-95650788-36
NR53186--MA0657.1.KLF13	chr5	134275737	134275754	-	0.000	0.000	Merged-chr5-134275761-27
NR43456--MA0599.1.KLF5	chr3	135307604	135307613	+	0.000	0.000	Merged-chr3-135307763-66
NR10496--MA0741.1.KLF16	chr11	61142444	61142454	-	0.000	0.000	Merged-chr11-61142505-33
NR66638--MA0493.1.Klf1	chr8	110217833	110217843	-	0.000	0.000	Merged-chr8-110217807-69
NR57049--MA0599.1.KLF5	chr6	115037872	115037881	+	0.000	0.000	Merged-chr6-115037733-55
NR56714--MA0741.1.KLF16	chr6	100390398	100390408	+	0.000	0.000	Merged-chr6-100390476-26
NR48001--MA0599.1.KLF5	chr4	136081945	136081954	-	0.000	0.000	Merged-chr4-136081901-45
NR35914--MA0657.1.KLF13	chr2	36091471	36091488	+	0.000	0.000	Merged-chr2-36091401-36
NR10767--MA0741.1.KLF16	chr11	69410807	69410817	+	0.000	0.000	Merged-chr11-69410612-81
NR61627--MA0740.1.KLF14	chr7	98309584	98309597	+	0.000	0.000	Merged-chr7-98309453-63
NR23946--MA0599.1.KLF5	chr15	82162409	82162418	-	0.000	0.000	Merged-chr15-82162318-6
NR27528--MA0742.1.Klf12	chr17	6961215	6961229	+	0.000	0.000	Merged-chr17-6961334-74
NR56509--MA0741.1.KLF16	chr6	95552790	95552800	+	0.000	0.000	Merged-chr6-95552744-18
NR61449--MA0599.1.KLF5	chr7	90476070	90476079	+	0.000	0.000	Merged-chr7-90476243-63
NR23604--MA0740.1.KLF14	chr15	77071683	77071696	-	0.000	0.000	Merged-chr15-77071598-27
NR40727--MA1107.1.KLF9	chr3	32529504	32529516	-	0.000	0.000	Merged-chr3-32529586-54
NR62189--MA0493.1.Klf1	chr7	114093725	114093735	+	0.000	0.000	Merged-chr7-114093850-17
NR29151--MA0599.1.KLF5	chr17	46704277	46704286	-	0.000	0.000	Merged-chr17-46704365-1
NR39611--MA0741.1.KLF16	chr2	167129414	167129424	-	0.000	0.000	Merged-chr2-167129340-35
NR378--MA0039.3.KLF4	chr1	36272649	36272659	-	0.000	0.000	Merged-chr1-36272682-8
NR60534--MA0741.1.KLF16	chr7	49246034	49246044	+	0.000	0.000	Merged-chr7-49246156-57
NR82--MA0740.1.KLF14	chr1	12875660	12875673	-	0.000	0.000	Merged-chr1-12875704-39
NR24248--MA0599.1.KLF5	chr15	89149708	89149717	-	0.000	0.000	Merged-chr15-89149704-89
NR29496--MA0740.1.KLF14	chr17	56290605	56290618	+	0.000	0.000	Merged-chr17-56290726-100
