#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR7646--MA0089.1.MAFG::NFE2L1	chr3	35763896	35763901	-	0.000	0.000	Merged-chr3-35763987-7
NR10697--MA0089.1.MAFG::NFE2L1	chr6	143609272	143609277	+	0.000	0.000	Merged-chr6-143609389-48
NR930--MA0501.1.MAF::NFE2	chr1	182504399	182504413	-	0.000	0.000	Merged-chr1-182504417-24
NR2266--MA0591.1.Bach1::Mafk	chr11	87074104	87074118	-	0.000	0.000	Merged-chr11-87073947-35
NR1587--MA0117.2.Mafb	chr10	94919750	94919761	+	0.000	0.000	Merged-chr10-94919760-32
NR9110--MA0591.1.Bach1::Mafk	chr5	8911724	8911738	-	0.000	0.000	Merged-chr5-8911732-25
NR2309--MA0089.1.MAFG::NFE2L1	chr11	95117120	95117125	+	0.000	0.000	Merged-chr11-95117134-19
NR9516--MA0089.1.MAFG::NFE2L1	chr5	97055809	97055814	-	0.000	0.000	Merged-chr5-97055881-18
NR2415--MA0496.2.MAFK	chr11	109744079	109744097	+	0.000	0.000	Merged-chr11-109744155-21
NR6313--MA0089.1.MAFG::NFE2L1	chr19	45579250	45579255	+	0.000	0.000	Merged-chr19-45579112-22
NR1366--MA0495.2.MAFF	chr10	62533028	62533048	-	0.000	0.000	Merged-chr10-62533082-12
NR12943--MA0089.1.MAFG::NFE2L1	chrX	75056331	75056336	+	0.000	0.000	Merged-chrX-75056362-10
NR194--MA0089.1.MAFG::NFE2L1	chr1	62843348	62843353	-	0.000	0.000	Merged-chr1-62843391-6
NR11371--MA0659.1.MAFG	chr7	118277674	118277694	+	0.000	0.000	Merged-chr7-118277428-74
NR11032--MA0089.1.MAFG::NFE2L1	chr7	66185575	66185580	+	0.000	0.000	Merged-chr7-66185560-38
NR10933--MA0495.2.MAFF	chr7	35647506	35647526	+	0.000	0.000	Merged-chr7-35647371-69
NR7372--MA0501.1.MAF::NFE2	chr2	158379844	158379858	+	0.000	0.000	Merged-chr2-158379910-26
NR3680--MA0495.2.MAFF	chr13	105377164	105377184	-	0.000	0.000	Merged-chr13-105377302-26
NR2308--MA0591.1.Bach1::Mafk	chr11	94992055	94992069	-	0.000	0.000	Merged-chr11-94991977-26
NR3325--MA0089.1.MAFG::NFE2L1	chr13	32849896	32849901	-	0.000	0.000	Merged-chr13-32849948-19
NR1954--MA0591.1.Bach1::Mafk	chr11	29692909	29692923	-	0.000	0.000	Merged-chr11-29692902-6
NR6280--MA0659.1.MAFG	chr19	40618010	40618030	+	0.000	0.000	Merged-chr19-40618053-6
NR6239--MA0089.1.MAFG::NFE2L1	chr19	30095731	30095736	+	0.000	0.000	Merged-chr19-30095625-14
NR10405--MA0089.1.MAFG::NFE2L1	chr6	115594669	115594674	-	0.000	0.000	Merged-chr6-115594731-47
NR11347--MA0495.2.MAFF	chr7	116409582	116409602	+	0.000	0.000	Merged-chr7-116409560-37
NR5056--MA0659.1.MAFG	chr16	59013700	59013720	-	0.000	0.000	Merged-chr16-59013614-27
NR7686--MA0495.2.MAFF	chr3	59062426	59062446	-	0.000	0.000	Merged-chr3-59062358-13
NR9038--MA0089.1.MAFG::NFE2L1	chr4	149487998	149488003	-	0.000	0.000	Merged-chr4-149487937-22
NR11045--MA0089.1.MAFG::NFE2L1	chr7	67407103	67407108	-	0.000	0.000	Merged-chr7-67407196-3
NR7370--MA0659.1.MAFG	chr2	158379838	158379858	+	0.000	0.000	Merged-chr2-158379910-26
NR10191--MA0089.1.MAFG::NFE2L1	chr6	72347334	72347339	-	0.000	0.000	Merged-chr6-72347537-74
NR6591--MA0496.2.MAFK	chr2	31082798	31082816	-	0.000	0.000	Merged-chr2-31082849-41
NR12056--MA0501.1.MAF::NFE2	chr8	123341849	123341863	-	0.000	0.000	Merged-chr8-123341706-13
NR9084--MA0117.2.Mafb	chr5	3358945	3358956	-	0.000	0.000	Merged-chr5-3358967-15
NR10050--MA0501.1.MAF::NFE2	chr6	41541722	41541736	+	0.000	0.000	Merged-chr6-41541875-48
NR6757--MA0591.1.Bach1::Mafk	chr2	61711790	61711804	-	0.000	0.000	Merged-chr2-61711829-79
NR7846--MA0089.1.MAFG::NFE2L1	chr3	96306520	96306525	-	0.000	0.000	Merged-chr3-96306635-3
NR7901--MA0495.2.MAFF	chr3	105892539	105892559	-	0.000	0.000	Merged-chr3-105892493-111
NR12217--MA0501.1.MAF::NFE2	chr9	21609994	21610008	-	0.000	0.000	Merged-chr9-21610100-42
NR10782--MA0089.1.MAFG::NFE2L1	chr7	3693596	3693601	+	0.000	0.000	Merged-chr7-3693587-203
NR3353--MA0591.1.Bach1::Mafk	chr13	40922627	40922641	+	0.000	0.000	Merged-chr13-40922608-25
NR8753--MA0496.2.MAFK	chr4	116018507	116018525	-	0.000	0.000	Merged-chr4-116018460-3
NR7350--MA0591.1.Bach1::Mafk	chr2	154603868	154603882	+	0.000	0.000	Merged-chr2-154603925-61
NR7113--MA0591.1.Bach1::Mafk	chr2	127008714	127008728	+	0.000	0.000	Merged-chr2-127008778-46
NR5009--MA0496.2.MAFK	chr16	52468521	52468539	-	0.000	0.000	Merged-chr16-52468577-24
NR11906--MA0501.1.MAF::NFE2	chr8	95713541	95713555	-	0.000	0.000	Merged-chr8-95713709-35
NR7933--MA0089.1.MAFG::NFE2L1	chr3	107796755	107796760	-	0.000	0.000	Merged-chr3-107796765-38
NR13002--MA0089.1.MAFG::NFE2L1	chrX	106189577	106189582	-	0.000	0.000	Merged-chrX-106189421-28
NR8486--MA0089.1.MAFG::NFE2L1	chr4	41314634	41314639	-	0.000	0.000	Merged-chr4-41314751-93
NR3203--MA0117.2.Mafb	chr13	8742921	8742932	+	0.000	0.000	Merged-chr13-8742974-25
NR11803--MA0591.1.Bach1::Mafk	chr8	75084004	75084018	-	0.000	0.000	Merged-chr8-75083999-30
NR255--MA0495.2.MAFF	chr1	74398274	74398294	+	0.000	0.000	Merged-chr1-74398237-10
NR770--MA0089.1.MAFG::NFE2L1	chr1	165790053	165790058	-	0.000	0.000	Merged-chr1-165789768-126
NR521--MA0591.1.Bach1::Mafk	chr1	133788091	133788105	+	0.000	0.000	Merged-chr1-133787965-48
NR11119--MA0495.2.MAFF	chr7	84196447	84196467	-	0.000	0.000	Merged-chr7-84196453-50
NR8865--MA0496.2.MAFK	chr4	133092735	133092753	-	0.000	0.000	Merged-chr4-133092605-29
NR4308--MA0591.1.Bach1::Mafk	chr14	121313385	121313399	-	0.000	0.000	Merged-chr14-121313397-5
NR4110--MA0501.1.MAF::NFE2	chr14	70287487	70287501	-	0.000	0.000	Merged-chr14-70287567-29
NR4569--MA0089.1.MAFG::NFE2L1	chr15	64191474	64191479	+	0.000	0.000	Merged-chr15-64191593-19
NR7903--MA0659.1.MAFG	chr3	105892539	105892559	+	0.000	0.000	Merged-chr3-105892493-111
NR2492--MA0495.2.MAFF	chr11	115460288	115460308	+	0.000	0.000	Merged-chr11-115460107-26
NR5901--MA0501.1.MAF::NFE2	chr18	60481185	60481199	-	0.000	0.000	Merged-chr18-60481199-20
NR1379--MA0089.1.MAFG::NFE2L1	chr10	67610842	67610847	+	0.000	0.000	Merged-chr10-67610821-54
NR8897--MA0501.1.MAF::NFE2	chr4	135664668	135664682	-	0.000	0.000	Merged-chr4-135664760-27
NR3410--MA0089.1.MAFG::NFE2L1	chr13	51763435	51763440	-	0.000	0.000	Merged-chr13-51763503-22
NR5415--MA0591.1.Bach1::Mafk	chr17	31789320	31789334	+	0.000	0.000	Merged-chr17-31789470-34
NR4396--MA0591.1.Bach1::Mafk	chr15	27325951	27325965	+	0.000	0.000	Merged-chr15-27326036-33
NR4824--MA0591.1.Bach1::Mafk	chr16	4790140	4790154	-	0.000	0.000	Merged-chr16-4790072-71
NR4050--MA0089.1.MAFG::NFE2L1	chr14	60727282	60727287	+	0.000	0.000	Merged-chr14-60727314-32
NR10033--MA0591.1.Bach1::Mafk	chr6	34869611	34869625	+	0.000	0.000	Merged-chr6-34869594-48
NR1389--MA0495.2.MAFF	chr10	68240707	68240727	-	0.000	0.000	Merged-chr10-68240828-58
NR8499--MA0089.1.MAFG::NFE2L1	chr4	46630482	46630487	+	0.000	0.000	Merged-chr4-46630507-12
NR6902--MA0089.1.MAFG::NFE2L1	chr2	93424738	93424743	-	0.000	0.000	Merged-chr2-93424868-55
NR2597--MA0089.1.MAFG::NFE2L1	chr12	13508771	13508776	-	0.000	0.000	Merged-chr12-13508859-14
NR3336--MA0089.1.MAFG::NFE2L1	chr13	34078064	34078069	-	0.000	0.000	Merged-chr13-34078203-66
NR4438--MA0591.1.Bach1::Mafk	chr15	37192981	37192995	+	0.000	0.000	Merged-chr15-37193081-4
NR2335--MA0496.2.MAFK	chr11	97825332	97825350	+	0.000	0.000	Merged-chr11-97825467-43
NR10846--MA0659.1.MAFG	chr7	19332921	19332941	+	0.000	0.000	Merged-chr7-19332998-44
NR6046--MA0495.2.MAFF	chr18	80684420	80684440	+	0.000	0.000	Merged-chr18-80684566-45
NR6381--MA0496.2.MAFK	chr19	56647499	56647517	+	0.000	0.000	Merged-chr19-56647541-17
NR2003--MA0089.1.MAFG::NFE2L1	chr11	48788041	48788046	+	0.000	0.000	Merged-chr11-48788226-76
NR5396--MA0089.1.MAFG::NFE2L1	chr17	28257058	28257063	-	0.000	0.000	Merged-chr17-28256965-58
NR9091--MA0496.2.MAFK	chr5	3358937	3358955	+	0.000	0.000	Merged-chr5-3358967-15
NR6713--MA0495.2.MAFF	chr2	52955271	52955291	+	0.000	0.000	Merged-chr2-52955279-28
NR6588--MA0591.1.Bach1::Mafk	chr2	31082800	31082814	+	0.000	0.000	Merged-chr2-31082849-41
NR4352--MA0089.1.MAFG::NFE2L1	chr15	5250291	5250296	-	0.000	0.000	Merged-chr15-5250378-18
NR6164--MA0117.2.Mafb	chr19	10934843	10934854	+	0.000	0.000	Merged-chr19-10934831-6
NR2264--MA0495.2.MAFF	chr11	87074101	87074121	-	0.000	0.000	Merged-chr11-87073947-35
NR4562--MA0659.1.MAFG	chr15	64041700	64041720	+	0.000	0.000	Merged-chr15-64041818-65
NR9994--MA0591.1.Bach1::Mafk	chr6	28928145	28928159	+	0.000	0.000	Merged-chr6-28928131-16
NR1479--MA0089.1.MAFG::NFE2L1	chr10	83733796	83733801	+	0.000	0.000	Merged-chr10-83733897-13
NR1192--MA0495.2.MAFF	chr10	19718892	19718912	+	0.000	0.000	Merged-chr10-19718932-45
NR5483--MA0089.1.MAFG::NFE2L1	chr17	50171182	50171187	+	0.000	0.000	Merged-chr17-50171299-20
NR1740--MA0089.1.MAFG::NFE2L1	chr10	118083153	118083158	+	0.000	0.000	Merged-chr10-118083304-59
NR7353--MA0089.1.MAFG::NFE2L1	chr2	154732874	154732879	+	0.000	0.000	Merged-chr2-154732933-29
NR1075--MA0089.1.MAFG::NFE2L1	chr1	191417355	191417360	-	0.000	0.000	Merged-chr1-191417250-5
NR11849--MA0089.1.MAFG::NFE2L1	chr8	83742440	83742445	-	0.000	0.000	Merged-chr8-83742460-39
NR10429--MA0089.1.MAFG::NFE2L1	chr6	119522086	119522091	+	0.000	0.000	Merged-chr6-119522115-45
NR7798--MA0496.2.MAFK	chr3	89727208	89727226	-	0.000	0.000	Merged-chr3-89727230-25
NR10387--MA0496.2.MAFK	chr6	113047639	113047657	-	0.000	0.000	Merged-chr6-113047446-32
NR7568--MA0089.1.MAFG::NFE2L1	chr3	7613202	7613207	-	0.000	0.000	Merged-chr3-7613271-98
NR9223--MA0089.1.MAFG::NFE2L1	chr5	33039547	33039552	-	0.000	0.000	Merged-chr5-33039465-62
NR2505--MA0591.1.Bach1::Mafk	chr11	115975000	115975014	+	0.000	0.000	Merged-chr11-115974957-30
NR4515--MA0496.2.MAFK	chr15	58655207	58655225	-	0.000	0.000	Merged-chr15-58655104-54
NR11365--MA0496.2.MAFK	chr7	117449845	117449863	-	0.000	0.000	Merged-chr7-117449738-12
NR4570--MA0591.1.Bach1::Mafk	chr15	64191472	64191486	+	0.000	0.000	Merged-chr15-64191593-19
NR8699--MA0089.1.MAFG::NFE2L1	chr4	106970971	106970976	+	0.000	0.000	Merged-chr4-106970923-40
NR6235--MA0089.1.MAFG::NFE2L1	chr19	29391476	29391481	+	0.000	0.000	Merged-chr19-29391437-12
NR9310--MA0089.1.MAFG::NFE2L1	chr5	65919588	65919593	-	0.000	0.000	Merged-chr5-65919481-40
NR2797--MA0089.1.MAFG::NFE2L1	chr12	79522614	79522619	-	0.000	0.000	Merged-chr12-79522633-19
NR11120--MA0591.1.Bach1::Mafk	chr7	84196450	84196464	+	0.000	0.000	Merged-chr7-84196453-50
NR6611--MA0089.1.MAFG::NFE2L1	chr2	34945686	34945691	-	0.000	0.000	Merged-chr2-34945759-18
NR12374--MA0089.1.MAFG::NFE2L1	chr9	62427249	62427254	-	0.000	0.000	Merged-chr9-62427197-10
NR160--MA0591.1.Bach1::Mafk	chr1	60875488	60875502	+	0.000	0.000	Merged-chr1-60875356-55
NR128--MA0089.1.MAFG::NFE2L1	chr1	51572874	51572879	-	0.000	0.000	Merged-chr1-51572755-47
NR3338--MA0117.2.Mafb	chr13	34187617	34187628	+	0.000	0.000	Merged-chr13-34187711-22
NR6715--MA0117.2.Mafb	chr2	52955271	52955282	+	0.000	0.000	Merged-chr2-52955279-28
NR11383--MA0496.2.MAFK	chr7	119800883	119800901	+	0.000	0.000	Merged-chr7-119801060-49
NR161--MA0496.2.MAFK	chr1	60875486	60875504	+	0.000	0.000	Merged-chr1-60875356-55
NR7354--MA0501.1.MAF::NFE2	chr2	154732949	154732963	+	0.000	0.000	Merged-chr2-154732933-29
NR8886--MA0089.1.MAFG::NFE2L1	chr4	134714130	134714135	-	0.000	0.000	Merged-chr4-134714108-20
NR6717--MA0591.1.Bach1::Mafk	chr2	52955274	52955288	-	0.000	0.000	Merged-chr2-52955279-28
NR5431--MA0495.2.MAFF	chr17	34879688	34879708	+	0.000	0.000	Merged-chr17-34879793-28
NR806--MA0089.1.MAFG::NFE2L1	chr1	171793584	171793589	+	0.000	0.000	Merged-chr1-171793480-13
NR5944--MA0501.1.MAF::NFE2	chr18	65392718	65392732	-	0.000	0.000	Merged-chr18-65392671-27
NR6283--MA0496.2.MAFK	chr19	40618011	40618029	+	0.000	0.000	Merged-chr19-40618053-6
NR6133--MA0089.1.MAFG::NFE2L1	chr19	4756441	4756446	+	0.000	0.000	Merged-chr19-4756265-110
NR7954--MA0591.1.Bach1::Mafk	chr3	109323886	109323900	+	0.000	0.000	Merged-chr3-109323909-70
NR12923--MA0117.2.Mafb	chrX	57253761	57253772	+	0.000	0.000	Merged-chrX-57253722-63
NR1160--MA0089.1.MAFG::NFE2L1	chr10	10224829	10224834	+	0.000	0.000	Merged-chr10-10224805-34
NR5419--MA0089.1.MAFG::NFE2L1	chr17	32350426	32350431	+	0.000	0.000	Merged-chr17-32350599-47
NR11939--MA0495.2.MAFF	chr8	106795004	106795024	+	0.000	0.000	Merged-chr8-106794988-23
NR7161--MA0591.1.Bach1::Mafk	chr2	132004830	132004844	-	0.000	0.000	Merged-chr2-132004928-41
NR4663--MA0496.2.MAFK	chr15	82906878	82906896	+	0.000	0.000	Merged-chr15-82906941-10
NR6570--MA0591.1.Bach1::Mafk	chr2	27740439	27740453	-	0.000	0.000	Merged-chr2-27740391-16
NR7373--MA0496.2.MAFK	chr2	158379839	158379857	+	0.000	0.000	Merged-chr2-158379910-26
NR9555--MA0117.2.Mafb	chr5	100637138	100637149	+	0.000	0.000	Merged-chr5-100637307-83
NR5506--MA0089.1.MAFG::NFE2L1	chr17	57126043	57126048	+	0.000	0.000	Merged-chr17-57126152-41
NR654--MA0591.1.Bach1::Mafk	chr1	155224016	155224030	-	0.000	0.000	Merged-chr1-155224072-96
NR8784--MA0089.1.MAFG::NFE2L1	chr4	120062650	120062655	-	0.000	0.000	Merged-chr4-120062623-32
NR9765--MA0501.1.MAF::NFE2	chr5	135957789	135957803	+	0.000	0.000	Merged-chr5-135957645-50
NR1501--MA0496.2.MAFK	chr10	86727748	86727766	-	0.000	0.000	Merged-chr10-86727830-49
NR11356--MA0089.1.MAFG::NFE2L1	chr7	117090989	117090994	-	0.000	0.000	Merged-chr7-117091001-52
NR12713--MA0659.1.MAFG	chr9	111271627	111271647	+	0.000	0.000	Merged-chr9-111271747-70
NR10533--MA0117.2.Mafb	chr6	129591851	129591862	-	0.000	0.000	Merged-chr6-129591756-34
NR4376--MA0089.1.MAFG::NFE2L1	chr15	10583678	10583683	+	0.000	0.000	Merged-chr15-10583571-15
NR6031--MA0089.1.MAFG::NFE2L1	chr18	79079970	79079975	+	0.000	0.000	Merged-chr18-79080001-30
NR12030--MA0496.2.MAFK	chr8	122533216	122533234	+	0.000	0.000	Merged-chr8-122533289-14
NR6737--MA0089.1.MAFG::NFE2L1	chr2	58052712	58052717	-	0.000	0.000	Merged-chr2-58052877-27
NR1879--MA0089.1.MAFG::NFE2L1	chr11	4203398	4203403	+	0.000	0.000	Merged-chr11-4203551-72
NR9321--MA0089.1.MAFG::NFE2L1	chr5	67260613	67260618	-	0.000	0.000	Merged-chr5-67260794-69
NR8651--MA0501.1.MAF::NFE2	chr4	97831814	97831828	+	0.000	0.000	Merged-chr4-97831633-55
NR3043--MA0089.1.MAFG::NFE2L1	chr12	113023311	113023316	-	0.000	0.000	Merged-chr12-113023273-19
NR5791--MA0117.2.Mafb	chr18	32192361	32192372	-	0.000	0.000	Merged-chr18-32192400-28
NR2723--MA0117.2.Mafb	chr12	54313288	54313299	-	0.000	0.000	Merged-chr12-54313214-97
NR8607--MA0089.1.MAFG::NFE2L1	chr4	88179470	88179475	-	0.000	0.000	Merged-chr4-88179548-21
NR1199--MA0117.2.Mafb	chr10	20855280	20855291	+	0.000	0.000	Merged-chr10-20855169-17
NR7552--MA0501.1.MAF::NFE2	chr2	180822559	180822573	+	0.000	0.000	Merged-chr2-180822678-8
NR515--MA0089.1.MAFG::NFE2L1	chr1	132264820	132264825	-	0.000	0.000	Merged-chr1-132264829-22
NR10916--MA0591.1.Bach1::Mafk	chr7	30348034	30348048	+	0.000	0.000	Merged-chr7-30348044-13
NR10896--MA0659.1.MAFG	chr7	29816016	29816036	+	0.000	0.000	Merged-chr7-29816029-62
NR8394--MA0659.1.MAFG	chr4	6446815	6446835	-	0.000	0.000	Merged-chr4-6446926-20
NR8884--MA0089.1.MAFG::NFE2L1	chr4	134547510	134547515	+	0.000	0.000	Merged-chr4-134547498-8
NR9623--MA0089.1.MAFG::NFE2L1	chr5	112242535	112242540	+	0.000	0.000	Merged-chr5-112242517-49
NR111--MA0089.1.MAFG::NFE2L1	chr1	43299651	43299656	-	0.000	0.000	Merged-chr1-43299668-27
NR12843--MA0659.1.MAFG	chr9	123087821	123087841	-	0.000	0.000	Merged-chr9-123087769-13
NR8701--MA0501.1.MAF::NFE2	chr4	106987841	106987855	-	0.000	0.000	Merged-chr4-106987990-49
NR11771--MA0659.1.MAFG	chr8	70635680	70635700	+	0.000	0.000	Merged-chr8-70635559-11
NR1378--MA0501.1.MAF::NFE2	chr10	67098584	67098598	-	0.000	0.000	Merged-chr10-67098623-29
NR2359--MA0591.1.Bach1::Mafk	chr11	102728647	102728661	-	0.000	0.000	Merged-chr11-102728773-11
NR6356--MA0591.1.Bach1::Mafk	chr19	53824995	53825009	+	0.000	0.000	Merged-chr19-53825131-32
NR12295--MA0495.2.MAFF	chr9	44999338	44999358	+	0.000	0.000	Merged-chr9-44999415-9
NR10809--MA0591.1.Bach1::Mafk	chr7	16057373	16057387	+	0.000	0.000	Merged-chr7-16057177-61
NR3647--MA0089.1.MAFG::NFE2L1	chr13	101706693	101706698	-	0.000	0.000	Merged-chr13-101706581-30
NR3294--MA0659.1.MAFG	chr13	24515259	24515279	+	0.000	0.000	Merged-chr13-24515324-15
NR12315--MA0591.1.Bach1::Mafk	chr9	52074081	52074095	-	0.000	0.000	Merged-chr9-52073999-13
NR4565--MA0496.2.MAFK	chr15	64041701	64041719	-	0.000	0.000	Merged-chr15-64041818-65
NR9457--MA0117.2.Mafb	chr5	92318395	92318406	-	0.000	0.000	Merged-chr5-92318297-5
NR5294--MA0591.1.Bach1::Mafk	chr17	6861921	6861935	+	0.000	0.000	Merged-chr17-6861769-90
NR10038--MA0501.1.MAF::NFE2	chr6	37046543	37046557	-	0.000	0.000	Merged-chr6-37046555-33
NR12060--MA0501.1.MAF::NFE2	chr8	123478996	123479010	-	0.000	0.000	Merged-chr8-123479004-26
NR8782--MA0089.1.MAFG::NFE2L1	chr4	120062573	120062578	+	0.000	0.000	Merged-chr4-120062623-32
NR2086--MA0495.2.MAFF	chr11	60935531	60935551	-	0.000	0.000	Merged-chr11-60935533-50
NR3949--MA0089.1.MAFG::NFE2L1	chr14	27390787	27390792	-	0.000	0.000	Merged-chr14-27390836-41
NR4750--MA0089.1.MAFG::NFE2L1	chr15	96709636	96709641	-	0.000	0.000	Merged-chr15-96709487-2
NR12622--MA0495.2.MAFF	chr9	96583346	96583366	-	0.000	0.000	Merged-chr9-96583315-51
NR5819--MA0089.1.MAFG::NFE2L1	chr18	38495876	38495881	+	0.000	0.000	Merged-chr18-38495928-26
NR12308--MA0089.1.MAFG::NFE2L1	chr9	45955289	45955294	-	0.000	0.000	Merged-chr9-45955056-98
NR2301--MA0495.2.MAFF	chr11	94386615	94386635	-	0.000	0.000	Merged-chr11-94386453-49
NR7164--MA0591.1.Bach1::Mafk	chr2	132051914	132051928	-	0.000	0.000	Merged-chr2-132051940-20
NR1994--MA0496.2.MAFK	chr11	46393540	46393558	+	0.000	0.000	Merged-chr11-46393520-11
NR12949--MA0495.2.MAFF	chrX	75764228	75764248	+	0.000	0.000	Merged-chrX-75764478-65
NR4085--MA0501.1.MAF::NFE2	chr14	68034573	68034587	+	0.000	0.000	Merged-chr14-68034570-19
NR12259--MA0496.2.MAFK	chr9	35475548	35475566	-	0.000	0.000	Merged-chr9-35475679-27
NR509--MA0117.2.Mafb	chr1	131200226	131200237	+	0.000	0.000	Merged-chr1-131199978-81
NR7737--MA0495.2.MAFF	chr3	78958961	78958981	-	0.000	0.000	Merged-chr3-78959037-23
NR12014--MA0501.1.MAF::NFE2	chr8	120563928	120563942	+	0.000	0.000	Merged-chr8-120564046-29
NR10863--MA0501.1.MAF::NFE2	chr7	25239262	25239276	-	0.000	0.000	Merged-chr7-25239376-34
NR1996--MA0501.1.MAF::NFE2	chr11	46458125	46458139	-	0.000	0.000	Merged-chr11-46458055-5
NR2303--MA0659.1.MAFG	chr11	94386615	94386635	+	0.000	0.000	Merged-chr11-94386453-49
NR2918--MA0089.1.MAFG::NFE2L1	chr12	99610497	99610502	+	0.000	0.000	Merged-chr12-99610571-42
NR12297--MA0117.2.Mafb	chr9	44999347	44999358	-	0.000	0.000	Merged-chr9-44999415-9
NR11756--MA0089.1.MAFG::NFE2L1	chr8	69920482	69920487	-	0.000	0.000	Merged-chr8-69920362-48
NR6852--MA0591.1.Bach1::Mafk	chr2	79774757	79774771	+	0.000	0.000	Merged-chr2-79774648-24
NR5502--MA0089.1.MAFG::NFE2L1	chr17	56898021	56898026	+	0.000	0.000	Merged-chr17-56897869-32
NR12016--MA0591.1.Bach1::Mafk	chr8	120715486	120715500	-	0.000	0.000	Merged-chr8-120715474-36
NR12609--MA0495.2.MAFF	chr9	94691875	94691895	-	0.000	0.000	Merged-chr9-94691829-80
NR324--MA0089.1.MAFG::NFE2L1	chr1	88267991	88267996	+	0.000	0.000	Merged-chr1-88267879-42
NR12772--MA0089.1.MAFG::NFE2L1	chr9	117962264	117962269	-	0.000	0.000	Merged-chr9-117962245-44
NR2088--MA0117.2.Mafb	chr11	60935540	60935551	-	0.000	0.000	Merged-chr11-60935533-50
NR2623--MA0496.2.MAFK	chr12	21437727	21437745	-	0.000	0.000	Merged-chr12-21437615-25
NR539--MA0089.1.MAFG::NFE2L1	chr1	138939877	138939882	+	0.000	0.000	Merged-chr1-138939851-38
NR10910--MA0659.1.MAFG	chr7	30000836	30000856	+	0.000	0.000	Merged-chr7-30000834-5
NR2729--MA0089.1.MAFG::NFE2L1	chr12	55027308	55027313	-	0.000	0.000	Merged-chr12-55027232-31
NR7777--MA0089.1.MAFG::NFE2L1	chr3	88325033	88325038	-	0.000	0.000	Merged-chr3-88325153-39
NR4574--MA0089.1.MAFG::NFE2L1	chr15	65727211	65727216	-	0.000	0.000	Merged-chr15-65727192-50
NR4083--MA0089.1.MAFG::NFE2L1	chr14	67938973	67938978	-	0.000	0.000	Merged-chr14-67939054-1
NR2663--MA0591.1.Bach1::Mafk	chr12	32897737	32897751	-	0.000	0.000	Merged-chr12-32897664-25
NR9647--MA0089.1.MAFG::NFE2L1	chr5	115126817	115126822	+	0.000	0.000	Merged-chr5-115126925-31
NR11387--MA0501.1.MAF::NFE2	chr7	120063133	120063147	-	0.000	0.000	Merged-chr7-120063262-12
NR12017--MA0089.1.MAFG::NFE2L1	chr8	120716137	120716142	-	0.000	0.000	Merged-chr8-120716115-9
NR135--MA0089.1.MAFG::NFE2L1	chr1	54601409	54601414	+	0.000	0.000	Merged-chr1-54601410-5
NR11548--MA0501.1.MAF::NFE2	chr7	139974472	139974486	+	0.000	0.000	Merged-chr7-139974525-52
NR1305--MA0496.2.MAFK	chr10	41978599	41978617	+	0.000	0.000	Merged-chr10-41978788-45
NR1471--MA0089.1.MAFG::NFE2L1	chr10	82887508	82887513	-	0.000	0.000	Merged-chr10-82887554-36
NR2599--MA0591.1.Bach1::Mafk	chr12	15811771	15811785	+	0.000	0.000	Merged-chr12-15811908-21
NR7084--MA0089.1.MAFG::NFE2L1	chr2	121271577	121271582	+	0.000	0.000	Merged-chr2-121271299-80
NR1686--MA0591.1.Bach1::Mafk	chr10	111957848	111957862	+	0.000	0.000	Merged-chr10-111957923-33
NR13061--MA0591.1.Bach1::Mafk	chrX	167106150	167106164	-	0.000	0.000	Merged-chrX-167106124-35
NR4761--MA0089.1.MAFG::NFE2L1	chr15	97389563	97389568	-	0.000	0.000	Merged-chr15-97389447-1,Merged-chr15-97389746-17
NR3341--MA0089.1.MAFG::NFE2L1	chr13	35871419	35871424	-	0.000	0.000	Merged-chr13-35871308-48
NR12716--MA0496.2.MAFK	chr9	111271628	111271646	-	0.000	0.000	Merged-chr9-111271747-70
NR4501--MA0659.1.MAFG	chr15	55838807	55838827	-	0.000	0.000	Merged-chr15-55838772-33
NR2321--MA0117.2.Mafb	chr11	95310316	95310327	-	0.000	0.000	Merged-chr11-95310045-112
NR10045--MA0089.1.MAFG::NFE2L1	chr6	39725692	39725697	-	0.000	0.000	Merged-chr6-39725742-2
NR11351--MA0659.1.MAFG	chr7	116409582	116409602	-	0.000	0.000	Merged-chr7-116409560-37
NR2556--MA0591.1.Bach1::Mafk	chr11	121039354	121039368	-	0.000	0.000	Merged-chr11-121039238-62
NR11841--MA0089.1.MAFG::NFE2L1	chr8	81756826	81756831	+	0.000	0.000	Merged-chr8-81756964-44
NR6316--MA0591.1.Bach1::Mafk	chr19	46478918	46478932	-	0.000	0.000	Merged-chr19-46479050-50
NR1282--MA0089.1.MAFG::NFE2L1	chr10	39412040	39412045	+	0.000	0.000	Merged-chr10-39412218-22
NR8616--MA0089.1.MAFG::NFE2L1	chr4	89178073	89178078	+	0.000	0.000	Merged-chr4-89178152-23
