#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.dn.bed
NR14635--MA0599.1.KLF5	chr12	77060213	77060222	+	0.000	0.000	Merged-chr12-77060270-44
NR28228--MA0599.1.KLF5	chr17	27405873	27405882	-	0.000	0.000	Merged-chr17-27405803-19
NR16338--MA0657.1.KLF13	chr13	23581487	23581504	+	0.000	0.000	Merged-chr13-23581680-55
NR32493--MA0740.1.KLF14	chr18	80609767	80609780	+	0.000	0.000	Merged-chr18-80609939-56
NR66550--MA0599.1.KLF5	chr8	107031210	107031219	+	0.000	0.000	Merged-chr8-107031400-72
NR72324--MA0599.1.KLF5	chrX	96095988	96095997	-	0.000	0.000	Merged-chrX-96096006-43
NR65740--MA0742.1.Klf12	chr8	81015075	81015089	+	0.000	0.000	Merged-chr8-81015053-72
NR40043--MA1107.1.KLF9	chr2	173659684	173659696	+	0.000	0.000	Merged-chr2-173659827-104
NR23458--MA1107.1.KLF9	chr15	75841916	75841928	+	0.000	0.000	Merged-chr15-75842000-59
NR52138--MA0599.1.KLF5	chr5	114380589	114380598	+	0.000	0.000	Merged-chr5-114380529-85
NR25695--MA0741.1.KLF16	chr16	29978034	29978044	-	0.000	0.000	Merged-chr16-29977874-22
NR585--MA0039.3.KLF4	chr1	40386304	40386314	+	0.000	0.000	Merged-chr1-40386352-39
NR595--MA0493.1.Klf1	chr1	40465607	40465617	-	0.000	0.000	Merged-chr1-40465740-44
NR12360--MA1107.1.KLF9	chr11	103344751	103344763	-	0.000	0.000	Merged-chr11-103344829-56
NR41040--MA0599.1.KLF5	chr3	52732180	52732189	+	0.000	0.000	Merged-chr3-52732187-17
NR9977--MA1107.1.KLF9	chr11	48823883	48823895	+	0.000	0.000	Merged-chr11-48823880-45
NR637--MA0740.1.KLF14	chr1	43478212	43478225	-	0.000	0.000	Merged-chr1-43478113-25
NR57228--MA1107.1.KLF9	chr6	119444155	119444167	-	0.000	0.000	Merged-chr6-119444172-42
NR44702--MA0039.3.KLF4	chr4	21755340	21755350	-	0.000	0.000	Merged-chr4-21755446-36
NR36754--MA0493.1.Klf1	chr2	75563647	75563657	+	0.000	0.000	Merged-chr2-75563664-35
NR28086--MA0741.1.KLF16	chr17	24850341	24850351	-	0.000	0.000	Merged-chr17-24850341-72
NR57904--MA1107.1.KLF9	chr6	133206194	133206206	-	0.000	0.000	Merged-chr6-133206224-36
NR12903--MA0599.1.KLF5	chr11	116012721	116012730	-	0.000	0.000	Merged-chr11-116012659-52
NR15759--MA0741.1.KLF16	chr12	111810006	111810016	+	0.000	0.000	Merged-chr12-111809959-15
NR52119--MA1107.1.KLF9	chr5	114175789	114175801	-	0.000	0.000	Merged-chr5-114175903-40
NR23144--MA0741.1.KLF16	chr15	61538981	61538991	+	0.000	0.000	Merged-chr15-61539170-27
NR38803--MA0740.1.KLF14	chr2	146855823	146855836	+	0.000	0.000	Merged-chr2-146855966-67
NR59856--MA0493.1.Klf1	chr7	29289018	29289028	+	0.000	0.000	Merged-chr7-29289173-29
NR22127--MA0493.1.Klf1	chr14	122104962	122104972	+	0.000	0.000	Merged-chr14-122105066-47
NR59723--MA0740.1.KLF14	chr7	28379320	28379333	+	0.000	0.000	Merged-chr7-28379291-46
NR9404--MA1107.1.KLF9	chr11	14142560	14142572	-	0.000	0.000	Merged-chr11-14142731-31
NR7906--MA0599.1.KLF5	chr10	98842017	98842026	+	0.000	0.000	Merged-chr10-98841922-40
NR11164--MA0599.1.KLF5	chr11	77493319	77493328	-	0.000	0.000	Merged-chr11-77493393-62
NR29783--MA0741.1.KLF16	chr17	65951222	65951232	+	0.000	0.000	Merged-chr17-65951140-56
NR57053--MA0657.1.KLF13	chr6	115594633	115594650	-	0.000	0.000	Merged-chr6-115594731-47
NR11701--MA0740.1.KLF14	chr11	93885805	93885818	+	0.000	0.000	Merged-chr11-93885613-161
NR12570--MA0039.3.KLF4	chr11	109432645	109432655	-	0.000	0.000	Merged-chr11-109432542-63
NR39038--MA0740.1.KLF14	chr2	153586547	153586560	+	0.000	0.000	Merged-chr2-153586715-28
NR71458--MA0599.1.KLF5	chr9	122421356	122421365	+	0.000	0.000	Merged-chr9-122421309-24
NR26173--MA0493.1.Klf1	chr16	46022653	46022663	+	0.000	0.000	Merged-chr16-46022516-69
NR5220--MA0741.1.KLF16	chr10	12888493	12888503	-	0.000	0.000	Merged-chr10-12888601-47
NR67039--MA1107.1.KLF9	chr8	120050177	120050189	-	0.000	0.000	Merged-chr8-120050156-23
NR32972--MA0493.1.Klf1	chr19	4943108	4943118	+	0.000	0.000	Merged-chr19-4942974-44
NR33936--MA1107.1.KLF9	chr19	41360699	41360711	-	0.000	0.000	Merged-chr19-41360707-21
NR71502--MA0741.1.KLF16	chr9	123366840	123366850	-	0.000	0.000	Merged-chr9-123366861-57
NR14541--MA0599.1.KLF5	chr12	73598376	73598385	-	0.000	0.000	Merged-chr12-73598343-51
NR52124--MA0493.1.Klf1	chr5	114175815	114175825	-	0.000	0.000	Merged-chr5-114175903-40
NR12954--MA0741.1.KLF16	chr11	116615943	116615953	-	0.000	0.000	Merged-chr11-116616118-41
NR53639--MA0741.1.KLF16	chr5	139372295	139372305	-	0.000	0.000	Merged-chr5-139372178-54
NR13097--MA0493.1.Klf1	chr11	117963580	117963590	-	0.000	0.000	Merged-chr11-117963575-48
NR6914--MA0493.1.Klf1	chr10	78457982	78457992	+	0.000	0.000	Merged-chr10-78458040-65
NR889--MA0740.1.KLF14	chr1	59912954	59912967	-	0.000	0.000	Merged-chr1-59913244-100
NR71224--MA1107.1.KLF9	chr9	118477724	118477736	-	0.000	0.000	Merged-chr9-118477763-16
NR30634--MA0742.1.Klf12	chr17	87344496	87344510	+	0.000	0.000	Merged-chr17-87344693-70
NR33127--MA0740.1.KLF14	chr19	6401629	6401642	-	0.000	0.000	Merged-chr19-6401537-23
NR10403--MA0741.1.KLF16	chr11	59965024	59965034	+	0.000	0.000	Merged-chr11-59965076-80
NR1049--MA0599.1.KLF5	chr1	66817601	66817610	-	0.000	0.000	Merged-chr1-66817306-158
NR50670--MA0599.1.KLF5	chr5	64803455	64803464	+	0.000	0.000	Merged-chr5-64803282-82
NR66519--MA0599.1.KLF5	chr8	106561316	106561325	-	0.000	0.000	Merged-chr8-106561375-36
NR13754--MA0039.3.KLF4	chr12	25864333	25864343	+	0.000	0.000	Merged-chr12-25864437-46
NR12133--MA0599.1.KLF5	chr11	100397824	100397833	+	0.000	0.000	Merged-chr11-100397787-45
NR31323--MA0741.1.KLF16	chr18	36760241	36760251	+	0.000	0.000	Merged-chr18-36760206-60
NR49102--MA0740.1.KLF14	chr4	155669498	155669511	-	0.000	0.000	Merged-chr4-155669356-57
NR30206--MA0493.1.Klf1	chr17	78916594	78916604	-	0.000	0.000	Merged-chr17-78916603-61
NR1521--MA0742.1.Klf12	chr1	86415831	86415845	+	0.000	0.000	Merged-chr1-86415733-84
NR36866--MA0493.1.Klf1	chr2	79005039	79005049	+	0.000	0.000	Merged-chr2-79004997-23
NR42241--MA0741.1.KLF16	chr3	100442837	100442847	-	0.000	0.000	Merged-chr3-100442814-47
NR25983--MA0493.1.Klf1	chr16	38399684	38399694	+	0.000	0.000	Merged-chr16-38399742-32
NR41618--MA0742.1.Klf12	chr3	87804223	87804237	+	0.000	0.000	Merged-chr3-87804293-33
NR29164--MA0741.1.KLF16	chr17	46890308	46890318	-	0.000	0.000	Merged-chr17-46890539-102
NR47669--MA0599.1.KLF5	chr4	132422246	132422255	+	0.000	0.000	Merged-chr4-132422317-46
NR41348--MA1107.1.KLF9	chr3	69156740	69156752	-	0.000	0.000	Merged-chr3-69156652-55
NR24691--MA1107.1.KLF9	chr15	99009038	99009050	+	0.000	0.000	Merged-chr15-99008995-43
NR72202--MA1107.1.KLF9	chrX	73964511	73964523	-	0.000	0.000	Merged-chrX-73964609-22
NR10616--MA0599.1.KLF5	chr11	65807148	65807157	+	0.000	0.000	Merged-chr11-65807044-98
NR4849--MA0742.1.Klf12	chr1	191906679	191906693	-	0.000	0.000	Merged-chr1-191906883-127
NR8542--MA0039.3.KLF4	chr10	120616923	120616933	+	0.000	0.000	Merged-chr10-120616812-55
NR19796--MA0740.1.KLF14	chr14	31830805	31830818	-	0.000	0.000	Merged-chr14-31830494-112
NR37367--MA0657.1.KLF13	chr2	102400660	102400677	+	0.000	0.000	Merged-chr2-102400550-5
NR31462--MA0599.1.KLF5	chr18	46311924	46311933	+	0.000	0.000	Merged-chr18-46311857-50
NR8134--MA0741.1.KLF16	chr10	110745361	110745371	-	0.000	0.000	Merged-chr10-110745352-58
NR63693--MA0742.1.Klf12	chr7	141392106	141392120	-	0.000	0.000	Merged-chr7-141392195-61
NR63191--MA0599.1.KLF5	chr7	132576464	132576473	+	0.000	0.000	Merged-chr7-132576269-107
NR22620--MA0599.1.KLF5	chr15	36283173	36283182	+	0.000	0.000	Merged-chr15-36282913-112
NR23495--MA0599.1.KLF5	chr15	76081008	76081017	-	0.000	0.000	Merged-chr15-76080804-71
NR53757--MA0742.1.Klf12	chr5	140649114	140649128	+	0.000	0.000	Merged-chr5-140649068-64
NR45722--MA0599.1.KLF5	chr4	59806253	59806262	-	0.000	0.000	Merged-chr4-59806223-101
NR9560--MA0741.1.KLF16	chr11	22287088	22287098	+	0.000	0.000	Merged-chr11-22287125-73
NR41035--MA0740.1.KLF14	chr3	52732159	52732172	+	0.000	0.000	Merged-chr3-52732187-17
NR39129--MA0599.1.KLF5	chr2	156196692	156196701	-	0.000	0.000	Merged-chr2-156196758-68
NR48095--MA1107.1.KLF9	chr4	137609863	137609875	-	0.000	0.000	Merged-chr4-137609762-50
NR721--MA0599.1.KLF5	chr1	52011443	52011452	-	0.000	0.000	Merged-chr1-52011364-58
NR439--MA0742.1.Klf12	chr1	37430027	37430041	-	0.000	0.000	Merged-chr1-37430109-65
NR14653--MA0599.1.KLF5	chr12	78861640	78861649	-	0.000	0.000	Merged-chr12-78861657-96
NR28246--MA0599.1.KLF5	chr17	27635402	27635411	+	0.000	0.000	Merged-chr17-27635225-66
NR11042--MA1107.1.KLF9	chr11	75410442	75410454	+	0.000	0.000	Merged-chr11-75410293-22
NR69732--MA0742.1.Klf12	chr9	79792908	79792922	-	0.000	0.000	Merged-chr9-79792846-1
NR61735--MA0039.3.KLF4	chr7	100845564	100845574	-	0.000	0.000	Merged-chr7-100845687-28
NR11366--MA0741.1.KLF16	chr11	80428594	80428604	-	0.000	0.000	Merged-chr11-80428757-61
NR49625--MA0740.1.KLF14	chr5	24445273	24445286	+	0.000	0.000	Merged-chr5-24445119-58
NR29582--MA0599.1.KLF5	chr17	56997327	56997336	-	0.000	0.000	Merged-chr17-56997354-48
NR65419--MA1107.1.KLF9	chr8	71405961	71405973	-	0.000	0.000	Merged-chr8-71406037-52
NR1837--MA0599.1.KLF5	chr1	97613887	97613896	+	0.000	0.000	Merged-chr1-97613912-17
NR908--MA1107.1.KLF9	chr1	60361804	60361816	-	0.000	0.000	Merged-chr1-60361642-24
NR52137--MA1107.1.KLF9	chr5	114380540	114380552	+	0.000	0.000	Merged-chr5-114380529-85
NR9780--MA1107.1.KLF9	chr11	32542884	32542896	-	0.000	0.000	Merged-chr11-32542755-79
NR71565--MA0493.1.Klf1	chr9	124439902	124439912	-	0.000	0.000	Merged-chr9-124440009-73
NR7042--MA0599.1.KLF5	chr10	80261465	80261474	-	0.000	0.000	Merged-chr10-80261323-101
NR69465--MA1107.1.KLF9	chr9	73071453	73071465	+	0.000	0.000	Merged-chr9-73071283-26
NR48803--MA0741.1.KLF16	chr4	150894754	150894764	+	0.000	0.000	Merged-chr4-150894695-19
NR23109--MA1107.1.KLF9	chr15	60101873	60101885	+	0.000	0.000	Merged-chr15-60101772-22
NR40271--MA0039.3.KLF4	chr2	180732238	180732248	-	0.000	0.000	Merged-chr2-180732168-28
NR53716--MA0740.1.KLF14	chr5	140389389	140389402	+	0.000	0.000	Merged-chr5-140389352-56
NR23776--MA0741.1.KLF16	chr15	79932774	79932784	+	0.000	0.000	Merged-chr15-79932596-65
NR55514--MA1107.1.KLF9	chr6	54092924	54092936	+	0.000	0.000	Merged-chr6-54092801-44
NR35328--MA1107.1.KLF9	chr2	25422772	25422784	-	0.000	0.000	Merged-chr2-25422687-75
NR12009--MA0742.1.Klf12	chr11	98457945	98457959	-	0.000	0.000	Merged-chr11-98457960-97
NR13298--MA0741.1.KLF16	chr11	121204398	121204408	+	0.000	0.000	Merged-chr11-121204419-68
NR45167--MA0599.1.KLF5	chr4	43558780	43558789	-	0.000	0.000	Merged-chr4-43558871-42
NR18831--MA0741.1.KLF16	chr13	113869385	113869395	-	0.000	0.000	Merged-chr13-113869470-43
NR15818--MA1107.1.KLF9	chr12	112673271	112673283	+	0.000	0.000	Merged-chr12-112673444-1
NR53464--MA1107.1.KLF9	chr5	137046174	137046186	+	0.000	0.000	Merged-chr5-137046129-67
NR62830--MA0741.1.KLF16	chr7	127422085	127422095	+	0.000	0.000	Merged-chr7-127422019-53
NR49211--MA0740.1.KLF14	chr5	4104510	4104523	+	0.000	0.000	Merged-chr5-4104538-75
NR34006--MA0493.1.Klf1	chr19	43809534	43809544	+	0.000	0.000	Merged-chr19-43809499-23
NR19605--MA0493.1.Klf1	chr14	25862038	25862048	-	0.000	0.000	Merged-chr14-25862098-51
NR57089--MA0741.1.KLF16	chr6	116193621	116193631	+	0.000	0.000	Merged-chr6-116193488-104
NR65344--MA0599.1.KLF5	chr8	70696647	70696656	-	0.000	0.000	Merged-chr8-70696561-4
NR59111--MA0742.1.Klf12	chr7	16875122	16875136	-	0.000	0.000	Merged-chr7-16874886-101
NR39035--MA0599.1.KLF5	chr2	153445024	153445033	-	0.000	0.000	Merged-chr2-153445108-13
NR52132--MA0039.3.KLF4	chr5	114380477	114380487	+	0.000	0.000	Merged-chr5-114380529-85
NR28152--MA0599.1.KLF5	chr17	26244255	26244264	+	0.000	0.000	Merged-chr17-26244082-112
NR44562--MA0742.1.Klf12	chr4	12089409	12089423	-	0.000	0.000	Merged-chr4-12089587-57
NR32982--MA0740.1.KLF14	chr19	5072558	5072571	+	0.000	0.000	Merged-chr19-5072285-37
NR42416--MA0741.1.KLF16	chr3	103102605	103102615	-	0.000	0.000	Merged-chr3-103102606-96
NR59766--MA1107.1.KLF9	chr7	28810856	28810868	-	0.000	0.000	Merged-chr7-28810674-63
NR52169--MA0742.1.Klf12	chr5	114691023	114691037	+	0.000	0.000	Merged-chr5-114690919-54
NR66680--MA0599.1.KLF5	chr8	111259250	111259259	-	0.000	0.000	Merged-chr8-111259123-96
NR72454--MA0599.1.KLF5	chrX	105928729	105928738	+	0.000	0.000	Merged-chrX-105928639-1
NR51732--MA1107.1.KLF9	chr5	105649549	105649561	+	0.000	0.000	Merged-chr5-105649431-102
NR33292--MA0493.1.Klf1	chr19	9982593	9982603	+	0.000	0.000	Merged-chr19-9982830-75
NR43127--MA0741.1.KLF16	chr3	127553428	127553438	-	0.000	0.000	Merged-chr3-127553183-75
NR10992--MA0599.1.KLF5	chr11	74837926	74837935	+	0.000	0.000	Merged-chr11-74837874-1
NR66989--MA0657.1.KLF13	chr8	119575027	119575044	-	0.000	0.000	Merged-chr8-119575055-76
NR29416--MA0493.1.Klf1	chr17	51814475	51814485	-	0.000	0.000	Merged-chr17-51814512-17
NR28099--MA0741.1.KLF16	chr17	25015961	25015971	-	0.000	0.000	Merged-chr17-25016169-86
NR407--MA0657.1.KLF13	chr1	36939647	36939664	-	0.000	0.000	Merged-chr1-36939684-79
NR7369--MA0599.1.KLF5	chr10	83337524	83337533	+	0.000	0.000	Merged-chr10-83337608-73
NR51060--MA0039.3.KLF4	chr5	77357667	77357677	+	0.000	0.000	Merged-chr5-77357805-32
NR15743--MA0599.1.KLF5	chr12	111694739	111694748	-	0.000	0.000	Merged-chr12-111694748-9
NR27017--MA0493.1.Klf1	chr16	91588231	91588241	+	0.000	0.000	Merged-chr16-91588038-25
NR32739--MA1107.1.KLF9	chr18	84804497	84804509	-	0.000	0.000	Merged-chr18-84804572-27
NR25845--MA0742.1.Klf12	chr16	33751629	33751643	-	0.000	0.000	Merged-chr16-33751645-59
NR47409--MA0493.1.Klf1	chr4	128957233	128957243	-	0.000	0.000	Merged-chr4-128957353-26
NR52710--MA1107.1.KLF9	chr5	124629060	124629072	-	0.000	0.000	Merged-chr5-124629076-75
NR34075--MA0741.1.KLF16	chr19	45079936	45079946	-	0.000	0.000	Merged-chr19-45079804-49
NR53246--MA0599.1.KLF5	chr5	134494507	134494516	+	0.000	0.000	Merged-chr5-134494514-28
NR34270--MA0493.1.Klf1	chr19	53142342	53142352	-	0.000	0.000	Merged-chr19-53142483-91
NR4273--MA0742.1.Klf12	chr1	180850906	180850920	+	0.000	0.000	Merged-chr1-180850855-72
NR29796--MA0741.1.KLF16	chr17	65954065	65954075	-	0.000	0.000	Merged-chr17-65954196-36
NR47930--MA0741.1.KLF16	chr4	135168039	135168049	+	0.000	0.000	Merged-chr4-135168211-13
NR47668--MA1107.1.KLF9	chr4	132329590	132329602	-	0.000	0.000	Merged-chr4-132329492-60
NR37452--MA0741.1.KLF16	chr2	104122694	104122704	-	0.000	0.000	Merged-chr2-104122905-60
NR1500--MA1107.1.KLF9	chr1	85720774	85720786	+	0.000	0.000	Merged-chr1-85720773-26
NR27450--MA0741.1.KLF16	chr17	5935017	5935027	-	0.000	0.000	Merged-chr17-5935124-37
NR40035--MA0493.1.Klf1	chr2	173659567	173659577	+	0.000	0.000	Merged-chr2-173659827-104
NR70826--MA0742.1.Klf12	chr9	110408188	110408202	+	0.000	0.000	Merged-chr9-110408019-93
NR6152--MA0039.3.KLF4	chr10	60305572	60305582	+	0.000	0.000	Merged-chr10-60305430-32
NR48641--MA0741.1.KLF16	chr4	147936777	147936787	-	0.000	0.000	Merged-chr4-147936725-45
NR32959--MA0493.1.Klf1	chr19	4811109	4811119	-	0.000	0.000	Merged-chr19-4810935-1
NR16927--MA0599.1.KLF5	chr13	51726393	51726402	-	0.000	0.000	Merged-chr13-51726299-41
NR10606--MA1107.1.KLF9	chr11	64115276	64115288	-	0.000	0.000	Merged-chr11-64115310-23
NR48656--MA0599.1.KLF5	chr4	148038982	148038991	-	0.000	0.000	Merged-chr4-148038906-70
NR10621--MA0741.1.KLF16	chr11	65807153	65807163	+	0.000	0.000	Merged-chr11-65807044-98
NR23885--MA0741.1.KLF16	chr15	81466270	81466280	-	0.000	0.000	Merged-chr15-81466403-107
NR11603--MA0599.1.KLF5	chr11	88234186	88234195	-	0.000	0.000	Merged-chr11-88234236-30
NR10269--MA0740.1.KLF14	chr11	55131118	55131131	+	0.000	0.000	Merged-chr11-55131266-10
NR59354--MA0741.1.KLF16	chr7	19824434	19824444	-	0.000	0.000	Merged-chr7-19824278-64
NR51772--MA0742.1.Klf12	chr5	107513662	107513676	+	0.000	0.000	Merged-chr5-107513784-34
NR70247--MA0493.1.Klf1	chr9	96416218	96416228	-	0.000	0.000	Merged-chr9-96416210-33
NR69627--MA0741.1.KLF16	chr9	77544846	77544856	+	0.000	0.000	Merged-chr9-77544648-151
NR41667--MA0740.1.KLF14	chr3	88425248	88425261	+	0.000	0.000	Merged-chr3-88425053-60
NR35374--MA0599.1.KLF5	chr2	26409136	26409145	+	0.000	0.000	Merged-chr2-26409124-52
NR46596--MA1107.1.KLF9	chr4	106679094	106679106	-	0.000	0.000	Merged-chr4-106678973-52
NR24767--MA0039.3.KLF4	chr15	100414232	100414242	+	0.000	0.000	Merged-chr15-100414270-26
NR52190--MA0741.1.KLF16	chr5	114826375	114826385	+	0.000	0.000	Merged-chr5-114826460-42
NR36549--MA0741.1.KLF16	chr2	71055645	71055655	-	0.000	0.000	Merged-chr2-71055719-62
NR59474--MA0657.1.KLF13	chr7	25107309	25107326	-	0.000	0.000	Merged-chr7-25107253-25
NR69359--MA0599.1.KLF5	chr9	69458367	69458376	+	0.000	0.000	Merged-chr9-69458326-40
NR69698--MA1107.1.KLF9	chr9	78588076	78588088	+	0.000	0.000	Merged-chr9-78588077-71
NR21605--MA0741.1.KLF16	chr14	105240335	105240345	+	0.000	0.000	Merged-chr14-105240325-24
NR47869--MA0039.3.KLF4	chr4	134535427	134535437	+	0.000	0.000	Merged-chr4-134535132-103
NR34869--MA0741.1.KLF16	chr2	11496687	11496697	-	0.000	0.000	Merged-chr2-11496832-15
NR72547--MA1107.1.KLF9	chrX	135565140	135565152	+	0.000	0.000	Merged-chrX-135565122-38
NR5690--MA0741.1.KLF16	chr10	40301610	40301620	+	0.000	0.000	Merged-chr10-40301581-108
NR34323--MA0657.1.KLF13	chr19	53460406	53460423	+	0.000	0.000	Merged-chr19-53460523-19
NR55789--MA0741.1.KLF16	chr6	67399681	67399691	-	0.000	0.000	Merged-chr6-67399821-40
NR27129--MA0493.1.Klf1	chr16	93883850	93883860	+	0.000	0.000	Merged-chr16-93884002-62
NR19446--MA0741.1.KLF16	chr14	21500671	21500681	-	0.000	0.000	Merged-chr14-21500685-108
NR11864--MA0742.1.Klf12	chr11	96916527	96916541	+	0.000	0.000	Merged-chr11-96916500-59
NR22083--MA0599.1.KLF5	chr14	121379352	121379361	-	0.000	0.000	Merged-chr14-121379142-144
NR50847--MA0741.1.KLF16	chr5	72201985	72201995	-	0.000	0.000	Merged-chr5-72202096-40
NR24800--MA0599.1.KLF5	chr15	100685400	100685409	+	0.000	0.000	Merged-chr15-100685489-2
NR68367--MA0493.1.Klf1	chr9	42124369	42124379	+	0.000	0.000	Merged-chr9-42124176-82
NR62867--MA0599.1.KLF5	chr7	127777083	127777092	+	0.000	0.000	Merged-chr7-127777131-96
NR48857--MA0493.1.Klf1	chr4	151996279	151996289	-	0.000	0.000	Merged-chr4-151996356-68
NR43599--MA0740.1.KLF14	chr3	137955812	137955825	+	0.000	0.000	Merged-chr3-137955835-60
NR18546--MA1107.1.KLF9	chr13	108170116	108170128	+	0.000	0.000	Merged-chr13-108170237-20
NR14792--MA0599.1.KLF5	chr12	84409018	84409027	+	0.000	0.000	Merged-chr12-84409124-8
NR54694--MA0599.1.KLF5	chr6	22424210	22424219	+	0.000	0.000	Merged-chr6-22424289-78
NR28385--MA0599.1.KLF5	chr17	28801757	28801766	+	0.000	0.000	Merged-chr17-28801769-11
NR31234--MA0599.1.KLF5	chr18	34887442	34887451	+	0.000	0.000	Merged-chr18-34887458-62
NR28176--MA0740.1.KLF14	chr17	26715642	26715655	-	0.000	0.000	Merged-chr17-26715575-5
NR23537--MA0741.1.KLF16	chr15	76538812	76538822	-	0.000	0.000	Merged-chr15-76538650-67
NR41698--MA0493.1.Klf1	chr3	88772638	88772648	+	0.000	0.000	Merged-chr3-88772617-19
NR13059--MA0741.1.KLF16	chr11	117686233	117686243	+	0.000	0.000	Merged-chr11-117686143-68
NR72446--MA0740.1.KLF14	chrX	104671067	104671080	+	0.000	0.000	Merged-chrX-104671009-69
NR55066--MA0039.3.KLF4	chr6	38810073	38810083	+	0.000	0.000	Merged-chr6-38810070-95
NR34489--MA1107.1.KLF9	chr19	57132253	57132265	-	0.000	0.000	Merged-chr19-57132265-94
NR63710--MA0493.1.Klf1	chr7	141414154	141414164	-	0.000	0.000	Merged-chr7-141414217-79
NR7022--MA0741.1.KLF16	chr10	80158502	80158512	-	0.000	0.000	Merged-chr10-80158624-23
NR24683--MA0493.1.Klf1	chr15	98993161	98993171	+	0.000	0.000	Merged-chr15-98993334-102
NR11715--MA0599.1.KLF5	chr11	94211090	94211099	+	0.000	0.000	Merged-chr11-94211019-172
NR22937--MA1107.1.KLF9	chr15	55854825	55854837	+	0.000	0.000	Merged-chr15-55854766-48
NR11029--MA1107.1.KLF9	chr11	75336900	75336912	+	0.000	0.000	Merged-chr11-75337042-92
NR8911--MA0599.1.KLF5	chr10	127471407	127471416	+	0.000	0.000	Merged-chr10-127471535-20
NR32472--MA0740.1.KLF14	chr18	80200731	80200744	-	0.000	0.000	Merged-chr18-80200692-56
NR67971--MA0493.1.Klf1	chr9	21918141	21918151	+	0.000	0.000	Merged-chr9-21918186-50
NR24216--MA0740.1.KLF14	chr15	88891197	88891210	+	0.000	0.000	Merged-chr15-88891268-100
NR45168--MA0741.1.KLF16	chr4	43558779	43558789	-	0.000	0.000	Merged-chr4-43558871-42
NR38196--MA0599.1.KLF5	chr2	128470481	128470490	+	0.000	0.000	Merged-chr2-128470524-44
NR53559--MA0493.1.Klf1	chr5	137760157	137760167	-	0.000	0.000	Merged-chr5-137760235-32
NR70820--MA0493.1.Klf1	chr9	110246174	110246184	-	0.000	0.000	Merged-chr9-110246216-6
NR58752--MA0741.1.KLF16	chr7	3411525	3411535	+	0.000	0.000	Merged-chr7-3411414-27
NR15761--MA0599.1.KLF5	chr12	111813928	111813937	+	0.000	0.000	Merged-chr12-111814044-70
NR61622--MA0741.1.KLF16	chr7	98178249	98178259	-	0.000	0.000	Merged-chr7-98178228-64
NR68007--MA0740.1.KLF14	chr9	22156798	22156811	+	0.000	0.000	Merged-chr9-22156759-63
NR19835--MA0742.1.Klf12	chr14	33099320	33099334	+	0.000	0.000	Merged-chr14-33099452-34
NR61776--MA1107.1.KLF9	chr7	101341609	101341621	-	0.000	0.000	Merged-chr7-101341598-26
NR71480--MA0493.1.Klf1	chr9	122951024	122951034	+	0.000	0.000	Merged-chr9-122950963-68
NR59192--MA0741.1.KLF16	chr7	19004284	19004294	-	0.000	0.000	Merged-chr7-19004188-46
NR33996--MA0741.1.KLF16	chr19	43524728	43524738	-	0.000	0.000	Merged-chr19-43524654-33
NR51960--MA0039.3.KLF4	chr5	112239774	112239784	-	0.000	0.000	Merged-chr5-112239781-12
NR16358--MA0493.1.Klf1	chr13	24599653	24599663	-	0.000	0.000	Merged-chr13-24599752-50
NR67882--MA0599.1.KLF5	chr9	21131204	21131213	+	0.000	0.000	Merged-chr9-21131280-55
NR47212--MA0493.1.Klf1	chr4	123412096	123412106	-	0.000	0.000	Merged-chr4-123411950-84
NR25540--MA0742.1.Klf12	chr16	20622571	20622585	-	0.000	0.000	Merged-chr16-20622479-9
NR48087--MA0493.1.Klf1	chr4	137603898	137603908	+	0.000	0.000	Merged-chr4-137603877-24
NR41923--MA0741.1.KLF16	chr3	94758198	94758208	-	0.000	0.000	Merged-chr3-94758240-64
NR42587--MA0599.1.KLF5	chr3	108200862	108200871	+	0.000	0.000	Merged-chr3-108200698-59
NR59258--MA0741.1.KLF16	chr7	19282496	19282506	+	0.000	0.000	Merged-chr7-19282647-45
NR38168--MA1107.1.KLF9	chr2	128190328	128190340	-	0.000	0.000	Merged-chr2-128190126-44
NR61203--MA1107.1.KLF9	chr7	80450048	80450060	+	0.000	0.000	Merged-chr7-80450087-44
NR4407--MA0740.1.KLF14	chr1	183298395	183298408	+	0.000	0.000	Merged-chr1-183298283-17
NR11293--MA1107.1.KLF9	chr11	79132162	79132174	+	0.000	0.000	Merged-chr11-79132078-52
NR65234--MA0741.1.KLF16	chr8	69996474	69996484	-	0.000	0.000	Merged-chr8-69996390-68
NR70712--MA1107.1.KLF9	chr9	108144559	108144571	-	0.000	0.000	Merged-chr9-108144717-30
NR65505--MA0741.1.KLF16	chr8	72135144	72135154	+	0.000	0.000	Merged-chr8-72135322-43
NR61781--MA0493.1.Klf1	chr7	101537737	101537747	-	0.000	0.000	Merged-chr7-101537821-5
