#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR1371--MA0036.3.GATA2	chr11	112889836	112889846	-	0.000	0.000	Merged-chr11-112889934-3
NR6635--MA1104.1.GATA6	chr7	114616933	114616945	+	0.000	0.000	Merged-chr7-114616980-17
NR3211--MA0037.3.GATA3	chr17	52484088	52484095	+	0.000	0.000	Merged-chr17-52484066-25
NR3877--MA0037.3.GATA3	chr2	26154177	26154184	+	0.000	0.000	Merged-chr2-26154226-16
NR6507--MA0036.3.GATA2	chr7	90218186	90218196	+	0.000	0.000	Merged-chr7-90218311-11
NR274--MA1104.1.GATA6	chr1	136601135	136601147	-	0.000	0.000	Merged-chr1-136600909-41
NR7672--MA0766.1.GATA5	chrX	160496687	160496694	-	0.000	0.000	Merged-chrX-160496581-5
NR6589--MA0035.3.Gata1	chr7	110204278	110204288	+	0.000	0.000	Merged-chr7-110204373-3
NR5414--MA0037.3.GATA3	chr5	24505729	24505736	-	0.000	0.000	Merged-chr5-24505685-17
NR3734--MA0037.3.GATA3	chr19	46613397	46613404	-	0.000	0.000	Merged-chr19-46613309-39
NR3556--MA0140.2.GATA1::TAL1	chr18	80600775	80600792	-	0.000	0.000	Merged-chr18-80600681-25
NR4885--MA0482.1.Gata4	chr3	145933903	145933913	+	0.000	0.000	Merged-chr3-145933993-23
NR5915--MA0766.1.GATA5	chr6	67184856	67184863	+	0.000	0.000	Merged-chr6-67184785-39
NR5905--MA0036.3.GATA2	chr6	61225493	61225503	+	0.000	0.000	Merged-chr6-61225621-10
NR3683--MA0036.3.GATA2	chr19	31210683	31210693	+	0.000	0.000	Merged-chr19-31210653-54
NR1068--MA1104.1.GATA6	chr11	30166377	30166389	+	0.000	0.000	Merged-chr11-30166468-16
NR5047--MA0037.3.GATA3	chr4	53782921	53782928	+	0.000	0.000	Merged-chr4-53782723-39
NR6377--MA1104.1.GATA6	chr7	45374771	45374783	-	0.000	0.000	Merged-chr7-45374832-5
NR2637--MA0036.3.GATA2	chr15	82906891	82906901	-	0.000	0.000	Merged-chr15-82906941-10
NR1342--MA0035.3.Gata1	chr11	108911012	108911022	+	0.000	0.000	Merged-chr11-108910906-74
NR3792--MA0036.3.GATA2	chr2	3727761	3727771	+	0.000	0.000	Merged-chr2-3727720-19
NR6193--MA0766.1.GATA5	chr6	130419322	130419329	-	0.000	0.000	Merged-chr6-130419325-26
NR1512--MA0036.3.GATA2	chr12	73842214	73842224	+	0.000	0.000	Merged-chr12-73842345-69
NR4298--MA0036.3.GATA2	chr2	136965555	136965565	+	0.000	0.000	Merged-chr2-136965495-19
NR3750--MA0035.3.Gata1	chr19	55865998	55866008	-	0.000	0.000	Merged-chr19-55866165-31
NR1984--MA0482.1.Gata4	chr13	88833906	88833916	+	0.000	0.000	Merged-chr13-88833857-16
NR7446--MA0140.2.GATA1::TAL1	chr9	103449380	103449397	-	0.000	0.000	Merged-chr9-103449335-34
NR2858--MA0140.2.GATA1::TAL1	chr16	49774804	49774821	+	0.000	0.000	Merged-chr16-49774880-113
NR1180--MA0035.3.Gata1	chr11	69233139	69233149	+	0.000	0.000	Merged-chr11-69233174-16
NR5852--MA0036.3.GATA2	chr6	41141088	41141098	+	0.000	0.000	Merged-chr6-41141136-19
NR1177--MA0037.3.GATA3	chr11	68726939	68726946	-	0.000	0.000	Merged-chr11-68726851-12
NR1350--MA0036.3.GATA2	chr11	109822474	109822484	+	0.000	0.000	Merged-chr11-109822566-4
NR1621--MA0036.3.GATA2	chr12	98215673	98215683	-	0.000	0.000	Merged-chr12-98215762-18
NR620--MA0037.3.GATA3	chr10	17550177	17550184	+	0.000	0.000	Merged-chr10-17550297-37
NR1883--MA0766.1.GATA5	chr13	43485540	43485547	-	0.000	0.000	Merged-chr13-43485409-24
NR202--MA0482.1.Gata4	chr1	95268072	95268082	-	0.000	0.000	Merged-chr1-95268129-85
NR6104--MA0140.2.GATA1::TAL1	chr6	120188249	120188266	-	0.000	0.000	Merged-chr6-120188171-90
NR478--MA0035.3.Gata1	chr1	171983537	171983547	-	0.000	0.000	Merged-chr1-171983561-45
NR7054--MA0037.3.GATA3	chr8	121603049	121603056	-	0.000	0.000	Merged-chr8-121603020-18
NR3694--MA0037.3.GATA3	chr19	33053337	33053344	-	0.000	0.000	Merged-chr19-33053321-32
NR249--MA0482.1.Gata4	chr1	127320133	127320143	+	0.000	0.000	Merged-chr1-127320105-13
NR5897--MA0037.3.GATA3	chr6	58832867	58832874	-	0.000	0.000	Merged-chr6-58832889-39
NR7503--MA0035.3.Gata1	chr9	115526272	115526282	-	0.000	0.000	Merged-chr9-115526484-32
NR7402--MA0036.3.GATA2	chr9	92314082	92314092	+	0.000	0.000	Merged-chr9-92314019-19
NR3203--MA0037.3.GATA3	chr17	52064895	52064902	+	0.000	0.000	Merged-chr17-52064871-36
NR3837--MA0036.3.GATA2	chr2	13760572	13760582	-	0.000	0.000	Merged-chr2-13760550-51
NR1692--MA0482.1.Gata4	chr12	112743309	112743319	+	0.000	0.000	Merged-chr12-112743369-41
NR3152--MA0036.3.GATA2	chr17	29193400	29193410	-	0.000	0.000	Merged-chr17-29193494-23
NR3776--MA0035.3.Gata1	chr19	58296956	58296966	+	0.000	0.000	Merged-chr19-58296968-24
NR3880--MA0036.3.GATA2	chr2	26154175	26154185	-	0.000	0.000	Merged-chr2-26154226-16
NR4386--MA0036.3.GATA2	chr2	153211619	153211629	-	0.000	0.000	Merged-chr2-153211681-14
NR2853--MA0037.3.GATA3	chr16	49774803	49774810	-	0.000	0.000	Merged-chr16-49774880-113
NR4463--MA0482.1.Gata4	chr2	170221211	170221221	+	0.000	0.000	Merged-chr2-170221188-49
NR6880--MA0140.2.GATA1::TAL1	chr8	40992696	40992713	-	0.000	0.000	Merged-chr8-40992862-12
NR2849--MA0482.1.Gata4	chr16	46107594	46107604	+	0.000	0.000	Merged-chr16-46107609-30
NR5767--MA0037.3.GATA3	chr5	138280045	138280052	+	0.000	0.000	Merged-chr5-138280109-50
NR4115--MA0482.1.Gata4	chr2	102852289	102852299	-	0.000	0.000	Merged-chr2-102852175-26
NR5745--MA0766.1.GATA5	chr5	124022517	124022524	-	0.000	0.000	Merged-chr5-124022476-27
NR6175--MA0036.3.GATA2	chr6	130102977	130102987	+	0.000	0.000	Merged-chr6-130103023-31
NR2316--MA0035.3.Gata1	chr14	55392545	55392555	+	0.000	0.000	Merged-chr14-55392653-26
NR1899--MA0036.3.GATA2	chr13	52922196	52922206	-	0.000	0.000	Merged-chr13-52922066-27
NR2215--MA0036.3.GATA2	chr14	14019692	14019702	-	0.000	0.000	Merged-chr14-14019640-26
NR2687--MA0482.1.Gata4	chr15	93379553	93379563	-	0.000	0.000	Merged-chr15-93379459-27
NR3197--MA0037.3.GATA3	chr17	50136229	50136236	-	0.000	0.000	Merged-chr17-50136209-46
NR4248--MA0035.3.Gata1	chr2	127923472	127923482	+	0.000	0.000	Merged-chr2-127923410-36
NR3739--MA0037.3.GATA3	chr19	55688659	55688666	-	0.000	0.000	Merged-chr19-55688769-29
NR1788--MA0037.3.GATA3	chr13	12412202	12412209	+	0.000	0.000	Merged-chr13-12412239-11
NR1100--MA0766.1.GATA5	chr11	48928356	48928363	+	0.000	0.000	Merged-chr11-48928222-10
NR6775--MA0482.1.Gata4	chr7	140207133	140207143	+	0.000	0.000	Merged-chr7-140207191-19
NR1081--MA0766.1.GATA5	chr11	34102082	34102089	+	0.000	0.000	Merged-chr11-34101959-21
NR7142--MA0037.3.GATA3	chr9	13466584	13466591	+	0.000	0.000	Merged-chr9-13466686-68
NR7208--MA0037.3.GATA3	chr9	45828852	45828859	+	0.000	0.000	Merged-chr9-45828671-68
NR3917--MA0035.3.Gata1	chr2	38459800	38459810	+	0.000	0.000	Merged-chr2-38459798-8
NR5506--MA0766.1.GATA5	chr5	64472608	64472615	-	0.000	0.000	Merged-chr5-64472447-77
NR3324--MA0140.2.GATA1::TAL1	chr17	86880670	86880687	-	0.000	0.000	Merged-chr17-86880662-37
NR3883--MA0140.2.GATA1::TAL1	chr2	26154166	26154183	-	0.000	0.000	Merged-chr2-26154226-16
NR4512--MA1104.1.GATA6	chr3	21939969	21939981	+	0.000	0.000	Merged-chr3-21939939-4
NR2733--MA0140.2.GATA1::TAL1	chr15	101339751	101339768	-	0.000	0.000	Merged-chr15-101339704-26
NR117--MA0036.3.GATA2	chr1	74201345	74201355	+	0.000	0.000	Merged-chr1-74201398-63
NR1549--MA0037.3.GATA3	chr12	84773167	84773174	-	0.000	0.000	Merged-chr12-84773092-54
NR589--MA0482.1.Gata4	chr1	193198413	193198423	+	0.000	0.000	Merged-chr1-193198474-9
NR4779--MA0036.3.GATA2	chr3	132886774	132886784	+	0.000	0.000	Merged-chr3-132886809-16
NR7046--MA0037.3.GATA3	chr8	117548685	117548692	-	0.000	0.000	Merged-chr8-117548585-70
NR3935--MA0766.1.GATA5	chr2	46307823	46307830	+	0.000	0.000	Merged-chr2-46307811-35
NR5857--MA0036.3.GATA2	chr6	41163688	41163698	-	0.000	0.000	Merged-chr6-41163628-13
NR102--MA0037.3.GATA3	chr1	69496220	69496227	+	0.000	0.000	Merged-chr1-69496310-11
NR4118--MA0035.3.Gata1	chr2	102852290	102852300	-	0.000	0.000	Merged-chr2-102852175-26
NR877--MA1104.1.GATA6	chr10	108406935	108406947	+	0.000	0.000	Merged-chr10-108407108-16
NR3217--MA0140.2.GATA1::TAL1	chr17	52484077	52484094	-	0.000	0.000	Merged-chr17-52484066-25
NR5724--MA0766.1.GATA5	chr5	122431332	122431339	-	0.000	0.000	Merged-chr5-122431363-23
NR6164--MA0766.1.GATA5	chr6	129210609	129210616	+	0.000	0.000	Merged-chr6-129210550-50
NR880--MA0035.3.Gata1	chr10	108406936	108406946	-	0.000	0.000	Merged-chr10-108407108-16
NR752--MA0140.2.GATA1::TAL1	chr10	70180900	70180917	-	0.000	0.000	Merged-chr10-70181073-91
NR3447--MA0037.3.GATA3	chr18	56714570	56714577	-	0.000	0.000	Merged-chr18-56714625-64
NR2226--MA1104.1.GATA6	chr14	15770133	15770145	+	0.000	0.000	Merged-chr14-15770075-60
NR4388--MA0766.1.GATA5	chr2	153525960	153525967	-	0.000	0.000	Merged-chr2-153526092-26
NR82--MA0036.3.GATA2	chr1	64956881	64956891	+	0.000	0.000	Merged-chr1-64956845-95
NR3253--MA0036.3.GATA2	chr17	64602272	64602282	-	0.000	0.000	Merged-chr17-64602197-17
NR4886--MA1104.1.GATA6	chr3	145933901	145933913	-	0.000	0.000	Merged-chr3-145933993-23
NR2156--MA0482.1.Gata4	chr13	112063822	112063832	+	0.000	0.000	Merged-chr13-112063796-45
NR3981--MA0036.3.GATA2	chr2	65188956	65188966	-	0.000	0.000	Merged-chr2-65189232-92
NR5727--MA0036.3.GATA2	chr5	123132811	123132821	+	0.000	0.000	Merged-chr5-123132654-50
NR408--MA0140.2.GATA1::TAL1	chr1	162734526	162734543	+	0.000	0.000	Merged-chr1-162734445-9
NR4809--MA1104.1.GATA6	chr3	136531891	136531903	-	0.000	0.000	Merged-chr3-136531691-41
NR7551--MA0035.3.Gata1	chr9	121059649	121059659	+	0.000	0.000	Merged-chr9-121059635-6
NR5000--MA0035.3.Gata1	chr4	11961004	11961014	-	0.000	0.000	Merged-chr4-11960864-24
NR3320--MA0035.3.Gata1	chr17	85981995	85982005	+	0.000	0.000	Merged-chr17-85982062-9
NR6353--MA0482.1.Gata4	chr7	30535312	30535322	-	0.000	0.000	Merged-chr7-30535126-64
NR1140--MA0482.1.Gata4	chr11	58996100	58996110	-	0.000	0.000	Merged-chr11-58995988-22
NR2045--MA0036.3.GATA2	chr13	98124618	98124628	+	0.000	0.000	Merged-chr13-98124541-43
NR4197--MA0482.1.Gata4	chr2	118159738	118159748	-	0.000	0.000	Merged-chr2-118159783-1
NR1958--MA0035.3.Gata1	chr13	75035308	75035318	-	0.000	0.000	Merged-chr13-75035178-8
NR3742--MA0036.3.GATA2	chr19	55688658	55688668	+	0.000	0.000	Merged-chr19-55688769-29
NR1791--MA0036.3.GATA2	chr13	12412200	12412210	-	0.000	0.000	Merged-chr13-12412239-11
NR4995--MA0037.3.GATA3	chr4	11961006	11961013	+	0.000	0.000	Merged-chr4-11960864-24
NR329--MA0482.1.Gata4	chr1	151002319	151002329	+	0.000	0.000	Merged-chr1-151002204-60
NR2553--MA1104.1.GATA6	chr15	52570469	52570481	-	0.000	0.000	Merged-chr15-52570490-21
NR4918--MA0037.3.GATA3	chr3	148807226	148807233	+	0.000	0.000	Merged-chr3-148807140-19
NR1130--MA0035.3.Gata1	chr11	54063312	54063322	-	0.000	0.000	Merged-chr11-54063198-57
NR3656--MA0766.1.GATA5	chr19	25360814	25360821	-	0.000	0.000	Merged-chr19-25360847-26
NR6784--MA0037.3.GATA3	chr7	143649723	143649730	-	0.000	0.000	Merged-chr7-143649559-54
NR5669--MA0140.2.GATA1::TAL1	chr5	107759258	107759275	-	0.000	0.000	Merged-chr5-107759301-16
NR5215--MA0037.3.GATA3	chr4	108460963	108460970	-	0.000	0.000	Merged-chr4-108460975-1
NR5588--MA0766.1.GATA5	chr5	93093279	93093286	-	0.000	0.000	Merged-chr5-93093423-108
NR1552--MA0036.3.GATA2	chr12	84773166	84773176	+	0.000	0.000	Merged-chr12-84773092-54
NR3975--MA0482.1.Gata4	chr2	65135717	65135727	-	0.000	0.000	Merged-chr2-65135725-7
NR203--MA1104.1.GATA6	chr1	95268072	95268084	+	0.000	0.000	Merged-chr1-95268129-85
NR7673--MA0035.3.Gata1	chrX	160496686	160496696	+	0.000	0.000	Merged-chrX-160496581-5
NR4613--MA0037.3.GATA3	chr3	79248518	79248525	+	0.000	0.000	Merged-chr3-79248582-102
NR1881--MA0482.1.Gata4	chr13	43485436	43485446	+	0.000	0.000	Merged-chr13-43485409-24
NR7399--MA0037.3.GATA3	chr9	92314083	92314090	-	0.000	0.000	Merged-chr9-92314019-19
NR5916--MA0035.3.Gata1	chr6	67184854	67184864	-	0.000	0.000	Merged-chr6-67184785-39
NR6178--MA1104.1.GATA6	chr6	130136664	130136676	-	0.000	0.000	Merged-chr6-130136655-31
NR7301--MA0482.1.Gata4	chr9	64779818	64779828	-	0.000	0.000	Merged-chr9-64779927-39
NR5350--MA0482.1.Gata4	chr4	149066962	149066972	-	0.000	0.000	Merged-chr4-149067101-25
NR3669--MA0766.1.GATA5	chr19	29367426	29367433	+	0.000	0.000	Merged-chr19-29367376-49
NR3736--MA0482.1.Gata4	chr19	46620060	46620070	-	0.000	0.000	Merged-chr19-46620252-57
NR3346--MA0035.3.Gata1	chr18	13016560	13016570	+	0.000	0.000	Merged-chr18-13016580-10
NR1871--MA0035.3.Gata1	chr13	41097618	41097628	-	0.000	0.000	Merged-chr13-41097728-40
NR2837--MA0037.3.GATA3	chr16	43690240	43690247	-	0.000	0.000	Merged-chr16-43690423-59
NR1395--MA0035.3.Gata1	chr11	117319696	117319706	+	0.000	0.000	Merged-chr11-117319615-150
NR5796--MA0036.3.GATA2	chr5	148397627	148397637	+	0.000	0.000	Merged-chr5-148397526-5
NR2823--MA0140.2.GATA1::TAL1	chr16	35981796	35981813	-	0.000	0.000	Merged-chr16-35981707-5
NR1836--MA0036.3.GATA2	chr13	31902801	31902811	+	0.000	0.000	Merged-chr13-31902870-3
NR7614--MA0766.1.GATA5	chrX	77640427	77640434	-	0.000	0.000	Merged-chrX-77640531-25
NR5730--MA0482.1.Gata4	chr5	123381922	123381932	-	0.000	0.000	Merged-chr5-123382042-18
NR6519--MA0140.2.GATA1::TAL1	chr7	98797518	98797535	+	0.000	0.000	Merged-chr7-98797577-28
NR1479--MA0766.1.GATA5	chr12	59055290	59055297	+	0.000	0.000	Merged-chr12-59055376-29
NR5929--MA0035.3.Gata1	chr6	71980504	71980514	-	0.000	0.000	Merged-chr6-71980569-75
NR7269--MA0037.3.GATA3	chr9	61681490	61681497	+	0.000	0.000	Merged-chr9-61681687-3
NR4116--MA1104.1.GATA6	chr2	102852289	102852301	+	0.000	0.000	Merged-chr2-102852175-26
NR651--MA0766.1.GATA5	chr10	24593122	24593129	-	0.000	0.000	Merged-chr10-24593223-5
NR3038--MA0037.3.GATA3	chr16	97204301	97204308	-	0.000	0.000	Merged-chr16-97204388-55
NR1260--MA0036.3.GATA2	chr11	97810619	97810629	+	0.000	0.000	Merged-chr11-97810529-18
NR6345--MA0482.1.Gata4	chr7	30099620	30099630	-	0.000	0.000	Merged-chr7-30099514-26
NR4394--MA0482.1.Gata4	chr2	156882620	156882630	-	0.000	0.000	Merged-chr2-156882642-42
NR6319--MA1104.1.GATA6	chr7	24407233	24407245	-	0.000	0.000	Merged-chr7-24407263-37
NR2688--MA1104.1.GATA6	chr15	93379553	93379565	+	0.000	0.000	Merged-chr15-93379459-27
NR6776--MA1104.1.GATA6	chr7	140207131	140207143	-	0.000	0.000	Merged-chr7-140207191-19
NR7649--MA0037.3.GATA3	chrX	140537799	140537806	-	0.000	0.000	Merged-chrX-140537922-35
NR7346--MA0036.3.GATA2	chr9	80318149	80318159	+	0.000	0.000	Merged-chr9-80318250-48
NR7304--MA0035.3.Gata1	chr9	64779819	64779829	-	0.000	0.000	Merged-chr9-64779927-39
NR6183--MA0482.1.Gata4	chr6	130312045	130312055	+	0.000	0.000	Merged-chr6-130312055-26
NR3160--MA0140.2.GATA1::TAL1	chr17	31224045	31224062	-	0.000	0.000	Merged-chr17-31224074-61
NR3843--MA0036.3.GATA2	chr2	17644734	17644744	-	0.000	0.000	Merged-chr2-17644831-25
NR1302--MA0766.1.GATA5	chr11	101658281	101658288	-	0.000	0.000	Merged-chr11-101658454-78
NR6039--MA0766.1.GATA5	chr6	100011908	100011915	+	0.000	0.000	Merged-chr6-100011850-11
NR3352--MA1104.1.GATA6	chr18	14654055	14654067	-	0.000	0.000	Merged-chr18-14653924-40
NR338--MA1104.1.GATA6	chr1	152037751	152037763	+	0.000	0.000	Merged-chr1-152037701-1
NR4349--MA0036.3.GATA2	chr2	150667355	150667365	-	0.000	0.000	Merged-chr2-150667676-130
NR1764--MA0482.1.Gata4	chr12	118439071	118439081	-	0.000	0.000	Merged-chr12-118439012-3
NR6633--MA0037.3.GATA3	chr7	114616936	114616943	+	0.000	0.000	Merged-chr7-114616980-17
NR7322--MA0766.1.GATA5	chr9	69073402	69073409	-	0.000	0.000	Merged-chr9-69073494-25
NR272--MA0037.3.GATA3	chr1	136601137	136601144	-	0.000	0.000	Merged-chr1-136600909-41
NR5504--MA0482.1.Gata4	chr5	64472608	64472618	+	0.000	0.000	Merged-chr5-64472447-77
NR3824--MA0482.1.Gata4	chr2	11617067	11617077	+	0.000	0.000	Merged-chr2-11617013-39
NR1873--MA0482.1.Gata4	chr13	42101817	42101827	+	0.000	0.000	Merged-chr13-42101708-35
NR5030--MA0140.2.GATA1::TAL1	chr4	43937335	43937352	-	0.000	0.000	Merged-chr4-43937152-65
NR1254--MA0482.1.Gata4	chr11	96075702	96075712	+	0.000	0.000	Merged-chr11-96075825-57
NR2169--MA0766.1.GATA5	chr13	113580117	113580124	+	0.000	0.000	Merged-chr13-113580257-62
NR3200--MA0766.1.GATA5	chr17	50136229	50136236	-	0.000	0.000	Merged-chr17-50136209-46
NR1066--MA0037.3.GATA3	chr11	30166380	30166387	+	0.000	0.000	Merged-chr11-30166468-16
NR1044--MA0766.1.GATA5	chr11	21105545	21105552	-	0.000	0.000	Merged-chr11-21105658-1
NR1034--MA0036.3.GATA2	chr11	11564365	11564375	+	0.000	0.000	Merged-chr11-11564485-53
NR1315--MA0766.1.GATA5	chr11	105946775	105946782	-	0.000	0.000	Merged-chr11-105946795-5
NR1863--MA0035.3.Gata1	chr13	37403961	37403971	-	0.000	0.000	Merged-chr13-37403815-12
NR5132--MA0766.1.GATA5	chr4	89044206	89044213	-	0.000	0.000	Merged-chr4-89044155-38
NR5374--MA0036.3.GATA2	chr4	156022068	156022078	+	0.000	0.000	Merged-chr4-156022073-120
NR5655--MA0766.1.GATA5	chr5	105192811	105192818	-	0.000	0.000	Merged-chr5-105192735-25
NR2941--MA0035.3.Gata1	chr16	84864871	84864881	+	0.000	0.000	Merged-chr16-84864807-26
NR4801--MA0766.1.GATA5	chr3	135590667	135590674	+	0.000	0.000	Merged-chr3-135590750-10
NR1101--MA0035.3.Gata1	chr11	48928354	48928364	-	0.000	0.000	Merged-chr11-48928222-10
NR3617--MA0036.3.GATA2	chr19	4119834	4119844	-	0.000	0.000	Merged-chr19-4119891-46
NR1947--MA0766.1.GATA5	chr13	74490194	74490201	-	0.000	0.000	Merged-chr13-74490220-4
NR3699--MA0035.3.Gata1	chr19	33053336	33053346	+	0.000	0.000	Merged-chr19-33053321-32
NR1809--MA0482.1.Gata4	chr13	19272882	19272892	+	0.000	0.000	Merged-chr13-19272899-14
NR6070--MA0037.3.GATA3	chr6	114904372	114904379	+	0.000	0.000	Merged-chr6-114904408-10
NR1079--MA0037.3.GATA3	chr11	34102082	34102089	+	0.000	0.000	Merged-chr11-34101959-21
NR2029--MA0036.3.GATA2	chr13	95697071	95697081	+	0.000	0.000	Merged-chr13-95697036-46
NR5135--MA0036.3.GATA2	chr4	89400518	89400528	-	0.000	0.000	Merged-chr4-89400416-12
NR7272--MA0036.3.GATA2	chr9	61681488	61681498	-	0.000	0.000	Merged-chr9-61681687-3
NR1257--MA0035.3.Gata1	chr11	96075701	96075711	+	0.000	0.000	Merged-chr11-96075825-57
NR3041--MA0036.3.GATA2	chr16	97204300	97204310	+	0.000	0.000	Merged-chr16-97204388-55
NR1141--MA1104.1.GATA6	chr11	58996100	58996112	+	0.000	0.000	Merged-chr11-58995988-22
NR3936--MA0035.3.Gata1	chr2	46307821	46307831	-	0.000	0.000	Merged-chr2-46307811-35
NR7652--MA0036.3.GATA2	chrX	140537798	140537808	+	0.000	0.000	Merged-chrX-140537922-35
NR3163--MA0140.2.GATA1::TAL1	chr17	35758907	35758924	+	0.000	0.000	Merged-chr17-35758886-16
NR1275--MA0766.1.GATA5	chr11	98487790	98487797	+	0.000	0.000	Merged-chr11-98487809-30
NR2972--MA0766.1.GATA5	chr16	89994292	89994299	+	0.000	0.000	Merged-chr16-89994066-43
NR3749--MA0766.1.GATA5	chr19	55866000	55866007	+	0.000	0.000	Merged-chr19-55866165-31
NR7362--MA0482.1.Gata4	chr9	83956999	83957009	-	0.000	0.000	Merged-chr9-83957110-38
NR3976--MA1104.1.GATA6	chr2	65135717	65135729	+	0.000	0.000	Merged-chr2-65135725-7
NR6188--MA0482.1.Gata4	chr6	130342155	130342165	+	0.000	0.000	Merged-chr6-130342331-49
NR4849--MA0037.3.GATA3	chr3	138334462	138334469	+	0.000	0.000	Merged-chr3-138334424-50
NR5270--MA0140.2.GATA1::TAL1	chr4	133058065	133058082	+	0.000	0.000	Merged-chr4-133057911-45
NR3009--MA0037.3.GATA3	chr16	93918466	93918473	-	0.000	0.000	Merged-chr16-93918388-61
NR4640--MA0037.3.GATA3	chr3	89906214	89906221	-	0.000	0.000	Merged-chr3-89906356-37
NR1307--MA0766.1.GATA5	chr11	101661876	101661883	+	0.000	0.000	Merged-chr11-101661964-4
NR7471--MA0482.1.Gata4	chr9	108163711	108163721	+	0.000	0.000	Merged-chr9-108163865-26
NR874--MA0766.1.GATA5	chr10	108333856	108333863	-	0.000	0.000	Merged-chr10-108333731-6
NR1829--MA0140.2.GATA1::TAL1	chr13	24230988	24231005	+	0.000	0.000	Merged-chr13-24231017-39
NR7302--MA1104.1.GATA6	chr9	64779818	64779830	+	0.000	0.000	Merged-chr9-64779927-39
NR1135--MA0036.3.GATA2	chr11	57952913	57952923	-	0.000	0.000	Merged-chr11-57952769-40
NR1416--MA0766.1.GATA5	chr12	25270024	25270031	+	0.000	0.000	Merged-chr12-25270049-10
NR1120--MA1104.1.GATA6	chr11	53656980	53656992	-	0.000	0.000	Merged-chr11-53657053-47
NR7298--MA0036.3.GATA2	chr9	63785709	63785719	+	0.000	0.000	Merged-chr9-63785726-16
NR7646--MA0482.1.Gata4	chrX	137019421	137019431	-	0.000	0.000	Merged-chrX-137019593-29
NR3067--MA0036.3.GATA2	chr17	12165547	12165557	+	0.000	0.000	Merged-chr17-12165459-54
NR1397--MA0766.1.GATA5	chr11	118379752	118379759	+	0.000	0.000	Merged-chr11-118379704-27
NR3205--MA0766.1.GATA5	chr17	52064895	52064902	+	0.000	0.000	Merged-chr17-52064871-36
NR5731--MA1104.1.GATA6	chr5	123381922	123381934	+	0.000	0.000	Merged-chr5-123382042-18
NR5704--MA0035.3.Gata1	chr5	115313584	115313594	+	0.000	0.000	Merged-chr5-115313738-19
NR4631--MA0766.1.GATA5	chr3	84826241	84826248	-	0.000	0.000	Merged-chr3-84826191-13
NR1360--MA0140.2.GATA1::TAL1	chr11	110919281	110919298	-	0.000	0.000	Merged-chr11-110919203-38
NR2701--MA0140.2.GATA1::TAL1	chr15	94452970	94452987	+	0.000	0.000	Merged-chr15-94453103-20
NR4305--MA0037.3.GATA3	chr2	144198964	144198971	+	0.000	0.000	Merged-chr2-144198804-26
NR7535--MA0036.3.GATA2	chr9	118678946	118678956	+	0.000	0.000	Merged-chr9-118679048-3
NR1429--MA0766.1.GATA5	chr12	26460152	26460159	-	0.000	0.000	Merged-chr12-26460097-25
NR3657--MA0035.3.Gata1	chr19	25360813	25360823	+	0.000	0.000	Merged-chr19-25360847-26
NR4395--MA1104.1.GATA6	chr2	156882620	156882632	+	0.000	0.000	Merged-chr2-156882642-42
NR5589--MA0035.3.Gata1	chr5	93093278	93093288	+	0.000	0.000	Merged-chr5-93093423-108
NR2734--MA0037.3.GATA3	chr15	101388145	101388152	-	0.000	0.000	Merged-chr15-101388154-52
NR875--MA0037.3.GATA3	chr10	108406938	108406945	+	0.000	0.000	Merged-chr10-108407108-16
NR5759--MA0036.3.GATA2	chr5	137170916	137170926	-	0.000	0.000	Merged-chr5-137171021-10
NR5770--MA0482.1.Gata4	chr5	139793701	139793711	+	0.000	0.000	Merged-chr5-139793766-12
NR1472--MA0766.1.GATA5	chr12	55051398	55051405	-	0.000	0.000	Merged-chr12-55051446-14
NR3885--MA0482.1.Gata4	chr2	26753535	26753545	-	0.000	0.000	Merged-chr2-26753671-30
NR6184--MA1104.1.GATA6	chr6	130312043	130312055	-	0.000	0.000	Merged-chr6-130312055-26
NR6872--MA0035.3.Gata1	chr8	35628398	35628408	+	0.000	0.000	Merged-chr8-35628375-52
NR7287--MA0766.1.GATA5	chr9	62421170	62421177	+	0.000	0.000	Merged-chr9-62421317-30
NR1765--MA1104.1.GATA6	chr12	118439071	118439083	+	0.000	0.000	Merged-chr12-118439012-3
NR3418--MA0035.3.Gata1	chr18	54860619	54860629	-	0.000	0.000	Merged-chr18-54860804-67
NR1095--MA0036.3.GATA2	chr11	46396238	46396248	-	0.000	0.000	Merged-chr11-46396352-40
NR1647--MA0766.1.GATA5	chr12	103331559	103331566	-	0.000	0.000	Merged-chr12-103331678-52
NR1080--MA1104.1.GATA6	chr11	34102079	34102091	+	0.000	0.000	Merged-chr11-34101959-21
NR5141--MA0035.3.Gata1	chr4	95068327	95068337	-	0.000	0.000	Merged-chr4-95068269-28
NR5505--MA1104.1.GATA6	chr5	64472606	64472618	-	0.000	0.000	Merged-chr5-64472447-77
NR1756--MA0766.1.GATA5	chr12	118255862	118255869	+	0.000	0.000	Merged-chr12-118255780-45
