#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.up.bed
NR7601--MA0117.2.Mafb	chr2	31180545	31180556	+	0.000	0.000	Merged-chr2-31180309-64
NR12807--MA0495.2.MAFF	chr7	73517587	73517607	+	0.000	0.000	Merged-chr7-73517689-25
NR8492--MA0591.1.Bach1::Mafk	chr2	153325808	153325822	-	0.000	0.000	Merged-chr2-153325949-22
NR3380--MA0089.1.MAFG::NFE2L1	chr12	109542824	109542829	-	0.000	0.000	Merged-chr12-109543001-18
NR10849--MA0501.1.MAF::NFE2	chr5	48372386	48372400	-	0.000	0.000	Merged-chr5-48372456-58
NR852--MA0089.1.MAFG::NFE2L1	chr1	153700776	153700781	+	0.000	0.000	Merged-chr1-153700855-14
NR14022--MA0501.1.MAF::NFE2	chr8	126188897	126188911	+	0.000	0.000	Merged-chr8-126188962-13
NR10084--MA0089.1.MAFG::NFE2L1	chr4	88693552	88693557	-	0.000	0.000	Merged-chr4-88693660-22
NR6706--MA0591.1.Bach1::Mafk	chr18	23754632	23754646	+	0.000	0.000	Merged-chr18-23754514-42
NR13491--MA0117.2.Mafb	chr8	35678099	35678110	-	0.000	0.000	Merged-chr8-35678032-30
NR2855--MA0659.1.MAFG	chr12	3892086	3892106	-	0.000	0.000	Merged-chr12-3892053-9
NR5316--MA0501.1.MAF::NFE2	chr15	76908067	76908081	-	0.000	0.000	Merged-chr15-76908278-27
NR10997--MA0501.1.MAF::NFE2	chr5	77082922	77082936	+	0.000	0.000	Merged-chr5-77082994-13
NR4236--MA0495.2.MAFF	chr13	113418359	113418379	+	0.000	0.000	Merged-chr13-113418245-6
NR9960--MA0089.1.MAFG::NFE2L1	chr4	59132933	59132938	-	0.000	0.000	Merged-chr4-59132766-28
NR11607--MA0117.2.Mafb	chr6	29348047	29348058	-	0.000	0.000	Merged-chr6-29348020-58
NR4421--MA0089.1.MAFG::NFE2L1	chr14	27237989	27237994	-	0.000	0.000	Merged-chr14-27238003-64
NR5572--MA0495.2.MAFF	chr16	23274635	23274655	-	0.000	0.000	Merged-chr16-23274580-84
NR10403--MA0496.2.MAFK	chr4	133185415	133185433	+	0.000	0.000	Merged-chr4-133185402-47
NR6596--MA0089.1.MAFG::NFE2L1	chr17	87315165	87315170	-	0.000	0.000	Merged-chr17-87315064-70
NR127--MA0591.1.Bach1::Mafk	chr1	36068772	36068786	-	0.000	0.000	Merged-chr1-36068645-92
NR3497--MA0117.2.Mafb	chr12	117290022	117290033	+	0.000	0.000	Merged-chr12-117289926-8
NR3356--MA0496.2.MAFK	chr12	106447411	106447429	+	0.000	0.000	Merged-chr12-106447324-1
NR8063--MA0591.1.Bach1::Mafk	chr2	104847827	104847841	-	0.000	0.000	Merged-chr2-104847897-10
NR5140--MA0501.1.MAF::NFE2	chr15	41949019	41949033	-	0.000	0.000	Merged-chr15-41949066-24
NR9108--MA0495.2.MAFF	chr3	84732098	84732118	+	0.000	0.000	Merged-chr3-84732134-27
NR449--MA0591.1.Bach1::Mafk	chr1	89090350	89090364	-	0.000	0.000	Merged-chr1-89090487-27
NR4041--MA0501.1.MAF::NFE2	chr13	95347410	95347424	-	0.000	0.000	Merged-chr13-95347309-34
NR13924--MA0501.1.MAF::NFE2	chr8	113656298	113656312	+	0.000	0.000	Merged-chr8-113656358-52
NR7235--MA0591.1.Bach1::Mafk	chr19	20239520	20239534	-	0.000	0.000	Merged-chr19-20239652-7
NR7537--MA0089.1.MAFG::NFE2L1	chr2	18519389	18519394	+	0.000	0.000	Merged-chr2-18519177-24
NR6835--MA0501.1.MAF::NFE2	chr18	53927008	53927022	+	0.000	0.000	Merged-chr18-53926957-22
NR8813--MA0591.1.Bach1::Mafk	chr3	18623970	18623984	+	0.000	0.000	Merged-chr3-18624063-31
NR3070--MA0495.2.MAFF	chr12	69402916	69402936	+	0.000	0.000	Merged-chr12-69402921-11
NR11097--MA0659.1.MAFG	chr5	98016905	98016925	+	0.000	0.000	Merged-chr5-98016849-63
NR2884--MA0591.1.Bach1::Mafk	chr12	16339275	16339289	+	0.000	0.000	Merged-chr12-16339165-4
NR11603--MA0591.1.Bach1::Mafk	chr6	29024218	29024232	-	0.000	0.000	Merged-chr6-29024202-52
NR3984--MA0089.1.MAFG::NFE2L1	chr13	84758591	84758596	-	0.000	0.000	Merged-chr13-84758692-19
NR5303--MA0496.2.MAFK	chr15	76087423	76087441	+	0.000	0.000	Merged-chr15-76087465-11
NR14767--MA0496.2.MAFK	chr9	120080186	120080204	+	0.000	0.000	Merged-chr9-120080082-9
NR4733--MA0501.1.MAF::NFE2	chr14	72822433	72822447	-	0.000	0.000	Merged-chr14-72822179-91
NR6192--MA0089.1.MAFG::NFE2L1	chr17	17860187	17860192	-	0.000	0.000	Merged-chr17-17860190-9
NR8960--MA0659.1.MAFG	chr3	58470213	58470233	-	0.000	0.000	Merged-chr3-58470222-35
NR11726--MA0501.1.MAF::NFE2	chr6	53704645	53704659	+	0.000	0.000	Merged-chr6-53704558-10
NR4108--MA0591.1.Bach1::Mafk	chr13	104041239	104041253	-	0.000	0.000	Merged-chr13-104041328-31
NR6552--MA0659.1.MAFG	chr17	80139917	80139937	-	0.000	0.000	Merged-chr17-80140059-47
NR5478--MA0089.1.MAFG::NFE2L1	chr15	103215408	103215413	+	0.000	0.000	Merged-chr15-103215427-34
NR2004--MA0501.1.MAF::NFE2	chr10	118172628	118172642	+	0.000	0.000	Merged-chr10-118172658-46
NR2779--MA0089.1.MAFG::NFE2L1	chr11	113174285	113174290	-	0.000	0.000	Merged-chr11-113174221-33
NR12809--MA0117.2.Mafb	chr7	73517596	73517607	-	0.000	0.000	Merged-chr7-73517689-25
NR3754--MA0591.1.Bach1::Mafk	chr13	45623887	45623901	-	0.000	0.000	Merged-chr13-45624002-39
NR13272--MA0089.1.MAFG::NFE2L1	chr7	135647132	135647137	+	0.000	0.000	Merged-chr7-135647119-33
NR5122--MA0659.1.MAFG	chr15	38199904	38199924	+	0.000	0.000	Merged-chr15-38199755-22
NR14195--MA0591.1.Bach1::Mafk	chr9	34996154	34996168	-	0.000	0.000	Merged-chr9-34996088-18
NR3072--MA0659.1.MAFG	chr12	69402916	69402936	+	0.000	0.000	Merged-chr12-69402921-11
NR8933--MA0117.2.Mafb	chr3	51226978	51226989	+	0.000	0.000	Merged-chr3-51226819-40
NR4649--MA0089.1.MAFG::NFE2L1	chr14	62008797	62008802	-	0.000	0.000	Merged-chr14-62008910-32
NR1555--MA0659.1.MAFG	chr10	53346649	53346669	+	0.000	0.000	Merged-chr10-53346835-25
NR9697--MA0089.1.MAFG::NFE2L1	chr3	157083239	157083244	-	0.000	0.000	Merged-chr3-157083390-6
NR2866--MA0089.1.MAFG::NFE2L1	chr12	8817902	8817907	-	0.000	0.000	Merged-chr12-8817903-12
NR303--MA0495.2.MAFF	chr1	72449904	72449924	-	0.000	0.000	Merged-chr1-72450027-13
NR3795--MA0089.1.MAFG::NFE2L1	chr13	51401362	51401367	-	0.000	0.000	Merged-chr13-51401242-7
NR6870--MA0089.1.MAFG::NFE2L1	chr18	58561162	58561167	-	0.000	0.000	Merged-chr18-58561117-18
NR14383--MA0501.1.MAF::NFE2	chr9	69440218	69440232	-	0.000	0.000	Merged-chr9-69440174-25
NR9218--MA0089.1.MAFG::NFE2L1	chr3	95758669	95758674	-	0.000	0.000	Merged-chr3-95758685-49
NR6452--MA0591.1.Bach1::Mafk	chr17	65939375	65939389	+	0.000	0.000	Merged-chr17-65939471-7
NR13008--MA0089.1.MAFG::NFE2L1	chr7	105515188	105515193	-	0.000	0.000	Merged-chr7-105515349-32
NR6015--MA0089.1.MAFG::NFE2L1	chr16	91475945	91475950	-	0.000	0.000	Merged-chr16-91475994-53
NR9193--MA0591.1.Bach1::Mafk	chr3	93506445	93506459	-	0.000	0.000	Merged-chr3-93506465-61
NR11601--MA0089.1.MAFG::NFE2L1	chr6	29023353	29023358	+	0.000	0.000	Merged-chr6-29023445-17
NR14474--MA0591.1.Bach1::Mafk	chr9	83564333	83564347	+	0.000	0.000	Merged-chr9-83564254-44
NR4032--MA0117.2.Mafb	chr13	93340894	93340905	+	0.000	0.000	Merged-chr13-93341062-38
NR4238--MA0117.2.Mafb	chr13	113418359	113418370	+	0.000	0.000	Merged-chr13-113418245-6
NR1042--MA0089.1.MAFG::NFE2L1	chr1	175625692	175625697	+	0.000	0.000	Merged-chr1-175625655-94
NR3647--MA0591.1.Bach1::Mafk	chr13	29805499	29805513	+	0.000	0.000	Merged-chr13-29805422-4
NR2652--MA0495.2.MAFF	chr11	97531806	97531826	+	0.000	0.000	Merged-chr11-97531954-28
NR14031--MA0659.1.MAFG	chr8	126686967	126686987	-	0.000	0.000	Merged-chr8-126687126-29
NR5376--MA0089.1.MAFG::NFE2L1	chr15	85610905	85610910	+	0.000	0.000	Merged-chr15-85610839-41
NR7071--MA0496.2.MAFK	chr18	80671895	80671913	+	0.000	0.000	Merged-chr18-80671844-8
NR1393--MA0591.1.Bach1::Mafk	chr10	21659612	21659626	+	0.000	0.000	Merged-chr10-21659696-16
NR4332--MA0089.1.MAFG::NFE2L1	chr14	8173304	8173309	-	0.000	0.000	Merged-chr14-8173262-80
NR14468--MA0495.2.MAFF	chr9	83564270	83564290	+	0.000	0.000	Merged-chr9-83564254-44
NR9150--MA0591.1.Bach1::Mafk	chr3	89912852	89912866	-	0.000	0.000	Merged-chr3-89912987-87
NR13170--MA0089.1.MAFG::NFE2L1	chr7	123369060	123369065	+	0.000	0.000	Merged-chr7-123369010-1,Merged-chr7-123369239-2
NR689--MA0089.1.MAFG::NFE2L1	chr1	128766764	128766769	+	0.000	0.000	Merged-chr1-128766652-9
NR11735--MA0496.2.MAFK	chr6	54107478	54107496	+	0.000	0.000	Merged-chr6-54107486-10
NR13917--MA0117.2.Mafb	chr8	111876355	111876366	-	0.000	0.000	Merged-chr8-111876543-71
NR3316--MA0501.1.MAF::NFE2	chr12	103331591	103331605	+	0.000	0.000	Merged-chr12-103331678-52
NR9448--MA0496.2.MAFK	chr3	126570831	126570849	+	0.000	0.000	Merged-chr3-126570904-20
NR11303--MA0117.2.Mafb	chr5	122291232	122291243	+	0.000	0.000	Merged-chr5-122291331-19
NR1340--MA0117.2.Mafb	chr10	13385023	13385034	-	0.000	0.000	Merged-chr10-13385143-7
NR7258--MA0591.1.Bach1::Mafk	chr19	21810324	21810338	-	0.000	0.000	Merged-chr19-21810338-13
NR9900--MA0496.2.MAFK	chr4	46560561	46560579	+	0.000	0.000	Merged-chr4-46560470-31
NR7848--MA0117.2.Mafb	chr2	71274641	71274652	-	0.000	0.000	Merged-chr2-71274822-52
NR1435--MA0591.1.Bach1::Mafk	chr10	28695164	28695178	-	0.000	0.000	Merged-chr10-28695198-52
NR3934--MA0496.2.MAFK	chr13	75053979	75053997	-	0.000	0.000	Merged-chr13-75053881-13
NR551--MA0117.2.Mafb	chr1	101063253	101063264	-	0.000	0.000	Merged-chr1-101063444-1
NR2461--MA0501.1.MAF::NFE2	chr11	62185081	62185095	+	0.000	0.000	Merged-chr11-62185170-13
NR7492--MA0501.1.MAF::NFE2	chr2	11651689	11651703	+	0.000	0.000	Merged-chr2-11651673-28
NR9682--MA0089.1.MAFG::NFE2L1	chr3	153911770	153911775	+	0.000	0.000	Merged-chr3-153911762-31
NR12966--MA0117.2.Mafb	chr7	100590963	100590974	+	0.000	0.000	Merged-chr7-100591140-72
NR5563--MA0089.1.MAFG::NFE2L1	chr16	23171105	23171110	+	0.000	0.000	Merged-chr16-23171002-17
NR12139--MA0501.1.MAF::NFE2	chr6	116287117	116287131	-	0.000	0.000	Merged-chr6-116287137-8
NR10901--MA0495.2.MAFF	chr5	58084107	58084127	-	0.000	0.000	Merged-chr5-58084122-29
NR9836--MA0591.1.Bach1::Mafk	chr4	32363656	32363670	+	0.000	0.000	Merged-chr4-32363760-31
NR10417--MA0496.2.MAFK	chr4	134483936	134483954	-	0.000	0.000	Merged-chr4-134483836-10
NR10409--MA0089.1.MAFG::NFE2L1	chr4	134124455	134124460	-	0.000	0.000	Merged-chr4-134124326-44
NR876--MA0089.1.MAFG::NFE2L1	chr1	155138999	155139004	+	0.000	0.000	Merged-chr1-155138999-23
NR14413--MA0089.1.MAFG::NFE2L1	chr9	77954698	77954703	-	0.000	0.000	Merged-chr9-77954587-30
NR1646--MA0089.1.MAFG::NFE2L1	chr10	67840978	67840983	-	0.000	0.000	Merged-chr10-67841086-29
NR5283--MA0591.1.Bach1::Mafk	chr15	73153513	73153527	-	0.000	0.000	Merged-chr15-73153430-10
NR4455--MA0591.1.Bach1::Mafk	chr14	30479591	30479605	+	0.000	0.000	Merged-chr14-30479614-53
NR7259--MA0089.1.MAFG::NFE2L1	chr19	21865258	21865263	+	0.000	0.000	Merged-chr19-21865390-5
NR1206--MA0117.2.Mafb	chr1	189320539	189320550	+	0.000	0.000	Merged-chr1-189320429-1
NR4099--MA0501.1.MAF::NFE2	chr13	102773559	102773573	+	0.000	0.000	Merged-chr13-102773383-12
NR13915--MA0496.2.MAFK	chr8	111624158	111624176	-	0.000	0.000	Merged-chr8-111624206-14
NR963--MA0089.1.MAFG::NFE2L1	chr1	164990073	164990078	-	0.000	0.000	Merged-chr1-164989943-18
NR10973--MA0501.1.MAF::NFE2	chr5	72250363	72250377	-	0.000	0.000	Merged-chr5-72250347-10
NR13818--MA0591.1.Bach1::Mafk	chr8	95697286	95697300	-	0.000	0.000	Merged-chr8-95697272-29
NR472--MA0089.1.MAFG::NFE2L1	chr1	91065339	91065344	-	0.000	0.000	Merged-chr1-91065226-49
NR2314--MA0659.1.MAFG	chr11	43362487	43362507	+	0.000	0.000	Merged-chr11-43362318-2,Merged-chr11-43362621-15
NR211--MA0117.2.Mafb	chr1	52022299	52022310	-	0.000	0.000	Merged-chr1-52022428-39
NR11310--MA0089.1.MAFG::NFE2L1	chr5	124900029	124900034	-	0.000	0.000	Merged-chr5-124900103-31
NR3650--MA0659.1.MAFG	chr13	29805496	29805516	-	0.000	0.000	Merged-chr13-29805422-4
NR5906--MA0659.1.MAFG	chr16	75903184	75903204	+	0.000	0.000	Merged-chr16-75903251-33
NR9505--MA0089.1.MAFG::NFE2L1	chr3	133614202	133614207	-	0.000	0.000	Merged-chr3-133614378-37
NR1948--MA0089.1.MAFG::NFE2L1	chr10	111214815	111214820	-	0.000	0.000	Merged-chr10-111214498-109
NR10928--MA0591.1.Bach1::Mafk	chr5	63964858	63964872	-	0.000	0.000	Merged-chr5-63964753-8
NR13485--MA0089.1.MAFG::NFE2L1	chr8	34155114	34155119	-	0.000	0.000	Merged-chr8-34154799-104
NR13861--MA0089.1.MAFG::NFE2L1	chr8	105613945	105613950	+	0.000	0.000	Merged-chr8-105614025-28
NR3393--MA0591.1.Bach1::Mafk	chr12	110939573	110939587	+	0.000	0.000	Merged-chr12-110939619-21
NR8029--MA0501.1.MAF::NFE2	chr2	101678621	101678635	+	0.000	0.000	Merged-chr2-101678794-92
NR1106--MA0495.2.MAFF	chr1	182224035	182224055	-	0.000	0.000	Merged-chr1-182224037-19
NR7766--MA0495.2.MAFF	chr2	59338605	59338625	-	0.000	0.000	Merged-chr2-59338660-28
NR13065--MA0495.2.MAFF	chr7	112213250	112213270	+	0.000	0.000	Merged-chr7-112213302-61
NR889--MA0089.1.MAFG::NFE2L1	chr1	156303263	156303268	-	0.000	0.000	Merged-chr1-156303466-35
NR13900--MA0501.1.MAF::NFE2	chr8	110993048	110993062	+	0.000	0.000	Merged-chr8-110993131-10
NR6240--MA0591.1.Bach1::Mafk	chr17	27027477	27027491	-	0.000	0.000	Merged-chr17-27027661-33
NR6517--MA0089.1.MAFG::NFE2L1	chr17	73263292	73263297	-	0.000	0.000	Merged-chr17-73263273-50
NR13947--MA0495.2.MAFF	chr8	117282680	117282700	+	0.000	0.000	Merged-chr8-117282585-94
NR10307--MA0089.1.MAFG::NFE2L1	chr4	120032551	120032556	+	0.000	0.000	Merged-chr4-120032784-81
NR11606--MA0591.1.Bach1::Mafk	chr6	29272554	29272568	-	0.000	0.000	Merged-chr6-29272695-53
NR6839--MA0591.1.Bach1::Mafk	chr18	54822973	54822987	+	0.000	0.000	Merged-chr18-54822886-30
NR2964--MA0089.1.MAFG::NFE2L1	chr12	36474225	36474230	+	0.000	0.000	Merged-chr12-36474390-19
NR5172--MA0089.1.MAFG::NFE2L1	chr15	50942719	50942724	-	0.000	0.000	Merged-chr15-50942797-12
NR12705--MA0501.1.MAF::NFE2	chr7	49802848	49802862	-	0.000	0.000	Merged-chr7-49802865-9
NR9807--MA0089.1.MAFG::NFE2L1	chr4	19575211	19575216	-	0.000	0.000	Merged-chr4-19575178-52
NR2554--MA0495.2.MAFF	chr11	79207637	79207657	+	0.000	0.000	Merged-chr11-79207824-18
NR13787--MA0089.1.MAFG::NFE2L1	chr8	92333764	92333769	+	0.000	0.000	Merged-chr8-92333668-18
NR14526--MA0089.1.MAFG::NFE2L1	chr9	94670502	94670507	-	0.000	0.000	Merged-chr9-94670459-1
NR7011--MA0501.1.MAF::NFE2	chr18	75304849	75304863	-	0.000	0.000	Merged-chr18-75304696-39
NR581--MA0495.2.MAFF	chr1	106187586	106187606	-	0.000	0.000	Merged-chr1-106187715-26
NR485--MA0089.1.MAFG::NFE2L1	chr1	91909128	91909133	+	0.000	0.000	Merged-chr1-91909100-9
NR6226--MA0659.1.MAFG	chr17	25813744	25813764	-	0.000	0.000	Merged-chr17-25813670-7
NR5387--MA0089.1.MAFG::NFE2L1	chr15	89128414	89128419	-	0.000	0.000	Merged-chr15-89128599-54
NR9882--MA0089.1.MAFG::NFE2L1	chr4	44672650	44672655	-	0.000	0.000	Merged-chr4-44672853-18
NR12201--MA0659.1.MAFG	chr6	120955347	120955367	+	0.000	0.000	Merged-chr6-120955395-24
NR2672--MA0117.2.Mafb	chr11	98783236	98783247	+	0.000	0.000	Merged-chr11-98783373-52
NR13672--MA0089.1.MAFG::NFE2L1	chr8	77517879	77517884	-	0.000	0.000	Merged-chr8-77517863-120
NR1108--MA0659.1.MAFG	chr1	182224035	182224055	-	0.000	0.000	Merged-chr1-182224037-19
NR1889--MA0496.2.MAFK	chr10	96519652	96519670	+	0.000	0.000	Merged-chr10-96519469-9
NR7784--MA0495.2.MAFF	chr2	61454515	61454535	-	0.000	0.000	Merged-chr2-61454563-42
NR4199--MA0591.1.Bach1::Mafk	chr13	112385236	112385250	+	0.000	0.000	Merged-chr13-112385232-32
NR10866--MA0591.1.Bach1::Mafk	chr5	52908394	52908408	+	0.000	0.000	Merged-chr5-52908402-27
NR11538--MA0089.1.MAFG::NFE2L1	chr6	13871523	13871528	-	0.000	0.000	Merged-chr6-13871403-58
NR3049--MA0591.1.Bach1::Mafk	chr12	59216373	59216387	+	0.000	0.000	Merged-chr12-59216445-8
NR3501--MA0089.1.MAFG::NFE2L1	chr12	117993607	117993612	+	0.000	0.000	Merged-chr12-117993666-52
NR6894--MA0089.1.MAFG::NFE2L1	chr18	62169291	62169296	-	0.000	0.000	Merged-chr18-62169369-48
NR8753--MA0495.2.MAFF	chr2	180227843	180227863	+	0.000	0.000	Merged-chr2-180227803-24
NR3644--MA0495.2.MAFF	chr13	29805496	29805516	+	0.000	0.000	Merged-chr13-29805422-4
NR7459--MA0089.1.MAFG::NFE2L1	chr2	4559625	4559630	+	0.000	0.000	Merged-chr2-4559721-92
NR3836--MA0496.2.MAFK	chr13	58206783	58206801	-	0.000	0.000	Merged-chr13-58206802-1
NR13408--MA0089.1.MAFG::NFE2L1	chr8	13705881	13705886	+	0.000	0.000	Merged-chr8-13705846-21
NR312--MA0496.2.MAFK	chr1	72449905	72449923	+	0.000	0.000	Merged-chr1-72450027-13
NR11625--MA0089.1.MAFG::NFE2L1	chr6	30161441	30161446	-	0.000	0.000	Merged-chr6-30161578-5
NR8758--MA0501.1.MAF::NFE2	chr2	180227843	180227857	-	0.000	0.000	Merged-chr2-180227803-24
NR3749--MA0659.1.MAFG	chr13	44819586	44819606	+	0.000	0.000	Merged-chr13-44819494-25
NR13421--MA0501.1.MAF::NFE2	chr8	15043074	15043088	+	0.000	0.000	Merged-chr8-15042967-24
NR7786--MA0659.1.MAFG	chr2	61454515	61454535	-	0.000	0.000	Merged-chr2-61454563-42
NR3791--MA0089.1.MAFG::NFE2L1	chr13	51100475	51100480	-	0.000	0.000	Merged-chr13-51100412-9
NR13119--MA0089.1.MAFG::NFE2L1	chr7	117090989	117090994	-	0.000	0.000	Merged-chr7-117091001-52
NR12441--MA0495.2.MAFF	chr6	143132507	143132527	-	0.000	0.000	Merged-chr6-143132490-15
NR10908--MA0659.1.MAFG	chr5	58084183	58084203	+	0.000	0.000	Merged-chr5-58084122-29
NR10640--MA0501.1.MAF::NFE2	chr5	8798569	8798583	+	0.000	0.000	Merged-chr5-8798453-77
NR9368--MA0496.2.MAFK	chr3	115731078	115731096	+	0.000	0.000	Merged-chr3-115730795-45
NR4732--MA0089.1.MAFG::NFE2L1	chr14	72807429	72807434	-	0.000	0.000	Merged-chr14-72807438-29
NR7435--MA0495.2.MAFF	chr19	58051237	58051257	+	0.000	0.000	Merged-chr19-58051277-2
NR1466--MA0117.2.Mafb	chr10	39242118	39242129	+	0.000	0.000	Merged-chr10-39242080-33
NR10996--MA0591.1.Bach1::Mafk	chr5	77082919	77082933	+	0.000	0.000	Merged-chr5-77082994-13
NR1469--MA0495.2.MAFF	chr10	39415782	39415802	-	0.000	0.000	Merged-chr10-39415749-15
NR8963--MA0496.2.MAFK	chr3	58470214	58470232	-	0.000	0.000	Merged-chr3-58470222-35
NR7646--MA0089.1.MAFG::NFE2L1	chr2	38825205	38825210	+	0.000	0.000	Merged-chr2-38825321-27
NR2788--MA0089.1.MAFG::NFE2L1	chr11	115204106	115204111	-	0.000	0.000	Merged-chr11-115204090-3
NR6602--MA0089.1.MAFG::NFE2L1	chr17	88213608	88213613	+	0.000	0.000	Merged-chr17-88213709-19
NR1744--MA0089.1.MAFG::NFE2L1	chr10	81249846	81249851	+	0.000	0.000	Merged-chr10-81249714-12
NR2297--MA0089.1.MAFG::NFE2L1	chr11	34093493	34093498	+	0.000	0.000	Merged-chr11-34093385-10
NR6792--MA0089.1.MAFG::NFE2L1	chr18	42308227	42308232	-	0.000	0.000	Merged-chr18-42308162-7
NR8777--MA0089.1.MAFG::NFE2L1	chr3	9401032	9401037	-	0.000	0.000	Merged-chr3-9400917-27
NR9516--MA0089.1.MAFG::NFE2L1	chr3	135212533	135212538	-	0.000	0.000	Merged-chr3-135212470-74
NR3751--MA0496.2.MAFK	chr13	44819587	44819605	+	0.000	0.000	Merged-chr13-44819494-25
NR11100--MA0496.2.MAFK	chr5	98016906	98016924	+	0.000	0.000	Merged-chr5-98016849-63
NR12439--MA0501.1.MAF::NFE2	chr6	143105830	143105844	+	0.000	0.000	Merged-chr6-143106016-7
NR10293--MA0089.1.MAFG::NFE2L1	chr4	117887413	117887418	-	0.000	0.000	Merged-chr4-117887306-54
NR3534--MA0117.2.Mafb	chr13	4110540	4110551	-	0.000	0.000	Merged-chr13-4110676-26
NR1558--MA0496.2.MAFK	chr10	53346650	53346668	-	0.000	0.000	Merged-chr10-53346835-25
NR4604--MA0501.1.MAF::NFE2	chr14	54222624	54222638	+	0.000	0.000	Merged-chr14-54222562-63
NR12783--MA0117.2.Mafb	chr7	64158958	64158969	+	0.000	0.000	Merged-chr7-64158985-48
NR586--MA0495.2.MAFF	chr1	106187695	106187715	+	0.000	0.000	Merged-chr1-106187715-26
NR7218--MA0591.1.Bach1::Mafk	chr19	17024895	17024909	+	0.000	0.000	Merged-chr19-17024956-8
NR12866--MA0591.1.Bach1::Mafk	chr7	80889940	80889954	-	0.000	0.000	Merged-chr7-80889840-60
NR11738--MA0089.1.MAFG::NFE2L1	chr6	54216696	54216701	+	0.000	0.000	Merged-chr6-54216714-19
NR10910--MA0496.2.MAFK	chr5	58084184	58084202	+	0.000	0.000	Merged-chr5-58084122-29
NR6238--MA0495.2.MAFF	chr17	27027474	27027494	-	0.000	0.000	Merged-chr17-27027661-33
NR12213--MA0495.2.MAFF	chr6	122291984	122292004	+	0.000	0.000	Merged-chr6-122292043-61
NR261--MA0659.1.MAFG	chr1	60902847	60902867	-	0.000	0.000	Merged-chr1-60902675-29
NR12419--MA0495.2.MAFF	chr6	140817163	140817183	+	0.000	0.000	Merged-chr6-140817043-66
NR3646--MA0117.2.Mafb	chr13	29805496	29805507	+	0.000	0.000	Merged-chr13-29805422-4
NR12395--MA0591.1.Bach1::Mafk	chr6	137316523	137316537	+	0.000	0.000	Merged-chr6-137316445-24
NR6000--MA0496.2.MAFK	chr16	89974506	89974524	-	0.000	0.000	Merged-chr16-89974505-28
NR11449--MA0089.1.MAFG::NFE2L1	chr5	147063457	147063462	-	0.000	0.000	Merged-chr5-147063758-85
NR7551--MA0496.2.MAFK	chr2	21187786	21187804	-	0.000	0.000	Merged-chr2-21187692-27
NR1238--MA0117.2.Mafb	chr1	191609841	191609852	-	0.000	0.000	Merged-chr1-191609738-30
NR8068--MA0496.2.MAFK	chr2	106015177	106015195	-	0.000	0.000	Merged-chr2-106015150-10
NR1483--MA0591.1.Bach1::Mafk	chr10	40688547	40688561	+	0.000	0.000	Merged-chr10-40688620-20
NR9524--MA0501.1.MAF::NFE2	chr3	135604831	135604845	+	0.000	0.000	Merged-chr3-135604723-37
NR588--MA0659.1.MAFG	chr1	106187695	106187715	+	0.000	0.000	Merged-chr1-106187715-26
NR5887--MA0591.1.Bach1::Mafk	chr16	70395569	70395583	-	0.000	0.000	Merged-chr16-70395493-20
NR12517--MA0496.2.MAFK	chr6	146960324	146960342	-	0.000	0.000	Merged-chr6-146960171-26
NR9428--MA0501.1.MAF::NFE2	chr3	123394068	123394082	+	0.000	0.000	Merged-chr3-123394050-3
NR3627--MA0089.1.MAFG::NFE2L1	chr13	24501580	24501585	-	0.000	0.000	Merged-chr13-24501429-17
NR4652--MA0591.1.Bach1::Mafk	chr14	62870564	62870578	-	0.000	0.000	Merged-chr14-62870465-48
NR713--MA0591.1.Bach1::Mafk	chr1	132264733	132264747	-	0.000	0.000	Merged-chr1-132264829-22
NR8675--MA0089.1.MAFG::NFE2L1	chr2	172831763	172831768	-	0.000	0.000	Merged-chr2-172831574-71
NR4415--MA0591.1.Bach1::Mafk	chr14	25108465	25108479	+	0.000	0.000	Merged-chr14-25108517-12
NR12841--MA0089.1.MAFG::NFE2L1	chr7	79190874	79190879	-	0.000	0.000	Merged-chr7-79190820-25
NR1353--MA0089.1.MAFG::NFE2L1	chr10	14058112	14058117	+	0.000	0.000	Merged-chr10-14058073-111
NR9991--MA0495.2.MAFF	chr4	62739893	62739913	-	0.000	0.000	Merged-chr4-62739923-10
NR2328--MA0117.2.Mafb	chr11	43703810	43703821	-	0.000	0.000	Merged-chr11-43703862-10
NR7592--MA0495.2.MAFF	chr2	31172199	31172219	+	0.000	0.000	Merged-chr2-31172206-22
NR3738--MA0496.2.MAFK	chr13	44260147	44260165	-	0.000	0.000	Merged-chr13-44260111-9
NR4192--MA0496.2.MAFK	chr13	111265852	111265870	+	0.000	0.000	Merged-chr13-111265821-37
NR6233--MA0496.2.MAFK	chr17	26572480	26572498	+	0.000	0.000	Merged-chr17-26572396-49
NR10707--MA0089.1.MAFG::NFE2L1	chr5	20083230	20083235	+	0.000	0.000	Merged-chr5-20083207-6
