#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR871--MA0501.1.MAF::NFE2	chr1	177248872	177248886	+	0.000	0.000	Merged-chr1-177248824-22
NR4071--MA0496.2.MAFK	chr14	64434221	64434239	-	0.000	0.000	Merged-chr14-64434245-45
NR12089--MA0089.1.MAFG::NFE2L1	chr8	126536297	126536302	-	0.000	0.000	Merged-chr8-126536353-14
NR12841--MA0089.1.MAFG::NFE2L1	chr9	122886889	122886894	+	0.000	0.000	Merged-chr9-122886924-53
NR612--MA0501.1.MAF::NFE2	chr1	151251003	151251017	-	0.000	0.000	Merged-chr1-151251056-37
NR3738--MA0496.2.MAFK	chr13	109822601	109822619	+	0.000	0.000	Merged-chr13-109822486-79
NR6227--MA0501.1.MAF::NFE2	chr19	26414882	26414896	-	0.000	0.000	Merged-chr19-26414799-20
NR9252--MA0501.1.MAF::NFE2	chr5	38307974	38307988	-	0.000	0.000	Merged-chr5-38307807-52
NR1050--MA0117.2.Mafb	chr1	189799127	189799138	-	0.000	0.000	Merged-chr1-189799097-29
NR327--MA0591.1.Bach1::Mafk	chr1	88497498	88497512	-	0.000	0.000	Merged-chr1-88497619-10
NR1183--MA0501.1.MAF::NFE2	chr10	17733178	17733192	+	0.000	0.000	Merged-chr10-17733283-32
NR4125--MA0501.1.MAF::NFE2	chr14	73105563	73105577	+	0.000	0.000	Merged-chr14-73105519-8
NR1875--MA0501.1.MAF::NFE2	chr11	3482358	3482372	-	0.000	0.000	Merged-chr11-3482319-7
NR1376--MA0591.1.Bach1::Mafk	chr10	67096253	67096267	+	0.000	0.000	Merged-chr10-67096355-5
NR12041--MA0501.1.MAF::NFE2	chr8	122772825	122772839	-	0.000	0.000	Merged-chr8-122772813-21
NR8315--MA0495.2.MAFF	chr3	153764829	153764849	+	0.000	0.000	Merged-chr3-153764846-117
NR12455--MA0495.2.MAFF	chr9	78593280	78593300	-	0.000	0.000	Merged-chr9-78593326-11
NR9803--MA0089.1.MAFG::NFE2L1	chr5	140858533	140858538	+	0.000	0.000	Merged-chr5-140858395-35
NR2054--MA0591.1.Bach1::Mafk	chr11	55386459	55386473	-	0.000	0.000	Merged-chr11-55386598-21
NR11810--MA0089.1.MAFG::NFE2L1	chr8	76902051	76902056	-	0.000	0.000	Merged-chr8-76902143-41
NR7951--MA0591.1.Bach1::Mafk	chr3	109165417	109165431	-	0.000	0.000	Merged-chr3-109165436-34
NR8082--MA0089.1.MAFG::NFE2L1	chr3	130571193	130571198	+	0.000	0.000	Merged-chr3-130571110-5
NR12345--MA0659.1.MAFG	chr9	58542042	58542062	+	0.000	0.000	Merged-chr9-58542052-13
NR2252--MA0117.2.Mafb	chr11	85491297	85491308	+	0.000	0.000	Merged-chr11-85491232-34
NR12578--MA0089.1.MAFG::NFE2L1	chr9	89793190	89793195	+	0.000	0.000	Merged-chr9-89793274-43
NR9023--MA0089.1.MAFG::NFE2L1	chr4	147904931	147904936	-	0.000	0.000	Merged-chr4-147904845-69
NR1180--MA0117.2.Mafb	chr10	16742433	16742444	-	0.000	0.000	Merged-chr10-16742341-18
NR8478--MA0591.1.Bach1::Mafk	chr4	33073040	33073054	+	0.000	0.000	Merged-chr4-33073054-38
NR2928--MA0501.1.MAF::NFE2	chr12	100903896	100903910	-	0.000	0.000	Merged-chr12-100903895-50
NR1386--MA0117.2.Mafb	chr10	67841235	67841246	+	0.000	0.000	Merged-chr10-67841086-29
NR488--MA0495.2.MAFF	chr1	128772711	128772731	+	0.000	0.000	Merged-chr1-128772538-19
NR8691--MA0495.2.MAFF	chr4	106869719	106869739	-	0.000	0.000	Merged-chr4-106869679-64
NR3208--MA0659.1.MAFG	chr13	9082703	9082723	+	0.000	0.000	Merged-chr13-9082570-19
NR5838--MA0495.2.MAFF	chr18	43492936	43492956	+	0.000	0.000	Merged-chr18-43493033-11
NR11268--MA0591.1.Bach1::Mafk	chr7	105752279	105752293	-	0.000	0.000	Merged-chr7-105752191-52
NR8875--MA0089.1.MAFG::NFE2L1	chr4	133680330	133680335	-	0.000	0.000	Merged-chr4-133680421-5
NR9071--MA0591.1.Bach1::Mafk	chr4	155892677	155892691	+	0.000	0.000	Merged-chr4-155892884-1
NR8760--MA0089.1.MAFG::NFE2L1	chr4	117124564	117124569	+	0.000	0.000	Merged-chr4-117124661-56
NR8480--MA0591.1.Bach1::Mafk	chr4	33582099	33582113	-	0.000	0.000	Merged-chr4-33582045-40
NR5068--MA0495.2.MAFF	chr16	65542404	65542424	+	0.000	0.000	Merged-chr16-65542301-4
NR8445--MA0495.2.MAFF	chr4	24569373	24569393	-	0.000	0.000	Merged-chr4-24569297-30
NR4467--MA0089.1.MAFG::NFE2L1	chr15	44364115	44364120	-	0.000	0.000	Merged-chr15-44364254-41
NR9891--MA0089.1.MAFG::NFE2L1	chr5	150522599	150522604	+	0.000	0.000	Merged-chr5-150522629-58
NR5353--MA0591.1.Bach1::Mafk	chr17	22352940	22352954	+	0.000	0.000	Merged-chr17-22353026-21
NR519--MA0089.1.MAFG::NFE2L1	chr1	133175327	133175332	+	0.000	0.000	Merged-chr1-133175373-22
NR4486--MA0501.1.MAF::NFE2	chr15	52944851	52944865	-	0.000	0.000	Merged-chr15-52944849-44
NR4743--MA0501.1.MAF::NFE2	chr15	95276698	95276712	+	0.000	0.000	Merged-chr15-95276729-22
NR10719--MA0591.1.Bach1::Mafk	chr6	144689199	144689213	-	0.000	0.000	Merged-chr6-144689209-25
NR4063--MA0089.1.MAFG::NFE2L1	chr14	62799141	62799146	+	0.000	0.000	Merged-chr14-62798973-44
NR2641--MA0501.1.MAF::NFE2	chr12	26206991	26207005	+	0.000	0.000	Merged-chr12-26206991-18
NR6223--MA0591.1.Bach1::Mafk	chr19	25075008	25075022	+	0.000	0.000	Merged-chr19-25074981-6
NR1158--MA0117.2.Mafb	chr10	8176513	8176524	+	0.000	0.000	Merged-chr10-8176500-34
NR10217--MA0501.1.MAF::NFE2	chr6	83478815	83478829	+	0.000	0.000	Merged-chr6-83478852-15
NR8051--MA0591.1.Bach1::Mafk	chr3	126831725	126831739	+	0.000	0.000	Merged-chr3-126831628-17
NR8282--MA0089.1.MAFG::NFE2L1	chr3	149042648	149042653	+	0.000	0.000	Merged-chr3-149042766-1
NR3610--MA0089.1.MAFG::NFE2L1	chr13	95813820	95813825	-	0.000	0.000	Merged-chr13-95813903-46
NR3372--MA0501.1.MAF::NFE2	chr13	45623890	45623904	+	0.000	0.000	Merged-chr13-45624002-39
NR12778--MA0089.1.MAFG::NFE2L1	chr9	118196755	118196760	+	0.000	0.000	Merged-chr9-118196833-13
NR7700--MA0495.2.MAFF	chr3	61344268	61344288	+	0.000	0.000	Merged-chr3-61344207-16
NR10094--MA0659.1.MAFG	chr6	53498088	53498108	-	0.000	0.000	Merged-chr6-53498072-40
NR5785--MA0089.1.MAFG::NFE2L1	chr18	25511031	25511036	+	0.000	0.000	Merged-chr18-25510965-10
NR5246--MA0591.1.Bach1::Mafk	chr16	95893617	95893631	+	0.000	0.000	Merged-chr16-95893684-47
NR2107--MA0496.2.MAFK	chr11	62185076	62185094	+	0.000	0.000	Merged-chr11-62185170-13
NR4250--MA0089.1.MAFG::NFE2L1	chr14	115250671	115250676	-	0.000	0.000	Merged-chr14-115250840-27
NR10625--MA0495.2.MAFF	chr6	140817163	140817183	+	0.000	0.000	Merged-chr6-140817043-66
NR10401--MA0089.1.MAFG::NFE2L1	chr6	114905013	114905018	+	0.000	0.000	Merged-chr6-114905018-60
NR2682--MA0089.1.MAFG::NFE2L1	chr12	39920748	39920753	-	0.000	0.000	Merged-chr12-39920734-11
NR10254--MA0501.1.MAF::NFE2	chr6	89065108	89065122	+	0.000	0.000	Merged-chr6-89065226-11
NR5972--MA0089.1.MAFG::NFE2L1	chr18	70678712	70678717	+	0.000	0.000	Merged-chr18-70678715-18
NR1679--MA0089.1.MAFG::NFE2L1	chr10	111446410	111446415	+	0.000	0.000	Merged-chr10-111446386-39
NR1268--MA0496.2.MAFK	chr10	34096553	34096571	+	0.000	0.000	Merged-chr10-34096665-20
NR5139--MA0591.1.Bach1::Mafk	chr16	84625362	84625376	-	0.000	0.000	Merged-chr16-84625247-15
NR10835--MA0496.2.MAFK	chr7	19086153	19086171	-	0.000	0.000	Merged-chr7-19086207-16
NR10609--MA0117.2.Mafb	chr6	140521098	140521109	+	0.000	0.000	Merged-chr6-140520867-44
NR11063--MA0117.2.Mafb	chr7	74486377	74486388	+	0.000	0.000	Merged-chr7-74486188-34
NR12387--MA0089.1.MAFG::NFE2L1	chr9	66667313	66667318	-	0.000	0.000	Merged-chr9-66667231-9
NR9325--MA0495.2.MAFF	chr5	67404581	67404601	-	0.000	0.000	Merged-chr5-67404737-28
NR9875--MA0496.2.MAFK	chr5	148831819	148831837	+	0.000	0.000	Merged-chr5-148831759-44
NR1275--MA0089.1.MAFG::NFE2L1	chr10	37335324	37335329	+	0.000	0.000	Merged-chr10-37335340-12
NR10047--MA0501.1.MAF::NFE2	chr6	40818709	40818723	-	0.000	0.000	Merged-chr6-40818610-48
NR13072--MA0501.1.MAF::NFE2	chrY	1244631	1244645	+	0.000	0.000	Merged-chrY-1244513-1
NR9538--MA0089.1.MAFG::NFE2L1	chr5	100466750	100466755	-	0.000	0.000	Merged-chr5-100466890-43
NR138--MA0591.1.Bach1::Mafk	chr1	55489650	55489664	+	0.000	0.000	Merged-chr1-55489612-12
NR10873--MA0117.2.Mafb	chr7	28606130	28606141	-	0.000	0.000	Merged-chr7-28605979-11
NR4742--MA0591.1.Bach1::Mafk	chr15	95276695	95276709	+	0.000	0.000	Merged-chr15-95276729-22
NR402--MA0089.1.MAFG::NFE2L1	chr1	106712419	106712424	+	0.000	0.000	Merged-chr1-106712431-51
NR7640--MA0089.1.MAFG::NFE2L1	chr3	31145874	31145879	-	0.000	0.000	Merged-chr3-31145985-42
NR5045--MA0501.1.MAF::NFE2	chr16	57500955	57500969	-	0.000	0.000	Merged-chr16-57500995-13
NR11662--MA0501.1.MAF::NFE2	chr8	25263224	25263238	+	0.000	0.000	Merged-chr8-25263139-17
NR10412--MA0117.2.Mafb	chr6	116654427	116654438	-	0.000	0.000	Merged-chr6-116654306-47
NR12070--MA0089.1.MAFG::NFE2L1	chr8	124573690	124573695	+	0.000	0.000	Merged-chr8-124573741-33
NR894--MA0089.1.MAFG::NFE2L1	chr1	178946040	178946045	-	0.000	0.000	Merged-chr1-178945993-1
NR10312--MA0495.2.MAFF	chr6	99420832	99420852	+	0.000	0.000	Merged-chr6-99420809-31
NR4323--MA0496.2.MAFK	chr14	122290558	122290576	-	0.000	0.000	Merged-chr14-122290582-19
NR2273--MA0496.2.MAFK	chr11	87240402	87240420	-	0.000	0.000	Merged-chr11-87240422-3
NR2684--MA0501.1.MAF::NFE2	chr12	40253441	40253455	+	0.000	0.000	Merged-chr12-40253438-36
NR6141--MA0591.1.Bach1::Mafk	chr19	6235889	6235903	-	0.000	0.000	Merged-chr19-6236034-63
NR6226--MA0591.1.Bach1::Mafk	chr19	26414885	26414899	-	0.000	0.000	Merged-chr19-26414799-20
NR11744--MA0591.1.Bach1::Mafk	chr8	68212140	68212154	-	0.000	0.000	Merged-chr8-68212337-24
NR139--MA0089.1.MAFG::NFE2L1	chr1	55489689	55489694	-	0.000	0.000	Merged-chr1-55489612-12
NR9553--MA0496.2.MAFK	chr5	100622693	100622711	-	0.000	0.000	Merged-chr5-100622533-21
NR51--MA0495.2.MAFF	chr1	33454541	33454561	-	0.000	0.000	Merged-chr1-33454547-11
NR6824--MA0089.1.MAFG::NFE2L1	chr2	71843497	71843502	+	0.000	0.000	Merged-chr2-71843530-15
NR3025--MA0117.2.Mafb	chr12	111713117	111713128	-	0.000	0.000	Merged-chr12-111713191-55
NR1866--MA0117.2.Mafb	chr11	3133605	3133616	+	0.000	0.000	Merged-chr11-3133574-54
NR12587--MA0089.1.MAFG::NFE2L1	chr9	92249676	92249681	+	0.000	0.000	Merged-chr9-92249565-3
NR3014--MA0591.1.Bach1::Mafk	chr12	110381508	110381522	-	0.000	0.000	Merged-chr12-110381552-59
NR3634--MA0089.1.MAFG::NFE2L1	chr13	99780952	99780957	+	0.000	0.000	Merged-chr13-99780830-1
NR6710--MA0501.1.MAF::NFE2	chr2	52938453	52938467	-	0.000	0.000	Merged-chr2-52938398-15
NR2909--MA0496.2.MAFK	chr12	98674815	98674833	-	0.000	0.000	Merged-chr12-98674935-52
NR2780--MA0089.1.MAFG::NFE2L1	chr12	76305069	76305074	+	0.000	0.000	Merged-chr12-76305169-2
NR8931--MA0117.2.Mafb	chr4	141952347	141952358	-	0.000	0.000	Merged-chr4-141952458-47
NR11865--MA0659.1.MAFG	chr8	84914096	84914116	+	0.000	0.000	Merged-chr8-84914135-5
NR12347--MA0501.1.MAF::NFE2	chr9	58542048	58542062	+	0.000	0.000	Merged-chr9-58542052-13
NR6420--MA0089.1.MAFG::NFE2L1	chr19	58850844	58850849	+	0.000	0.000	Merged-chr19-58850860-26
NR865--MA0495.2.MAFF	chr1	177248866	177248886	+	0.000	0.000	Merged-chr1-177248824-22
NR175--MA0496.2.MAFK	chr1	60941242	60941260	+	0.000	0.000	Merged-chr1-60941237-49
NR4416--MA0501.1.MAF::NFE2	chr15	31536129	31536143	+	0.000	0.000	Merged-chr15-31536246-8
NR53--MA0659.1.MAFG	chr1	33454541	33454561	+	0.000	0.000	Merged-chr1-33454547-11
NR10049--MA0089.1.MAFG::NFE2L1	chr6	41202506	41202511	-	0.000	0.000	Merged-chr6-41202610-2
NR3258--MA0117.2.Mafb	chr13	21579924	21579935	-	0.000	0.000	Merged-chr13-21579773-26
NR9710--MA0089.1.MAFG::NFE2L1	chr5	122163508	122163513	-	0.000	0.000	Merged-chr5-122163401-39
NR1361--MA0591.1.Bach1::Mafk	chr10	61980632	61980646	+	0.000	0.000	Merged-chr10-61980559-36
NR3706--MA0659.1.MAFG	chr13	108498728	108498748	-	0.000	0.000	Merged-chr13-108498755-24
NR12270--MA0089.1.MAFG::NFE2L1	chr9	37232464	37232469	+	0.000	0.000	Merged-chr9-37232426-6
NR9595--MA0501.1.MAF::NFE2	chr5	107524501	107524515	+	0.000	0.000	Merged-chr5-107524666-44
NR2718--MA0089.1.MAFG::NFE2L1	chr12	52796533	52796538	-	0.000	0.000	Merged-chr12-52796443-43
NR13051--MA0659.1.MAFG	chrX	166661608	166661628	-	0.000	0.000	Merged-chrX-166661565-108
NR3381--MA0496.2.MAFK	chr13	45623916	45623934	-	0.000	0.000	Merged-chr13-45624002-39
NR8488--MA0117.2.Mafb	chr4	41569509	41569520	-	0.000	0.000	Merged-chr4-41569502-63
NR3229--MA0591.1.Bach1::Mafk	chr13	14630245	14630259	+	0.000	0.000	Merged-chr13-14630250-50
NR8612--MA0591.1.Bach1::Mafk	chr4	88722181	88722195	+	0.000	0.000	Merged-chr4-88722242-68
NR4576--MA0089.1.MAFG::NFE2L1	chr15	65787159	65787164	-	0.000	0.000	Merged-chr15-65787268-60
NR7651--MA0089.1.MAFG::NFE2L1	chr3	37161278	37161283	+	0.000	0.000	Merged-chr3-37161165-34
NR7397--MA0501.1.MAF::NFE2	chr2	163155369	163155383	-	0.000	0.000	Merged-chr2-163155228-25
NR10540--MA0496.2.MAFK	chr6	130430845	130430863	+	0.000	0.000	Merged-chr6-130430787-10
NR2298--MA0117.2.Mafb	chr11	94253938	94253949	+	0.000	0.000	Merged-chr11-94253783-2
NR10323--MA0117.2.Mafb	chr6	100581278	100581289	+	0.000	0.000	Merged-chr6-100581320-61
NR10727--MA0089.1.MAFG::NFE2L1	chr6	145276408	145276413	+	0.000	0.000	Merged-chr6-145276388-70
NR8101--MA0089.1.MAFG::NFE2L1	chr3	132684128	132684133	-	0.000	0.000	Merged-chr3-132684136-80
NR5228--MA0089.1.MAFG::NFE2L1	chr16	94524782	94524787	-	0.000	0.000	Merged-chr16-94524850-22
NR12831--MA0591.1.Bach1::Mafk	chr9	122248151	122248165	+	0.000	0.000	Merged-chr9-122247991-34
NR7705--MA0496.2.MAFK	chr3	61344269	61344287	-	0.000	0.000	Merged-chr3-61344207-16
NR7577--MA0089.1.MAFG::NFE2L1	chr3	9401032	9401037	-	0.000	0.000	Merged-chr3-9400917-27
NR11367--MA0089.1.MAFG::NFE2L1	chr7	117988681	117988686	+	0.000	0.000	Merged-chr7-117988670-8
NR3458--MA0089.1.MAFG::NFE2L1	chr13	63411879	63411884	-	0.000	0.000	Merged-chr13-63411826-2
NR1299--MA0089.1.MAFG::NFE2L1	chr10	41552949	41552954	+	0.000	0.000	Merged-chr10-41552694-34
NR10974--MA0501.1.MAF::NFE2	chr7	49762883	49762897	+	0.000	0.000	Merged-chr7-49762758-15
NR11743--MA0089.1.MAFG::NFE2L1	chr8	68206907	68206912	-	0.000	0.000	Merged-chr8-68206925-32
NR1675--MA0089.1.MAFG::NFE2L1	chr10	110727776	110727781	-	0.000	0.000	Merged-chr10-110727955-39
NR9333--MA0591.1.Bach1::Mafk	chr5	67437634	67437648	+	0.000	0.000	Merged-chr5-67437495-24
NR10097--MA0496.2.MAFK	chr6	53498089	53498107	-	0.000	0.000	Merged-chr6-53498072-40
NR5184--MA0501.1.MAF::NFE2	chr16	91366694	91366708	-	0.000	0.000	Merged-chr16-91366873-55
NR7958--MA0117.2.Mafb	chr3	109444223	109444234	-	0.000	0.000	Merged-chr3-109444108-35
NR11454--MA0089.1.MAFG::NFE2L1	chr7	130893287	130893292	+	0.000	0.000	Merged-chr7-130893114-41
NR2125--MA0089.1.MAFG::NFE2L1	chr11	67965648	67965653	-	0.000	0.000	Merged-chr11-67965587-20
NR4474--MA0089.1.MAFG::NFE2L1	chr15	50651979	50651984	-	0.000	0.000	Merged-chr15-50651925-26
NR2296--MA0496.2.MAFK	chr11	94243315	94243333	+	0.000	0.000	Merged-chr11-94243595-44
NR6835--MA0089.1.MAFG::NFE2L1	chr2	75832997	75833002	-	0.000	0.000	Merged-chr2-75833051-1
NR9043--MA0089.1.MAFG::NFE2L1	chr4	149854336	149854341	-	0.000	0.000	Merged-chr4-149854542-67
NR8680--MA0089.1.MAFG::NFE2L1	chr4	102987119	102987124	+	0.000	0.000	Merged-chr4-102987110-5
NR12470--MA0089.1.MAFG::NFE2L1	chr9	79962151	79962156	+	0.000	0.000	Merged-chr9-79962043-27
NR7680--MA0591.1.Bach1::Mafk	chr3	55652424	55652438	-	0.000	0.000	Merged-chr3-55652514-31
NR3935--MA0501.1.MAF::NFE2	chr14	25378127	25378141	-	0.000	0.000	Merged-chr14-25378352-94
NR8895--MA0089.1.MAFG::NFE2L1	chr4	135567843	135567848	+	0.000	0.000	Merged-chr4-135567986-19
NR10712--MA0089.1.MAFG::NFE2L1	chr6	144182984	144182989	-	0.000	0.000	Merged-chr6-144182833-5
NR11265--MA0089.1.MAFG::NFE2L1	chr7	105515188	105515193	-	0.000	0.000	Merged-chr7-105515349-32
NR6786--MA0495.2.MAFF	chr2	65182839	65182859	+	0.000	0.000	Merged-chr2-65182800-62
NR3934--MA0089.1.MAFG::NFE2L1	chr14	25378132	25378137	+	0.000	0.000	Merged-chr14-25378352-94
NR2514--MA0089.1.MAFG::NFE2L1	chr11	116949997	116950002	-	0.000	0.000	Merged-chr11-116950052-23
NR7691--MA0501.1.MAF::NFE2	chr3	59296666	59296680	-	0.000	0.000	Merged-chr3-59296543-72
NR5790--MA0591.1.Bach1::Mafk	chr18	32147664	32147678	-	0.000	0.000	Merged-chr18-32147620-36
NR650--MA0496.2.MAFK	chr1	155091523	155091541	+	0.000	0.000	Merged-chr1-155091563-28
NR228--MA0591.1.Bach1::Mafk	chr1	69461392	69461406	-	0.000	0.000	Merged-chr1-69461360-14
NR4008--MA0089.1.MAFG::NFE2L1	chr14	51386090	51386095	-	0.000	0.000	Merged-chr14-51385941-36
NR511--MA0501.1.MAF::NFE2	chr1	131755079	131755093	+	0.000	0.000	Merged-chr1-131755018-5
NR8249--MA0591.1.Bach1::Mafk	chr3	145951485	145951499	-	0.000	0.000	Merged-chr3-145951501-19
NR9827--MA0591.1.Bach1::Mafk	chr5	144283871	144283885	+	0.000	0.000	Merged-chr5-144283852-24
NR12096--MA0659.1.MAFG	chr8	126551246	126551266	+	0.000	0.000	Merged-chr8-126551138-20
NR5313--MA0089.1.MAFG::NFE2L1	chr17	13564981	13564986	-	0.000	0.000	Merged-chr17-13564978-21
NR3339--MA0591.1.Bach1::Mafk	chr13	35208561	35208575	-	0.000	0.000	Merged-chr13-35208466-19
NR4950--MA0089.1.MAFG::NFE2L1	chr16	43624986	43624991	+	0.000	0.000	Merged-chr16-43625129-31
NR2104--MA0591.1.Bach1::Mafk	chr11	62185078	62185092	-	0.000	0.000	Merged-chr11-62185170-13
NR1384--MA0089.1.MAFG::NFE2L1	chr10	67727766	67727771	+	0.000	0.000	Merged-chr10-67727735-22
NR11704--MA0591.1.Bach1::Mafk	chr8	40307820	40307834	+	0.000	0.000	Merged-chr8-40307682-3
NR5358--MA0659.1.MAFG	chr17	22866534	22866554	+	0.000	0.000	Merged-chr17-22866822-95
NR7864--MA0089.1.MAFG::NFE2L1	chr3	101238924	101238929	+	0.000	0.000	Merged-chr3-101238930-30
NR10610--MA0089.1.MAFG::NFE2L1	chr6	140548147	140548152	+	0.000	0.000	Merged-chr6-140548189-34
NR11163--MA0089.1.MAFG::NFE2L1	chr7	92463712	92463717	+	0.000	0.000	Merged-chr7-92463612-13
NR1446--MA0117.2.Mafb	chr10	80900857	80900868	-	0.000	0.000	Merged-chr10-80900760-63
NR9941--MA0117.2.Mafb	chr6	8299319	8299330	+	0.000	0.000	Merged-chr6-8299314-15
NR1231--MA0117.2.Mafb	chr10	25433063	25433074	+	0.000	0.000	Merged-chr10-25433084-18
NR11555--MA0495.2.MAFF	chr7	141072584	141072604	-	0.000	0.000	Merged-chr7-141072410-71
NR883--MA0496.2.MAFK	chr1	177702852	177702870	-	0.000	0.000	Merged-chr1-177702906-70
NR13047--MA0117.2.Mafb	chrX	166661500	166661511	-	0.000	0.000	Merged-chrX-166661565-108
NR1678--MA0501.1.MAF::NFE2	chr10	111444440	111444454	-	0.000	0.000	Merged-chr10-111444388-2
NR3617--MA0501.1.MAF::NFE2	chr13	96697952	96697966	-	0.000	0.000	Merged-chr13-96698036-39
NR7615--MA0591.1.Bach1::Mafk	chr3	21936119	21936133	+	0.000	0.000	Merged-chr3-21936128-91
NR12294--MA0089.1.MAFG::NFE2L1	chr9	44582570	44582575	-	0.000	0.000	Merged-chr9-44582588-15
NR9912--MA0496.2.MAFK	chr6	4086718	4086736	+	0.000	0.000	Merged-chr6-4086905-51
NR8--MA0089.1.MAFG::NFE2L1	chr1	11229679	11229684	-	0.000	0.000	Merged-chr1-11229597-37
NR11557--MA0659.1.MAFG	chr7	141072584	141072604	+	0.000	0.000	Merged-chr7-141072410-71
NR4915--MA0496.2.MAFK	chr16	34120984	34121002	+	0.000	0.000	Merged-chr16-34121097-41
NR1988--MA0089.1.MAFG::NFE2L1	chr11	44489403	44489408	+	0.000	0.000	Merged-chr11-44489355-8
NR5002--MA0496.2.MAFK	chr16	52418694	52418712	+	0.000	0.000	Merged-chr16-52418568-49
NR2223--MA0089.1.MAFG::NFE2L1	chr11	79678678	79678683	-	0.000	0.000	Merged-chr11-79678746-30
NR6466--MA0659.1.MAFG	chr2	8628739	8628759	+	0.000	0.000	Merged-chr2-8628681-1
NR5137--MA0495.2.MAFF	chr16	84625359	84625379	+	0.000	0.000	Merged-chr16-84625247-15
NR11953--MA0501.1.MAF::NFE2	chr8	109863472	109863486	-	0.000	0.000	Merged-chr8-109863558-21
NR9251--MA0591.1.Bach1::Mafk	chr5	38307977	38307991	-	0.000	0.000	Merged-chr5-38307807-52
NR85--MA0117.2.Mafb	chr1	38884008	38884019	+	0.000	0.000	Merged-chr1-38884000-31
NR9375--MA0496.2.MAFK	chr5	74471050	74471068	+	0.000	0.000	Merged-chr5-74471085-11
NR1987--MA0501.1.MAF::NFE2	chr11	43748001	43748015	-	0.000	0.000	Merged-chr11-43747947-60
NR11783--MA0496.2.MAFK	chr8	71882026	71882044	-	0.000	0.000	Merged-chr8-71881954-63
NR7341--MA0659.1.MAFG	chr2	153350989	153351009	+	0.000	0.000	Merged-chr2-153350886-63
NR6768--MA0591.1.Bach1::Mafk	chr2	62630554	62630568	-	0.000	0.000	Merged-chr2-62630676-23
NR4370--MA0089.1.MAFG::NFE2L1	chr15	8109315	8109320	-	0.000	0.000	Merged-chr15-8109261-61
NR9558--MA0089.1.MAFG::NFE2L1	chr5	100729046	100729051	-	0.000	0.000	Merged-chr5-100728924-32
NR9852--MA0591.1.Bach1::Mafk	chr5	146867674	146867688	-	0.000	0.000	Merged-chr5-146867667-49
NR10649--MA0089.1.MAFG::NFE2L1	chr6	141595593	141595598	-	0.000	0.000	Merged-chr6-141595501-1
NR8250--MA0501.1.MAF::NFE2	chr3	145951482	145951496	-	0.000	0.000	Merged-chr3-145951501-19
NR9067--MA0089.1.MAFG::NFE2L1	chr4	155161534	155161539	+	0.000	0.000	Merged-chr4-155161514-2
NR6130--MA0117.2.Mafb	chr19	4169565	4169576	+	0.000	0.000	Merged-chr19-4169695-50
NR4830--MA0496.2.MAFK	chr16	5013316	5013334	+	0.000	0.000	Merged-chr16-5013441-63
NR5831--MA0495.2.MAFF	chr18	41888225	41888245	+	0.000	0.000	Merged-chr18-41888397-77
NR2612--MA0089.1.MAFG::NFE2L1	chr12	17881646	17881651	-	0.000	0.000	Merged-chr12-17881825-74
NR2406--MA0591.1.Bach1::Mafk	chr11	109260786	109260800	+	0.000	0.000	Merged-chr11-109260709-3
NR3400--MA0496.2.MAFK	chr13	49294319	49294337	+	0.000	0.000	Merged-chr13-49294257-17
NR7875--MA0089.1.MAFG::NFE2L1	chr3	101651486	101651491	+	0.000	0.000	Merged-chr3-101651434-38
NR11665--MA0089.1.MAFG::NFE2L1	chr8	25612090	25612095	-	0.000	0.000	Merged-chr8-25612082-39
NR5943--MA0495.2.MAFF	chr18	65207395	65207415	-	0.000	0.000	Merged-chr18-65207601-18
NR235--MA0495.2.MAFF	chr1	69752817	69752837	+	0.000	0.000	Merged-chr1-69753005-34
NR7574--MA0659.1.MAFG	chr3	8971766	8971786	-	0.000	0.000	Merged-chr3-8971852-23
NR4878--MA0591.1.Bach1::Mafk	chr16	24215443	24215457	+	0.000	0.000	Merged-chr16-24215617-40
NR2538--MA0089.1.MAFG::NFE2L1	chr11	119150942	119150947	+	0.000	0.000	Merged-chr11-119151061-17
NR6892--MA0501.1.MAF::NFE2	chr2	90528309	90528323	-	0.000	0.000	Merged-chr2-90528384-23
NR8489--MA0591.1.Bach1::Mafk	chr4	41569528	41569542	+	0.000	0.000	Merged-chr4-41569502-63
NR5793--MA0501.1.MAF::NFE2	chr18	32311873	32311887	-	0.000	0.000	Merged-chr18-32311918-36
NR811--MA0089.1.MAFG::NFE2L1	chr1	171995194	171995199	-	0.000	0.000	Merged-chr1-171995343-37
NR12857--MA0591.1.Bach1::Mafk	chrX	11839721	11839735	-	0.000	0.000	Merged-chrX-11839890-20
NR2929--MA0501.1.MAF::NFE2	chr12	100903999	100904013	-	0.000	0.000	Merged-chr12-100903895-50
NR11944--MA0591.1.Bach1::Mafk	chr8	107324383	107324397	+	0.000	0.000	Merged-chr8-107324257-32
