#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Prdm1KO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR2419--MA0511.2.RUNX2	chr13	44089057	44089065	-	0.000	0.000	Merged-chr13-44088979-30
NR9591--MA0002.2.RUNX1	chr9	120023216	120023226	-	0.000	0.000	Merged-chr9-120023283-16
NR6236--MA0511.2.RUNX2	chr4	11610182	11610190	-	0.000	0.000	Merged-chr4-11610147-18
NR2049--MA0002.2.RUNX1	chr12	91423598	91423608	+	0.000	0.000	Merged-chr12-91423422-39
NR7933--MA0511.2.RUNX2	chr6	143419986	143419994	+	0.000	0.000	Merged-chr6-143420125-29
NR2005--MA0511.2.RUNX2	chr12	82394383	82394391	+	0.000	0.000	Merged-chr12-82394298-69
NR1795--MA0002.2.RUNX1	chr11	119847277	119847287	+	0.000	0.000	Merged-chr11-119847373-20
NR3702--MA0511.2.RUNX2	chr16	43376988	43376996	-	0.000	0.000	Merged-chr16-43376977-35
NR1275--MA0511.2.RUNX2	chr10	127107654	127107662	+	0.000	0.000	Merged-chr10-127107710-55
NR5012--MA0002.2.RUNX1	chr2	26902994	26903004	-	0.000	0.000	Merged-chr2-26902897-56
NR6266--MA0684.1.RUNX3	chr4	34687425	34687434	+	0.000	0.000	Merged-chr4-34687322-58
NR3332--MA0002.2.RUNX1	chr15	65727289	65727299	+	0.000	0.000	Merged-chr15-65727192-50
NR8069--MA0002.2.RUNX1	chr7	38271428	38271438	+	0.000	0.000	Merged-chr7-38271372-62
NR9372--MA0684.1.RUNX3	chr9	83551778	83551787	+	0.000	0.000	Merged-chr9-83551807-21
NR9495--MA0002.2.RUNX1	chr9	108578608	108578618	+	0.000	0.000	Merged-chr9-108578687-51
NR5264--MA0002.2.RUNX1	chr2	102813066	102813076	-	0.000	0.000	Merged-chr2-102812992-26
NR1033--MA0002.2.RUNX1	chr10	81249630	81249640	-	0.000	0.000	Merged-chr10-81249714-12
NR7344--MA0684.1.RUNX3	chr5	140321662	140321671	+	0.000	0.000	Merged-chr5-140321692-59
NR3335--MA0511.2.RUNX2	chr15	66507879	66507887	+	0.000	0.000	Merged-chr15-66508027-52
NR65--MA0002.2.RUNX1	chr1	36767022	36767032	-	0.000	0.000	Merged-chr1-36767102-92
NR1556--MA0002.2.RUNX1	chr11	74619379	74619389	+	0.000	0.000	Merged-chr11-74619392-10
NR7201--MA0684.1.RUNX3	chr5	112220447	112220456	+	0.000	0.000	Merged-chr5-112220290-48
NR6249--MA0511.2.RUNX2	chr4	20033080	20033088	+	0.000	0.000	Merged-chr4-20033263-40
NR5373--MA0002.2.RUNX1	chr2	129180167	129180177	+	0.000	0.000	Merged-chr2-129180074-1
NR4569--MA0511.2.RUNX2	chr18	73648551	73648559	+	0.000	0.000	Merged-chr18-73648637-9
NR5915--MA0002.2.RUNX1	chr3	101800520	101800530	-	0.000	0.000	Merged-chr3-101800601-48
NR2018--MA0511.2.RUNX2	chr12	85177263	85177271	-	0.000	0.000	Merged-chr12-85177311-38
NR3759--MA0002.2.RUNX1	chr16	52362333	52362343	-	0.000	0.000	Merged-chr16-52362398-3
NR9404--MA0684.1.RUNX3	chr9	89842670	89842679	+	0.000	0.000	Merged-chr9-89842601-13
NR4199--MA0002.2.RUNX1	chr17	73151646	73151656	+	0.000	0.000	Merged-chr17-73151770-42
NR159--MA0511.2.RUNX2	chr1	60569466	60569474	+	0.000	0.000	Merged-chr1-60569405-18
NR5773--MA0684.1.RUNX3	chr3	60496531	60496540	-	0.000	0.000	Merged-chr3-60496424-34
NR5230--MA0002.2.RUNX1	chr2	90496533	90496543	-	0.000	0.000	Merged-chr2-90496701-53
NR5025--MA0002.2.RUNX1	chr2	30545166	30545176	-	0.000	0.000	Merged-chr2-30545189-38
NR3616--MA0002.2.RUNX1	chr16	22526576	22526586	+	0.000	0.000	Merged-chr16-22526487-34
NR6722--MA0002.2.RUNX1	chr4	145286883	145286893	-	0.000	0.000	Merged-chr4-145286857-37
NR7310--MA0684.1.RUNX3	chr5	134237016	134237025	+	0.000	0.000	Merged-chr5-134237023-52
NR7433--MA0002.2.RUNX1	chr6	16221246	16221256	-	0.000	0.000	Merged-chr6-16221366-31
NR7228--MA0002.2.RUNX1	chr5	117938521	117938531	+	0.000	0.000	Merged-chr5-117938550-41
NR5277--MA0002.2.RUNX1	chr2	105334529	105334539	-	0.000	0.000	Merged-chr2-105334573-32
NR5819--MA0002.2.RUNX1	chr3	82365230	82365240	-	0.000	0.000	Merged-chr3-82365236-33
NR6974--MA0002.2.RUNX1	chr5	53605682	53605692	+	0.000	0.000	Merged-chr5-53605625-25
NR5882--MA0684.1.RUNX3	chr3	94851980	94851989	+	0.000	0.000	Merged-chr3-94852086-36
NR2743--MA0002.2.RUNX1	chr13	120299880	120299890	+	0.000	0.000	Merged-chr13-120300021-103
NR1651--MA0684.1.RUNX3	chr11	97830112	97830121	+	0.000	0.000	Merged-chr11-97830087-30
NR1922--MA0684.1.RUNX3	chr12	41500245	41500254	-	0.000	0.000	Merged-chr12-41500391-75
NR5690--MA0511.2.RUNX2	chr3	35802159	35802167	+	0.000	0.000	Merged-chr3-35802225-4
NR1730--MA0511.2.RUNX2	chr11	109497227	109497235	+	0.000	0.000	Merged-chr11-109497188-14
NR5534--MA0684.1.RUNX3	chr2	164360610	164360619	-	0.000	0.000	Merged-chr2-164360506-23
NR1254--MA0511.2.RUNX2	chr10	121282665	121282673	-	0.000	0.000	Merged-chr10-121282719-28
NR5805--MA0684.1.RUNX3	chr3	75731470	75731479	+	0.000	0.000	Merged-chr3-75731321-54
NR7337--MA0002.2.RUNX1	chr5	139161164	139161174	+	0.000	0.000	Merged-chr5-139161216-37
NR3649--MA0684.1.RUNX3	chr16	26668077	26668086	-	0.000	0.000	Merged-chr16-26667963-36
NR1969--MA0684.1.RUNX3	chr12	73598395	73598404	-	0.000	0.000	Merged-chr12-73598343-51
NR9351--MA0684.1.RUNX3	chr9	80313775	80313784	-	0.000	0.000	Merged-chr9-80313733-27
NR1426--MA0002.2.RUNX1	chr11	50433260	50433270	+	0.000	0.000	Merged-chr11-50433184-24
NR3933--MA0511.2.RUNX2	chr17	6782895	6782903	+	0.000	0.000	Merged-chr17-6782813-110
NR5786--MA0684.1.RUNX3	chr3	65537571	65537580	-	0.000	0.000	Merged-chr3-65537527-21
NR4439--MA0511.2.RUNX2	chr18	50016980	50016988	+	0.000	0.000	Merged-chr18-50017066-69
NR3087--MA0002.2.RUNX1	chr14	103532689	103532699	-	0.000	0.000	Merged-chr14-103532610-9
NR3629--MA0002.2.RUNX1	chr16	24215619	24215629	+	0.000	0.000	Merged-chr16-24215617-40
NR6940--MA0002.2.RUNX1	chr5	36590573	36590583	+	0.000	0.000	Merged-chr5-36590712-21
NR3692--MA0684.1.RUNX3	chr16	38379175	38379184	-	0.000	0.000	Merged-chr16-38379050-30
NR645--MA0002.2.RUNX1	chr1	175642030	175642040	+	0.000	0.000	Merged-chr1-175641851-5
NR916--MA0002.2.RUNX1	chr10	53348509	53348519	+	0.000	0.000	Merged-chr10-53348557-41
NR1059--MA0002.2.RUNX1	chr10	85352752	85352762	+	0.000	0.000	Merged-chr10-85352707-44
NR8779--MA0511.2.RUNX2	chr8	77341136	77341144	+	0.000	0.000	Merged-chr8-77341017-10
NR4641--MA0002.2.RUNX1	chr18	82503860	82503870	+	0.000	0.000	Merged-chr18-82503961-54
NR5081--MA0002.2.RUNX1	chr2	48473236	48473246	-	0.000	0.000	Merged-chr2-48473305-60
NR3344--MA0684.1.RUNX3	chr15	68228446	68228455	+	0.000	0.000	Merged-chr15-68228296-28
NR9605--MA0511.2.RUNX2	chr9	121985248	121985256	+	0.000	0.000	Merged-chr9-121985208-26
NR231--MA0002.2.RUNX1	chr1	75533601	75533611	+	0.000	0.000	Merged-chr1-75533497-24
NR5974--MA0511.2.RUNX2	chr3	115815790	115815798	+	0.000	0.000	Merged-chr3-115815828-66
NR9112--MA0684.1.RUNX3	chr9	21411819	21411828	-	0.000	0.000	Merged-chr9-21411941-54
NR1787--MA0002.2.RUNX1	chr11	118232513	118232523	-	0.000	0.000	Merged-chr11-118232579-51
NR3423--MA0511.2.RUNX2	chr15	86051395	86051403	-	0.000	0.000	Merged-chr15-86051383-21
NR9506--MA0002.2.RUNX1	chr9	110896741	110896751	+	0.000	0.000	Merged-chr9-110896831-29
NR1472--MA0511.2.RUNX2	chr11	57911898	57911906	+	0.000	0.000	Merged-chr11-57911963-18
NR1809--MA0511.2.RUNX2	chr12	3322312	3322320	-	0.000	0.000	Merged-chr12-3322326-39
NR902--MA0684.1.RUNX3	chr10	42897732	42897741	+	0.000	0.000	Merged-chr10-42897771-65
NR3053--MA0002.2.RUNX1	chr14	86788730	86788740	-	0.000	0.000	Merged-chr14-86788729-15
NR1373--MA0002.2.RUNX1	chr11	30166353	30166363	-	0.000	0.000	Merged-chr11-30166468-16
NR2027--MA0684.1.RUNX3	chr12	85686662	85686671	+	0.000	0.000	Merged-chr12-85686710-55
NR5190--MA0002.2.RUNX1	chr2	76406572	76406582	-	0.000	0.000	Merged-chr2-76406847-76
NR883--MA0684.1.RUNX3	chr10	39358654	39358663	-	0.000	0.000	Merged-chr10-39358712-13
NR9443--MA0511.2.RUNX2	chr9	96783897	96783905	+	0.000	0.000	Merged-chr9-96783920-38
NR611--MA0002.2.RUNX1	chr1	170835005	170835015	-	0.000	0.000	Merged-chr1-170834968-22
NR7829--MA0511.2.RUNX2	chr6	127582642	127582650	+	0.000	0.000	Merged-chr6-127582626-90
NR6953--MA0002.2.RUNX1	chr5	37109449	37109459	+	0.000	0.000	Merged-chr5-37109564-47
NR7541--MA0684.1.RUNX3	chr6	51540695	51540704	-	0.000	0.000	Merged-chr6-51540676-10
NR5656--MA0684.1.RUNX3	chr3	10205275	10205284	-	0.000	0.000	Merged-chr3-10205429-92
NR7459--MA0002.2.RUNX1	chr6	30671900	30671910	-	0.000	0.000	Merged-chr6-30671721-27
NR4309--MA0511.2.RUNX2	chr18	6515310	6515318	+	0.000	0.000	Merged-chr18-6515196-17
NR3162--MA0002.2.RUNX1	chr14	122908300	122908310	-	0.000	0.000	Merged-chr14-122908322-32
NR3228--MA0002.2.RUNX1	chr15	31264975	31264985	-	0.000	0.000	Merged-chr15-31264963-30
NR5735--MA0511.2.RUNX2	chr3	51128999	51129007	-	0.000	0.000	Merged-chr3-51128926-47
NR7859--MA0684.1.RUNX3	chr6	130342279	130342288	+	0.000	0.000	Merged-chr6-130342331-49
NR8299--MA0684.1.RUNX3	chr7	101060675	101060684	-	0.000	0.000	Merged-chr7-101060728-39
NR3628--MA0684.1.RUNX3	chr16	23844809	23844818	+	0.000	0.000	Merged-chr16-23844946-41
NR2930--MA0511.2.RUNX2	chr14	62733872	62733880	+	0.000	0.000	Merged-chr14-62733787-20
NR8649--MA0511.2.RUNX2	chr8	22124401	22124409	+	0.000	0.000	Merged-chr8-22124259-2
NR972--MA0002.2.RUNX1	chr10	68119478	68119488	-	0.000	0.000	Merged-chr10-68119461-23
NR1805--MA0684.1.RUNX3	chr11	121475786	121475795	-	0.000	0.000	Merged-chr11-121475688-49
NR3608--MA0002.2.RUNX1	chr16	22266149	22266159	+	0.000	0.000	Merged-chr16-22266085-1
NR3022--MA0511.2.RUNX2	chr14	76569400	76569408	+	0.000	0.000	Merged-chr14-76569463-39
NR23--MA0002.2.RUNX1	chr1	13559517	13559527	-	0.000	0.000	Merged-chr1-13559747-54
NR5745--MA0002.2.RUNX1	chr3	52670930	52670940	-	0.000	0.000	Merged-chr3-52670856-50
NR7554--MA0684.1.RUNX3	chr6	59265400	59265409	+	0.000	0.000	Merged-chr6-59265419-13
NR5003--MA0684.1.RUNX3	chr2	24776337	24776346	+	0.000	0.000	Merged-chr2-24776490-30
NR5997--MA0002.2.RUNX1	chr3	121874708	121874718	-	0.000	0.000	Merged-chr3-121874730-10
NR3323--MA0684.1.RUNX3	chr15	62189977	62189986	-	0.000	0.000	Merged-chr15-62190035-69
NR3175--MA0002.2.RUNX1	chr15	5108552	5108562	+	0.000	0.000	Merged-chr15-5108448-64
NR1438--MA0684.1.RUNX3	chr11	52268421	52268430	-	0.000	0.000	Merged-chr11-52268561-57
NR3717--MA0002.2.RUNX1	chr16	44339359	44339369	+	0.000	0.000	Merged-chr16-44339420-21
NR1709--MA0684.1.RUNX3	chr11	107668477	107668486	-	0.000	0.000	Merged-chr11-107668374-46
NR5748--MA0511.2.RUNX2	chr3	52840403	52840411	-	0.000	0.000	Merged-chr3-52840378-53
NR3131--MA0511.2.RUNX2	chr14	121325021	121325029	+	0.000	0.000	Merged-chr14-121324999-52
NR9214--MA0002.2.RUNX1	chr9	54612825	54612835	+	0.000	0.000	Merged-chr9-54612864-43
NR9294--MA0511.2.RUNX2	chr9	70012577	70012585	-	0.000	0.000	Merged-chr9-70012774-59
NR56--MA0684.1.RUNX3	chr1	30872798	30872807	+	0.000	0.000	Merged-chr1-30872998-5
NR2573--MA0002.2.RUNX1	chr13	90967739	90967749	-	0.000	0.000	Merged-chr13-90967721-28
NR2844--MA0002.2.RUNX1	chr14	40956702	40956712	-	0.000	0.000	Merged-chr14-40956605-62
NR7044--MA0684.1.RUNX3	chr5	77125217	77125226	-	0.000	0.000	Merged-chr5-77125140-56
NR5635--MA0684.1.RUNX3	chr3	9550036	9550045	+	0.000	0.000	Merged-chr3-9550148-51
NR1626--MA0511.2.RUNX2	chr11	90419986	90419994	-	0.000	0.000	Merged-chr11-90419935-41
NR7438--MA0002.2.RUNX1	chr6	17851308	17851318	-	0.000	0.000	Merged-chr6-17851443-16
NR5758--MA0002.2.RUNX1	chr3	59101875	59101885	+	0.000	0.000	Merged-chr3-59101725-81
NR1133--MA0684.1.RUNX3	chr10	95283422	95283431	+	0.000	0.000	Merged-chr10-95283638-28
NR1404--MA0684.1.RUNX3	chr11	43362661	43362670	+	0.000	0.000	Merged-chr11-43362621-15
NR3207--MA0002.2.RUNX1	chr15	27596891	27596901	+	0.000	0.000	Merged-chr15-27596992-56
NR5221--MA0684.1.RUNX3	chr2	84868606	84868615	-	0.000	0.000	Merged-chr2-84868738-21
NR5344--MA0002.2.RUNX1	chr2	126920546	126920556	+	0.000	0.000	Merged-chr2-126920604-39
NR4269--MA0511.2.RUNX2	chr17	86301217	86301225	-	0.000	0.000	Merged-chr17-86301226-81
NR3144--MA0511.2.RUNX2	chr14	121970662	121970670	+	0.000	0.000	Merged-chr14-121970624-14
NR7547--MA0002.2.RUNX1	chr6	54810082	54810092	-	0.000	0.000	Merged-chr6-54809972-75
NR623--MA0684.1.RUNX3	chr1	171921414	171921423	-	0.000	0.000	Merged-chr1-171921445-86
NR8973--MA0002.2.RUNX1	chr8	123111652	123111662	+	0.000	0.000	Merged-chr8-123111597-13
NR5823--MA0511.2.RUNX2	chr3	84334180	84334188	-	0.000	0.000	Merged-chr3-84334203-13
NR1636--MA0002.2.RUNX1	chr11	94265672	94265682	-	0.000	0.000	Merged-chr11-94265551-26
NR6422--MA0002.2.RUNX1	chr4	82365251	82365261	-	0.000	0.000	Merged-chr4-82365199-20
NR2019--MA0684.1.RUNX3	chr12	85177262	85177271	-	0.000	0.000	Merged-chr12-85177311-38
NR3667--MA0511.2.RUNX2	chr16	32431536	32431544	+	0.000	0.000	Merged-chr16-32431592-1
NR3938--MA0511.2.RUNX2	chr17	7164085	7164093	-	0.000	0.000	Merged-chr17-7164154-31
NR5125--MA0684.1.RUNX3	chr2	59676861	59676870	-	0.000	0.000	Merged-chr2-59676734-32
NR5453--MA0002.2.RUNX1	chr2	148443337	148443347	-	0.000	0.000	Merged-chr2-148443470-36
NR7385--MA0002.2.RUNX1	chr5	148775454	148775464	-	0.000	0.000	Merged-chr5-148775467-22
NR1844--MA0511.2.RUNX2	chr12	16526374	16526382	+	0.000	0.000	Merged-chr12-16526382-42
NR5648--MA0684.1.RUNX3	chr3	9863248	9863257	-	0.000	0.000	Merged-chr3-9863342-50
NR3776--MA0511.2.RUNX2	chr16	59567917	59567925	+	0.000	0.000	Merged-chr16-59568011-23
NR4917--MA0002.2.RUNX1	chr19	57411991	57412001	-	0.000	0.000	Merged-chr19-57412064-43
NR3554--MA0684.1.RUNX3	chr16	11203415	11203424	-	0.000	0.000	Merged-chr16-11203305-84
NR3948--MA0002.2.RUNX1	chr17	7931701	7931711	+	0.000	0.000	Merged-chr17-7931540-55
NR9445--MA0002.2.RUNX1	chr9	96936025	96936035	+	0.000	0.000	Merged-chr9-96936027-74
NR7437--MA0684.1.RUNX3	chr6	17382930	17382939	-	0.000	0.000	Merged-chr6-17382878-11
NR9716--MA0002.2.RUNX1	chrX	100476579	100476589	+	0.000	0.000	Merged-chrX-100476611-55
NR570--MA0684.1.RUNX3	chr1	164414032	164414041	-	0.000	0.000	Merged-chr1-164413844-41
NR3058--MA0002.2.RUNX1	chr14	87452281	87452291	+	0.000	0.000	Merged-chr14-87452152-30
NR1605--MA0511.2.RUNX2	chr11	83079953	83079961	+	0.000	0.000	Merged-chr11-83079974-51
NR5195--MA0002.2.RUNX1	chr2	77268162	77268172	-	0.000	0.000	Merged-chr2-77268358-6
NR821--MA0002.2.RUNX1	chr10	19718826	19718836	-	0.000	0.000	Merged-chr10-19718932-45
NR9702--MA0684.1.RUNX3	chrX	85839395	85839404	+	0.000	0.000	Merged-chrX-85839388-40
NR3471--MA0511.2.RUNX2	chr15	96599114	96599122	-	0.000	0.000	Merged-chr15-96599090-44
NR1506--MA0002.2.RUNX1	chr11	62576731	62576741	+	0.000	0.000	Merged-chr11-62576695-29
NR7275--MA0684.1.RUNX3	chr5	125339640	125339649	+	0.000	0.000	Merged-chr5-125339591-35
NR9349--MA0002.2.RUNX1	chr9	80266694	80266704	+	0.000	0.000	Merged-chr9-80266579-55
NR5323--MA0002.2.RUNX1	chr2	117418859	117418869	+	0.000	0.000	Merged-chr2-117418760-26
NR3315--MA0684.1.RUNX3	chr15	58750401	58750410	+	0.000	0.000	Merged-chr15-58750240-28
NR1906--MA0684.1.RUNX3	chr12	40427672	40427681	-	0.000	0.000	Merged-chr12-40427719-34
NR868--MA0002.2.RUNX1	chr10	37322607	37322617	-	0.000	0.000	Merged-chr10-37322524-10
NR3709--MA0002.2.RUNX1	chr16	43650508	43650518	-	0.000	0.000	Merged-chr16-43650685-39
NR8780--MA0511.2.RUNX2	chr8	77534646	77534654	+	0.000	0.000	Merged-chr8-77534912-51
NR9491--MA0511.2.RUNX2	chr9	108083386	108083394	-	0.000	0.000	Merged-chr9-108083224-47
NR7211--MA0511.2.RUNX2	chr5	114690137	114690145	+	0.000	0.000	Merged-chr5-114690061-24
NR9606--MA0684.1.RUNX3	chr9	121985248	121985257	+	0.000	0.000	Merged-chr9-121985208-26
NR9792--MA0684.1.RUNX3	chrX	167318994	167319003	-	0.000	0.000	Merged-chrX-167319032-24
NR3547--MA0002.2.RUNX1	chr16	10979607	10979617	-	0.000	0.000	Merged-chr16-10979660-46
NR977--MA0002.2.RUNX1	chr10	68454828	68454838	+	0.000	0.000	Merged-chr10-68454782-5
NR4973--MA0002.2.RUNX1	chr2	17671833	17671843	-	0.000	0.000	Merged-chr2-17671925-58
NR7364--MA0002.2.RUNX1	chr5	143235103	143235113	-	0.000	0.000	Merged-chr5-143235302-59
NR3010--MA0684.1.RUNX3	chr14	75445436	75445445	-	0.000	0.000	Merged-chr14-75445480-94
NR3947--MA0684.1.RUNX3	chr17	7931640	7931649	-	0.000	0.000	Merged-chr17-7931540-55
NR8790--MA0002.2.RUNX1	chr8	79209872	79209882	-	0.000	0.000	Merged-chr8-79209921-60
NR834--MA0002.2.RUNX1	chr10	21791240	21791250	+	0.000	0.000	Merged-chr10-21791159-10
NR9444--MA0684.1.RUNX3	chr9	96783897	96783906	+	0.000	0.000	Merged-chr9-96783920-38
NR6510--MA0002.2.RUNX1	chr4	99829122	99829132	-	0.000	0.000	Merged-chr4-99829355-64
NR9523--MA0511.2.RUNX2	chr9	114016573	114016581	+	0.000	0.000	Merged-chr9-114016465-30
NR3385--MA0002.2.RUNX1	chr15	79740887	79740897	+	0.000	0.000	Merged-chr15-79740875-4
NR8713--MA0002.2.RUNX1	chr8	47173216	47173226	+	0.000	0.000	Merged-chr8-47173269-33
NR1105--MA0002.2.RUNX1	chr10	93225945	93225955	+	0.000	0.000	Merged-chr10-93225944-30
NR8078--MA0511.2.RUNX2	chr7	44528089	44528097	-	0.000	0.000	Merged-chr7-44527953-37
NR7416--MA0684.1.RUNX3	chr6	3620707	3620716	-	0.000	0.000	Merged-chr6-3620670-56
NR4877--MA0002.2.RUNX1	chr19	56296921	56296931	-	0.000	0.000	Merged-chr19-56296867-29
NR943--MA0002.2.RUNX1	chr10	60381312	60381322	+	0.000	0.000	Merged-chr10-60381393-83
NR3037--MA0002.2.RUNX1	chr14	78631952	78631962	+	0.000	0.000	Merged-chr14-78631890-10
NR7397--MA0684.1.RUNX3	chr5	149599430	149599439	-	0.000	0.000	Merged-chr5-149599468-27
NR5322--MA0684.1.RUNX3	chr2	117417568	117417577	-	0.000	0.000	Merged-chr2-117417577-23
NR5174--MA0002.2.RUNX1	chr2	72590112	72590122	+	0.000	0.000	Merged-chr2-72590175-15
NR800--MA0002.2.RUNX1	chr10	17539348	17539358	+	0.000	0.000	Merged-chr10-17539427-37
NR5130--MA0511.2.RUNX2	chr2	60904337	60904345	+	0.000	0.000	Merged-chr2-60904375-31
NR7999--MA0511.2.RUNX2	chr7	16119861	16119869	+	0.000	0.000	Merged-chr7-16119991-49
NR5653--MA0511.2.RUNX2	chr3	10151851	10151859	-	0.000	0.000	Merged-chr3-10151750-17
NR5924--MA0511.2.RUNX2	chr3	103091905	103091913	-	0.000	0.000	Merged-chr3-103091976-34
NR1200--MA0684.1.RUNX3	chr10	116914010	116914019	+	0.000	0.000	Merged-chr10-116914032-56
NR8660--MA0002.2.RUNX1	chr8	25618159	25618169	+	0.000	0.000	Merged-chr8-25618060-51
NR704--MA0002.2.RUNX1	chr1	189085364	189085374	-	0.000	0.000	Merged-chr1-189085418-26
NR3083--MA0511.2.RUNX2	chr14	103088719	103088727	-	0.000	0.000	Merged-chr14-103088795-24
NR1118--MA0002.2.RUNX1	chr10	94334099	94334109	+	0.000	0.000	Merged-chr10-94333972-2
NR2421--MA0684.1.RUNX3	chr13	44089056	44089065	-	0.000	0.000	Merged-chr13-44088979-30
NR1198--MA0511.2.RUNX2	chr10	116914010	116914018	+	0.000	0.000	Merged-chr10-116914032-56
NR3798--MA0684.1.RUNX3	chr16	75343467	75343476	+	0.000	0.000	Merged-chr16-75343528-33
NR3255--MA0002.2.RUNX1	chr15	39905230	39905240	-	0.000	0.000	Merged-chr15-39905299-27
NR3179--MA0684.1.RUNX3	chr15	6574762	6574771	-	0.000	0.000	Merged-chr15-6574707-44
NR87--MA0511.2.RUNX2	chr1	40465641	40465649	-	0.000	0.000	Merged-chr1-40465740-44
NR7472--MA0684.1.RUNX3	chr6	34156330	34156339	+	0.000	0.000	Merged-chr6-34156229-28
NR9218--MA0684.1.RUNX3	chr9	56104474	56104483	+	0.000	0.000	Merged-chr9-56104454-58
NR893--MA0511.2.RUNX2	chr10	40462465	40462473	-	0.000	0.000	Merged-chr10-40462347-27
NR4999--MA0002.2.RUNX1	chr2	24748060	24748070	-	0.000	0.000	Merged-chr2-24748146-35
NR4604--MA0002.2.RUNX1	chr18	78161547	78161557	+	0.000	0.000	Merged-chr18-78161600-30
NR2382--MA0002.2.RUNX1	chr13	33072025	33072035	+	0.000	0.000	Merged-chr13-33072044-31
NR1578--MA0511.2.RUNX2	chr11	78984907	78984915	+	0.000	0.000	Merged-chr11-78984832-47
NR2924--MA0002.2.RUNX1	chr14	61339543	61339553	+	0.000	0.000	Merged-chr14-61339598-17
NR1627--MA0684.1.RUNX3	chr11	90419985	90419994	-	0.000	0.000	Merged-chr11-90419935-41
NR7995--MA0684.1.RUNX3	chr7	12949615	12949624	-	0.000	0.000	Merged-chr7-12949725-56
NR2782--MA0684.1.RUNX3	chr14	20785459	20785468	+	0.000	0.000	Merged-chr14-20785376-56
NR3986--MA0511.2.RUNX2	chr17	18458391	18458399	+	0.000	0.000	Merged-chr17-18458447-27
NR7598--MA0511.2.RUNX2	chr6	82922028	82922036	-	0.000	0.000	Merged-chr6-82922037-57
NR3016--MA0002.2.RUNX1	chr14	75769438	75769448	-	0.000	0.000	Merged-chr14-75769501-48
NR1008--MA0684.1.RUNX3	chr10	76355126	76355135	+	0.000	0.000	Merged-chr10-76355086-35
NR4713--MA0002.2.RUNX1	chr19	10880208	10880218	+	0.000	0.000	Merged-chr19-10880366-39
NR5301--MA0684.1.RUNX3	chr2	114145438	114145447	+	0.000	0.000	Merged-chr2-114145226-70
NR97--MA0002.2.RUNX1	chr1	43897360	43897370	-	0.000	0.000	Merged-chr1-43897288-49
NR575--MA0684.1.RUNX3	chr1	164960258	164960267	-	0.000	0.000	Merged-chr1-164960365-86
NR8530--MA0002.2.RUNX1	chr7	140082581	140082591	+	0.000	0.000	Merged-chr7-140082439-23
NR303--MA0002.2.RUNX1	chr1	91755270	91755280	+	0.000	0.000	Merged-chr1-91755348-8
NR4571--MA0684.1.RUNX3	chr18	73648551	73648560	+	0.000	0.000	Merged-chr18-73648637-9
NR5299--MA0511.2.RUNX2	chr2	114145438	114145446	+	0.000	0.000	Merged-chr2-114145226-70
NR654--MA0511.2.RUNX2	chr1	177702893	177702901	+	0.000	0.000	Merged-chr1-177702906-70
NR7356--MA0002.2.RUNX1	chr5	143038778	143038788	+	0.000	0.000	Merged-chr5-143038769-30
NR2143--MA0002.2.RUNX1	chr12	108798955	108798965	-	0.000	0.000	Merged-chr12-108799055-2
NR5619--MA0684.1.RUNX3	chr2	180080937	180080946	-	0.000	0.000	Merged-chr2-180080885-21
NR3002--MA0684.1.RUNX3	chr14	74877906	74877915	+	0.000	0.000	Merged-chr14-74877893-21
NR3668--MA0684.1.RUNX3	chr16	32431536	32431545	+	0.000	0.000	Merged-chr16-32431592-1
NR1988--MA0684.1.RUNX3	chr12	76943509	76943518	+	0.000	0.000	Merged-chr12-76943624-18
NR4822--MA0002.2.RUNX1	chr19	42031226	42031236	-	0.000	0.000	Merged-chr19-42031201-8
NR7879--MA0002.2.RUNX1	chr6	134700987	134700997	+	0.000	0.000	Merged-chr6-134700850-79
NR2666--MA0002.2.RUNX1	chr13	107869178	107869188	+	0.000	0.000	Merged-chr13-107869033-28
NR7008--MA0002.2.RUNX1	chr5	66008470	66008480	-	0.000	0.000	Merged-chr5-66008604-38
NR412--MA0002.2.RUNX1	chr1	130549398	130549408	-	0.000	0.000	Merged-chr1-130549409-15
NR3648--MA0002.2.RUNX1	chr16	26668076	26668086	+	0.000	0.000	Merged-chr16-26667963-36
NR5013--MA0511.2.RUNX2	chr2	26964483	26964491	-	0.000	0.000	Merged-chr2-26964427-62
NR2523--MA0002.2.RUNX1	chr13	73963799	73963809	+	0.000	0.000	Merged-chr13-73963830-16
NR9496--MA0511.2.RUNX2	chr9	108617517	108617525	-	0.000	0.000	Merged-chr9-108617434-16
NR6883--MA0684.1.RUNX3	chr5	23719094	23719103	+	0.000	0.000	Merged-chr5-23719169-48
NR3029--MA0002.2.RUNX1	chr14	77861400	77861410	-	0.000	0.000	Merged-chr14-77861310-50
NR3585--MA0511.2.RUNX2	chr16	17619473	17619481	-	0.000	0.000	Merged-chr16-17619453-35
