#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR7160--MA0511.2.RUNX2	chr4	148509633	148509641	-	0.000	0.000	Merged-chr4-148509676-49
NR1564--MA0002.2.RUNX1	chr11	32113240	32113250	+	0.000	0.000	Merged-chr11-32113342-16
NR4670--MA0002.2.RUNX1	chr18	54986777	54986787	-	0.000	0.000	Merged-chr18-54986948-23
NR7875--MA0684.1.RUNX3	chr6	22330737	22330746	-	0.000	0.000	Merged-chr6-22330722-48
NR1520--MA0511.2.RUNX2	chr11	16858838	16858846	-	0.000	0.000	Merged-chr11-16858803-1
NR7332--MA0002.2.RUNX1	chr5	36538883	36538893	+	0.000	0.000	Merged-chr5-36538864-43
NR5923--MA0002.2.RUNX1	chr3	10466141	10466151	-	0.000	0.000	Merged-chr3-10466039-18
NR7954--MA0511.2.RUNX2	chr6	50009529	50009537	-	0.000	0.000	Merged-chr6-50009459-48
NR6158--MA0002.2.RUNX1	chr3	88513630	88513640	-	0.000	0.000	Merged-chr3-88513720-44
NR3082--MA0002.2.RUNX1	chr14	54426841	54426851	-	0.000	0.000	Merged-chr14-54426956-48
NR5384--MA0511.2.RUNX2	chr2	62332035	62332043	-	0.000	0.000	Merged-chr2-62332140-9
NR9935--MA0684.1.RUNX3	chr9	110458147	110458156	-	0.000	0.000	Merged-chr9-110458141-15
NR5655--MA0511.2.RUNX2	chr2	132111507	132111515	+	0.000	0.000	Merged-chr2-132111329-56
NR8046--MA0511.2.RUNX2	chr6	71962877	71962885	-	0.000	0.000	Merged-chr6-71962835-53
NR7441--MA0002.2.RUNX1	chr5	77125216	77125226	+	0.000	0.000	Merged-chr5-77125140-56
NR1424--MA0511.2.RUNX2	chr10	122567063	122567071	+	0.000	0.000	Merged-chr10-122566962-17
NR3210--MA0002.2.RUNX1	chr14	79503808	79503818	-	0.000	0.000	Merged-chr14-79503814-22
NR1054--MA0002.2.RUNX1	chr10	58480391	58480401	-	0.000	0.000	Merged-chr10-58480234-23
NR2751--MA0002.2.RUNX1	chr13	89889358	89889368	+	0.000	0.000	Merged-chr13-89889254-28
NR2387--MA0511.2.RUNX2	chr12	116467216	116467224	-	0.000	0.000	Merged-chr12-116467208-51
NR1725--MA0684.1.RUNX3	chr11	80484435	80484444	-	0.000	0.000	Merged-chr11-80484398-4
NR10054--MA0002.2.RUNX1	chrX	7422998	7423008	-	0.000	0.000	Merged-chrX-7422992-35
NR5542--MA0684.1.RUNX3	chr2	103652250	103652259	-	0.000	0.000	Merged-chr2-103652335-51
NR3657--MA0684.1.RUNX3	chr15	93438921	93438930	-	0.000	0.000	Merged-chr15-93438886-30
NR4639--MA0684.1.RUNX3	chr18	39758461	39758470	+	0.000	0.000	Merged-chr18-39758407-11
NR4811--MA0002.2.RUNX1	chr18	77121745	77121755	-	0.000	0.000	Merged-chr18-77121790-35
NR7553--MA0511.2.RUNX2	chr5	105443610	105443618	-	0.000	0.000	Merged-chr5-105443564-46
NR6028--MA0002.2.RUNX1	chr3	52840356	52840366	+	0.000	0.000	Merged-chr3-52840378-53
NR52--MA0002.2.RUNX1	chr1	20825285	20825295	-	0.000	0.000	Merged-chr1-20825313-33
NR4033--MA0511.2.RUNX2	chr16	89986206	89986214	+	0.000	0.000	Merged-chr16-89986478-112
NR653--MA0002.2.RUNX1	chr1	165200928	165200938	+	0.000	0.000	Merged-chr1-165200989-24
NR1814--MA0002.2.RUNX1	chr11	104609515	104609525	+	0.000	0.000	Merged-chr11-104609685-47
NR7311--MA0002.2.RUNX1	chr5	30240769	30240779	+	0.000	0.000	Merged-chr5-30240775-35
NR3352--MA0684.1.RUNX3	chr15	3290532	3290541	-	0.000	0.000	Merged-chr15-3290686-29
NR5426--MA0002.2.RUNX1	chr2	71843427	71843437	+	0.000	0.000	Merged-chr2-71843530-15
NR1943--MA0684.1.RUNX3	chr12	8847369	8847378	-	0.000	0.000	Merged-chr12-8847092-48
NR7358--MA0002.2.RUNX1	chr5	47983212	47983222	+	0.000	0.000	Merged-chr5-47983242-36
NR491--MA0002.2.RUNX1	chr1	136609089	136609099	+	0.000	0.000	Merged-chr1-136609076-3
NR8069--MA0002.2.RUNX1	chr6	83096108	83096118	-	0.000	0.000	Merged-chr6-83096074-55
NR3998--MA0002.2.RUNX1	chr16	78576756	78576766	-	0.000	0.000	Merged-chr16-78576865-120
NR7314--MA0511.2.RUNX2	chr5	31964052	31964060	-	0.000	0.000	Merged-chr5-31963887-11
NR3954--MA0511.2.RUNX2	chr16	59567917	59567925	+	0.000	0.000	Merged-chr16-59568011-23
NR1798--MA0511.2.RUNX2	chr11	102739354	102739362	+	0.000	0.000	Merged-chr11-102739455-28
NR7837--MA0511.2.RUNX2	chr6	3620708	3620716	-	0.000	0.000	Merged-chr6-3620670-56
NR2287--MA0684.1.RUNX3	chr12	105013232	105013241	+	0.000	0.000	Merged-chr12-105013301-48
NR1926--MA0511.2.RUNX2	chr12	3441659	3441667	-	0.000	0.000	Merged-chr12-3441534-29
NR5121--MA0002.2.RUNX1	chr19	57411991	57412001	-	0.000	0.000	Merged-chr19-57412064-43
NR3507--MA0002.2.RUNX1	chr15	55327441	55327451	+	0.000	0.000	Merged-chr15-55327422-12
NR5743--MA0511.2.RUNX2	chr2	154754254	154754262	-	0.000	0.000	Merged-chr2-154754253-27
NR4933--MA0002.2.RUNX1	chr19	14588394	14588404	-	0.000	0.000	Merged-chr19-14588447-32
NR3858--MA0511.2.RUNX2	chr16	42907567	42907575	-	0.000	0.000	Merged-chr16-42907502-34
NR7324--MA0002.2.RUNX1	chr5	34822908	34822918	+	0.000	0.000	Merged-chr5-34822830-22
NR6--MA0002.2.RUNX1	chr1	6519342	6519352	-	0.000	0.000	Merged-chr1-6519375-11
NR3907--MA0684.1.RUNX3	chr16	49839886	49839895	-	0.000	0.000	Merged-chr16-49840085-71
NR8750--MA0002.2.RUNX1	chr7	83742754	83742764	-	0.000	0.000	Merged-chr7-83742815-34
NR1413--MA0002.2.RUNX1	chr10	120895928	120895938	-	0.000	0.000	Merged-chr10-120895921-55
NR4199--MA0002.2.RUNX1	chr17	25913547	25913557	-	0.000	0.000	Merged-chr17-25913616-30
NR159--MA0511.2.RUNX2	chr1	54647517	54647525	-	0.000	0.000	Merged-chr1-54647549-11
NR9527--MA0002.2.RUNX1	chr9	11513920	11513930	+	0.000	0.000	Merged-chr9-11513974-36
NR6106--MA0511.2.RUNX2	chr3	81102255	81102263	-	0.000	0.000	Merged-chr3-81102418-9
NR10142--MA0002.2.RUNX1	chrX	73922035	73922045	-	0.000	0.000	Merged-chrX-73921958-51
NR9385--MA0684.1.RUNX3	chr8	110939463	110939472	+	0.000	0.000	Merged-chr8-110939286-87
NR1189--MA0002.2.RUNX1	chr10	82909504	82909514	+	0.000	0.000	Merged-chr10-82909523-30
NR7162--MA0002.2.RUNX1	chr4	148509654	148509664	-	0.000	0.000	Merged-chr4-148509676-49
NR6087--MA0511.2.RUNX2	chr3	75714111	75714119	+	0.000	0.000	Merged-chr3-75714014-36
NR5154--MA0684.1.RUNX3	chr2	3723976	3723985	-	0.000	0.000	Merged-chr2-3723872-33
NR3745--MA0684.1.RUNX3	chr16	11203415	11203424	-	0.000	0.000	Merged-chr16-11203305-84
NR6974--MA0002.2.RUNX1	chr4	117892107	117892117	+	0.000	0.000	Merged-chr4-117892019-55
NR3553--MA0511.2.RUNX2	chr15	73720932	73720940	+	0.000	0.000	Merged-chr15-73720956-21
NR9050--MA0511.2.RUNX2	chr7	139951255	139951263	-	0.000	0.000	Merged-chr7-139951341-4
NR5134--MA0002.2.RUNX1	chr19	59926328	59926338	+	0.000	0.000	Merged-chr19-59926305-20
NR9970--MA0684.1.RUNX3	chr9	115088474	115088483	+	0.000	0.000	Merged-chr9-115088492-13
NR7707--MA0511.2.RUNX2	chr5	124862471	124862479	-	0.000	0.000	Merged-chr5-124862344-168
NR1569--MA0002.2.RUNX1	chr11	32486694	32486704	+	0.000	0.000	Merged-chr11-32486832-15
NR9888--MA0002.2.RUNX1	chr9	98616575	98616585	+	0.000	0.000	Merged-chr9-98616546-17
NR470--MA0002.2.RUNX1	chr1	131613518	131613528	-	0.000	0.000	Merged-chr1-131613618-28
NR1969--MA0684.1.RUNX3	chr12	16901153	16901162	+	0.000	0.000	Merged-chr12-16901091-18
NR4089--MA0684.1.RUNX3	chr16	97111599	97111608	+	0.000	0.000	Merged-chr16-97111615-1
NR3440--MA0684.1.RUNX3	chr15	36650166	36650175	-	0.000	0.000	Merged-chr15-36650116-39
NR9701--MA0511.2.RUNX2	chr9	61755473	61755481	-	0.000	0.000	Merged-chr9-61755536-8
NR7274--MA0511.2.RUNX2	chr5	22360809	22360817	-	0.000	0.000	Merged-chr5-22360842-38
NR9060--MA0002.2.RUNX1	chr7	140845032	140845042	-	0.000	0.000	Merged-chr7-140845076-30
NR2981--MA0684.1.RUNX3	chr14	20775785	20775794	+	0.000	0.000	Merged-chr14-20775848-16
NR4198--MA0684.1.RUNX3	chr17	25829010	25829019	-	0.000	0.000	Merged-chr17-25828970-38
NR5024--MA0684.1.RUNX3	chr19	38812312	38812321	-	0.000	0.000	Merged-chr19-38812374-10
NR9810--MA0511.2.RUNX2	chr9	85680204	85680212	-	0.000	0.000	Merged-chr9-85680180-31
NR5418--MA0002.2.RUNX1	chr2	70425864	70425874	+	0.000	0.000	Merged-chr2-70425902-24
NR1121--MA0002.2.RUNX1	chr10	71226071	71226081	+	0.000	0.000	Merged-chr10-71226142-30
NR7432--MA0684.1.RUNX3	chr5	73340418	73340427	-	0.000	0.000	Merged-chr5-73340408-13
NR9235--MA0002.2.RUNX1	chr8	56476306	56476316	+	0.000	0.000	Merged-chr8-56476391-12
NR9506--MA0002.2.RUNX1	chr8	128223319	128223329	+	0.000	0.000	Merged-chr8-128223372-20
NR5818--MA0684.1.RUNX3	chr2	166549238	166549247	+	0.000	0.000	Merged-chr2-166549284-30
NR1538--MA0511.2.RUNX2	chr11	21690734	21690742	-	0.000	0.000	Merged-chr11-21690668-23
NR754--MA0002.2.RUNX1	chr1	182363906	182363916	-	0.000	0.000	Merged-chr1-182363988-37
NR9364--MA0684.1.RUNX3	chr8	105516026	105516035	+	0.000	0.000	Merged-chr8-105516067-32
NR1600--MA0511.2.RUNX2	chr11	50916222	50916230	+	0.000	0.000	Merged-chr11-50916103-27
NR7336--MA0684.1.RUNX3	chr5	37067399	37067408	-	0.000	0.000	Merged-chr5-37067269-61
NR7664--MA0002.2.RUNX1	chr5	118710115	118710125	+	0.000	0.000	Merged-chr5-118710096-15
NR1918--MA0511.2.RUNX2	chr11	120981054	120981062	-	0.000	0.000	Merged-chr11-120981125-9
NR1154--MA0684.1.RUNX3	chr10	75702709	75702718	+	0.000	0.000	Merged-chr10-75702628-18
NR3784--MA0511.2.RUNX2	chr16	22526578	22526586	-	0.000	0.000	Merged-chr16-22526487-34
NR9596--MA0002.2.RUNX1	chr9	42249428	42249438	-	0.000	0.000	Merged-chr9-42249420-32
NR9281--MA0511.2.RUNX2	chr8	71592046	71592054	-	0.000	0.000	Merged-chr8-71592114-88
NR5907--MA0002.2.RUNX1	chr3	9633275	9633285	+	0.000	0.000	Merged-chr3-9633388-6
NR3685--MA0002.2.RUNX1	chr15	97401096	97401106	-	0.000	0.000	Merged-chr15-97401100-7
NR6019--MA0684.1.RUNX3	chr3	51495782	51495791	-	0.000	0.000	Merged-chr3-51495816-13
NR515--MA0002.2.RUNX1	chr1	140661599	140661609	+	0.000	0.000	Merged-chr1-140661602-9
NR4068--MA0684.1.RUNX3	chr16	94374361	94374370	-	0.000	0.000	Merged-chr16-94374445-4
NR9453--MA0002.2.RUNX1	chr8	123000425	123000435	+	0.000	0.000	Merged-chr8-123000494-51
NR5888--MA0002.2.RUNX1	chr2	181411074	181411084	+	0.000	0.000	Merged-chr2-181411095-55
NR5017--MA0002.2.RUNX1	chr19	37419711	37419721	+	0.000	0.000	Merged-chr19-37419795-20
NR3022--MA0511.2.RUNX2	chr14	31195099	31195107	+	0.000	0.000	Merged-chr14-31195196-97
NR5146--MA0684.1.RUNX3	chr2	3332760	3332769	-	0.000	0.000	Merged-chr2-3332756-84
NR5003--MA0684.1.RUNX3	chr19	33429584	33429593	+	0.000	0.000	Merged-chr19-33429713-40
NR10120--MA0684.1.RUNX3	chrX	52913390	52913399	+	0.000	0.000	Merged-chrX-52913338-62
NR3175--MA0002.2.RUNX1	chr14	74977061	74977071	+	0.000	0.000	Merged-chr14-74977138-7
NR9962--MA0684.1.RUNX3	chr9	114758432	114758441	+	0.000	0.000	Merged-chr9-114758587-29
NR1495--MA0002.2.RUNX1	chr11	8523880	8523890	-	0.000	0.000	Merged-chr11-8524008-23
NR9836--MA0511.2.RUNX2	chr9	88273496	88273504	+	0.000	0.000	Merged-chr9-88273504-34
NR5649--MA0002.2.RUNX1	chr2	130291707	130291717	-	0.000	0.000	Merged-chr2-130291664-33
NR7885--MA0511.2.RUNX2	chr6	28949422	28949430	+	0.000	0.000	Merged-chr6-28949446-17
NR3698--MA0002.2.RUNX1	chr15	98869571	98869581	-	0.000	0.000	Merged-chr15-98869705-35
NR9072--MA0684.1.RUNX3	chr7	141194084	141194093	-	0.000	0.000	Merged-chr7-141194198-81
NR7458--MA0684.1.RUNX3	chr5	89198656	89198665	-	0.000	0.000	Merged-chr5-89198704-31
NR5506--MA0002.2.RUNX1	chr2	91088246	91088256	-	0.000	0.000	Merged-chr2-91088396-18
NR3079--MA0002.2.RUNX1	chr14	54222636	54222646	+	0.000	0.000	Merged-chr14-54222562-63
NR3511--MA0511.2.RUNX2	chr15	59009573	59009581	+	0.000	0.000	Merged-chr15-59009632-21
NR1560--MA0511.2.RUNX2	chr11	31824841	31824849	-	0.000	0.000	Merged-chr11-31824780-24
NR5635--MA0684.1.RUNX3	chr2	128381936	128381945	-	0.000	0.000	Merged-chr2-128381991-22
NR5906--MA0684.1.RUNX3	chr3	9567028	9567037	+	0.000	0.000	Merged-chr3-9567055-14
NR1527--MA0002.2.RUNX1	chr11	17236567	17236577	+	0.000	0.000	Merged-chr11-17236712-13
NR3393--MA0002.2.RUNX1	chr15	27668286	27668296	+	0.000	0.000	Merged-chr15-27668249-55
NR9161--MA0002.2.RUNX1	chr8	19161780	19161790	-	0.000	0.000	Merged-chr8-19161757-88
NR3793--MA0684.1.RUNX3	chr16	23181795	23181804	-	0.000	0.000	Merged-chr16-23181616-66
NR475--MA0002.2.RUNX1	chr1	133131161	133131171	-	0.000	0.000	Merged-chr1-133131295-80
NR9479--MA0002.2.RUNX1	chr8	125667471	125667481	+	0.000	0.000	Merged-chr8-125667402-39
NR332--MA0002.2.RUNX1	chr1	92799898	92799908	+	0.000	0.000	Merged-chr1-92799887-22
NR6674--MA0002.2.RUNX1	chr4	33072978	33072988	-	0.000	0.000	Merged-chr4-33073054-38
NR1017--MA0002.2.RUNX1	chr10	40479355	40479365	+	0.000	0.000	Merged-chr10-40479489-48
NR3524--MA0511.2.RUNX2	chr15	61651351	61651359	-	0.000	0.000	Merged-chr15-61651331-17
NR1844--MA0511.2.RUNX2	chr11	109497227	109497235	+	0.000	0.000	Merged-chr11-109497188-14
NR5919--MA0684.1.RUNX3	chr3	10151850	10151859	-	0.000	0.000	Merged-chr3-10151750-17
NR4851--MA0002.2.RUNX1	chr18	82751303	82751313	-	0.000	0.000	Merged-chr18-82751310-32
NR9859--MA0002.2.RUNX1	chr9	94621077	94621087	+	0.000	0.000	Merged-chr9-94620917-97
NR2966--MA0002.2.RUNX1	chr14	16172551	16172561	+	0.000	0.000	Merged-chr14-16172497-2
NR3825--MA0684.1.RUNX3	chr16	32520609	32520618	-	0.000	0.000	Merged-chr16-32520584-37
NR3011--MA0002.2.RUNX1	chr14	26994646	26994656	-	0.000	0.000	Merged-chr14-26994513-48
NR441--MA0002.2.RUNX1	chr1	128358877	128358887	+	0.000	0.000	Merged-chr1-128359360-82
NR9051--MA0684.1.RUNX3	chr7	139951254	139951263	-	0.000	0.000	Merged-chr7-139951341-4
NR7659--MA0511.2.RUNX2	chr5	118601662	118601670	-	0.000	0.000	Merged-chr5-118601665-20
NR7450--MA0511.2.RUNX2	chr5	88499874	88499882	+	0.000	0.000	Merged-chr5-88499946-26
NR1255--MA0684.1.RUNX3	chr10	92791359	92791368	-	0.000	0.000	Merged-chr10-92791286-37
NR10126--MA0002.2.RUNX1	chrX	59951432	59951442	+	0.000	0.000	Merged-chrX-59951386-23
NR7023--MA0684.1.RUNX3	chr4	129146580	129146589	+	0.000	0.000	Merged-chr4-129146648-24
NR7080--MA0002.2.RUNX1	chr4	136570187	136570197	+	0.000	0.000	Merged-chr4-136570246-39
NR2760--MA0511.2.RUNX2	chr13	91178712	91178720	+	0.000	0.000	Merged-chr13-91178743-26
NR616--MA0002.2.RUNX1	chr1	161976646	161976656	+	0.000	0.000	Merged-chr1-161976505-45
NR9702--MA0684.1.RUNX3	chr9	61755472	61755481	-	0.000	0.000	Merged-chr9-61755536-8
NR5217--MA0511.2.RUNX2	chr2	18935685	18935693	-	0.000	0.000	Merged-chr2-18935718-26
NR4612--MA0002.2.RUNX1	chr18	37877744	37877754	+	0.000	0.000	Merged-chr18-37877604-30
NR9349--MA0002.2.RUNX1	chr8	94827986	94827996	+	0.000	0.000	Merged-chr8-94828163-36
NR2661--MA0002.2.RUNX1	chr13	67269288	67269298	-	0.000	0.000	Merged-chr13-67269257-58
NR1364--MA0684.1.RUNX3	chr10	117494384	117494393	-	0.000	0.000	Merged-chr10-117494286-56
NR2313--MA0002.2.RUNX1	chr12	107982497	107982507	-	0.000	0.000	Merged-chr12-107982520-41
NR9606--MA0684.1.RUNX3	chr9	44105927	44105936	-	0.000	0.000	Merged-chr9-44105911-22
NR4450--MA0002.2.RUNX1	chr17	83645436	83645446	+	0.000	0.000	Merged-chr17-83645491-40
NR311--MA0002.2.RUNX1	chr1	89090406	89090416	-	0.000	0.000	Merged-chr1-89090487-27
NR8604--MA0002.2.RUNX1	chr7	44839664	44839674	+	0.000	0.000	Merged-chr7-44839649-46
NR9044--MA0002.2.RUNX1	chr7	138886504	138886514	+	0.000	0.000	Merged-chr7-138886601-6
NR3898--MA0511.2.RUNX2	chr16	49699229	49699237	-	0.000	0.000	Merged-chr16-49699249-55
NR7364--MA0002.2.RUNX1	chr5	52126036	52126046	+	0.000	0.000	Merged-chr5-52126006-25
NR2422--MA0002.2.RUNX1	chr13	5913416	5913426	+	0.000	0.000	Merged-chr13-5913367-24
NR1347--MA0511.2.RUNX2	chr10	116914010	116914018	+	0.000	0.000	Merged-chr10-116914032-56
NR3947--MA0684.1.RUNX3	chr16	58519518	58519527	+	0.000	0.000	Merged-chr16-58519695-16
NR5479--MA0002.2.RUNX1	chr2	80324545	80324555	-	0.000	0.000	Merged-chr2-80324472-29
NR1248--MA0002.2.RUNX1	chr10	91167021	91167031	-	0.000	0.000	Merged-chr10-91167120-36
NR3262--MA0684.1.RUNX3	chr14	103048757	103048766	+	0.000	0.000	Merged-chr14-103048950-60
NR420--MA0002.2.RUNX1	chr1	125441362	125441372	+	0.000	0.000	Merged-chr1-125441635-68
NR8442--MA0002.2.RUNX1	chr6	143105927	143105937	-	0.000	0.000	Merged-chr6-143106016-7
NR2260--MA0002.2.RUNX1	chr12	100420601	100420611	-	0.000	0.000	Merged-chr12-100420665-18
NR1185--MA0511.2.RUNX2	chr10	81194417	81194425	-	0.000	0.000	Merged-chr10-81194350-49
NR9282--MA0684.1.RUNX3	chr8	71592045	71592054	-	0.000	0.000	Merged-chr8-71592114-88
NR5273--MA0511.2.RUNX2	chr2	30693523	30693531	-	0.000	0.000	Merged-chr2-30693390-54
NR2660--MA0684.1.RUNX3	chr13	65070185	65070194	-	0.000	0.000	Merged-chr13-65070187-24
NR5117--MA0684.1.RUNX3	chr19	57113350	57113359	+	0.000	0.000	Merged-chr19-57113185-31
NR9361--MA0511.2.RUNX2	chr8	105259797	105259805	+	0.000	0.000	Merged-chr8-105259865-21
NR3437--MA0684.1.RUNX3	chr15	36640860	36640869	-	0.000	0.000	Merged-chr15-36640954-48
NR4320--MA0002.2.RUNX1	chr17	51732852	51732862	-	0.000	0.000	Merged-chr17-51732863-12
NR5574--MA0684.1.RUNX3	chr2	114145113	114145122	+	0.000	0.000	Merged-chr2-114145226-70
NR1565--MA0511.2.RUNX2	chr11	32138418	32138426	-	0.000	0.000	Merged-chr11-32138495-33
NR3417--MA0002.2.RUNX1	chr15	33083258	33083268	+	0.000	0.000	Merged-chr15-33083437-82
NR1409--MA0684.1.RUNX3	chr10	120201986	120201995	+	0.000	0.000	Merged-chr10-120201986-109
NR2892--MA0002.2.RUNX1	chr13	112133859	112133869	-	0.000	0.000	Merged-chr13-112133906-22
NR162--MA0002.2.RUNX1	chr1	54647524	54647534	+	0.000	0.000	Merged-chr1-54647549-11
NR7092--MA0684.1.RUNX3	chr4	138282880	138282889	-	0.000	0.000	Merged-chr4-138283015-36
NR10151--MA0511.2.RUNX2	chrX	77509329	77509337	+	0.000	0.000	Merged-chrX-77509424-59
NR9708--MA0002.2.RUNX1	chr9	63739071	63739081	+	0.000	0.000	Merged-chr9-63739082-5
NR1674--MA0511.2.RUNX2	chr11	73019625	73019633	-	0.000	0.000	Merged-chr11-73019652-4
NR3403--MA0684.1.RUNX3	chr15	28081354	28081363	+	0.000	0.000	Merged-chr15-28081319-36
NR1099--MA0002.2.RUNX1	chr10	67891369	67891379	-	0.000	0.000	Merged-chr10-67891340-18
NR4747--MA0002.2.RUNX1	chr18	66465023	66465033	-	0.000	0.000	Merged-chr18-66464965-21
NR5187--MA0002.2.RUNX1	chr2	11159828	11159838	-	0.000	0.000	Merged-chr2-11159874-38
NR9152--MA0684.1.RUNX3	chr8	14090513	14090522	-	0.000	0.000	Merged-chr8-14090395-62
NR7267--MA0684.1.RUNX3	chr5	21030385	21030394	-	0.000	0.000	Merged-chr5-21030379-15
NR1085--MA0684.1.RUNX3	chr10	62507952	62507961	-	0.000	0.000	Merged-chr10-62507815-50,Merged-chr10-62508148-1
NR10104--MA0684.1.RUNX3	chrX	50490666	50490675	+	0.000	0.000	Merged-chrX-50490696-9
NR7518--MA0002.2.RUNX1	chr5	100466876	100466886	-	0.000	0.000	Merged-chr5-100466890-43
NR6870--MA0684.1.RUNX3	chr4	95778035	95778044	+	0.000	0.000	Merged-chr4-95778146-34
NR651--MA0002.2.RUNX1	chr1	165154336	165154346	-	0.000	0.000	Merged-chr1-165154267-24
NR7203--MA0511.2.RUNX2	chr4	155869394	155869402	-	0.000	0.000	Merged-chr4-155869503-64
NR5523--MA0511.2.RUNX2	chr2	101991895	101991903	-	0.000	0.000	Merged-chr2-101991789-33
NR1336--MA0002.2.RUNX1	chr10	111562798	111562808	-	0.000	0.000	Merged-chr10-111562842-26
NR9384--MA0002.2.RUNX1	chr8	110939463	110939473	-	0.000	0.000	Merged-chr8-110939286-87
NR3367--MA0511.2.RUNX2	chr15	11489307	11489315	-	0.000	0.000	Merged-chr15-11489207-4
NR1021--MA0511.2.RUNX2	chr10	42849060	42849068	+	0.000	0.000	Merged-chr10-42848913-29
NR97--MA0002.2.RUNX1	chr1	38557783	38557793	-	0.000	0.000	Merged-chr1-38557840-50
NR6029--MA0511.2.RUNX2	chr3	52840403	52840411	-	0.000	0.000	Merged-chr3-52840378-53
NR1958--MA0511.2.RUNX2	chr12	16526374	16526382	+	0.000	0.000	Merged-chr12-16526382-42
NR5153--MA0002.2.RUNX1	chr2	3723975	3723985	+	0.000	0.000	Merged-chr2-3723872-33
NR53--MA0511.2.RUNX2	chr1	21333808	21333816	-	0.000	0.000	Merged-chr1-21333700-62
NR3268--MA0002.2.RUNX1	chr14	103532689	103532699	-	0.000	0.000	Merged-chr14-103532610-9
NR3539--MA0002.2.RUNX1	chr15	66785498	66785508	+	0.000	0.000	Merged-chr15-66785581-20
NR3224--MA0511.2.RUNX2	chr14	87452283	87452291	-	0.000	0.000	Merged-chr14-87452152-30
NR2143--MA0002.2.RUNX1	chr12	82283757	82283767	+	0.000	0.000	Merged-chr12-82283703-27
NR3397--MA0684.1.RUNX3	chr15	27828051	27828060	+	0.000	0.000	Merged-chr15-27828052-47
NR4650--MA0511.2.RUNX2	chr18	46381130	46381138	-	0.000	0.000	Merged-chr18-46381195-31
NR9387--MA0511.2.RUNX2	chr8	111577955	111577963	-	0.000	0.000	Merged-chr8-111578108-20
NR8705--MA0002.2.RUNX1	chr7	74459419	74459429	-	0.000	0.000	Merged-chr7-74459467-35
NR6754--MA0002.2.RUNX1	chr4	55398090	55398100	-	0.000	0.000	Merged-chr4-55398224-75
NR6883--MA0684.1.RUNX3	chr4	98040364	98040373	+	0.000	0.000	Merged-chr4-98040330-51
NR6340--MA0002.2.RUNX1	chr3	122202354	122202364	-	0.000	0.000	Merged-chr3-122202498-54
NR9397--MA0002.2.RUNX1	chr8	115045818	115045828	-	0.000	0.000	Merged-chr8-115045943-98
NR2980--MA0002.2.RUNX1	chr14	20775785	20775795	-	0.000	0.000	Merged-chr14-20775848-16
NR4726--MA0002.2.RUNX1	chr18	65297352	65297362	-	0.000	0.000	Merged-chr18-65297305-30
NR9082--MA0511.2.RUNX2	chr7	142393441	142393449	-	0.000	0.000	Merged-chr7-142393362-24
NR9148--MA0511.2.RUNX2	chr8	14090514	14090522	-	0.000	0.000	Merged-chr8-14090395-62
NR316--MA0002.2.RUNX1	chr1	91380683	91380693	+	0.000	0.000	Merged-chr1-91380709-23
NR4312--MA0002.2.RUNX1	chr17	50416226	50416236	-	0.000	0.000	Merged-chr17-50416293-2
NR4978--MA0002.2.RUNX1	chr19	29261912	29261922	-	0.000	0.000	Merged-chr19-29261826-30
NR7369--MA0002.2.RUNX1	chr5	52872436	52872446	-	0.000	0.000	Merged-chr5-52872385-12
NR9210--MA0511.2.RUNX2	chr8	35898294	35898302	-	0.000	0.000	Merged-chr8-35898290-14
NR5023--MA0002.2.RUNX1	chr19	38812311	38812321	+	0.000	0.000	Merged-chr19-38812374-10
NR9654--MA0684.1.RUNX3	chr9	53301584	53301593	-	0.000	0.000	Merged-chr9-53301567-34
NR839--MA0002.2.RUNX1	chr1	193146437	193146447	-	0.000	0.000	Merged-chr1-193146532-29
NR6515--MA0002.2.RUNX1	chr3	146063404	146063414	+	0.000	0.000	Merged-chr3-146063322-20
NR4293--MA0002.2.RUNX1	chr17	47739701	47739711	-	0.000	0.000	Merged-chr17-47739612-38
NR2013--MA0002.2.RUNX1	chr12	33388962	33388972	+	0.000	0.000	Merged-chr12-33389022-18
NR968--MA0684.1.RUNX3	chr10	26879361	26879370	-	0.000	0.000	Merged-chr10-26879299-36
NR9240--MA0684.1.RUNX3	chr8	57638074	57638083	-	0.000	0.000	Merged-chr8-57637972-56
NR8923--MA0002.2.RUNX1	chr7	118102341	118102351	+	0.000	0.000	Merged-chr7-118102163-1
NR6767--MA0002.2.RUNX1	chr4	57091492	57091502	-	0.000	0.000	Merged-chr4-57091525-28
NR554--MA0684.1.RUNX3	chr1	152038202	152038211	+	0.000	0.000	Merged-chr1-152038311-34
NR1252--MA0511.2.RUNX2	chr10	92791360	92791368	-	0.000	0.000	Merged-chr10-92791286-37
NR9637--MA0511.2.RUNX2	chr9	48562593	48562601	-	0.000	0.000	Merged-chr9-48562670-30
