#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR1482--MA0496.2.MAFK	chr10	95557339	95557357	-	0.000	0.000	Merged-chr10-95557525-27
NR10183--MA0591.1.Bach1::Mafk	chr6	129533741	129533755	+	0.000	0.000	Merged-chr6-129533929-3
NR3223--MA0089.1.MAFG::NFE2L1	chr13	45912087	45912092	+	0.000	0.000	Merged-chr13-45912065-13
NR1944--MA0089.1.MAFG::NFE2L1	chr11	55136889	55136894	+	0.000	0.000	Merged-chr11-55136995-49
NR8271--MA0089.1.MAFG::NFE2L1	chr4	59806721	59806726	-	0.000	0.000	Merged-chr4-59806755-11
NR4152--MA0089.1.MAFG::NFE2L1	chr15	10583678	10583683	+	0.000	0.000	Merged-chr15-10583571-15
NR11698--MA0117.2.Mafb	chr8	125344041	125344052	-	0.000	0.000	Merged-chr8-125344095-45
NR1020--MA0501.1.MAF::NFE2	chr10	7826314	7826328	-	0.000	0.000	Merged-chr10-7826287-40
NR8977--MA0089.1.MAFG::NFE2L1	chr5	30014762	30014767	+	0.000	0.000	Merged-chr5-30014671-6
NR11906--MA0501.1.MAF::NFE2	chr9	50525773	50525787	+	0.000	0.000	Merged-chr9-50525750-20
NR2586--MA0495.2.MAFF	chr12	35192260	35192280	-	0.000	0.000	Merged-chr12-35192398-29
NR1655--MA0089.1.MAFG::NFE2L1	chr10	122758461	122758466	+	0.000	0.000	Merged-chr10-122758293-88
NR1139--MA0591.1.Bach1::Mafk	chr10	39371676	39371690	-	0.000	0.000	Merged-chr10-39371656-31
NR3203--MA0117.2.Mafb	chr13	45624033	45624044	+	0.000	0.000	Merged-chr13-45624002-39
NR12276--MA0089.1.MAFG::NFE2L1	chr9	111143779	111143784	+	0.000	0.000	Merged-chr9-111143629-7
NR12041--MA0501.1.MAF::NFE2	chr9	68972418	68972432	+	0.000	0.000	Merged-chr9-68972513-17
NR9427--MA0089.1.MAFG::NFE2L1	chr5	134482411	134482416	-	0.000	0.000	Merged-chr5-134482403-23
NR5989--MA0089.1.MAFG::NFE2L1	chr19	9939074	9939079	-	0.000	0.000	Merged-chr19-9938920-69
NR9167--MA0496.2.MAFK	chr5	91985620	91985638	-	0.000	0.000	Merged-chr5-91985634-1
NR821--MA0659.1.MAFG	chr1	181157216	181157236	+	0.000	0.000	Merged-chr1-181157308-13
NR3954--MA0591.1.Bach1::Mafk	chr14	75227654	75227668	+	0.000	0.000	Merged-chr14-75227646-35
NR7951--MA0591.1.Bach1::Mafk	chr3	137969002	137969016	+	0.000	0.000	Merged-chr3-137969157-49
NR3410--MA0089.1.MAFG::NFE2L1	chr13	93593449	93593454	+	0.000	0.000	Merged-chr13-93593412-57
NR11417--MA0591.1.Bach1::Mafk	chr8	81861546	81861560	+	0.000	0.000	Merged-chr8-81861625-26
NR5019--MA0089.1.MAFG::NFE2L1	chr16	95809371	95809376	-	0.000	0.000	Merged-chr16-95809247-50
NR9514--MA0089.1.MAFG::NFE2L1	chr5	147448722	147448727	-	0.000	0.000	Merged-chr5-147448805-80
NR8684--MA0659.1.MAFG	chr4	140964843	140964863	+	0.000	0.000	Merged-chr4-140964850-8
NR10114--MA0089.1.MAFG::NFE2L1	chr6	122269223	122269228	+	0.000	0.000	Merged-chr6-122269305-33
NR10835--MA0495.2.MAFF	chr7	104465137	104465157	+	0.000	0.000	Merged-chr7-104465292-53
NR5470--MA0089.1.MAFG::NFE2L1	chr17	84019063	84019068	+	0.000	0.000	Merged-chr17-84018962-14
NR708--MA0089.1.MAFG::NFE2L1	chr1	165730219	165730224	+	0.000	0.000	Merged-chr1-165730262-25
NR11137--MA0495.2.MAFF	chr7	140908643	140908663	-	0.000	0.000	Merged-chr7-140908830-38
NR1834--MA0659.1.MAFG	chr11	32561585	32561605	-	0.000	0.000	Merged-chr11-32561785-56
NR8333--MA0495.2.MAFF	chr4	88079188	88079208	+	0.000	0.000	Merged-chr4-88079193-33
NR10270--MA0591.1.Bach1::Mafk	chr6	140305664	140305678	+	0.000	0.000	Merged-chr6-140305740-13
NR8499--MA0089.1.MAFG::NFE2L1	chr4	116300990	116300995	+	0.000	0.000	Merged-chr4-116301152-13
NR9885--MA0501.1.MAF::NFE2	chr6	90422837	90422851	-	0.000	0.000	Merged-chr6-90422836-47
NR6902--MA0089.1.MAFG::NFE2L1	chr2	119034821	119034826	-	0.000	0.000	Merged-chr2-119034979-52
NR2597--MA0089.1.MAFG::NFE2L1	chr12	36241354	36241359	+	0.000	0.000	Merged-chr12-36241330-19
NR9393--MA0591.1.Bach1::Mafk	chr5	123512314	123512328	-	0.000	0.000	Merged-chr5-123512374-9
NR281--MA0501.1.MAF::NFE2	chr1	80642060	80642074	-	0.000	0.000	Merged-chr1-80641880-28
NR11621--MA0089.1.MAFG::NFE2L1	chr8	119678634	119678639	-	0.000	0.000	Merged-chr8-119678653-6
NR1151--MA0496.2.MAFK	chr10	39412353	39412371	-	0.000	0.000	Merged-chr10-39412218-22
NR2482--MA0089.1.MAFG::NFE2L1	chr12	3745872	3745877	-	0.000	0.000	Merged-chr12-3745858-43
NR185--MA0501.1.MAF::NFE2	chr1	58029748	58029762	+	0.000	0.000	Merged-chr1-58029750-23
NR12138--MA0591.1.Bach1::Mafk	chr9	86695910	86695924	-	0.000	0.000	Merged-chr9-86695858-50
NR8623--MA0501.1.MAF::NFE2	chr4	133843253	133843267	-	0.000	0.000	Merged-chr4-133843326-54
NR9781--MA0495.2.MAFF	chr6	65765317	65765337	-	0.000	0.000	Merged-chr6-65765316-29
NR4672--MA0495.2.MAFF	chr16	23175324	23175344	-	0.000	0.000	Merged-chr16-23175130-44
NR7051--MA0089.1.MAFG::NFE2L1	chr2	143992360	143992365	+	0.000	0.000	Merged-chr2-143992158-28
NR4352--MA0089.1.MAFG::NFE2L1	chr15	65727211	65727216	-	0.000	0.000	Merged-chr15-65727192-50
NR5353--MA0591.1.Bach1::Mafk	chr17	65961962	65961976	-	0.000	0.000	Merged-chr17-65961846-52
NR4305--MA0495.2.MAFF	chr15	61541265	61541285	+	0.000	0.000	Merged-chr15-61541070-57
NR10163--MA0496.2.MAFK	chr6	128345841	128345859	-	0.000	0.000	Merged-chr6-128345779-18
NR3740--MA0501.1.MAF::NFE2	chr14	31367878	31367892	-	0.000	0.000	Merged-chr14-31367995-29
NR2382--MA0117.2.Mafb	chr11	114807952	114807963	+	0.000	0.000	Merged-chr11-114808092-65
NR5092--MA0117.2.Mafb	chr17	8237581	8237592	-	0.000	0.000	Merged-chr17-8237581-7
NR10693--MA0089.1.MAFG::NFE2L1	chr7	79249754	79249759	+	0.000	0.000	Merged-chr7-79249720-34
NR6545--MA0591.1.Bach1::Mafk	chr2	52955274	52955288	-	0.000	0.000	Merged-chr2-52955279-28
NR6048--MA0659.1.MAFG	chr19	21785904	21785924	+	0.000	0.000	Merged-chr19-21785964-7
NR6724--MA0659.1.MAFG	chr2	101678594	101678614	+	0.000	0.000	Merged-chr2-101678794-92
NR4674--MA0659.1.MAFG	chr16	23175324	23175344	-	0.000	0.000	Merged-chr16-23175130-44
NR7921--MA0117.2.Mafb	chr3	133760372	133760383	+	0.000	0.000	Merged-chr3-133760332-18
NR4690--MA0495.2.MAFF	chr16	24854663	24854683	+	0.000	0.000	Merged-chr16-24854563-13
NR12072--MA0089.1.MAFG::NFE2L1	chr9	75541823	75541828	-	0.000	0.000	Merged-chr9-75541698-38
NR5728--MA0117.2.Mafb	chr18	56547144	56547155	+	0.000	0.000	Merged-chr18-56547142-34
NR9714--MA0089.1.MAFG::NFE2L1	chr6	50601913	50601918	+	0.000	0.000	Merged-chr6-50601872-31
NR5483--MA0591.1.Bach1::Mafk	chr17	86206505	86206519	-	0.000	0.000	Merged-chr17-86206449-38
NR631--MA0591.1.Bach1::Mafk	chr1	155139156	155139170	-	0.000	0.000	Merged-chr1-155138999-23
NR1174--MA0501.1.MAF::NFE2	chr10	41984535	41984549	-	0.000	0.000	Merged-chr10-41984389-13
NR8335--MA0117.2.Mafb	chr4	88079197	88079208	-	0.000	0.000	Merged-chr4-88079193-33
NR10516--MA0089.1.MAFG::NFE2L1	chr7	28209117	28209122	-	0.000	0.000	Merged-chr7-28209018-32
NR12355--MA0591.1.Bach1::Mafk	chr9	118646504	118646518	+	0.000	0.000	Merged-chr9-118646527-1
NR278--MA0495.2.MAFF	chr1	80641977	80641997	+	0.000	0.000	Merged-chr1-80641880-28
NR3536--MA0089.1.MAFG::NFE2L1	chr13	108316171	108316176	-	0.000	0.000	Merged-chr13-108316339-65
NR1377--MA0089.1.MAFG::NFE2L1	chr10	81525074	81525079	-	0.000	0.000	Merged-chr10-81525209-7
NR6120--MA0089.1.MAFG::NFE2L1	chr19	36364984	36364989	-	0.000	0.000	Merged-chr19-36364955-22
NR1262--MA0089.1.MAFG::NFE2L1	chr10	61233192	61233197	+	0.000	0.000	Merged-chr10-61233317-40
NR8292--MA0501.1.MAF::NFE2	chr4	63899067	63899081	-	0.000	0.000	Merged-chr4-63899190-80
NR504--MA0089.1.MAFG::NFE2L1	chr1	131003551	131003556	-	0.000	0.000	Merged-chr1-131003466-39
NR9525--MA0089.1.MAFG::NFE2L1	chr5	149160677	149160682	-	0.000	0.000	Merged-chr5-149160687-30
NR8181--MA0591.1.Bach1::Mafk	chr4	33587741	33587755	+	0.000	0.000	Merged-chr4-33587729-131
NR4168--MA0501.1.MAF::NFE2	chr15	27577089	27577103	+	0.000	0.000	Merged-chr15-27577065-2
NR7933--MA0495.2.MAFF	chr3	135610515	135610535	-	0.000	0.000	Merged-chr3-135610468-43
NR12085--MA0089.1.MAFG::NFE2L1	chr9	78623690	78623695	+	0.000	0.000	Merged-chr9-78623608-19
NR8180--MA0089.1.MAFG::NFE2L1	chr4	33315972	33315977	-	0.000	0.000	Merged-chr4-33316014-28
NR2266--MA0117.2.Mafb	chr11	101582301	101582312	+	0.000	0.000	Merged-chr11-101582263-20
NR367--MA0496.2.MAFK	chr1	92119342	92119360	+	0.000	0.000	Merged-chr1-92119439-48
NR2323--MA0501.1.MAF::NFE2	chr11	108135098	108135112	+	0.000	0.000	Merged-chr11-108135170-1
NR2418--MA0089.1.MAFG::NFE2L1	chr11	117092973	117092978	+	0.000	0.000	Merged-chr11-117092893-43
NR7466--MA0089.1.MAFG::NFE2L1	chr3	8845797	8845802	+	0.000	0.000	Merged-chr3-8845963-11
NR6046--MA0089.1.MAFG::NFE2L1	chr19	21785914	21785919	-	0.000	0.000	Merged-chr19-21785964-7
NR4226--MA0591.1.Bach1::Mafk	chr15	41447452	41447466	-	0.000	0.000	Merged-chr15-41447450-62
NR8141--MA0495.2.MAFF	chr4	12778374	12778394	+	0.000	0.000	Merged-chr4-12778412-28
NR8407--MA0089.1.MAFG::NFE2L1	chr4	99942369	99942374	-	0.000	0.000	Merged-chr4-99942261-47
NR9898--MA0495.2.MAFF	chr6	94623147	94623167	-	0.000	0.000	Merged-chr6-94623201-16
NR12387--MA0089.1.MAFG::NFE2L1	chr9	122147751	122147756	-	0.000	0.000	Merged-chr9-122147820-8
NR4478--MA0089.1.MAFG::NFE2L1	chr15	89128414	89128419	-	0.000	0.000	Merged-chr15-89128599-54
NR3054--MA0501.1.MAF::NFE2	chr13	5890178	5890192	-	0.000	0.000	Merged-chr13-5890173-33
NR8973--MA0089.1.MAFG::NFE2L1	chr5	29205966	29205971	+	0.000	0.000	Merged-chr5-29205850-28
NR4854--MA0089.1.MAFG::NFE2L1	chr16	57634365	57634370	+	0.000	0.000	Merged-chr16-57634391-20
NR2695--MA0089.1.MAFG::NFE2L1	chr12	80017802	80017807	-	0.000	0.000	Merged-chr12-80017692-17
NR11934--MA0501.1.MAF::NFE2	chr9	56098158	56098172	-	0.000	0.000	Merged-chr9-56098023-21
NR4692--MA0117.2.Mafb	chr16	24854672	24854683	-	0.000	0.000	Merged-chr16-24854563-13
NR9658--MA0117.2.Mafb	chr6	33618528	33618539	-	0.000	0.000	Merged-chr6-33618746-27
NR1658--MA0591.1.Bach1::Mafk	chr10	122815305	122815319	+	0.000	0.000	Merged-chr10-122815337-49
NR5068--MA0496.2.MAFK	chr17	4980174	4980192	-	0.000	0.000	Merged-chr17-4980372-31
NR3811--MA0495.2.MAFF	chr14	54176639	54176659	+	0.000	0.000	Merged-chr14-54176715-16
NR7640--MA0089.1.MAFG::NFE2L1	chr3	84395281	84395286	-	0.000	0.000	Merged-chr3-84395228-27
NR7483--MA0591.1.Bach1::Mafk	chr3	9833533	9833547	-	0.000	0.000	Merged-chr3-9833444-80
NR4328--MA0495.2.MAFF	chr15	62482501	62482521	+	0.000	0.000	Merged-chr15-62482463-45
NR6178--MA0117.2.Mafb	chr19	47511104	47511115	-	0.000	0.000	Merged-chr19-47511108-94
NR8143--MA0659.1.MAFG	chr4	12778374	12778394	+	0.000	0.000	Merged-chr4-12778412-28
NR8899--MA0089.1.MAFG::NFE2L1	chr5	10246074	10246079	-	0.000	0.000	Merged-chr5-10245943-14
NR8365--MA0495.2.MAFF	chr4	89146642	89146662	+	0.000	0.000	Merged-chr4-89146505-16
NR11296--MA0117.2.Mafb	chr8	46869607	46869618	+	0.000	0.000	Merged-chr8-46869591-35
NR5015--MA0089.1.MAFG::NFE2L1	chr16	95729025	95729030	-	0.000	0.000	Merged-chr16-95728966-56
NR9510--MA0089.1.MAFG::NFE2L1	chr5	146844437	146844442	+	0.000	0.000	Merged-chr5-146844411-3
NR11823--MA0501.1.MAF::NFE2	chr9	15037916	15037930	-	0.000	0.000	Merged-chr9-15037808-4
NR1953--MA0089.1.MAFG::NFE2L1	chr11	57791356	57791361	+	0.000	0.000	Merged-chr11-57791276-17
NR12070--MA0089.1.MAFG::NFE2L1	chr9	75541761	75541766	-	0.000	0.000	Merged-chr9-75541698-38
NR739--MA0591.1.Bach1::Mafk	chr1	170863173	170863187	-	0.000	0.000	Merged-chr1-170863214-38
NR1462--MA0089.1.MAFG::NFE2L1	chr10	93442398	93442403	+	0.000	0.000	Merged-chr10-93442339-20
NR6966--MA0117.2.Mafb	chr2	131204767	131204778	-	0.000	0.000	Merged-chr2-131204704-19
NR2699--MA0501.1.MAF::NFE2	chr12	80257148	80257162	+	0.000	0.000	Merged-chr12-80257238-10
NR11727--MA0501.1.MAF::NFE2	chr8	126693818	126693832	+	0.000	0.000	Merged-chr8-126693986-5
NR6751--MA0117.2.Mafb	chr2	104146151	104146162	-	0.000	0.000	Merged-chr2-104146200-22
NR12124--MA0496.2.MAFK	chr9	83564271	83564289	+	0.000	0.000	Merged-chr9-83564254-44
NR11465--MA0591.1.Bach1::Mafk	chr8	91545805	91545819	-	0.000	0.000	Merged-chr8-91545805-43
NR3813--MA0659.1.MAFG	chr14	54176639	54176659	-	0.000	0.000	Merged-chr14-54176715-16
NR3823--MA0089.1.MAFG::NFE2L1	chr14	55745690	55745695	+	0.000	0.000	Merged-chr14-55745715-52
NR9308--MA0591.1.Bach1::Mafk	chr5	107988152	107988166	-	0.000	0.000	Merged-chr5-107988008-32
NR9788--MA0117.2.Mafb	chr6	67348193	67348204	+	0.000	0.000	Merged-chr6-67348220-52
NR6737--MA0089.1.MAFG::NFE2L1	chr2	103547364	103547369	+	0.000	0.000	Merged-chr2-103547353-25
NR5317--MA0089.1.MAFG::NFE2L1	chr17	55976400	55976405	+	0.000	0.000	Merged-chr17-55976480-32
NR7376--MA0591.1.Bach1::Mafk	chr2	172392431	172392445	+	0.000	0.000	Merged-chr2-172392373-19
NR12458--MA0501.1.MAF::NFE2	chrX	74244956	74244970	+	0.000	0.000	Merged-chrX-74244811-5
NR10903--MA0089.1.MAFG::NFE2L1	chr7	112679287	112679292	+	0.000	0.000	Merged-chr7-112679423-49
NR490--MA0089.1.MAFG::NFE2L1	chr1	128766764	128766769	+	0.000	0.000	Merged-chr1-128766652-9
NR12165--MA0495.2.MAFF	chr9	90242863	90242883	+	0.000	0.000	Merged-chr9-90243059-48
NR824--MA0496.2.MAFK	chr1	181157217	181157235	+	0.000	0.000	Merged-chr1-181157308-13
NR270--MA0591.1.Bach1::Mafk	chr1	79581567	79581581	-	0.000	0.000	Merged-chr1-79581562-59
NR8812--MA0501.1.MAF::NFE2	chr4	149979905	149979919	+	0.000	0.000	Merged-chr4-149980058-32
NR4576--MA0117.2.Mafb	chr15	102717591	102717602	-	0.000	0.000	Merged-chr15-102717579-4
NR3258--MA0089.1.MAFG::NFE2L1	chr13	51970224	51970229	-	0.000	0.000	Merged-chr13-51970284-43
NR6333--MA0089.1.MAFG::NFE2L1	chr2	11394756	11394761	-	0.000	0.000	Merged-chr2-11394924-2
NR5986--MA0496.2.MAFK	chr19	8997797	8997815	-	0.000	0.000	Merged-chr19-8997882-60
NR3171--MA0495.2.MAFF	chr13	37759942	37759962	+	0.000	0.000	Merged-chr13-37760092-14
NR8687--MA0496.2.MAFK	chr4	140964844	140964862	-	0.000	0.000	Merged-chr4-140964850-8
NR5413--MA0496.2.MAFK	chr17	74802963	74802981	-	0.000	0.000	Merged-chr17-74802991-25
NR5619--MA0089.1.MAFG::NFE2L1	chr18	32543299	32543304	-	0.000	0.000	Merged-chr18-32543284-47
NR4389--MA0089.1.MAFG::NFE2L1	chr15	73599728	73599733	-	0.000	0.000	Merged-chr15-73599756-21
NR9623--MA0089.1.MAFG::NFE2L1	chr6	28482978	28482983	+	0.000	0.000	Merged-chr6-28483013-10
NR7464--MA0089.1.MAFG::NFE2L1	chr3	7613202	7613207	-	0.000	0.000	Merged-chr3-7613271-98
NR10210--MA0089.1.MAFG::NFE2L1	chr6	134117865	134117870	+	0.000	0.000	Merged-chr6-134117779-3
NR1071--MA0089.1.MAFG::NFE2L1	chr10	21029361	21029366	-	0.000	0.000	Merged-chr10-21029256-16
NR11500--MA0496.2.MAFK	chr8	95833278	95833296	+	0.000	0.000	Merged-chr8-95833320-2
NR7186--MA0495.2.MAFF	chr2	154603806	154603826	+	0.000	0.000	Merged-chr2-154603925-61
NR6342--MA0501.1.MAF::NFE2	chr2	12406868	12406882	+	0.000	0.000	Merged-chr2-12406910-25
NR8815--MA0659.1.MAFG	chr4	150117518	150117538	-	0.000	0.000	Merged-chr4-150117497-12
NR1286--MA0089.1.MAFG::NFE2L1	chr10	67498175	67498180	-	0.000	0.000	Merged-chr10-67498312-2
NR6678--MA0591.1.Bach1::Mafk	chr2	85223660	85223674	+	0.000	0.000	Merged-chr2-85223588-7
NR4361--MA0089.1.MAFG::NFE2L1	chr15	67139102	67139107	+	0.000	0.000	Merged-chr15-67138945-51
NR9130--MA0117.2.Mafb	chr5	89198463	89198474	+	0.000	0.000	Merged-chr5-89198704-31
NR11556--MA0089.1.MAFG::NFE2L1	chr8	111527342	111527347	-	0.000	0.000	Merged-chr8-111527388-53
NR413--MA0089.1.MAFG::NFE2L1	chr1	106375139	106375144	+	0.000	0.000	Merged-chr1-106375068-41
NR11310--MA0659.1.MAFG	chr8	54660905	54660925	+	0.000	0.000	Merged-chr8-54660891-16
NR11961--MA0591.1.Bach1::Mafk	chr9	60998369	60998383	+	0.000	0.000	Merged-chr9-60998373-9
NR8216--MA0089.1.MAFG::NFE2L1	chr4	44012789	44012794	-	0.000	0.000	Merged-chr4-44012710-53
NR10338--MA0591.1.Bach1::Mafk	chr6	144909755	144909769	-	0.000	0.000	Merged-chr6-144909826-5
NR1211--MA0495.2.MAFF	chr10	53346649	53346669	+	0.000	0.000	Merged-chr10-53346835-25
NR1761--MA0496.2.MAFK	chr11	5691284	5691302	-	0.000	0.000	Merged-chr11-5691114-14
NR5199--MA0501.1.MAF::NFE2	chr17	32067712	32067726	+	0.000	0.000	Merged-chr17-32067769-19
NR12166--MA0591.1.Bach1::Mafk	chr9	90242866	90242880	-	0.000	0.000	Merged-chr9-90243059-48
NR4599--MA0659.1.MAFG	chr16	4503695	4503715	-	0.000	0.000	Merged-chr16-4503652-20
NR8173--MA0495.2.MAFF	chr4	32387815	32387835	+	0.000	0.000	Merged-chr4-32387941-10
NR10652--MA0496.2.MAFK	chr7	73517588	73517606	+	0.000	0.000	Merged-chr7-73517689-25
NR5228--MA0089.1.MAFG::NFE2L1	chr17	35121402	35121407	+	0.000	0.000	Merged-chr17-35121514-61
NR7577--MA0089.1.MAFG::NFE2L1	chr3	58122819	58122824	+	0.000	0.000	Merged-chr3-58122834-40
NR7953--MA0089.1.MAFG::NFE2L1	chr3	138008297	138008302	+	0.000	0.000	Merged-chr3-138008366-30
NR4391--MA0495.2.MAFF	chr15	73627474	73627494	-	0.000	0.000	Merged-chr15-73627530-51
NR5438--MA0117.2.Mafb	chr17	79616764	79616775	-	0.000	0.000	Merged-chr17-79616795-12
NR9357--MA0495.2.MAFF	chr5	118269183	118269203	-	0.000	0.000	Merged-chr5-118269215-26
NR1675--MA0089.1.MAFG::NFE2L1	chr10	125330278	125330283	+	0.000	0.000	Merged-chr10-125330277-12
NR7286--MA0501.1.MAF::NFE2	chr2	166708484	166708498	-	0.000	0.000	Merged-chr2-166708496-46
NR9938--MA0089.1.MAFG::NFE2L1	chr6	99013734	99013739	-	0.000	0.000	Merged-chr6-99013612-28
NR6546--MA0659.1.MAFG	chr2	52955271	52955291	+	0.000	0.000	Merged-chr2-52955279-28
NR2507--MA0495.2.MAFF	chr12	12278413	12278433	-	0.000	0.000	Merged-chr12-12278395-37
NR9923--MA0659.1.MAFG	chr6	97447130	97447150	-	0.000	0.000	Merged-chr6-97447180-22
NR4965--MA0089.1.MAFG::NFE2L1	chr16	91475945	91475950	-	0.000	0.000	Merged-chr16-91475994-53
NR3921--MA0089.1.MAFG::NFE2L1	chr14	72807429	72807434	-	0.000	0.000	Merged-chr14-72807438-29
NR3153--MA0496.2.MAFK	chr13	33003647	33003665	-	0.000	0.000	Merged-chr13-33003757-27
NR867--MA0117.2.Mafb	chr1	183964330	183964341	-	0.000	0.000	Merged-chr1-183964383-6
NR7994--MA0659.1.MAFG	chr3	144134643	144134663	+	0.000	0.000	Merged-chr3-144134560-2
NR5673--MA0496.2.MAFK	chr18	39877922	39877940	+	0.000	0.000	Merged-chr18-39877975-43
NR9043--MA0089.1.MAFG::NFE2L1	chr5	57868855	57868860	-	0.000	0.000	Merged-chr5-57869019-33
NR847--MA0496.2.MAFK	chr1	182100629	182100647	-	0.000	0.000	Merged-chr1-182100503-13
NR60--MA0089.1.MAFG::NFE2L1	chr1	20740624	20740629	+	0.000	0.000	Merged-chr1-20740658-39
NR4266--MA0495.2.MAFF	chr15	55327531	55327551	-	0.000	0.000	Merged-chr15-55327422-12
NR11703--MA0501.1.MAF::NFE2	chr8	125344032	125344046	-	0.000	0.000	Merged-chr8-125344095-45
NR2918--MA0089.1.MAFG::NFE2L1	chr12	112702470	112702475	+	0.000	0.000	Merged-chr12-112702539-19
NR9018--MA0501.1.MAF::NFE2	chr5	36996669	36996683	-	0.000	0.000	Merged-chr5-36996710-15
NR11756--MA0089.1.MAFG::NFE2L1	chr8	127655774	127655779	+	0.000	0.000	Merged-chr8-127655779-25
NR186--MA0591.1.Bach1::Mafk	chr1	58195681	58195695	+	0.000	0.000	Merged-chr1-58195651-24
NR6807--MA0591.1.Bach1::Mafk	chr2	117082001	117082015	+	0.000	0.000	Merged-chr2-117082079-6
NR3356--MA0089.1.MAFG::NFE2L1	chr13	73491112	73491117	-	0.000	0.000	Merged-chr13-73490941-1,Merged-chr13-73491277-13
NR614--MA0591.1.Bach1::Mafk	chr1	153690147	153690161	+	0.000	0.000	Merged-chr1-153690210-8
NR4638--MA0591.1.Bach1::Mafk	chr16	18066334	18066348	+	0.000	0.000	Merged-chr16-18066490-64
NR7722--MA0591.1.Bach1::Mafk	chr3	95015675	95015689	+	0.000	0.000	Merged-chr3-95015895-108
NR3920--MA0501.1.MAF::NFE2	chr14	72778152	72778166	-	0.000	0.000	Merged-chr14-72778135-45
NR11537--MA0495.2.MAFF	chr8	110939139	110939159	+	0.000	0.000	Merged-chr8-110939286-87
NR10458--MA0659.1.MAFG	chr7	16343735	16343755	+	0.000	0.000	Merged-chr7-16343810-22
NR7852--MA0501.1.MAF::NFE2	chr3	121981098	121981112	+	0.000	0.000	Merged-chr3-121981151-1
NR4167--MA0591.1.Bach1::Mafk	chr15	27518266	27518280	-	0.000	0.000	Merged-chr15-27518308-43
NR539--MA0089.1.MAFG::NFE2L1	chr1	137898539	137898544	+	0.000	0.000	Merged-chr1-137898663-56
NR12183--MA0496.2.MAFK	chr9	92602541	92602559	+	0.000	0.000	Merged-chr9-92602445-4
NR8175--MA0117.2.Mafb	chr4	32405326	32405337	+	0.000	0.000	Merged-chr4-32405236-4
NR1789--MA0501.1.MAF::NFE2	chr11	19979508	19979522	+	0.000	0.000	Merged-chr11-19979475-55
NR9917--MA0495.2.MAFF	chr6	97447130	97447150	+	0.000	0.000	Merged-chr6-97447180-22
NR7777--MA0089.1.MAFG::NFE2L1	chr3	101651484	101651489	-	0.000	0.000	Merged-chr3-101651434-38
NR7867--MA0495.2.MAFF	chr3	123192153	123192173	-	0.000	0.000	Merged-chr3-123192207-28
NR7251--MA0591.1.Bach1::Mafk	chr2	162931537	162931551	+	0.000	0.000	Merged-chr2-162931607-133
NR1499--MA0089.1.MAFG::NFE2L1	chr10	96535667	96535672	+	0.000	0.000	Merged-chr10-96535668-22
NR6753--MA0501.1.MAF::NFE2	chr2	104146128	104146142	+	0.000	0.000	Merged-chr2-104146200-22
NR10798--MA0117.2.Mafb	chr7	100590963	100590974	+	0.000	0.000	Merged-chr7-100591140-72
NR5253--MA0495.2.MAFF	chr17	36315547	36315567	-	0.000	0.000	Merged-chr17-36315514-41
NR2068--MA0496.2.MAFK	chr11	73137755	73137773	+	0.000	0.000	Merged-chr11-73137945-101
NR1464--MA0659.1.MAFG	chr10	93567012	93567032	+	0.000	0.000	Merged-chr10-93567136-2
NR2629--MA0501.1.MAF::NFE2	chr12	48511795	48511809	-	0.000	0.000	Merged-chr12-48511851-4
NR1106--MA0659.1.MAFG	chr10	26325616	26325636	+	0.000	0.000	Merged-chr10-26325461-56
NR6660--MA0591.1.Bach1::Mafk	chr2	84059442	84059456	-	0.000	0.000	Merged-chr2-84059493-47
NR5445--MA0496.2.MAFK	chr17	80139918	80139936	+	0.000	0.000	Merged-chr17-80140059-47
NR6423--MA0591.1.Bach1::Mafk	chr2	32772913	32772927	-	0.000	0.000	Merged-chr2-32772920-32
NR2442--MA0659.1.MAFG	chr11	118743058	118743078	+	0.000	0.000	Merged-chr11-118743015-7
NR3178--MA0117.2.Mafb	chr13	37778392	37778403	+	0.000	0.000	Merged-chr13-37778418-44
NR5219--MA0117.2.Mafb	chr17	34296158	34296169	-	0.000	0.000	Merged-chr17-34296219-24
NR7484--MA0501.1.MAF::NFE2	chr3	9833530	9833544	-	0.000	0.000	Merged-chr3-9833444-80
NR1218--MA0659.1.MAFG	chr10	53348580	53348600	+	0.000	0.000	Merged-chr10-53348557-41
NR7533--MA0117.2.Mafb	chr3	31056858	31056869	-	0.000	0.000	Merged-chr3-31056991-112
NR6274--MA0591.1.Bach1::Mafk	chr19	60144560	60144574	-	0.000	0.000	Merged-chr19-60144612-35
NR12471--MA0501.1.MAF::NFE2	chrX	75764612	75764626	+	0.000	0.000	Merged-chrX-75764478-65
NR4385--MA0089.1.MAFG::NFE2L1	chr15	73318726	73318731	+	0.000	0.000	Merged-chr15-73318798-19
NR7871--MA0496.2.MAFK	chr3	123192154	123192172	-	0.000	0.000	Merged-chr3-123192207-28
