#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR8851--MA0089.1.MAFG::NFE2L1	chr6	56568758	56568763	-	0.000	0.000	Merged-chr6-56568855-65
NR207--MA0117.2.Mafb	chr1	74438159	74438170	+	0.000	0.000	Merged-chr1-74438278-27
NR8360--MA0089.1.MAFG::NFE2L1	chr5	107649020	107649025	+	0.000	0.000	Merged-chr5-107649073-49
NR9301--MA0089.1.MAFG::NFE2L1	chr6	140767095	140767100	+	0.000	0.000	Merged-chr6-140766985-92
NR3628--MA0117.2.Mafb	chr14	75175422	75175433	-	0.000	0.000	Merged-chr14-75175322-22
NR7548--MA0501.1.MAF::NFE2	chr4	94603207	94603221	+	0.000	0.000	Merged-chr4-94603187-63
NR8892--MA0495.2.MAFF	chr6	70714455	70714475	+	0.000	0.000	Merged-chr6-70714490-34
NR392--MA0591.1.Bach1::Mafk	chr1	128615674	128615688	-	0.000	0.000	Merged-chr1-128615599-2
NR5672--MA0591.1.Bach1::Mafk	chr2	3713418	3713432	+	0.000	0.000	Merged-chr2-3713630-67
NR6706--MA0501.1.MAF::NFE2	chr3	27209993	27210007	-	0.000	0.000	Merged-chr3-27210053-38
NR5703--MA0501.1.MAF::NFE2	chr2	9574293	9574307	-	0.000	0.000	Merged-chr2-9574386-32
NR5994--MA0591.1.Bach1::Mafk	chr2	90528312	90528326	-	0.000	0.000	Merged-chr2-90528384-23
NR10176--MA0501.1.MAF::NFE2	chr8	46869607	46869621	-	0.000	0.000	Merged-chr8-46869591-35
NR1831--MA0089.1.MAFG::NFE2L1	chr11	67965648	67965653	-	0.000	0.000	Merged-chr11-67965587-20
NR1352--MA0496.2.MAFK	chr10	93261569	93261587	+	0.000	0.000	Merged-chr10-93261429-32
NR3608--MA0496.2.MAFK	chr14	71104098	71104116	-	0.000	0.000	Merged-chr14-71104246-27
NR2384--MA0089.1.MAFG::NFE2L1	chr12	70995435	70995440	+	0.000	0.000	Merged-chr12-70995410-19
NR5108--MA0089.1.MAFG::NFE2L1	chr18	23845166	23845171	+	0.000	0.000	Merged-chr18-23845063-50
NR6864--MA0591.1.Bach1::Mafk	chr3	90248127	90248141	-	0.000	0.000	Merged-chr3-90248138-59
NR9793--MA0089.1.MAFG::NFE2L1	chr7	98341602	98341607	+	0.000	0.000	Merged-chr7-98341648-39
NR8373--MA0089.1.MAFG::NFE2L1	chr5	111273723	111273728	+	0.000	0.000	Merged-chr5-111273731-20
NR10889--MA0591.1.Bach1::Mafk	chr9	83564273	83564287	+	0.000	0.000	Merged-chr9-83564254-44
NR9615--MA0495.2.MAFF	chr7	49093858	49093878	-	0.000	0.000	Merged-chr7-49093959-29
NR4399--MA0501.1.MAF::NFE2	chr16	50298970	50298984	-	0.000	0.000	Merged-chr16-50299012-15
NR2648--MA0496.2.MAFK	chr12	111516975	111516993	-	0.000	0.000	Merged-chr12-111516948-28
NR5239--MA0501.1.MAF::NFE2	chr18	61536614	61536628	-	0.000	0.000	Merged-chr18-61536534-28
NR7920--MA0089.1.MAFG::NFE2L1	chr4	150909918	150909923	-	0.000	0.000	Merged-chr4-150909856-55
NR5761--MA0089.1.MAFG::NFE2L1	chr2	24776396	24776401	+	0.000	0.000	Merged-chr2-24776490-30
NR2989--MA0501.1.MAF::NFE2	chr13	67844338	67844352	+	0.000	0.000	Merged-chr13-67844387-42
NR7071--MA0591.1.Bach1::Mafk	chr3	126693213	126693227	-	0.000	0.000	Merged-chr3-126693084-1
NR5976--MA0089.1.MAFG::NFE2L1	chr2	80638781	80638786	+	0.000	0.000	Merged-chr2-80638943-54
NR679--MA0501.1.MAF::NFE2	chr1	172289021	172289035	-	0.000	0.000	Merged-chr1-172289073-4
NR9980--MA0089.1.MAFG::NFE2L1	chr7	125190161	125190166	+	0.000	0.000	Merged-chr7-125190262-47
NR7592--MA0495.2.MAFF	chr4	103203368	103203388	+	0.000	0.000	Merged-chr4-103203272-1
NR11013--MA0117.2.Mafb	chr9	108110700	108110711	-	0.000	0.000	Merged-chr9-108110847-31
NR11053--MA0501.1.MAF::NFE2	chr9	115162926	115162940	+	0.000	0.000	Merged-chr9-115163085-16
NR4181--MA0591.1.Bach1::Mafk	chr15	95276695	95276709	+	0.000	0.000	Merged-chr15-95276729-22
NR1525--MA0591.1.Bach1::Mafk	chr10	121516498	121516512	-	0.000	0.000	Merged-chr10-121516361-16
NR5687--MA0089.1.MAFG::NFE2L1	chr2	6396238	6396243	+	0.000	0.000	Merged-chr2-6396232-31
NR10705--MA0495.2.MAFF	chr9	37242669	37242689	+	0.000	0.000	Merged-chr9-37242651-16
NR6802--MA0089.1.MAFG::NFE2L1	chr3	65666318	65666323	-	0.000	0.000	Merged-chr3-65666275-57
NR3223--MA0089.1.MAFG::NFE2L1	chr13	108158751	108158756	-	0.000	0.000	Merged-chr13-108158650-72
NR5708--MA0495.2.MAFF	chr2	9946990	9947010	+	0.000	0.000	Merged-chr2-9946908-17
NR8894--MA0117.2.Mafb	chr6	70714464	70714475	-	0.000	0.000	Merged-chr6-70714490-34
NR8409--MA0495.2.MAFF	chr5	115635603	115635623	+	0.000	0.000	Merged-chr5-115635680-25
NR11118--MA0501.1.MAF::NFE2	chr9	123960359	123960373	-	0.000	0.000	Merged-chr9-123960411-24
NR120--MA0496.2.MAFK	chr1	52066890	52066908	-	0.000	0.000	Merged-chr1-52066714-41
NR8057--MA0501.1.MAF::NFE2	chr5	21786767	21786781	-	0.000	0.000	Merged-chr5-21786800-52
NR6094--MA0591.1.Bach1::Mafk	chr2	114059831	114059845	+	0.000	0.000	Merged-chr2-114059851-34
NR4421--MA0495.2.MAFF	chr16	52418693	52418713	+	0.000	0.000	Merged-chr16-52418568-49
NR11347--MA0089.1.MAFG::NFE2L1	chrX	163848672	163848677	-	0.000	0.000	Merged-chrX-163848776-29
NR11232--MA0089.1.MAFG::NFE2L1	chrX	95165870	95165875	-	0.000	0.000	Merged-chrX-95165737-1
NR10890--MA0501.1.MAF::NFE2	chr9	83564276	83564290	+	0.000	0.000	Merged-chr9-83564254-44
NR9218--MA0591.1.Bach1::Mafk	chr6	128345843	128345857	+	0.000	0.000	Merged-chr6-128345779-18
NR4545--MA0591.1.Bach1::Mafk	chr16	84496931	84496945	-	0.000	0.000	Merged-chr16-84496971-26
NR10501--MA0659.1.MAFG	chr8	121187821	121187841	+	0.000	0.000	Merged-chr8-121187823-40
NR9803--MA0089.1.MAFG::NFE2L1	chr7	101302097	101302102	+	0.000	0.000	Merged-chr7-101301960-107
NR4454--MA0089.1.MAFG::NFE2L1	chr16	57398740	57398745	-	0.000	0.000	Merged-chr16-57398780-28
NR4790--MA0659.1.MAFG	chr17	32891390	32891410	-	0.000	0.000	Merged-chr17-32891413-48
NR2863--MA0501.1.MAF::NFE2	chr13	35131504	35131518	+	0.000	0.000	Merged-chr13-35131726-73
NR8986--MA0496.2.MAFK	chr6	97447131	97447149	+	0.000	0.000	Merged-chr6-97447180-22
NR10859--MA0501.1.MAF::NFE2	chr9	79792865	79792879	-	0.000	0.000	Merged-chr9-79792846-1
NR9978--MA0495.2.MAFF	chr7	125186773	125186793	-	0.000	0.000	Merged-chr7-125186656-23
NR10605--MA0089.1.MAFG::NFE2L1	chr8	127331975	127331980	-	0.000	0.000	Merged-chr8-127331897-21
NR4159--MA0591.1.Bach1::Mafk	chr15	93581873	93581887	+	0.000	0.000	Merged-chr15-93581886-25
NR5961--MA0089.1.MAFG::NFE2L1	chr2	73547513	73547518	-	0.000	0.000	Merged-chr2-73547425-29
NR4631--MA0496.2.MAFK	chr16	95893615	95893633	-	0.000	0.000	Merged-chr16-95893684-47
NR6890--MA0089.1.MAFG::NFE2L1	chr3	95511979	95511984	+	0.000	0.000	Merged-chr3-95512078-41
NR2913--MA0495.2.MAFF	chr13	48516052	48516072	-	0.000	0.000	Merged-chr13-48516187-54
NR9238--MA0089.1.MAFG::NFE2L1	chr6	129273866	129273871	-	0.000	0.000	Merged-chr6-129273817-44
NR8384--MA0089.1.MAFG::NFE2L1	chr5	113366119	113366124	+	0.000	0.000	Merged-chr5-113366086-12
NR292--MA0089.1.MAFG::NFE2L1	chr1	94040621	94040626	+	0.000	0.000	Merged-chr1-94040599-7
NR10391--MA0089.1.MAFG::NFE2L1	chr8	111527344	111527349	+	0.000	0.000	Merged-chr8-111527388-53
NR1062--MA0089.1.MAFG::NFE2L1	chr10	40479424	40479429	-	0.000	0.000	Merged-chr10-40479489-48
NR5681--MA0501.1.MAF::NFE2	chr2	5613919	5613933	-	0.000	0.000	Merged-chr2-5614101-68
NR5887--MA0089.1.MAFG::NFE2L1	chr2	59244915	59244920	-	0.000	0.000	Merged-chr2-59244755-83
NR6626--MA0089.1.MAFG::NFE2L1	chr2	178078439	178078444	+	0.000	0.000	Merged-chr2-178078540-79
NR7522--MA0591.1.Bach1::Mafk	chr4	88722181	88722195	+	0.000	0.000	Merged-chr4-88722242-68
NR5206--MA0089.1.MAFG::NFE2L1	chr18	53951221	53951226	-	0.000	0.000	Merged-chr18-53951279-47
NR8095--MA0089.1.MAFG::NFE2L1	chr5	31193021	31193026	+	0.000	0.000	Merged-chr5-31193113-62
NR10163--MA0496.2.MAFK	chr8	40595244	40595262	+	0.000	0.000	Merged-chr8-40595277-53
NR7015--MA0495.2.MAFF	chr3	115731077	115731097	+	0.000	0.000	Merged-chr3-115730795-45
NR4423--MA0117.2.Mafb	chr16	52418702	52418713	-	0.000	0.000	Merged-chr16-52418568-49
NR4204--MA0659.1.MAFG	chr15	99284737	99284757	+	0.000	0.000	Merged-chr15-99284805-29
NR2141--MA0591.1.Bach1::Mafk	chr11	113788826	113788840	-	0.000	0.000	Merged-chr11-113788685-32
NR4784--MA0495.2.MAFF	chr17	32891342	32891362	-	0.000	0.000	Merged-chr17-32891413-48
NR933--MA0117.2.Mafb	chr10	9880541	9880552	-	0.000	0.000	Merged-chr10-9880520-21
NR2545--MA0501.1.MAF::NFE2	chr12	100903999	100904013	-	0.000	0.000	Merged-chr12-100903895-50
NR6545--MA0591.1.Bach1::Mafk	chr2	167986854	167986868	+	0.000	0.000	Merged-chr2-167986885-20
NR8207--MA0089.1.MAFG::NFE2L1	chr5	67437667	67437672	+	0.000	0.000	Merged-chr5-67437495-24
NR5508--MA0089.1.MAFG::NFE2L1	chr19	24971628	24971633	+	0.000	0.000	Merged-chr19-24971475-35
NR6867--MA0591.1.Bach1::Mafk	chr3	90587054	90587068	+	0.000	0.000	Merged-chr3-90587051-129
NR4278--MA0089.1.MAFG::NFE2L1	chr16	17558146	17558151	+	0.000	0.000	Merged-chr16-17558188-10
NR11027--MA0117.2.Mafb	chr9	110946591	110946602	+	0.000	0.000	Merged-chr9-110946775-46
NR7737--MA0591.1.Bach1::Mafk	chr4	126677676	126677690	-	0.000	0.000	Merged-chr4-126677717-65
NR5568--MA0591.1.Bach1::Mafk	chr19	37673598	37673612	+	0.000	0.000	Merged-chr19-37673644-14
NR4570--MA0591.1.Bach1::Mafk	chr16	91011081	91011095	-	0.000	0.000	Merged-chr16-91011174-91
NR8468--MA0501.1.MAF::NFE2	chr5	122288691	122288705	+	0.000	0.000	Merged-chr5-122288620-47
NR10410--MA0495.2.MAFF	chr8	114827951	114827971	+	0.000	0.000	Merged-chr8-114827990-5
NR11285--MA0495.2.MAFF	chrX	113002212	113002232	+	0.000	0.000	Merged-chrX-113002387-37
NR2356--MA0591.1.Bach1::Mafk	chr12	52830953	52830967	-	0.000	0.000	Merged-chr12-52830906-26
NR128--MA0089.1.MAFG::NFE2L1	chr1	55430424	55430429	+	0.000	0.000	Merged-chr1-55430665-40
NR11184--MA0659.1.MAFG	chrX	52819568	52819588	-	0.000	0.000	Merged-chrX-52819571-21
NR4184--MA0591.1.Bach1::Mafk	chr15	96520621	96520635	-	0.000	0.000	Merged-chr15-96520737-46
NR8241--MA0117.2.Mafb	chr5	89198463	89198474	+	0.000	0.000	Merged-chr5-89198704-31
NR9525--MA0089.1.MAFG::NFE2L1	chr7	24507501	24507506	+	0.000	0.000	Merged-chr7-24507422-39
NR3247--MA0089.1.MAFG::NFE2L1	chr13	109776341	109776346	-	0.000	0.000	Merged-chr13-109776276-46
NR3165--MA0501.1.MAF::NFE2	chr13	101632992	101633006	+	0.000	0.000	Merged-chr13-101632965-14
NR1964--MA0117.2.Mafb	chr11	88748150	88748161	+	0.000	0.000	Merged-chr11-88748166-8
NR8588--MA0591.1.Bach1::Mafk	chr5	143561770	143561784	+	0.000	0.000	Merged-chr5-143561800-6
NR10380--MA0591.1.Bach1::Mafk	chr8	107324383	107324397	+	0.000	0.000	Merged-chr8-107324257-32
NR7466--MA0089.1.MAFG::NFE2L1	chr4	57928013	57928018	-	0.000	0.000	Merged-chr4-57928066-27
NR1128--MA0501.1.MAF::NFE2	chr10	59580702	59580716	-	0.000	0.000	Merged-chr10-59580769-23
NR4785--MA0591.1.Bach1::Mafk	chr17	32891345	32891359	+	0.000	0.000	Merged-chr17-32891413-48
NR8333--MA0496.2.MAFK	chr5	103817973	103817991	+	0.000	0.000	Merged-chr5-103817975-33
NR6498--MA0496.2.MAFK	chr2	163155370	163155388	-	0.000	0.000	Merged-chr2-163155228-25
NR6291--MA0591.1.Bach1::Mafk	chr2	131502202	131502216	+	0.000	0.000	Merged-chr2-131502191-12
NR3128--MA0659.1.MAFG	chr13	96697952	96697972	+	0.000	0.000	Merged-chr13-96698036-39
NR2212--MA0501.1.MAF::NFE2	chr12	3359625	3359639	-	0.000	0.000	Merged-chr12-3359484-30
NR1740--MA0501.1.MAF::NFE2	chr11	49266461	49266475	+	0.000	0.000	Merged-chr11-49266442-28
NR3164--MA0591.1.Bach1::Mafk	chr13	101632989	101633003	-	0.000	0.000	Merged-chr13-101632965-14
NR64--MA0089.1.MAFG::NFE2L1	chr1	36368229	36368234	+	0.000	0.000	Merged-chr1-36368235-2
NR6220--MA0089.1.MAFG::NFE2L1	chr2	120352979	120352984	-	0.000	0.000	Merged-chr2-120353009-52
NR8193--MA0089.1.MAFG::NFE2L1	chr5	65991472	65991477	-	0.000	0.000	Merged-chr5-65991414-25
NR2954--MA0495.2.MAFF	chr13	55636649	55636669	+	0.000	0.000	Merged-chr13-55636712-28
NR9336--MA0659.1.MAFG	chr6	142877322	142877342	+	0.000	0.000	Merged-chr6-142877386-8
NR5737--MA0501.1.MAF::NFE2	chr2	13793233	13793247	-	0.000	0.000	Merged-chr2-13793433-83
NR5554--MA0659.1.MAFG	chr19	33429569	33429589	-	0.000	0.000	Merged-chr19-33429713-40
NR4161--MA0089.1.MAFG::NFE2L1	chr15	93712836	93712841	-	0.000	0.000	Merged-chr15-93712745-43
NR2187--MA0591.1.Bach1::Mafk	chr11	119345107	119345121	-	0.000	0.000	Merged-chr11-119345028-19
NR9926--MA0501.1.MAF::NFE2	chr7	118104853	118104867	-	0.000	0.000	Merged-chr7-118104738-1,Merged-chr7-118105003-9
NR5086--MA0496.2.MAFK	chr18	10744228	10744246	-	0.000	0.000	Merged-chr18-10744169-16
NR1857--MA0501.1.MAF::NFE2	chr11	70792594	70792608	-	0.000	0.000	Merged-chr11-70792597-17
NR4882--MA0501.1.MAF::NFE2	chr17	56303249	56303263	-	0.000	0.000	Merged-chr17-56303360-16
NR1173--MA0089.1.MAFG::NFE2L1	chr10	68080331	68080336	-	0.000	0.000	Merged-chr10-68080253-7
NR3345--MA0496.2.MAFK	chr13	120300086	120300104	-	0.000	0.000	Merged-chr13-120300021-103
NR7376--MA0591.1.Bach1::Mafk	chr4	24569376	24569390	-	0.000	0.000	Merged-chr4-24569297-30
NR3722--MA0591.1.Bach1::Mafk	chr14	105177470	105177484	+	0.000	0.000	Merged-chr14-105177397-2
NR3910--MA0089.1.MAFG::NFE2L1	chr15	21885342	21885347	-	0.000	0.000	Merged-chr15-21885373-15
NR10504--MA0496.2.MAFK	chr8	121187822	121187840	+	0.000	0.000	Merged-chr8-121187823-40
NR7698--MA0591.1.Bach1::Mafk	chr4	121231531	121231545	+	0.000	0.000	Merged-chr4-121231330-50
NR5883--MA0089.1.MAFG::NFE2L1	chr2	58357676	58357681	-	0.000	0.000	Merged-chr2-58357773-63
NR3620--MA0501.1.MAF::NFE2	chr14	73170124	73170138	+	0.000	0.000	Merged-chr14-73170198-47
NR157--MA0496.2.MAFK	chr1	60565654	60565672	-	0.000	0.000	Merged-chr1-60565774-1
NR211--MA0501.1.MAF::NFE2	chr1	74726840	74726854	-	0.000	0.000	Merged-chr1-74726770-27
NR2895--MA0089.1.MAFG::NFE2L1	chr13	43457442	43457447	-	0.000	0.000	Merged-chr13-43457305-9
NR11081--MA0591.1.Bach1::Mafk	chr9	119271610	119271624	-	0.000	0.000	Merged-chr9-119271668-22
NR7262--MA0089.1.MAFG::NFE2L1	chr3	153764875	153764880	+	0.000	0.000	Merged-chr3-153764846-117
NR7655--MA0591.1.Bach1::Mafk	chr4	114908909	114908923	-	0.000	0.000	Merged-chr4-114908814-141
NR17--MA0117.2.Mafb	chr1	13752722	13752733	-	0.000	0.000	Merged-chr1-13752649-29
NR5619--MA0089.1.MAFG::NFE2L1	chr19	53740992	53740997	-	0.000	0.000	Merged-chr19-53741018-5
NR1846--MA0496.2.MAFK	chr11	69332064	69332082	+	0.000	0.000	Merged-chr11-69332186-23
NR1096--MA0117.2.Mafb	chr10	53461297	53461308	+	0.000	0.000	Merged-chr10-53461441-37
NR3576--MA0501.1.MAF::NFE2	chr14	67188811	67188825	-	0.000	0.000	Merged-chr14-67188777-92
NR5515--MA0501.1.MAF::NFE2	chr19	26414882	26414896	-	0.000	0.000	Merged-chr19-26414799-20
NR6827--MA0591.1.Bach1::Mafk	chr3	86142721	86142735	-	0.000	0.000	Merged-chr3-86142688-69
NR1759--MA0659.1.MAFG	chr11	51898836	51898856	+	0.000	0.000	Merged-chr11-51898870-27
NR4251--MA0591.1.Bach1::Mafk	chr16	4964367	4964381	+	0.000	0.000	Merged-chr16-4964383-52
NR4416--MA0501.1.MAF::NFE2	chr16	52108054	52108068	+	0.000	0.000	Merged-chr16-52108040-37
NR9005--MA0659.1.MAFG	chr6	99420832	99420852	-	0.000	0.000	Merged-chr6-99420809-31
NR2274--MA0591.1.Bach1::Mafk	chr12	25155590	25155604	-	0.000	0.000	Merged-chr12-25155613-40
NR2045--MA0496.2.MAFK	chr11	103774035	103774053	+	0.000	0.000	Merged-chr11-103774005-26
NR2718--MA0089.1.MAFG::NFE2L1	chr12	115813183	115813188	-	0.000	0.000	Merged-chr12-115813006-23
NR5563--MA0117.2.Mafb	chr19	35125724	35125735	+	0.000	0.000	Merged-chr19-35125605-25
NR9683--MA0496.2.MAFK	chr7	72270221	72270239	+	0.000	0.000	Merged-chr7-72270231-51
NR2603--MA0089.1.MAFG::NFE2L1	chr12	105722919	105722924	+	0.000	0.000	Merged-chr12-105722863-24
NR3156--MA0089.1.MAFG::NFE2L1	chr13	99780952	99780957	+	0.000	0.000	Merged-chr13-99780830-1
NR4565--MA0496.2.MAFK	chr16	90279228	90279246	+	0.000	0.000	Merged-chr16-90279320-12
NR5566--MA0495.2.MAFF	chr19	37673595	37673615	+	0.000	0.000	Merged-chr19-37673644-14
NR11310--MA0659.1.MAFG	chrX	139610652	139610672	+	0.000	0.000	Merged-chrX-139610581-86
NR5308--MA0501.1.MAF::NFE2	chr18	74213965	74213979	-	0.000	0.000	Merged-chr18-74213885-15
NR1094--MA0496.2.MAFK	chr10	53346650	53346668	-	0.000	0.000	Merged-chr10-53346835-25
NR1200--MA0501.1.MAF::NFE2	chr10	76802327	76802341	-	0.000	0.000	Merged-chr10-76802342-40
NR1976--MA0496.2.MAFK	chr11	90576718	90576736	+	0.000	0.000	Merged-chr11-90576690-20
NR1761--MA0496.2.MAFK	chr11	51898837	51898855	+	0.000	0.000	Merged-chr11-51898870-27
NR9222--MA0496.2.MAFK	chr6	128345841	128345859	+	0.000	0.000	Merged-chr6-128345779-18
NR10793--MA0117.2.Mafb	chr9	62020524	62020535	+	0.000	0.000	Merged-chr9-62020503-14
NR7029--MA0496.2.MAFK	chr3	116656392	116656410	+	0.000	0.000	Merged-chr3-116656324-16
NR2529--MA0089.1.MAFG::NFE2L1	chr12	98259277	98259282	-	0.000	0.000	Merged-chr12-98259208-73
NR1316--MA0659.1.MAFG	chr10	89415701	89415721	-	0.000	0.000	Merged-chr10-89415714-14
NR8997--MA0089.1.MAFG::NFE2L1	chr6	99057414	99057419	+	0.000	0.000	Merged-chr6-99057290-54
NR9388--MA0501.1.MAF::NFE2	chr6	144902836	144902850	-	0.000	0.000	Merged-chr6-144902713-143
NR7086--MA0089.1.MAFG::NFE2L1	chr3	130691917	130691922	-	0.000	0.000	Merged-chr3-130691928-1
NR10581--MA0495.2.MAFF	chr8	126551246	126551266	+	0.000	0.000	Merged-chr8-126551138-20
NR1300--MA0496.2.MAFK	chr10	86794891	86794909	+	0.000	0.000	Merged-chr10-86794881-42
NR2992--MA0117.2.Mafb	chr13	69821588	69821599	+	0.000	0.000	Merged-chr13-69821460-47
NR7123--MA0501.1.MAF::NFE2	chr3	135604831	135604845	+	0.000	0.000	Merged-chr3-135604723-37
NR8403--MA0089.1.MAFG::NFE2L1	chr5	115133603	115133608	+	0.000	0.000	Merged-chr5-115133709-3
NR9923--MA0659.1.MAFG	chr7	118104820	118104840	-	0.000	0.000	Merged-chr7-118104738-1,Merged-chr7-118105003-9
NR2947--MA0501.1.MAF::NFE2	chr13	54192449	54192463	-	0.000	0.000	Merged-chr13-54192310-53
NR3545--MA0089.1.MAFG::NFE2L1	chr14	62799141	62799146	+	0.000	0.000	Merged-chr14-62798973-44
NR6620--MA0089.1.MAFG::NFE2L1	chr2	177498231	177498236	-	0.000	0.000	Merged-chr2-177498086-85
NR2625--MA0117.2.Mafb	chr12	108453596	108453607	-	0.000	0.000	Merged-chr12-108453818-55
NR867--MA0117.2.Mafb	chr1	191153027	191153038	+	0.000	0.000	Merged-chr1-191153074-36
NR8114--MA0089.1.MAFG::NFE2L1	chr5	34761724	34761729	+	0.000	0.000	Merged-chr5-34761763-63
NR894--MA0591.1.Bach1::Mafk	chr1	192736713	192736727	+	0.000	0.000	Merged-chr1-192736716-7
NR11187--MA0496.2.MAFK	chrX	52819569	52819587	-	0.000	0.000	Merged-chrX-52819571-21
NR7260--MA0089.1.MAFG::NFE2L1	chr3	153723791	153723796	+	0.000	0.000	Merged-chr3-153723914-11
NR8329--MA0089.1.MAFG::NFE2L1	chr5	103680584	103680589	-	0.000	0.000	Merged-chr5-103680526-14
NR200--MA0117.2.Mafb	chr1	73936066	73936077	+	0.000	0.000	Merged-chr1-73936147-96
NR5073--MA0501.1.MAF::NFE2	chr18	6281378	6281392	+	0.000	0.000	Merged-chr18-6281338-48
NR186--MA0591.1.Bach1::Mafk	chr1	64616261	64616275	-	0.000	0.000	Merged-chr1-64616391-83
NR7475--MA0089.1.MAFG::NFE2L1	chr4	59331867	59331872	+	0.000	0.000	Merged-chr4-59331656-79
NR5861--MA0501.1.MAF::NFE2	chr2	52319424	52319438	-	0.000	0.000	Merged-chr2-52319482-58
NR10565--MA0117.2.Mafb	chr8	124278665	124278676	-	0.000	0.000	Merged-chr8-124278652-26
NR9548--MA0591.1.Bach1::Mafk	chr7	28444730	28444744	-	0.000	0.000	Merged-chr7-28444818-43
NR614--MA0591.1.Bach1::Mafk	chr1	163898671	163898685	-	0.000	0.000	Merged-chr1-163898534-41
NR1082--MA0089.1.MAFG::NFE2L1	chr10	44700232	44700237	-	0.000	0.000	Merged-chr10-44700385-25
NR3709--MA0495.2.MAFF	chr14	103363482	103363502	-	0.000	0.000	Merged-chr14-103363341-36
NR10084--MA0591.1.Bach1::Mafk	chr7	144857375	144857389	+	0.000	0.000	Merged-chr7-144857340-18
NR2023--MA0089.1.MAFG::NFE2L1	chr11	100320433	100320438	-	0.000	0.000	Merged-chr11-100320194-102
NR3973--MA0495.2.MAFF	chr15	51823216	51823236	+	0.000	0.000	Merged-chr15-51823268-39
NR10656--MA0501.1.MAF::NFE2	chr9	15530011	15530025	+	0.000	0.000	Merged-chr9-15530031-64
NR5804--MA0089.1.MAFG::NFE2L1	chr2	32166623	32166628	-	0.000	0.000	Merged-chr2-32166737-9
NR9917--MA0495.2.MAFF	chr7	118104853	118104873	-	0.000	0.000	Merged-chr7-118104738-1,Merged-chr7-118105003-9
NR7917--MA0501.1.MAF::NFE2	chr4	150517617	150517631	+	0.000	0.000	Merged-chr4-150517532-35
NR9682--MA0501.1.MAF::NFE2	chr7	72270220	72270234	-	0.000	0.000	Merged-chr7-72270231-51
NR8227--MA0089.1.MAFG::NFE2L1	chr5	77094560	77094565	+	0.000	0.000	Merged-chr5-77094655-3
NR11278--MA0089.1.MAFG::NFE2L1	chrX	105716158	105716163	+	0.000	0.000	Merged-chrX-105716099-35
NR3713--MA0496.2.MAFK	chr14	103363483	103363501	-	0.000	0.000	Merged-chr14-103363341-36
NR3745--MA0089.1.MAFG::NFE2L1	chr14	115250671	115250676	-	0.000	0.000	Merged-chr14-115250840-27
NR9339--MA0496.2.MAFK	chr6	142877323	142877341	-	0.000	0.000	Merged-chr6-142877386-8
NR2891--MA0089.1.MAFG::NFE2L1	chr13	43202557	43202562	+	0.000	0.000	Merged-chr13-43202570-20
NR324--MA0495.2.MAFF	chr1	106268517	106268537	-	0.000	0.000	Merged-chr1-106268464-31
NR5557--MA0496.2.MAFK	chr19	33429570	33429588	+	0.000	0.000	Merged-chr19-33429713-40
NR998--MA0501.1.MAF::NFE2	chr10	21659615	21659629	+	0.000	0.000	Merged-chr10-21659696-16
NR5264--MA0659.1.MAFG	chr18	65319223	65319243	+	0.000	0.000	Merged-chr18-65319104-54
NR7084--MA0089.1.MAFG::NFE2L1	chr3	130060666	130060671	+	0.000	0.000	Merged-chr3-130060627-117
NR9680--MA0591.1.Bach1::Mafk	chr7	72270223	72270237	-	0.000	0.000	Merged-chr7-72270231-51
NR995--MA0496.2.MAFK	chr10	21395712	21395730	+	0.000	0.000	Merged-chr10-21395563-5
NR10273--MA0501.1.MAF::NFE2	chr8	79150699	79150713	+	0.000	0.000	Merged-chr8-79150775-36
NR5326--MA0089.1.MAFG::NFE2L1	chr18	77794717	77794722	+	0.000	0.000	Merged-chr18-77794764-36
NR4501--MA0659.1.MAFG	chr16	75903184	75903204	+	0.000	0.000	Merged-chr16-75903251-33
NR8981--MA0117.2.Mafb	chr6	97447139	97447150	-	0.000	0.000	Merged-chr6-97447180-22
NR6255--MA0089.1.MAFG::NFE2L1	chr2	128087939	128087944	-	0.000	0.000	Merged-chr2-128088091-23
NR10019--MA0591.1.Bach1::Mafk	chr7	133740765	133740779	+	0.000	0.000	Merged-chr7-133740776-40
NR9950--MA0117.2.Mafb	chr7	120635905	120635916	-	0.000	0.000	Merged-chr7-120636009-3
NR9545--MA0089.1.MAFG::NFE2L1	chr7	27553147	27553152	-	0.000	0.000	Merged-chr7-27553175-53
NR2223--MA0089.1.MAFG::NFE2L1	chr12	3959992	3959997	-	0.000	0.000	Merged-chr12-3960054-48
NR3426--MA0591.1.Bach1::Mafk	chr14	33303725	33303739	-	0.000	0.000	Merged-chr14-33303599-44
NR9930--MA0496.2.MAFK	chr7	118104854	118104872	-	0.000	0.000	Merged-chr7-118104738-1,Merged-chr7-118105003-9
