#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR34006--MA0493.1.Klf1	chr19	43809534	43809544	+	0.000	0.000	Merged-chr19-43809499-23
NR57089--MA0741.1.KLF16	chr6	116193621	116193631	+	0.000	0.000	Merged-chr6-116193488-104
NR6185--MA0599.1.KLF5	chr10	61233350	61233359	+	0.000	0.000	Merged-chr10-61233317-40
NR65344--MA0599.1.KLF5	chr8	70696647	70696656	-	0.000	0.000	Merged-chr8-70696561-4
NR39035--MA0599.1.KLF5	chr2	153445024	153445033	-	0.000	0.000	Merged-chr2-153445108-13
NR28152--MA0599.1.KLF5	chr17	26244255	26244264	+	0.000	0.000	Merged-chr17-26244082-112,Merged-chr17-26244454-1
NR42145--MA0741.1.KLF16	chr3	97767778	97767788	+	0.000	0.000	Merged-chr3-97767840-101
NR68730--MA0599.1.KLF5	chr9	51168207	51168216	-	0.000	0.000	Merged-chr9-51168146-14
NR55014--MA0741.1.KLF16	chr6	37564039	37564049	+	0.000	0.000	Merged-chr6-37564158-19
NR32982--MA0740.1.KLF14	chr19	5072558	5072571	+	0.000	0.000	Merged-chr19-5072285-37
NR59766--MA1107.1.KLF9	chr7	28810856	28810868	-	0.000	0.000	Merged-chr7-28810674-63
NR24082--MA0742.1.Klf12	chr15	85036989	85037003	+	0.000	0.000	Merged-chr15-85036968-63
NR55058--MA0493.1.Klf1	chr6	38789651	38789661	+	0.000	0.000	Merged-chr6-38789563-52
NR66680--MA0599.1.KLF5	chr8	111259250	111259259	-	0.000	0.000	Merged-chr8-111259123-96
NR2509--MA0740.1.KLF14	chr1	133801880	133801893	+	0.000	0.000	Merged-chr1-133801920-3
NR72454--MA0599.1.KLF5	chrX	105928729	105928738	+	0.000	0.000	Merged-chrX-105928639-1
NR68246--MA0740.1.KLF14	chr9	36905621	36905634	-	0.000	0.000	Merged-chr9-36905642-9
NR33292--MA0493.1.Klf1	chr19	9982593	9982603	+	0.000	0.000	Merged-chr19-9982830-75
NR63827--MA0599.1.KLF5	chr7	143464979	143464988	+	0.000	0.000	Merged-chr7-143465112-4
NR45403--MA0657.1.KLF13	chr4	47353237	47353254	-	0.000	0.000	Merged-chr4-47353168-65
NR49817--MA0493.1.Klf1	chr5	30343200	30343210	-	0.000	0.000	Merged-chr5-30343363-21
NR12151--MA0599.1.KLF5	chr11	100545671	100545680	-	0.000	0.000	Merged-chr11-100545700-39
NR14407--MA0599.1.KLF5	chr12	69724810	69724819	+	0.000	0.000	Merged-chr12-69724974-63
NR3108--MA0599.1.KLF5	chr1	153740169	153740178	-	0.000	0.000	Merged-chr1-153740161-56
NR35253--MA0599.1.KLF5	chr2	24975616	24975625	+	0.000	0.000	Merged-chr2-24975554-132
NR407--MA0657.1.KLF13	chr1	36939647	36939664	-	0.000	0.000	Merged-chr1-36939684-79
NR59497--MA0741.1.KLF16	chr7	25221429	25221439	-	0.000	0.000	Merged-chr7-25221475-48
NR43201--MA1107.1.KLF9	chr3	129588967	129588979	+	0.000	0.000	Merged-chr3-129588899-30
NR15743--MA0599.1.KLF5	chr12	111694739	111694748	-	0.000	0.000	Merged-chr12-111694748-9
NR13155--MA0741.1.KLF16	chr11	119352857	119352867	-	0.000	0.000	Merged-chr11-119352857-1
NR28170--MA0742.1.Klf12	chr17	26676371	26676385	-	0.000	0.000	Merged-chr17-26676631-68
NR34075--MA0741.1.KLF16	chr19	45079936	45079946	-	0.000	0.000	Merged-chr19-45079804-49
NR34270--MA0493.1.Klf1	chr19	53142342	53142352	-	0.000	0.000	Merged-chr19-53142483-91
NR70689--MA0741.1.KLF16	chr9	107626963	107626973	-	0.000	0.000	Merged-chr9-107626984-11
NR5780--MA0599.1.KLF5	chr10	42502066	42502075	+	0.000	0.000	Merged-chr10-42502256-85
NR45359--MA0493.1.Klf1	chr4	47001272	47001282	+	0.000	0.000	Merged-chr4-47001144-9
NR47930--MA0741.1.KLF16	chr4	135168039	135168049	+	0.000	0.000	Merged-chr4-135168211-13
NR7037--MA0740.1.KLF14	chr10	80226582	80226595	-	0.000	0.000	Merged-chr10-80226667-64
NR55626--MA1107.1.KLF9	chr6	56916405	56916417	+	0.000	0.000	Merged-chr6-56916577-48
NR37452--MA0741.1.KLF16	chr2	104122694	104122704	-	0.000	0.000	Merged-chr2-104122905-60
NR27450--MA0741.1.KLF16	chr17	5935017	5935027	-	0.000	0.000	Merged-chr17-5935124-37
NR27721--MA0741.1.KLF16	chr17	12992262	12992272	+	0.000	0.000	Merged-chr17-12992302-122
NR65250--MA0599.1.KLF5	chr8	70152711	70152720	-	0.000	0.000	Merged-chr8-70152708-31
NR24107--MA0740.1.KLF14	chr15	85735477	85735490	-	0.000	0.000	Merged-chr15-85735483-51
NR34878--MA0742.1.Klf12	chr2	11777700	11777714	-	0.000	0.000	Merged-chr2-11777973-128
NR27943--MA1107.1.KLF9	chr17	21679912	21679924	-	0.000	0.000	Merged-chr17-21679790-78
NR35901--MA1107.1.KLF9	chr2	35463694	35463706	+	0.000	0.000	Merged-chr2-35463884-76
NR25554--MA0599.1.KLF5	chr16	20716204	20716213	+	0.000	0.000	Merged-chr16-20716248-41
NR16927--MA0599.1.KLF5	chr13	51726393	51726402	-	0.000	0.000	Merged-chr13-51726299-41
NR67630--MA1107.1.KLF9	chr8	128534514	128534526	+	0.000	0.000	Merged-chr8-128534508-32
NR53218--MA1107.1.KLF9	chr5	134373279	134373291	+	0.000	0.000	Merged-chr5-134373166-2
NR59083--MA0741.1.KLF16	chr7	16634141	16634151	-	0.000	0.000	Merged-chr7-16634045-17
NR20230--MA0599.1.KLF5	chr14	52296021	52296030	-	0.000	0.000	Merged-chr14-52295899-7
NR24571--MA0493.1.Klf1	chr15	97908368	97908378	+	0.000	0.000	Merged-chr15-97908198-86
NR11603--MA0599.1.KLF5	chr11	88234186	88234195	-	0.000	0.000	Merged-chr11-88234236-30
NR72566--MA0599.1.KLF5	chrX	136741724	136741733	+	0.000	0.000	Merged-chrX-136741651-90
NR51772--MA0742.1.Klf12	chr5	107513662	107513676	+	0.000	0.000	Merged-chr5-107513784-34
NR67183--MA0493.1.Klf1	chr8	121898641	121898651	-	0.000	0.000	Merged-chr8-121898554-47
NR59051--MA0740.1.KLF14	chr7	16310152	16310165	-	0.000	0.000	Merged-chr7-16310124-145
NR35374--MA0599.1.KLF5	chr2	26409136	26409145	+	0.000	0.000	Merged-chr2-26409124-52
NR66504--MA0039.3.KLF4	chr8	106022596	106022606	+	0.000	0.000	Merged-chr8-106022605-23
NR3353--MA1107.1.KLF9	chr1	157555236	157555248	+	0.000	0.000	Merged-chr1-157555103-45
NR72351--MA0599.1.KLF5	chrX	99136010	99136019	-	0.000	0.000	Merged-chrX-99136067-62
NR70032--MA0493.1.Klf1	chr9	88858899	88858909	-	0.000	0.000	Merged-chr9-88858930-57
NR59474--MA0657.1.KLF13	chr7	25107309	25107326	-	0.000	0.000	Merged-chr7-25107253-25
NR13894--MA0493.1.Klf1	chr12	32999958	32999968	-	0.000	0.000	Merged-chr12-32999849-21
NR64165--MA0742.1.Klf12	chr8	13494555	13494569	-	0.000	0.000	Merged-chr8-13494435-15
NR62073--MA0657.1.KLF13	chr7	110627599	110627616	+	0.000	0.000	Merged-chr7-110627584-9
NR34598--MA0741.1.KLF16	chr19	59650732	59650742	-	0.000	0.000	Merged-chr19-59650746-15
NR47869--MA0039.3.KLF4	chr4	134535427	134535437	+	0.000	0.000	Merged-chr4-134535132-103
NR24409--MA0039.3.KLF4	chr15	93756159	93756169	+	0.000	0.000	Merged-chr15-93756205-23
NR62065--MA0493.1.Klf1	chr7	110221682	110221692	-	0.000	0.000	Merged-chr7-110221778-96
NR28912--MA1107.1.KLF9	chr17	36023791	36023803	+	0.000	0.000	Merged-chr17-36023858-33
NR27129--MA0493.1.Klf1	chr16	93883850	93883860	+	0.000	0.000	Merged-chr16-93884002-62
NR19446--MA0741.1.KLF16	chr14	21500671	21500681	-	0.000	0.000	Merged-chr14-21500685-108
NR11864--MA0742.1.Klf12	chr11	96916527	96916541	+	0.000	0.000	Merged-chr11-96916500-59
NR22083--MA0599.1.KLF5	chr14	121379352	121379361	-	0.000	0.000	Merged-chr14-121379142-144
NR30041--MA0599.1.KLF5	chr17	74159693	74159702	+	0.000	0.000	Merged-chr17-74159677-34
NR14504--MA0741.1.KLF16	chr12	71954571	71954581	+	0.000	0.000	Merged-chr12-71954531-3
NR53697--MA1107.1.KLF9	chr5	140148961	140148973	+	0.000	0.000	Merged-chr5-140149143-22
NR56068--MA0599.1.KLF5	chr6	85037788	85037797	-	0.000	0.000	Merged-chr6-85037843-26
NR8147--MA0741.1.KLF16	chr10	110920129	110920139	+	0.000	0.000	Merged-chr10-110920143-70
NR17463--MA0740.1.KLF14	chr13	69611737	69611750	+	0.000	0.000	Merged-chr13-69611588-99
NR24800--MA0599.1.KLF5	chr15	100685400	100685409	+	0.000	0.000	Merged-chr15-100685489-2
NR62867--MA0599.1.KLF5	chr7	127777083	127777092	+	0.000	0.000	Merged-chr7-127777131-96
NR6283--MA0493.1.Klf1	chr10	62248022	62248032	-	0.000	0.000	Merged-chr10-62247968-20
NR13580--MA1107.1.KLF9	chr12	17113950	17113962	-	0.000	0.000	Merged-chr12-17113912-17
NR184--MA0599.1.KLF5	chr1	20912783	20912792	-	0.000	0.000	Merged-chr1-20912686-65
NR27173--MA1107.1.KLF9	chr16	94593904	94593916	-	0.000	0.000	Merged-chr16-94593743-20
NR31304--MA0039.3.KLF4	chr18	36515992	36516002	-	0.000	0.000	Merged-chr18-36515828-57
NR14792--MA0599.1.KLF5	chr12	84409018	84409027	+	0.000	0.000	Merged-chr12-84409124-8
NR28385--MA0599.1.KLF5	chr17	28801757	28801766	+	0.000	0.000	Merged-chr17-28801769-11
NR30022--MA1107.1.KLF9	chr17	73724491	73724503	+	0.000	0.000	Merged-chr17-73724550-5
NR25460--MA0599.1.KLF5	chr16	17891788	17891797	-	0.000	0.000	Merged-chr16-17891592-85
NR16833--MA0599.1.KLF5	chr13	47104313	47104322	+	0.000	0.000	Merged-chr13-47104345-7
NR72478--MA0741.1.KLF16	chrX	109012138	109012148	-	0.000	0.000	Merged-chrX-109011957-30
NR28176--MA0740.1.KLF14	chr17	26715642	26715655	-	0.000	0.000	Merged-chr17-26715575-5
NR8679--MA0742.1.Klf12	chr10	122778137	122778151	+	0.000	0.000	Merged-chr10-122778014-1
NR52356--MA0039.3.KLF4	chr5	118589291	118589301	-	0.000	0.000	Merged-chr5-118589133-25
NR34184--MA0741.1.KLF16	chr19	47447250	47447260	+	0.000	0.000	Merged-chr19-47447149-19
NR72446--MA0740.1.KLF14	chrX	104671067	104671080	+	0.000	0.000	Merged-chrX-104671009-69
NR63710--MA0493.1.Klf1	chr7	141414154	141414164	-	0.000	0.000	Merged-chr7-141414217-79
NR39720--MA0599.1.KLF5	chr2	168525577	168525586	+	0.000	0.000	Merged-chr2-168525389-54
NR60640--MA0741.1.KLF16	chr7	57591064	57591074	+	0.000	0.000	Merged-chr7-57591036-32
NR7022--MA0741.1.KLF16	chr10	80158502	80158512	-	0.000	0.000	Merged-chr10-80158624-23
NR56716--MA1107.1.KLF9	chr6	100390393	100390405	+	0.000	0.000	Merged-chr6-100390476-26
NR24683--MA0493.1.Klf1	chr15	98993161	98993171	+	0.000	0.000	Merged-chr15-98993334-102
NR47021--MA0740.1.KLF14	chr4	118428081	118428094	+	0.000	0.000	Merged-chr4-118428295-102
NR42777--MA0741.1.KLF16	chr3	115897936	115897946	+	0.000	0.000	Merged-chr3-115897908-5
NR8911--MA0599.1.KLF5	chr10	127471407	127471416	+	0.000	0.000	Merged-chr10-127471535-20
NR70359--MA0493.1.Klf1	chr9	99469932	99469942	+	0.000	0.000	Merged-chr9-99469936-29
NR65919--MA0741.1.KLF16	chr8	84969617	84969627	+	0.000	0.000	Merged-chr8-84969564-52
NR67971--MA0493.1.Klf1	chr9	21918141	21918151	+	0.000	0.000	Merged-chr9-21918186-50
NR37660--MA1107.1.KLF9	chr2	113430869	113430881	+	0.000	0.000	Merged-chr2-113431034-10
NR32743--MA0740.1.KLF14	chr18	84889090	84889103	-	0.000	0.000	Merged-chr18-84889023-40
NR62186--MA0493.1.Klf1	chr7	114088138	114088148	+	0.000	0.000	Merged-chr7-114088152-53
NR37527--MA0599.1.KLF5	chr2	105334621	105334630	+	0.000	0.000	Merged-chr2-105334573-32
NR9508--MA0493.1.Klf1	chr11	20631942	20631952	-	0.000	0.000	Merged-chr11-20632117-165
NR61351--MA0741.1.KLF16	chr7	84417844	84417854	-	0.000	0.000	Merged-chr7-84417695-8
NR49540--MA0599.1.KLF5	chr5	21054909	21054918	+	0.000	0.000	Merged-chr5-21054874-6
NR15761--MA0599.1.KLF5	chr12	111813928	111813937	+	0.000	0.000	Merged-chr12-111814044-70
NR68720--MA1107.1.KLF9	chr9	51162030	51162042	-	0.000	0.000	Merged-chr9-51161990-29
NR61622--MA0741.1.KLF16	chr7	98178249	98178259	-	0.000	0.000	Merged-chr7-98178228-64
NR51499--MA0039.3.KLF4	chr5	99891685	99891695	+	0.000	0.000	Merged-chr5-99891648-1
NR21400--MA0493.1.Klf1	chr14	99099848	99099858	-	0.000	0.000	Merged-chr14-99099807-63
NR68007--MA0740.1.KLF14	chr9	22156798	22156811	+	0.000	0.000	Merged-chr9-22156759-63
NR7109--MA0493.1.Klf1	chr10	80622978	80622988	+	0.000	0.000	Merged-chr10-80622970-10
NR3107--MA1107.1.KLF9	chr1	153709662	153709674	-	0.000	0.000	Merged-chr1-153709572-22
NR61776--MA1107.1.KLF9	chr7	101341609	101341621	-	0.000	0.000	Merged-chr7-101341598-26
NR72105--MA0599.1.KLF5	chrX	71215021	71215030	-	0.000	0.000	Merged-chrX-71215140-87
NR59192--MA0741.1.KLF16	chr7	19004284	19004294	-	0.000	0.000	Merged-chr7-19004188-46
NR25540--MA0742.1.Klf12	chr16	20622571	20622585	-	0.000	0.000	Merged-chr16-20622479-9
NR44422--MA0599.1.KLF5	chr4	3875222	3875231	-	0.000	0.000	Merged-chr4-3875114-47
NR59258--MA0741.1.KLF16	chr7	19282496	19282506	+	0.000	0.000	Merged-chr7-19282647-45
NR59529--MA0741.1.KLF16	chr7	25297219	25297229	+	0.000	0.000	Merged-chr7-25297148-3
NR20748--MA0039.3.KLF4	chr14	66147650	66147660	-	0.000	0.000	Merged-chr14-66147701-41
NR47471--MA1107.1.KLF9	chr4	129558801	129558813	-	0.000	0.000	Merged-chr4-129558615-59
NR42309--MA0493.1.Klf1	chr3	101701455	101701465	-	0.000	0.000	Merged-chr3-101701370-14
NR9095--MA0039.3.KLF4	chr11	3167586	3167596	-	0.000	0.000	Merged-chr11-3167570-33
NR7359--MA1107.1.KLF9	chr10	82859156	82859168	-	0.000	0.000	Merged-chr10-82859313-42
NR28497--MA0599.1.KLF5	chr17	31344464	31344473	-	0.000	0.000	Merged-chr17-31344360-13
NR59124--MA0742.1.Klf12	chr7	16891717	16891731	+	0.000	0.000	Merged-chr7-16891959-60
NR55898--MA0741.1.KLF16	chr6	72544690	72544700	-	0.000	0.000	Merged-chr6-72544649-82
NR1071--MA0493.1.Klf1	chr1	69499066	69499076	-	0.000	0.000	Merged-chr1-69499196-51
NR65505--MA0741.1.KLF16	chr8	72135144	72135154	+	0.000	0.000	Merged-chr8-72135322-43
NR28282--MA0599.1.KLF5	chr17	27909229	27909238	+	0.000	0.000	Merged-chr17-27909139-107
NR8356--MA0599.1.KLF5	chr10	117494095	117494104	-	0.000	0.000	Merged-chr10-117494286-56
NR60416--MA0740.1.KLF14	chr7	45570289	45570302	-	0.000	0.000	Merged-chr7-45570412-39
NR34395--MA1107.1.KLF9	chr19	55260755	55260767	-	0.000	0.000	Merged-chr19-55260920-21
NR61771--MA0039.3.KLF4	chr7	101321367	101321377	+	0.000	0.000	Merged-chr7-101321217-65
NR61781--MA0493.1.Klf1	chr7	101537737	101537747	-	0.000	0.000	Merged-chr7-101537821-5
NR40478--MA0741.1.KLF16	chr3	21936209	21936219	-	0.000	0.000	Merged-chr3-21936128-91
NR62745--MA1107.1.KLF9	chr7	126502409	126502421	+	0.000	0.000	Merged-chr7-126502342-39
NR6919--MA0493.1.Klf1	chr10	78465056	78465066	+	0.000	0.000	Merged-chr10-78465004-63
NR46275--MA0599.1.KLF5	chr4	89487295	89487304	-	0.000	0.000	Merged-chr4-89487235-21
NR12933--MA0741.1.KLF16	chr11	116238094	116238104	-	0.000	0.000	Merged-chr11-116238206-29
NR63957--MA0599.1.KLF5	chr8	4250695	4250704	+	0.000	0.000	Merged-chr8-4250741-13
NR5627--MA1107.1.KLF9	chr10	37721434	37721446	+	0.000	0.000	Merged-chr10-37721362-7
NR68502--MA0599.1.KLF5	chr9	44980414	44980423	+	0.000	0.000	Merged-chr9-44980419-46
NR32888--MA0599.1.KLF5	chr19	4125965	4125974	-	0.000	0.000	Merged-chr19-4125952-62
NR66452--MA0599.1.KLF5	chr8	105613999	105614008	-	0.000	0.000	Merged-chr8-105614025-28
NR31318--MA1107.1.KLF9	chr18	36734990	36735002	+	0.000	0.000	Merged-chr18-36735138-69
NR9682--MA0741.1.KLF16	chr11	29515125	29515135	+	0.000	0.000	Merged-chr11-29515062-56
NR36515--MA0741.1.KLF16	chr2	69723112	69723122	-	0.000	0.000	Merged-chr2-69723038-83
NR13493--MA0657.1.KLF13	chr12	11280078	11280095	-	0.000	0.000	Merged-chr12-11280014-10
NR67610--MA0740.1.KLF14	chr8	128333491	128333504	-	0.000	0.000	Merged-chr8-128333532-18
NR21290--MA0742.1.Klf12	chr14	87044673	87044687	-	0.000	0.000	Merged-chr14-87044537-7
NR60397--MA0740.1.KLF14	chr7	45367150	45367163	-	0.000	0.000	Merged-chr7-45367328-75
NR59647--MA0742.1.Klf12	chr7	27447740	27447754	+	0.000	0.000	Merged-chr7-27447621-80
NR24054--MA0740.1.KLF14	chr15	84372961	84372974	-	0.000	0.000	Merged-chr15-84372915-18
NR37941--MA0741.1.KLF16	chr2	120563878	120563888	+	0.000	0.000	Merged-chr2-120563712-63
NR27191--MA1107.1.KLF9	chr16	95243071	95243083	+	0.000	0.000	Merged-chr16-95243231-1
NR67636--MA0599.1.KLF5	chr8	128654935	128654944	-	0.000	0.000	Merged-chr8-128654839-29
NR39071--MA0599.1.KLF5	chr2	154570026	154570035	-	0.000	0.000	Merged-chr2-154570093-4
NR7808--MA0599.1.KLF5	chr10	94426525	94426534	-	0.000	0.000	Merged-chr10-94426440-41
NR10530--MA1107.1.KLF9	chr11	61760704	61760716	-	0.000	0.000	Merged-chr11-61760771-9
NR7934--MA0742.1.Klf12	chr10	99261811	99261825	+	0.000	0.000	Merged-chr10-99261812-69
NR72570--MA0493.1.Klf1	chrX	136993217	136993227	-	0.000	0.000	Merged-chrX-136993018-95
NR46261--MA0493.1.Klf1	chr4	89137608	89137618	+	0.000	0.000	Merged-chr4-89137676-98
NR70824--MA1107.1.KLF9	chr9	110333608	110333620	-	0.000	0.000	Merged-chr9-110333533-55
NR44515--MA1107.1.KLF9	chr4	11007655	11007667	+	0.000	0.000	Merged-chr4-11007547-103
NR601--MA0741.1.KLF16	chr1	40790662	40790672	+	0.000	0.000	Merged-chr1-40790646-63
NR31458--MA0599.1.KLF5	chr18	46176324	46176333	-	0.000	0.000	Merged-chr18-46176178-68
NR14738--MA0493.1.Klf1	chr12	81807419	81807429	+	0.000	0.000	Merged-chr12-81807409-36
NR27995--MA0742.1.Klf12	chr17	23726406	23726420	-	0.000	0.000	Merged-chr17-23726406-66
NR11948--MA0599.1.KLF5	chr11	97744879	97744888	+	0.000	0.000	Merged-chr11-97744849-90
NR31243--MA0599.1.KLF5	chr18	35383408	35383417	-	0.000	0.000	Merged-chr18-35383519-5
NR20360--MA0599.1.KLF5	chr14	54864105	54864114	+	0.000	0.000	Merged-chr14-54864090-100
NR22616--MA0599.1.KLF5	chr15	36165005	36165014	+	0.000	0.000	Merged-chr15-36164852-57
NR71821--MA0599.1.KLF5	chrX	20662884	20662893	-	0.000	0.000	Merged-chrX-20662999-43
NR45175--MA1107.1.KLF9	chr4	43903871	43903883	+	0.000	0.000	Merged-chr4-43904034-35
NR23070--MA0599.1.KLF5	chr15	58823642	58823651	-	0.000	0.000	Merged-chr15-58823489-98
NR70377--MA0493.1.Klf1	chr9	100540497	100540507	-	0.000	0.000	Merged-chr9-100540480-23
NR31554--MA0741.1.KLF16	chr18	53864418	53864428	-	0.000	0.000	Merged-chr18-53864493-20
NR10289--MA0493.1.Klf1	chr11	55461223	55461233	+	0.000	0.000	Merged-chr11-55461087-74
NR45718--MA0599.1.KLF5	chr4	59805781	59805790	+	0.000	0.000	Merged-chr4-59805793-13
NR62952--MA0741.1.KLF16	chr7	128633411	128633421	-	0.000	0.000	Merged-chr7-128633323-34
NR42107--MA1107.1.KLF9	chr3	96675344	96675356	+	0.000	0.000	Merged-chr3-96675499-26
NR68953--MA1107.1.KLF9	chr9	58271292	58271304	+	0.000	0.000	Merged-chr9-58271289-37
NR55896--MA0599.1.KLF5	chr6	72544691	72544700	-	0.000	0.000	Merged-chr6-72544649-82
NR66564--MA0599.1.KLF5	chr8	107503344	107503353	-	0.000	0.000	Merged-chr8-107503239-42
NR20341--MA1107.1.KLF9	chr14	54517535	54517547	-	0.000	0.000	Merged-chr14-54517551-43
NR2565--MA0740.1.KLF14	chr1	134332992	134333005	-	0.000	0.000	Merged-chr1-134332992-10
NR9446--MA0599.1.KLF5	chr11	20035544	20035553	-	0.000	0.000	Merged-chr11-20035595-25
NR22283--MA0039.3.KLF4	chr15	6622779	6622789	-	0.000	0.000	Merged-chr15-6622657-10
NR19361--MA0740.1.KLF14	chr14	18893806	18893819	+	0.000	0.000	Merged-chr14-18893829-80
NR68573--MA0740.1.KLF14	chr9	47530202	47530215	-	0.000	0.000	Merged-chr9-47530154-53
NR12035--MA0599.1.KLF5	chr11	98588261	98588270	+	0.000	0.000	Merged-chr11-98588289-18
NR1075--MA1107.1.KLF9	chr1	69499064	69499076	-	0.000	0.000	Merged-chr1-69499196-51
NR44994--MA1107.1.KLF9	chr4	41255746	41255758	+	0.000	0.000	Merged-chr4-41255920-18
NR67612--MA0039.3.KLF4	chr8	128333492	128333502	-	0.000	0.000	Merged-chr8-128333532-18
NR55662--MA1107.1.KLF9	chr6	58844621	58844633	-	0.000	0.000	Merged-chr6-58844366-72
NR56198--MA0599.1.KLF5	chr6	87722838	87722847	-	0.000	0.000	Merged-chr6-87722866-19
NR37311--MA1107.1.KLF9	chr2	101991552	101991564	+	0.000	0.000	Merged-chr2-101991789-33
NR12566--MA0741.1.KLF16	chr11	109375506	109375516	-	0.000	0.000	Merged-chr11-109375589-56
NR33978--MA0599.1.KLF5	chr19	42147352	42147361	-	0.000	0.000	Merged-chr19-42147311-4
NR58372--MA1107.1.KLF9	chr6	142455796	142455808	-	0.000	0.000	Merged-chr6-142455717-15
NR17476--MA0740.1.KLF14	chr13	69821333	69821346	+	0.000	0.000	Merged-chr13-69821460-47
NR38186--MA1107.1.KLF9	chr2	128407202	128407214	+	0.000	0.000	Merged-chr2-128407229-23
NR33962--MA0741.1.KLF16	chr19	41981144	41981154	-	0.000	0.000	Merged-chr19-41981286-107
NR17747--MA0740.1.KLF14	chr13	81657953	81657966	-	0.000	0.000	Merged-chr13-81657975-90
NR17899--MA0657.1.KLF13	chr13	91882289	91882306	-	0.000	0.000	Merged-chr13-91882258-26
NR23484--MA0741.1.KLF16	chr15	75929911	75929921	-	0.000	0.000	Merged-chr15-75929724-50
NR64169--MA0741.1.KLF16	chr8	13494558	13494568	-	0.000	0.000	Merged-chr8-13494435-15
NR58915--MA0599.1.KLF5	chr7	7130765	7130774	+	0.000	0.000	Merged-chr7-7130705-50
NR22817--MA0493.1.Klf1	chr15	43282782	43282792	+	0.000	0.000	Merged-chr15-43282649-75
NR8444--MA0039.3.KLF4	chr10	118469218	118469228	-	0.000	0.000	Merged-chr10-118469177-44
NR36473--MA0599.1.KLF5	chr2	66634787	66634796	+	0.000	0.000	Merged-chr2-66634909-17
NR47695--MA1107.1.KLF9	chr4	132783908	132783920	-	0.000	0.000	Merged-chr4-132783946-19
NR38667--MA0740.1.KLF14	chr2	144011510	144011523	+	0.000	0.000	Merged-chr2-144011305-12
NR72393--MA0740.1.KLF14	chrX	101532597	101532610	-	0.000	0.000	Merged-chrX-101532762-58
NR32995--MA0493.1.Klf1	chr19	5273114	5273124	-	0.000	0.000	Merged-chr19-5273188-67
NR60383--MA0599.1.KLF5	chr7	45341498	45341507	+	0.000	0.000	Merged-chr7-45341468-34
NR23723--MA0740.1.KLF14	chr15	79141260	79141273	+	0.000	0.000	Merged-chr15-79141339-48
NR918--MA0493.1.Klf1	chr1	60778876	60778886	+	0.000	0.000	Merged-chr1-60779045-32
NR59961--MA0742.1.Klf12	chr7	30717402	30717416	+	0.000	0.000	Merged-chr7-30717543-30
NR20687--MA0599.1.KLF5	chr14	63940967	63940976	-	0.000	0.000	Merged-chr14-63940977-13
NR62763--MA1107.1.KLF9	chr7	126792160	126792172	+	0.000	0.000	Merged-chr7-126792066-1
NR21078--MA0493.1.Klf1	chr14	75284266	75284276	-	0.000	0.000	Merged-chr14-75284367-55
NR4681--MA0493.1.Klf1	chr1	189165265	189165275	+	0.000	0.000	Merged-chr1-189165180-1
NR34739--MA0741.1.KLF16	chr2	4917751	4917761	-	0.000	0.000	Merged-chr2-4917704-47
NR65810--MA0599.1.KLF5	chr8	83899252	83899261	-	0.000	0.000	Merged-chr8-83899135-1
NR39164--MA1107.1.KLF9	chr2	157119285	157119297	-	0.000	0.000	Merged-chr2-157119108-55
NR2574--MA0657.1.KLF13	chr1	134344788	134344805	+	0.000	0.000	Merged-chr1-134344743-32
NR11836--MA0740.1.KLF14	chr11	96065398	96065411	+	0.000	0.000	Merged-chr11-96065187-86
NR4877--MA0039.3.KLF4	chr1	192137085	192137095	+	0.000	0.000	Merged-chr1-192136916-34
NR40178--MA1107.1.KLF9	chr2	178891776	178891788	+	0.000	0.000	Merged-chr2-178891686-1
NR37451--MA0599.1.KLF5	chr2	104122713	104122722	-	0.000	0.000	Merged-chr2-104122905-60
NR17265--MA0599.1.KLF5	chr13	59585296	59585305	-	0.000	0.000	Merged-chr13-59585318-80
NR12152--MA0741.1.KLF16	chr11	100571037	100571047	-	0.000	0.000	Merged-chr11-100571001-18
NR1882--MA0599.1.KLF5	chr1	105990277	105990286	-	0.000	0.000	Merged-chr1-105990318-9
NR48763--MA0741.1.KLF16	chr4	149854341	149854351	-	0.000	0.000	Merged-chr4-149854542-67
NR38048--MA0493.1.Klf1	chr2	122789530	122789540	+	0.000	0.000	Merged-chr2-122789643-8
NR2273--MA0493.1.Klf1	chr1	127774116	127774126	+	0.000	0.000	Merged-chr1-127774176-78
NR25687--MA0741.1.KLF16	chr16	29814104	29814114	+	0.000	0.000	Merged-chr16-29814134-35
NR23500--MA0599.1.KLF5	chr15	76091732	76091741	+	0.000	0.000	Merged-chr15-76091607-23
NR35418--MA0740.1.KLF14	chr2	26933599	26933612	+	0.000	0.000	Merged-chr2-26933520-84
NR61906--MA0741.1.KLF16	chr7	105581305	105581315	-	0.000	0.000	Merged-chr7-105581404-62
NR49876--MA0599.1.KLF5	chr5	31251614	31251623	-	0.000	0.000	Merged-chr5-31251770-31
