#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR32728--MA0742.1.Klf12	chr19	6236307	6236321	-	0.000	0.000	Merged-chr19-6236407-1
NR15932--MA0740.1.KLF14	chr12	116077705	116077718	-	0.000	0.000	Merged-chr12-116077743-55
NR54271--MA0741.1.KLF16	chr6	54849706	54849716	-	0.000	0.000	Merged-chr6-54849565-61
NR29206--MA0599.1.KLF5	chr17	65929564	65929573	-	0.000	0.000	Merged-chr17-65929405-47
NR42303--MA0039.3.KLF4	chr3	116341198	116341208	-	0.000	0.000	Merged-chr3-116341192-33
NR43917--MA0742.1.Klf12	chr3	154628506	154628520	+	0.000	0.000	Merged-chr3-154628476-23
NR65405--MA0039.3.KLF4	chr8	126614507	126614517	-	0.000	0.000	Merged-chr8-126614626-35
NR70373--MA0740.1.KLF14	chrX	153007133	153007146	-	0.000	0.000	Merged-chrX-153007191-68
NR50530--MA1107.1.KLF9	chr5	103692333	103692345	-	0.000	0.000	Merged-chr5-103692321-99
NR20753--MA0493.1.Klf1	chr14	70618076	70618086	-	0.000	0.000	Merged-chr14-70618190-41
NR34030--MA0740.1.KLF14	chr19	55401897	55401910	-	0.000	0.000	Merged-chr19-55401887-30
NR29783--MA0741.1.KLF16	chr17	83706142	83706152	+	0.000	0.000	Merged-chr17-83706034-70
NR22386--MA1107.1.KLF9	chr15	38094966	38094978	+	0.000	0.000	Merged-chr15-38095035-21
NR57670--MA0742.1.Klf12	chr7	4964459	4964473	+	0.000	0.000	Merged-chr7-4964465-28
NR3537--MA0493.1.Klf1	chr1	173630845	173630855	+	0.000	0.000	Merged-chr1-173630967-64
NR47323--MA1107.1.KLF9	chr4	138262483	138262495	+	0.000	0.000	Merged-chr4-138262353-56
NR47836--MA0740.1.KLF14	chr4	148159947	148159960	+	0.000	0.000	Merged-chr4-148160107-67
NR42224--MA0599.1.KLF5	chr3	110141787	110141796	-	0.000	0.000	Merged-chr3-110141817-15
NR67039--MA1107.1.KLF9	chr9	69073442	69073454	-	0.000	0.000	Merged-chr9-69073494-25
NR65992--MA0742.1.Klf12	chr9	32747877	32747891	-	0.000	0.000	Merged-chr9-32747725-37
NR54658--MA0599.1.KLF5	chr6	82773604	82773613	+	0.000	0.000	Merged-chr6-82773565-31
NR40104--MA0741.1.KLF16	chr3	14578737	14578747	-	0.000	0.000	Merged-chr3-14578832-56
NR25281--MA0741.1.KLF16	chr16	29978034	29978044	-	0.000	0.000	Merged-chr16-29977874-22
NR12683--MA0741.1.KLF16	chr11	113751834	113751844	+	0.000	0.000	Merged-chr11-113751660-154
NR68036--MA0599.1.KLF5	chr9	99479260	99479269	-	0.000	0.000	Merged-chr9-99479335-46
NR20315--MA0599.1.KLF5	chr14	56293348	56293357	-	0.000	0.000	Merged-chr14-56293381-8
NR9839--MA0493.1.Klf1	chr11	53324640	53324650	+	0.000	0.000	Merged-chr11-53324720-33
NR59409--MA0599.1.KLF5	chr7	67645244	67645253	-	0.000	0.000	Merged-chr7-67645376-76
NR66877--MA0599.1.KLF5	chr9	65294271	65294280	-	0.000	0.000	Merged-chr9-65294356-65
NR63441--MA0742.1.Klf12	chr8	71375639	71375653	-	0.000	0.000	Merged-chr8-71375846-26
NR19631--MA1107.1.KLF9	chr14	25842080	25842092	-	0.000	0.000	Merged-chr14-25842298-78
NR54794--MA0741.1.KLF16	chr6	86806577	86806587	+	0.000	0.000	Merged-chr6-86806631-9
NR50670--MA0599.1.KLF5	chr5	107359501	107359510	+	0.000	0.000	Merged-chr5-107359666-49
NR55636--MA0599.1.KLF5	chr6	115734956	115734965	-	0.000	0.000	Merged-chr6-115735083-5
NR5165--MA0039.3.KLF4	chr10	18193271	18193281	-	0.000	0.000	Merged-chr10-18193414-42
NR44760--MA0740.1.KLF14	chr4	45530892	45530905	+	0.000	0.000	Merged-chr4-45530813-118
NR39495--MA0740.1.KLF14	chr2	170324277	170324290	-	0.000	0.000	Merged-chr2-170324293-28
NR66643--MA1107.1.KLF9	chr9	59565755	59565767	-	0.000	0.000	Merged-chr9-59565831-20
NR58131--MA0599.1.KLF5	chr7	24413829	24413838	-	0.000	0.000	Merged-chr7-24413787-50
NR5095--MA0599.1.KLF5	chr10	13869923	13869932	-	0.000	0.000	Merged-chr10-13869879-21
NR37691--MA0741.1.KLF16	chr2	129297422	129297432	-	0.000	0.000	Merged-chr2-129297355-75
NR64930--MA0599.1.KLF5	chr8	120319625	120319634	-	0.000	0.000	Merged-chr8-120319667-36
NR45298--MA0741.1.KLF16	chr4	71291615	71291625	+	0.000	0.000	Merged-chr4-71291736-94
NR50518--MA0599.1.KLF5	chr5	103579947	103579956	-	0.000	0.000	Merged-chr5-103579979-7
NR24209--MA0599.1.KLF5	chr15	97908340	97908349	+	0.000	0.000	Merged-chr15-97908198-86
NR5977--MA0599.1.KLF5	chr10	61657978	61657987	+	0.000	0.000	Merged-chr10-61658061-29
NR13326--MA0599.1.KLF5	chr12	3823591	3823600	+	0.000	0.000	Merged-chr12-3823687-29
NR21623--MA1107.1.KLF9	chr14	118700614	118700626	+	0.000	0.000	Merged-chr14-118700795-2
NR39281--MA0599.1.KLF5	chr2	166805476	166805485	+	0.000	0.000	Merged-chr2-166805621-76
NR14742--MA0493.1.Klf1	chr12	85704750	85704760	-	0.000	0.000	Merged-chr12-85704920-2
NR47115--MA0742.1.Klf12	chr4	135153794	135153808	-	0.000	0.000	Merged-chr4-135153851-29
NR12811--MA0741.1.KLF16	chr11	115747599	115747609	-	0.000	0.000	Merged-chr11-115747608-16
NR59673--MA0599.1.KLF5	chr7	80343009	80343018	-	0.000	0.000	Merged-chr7-80343202-48
NR61276--MA0741.1.KLF16	chr7	127393667	127393677	-	0.000	0.000	Merged-chr7-127393642-77
NR37168--MA0493.1.Klf1	chr2	116893935	116893945	+	0.000	0.000	Merged-chr2-116894094-31
NR68035--MA0742.1.Klf12	chr9	99479256	99479270	-	0.000	0.000	Merged-chr9-99479335-46
NR54564--MA0599.1.KLF5	chr6	72962441	72962450	-	0.000	0.000	Merged-chr6-72962559-59
NR53962--MA0742.1.Klf12	chr6	47740030	47740044	+	0.000	0.000	Merged-chr6-47740033-80
NR38641--MA0740.1.KLF14	chr2	154558893	154558906	-	0.000	0.000	Merged-chr2-154558771-46
NR68496--MA1107.1.KLF9	chr9	108832645	108832657	-	0.000	0.000	Merged-chr9-108832464-53
NR18201--MA1107.1.KLF9	chr13	98299065	98299077	+	0.000	0.000	Merged-chr13-98299222-33
NR15051--MA0657.1.KLF13	chr12	98572410	98572427	+	0.000	0.000	Merged-chr12-98572483-18
NR56944--MA1107.1.KLF9	chr6	142507797	142507809	+	0.000	0.000	Merged-chr6-142507875-63
NR59315--MA0599.1.KLF5	chr7	64213006	64213015	-	0.000	0.000	Merged-chr7-64213076-17
NR25536--MA0599.1.KLF5	chr16	38089232	38089241	-	0.000	0.000	Merged-chr16-38089125-126
NR66783--MA0599.1.KLF5	chr9	63698570	63698579	-	0.000	0.000	Merged-chr9-63698652-22
NR48432--MA0599.1.KLF5	chr4	156197625	156197634	+	0.000	0.000	Merged-chr4-156197657-98
NR13046--MA0741.1.KLF16	chr11	118000672	118000682	-	0.000	0.000	Merged-chr11-118000770-19
NR67044--MA0741.1.KLF16	chr9	69092596	69092606	+	0.000	0.000	Merged-chr9-69092509-18
NR31846--MA0741.1.KLF16	chr18	77767828	77767838	+	0.000	0.000	Merged-chr18-77767671-52
NR28922--MA0599.1.KLF5	chr17	56040598	56040607	-	0.000	0.000	Merged-chr17-56040383-48
NR46861--MA0742.1.Klf12	chr4	131881522	131881536	-	0.000	0.000	Merged-chr4-131881480-21
NR9680--MA0657.1.KLF13	chr11	49652933	49652950	-	0.000	0.000	Merged-chr11-49653033-21
NR65093--MA0741.1.KLF16	chr8	122530730	122530740	+	0.000	0.000	Merged-chr8-122530722-16
NR69699--MA0599.1.KLF5	chrX	38564718	38564727	-	0.000	0.000	Merged-chrX-38564706-101
NR52156--MA0599.1.KLF5	chr5	135688969	135688978	-	0.000	0.000	Merged-chr5-135689128-71
NR26278--MA0740.1.KLF14	chr16	87746841	87746854	-	0.000	0.000	Merged-chr16-87746947-32
NR30390--MA0599.1.KLF5	chr18	20946548	20946557	+	0.000	0.000	Merged-chr18-20946448-65
NR70219--MA0039.3.KLF4	chrX	135601844	135601854	+	0.000	0.000	Merged-chrX-135601772-31
NR57704--MA0657.1.KLF13	chr7	6286392	6286409	-	0.000	0.000	Merged-chr7-6286404-52
NR66210--MA0599.1.KLF5	chr9	44234213	44234222	-	0.000	0.000	Merged-chr9-44233913-107
NR55330--MA0740.1.KLF14	chr6	108326208	108326221	-	0.000	0.000	Merged-chr6-108326180-38
NR60817--MA0740.1.KLF14	chr7	116336457	116336470	+	0.000	0.000	Merged-chr7-116336352-38
NR44189--MA0599.1.KLF5	chr4	11684322	11684331	-	0.000	0.000	Merged-chr4-11684265-15
NR14743--MA0741.1.KLF16	chr12	85704749	85704759	-	0.000	0.000	Merged-chr12-85704920-2
NR35141--MA0599.1.KLF5	chr2	30251861	30251870	-	0.000	0.000	Merged-chr2-30251853-47
NR53477--MA0741.1.KLF16	chr6	13069828	13069838	+	0.000	0.000	Merged-chr6-13070052-121
NR6927--MA1107.1.KLF9	chr10	81247992	81248004	+	0.000	0.000	Merged-chr10-81248090-40
NR7042--MA0599.1.KLF5	chr10	82812047	82812056	+	0.000	0.000	Merged-chr10-82812084-42
NR27407--MA0741.1.KLF16	chr17	23193710	23193720	+	0.000	0.000	Merged-chr17-23193725-11
NR35934--MA0741.1.KLF16	chr2	61402416	61402426	-	0.000	0.000	Merged-chr2-61402469-66
NR40745--MA0742.1.Klf12	chr3	60785691	60785705	+	0.000	0.000	Merged-chr3-60785574-76
NR1764--MA0741.1.KLF16	chr1	106515650	106515660	+	0.000	0.000	Merged-chr1-106515798-55
NR69723--MA0741.1.KLF16	chrX	48208741	48208751	+	0.000	0.000	Merged-chrX-48208632-70
NR51084--MA0599.1.KLF5	chr5	114380596	114380605	+	0.000	0.000	Merged-chr5-114380529-85
NR46376--MA0741.1.KLF16	chr4	119733774	119733784	-	0.000	0.000	Merged-chr4-119733692-69
NR53679--MA1107.1.KLF9	chr6	29916962	29916974	-	0.000	0.000	Merged-chr6-29917052-59
NR39393--MA0599.1.KLF5	chr2	168531591	168531600	+	0.000	0.000	Merged-chr2-168531705-18
NR13298--MA0741.1.KLF16	chr11	121434892	121434902	+	0.000	0.000	Merged-chr11-121434909-40
NR16880--MA0741.1.KLF16	chr13	47043484	47043494	-	0.000	0.000	Merged-chr13-47043518-72
NR70166--MA0741.1.KLF16	chrX	109095440	109095450	-	0.000	0.000	Merged-chrX-109095439-58
NR47208--MA0599.1.KLF5	chr4	136469715	136469724	+	0.000	0.000	Merged-chr4-136469909-78
NR51458--MA0742.1.Klf12	chr5	122431547	122431561	-	0.000	0.000	Merged-chr5-122431363-23
NR70437--MA0741.1.KLF16	chrX	159199697	159199707	+	0.000	0.000	Merged-chrX-159199808-53
NR34489--MA0741.1.KLF16	chr2	6872688	6872698	-	0.000	0.000	Merged-chr2-6872514-89
NR65221--MA0741.1.KLF16	chr8	123805951	123805961	+	0.000	0.000	Merged-chr8-123805891-37
NR39004--MA0740.1.KLF14	chr2	162931481	162931494	+	0.000	0.000	Merged-chr2-162931607-133
NR49775--MA0742.1.Klf12	chr5	73647784	73647798	+	0.000	0.000	Merged-chr5-73647714-62
NR50672--MA0741.1.KLF16	chr5	107359524	107359534	+	0.000	0.000	Merged-chr5-107359666-49
NR19525--MA0599.1.KLF5	chr14	20025558	20025567	+	0.000	0.000	Merged-chr14-20025381-48
NR34951--MA0599.1.KLF5	chr2	26586859	26586868	+	0.000	0.000	Merged-chr2-26586785-35
NR34831--MA0742.1.Klf12	chr2	24919593	24919607	+	0.000	0.000	Merged-chr2-24919565-66
NR29989--MA0493.1.Klf1	chr17	86674554	86674564	-	0.000	0.000	Merged-chr17-86674662-35
NR5820--MA0740.1.KLF14	chr10	58255452	58255465	-	0.000	0.000	Merged-chr10-58255425-56
NR52268--MA0599.1.KLF5	chr5	136953067	136953076	+	0.000	0.000	Merged-chr5-136953170-41
NR9562--MA0599.1.KLF5	chr11	43767066	43767075	-	0.000	0.000	Merged-chr11-43767173-52
NR48784--MA0741.1.KLF16	chr5	24041599	24041609	-	0.000	0.000	Merged-chr5-24041571-31
NR15076--MA0599.1.KLF5	chr12	98734479	98734488	-	0.000	0.000	Merged-chr12-98734478-61
NR64281--MA0599.1.KLF5	chr8	104395896	104395905	-	0.000	0.000	Merged-chr8-104396039-6
NR25042--MA0741.1.KLF16	chr16	18066416	18066426	-	0.000	0.000	Merged-chr16-18066490-64
NR69112--MA0493.1.Klf1	chr9	119963509	119963519	+	0.000	0.000	Merged-chr9-119963439-34
NR12151--MA0599.1.KLF5	chr11	102456193	102456202	+	0.000	0.000	Merged-chr11-102456095-36
NR69975--MA0741.1.KLF16	chrX	77433743	77433753	+	0.000	0.000	Merged-chrX-77433540-47
NR29416--MA0493.1.Klf1	chr17	73174324	73174334	+	0.000	0.000	Merged-chr17-73174368-48
NR59102--MA0741.1.KLF16	chr7	48137395	48137405	-	0.000	0.000	Merged-chr7-48137318-1
NR38697--MA0657.1.KLF13	chr2	155696472	155696489	-	0.000	0.000	Merged-chr2-155696411-30
NR21856--MA1107.1.KLF9	chr14	122187049	122187061	+	0.000	0.000	Merged-chr14-122187060-26
NR24227--MA0599.1.KLF5	chr15	98181331	98181340	-	0.000	0.000	Merged-chr15-98181409-51
NR52710--MA1107.1.KLF9	chr5	142895213	142895225	-	0.000	0.000	Merged-chr5-142895252-53
NR36311--MA0493.1.Klf1	chr2	75119361	75119371	-	0.000	0.000	Merged-chr2-75119235-19
NR42397--MA0741.1.KLF16	chr3	121201147	121201157	-	0.000	0.000	Merged-chr3-121201249-12
NR59618--MA0039.3.KLF4	chr7	79249795	79249805	-	0.000	0.000	Merged-chr7-79249720-34
NR4815--MA0742.1.Klf12	chr10	3973047	3973061	+	0.000	0.000	Merged-chr10-3973158-1
NR37452--MA0741.1.KLF16	chr2	121866941	121866951	+	0.000	0.000	Merged-chr2-121866868-116
NR7135--MA1107.1.KLF9	chr10	83898171	83898183	+	0.000	0.000	Merged-chr10-83898059-2
NR13335--MA0599.1.KLF5	chr12	4038974	4038983	+	0.000	0.000	Merged-chr12-4038819-48
NR19762--MA0740.1.KLF14	chr14	32165736	32165749	-	0.000	0.000	Merged-chr14-32165639-52
NR49709--MA1107.1.KLF9	chr5	72844502	72844514	+	0.000	0.000	Merged-chr5-72844506-23
NR2375--MA1107.1.KLF9	chr1	136415260	136415272	-	0.000	0.000	Merged-chr1-136415287-72
NR278--MA0599.1.KLF5	chr1	34472987	34472996	-	0.000	0.000	Merged-chr1-34472926-90
NR55808--MA0741.1.KLF16	chr6	119848405	119848415	+	0.000	0.000	Merged-chr6-119848153-79
NR5085--MA1107.1.KLF9	chr10	13446827	13446839	-	0.000	0.000	Merged-chr10-13446841-15
NR2388--MA0742.1.Klf12	chr1	136707559	136707573	-	0.000	0.000	Merged-chr1-136707647-26
NR63859--MA0741.1.KLF16	chr8	84811135	84811145	-	0.000	0.000	Merged-chr8-84811046-12
NR32261--MA0742.1.Klf12	chr18	84804495	84804509	-	0.000	0.000	Merged-chr18-84804572-27
NR12030--MA0741.1.KLF16	chr11	101119881	101119891	-	0.000	0.000	Merged-chr11-101119908-69
NR58914--MA0741.1.KLF16	chr7	45017610	45017620	+	0.000	0.000	Merged-chr7-45017720-50
NR48436--MA0741.1.KLF16	chr4	156197630	156197640	+	0.000	0.000	Merged-chr4-156197657-98
NR64688--MA0493.1.Klf1	chr8	115113103	115113113	+	0.000	0.000	Merged-chr8-115113135-10
NR41291--MA0599.1.KLF5	chr3	89279692	89279701	+	0.000	0.000	Merged-chr3-89279767-20
NR38797--MA0740.1.KLF14	chr2	158179199	158179212	-	0.000	0.000	Merged-chr2-158179183-18
NR38229--MA0741.1.KLF16	chr2	146606369	146606379	-	0.000	0.000	Merged-chr2-146606447-27
NR56290--MA0039.3.KLF4	chr6	129240075	129240085	-	0.000	0.000	Merged-chr6-129239949-37
NR54412--MA0741.1.KLF16	chr6	66896545	66896555	-	0.000	0.000	Merged-chr6-66896636-91
NR4059--MA0741.1.KLF16	chr1	183345524	183345534	-	0.000	0.000	Merged-chr1-183345406-106
NR21334--MA0741.1.KLF16	chr14	102811714	102811724	-	0.000	0.000	Merged-chr14-102811644-20
NR62019--MA0741.1.KLF16	chr7	141579228	141579238	-	0.000	0.000	Merged-chr7-141579078-48
NR69698--MA1107.1.KLF9	chrX	38182053	38182065	-	0.000	0.000	Merged-chrX-38181994-21
NR49714--MA0493.1.Klf1	chr5	72868511	72868521	+	0.000	0.000	Merged-chr5-72868585-83
NR7641--MA0741.1.KLF16	chr10	98782187	98782197	+	0.000	0.000	Merged-chr10-98782064-50
NR60068--MA0741.1.KLF16	chr7	97842918	97842928	+	0.000	0.000	Merged-chr7-97843006-38
NR24293--MA0740.1.KLF14	chr15	98992753	98992766	-	0.000	0.000	Merged-chr15-98992594-1
NR39926--MA0741.1.KLF16	chr2	181081017	181081027	-	0.000	0.000	Merged-chr2-181081085-14
NR67985--MA0599.1.KLF5	chr9	97310559	97310568	-	0.000	0.000	Merged-chr9-97310505-7
NR47435--MA0740.1.KLF14	chr4	141060591	141060604	-	0.000	0.000	Merged-chr4-141060681-65
NR60036--MA0740.1.KLF14	chr7	97082089	97082102	-	0.000	0.000	Merged-chr7-97081991-102
NR29448--MA0741.1.KLF16	chr17	74295576	74295586	+	0.000	0.000	Merged-chr17-74295561-5
NR8897--MA0493.1.Klf1	chr10	128821737	128821747	+	0.000	0.000	Merged-chr10-128821761-47
NR67707--MA0493.1.Klf1	chr9	88329263	88329273	-	0.000	0.000	Merged-chr9-88329441-57
NR27497--MA0741.1.KLF16	chr17	24669690	24669700	-	0.000	0.000	Merged-chr17-24669740-50
NR41600--MA0599.1.KLF5	chr3	96198489	96198498	+	0.000	0.000	Merged-chr3-96198410-32
NR24116--MA0657.1.KLF13	chr15	95838543	95838560	-	0.000	0.000	Merged-chr15-95838556-4
NR61765--MA0741.1.KLF16	chr7	138909563	138909573	-	0.000	0.000	Merged-chr7-138909643-85
NR5829--MA0493.1.Klf1	chr10	58323434	58323444	+	0.000	0.000	Merged-chr10-58323476-78
NR58148--MA0740.1.KLF14	chr7	24481950	24481963	+	0.000	0.000	Merged-chr7-24481860-36
NR43951--MA0741.1.KLF16	chr3	155093420	155093430	+	0.000	0.000	Merged-chr3-155093462-79
NR2904--MA0493.1.Klf1	chr1	156217567	156217577	-	0.000	0.000	Merged-chr1-156217514-18
NR488--MA0740.1.KLF14	chr1	39196988	39197001	-	0.000	0.000	Merged-chr1-39196974-45
NR51083--MA1107.1.KLF9	chr5	114380540	114380552	+	0.000	0.000	Merged-chr5-114380529-85
NR39392--MA1107.1.KLF9	chr2	168531561	168531573	-	0.000	0.000	Merged-chr2-168531705-18
NR60253--MA0599.1.KLF5	chr7	101321066	101321075	-	0.000	0.000	Merged-chr7-101321217-65
NR41698--MA0493.1.Klf1	chr3	97124356	97124366	-	0.000	0.000	Merged-chr3-97124449-32
NR51626--MA0599.1.KLF5	chr5	125189793	125189802	+	0.000	0.000	Merged-chr5-125189815-23
NR65219--MA0599.1.KLF5	chr8	123805951	123805960	+	0.000	0.000	Merged-chr8-123805891-37
NR34455--MA0741.1.KLF16	chr2	6213053	6213063	+	0.000	0.000	Merged-chr2-6213187-45
NR2805--MA1107.1.KLF9	chr1	153709662	153709674	-	0.000	0.000	Merged-chr1-153709572-22
NR45157--MA1107.1.KLF9	chr4	59805745	59805757	-	0.000	0.000	Merged-chr4-59805793-13
NR24673--MA0039.3.KLF4	chr15	103552038	103552048	+	0.000	0.000	Merged-chr15-103552280-18
NR64585--MA0493.1.Klf1	chr8	111821454	111821464	-	0.000	0.000	Merged-chr8-111821367-66
NR31000--MA1107.1.KLF9	chr18	53647678	53647690	+	0.000	0.000	Merged-chr18-53647754-9
NR17081--MA0741.1.KLF16	chr13	54073630	54073640	+	0.000	0.000	Merged-chr13-54073650-18
NR30242--MA0493.1.Klf1	chr18	3507885	3507895	-	0.000	0.000	Merged-chr18-3507740-84
NR68364--MA0657.1.KLF13	chr9	107306276	107306293	-	0.000	0.000	Merged-chr9-107306317-48
NR66088--MA0741.1.KLF16	chr9	40746882	40746892	+	0.000	0.000	Merged-chr9-40746987-16
NR66261--MA0740.1.KLF14	chr9	44772957	44772970	-	0.000	0.000	Merged-chr9-44772887-60
NR8216--MA1107.1.KLF9	chr10	117784746	117784758	+	0.000	0.000	Merged-chr10-117784888-21
NR8399--MA0741.1.KLF16	chr10	120112992	120113002	-	0.000	0.000	Merged-chr10-120112828-89
NR6718--MA0599.1.KLF5	chr10	80330080	80330089	-	0.000	0.000	Merged-chr10-80329943-52
NR44717--MA0493.1.Klf1	chr4	44981385	44981395	+	0.000	0.000	Merged-chr4-44981531-52
NR44094--MA1107.1.KLF9	chr4	6925027	6925039	-	0.000	0.000	Merged-chr4-6924913-49
NR27745--MA0657.1.KLF13	chr17	27826265	27826282	-	0.000	0.000	Merged-chr17-27826379-77
NR45161--MA0039.3.KLF4	chr4	59895141	59895151	+	0.000	0.000	Merged-chr4-59895245-17
NR30368--MA0599.1.KLF5	chr18	12947546	12947555	+	0.000	0.000	Merged-chr18-12947466-4
NR3728--MA0741.1.KLF16	chr1	177442139	177442149	-	0.000	0.000	Merged-chr1-177442185-139
NR160--MA0039.3.KLF4	chr1	20912781	20912791	-	0.000	0.000	Merged-chr1-20912686-65
NR31650--MA0741.1.KLF16	chr18	73643138	73643148	+	0.000	0.000	Merged-chr18-73643262-33
NR9430--MA0741.1.KLF16	chr11	30986477	30986487	+	0.000	0.000	Merged-chr11-30986417-66
NR15062--MA0742.1.Klf12	chr12	98628097	98628111	-	0.000	0.000	Merged-chr12-98628210-48
NR45297--MA0599.1.KLF5	chr4	71291615	71291624	+	0.000	0.000	Merged-chr4-71291736-94
NR53931--MA0599.1.KLF5	chr6	47454243	47454252	-	0.000	0.000	Merged-chr6-47454445-101
NR52841--MA0741.1.KLF16	chr5	144358361	144358371	-	0.000	0.000	Merged-chr5-144358177-56
NR65689--MA0599.1.KLF5	chr9	21167894	21167903	-	0.000	0.000	Merged-chr9-21167831-1
NR20533--MA0039.3.KLF4	chr14	62627490	62627500	-	0.000	0.000	Merged-chr14-62627525-13
NR52489--MA0740.1.KLF14	chr5	139736368	139736381	+	0.000	0.000	Merged-chr5-139736342-40
NR24197--MA0740.1.KLF14	chr15	97784363	97784376	-	0.000	0.000	Merged-chr15-97784467-57
NR21975--MA0742.1.Klf12	chr15	6592495	6592509	-	0.000	0.000	Merged-chr15-6592638-64
NR24366--MA0742.1.Klf12	chr15	99652665	99652679	-	0.000	0.000	Merged-chr15-99652729-6
NR51523--MA0599.1.KLF5	chr5	123683474	123683483	+	0.000	0.000	Merged-chr5-123683382-5
NR3371--MA1107.1.KLF9	chr1	169969297	169969309	+	0.000	0.000	Merged-chr1-169969262-62
NR48402--MA0741.1.KLF16	chr4	155894343	155894353	-	0.000	0.000	Merged-chr4-155894344-17
NR25055--MA0741.1.KLF16	chr16	18127567	18127577	+	0.000	0.000	Merged-chr16-18127553-42
NR34723--MA0599.1.KLF5	chr2	18609898	18609907	+	0.000	0.000	Merged-chr2-18609869-8
NR46060--MA0599.1.KLF5	chr4	109202048	109202057	+	0.000	0.000	Merged-chr4-109201998-74
NR38093--MA0599.1.KLF5	chr2	144011511	144011520	+	0.000	0.000	Merged-chr2-144011305-12
NR62282--MA0740.1.KLF14	chr8	8661410	8661423	+	0.000	0.000	Merged-chr8-8661451-105
NR28313--MA0657.1.KLF13	chr17	35969853	35969870	-	0.000	0.000	Merged-chr17-35969818-62
NR2255--MA0493.1.Klf1	chr1	134405947	134405957	+	0.000	0.000	Merged-chr1-134406034-69
NR15187--MA1107.1.KLF9	chr12	101718561	101718573	+	0.000	0.000	Merged-chr12-101718493-65
NR13341--MA0740.1.KLF14	chr12	4039015	4039028	+	0.000	0.000	Merged-chr12-4038819-48
NR55089--MA1107.1.KLF9	chr6	97473510	97473522	-	0.000	0.000	Merged-chr6-97473618-39
NR31690--MA0493.1.Klf1	chr18	74442353	74442363	+	0.000	0.000	Merged-chr18-74442456-61
NR29447--MA1107.1.KLF9	chr17	74159692	74159704	+	0.000	0.000	Merged-chr17-74159677-34
NR58127--MA0599.1.KLF5	chr7	24413748	24413757	+	0.000	0.000	Merged-chr7-24413787-50
NR21628--MA1107.1.KLF9	chr14	118700624	118700636	+	0.000	0.000	Merged-chr14-118700795-2
NR14865--MA0741.1.KLF16	chr12	88360796	88360806	+	0.000	0.000	Merged-chr12-88360821-67
NR35990--MA0741.1.KLF16	chr2	62409040	62409050	+	0.000	0.000	Merged-chr2-62408986-36
NR68419--MA0741.1.KLF16	chr9	107736180	107736190	-	0.000	0.000	Merged-chr9-107736226-36
NR59678--MA0599.1.KLF5	chr7	80404323	80404332	+	0.000	0.000	Merged-chr7-80404319-49
NR35785--MA0741.1.KLF16	chr2	57102548	57102558	-	0.000	0.000	Merged-chr2-57102684-19
NR20570--MA0741.1.KLF16	chr14	63940966	63940976	-	0.000	0.000	Merged-chr14-63940977-13
NR40085--MA0599.1.KLF5	chr3	10351440	10351449	-	0.000	0.000	Merged-chr3-10351318-69
NR63267--MA0493.1.Klf1	chr8	69822552	69822562	-	0.000	0.000	Merged-chr8-69822616-46
NR1183--MA0493.1.Klf1	chr1	74390163	74390173	-	0.000	0.000	Merged-chr1-74390334-35
NR15576--MA0741.1.KLF16	chr12	109446608	109446618	+	0.000	0.000	Merged-chr12-109446341-43
NR1220--MA0741.1.KLF16	chr1	74807158	74807168	+	0.000	0.000	Merged-chr1-74806913-73
NR62651--MA1107.1.KLF9	chr8	27177328	27177340	+	0.000	0.000	Merged-chr8-27177254-18
NR6130--MA0740.1.KLF14	chr10	68445694	68445707	-	0.000	0.000	Merged-chr10-68445900-93
NR36496--MA0741.1.KLF16	chr2	83625382	83625392	-	0.000	0.000	Merged-chr2-83625624-59
NR48428--MA0599.1.KLF5	chr4	156197598	156197607	-	0.000	0.000	Merged-chr4-156197657-98
NR15508--MA0742.1.Klf12	chr12	108334119	108334133	-	0.000	0.000	Merged-chr12-108333959-92
NR70082--MA0599.1.KLF5	chrX	101737402	101737411	+	0.000	0.000	Merged-chrX-101737471-46
NR35011--MA0493.1.Klf1	chr2	27438499	27438509	+	0.000	0.000	Merged-chr2-27438518-5
NR9446--MA0599.1.KLF5	chr11	32221877	32221886	-	0.000	0.000	Merged-chr11-32221759-24
NR52828--MA0599.1.KLF5	chr5	144358186	144358195	-	0.000	0.000	Merged-chr5-144358177-56
NR57553--MA0742.1.Klf12	chr7	3290413	3290427	-	0.000	0.000	Merged-chr7-3290343-35
NR2367--MA0493.1.Klf1	chr1	136234170	136234180	-	0.000	0.000	Merged-chr1-136234299-43
NR55975--MA0740.1.KLF14	chr6	124414391	124414404	+	0.000	0.000	Merged-chr6-124414404-3
NR56278--MA0493.1.Klf1	chr6	129049281	129049291	-	0.000	0.000	Merged-chr6-129049251-27
NR10876--MA0599.1.KLF5	chr11	77607870	77607879	+	0.000	0.000	Merged-chr11-77607706-105
