#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.dn.bed
NR661--MA0002.2.RUNX1	chr1	165603453	165603463	-	0.000	0.000	Merged-chr1-165603509-17
NR1280--MA0002.2.RUNX1	chr10	94942950	94942960	-	0.000	0.000	Merged-chr10-94942923-6
NR9936--MA0002.2.RUNX1	chr9	110896835	110896845	+	0.000	0.000	Merged-chr9-110896831-29
NR7985--MA0002.2.RUNX1	chr6	58832816	58832826	-	0.000	0.000	Merged-chr6-58832889-39
NR6039--MA0511.2.RUNX2	chr3	59101877	59101885	-	0.000	0.000	Merged-chr3-59101725-81
NR5163--MA0002.2.RUNX1	chr2	6309612	6309622	-	0.000	0.000	Merged-chr2-6309619-42
NR5434--MA0002.2.RUNX1	chr2	72857369	72857379	-	0.000	0.000	Merged-chr2-72857533-76
NR3483--MA0002.2.RUNX1	chr15	50402754	50402764	+	0.000	0.000	Merged-chr15-50402763-30
NR6688--MA0684.1.RUNX3	chr4	34881095	34881104	+	0.000	0.000	Merged-chr4-34881201-30
NR7571--MA0002.2.RUNX1	chr5	105840057	105840067	+	0.000	0.000	Merged-chr5-105840151-44
NR1825--MA0511.2.RUNX2	chr11	107693482	107693490	-	0.000	0.000	Merged-chr11-107693539-25
NR7637--MA0002.2.RUNX1	chr5	115516845	115516855	-	0.000	0.000	Merged-chr5-115516638-85
NR4216--MA0511.2.RUNX2	chr17	29280548	29280556	+	0.000	0.000	Merged-chr17-29280648-43
NR6274--MA0684.1.RUNX3	chr3	107356211	107356220	-	0.000	0.000	Merged-chr3-107356101-14
NR3135--MA0002.2.RUNX1	chr14	67911799	67911809	-	0.000	0.000	Merged-chr14-67911920-26
NR4389--MA0684.1.RUNX3	chr17	71192225	71192234	+	0.000	0.000	Merged-chr17-71192022-46
NR8699--MA0511.2.RUNX2	chr7	72350238	72350246	+	0.000	0.000	Merged-chr7-72350151-23
NR7766--MA0684.1.RUNX3	chr5	139345140	139345149	-	0.000	0.000	Merged-chr5-139345082-66
NR6148--MA0511.2.RUNX2	chr3	86961165	86961173	-	0.000	0.000	Merged-chr3-86961231-31
NR7889--MA0002.2.RUNX1	chr6	30340466	30340476	-	0.000	0.000	Merged-chr6-30340459-13
NR5814--MA0002.2.RUNX1	chr2	165923936	165923946	+	0.000	0.000	Merged-chr2-165923890-22
NR3592--MA0002.2.RUNX1	chr15	80572480	80572490	+	0.000	0.000	Merged-chr15-80572443-63
NR3387--MA0002.2.RUNX1	chr15	27579081	27579091	+	0.000	0.000	Merged-chr15-27579137-17
NR4246--MA0684.1.RUNX3	chr17	35258409	35258418	+	0.000	0.000	Merged-chr17-35258304-47
NR8285--MA0511.2.RUNX2	chr6	122258981	122258989	+	0.000	0.000	Merged-chr6-122259137-47
NR7352--MA0684.1.RUNX3	chr5	43915407	43915416	+	0.000	0.000	Merged-chr5-43915438-14
NR3992--MA0684.1.RUNX3	chr16	76422747	76422756	+	0.000	0.000	Merged-chr16-76422823-13
NR10041--MA0002.2.RUNX1	chr9	123938143	123938153	+	0.000	0.000	Merged-chr9-123938225-36
NR9826--MA0684.1.RUNX3	chr9	86624320	86624329	-	0.000	0.000	Merged-chr9-86624608-86
NR1150--MA0002.2.RUNX1	chr10	75326632	75326642	-	0.000	0.000	Merged-chr10-75326754-53
NR2199--MA0684.1.RUNX3	chr12	91765685	91765694	+	0.000	0.000	Merged-chr12-91765630-19
NR931--MA0684.1.RUNX3	chr10	21245101	21245110	-	0.000	0.000	Merged-chr10-21245318-22
NR1345--MA0684.1.RUNX3	chr10	115363299	115363308	+	0.000	0.000	Merged-chr10-115363388-18
NR3419--MA0002.2.RUNX1	chr15	34389220	34389230	+	0.000	0.000	Merged-chr15-34389092-27
NR6144--MA0684.1.RUNX3	chr3	86837546	86837555	-	0.000	0.000	Merged-chr3-86837478-31
NR3210--MA0002.2.RUNX1	chr14	79503808	79503818	-	0.000	0.000	Merged-chr14-79503814-22
NR3005--MA0002.2.RUNX1	chr14	25857453	25857463	-	0.000	0.000	Merged-chr14-25857742-93
NR5241--MA0511.2.RUNX2	chr2	25913387	25913395	-	0.000	0.000	Merged-chr2-25913406-29
NR6982--MA0002.2.RUNX1	chr4	119809360	119809370	-	0.000	0.000	Merged-chr4-119809399-19
NR9915--MA0002.2.RUNX1	chr9	107334653	107334663	-	0.000	0.000	Merged-chr9-107334469-86
NR7693--MA0002.2.RUNX1	chr5	124036062	124036072	-	0.000	0.000	Merged-chr5-124035854-90
NR5142--MA0002.2.RUNX1	chr19	60874623	60874633	+	0.000	0.000	Merged-chr19-60874475-51
NR4239--MA0002.2.RUNX1	chr17	34896559	34896569	-	0.000	0.000	Merged-chr17-34896478-26
NR7074--MA0002.2.RUNX1	chr4	135169304	135169314	+	0.000	0.000	Merged-chr4-135169344-25
NR5813--MA0684.1.RUNX3	chr2	165408114	165408123	+	0.000	0.000	Merged-chr2-165408039-24
NR1804--MA0511.2.RUNX2	chr11	104361987	104361995	-	0.000	0.000	Merged-chr11-104361864-47
NR7202--MA0002.2.RUNX1	chr4	155162654	155162664	-	0.000	0.000	Merged-chr4-155162672-62
NR4176--MA0511.2.RUNX2	chr17	19435175	19435183	+	0.000	0.000	Merged-chr17-19435269-18
NR229--MA0684.1.RUNX3	chr1	69759799	69759808	-	0.000	0.000	Merged-chr1-69759830-47
NR3095--MA0002.2.RUNX1	chr14	59087387	59087397	-	0.000	0.000	Merged-chr14-59087274-14
NR6028--MA0002.2.RUNX1	chr3	52840356	52840366	+	0.000	0.000	Merged-chr3-52840378-53
NR8264--MA0511.2.RUNX2	chr6	119918695	119918703	+	0.000	0.000	Merged-chr6-119918835-40
NR7183--MA0002.2.RUNX1	chr4	151977976	151977986	+	0.000	0.000	Merged-chr4-151978013-24
NR3766--MA0684.1.RUNX3	chr16	14088507	14088516	-	0.000	0.000	Merged-chr16-14088440-49
NR5298--MA0002.2.RUNX1	chr2	35899014	35899024	+	0.000	0.000	Merged-chr2-35899032-12
NR9591--MA0002.2.RUNX1	chr9	41153273	41153283	-	0.000	0.000	Merged-chr9-41153398-36
NR7391--MA0511.2.RUNX2	chr5	62772103	62772111	+	0.000	0.000	Merged-chr5-62772215-28
NR5426--MA0002.2.RUNX1	chr2	71843427	71843437	+	0.000	0.000	Merged-chr2-71843530-15
NR510--MA0002.2.RUNX1	chr1	138931077	138931087	-	0.000	0.000	Merged-chr1-138931080-29
NR9991--MA0684.1.RUNX3	chr9	116214506	116214515	-	0.000	0.000	Merged-chr9-116214567-36
NR4129--MA0684.1.RUNX3	chr17	7889199	7889208	-	0.000	0.000	Merged-chr17-7889151-33
NR9514--MA0002.2.RUNX1	chr9	5298618	5298628	+	0.000	0.000	Merged-chr9-5298744-86
NR7292--MA0002.2.RUNX1	chr5	24393606	24393616	-	0.000	0.000	Merged-chr5-24393621-16
NR3998--MA0002.2.RUNX1	chr16	78576756	78576766	-	0.000	0.000	Merged-chr16-78576865-120
NR1381--MA0002.2.RUNX1	chr10	118407016	118407026	-	0.000	0.000	Merged-chr10-118407091-36
NR5092--MA0511.2.RUNX2	chr19	56530751	56530759	+	0.000	0.000	Merged-chr19-56530729-50
NR1447--MA0002.2.RUNX1	chr10	127231156	127231166	-	0.000	0.000	Merged-chr10-127231137-38
NR1718--MA0002.2.RUNX1	chr11	79670751	79670761	-	0.000	0.000	Merged-chr11-79670763-15
NR4109--MA0002.2.RUNX1	chr17	5804539	5804549	+	0.000	0.000	Merged-chr17-5804562-52
NR3190--MA0684.1.RUNX3	chr14	76569400	76569409	+	0.000	0.000	Merged-chr14-76569463-39
NR1403--MA0511.2.RUNX2	chr10	119382451	119382459	-	0.000	0.000	Merged-chr10-119382475-33
NR5264--MA0002.2.RUNX1	chr2	29649858	29649868	+	0.000	0.000	Merged-chr2-29649675-51
NR9722--MA0511.2.RUNX2	chr9	66504137	66504145	-	0.000	0.000	Merged-chr9-66504076-31
NR5220--MA0511.2.RUNX2	chr2	18939019	18939027	+	0.000	0.000	Merged-chr2-18939077-26
NR10176--MA0002.2.RUNX1	chrX	96019842	96019852	-	0.000	0.000	Merged-chrX-96019802-20
NR1304--MA0002.2.RUNX1	chr10	98494580	98494590	-	0.000	0.000	Merged-chr10-98494547-28
NR4410--MA0002.2.RUNX1	chr17	73815027	73815037	+	0.000	0.000	Merged-chr17-73814943-62
NR3335--MA0511.2.RUNX2	chr14	122063903	122063911	+	0.000	0.000	Merged-chr14-122063804-67
NR8819--MA0511.2.RUNX2	chr7	101060676	101060684	-	0.000	0.000	Merged-chr7-101060728-39
NR7738--MA0002.2.RUNX1	chr5	134350926	134350936	-	0.000	0.000	Merged-chr5-134350841-34
NR2095--MA0511.2.RUNX2	chr12	72674643	72674651	+	0.000	0.000	Merged-chr12-72674596-16
NR3441--MA0002.2.RUNX1	chr15	36666880	36666890	-	0.000	0.000	Merged-chr15-36666741-18
NR10033--MA0002.2.RUNX1	chr9	122233149	122233159	-	0.000	0.000	Merged-chr9-122233247-97
NR9875--MA0002.2.RUNX1	chr9	96583331	96583341	+	0.000	0.000	Merged-chr9-96583315-51
NR7201--MA0684.1.RUNX3	chr4	155095386	155095395	-	0.000	0.000	Merged-chr4-155095407-34
NR3587--MA0511.2.RUNX2	chr15	78923726	78923734	-	0.000	0.000	Merged-chr15-78923681-44
NR9004--MA0002.2.RUNX1	chr7	131469511	131469521	-	0.000	0.000	Merged-chr7-131469591-22
NR2982--MA0002.2.RUNX1	chr14	20785459	20785469	-	0.000	0.000	Merged-chr14-20785376-56
NR3759--MA0002.2.RUNX1	chr16	14088426	14088436	+	0.000	0.000	Merged-chr16-14088440-49
NR9133--MA0684.1.RUNX3	chr8	10481081	10481090	+	0.000	0.000	Merged-chr8-10480951-33
NR3888--MA0684.1.RUNX3	chr16	45224874	45224883	-	0.000	0.000	Merged-chr16-45224800-5
NR775--MA0002.2.RUNX1	chr1	184576648	184576658	-	0.000	0.000	Merged-chr1-184576440-44
NR1936--MA0002.2.RUNX1	chr12	3855890	3855900	+	0.000	0.000	Merged-chr12-3856043-44
NR8309--MA0511.2.RUNX2	chr6	125071544	125071552	-	0.000	0.000	Merged-chr6-125071459-61
NR5154--MA0684.1.RUNX3	chr2	3723976	3723985	-	0.000	0.000	Merged-chr2-3723872-33
NR5277--MA0002.2.RUNX1	chr2	30897091	30897101	-	0.000	0.000	Merged-chr2-30897276-26
NR5819--MA0002.2.RUNX1	chr2	166610374	166610384	-	0.000	0.000	Merged-chr2-166610595-30
NR6974--MA0002.2.RUNX1	chr4	117892107	117892117	+	0.000	0.000	Merged-chr4-117892019-55
NR9365--MA0002.2.RUNX1	chr8	105930899	105930909	-	0.000	0.000	Merged-chr8-105930842-27
NR9907--MA0002.2.RUNX1	chr9	102539930	102539940	-	0.000	0.000	Merged-chr9-102539934-44
NR3997--MA0684.1.RUNX3	chr16	78546726	78546735	+	0.000	0.000	Merged-chr16-78546881-68
NR6388--MA0684.1.RUNX3	chr3	131157634	131157643	-	0.000	0.000	Merged-chr3-131157614-46
NR5690--MA0511.2.RUNX2	chr2	144300253	144300261	+	0.000	0.000	Merged-chr2-144300316-30
NR7707--MA0511.2.RUNX2	chr5	124862471	124862479	-	0.000	0.000	Merged-chr5-124862344-168
NR5485--MA0511.2.RUNX2	chr2	84827250	84827258	-	0.000	0.000	Merged-chr2-84827189-69
NR3410--MA0511.2.RUNX2	chr15	31546529	31546537	+	0.000	0.000	Merged-chr15-31546423-43
NR5263--MA0684.1.RUNX3	chr2	29632143	29632152	+	0.000	0.000	Merged-chr2-29632325-58
NR7542--MA0002.2.RUNX1	chr5	104982661	104982671	+	0.000	0.000	Merged-chr5-104982699-45
NR470--MA0002.2.RUNX1	chr1	131613518	131613528	-	0.000	0.000	Merged-chr1-131613618-28
NR1155--MA0002.2.RUNX1	chr10	75978275	75978285	+	0.000	0.000	Merged-chr10-75978406-17
NR7794--MA0002.2.RUNX1	chr5	144126164	144126174	+	0.000	0.000	Merged-chr5-144126158-36
NR7589--MA0002.2.RUNX1	chr5	107756150	107756160	+	0.000	0.000	Merged-chr5-107756305-38
NR3440--MA0684.1.RUNX3	chr15	36650166	36650175	-	0.000	0.000	Merged-chr15-36650116-39
NR3711--MA0684.1.RUNX3	chr15	100461457	100461466	-	0.000	0.000	Merged-chr15-100461368-57
NR3292--MA0002.2.RUNX1	chr14	115250747	115250757	+	0.000	0.000	Merged-chr14-115250840-27
NR5038--MA0002.2.RUNX1	chr19	41328933	41328943	-	0.000	0.000	Merged-chr19-41328970-48
NR10032--MA0684.1.RUNX3	chr9	122233121	122233130	-	0.000	0.000	Merged-chr9-122233247-97
NR1826--MA0684.1.RUNX3	chr11	107693481	107693490	-	0.000	0.000	Merged-chr11-107693539-25
NR9003--MA0684.1.RUNX3	chr7	131469440	131469449	-	0.000	0.000	Merged-chr7-131469591-22
NR9060--MA0002.2.RUNX1	chr7	140845032	140845042	-	0.000	0.000	Merged-chr7-140845076-30
NR1634--MA0511.2.RUNX2	chr11	57911898	57911906	+	0.000	0.000	Merged-chr11-57911963-18
NR1905--MA0511.2.RUNX2	chr11	119671401	119671409	-	0.000	0.000	Merged-chr11-119671227-50
NR8034--MA0684.1.RUNX3	chr6	70830907	70830916	-	0.000	0.000	Merged-chr6-70831056-63
NR5766--MA0002.2.RUNX1	chr2	156918722	156918732	-	0.000	0.000	Merged-chr2-156918803-29
NR9460--MA0684.1.RUNX3	chr8	124242429	124242438	-	0.000	0.000	Merged-chr8-124242348-54
NR4198--MA0684.1.RUNX3	chr17	25829010	25829019	-	0.000	0.000	Merged-chr17-25828970-38
NR5451--MA0511.2.RUNX2	chr2	75638326	75638334	-	0.000	0.000	Merged-chr2-75638306-35
NR916--MA0002.2.RUNX1	chr10	18064646	18064656	+	0.000	0.000	Merged-chr10-18064784-37
NR10012--MA0002.2.RUNX1	chr9	119744091	119744101	-	0.000	0.000	Merged-chr9-119744132-67
NR9583--MA0002.2.RUNX1	chr9	37576668	37576678	-	0.000	0.000	Merged-chr9-37576736-24
NR4912--MA0002.2.RUNX1	chr19	9053245	9053255	-	0.000	0.000	Merged-chr19-9053271-35
NR7032--MA0002.2.RUNX1	chr4	129794110	129794120	+	0.000	0.000	Merged-chr4-129793960-55
NR5081--MA0002.2.RUNX1	chr19	53536908	53536918	+	0.000	0.000	Merged-chr19-53536868-40
NR5147--MA0002.2.RUNX1	chr2	3658032	3658042	+	0.000	0.000	Merged-chr2-3658087-77
NR3467--MA0002.2.RUNX1	chr15	41846674	41846684	+	0.000	0.000	Merged-chr15-41846585-48
NR1787--MA0002.2.RUNX1	chr11	99105183	99105193	+	0.000	0.000	Merged-chr11-99105109-62
NR9506--MA0002.2.RUNX1	chr8	128223319	128223329	+	0.000	0.000	Merged-chr8-128223372-20
NR5818--MA0684.1.RUNX3	chr2	166549238	166549247	+	0.000	0.000	Merged-chr2-166549284-30
NR902--MA0684.1.RUNX3	chr10	13035334	13035343	-	0.000	0.000	Merged-chr10-13035332-21
NR1373--MA0002.2.RUNX1	chr10	118083228	118083238	-	0.000	0.000	Merged-chr10-118083304-59
NR1168--MA0002.2.RUNX1	chr10	77962993	77963003	-	0.000	0.000	Merged-chr10-77962952-24
NR9906--MA0684.1.RUNX3	chr9	102539905	102539914	-	0.000	0.000	Merged-chr9-102539934-44
NR7412--MA0002.2.RUNX1	chr5	66200209	66200219	-	0.000	0.000	Merged-chr5-66200219-43
NR611--MA0002.2.RUNX1	chr1	161794746	161794756	+	0.000	0.000	Merged-chr1-161794797-65
NR3847--MA0002.2.RUNX1	chr16	36724111	36724121	+	0.000	0.000	Merged-chr16-36724137-4
NR5212--MA0511.2.RUNX2	chr2	17845530	17845538	-	0.000	0.000	Merged-chr2-17845339-45
NR1025--MA0002.2.RUNX1	chr10	43954170	43954180	-	0.000	0.000	Merged-chr10-43954194-45
NR7541--MA0684.1.RUNX3	chr5	103975958	103975967	-	0.000	0.000	Merged-chr5-103975926-24
NR1852--MA0511.2.RUNX2	chr11	109694175	109694183	-	0.000	0.000	Merged-chr11-109694201-12
NR1376--MA0511.2.RUNX2	chr10	118100858	118100866	+	0.000	0.000	Merged-chr10-118100825-27
NR7188--MA0002.2.RUNX1	chr4	152447688	152447698	-	0.000	0.000	Merged-chr4-152447863-18
NR5113--MA0002.2.RUNX1	chr19	57055914	57055924	-	0.000	0.000	Merged-chr19-57055875-36
NR5779--MA0002.2.RUNX1	chr2	158613689	158613699	+	0.000	0.000	Merged-chr2-158613722-36
NR3162--MA0002.2.RUNX1	chr14	72863303	72863313	+	0.000	0.000	Merged-chr14-72863184-30
NR1154--MA0684.1.RUNX3	chr10	75702709	75702718	+	0.000	0.000	Merged-chr10-75702628-18
NR863--MA0002.2.RUNX1	chr10	6956461	6956471	-	0.000	0.000	Merged-chr10-6956561-24
NR6810--MA0002.2.RUNX1	chr4	70307384	70307394	-	0.000	0.000	Merged-chr4-70307334-49
NR9596--MA0002.2.RUNX1	chr9	42249428	42249438	-	0.000	0.000	Merged-chr9-42249420-32
NR5242--MA0684.1.RUNX3	chr2	25913386	25913395	-	0.000	0.000	Merged-chr2-25913406-29
NR9281--MA0511.2.RUNX2	chr8	71592046	71592054	-	0.000	0.000	Merged-chr8-71592114-88
NR9996--MA0684.1.RUNX3	chr9	116366366	116366375	+	0.000	0.000	Merged-chr9-116366334-59
NR9601--MA0684.1.RUNX3	chr9	43096539	43096548	+	0.000	0.000	Merged-chr9-43096353-58
NR7174--MA0684.1.RUNX3	chr4	150798999	150799008	-	0.000	0.000	Merged-chr4-150799073-80
NR7445--MA0684.1.RUNX3	chr5	77252315	77252324	+	0.000	0.000	Merged-chr5-77252339-67
NR9248--MA0002.2.RUNX1	chr8	61928155	61928165	+	0.000	0.000	Merged-chr8-61928211-74
NR2560--MA0002.2.RUNX1	chr13	40922680	40922690	+	0.000	0.000	Merged-chr13-40922608-25
NR10233--MA0511.2.RUNX2	chrX	159043627	159043635	-	0.000	0.000	Merged-chrX-159043640-18
NR5888--MA0002.2.RUNX1	chr2	181411074	181411084	+	0.000	0.000	Merged-chr2-181411095-55
NR9648--MA0684.1.RUNX3	chr9	51402044	51402053	-	0.000	0.000	Merged-chr9-51401998-48
NR3589--MA0002.2.RUNX1	chr15	79062909	79062919	-	0.000	0.000	Merged-chr15-79062914-54
NR5060--MA0002.2.RUNX1	chr19	45577328	45577338	-	0.000	0.000	Merged-chr19-45577468-39
NR5997--MA0002.2.RUNX1	chr3	37605824	37605834	-	0.000	0.000	Merged-chr3-37605967-27
NR1914--MA0684.1.RUNX3	chr11	119929866	119929875	-	0.000	0.000	Merged-chr11-119929820-6
NR1766--MA0002.2.RUNX1	chr11	94275851	94275861	-	0.000	0.000	Merged-chr11-94275707-70
NR9214--MA0002.2.RUNX1	chr8	35992148	35992158	-	0.000	0.000	Merged-chr8-35992295-47
NR7058--MA0002.2.RUNX1	chr4	134511126	134511136	+	0.000	0.000	Merged-chr4-134511089-32
NR5649--MA0002.2.RUNX1	chr2	130291707	130291717	-	0.000	0.000	Merged-chr2-130291664-33
NR3698--MA0002.2.RUNX1	chr15	98869571	98869581	-	0.000	0.000	Merged-chr15-98869705-35
NR9072--MA0684.1.RUNX3	chr7	141194084	141194093	-	0.000	0.000	Merged-chr7-141194198-81
NR9737--MA0002.2.RUNX1	chr9	70012575	70012585	+	0.000	0.000	Merged-chr9-70012774-59
NR7786--MA0002.2.RUNX1	chr5	143235103	143235113	-	0.000	0.000	Merged-chr5-143235302-59
NR1752--MA0684.1.RUNX3	chr11	89100993	89101002	-	0.000	0.000	Merged-chr11-89100844-64
NR1547--MA0684.1.RUNX3	chr11	23895189	23895198	+	0.000	0.000	Merged-chr11-23895128-57
NR6390--MA0002.2.RUNX1	chr3	131334856	131334866	+	0.000	0.000	Merged-chr3-131334723-69
NR10147--MA0002.2.RUNX1	chrX	74393189	74393199	-	0.000	0.000	Merged-chrX-74393226-50
NR1004--MA0002.2.RUNX1	chr10	39340069	39340079	+	0.000	0.000	Merged-chr10-39339887-44
NR9052--MA0002.2.RUNX1	chr7	140208240	140208250	+	0.000	0.000	Merged-chr7-140208138-66
NR3511--MA0511.2.RUNX2	chr15	59009573	59009581	+	0.000	0.000	Merged-chr15-59009632-21
NR5635--MA0684.1.RUNX3	chr2	128381936	128381945	-	0.000	0.000	Merged-chr2-128381991-22
NR7167--MA0002.2.RUNX1	chr4	149469735	149469745	+	0.000	0.000	Merged-chr4-149469788-41
NR2701--MA0002.2.RUNX1	chr13	76139034	76139044	+	0.000	0.000	Merged-chr13-76139009-23
NR7709--MA0002.2.RUNX1	chr5	125106490	125106500	-	0.000	0.000	Merged-chr5-125106359-47
NR5758--MA0002.2.RUNX1	chr2	156882516	156882526	+	0.000	0.000	Merged-chr2-156882642-42
NR9575--MA0002.2.RUNX1	chr9	32629042	32629052	+	0.000	0.000	Merged-chr9-32628980-21
NR2953--MA0002.2.RUNX1	chr14	12243953	12243963	+	0.000	0.000	Merged-chr14-12243878-61
NR8721--MA0002.2.RUNX1	chr7	75760662	75760672	+	0.000	0.000	Merged-chr7-75760769-39
NR4885--MA0002.2.RUNX1	chr18	89214998	89215008	+	0.000	0.000	Merged-chr18-89214991-26
NR1735--MA0511.2.RUNX2	chr11	83550393	83550401	+	0.000	0.000	Merged-chr11-83550444-44
NR8973--MA0002.2.RUNX1	chr7	125635627	125635637	+	0.000	0.000	Merged-chr7-125635870-68
NR475--MA0002.2.RUNX1	chr1	133131161	133131171	-	0.000	0.000	Merged-chr1-133131295-80
NR1094--MA0002.2.RUNX1	chr10	67727768	67727778	-	0.000	0.000	Merged-chr10-67727735-22
NR1365--MA0002.2.RUNX1	chr10	117526743	117526753	+	0.000	0.000	Merged-chr10-117526787-23
NR5996--MA0684.1.RUNX3	chr3	37173480	37173489	-	0.000	0.000	Merged-chr3-37173489-44
NR7404--MA0002.2.RUNX1	chr5	64813581	64813591	-	0.000	0.000	Merged-chr5-64813644-15
NR3174--MA0684.1.RUNX3	chr14	74949176	74949185	-	0.000	0.000	Merged-chr14-74949035-55
NR1765--MA0684.1.RUNX3	chr11	94141817	94141826	+	0.000	0.000	Merged-chr11-94141772-16
NR10094--MA0002.2.RUNX1	chrX	48424762	48424772	+	0.000	0.000	Merged-chrX-48424908-65
NR6674--MA0002.2.RUNX1	chr4	33072978	33072988	-	0.000	0.000	Merged-chr4-33073054-38
NR5599--MA0511.2.RUNX2	chr2	118700448	118700456	+	0.000	0.000	Merged-chr2-118700490-41
NR10050--MA0511.2.RUNX2	chr9	124425799	124425807	-	0.000	0.000	Merged-chr9-124425759-16
NR6359--MA0684.1.RUNX3	chr3	126690815	126690824	-	0.000	0.000	Merged-chr3-126690917-48
NR1417--MA0684.1.RUNX3	chr10	121189373	121189382	-	0.000	0.000	Merged-chr10-121189304-59
NR9465--MA0684.1.RUNX3	chr8	124317366	124317375	-	0.000	0.000	Merged-chr8-124317327-6
NR3283--MA0684.1.RUNX3	chr14	106027145	106027154	-	0.000	0.000	Merged-chr14-106027200-23
NR441--MA0002.2.RUNX1	chr1	128358877	128358887	+	0.000	0.000	Merged-chr1-128359360-82
NR8099--MA0511.2.RUNX2	chr6	88939629	88939637	-	0.000	0.000	Merged-chr6-88939617-36
NR7289--MA0002.2.RUNX1	chr5	23722212	23722222	-	0.000	0.000	Merged-chr5-23722080-21
NR3411--MA0684.1.RUNX3	chr15	31546529	31546538	+	0.000	0.000	Merged-chr15-31546423-43
NR8148--MA0684.1.RUNX3	chr6	97387553	97387562	+	0.000	0.000	Merged-chr6-97387514-39
NR3206--MA0684.1.RUNX3	chr14	78914393	78914402	-	0.000	0.000	Merged-chr14-78914359-46
NR964--MA0002.2.RUNX1	chr10	26799660	26799670	-	0.000	0.000	Merged-chr10-26799592-100
NR9574--MA0684.1.RUNX3	chr9	32628885	32628894	-	0.000	0.000	Merged-chr9-32628980-21
NR4903--MA0684.1.RUNX3	chr19	5568131	5568140	-	0.000	0.000	Merged-chr19-5567991-110
NR9302--MA0002.2.RUNX1	chr8	77451671	77451681	-	0.000	0.000	Merged-chr8-77451858-90
NR8227--MA0511.2.RUNX2	chr6	114660168	114660176	-	0.000	0.000	Merged-chr6-114660280-61
NR9968--MA0002.2.RUNX1	chr9	114788782	114788792	+	0.000	0.000	Merged-chr9-114788883-8
NR9448--MA0511.2.RUNX2	chr8	122530697	122530705	-	0.000	0.000	Merged-chr8-122530722-16
NR5217--MA0511.2.RUNX2	chr2	18935685	18935693	-	0.000	0.000	Merged-chr2-18935718-26
NR950--MA0684.1.RUNX3	chr10	22732436	22732445	-	0.000	0.000	Merged-chr10-22732322-3
NR9034--MA0511.2.RUNX2	chr7	137476760	137476768	-	0.000	0.000	Merged-chr7-137476773-22
NR8700--MA0002.2.RUNX1	chr7	72350238	72350248	-	0.000	0.000	Merged-chr7-72350151-23
NR9683--MA0684.1.RUNX3	chr9	58280707	58280716	-	0.000	0.000	Merged-chr9-58280700-28
NR8780--MA0511.2.RUNX2	chr7	92087616	92087624	-	0.000	0.000	Merged-chr7-92087702-17
NR7526--MA0002.2.RUNX1	chr5	100916620	100916630	-	0.000	0.000	Merged-chr5-100916697-39
NR2313--MA0002.2.RUNX1	chr12	107982497	107982507	-	0.000	0.000	Merged-chr12-107982520-41
NR4993--MA0684.1.RUNX3	chr19	32275218	32275227	+	0.000	0.000	Merged-chr19-32275425-90
NR1344--MA0002.2.RUNX1	chr10	115363299	115363309	-	0.000	0.000	Merged-chr10-115363388-18
NR4450--MA0002.2.RUNX1	chr17	83645436	83645446	+	0.000	0.000	Merged-chr17-83645491-40
NR9187--MA0002.2.RUNX1	chr8	25949095	25949105	-	0.000	0.000	Merged-chr8-25949044-65
NR7734--MA0511.2.RUNX2	chr5	134237016	134237024	+	0.000	0.000	Merged-chr5-134237023-52
NR8604--MA0002.2.RUNX1	chr7	44839664	44839674	+	0.000	0.000	Merged-chr7-44839649-46
NR933--MA0511.2.RUNX2	chr10	21479581	21479589	+	0.000	0.000	Merged-chr10-21479566-37
NR9666--MA0511.2.RUNX2	chr9	55102313	55102321	+	0.000	0.000	Merged-chr9-55102396-26
NR563--MA0002.2.RUNX1	chr1	153238161	153238171	+	0.000	0.000	Merged-chr1-153238219-13
NR6510--MA0002.2.RUNX1	chr3	145942218	145942228	+	0.000	0.000	Merged-chr3-145942154-31
NR9715--MA0684.1.RUNX3	chr9	64832018	64832027	-	0.000	0.000	Merged-chr9-64831906-29
NR91--MA0684.1.RUNX3	chr1	37030883	37030892	+	0.000	0.000	Merged-chr1-37030914-29
NR1248--MA0002.2.RUNX1	chr10	91167021	91167031	-	0.000	0.000	Merged-chr10-91167120-36
NR420--MA0002.2.RUNX1	chr1	125441362	125441372	+	0.000	0.000	Merged-chr1-125441635-68
NR9030--MA0684.1.RUNX3	chr7	136255793	136255802	-	0.000	0.000	Merged-chr7-136255803-24
NR9967--MA0684.1.RUNX3	chr9	114787860	114787869	-	0.000	0.000	Merged-chr9-114787935-34
NR5958--MA0511.2.RUNX2	chr3	21987884	21987892	+	0.000	0.000	Merged-chr3-21988078-85
NR771--MA0511.2.RUNX2	chr1	184534678	184534686	+	0.000	0.000	Merged-chr1-184534660-49
NR9424--MA0002.2.RUNX1	chr8	119605005	119605015	-	0.000	0.000	Merged-chr8-119605101-59
NR1185--MA0511.2.RUNX2	chr10	81194417	81194425	-	0.000	0.000	Merged-chr10-81194350-49
