#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR4254--MA0089.1.MAFG::NFE2L1	chr14	69805329	69805334	-	0.000	0.000	Merged-chr14-69805276-121
NR2456--MA0495.2.MAFF	chr11	117109896	117109916	-	0.000	0.000	Merged-chr11-117109823-31
NR6128--MA0659.1.MAFG	chr17	86063692	86063712	-	0.000	0.000	Merged-chr17-86063661-27
NR11691--MA0496.2.MAFK	chr7	13038282	13038300	+	0.000	0.000	Merged-chr7-13038148-88
NR10595--MA0089.1.MAFG::NFE2L1	chr5	135962695	135962700	-	0.000	0.000	Merged-chr5-135962796-70
NR5270--MA0089.1.MAFG::NFE2L1	chr16	38239768	38239773	-	0.000	0.000	Merged-chr16-38239886-27
NR5938--MA0659.1.MAFG	chr17	52312185	52312205	-	0.000	0.000	Merged-chr17-52312219-8
NR1986--MA0501.1.MAF::NFE2	chr10	122742287	122742301	-	0.000	0.000	Merged-chr10-122742317-12
NR11230--MA0496.2.MAFK	chr6	94623148	94623166	-	0.000	0.000	Merged-chr6-94623201-16
NR6374--MA0117.2.Mafb	chr18	39185933	39185944	-	0.000	0.000	Merged-chr18-39185847-29
NR5607--MA0591.1.Bach1::Mafk	chr16	90220958	90220972	+	0.000	0.000	Merged-chr16-90220998-103
NR4931--MA0591.1.Bach1::Mafk	chr15	76671569	76671583	+	0.000	0.000	Merged-chr15-76671670-56
NR8894--MA0117.2.Mafb	chr3	143733692	143733703	+	0.000	0.000	Merged-chr3-143733757-2
NR11375--MA0591.1.Bach1::Mafk	chr6	116628692	116628706	-	0.000	0.000	Merged-chr6-116628813-88
NR588--MA0117.2.Mafb	chr1	105883621	105883632	-	0.000	0.000	Merged-chr1-105883714-7
NR5308--MA0089.1.MAFG::NFE2L1	chr16	49016785	49016790	+	0.000	0.000	Merged-chr16-49016858-18
NR13417--MA0659.1.MAFG	chr9	108156924	108156944	+	0.000	0.000	Merged-chr9-108157018-18
NR8197--MA0089.1.MAFG::NFE2L1	chr3	31056840	31056845	+	0.000	0.000	Merged-chr3-31056991-112
NR11018--MA0659.1.MAFG	chr6	57583829	57583849	-	0.000	0.000	Merged-chr6-57584006-3
NR376--MA0495.2.MAFF	chr1	72870499	72870519	-	0.000	0.000	Merged-chr1-72870469-25
NR7361--MA0117.2.Mafb	chr2	76220732	76220743	-	0.000	0.000	Merged-chr2-76220899-10
NR10859--MA0501.1.MAF::NFE2	chr6	28410153	28410167	-	0.000	0.000	Merged-chr6-28410269-14
NR7003--MA0117.2.Mafb	chr2	16619857	16619868	+	0.000	0.000	Merged-chr2-16619813-1
NR9763--MA0495.2.MAFF	chr4	144404462	144404482	+	0.000	0.000	Merged-chr4-144404562-1
NR7744--MA0089.1.MAFG::NFE2L1	chr2	147789907	147789912	-	0.000	0.000	Merged-chr2-147789871-1
NR4824--MA0591.1.Bach1::Mafk	chr15	58823463	58823477	-	0.000	0.000	Merged-chr15-58823489-98
NR4909--MA0591.1.Bach1::Mafk	chr15	73228430	73228444	-	0.000	0.000	Merged-chr15-73228515-7
NR5815--MA0496.2.MAFK	chr17	27755571	27755589	-	0.000	0.000	Merged-chr17-27755639-7
NR736--MA0591.1.Bach1::Mafk	chr1	134106866	134106880	-	0.000	0.000	Merged-chr1-134106892-31
NR13761--MA0591.1.Bach1::Mafk	chrX	169036510	169036524	+	0.000	0.000	Merged-chrX-169036684-51
NR4526--MA0117.2.Mafb	chr14	120572435	120572446	+	0.000	0.000	Merged-chr14-120572441-59
NR5206--MA0089.1.MAFG::NFE2L1	chr16	18733476	18733481	-	0.000	0.000	Merged-chr16-18733506-32
NR4843--MA0089.1.MAFG::NFE2L1	chr15	62091866	62091871	-	0.000	0.000	Merged-chr15-62091960-25
NR11020--MA0496.2.MAFK	chr6	57583830	57583848	-	0.000	0.000	Merged-chr6-57584006-3
NR870--MA0089.1.MAFG::NFE2L1	chr1	161480050	161480055	-	0.000	0.000	Merged-chr1-161480099-19
NR9891--MA0089.1.MAFG::NFE2L1	chr5	4936873	4936878	+	0.000	0.000	Merged-chr5-4936814-3
NR12227--MA0495.2.MAFF	chr7	114301694	114301714	+	0.000	0.000	Merged-chr7-114301594-55
NR13681--MA0089.1.MAFG::NFE2L1	chrX	106962485	106962490	+	0.000	0.000	Merged-chrX-106962471-28
NR12967--MA0089.1.MAFG::NFE2L1	chr8	126971098	126971103	-	0.000	0.000	Merged-chr8-126971027-48
NR12476--MA0089.1.MAFG::NFE2L1	chr8	31211801	31211806	-	0.000	0.000	Merged-chr8-31211623-10
NR5079--MA0659.1.MAFG	chr16	4475219	4475239	-	0.000	0.000	Merged-chr16-4475244-54
NR1381--MA0501.1.MAF::NFE2	chr10	37721261	37721275	+	0.000	0.000	Merged-chr10-37721362-7
NR8051--MA0591.1.Bach1::Mafk	chr3	9974554	9974568	+	0.000	0.000	Merged-chr3-9974623-36
NR4009--MA0591.1.Bach1::Mafk	chr14	25855698	25855712	-	0.000	0.000	Merged-chr14-25855569-55
NR6074--MA0591.1.Bach1::Mafk	chr17	80139920	80139934	-	0.000	0.000	Merged-chr17-80140059-47
NR8988--MA0089.1.MAFG::NFE2L1	chr3	153959451	153959456	-	0.000	0.000	Merged-chr3-153959576-42
NR12778--MA0089.1.MAFG::NFE2L1	chr8	88755530	88755535	+	0.000	0.000	Merged-chr8-88755451-48
NR11365--MA0496.2.MAFK	chr6	114905020	114905038	+	0.000	0.000	Merged-chr6-114905018-60
NR9929--MA0089.1.MAFG::NFE2L1	chr5	10714240	10714245	-	0.000	0.000	Merged-chr5-10714212-1
NR1431--MA0501.1.MAF::NFE2	chr10	43330942	43330956	+	0.000	0.000	Merged-chr10-43330902-16
NR5625--MA0117.2.Mafb	chr16	92884160	92884171	-	0.000	0.000	Merged-chr16-92884167-7
NR2607--MA0089.1.MAFG::NFE2L1	chr12	31997023	31997028	+	0.000	0.000	Merged-chr12-31997107-37
NR10025--MA0089.1.MAFG::NFE2L1	chr5	20061957	20061962	+	0.000	0.000	Merged-chr5-20062093-32
NR12117--MA0117.2.Mafb	chr7	99795359	99795370	-	0.000	0.000	Merged-chr7-99795499-24
NR11477--MA0496.2.MAFK	chr6	130029868	130029886	-	0.000	0.000	Merged-chr6-130029953-23
NR13232--MA0495.2.MAFF	chr9	78448210	78448230	-	0.000	0.000	Merged-chr9-78448370-64
NR12229--MA0117.2.Mafb	chr7	114817825	114817836	-	0.000	0.000	Merged-chr7-114817676-52
NR3676--MA0496.2.MAFK	chr13	103374636	103374654	-	0.000	0.000	Merged-chr13-103374467-6
NR9612--MA0089.1.MAFG::NFE2L1	chr4	102955809	102955814	-	0.000	0.000	Merged-chr4-102955684-33
NR13402--MA0089.1.MAFG::NFE2L1	chr9	106394745	106394750	-	0.000	0.000	Merged-chr9-106394684-34
NR479--MA0496.2.MAFK	chr1	88497592	88497610	-	0.000	0.000	Merged-chr1-88497619-10
NR10414--MA0089.1.MAFG::NFE2L1	chr5	96825067	96825072	+	0.000	0.000	Merged-chr5-96825060-50
NR7553--MA0089.1.MAFG::NFE2L1	chr2	119034821	119034826	-	0.000	0.000	Merged-chr2-119034979-52
NR7909--MA0591.1.Bach1::Mafk	chr2	170247789	170247803	+	0.000	0.000	Merged-chr2-170247949-28
NR1651--MA0089.1.MAFG::NFE2L1	chr10	75303954	75303959	-	0.000	0.000	Merged-chr10-75303775-85
NR10981--MA0591.1.Bach1::Mafk	chr6	51432788	51432802	+	0.000	0.000	Merged-chr6-51432824-29
NR9538--MA0089.1.MAFG::NFE2L1	chr4	88544128	88544133	+	0.000	0.000	Merged-chr4-88544037-33
NR697--MA0591.1.Bach1::Mafk	chr1	126408116	126408130	+	0.000	0.000	Merged-chr1-126408111-35
NR3907--MA0501.1.MAF::NFE2	chr14	12581926	12581940	-	0.000	0.000	Merged-chr14-12581855-1
NR4827--MA0591.1.Bach1::Mafk	chr15	59618586	59618600	-	0.000	0.000	Merged-chr15-59618561-44
NR2251--MA0591.1.Bach1::Mafk	chr11	55033347	55033361	-	0.000	0.000	Merged-chr11-55033376-52
NR6570--MA0591.1.Bach1::Mafk	chr18	68234693	68234707	+	0.000	0.000	Merged-chr18-68234781-25
NR8709--MA0089.1.MAFG::NFE2L1	chr3	115972158	115972163	+	0.000	0.000	Merged-chr3-115972355-68
NR4211--MA0496.2.MAFK	chr14	54259125	54259143	-	0.000	0.000	Merged-chr14-54259345-44
NR13139--MA0089.1.MAFG::NFE2L1	chr9	45955289	45955294	-	0.000	0.000	Merged-chr9-45955056-98
NR2161--MA0496.2.MAFK	chr11	21180809	21180827	+	0.000	0.000	Merged-chr11-21180890-47
NR12776--MA0089.1.MAFG::NFE2L1	chr8	88244522	88244527	+	0.000	0.000	Merged-chr8-88244347-35
NR4867--MA0089.1.MAFG::NFE2L1	chr15	65727359	65727364	-	0.000	0.000	Merged-chr15-65727192-50
NR12650--MA0501.1.MAF::NFE2	chr8	70611884	70611898	+	0.000	0.000	Merged-chr8-70611821-55
NR5593--MA0591.1.Bach1::Mafk	chr16	87713179	87713193	+	0.000	0.000	Merged-chr16-87713250-69
NR268--MA0591.1.Bach1::Mafk	chr1	58742700	58742714	+	0.000	0.000	Merged-chr1-58742743-31
NR5321--MA0117.2.Mafb	chr16	50737736	50737747	-	0.000	0.000	Merged-chr16-50737708-13
NR10637--MA0591.1.Bach1::Mafk	chr5	147063450	147063464	-	0.000	0.000	Merged-chr5-147063758-85
NR5317--MA0089.1.MAFG::NFE2L1	chr16	50736973	50736978	-	0.000	0.000	Merged-chr16-50736996-81
NR9654--MA0501.1.MAF::NFE2	chr4	115057376	115057390	-	0.000	0.000	Merged-chr4-115057224-34
NR11623--MA0117.2.Mafb	chr6	144679046	144679057	+	0.000	0.000	Merged-chr6-144679049-11
NR11658--MA0089.1.MAFG::NFE2L1	chr7	3693596	3693601	+	0.000	0.000	Merged-chr7-3693587-203
NR3258--MA0089.1.MAFG::NFE2L1	chr13	34078064	34078069	-	0.000	0.000	Merged-chr13-34078203-66
NR3634--MA0089.1.MAFG::NFE2L1	chr13	100124842	100124847	+	0.000	0.000	Merged-chr13-100125011-52
NR12807--MA0117.2.Mafb	chr8	90909239	90909250	-	0.000	0.000	Merged-chr8-90909205-4
NR7262--MA0089.1.MAFG::NFE2L1	chr2	60200263	60200268	-	0.000	0.000	Merged-chr2-60200262-30
NR8813--MA0495.2.MAFF	chr3	133563697	133563717	+	0.000	0.000	Merged-chr3-133563771-42
NR13467--MA0117.2.Mafb	chr9	114730377	114730388	-	0.000	0.000	Merged-chr9-114730346-23
NR6288--MA0496.2.MAFK	chr18	20946629	20946647	-	0.000	0.000	Merged-chr18-20946448-65
NR9738--MA0089.1.MAFG::NFE2L1	chr4	135946566	135946571	-	0.000	0.000	Merged-chr4-135946528-48
NR871--MA0117.2.Mafb	chr1	161480011	161480022	+	0.000	0.000	Merged-chr1-161480099-19
NR2982--MA0591.1.Bach1::Mafk	chr12	105069097	105069111	-	0.000	0.000	Merged-chr12-105069151-33
NR2301--MA0089.1.MAFG::NFE2L1	chr11	70762833	70762838	-	0.000	0.000	Merged-chr11-70762814-15
NR2491--MA0089.1.MAFG::NFE2L1	chr12	3989964	3989969	+	0.000	0.000	Merged-chr12-3989980-1
NR1777--MA0089.1.MAFG::NFE2L1	chr10	93425854	93425859	-	0.000	0.000	Merged-chr10-93425888-29
NR2359--MA0591.1.Bach1::Mafk	chr11	94386618	94386632	-	0.000	0.000	Merged-chr11-94386453-49
NR1286--MA0089.1.MAFG::NFE2L1	chr10	22345892	22345897	+	0.000	0.000	Merged-chr10-22345907-34
NR163--MA0591.1.Bach1::Mafk	chr1	34843058	34843072	+	0.000	0.000	Merged-chr1-34843057-106
NR9339--MA0495.2.MAFF	chr4	57798052	57798072	+	0.000	0.000	Merged-chr4-57797871-1
NR11932--MA0089.1.MAFG::NFE2L1	chr7	68250585	68250590	-	0.000	0.000	Merged-chr7-68250535-42
NR10512--MA0089.1.MAFG::NFE2L1	chr5	118633282	118633287	+	0.000	0.000	Merged-chr5-118633117-20
NR4576--MA0089.1.MAFG::NFE2L1	chr15	6584918	6584923	-	0.000	0.000	Merged-chr15-6584866-9
NR4494--MA0495.2.MAFF	chr14	118796408	118796428	+	0.000	0.000	Merged-chr14-118796395-16
NR1962--MA0591.1.Bach1::Mafk	chr10	117215853	117215867	-	0.000	0.000	Merged-chr10-117215967-32
NR12831--MA0591.1.Bach1::Mafk	chr8	95697286	95697300	-	0.000	0.000	Merged-chr8-95697272-29
NR10509--MA0496.2.MAFK	chr5	118269184	118269202	+	0.000	0.000	Merged-chr5-118269215-26
NR5796--MA0117.2.Mafb	chr17	24632643	24632654	+	0.000	0.000	Merged-chr17-24632635-40
NR4878--MA0089.1.MAFG::NFE2L1	chr15	66801066	66801071	-	0.000	0.000	Merged-chr15-66801047-6
NR6533--MA0089.1.MAFG::NFE2L1	chr18	62156041	62156046	+	0.000	0.000	Merged-chr18-62156054-2
NR9343--MA0496.2.MAFK	chr4	58236003	58236021	-	0.000	0.000	Merged-chr4-58236026-17
NR378--MA0591.1.Bach1::Mafk	chr1	72870502	72870516	-	0.000	0.000	Merged-chr1-72870469-25
NR9655--MA0591.1.Bach1::Mafk	chr4	116053504	116053518	-	0.000	0.000	Merged-chr4-116053495-96
NR721--MA0591.1.Bach1::Mafk	chr1	131153186	131153200	-	0.000	0.000	Merged-chr1-131153253-37
NR5184--MA0501.1.MAF::NFE2	chr16	14237421	14237435	-	0.000	0.000	Merged-chr16-14237452-27
NR7664--MA0089.1.MAFG::NFE2L1	chr2	135999721	135999726	-	0.000	0.000	Merged-chr2-135999681-5
NR6620--MA0089.1.MAFG::NFE2L1	chr18	75410352	75410357	+	0.000	0.000	Merged-chr18-75410439-27
NR6078--MA0496.2.MAFK	chr17	80139918	80139936	-	0.000	0.000	Merged-chr17-80140059-47
NR12949--MA0495.2.MAFF	chr8	125557551	125557571	+	0.000	0.000	Merged-chr8-125557520-11
NR4263--MA0117.2.Mafb	chr14	74918642	74918653	+	0.000	0.000	Merged-chr14-74918775-39
NR10312--MA0496.2.MAFK	chr5	76565521	76565539	+	0.000	0.000	Merged-chr5-76565486-34
NR13700--MA0089.1.MAFG::NFE2L1	chrX	133898292	133898297	+	0.000	0.000	Merged-chrX-133898261-39
NR8178--MA0501.1.MAF::NFE2	chr3	28031826	28031840	-	0.000	0.000	Merged-chr3-28031945-16
NR60--MA0089.1.MAFG::NFE2L1	chr1	13593315	13593320	-	0.000	0.000	Merged-chr1-13593495-61
NR6651--MA0496.2.MAFK	chr18	80612046	80612064	-	0.000	0.000	Merged-chr18-80611991-79
NR8329--MA0089.1.MAFG::NFE2L1	chr3	58583003	58583008	-	0.000	0.000	Merged-chr3-58583098-16
NR7966--MA0089.1.MAFG::NFE2L1	chr2	177398275	177398280	-	0.000	0.000	Merged-chr2-177398378-54
NR11641--MA0089.1.MAFG::NFE2L1	chr6	146481509	146481514	+	0.000	0.000	Merged-chr6-146481511-38
NR9721--MA0089.1.MAFG::NFE2L1	chr4	129960294	129960299	+	0.000	0.000	Merged-chr4-129960127-71
NR12281--MA0089.1.MAFG::NFE2L1	chr7	132768217	132768222	-	0.000	0.000	Merged-chr7-132768220-25
NR1309--MA0089.1.MAFG::NFE2L1	chr10	26364423	26364428	-	0.000	0.000	Merged-chr10-26364475-53
NR8981--MA0659.1.MAFG	chr3	153260800	153260820	-	0.000	0.000	Merged-chr3-153260790-34
NR9432--MA0089.1.MAFG::NFE2L1	chr4	70265447	70265452	+	0.000	0.000	Merged-chr4-70265385-47
NR5750--MA0501.1.MAF::NFE2	chr17	17867273	17867287	+	0.000	0.000	Merged-chr17-17867288-2
NR7895--MA0591.1.Bach1::Mafk	chr2	169089217	169089231	-	0.000	0.000	Merged-chr2-169089199-37
NR12939--MA0591.1.Bach1::Mafk	chr8	123385395	123385409	-	0.000	0.000	Merged-chr8-123385258-19
NR12985--MA0495.2.MAFF	chr8	128596686	128596706	+	0.000	0.000	Merged-chr8-128596588-1
NR2816--MA0089.1.MAFG::NFE2L1	chr12	70232369	70232374	+	0.000	0.000	Merged-chr12-70232391-28
NR11626--MA0496.2.MAFK	chr6	144679047	144679065	-	0.000	0.000	Merged-chr6-144679049-11
NR6818--MA0501.1.MAF::NFE2	chr19	32524044	32524058	-	0.000	0.000	Merged-chr19-32523975-16
NR4209--MA0591.1.Bach1::Mafk	chr14	54259127	54259141	-	0.000	0.000	Merged-chr14-54259345-44
NR11163--MA0089.1.MAFG::NFE2L1	chr6	82702798	82702803	-	0.000	0.000	Merged-chr6-82702849-35
NR897--MA0495.2.MAFF	chr1	165828808	165828828	+	0.000	0.000	Merged-chr1-165828679-59
NR5590--MA0089.1.MAFG::NFE2L1	chr16	87394136	87394141	-	0.000	0.000	Merged-chr16-87394132-33
NR4962--MA0659.1.MAFG	chr15	81872293	81872313	-	0.000	0.000	Merged-chr15-81872198-88
NR2277--MA0591.1.Bach1::Mafk	chr11	62280806	62280820	-	0.000	0.000	Merged-chr11-62280813-1
NR7937--MA0591.1.Bach1::Mafk	chr2	173749175	173749189	-	0.000	0.000	Merged-chr2-173749391-11
NR3966--MA0117.2.Mafb	chr14	17406208	17406219	+	0.000	0.000	Merged-chr14-17406141-29
NR4540--MA0501.1.MAF::NFE2	chr14	121903610	121903624	-	0.000	0.000	Merged-chr14-121903586-22
NR11452--MA0495.2.MAFF	chr6	127359538	127359558	-	0.000	0.000	Merged-chr6-127359568-39
NR7299--MA0089.1.MAFG::NFE2L1	chr2	65551948	65551953	+	0.000	0.000	Merged-chr2-65551988-12
NR3196--MA0117.2.Mafb	chr13	22043125	22043136	-	0.000	0.000	Merged-chr13-22043154-75
NR10045--MA0089.1.MAFG::NFE2L1	chr5	23394492	23394497	+	0.000	0.000	Merged-chr5-23394422-14
NR6631--MA0089.1.MAFG::NFE2L1	chr18	78142933	78142938	+	0.000	0.000	Merged-chr18-78142863-6
NR1773--MA0089.1.MAFG::NFE2L1	chr10	92722429	92722434	+	0.000	0.000	Merged-chr10-92722301-72
NR6370--MA0501.1.MAF::NFE2	chr18	39068273	39068287	-	0.000	0.000	Merged-chr18-39068377-42
NR12320--MA0659.1.MAFG	chr7	141072584	141072604	-	0.000	0.000	Merged-chr7-141072410-71
NR11261--MA0501.1.MAF::NFE2	chr6	99380314	99380328	-	0.000	0.000	Merged-chr6-99380353-32
NR6759--MA0496.2.MAFK	chr19	8997797	8997815	+	0.000	0.000	Merged-chr19-8997882-60
NR11470--MA0495.2.MAFF	chr6	130029867	130029887	-	0.000	0.000	Merged-chr6-130029953-23
NR5137--MA0495.2.MAFF	chr16	8306676	8306696	-	0.000	0.000	Merged-chr16-8306528-49
NR11767--MA0089.1.MAFG::NFE2L1	chr7	30353511	30353516	+	0.000	0.000	Merged-chr7-30353555-8
NR10857--MA0591.1.Bach1::Mafk	chr6	28351376	28351390	+	0.000	0.000	Merged-chr6-28351294-19
NR2545--MA0117.2.Mafb	chr12	17724601	17724612	+	0.000	0.000	Merged-chr12-17724763-61
NR12363--MA0591.1.Bach1::Mafk	chr8	10927705	10927719	+	0.000	0.000	Merged-chr8-10927860-5
NR9610--MA0117.2.Mafb	chr4	101495950	101495961	-	0.000	0.000	Merged-chr4-101495950-2
NR10810--MA0089.1.MAFG::NFE2L1	chr6	17932003	17932008	+	0.000	0.000	Merged-chr6-17932110-11
NR11363--MA0089.1.MAFG::NFE2L1	chr6	114445149	114445154	-	0.000	0.000	Merged-chr6-114445139-32
NR1261--MA0495.2.MAFF	chr10	20119542	20119562	+	0.000	0.000	Merged-chr10-20119637-31
NR13555--MA0591.1.Bach1::Mafk	chrX	48310733	48310747	+	0.000	0.000	Merged-chrX-48310773-8
NR11450--MA0089.1.MAFG::NFE2L1	chr6	126849009	126849014	-	0.000	0.000	Merged-chr6-126849069-62
NR7453--MA0659.1.MAFG	chr2	101678594	101678614	+	0.000	0.000	Merged-chr2-101678794-92
NR1588--MA0495.2.MAFF	chr10	67512298	67512318	-	0.000	0.000	Merged-chr10-67512381-13
NR6339--MA0495.2.MAFF	chr18	33060132	33060152	+	0.000	0.000	Merged-chr18-33060171-12
NR13189--MA0495.2.MAFF	chr9	71874477	71874497	+	0.000	0.000	Merged-chr9-71874475-35
NR8601--MA0089.1.MAFG::NFE2L1	chr3	96936772	96936777	-	0.000	0.000	Merged-chr3-96936595-28
NR2827--MA0089.1.MAFG::NFE2L1	chr12	73648002	73648007	+	0.000	0.000	Merged-chr12-73647879-51
NR3321--MA0591.1.Bach1::Mafk	chr13	59011614	59011628	-	0.000	0.000	Merged-chr13-59011628-8
NR5394--MA0117.2.Mafb	chr16	55888376	55888387	-	0.000	0.000	Merged-chr16-55888204-77
NR4725--MA0117.2.Mafb	chr15	36396458	36396469	+	0.000	0.000	Merged-chr15-36396472-80
NR2241--MA0659.1.MAFG	chr11	51898836	51898856	+	0.000	0.000	Merged-chr11-51898870-27
NR13159--MA0089.1.MAFG::NFE2L1	chr9	57655986	57655991	+	0.000	0.000	Merged-chr9-57655986-23
NR1319--MA0496.2.MAFK	chr10	29313191	29313209	+	0.000	0.000	Merged-chr10-29313390-69
NR6051--MA0089.1.MAFG::NFE2L1	chr17	74717768	74717773	-	0.000	0.000	Merged-chr17-74717725-59
NR8832--MA0591.1.Bach1::Mafk	chr3	135514190	135514204	-	0.000	0.000	Merged-chr3-135514280-15
NR4598--MA0089.1.MAFG::NFE2L1	chr15	9435986	9435991	+	0.000	0.000	Merged-chr15-9435954-24
NR6343--MA0496.2.MAFK	chr18	33060133	33060151	+	0.000	0.000	Merged-chr18-33060171-12
NR13622--MA0089.1.MAFG::NFE2L1	chrX	74297031	74297036	-	0.000	0.000	Merged-chrX-74297029-55
NR12857--MA0591.1.Bach1::Mafk	chr8	105827425	105827439	-	0.000	0.000	Merged-chr8-105827361-75
NR3691--MA0501.1.MAF::NFE2	chr13	105156621	105156635	+	0.000	0.000	Merged-chr13-105156682-2
NR6368--MA0659.1.MAFG	chr18	39068273	39068293	+	0.000	0.000	Merged-chr18-39068377-42
NR4219--MA0089.1.MAFG::NFE2L1	chr14	57808728	57808733	-	0.000	0.000	Merged-chr14-57808793-21
NR11014--MA0495.2.MAFF	chr6	57583829	57583849	+	0.000	0.000	Merged-chr6-57584006-3
NR12504--MA0089.1.MAFG::NFE2L1	chr8	36993537	36993542	+	0.000	0.000	Merged-chr8-36993607-79
NR4858--MA0495.2.MAFF	chr15	64041700	64041720	+	0.000	0.000	Merged-chr15-64041818-65
NR13386--MA0591.1.Bach1::Mafk	chr9	99469963	99469977	-	0.000	0.000	Merged-chr9-99469936-29
NR10230--MA0089.1.MAFG::NFE2L1	chr5	65391538	65391543	+	0.000	0.000	Merged-chr5-65391425-67
NR1582--MA0089.1.MAFG::NFE2L1	chr10	66865120	66865125	+	0.000	0.000	Merged-chr10-66865272-4
NR12889--MA0117.2.Mafb	chr8	109750712	109750723	-	0.000	0.000	Merged-chr8-109750822-50
NR4976--MA0117.2.Mafb	chr15	83602907	83602918	+	0.000	0.000	Merged-chr15-83602865-55
NR10134--MA0496.2.MAFK	chr5	43425121	43425139	+	0.000	0.000	Merged-chr5-43425059-17
NR4306--MA0089.1.MAFG::NFE2L1	chr14	87544943	87544948	-	0.000	0.000	Merged-chr14-87544922-2
NR11126--MA0495.2.MAFF	chr6	70709472	70709492	-	0.000	0.000	Merged-chr6-70709572-48
NR13419--MA0501.1.MAF::NFE2	chr9	108156930	108156944	+	0.000	0.000	Merged-chr9-108157018-18
NR1797--MA0089.1.MAFG::NFE2L1	chr10	95781386	95781391	-	0.000	0.000	Merged-chr10-95781275-17
NR4648--MA0501.1.MAF::NFE2	chr15	25216831	25216845	+	0.000	0.000	Merged-chr15-25216736-38
NR2642--MA0501.1.MAF::NFE2	chr12	36822117	36822131	+	0.000	0.000	Merged-chr12-36822128-1
NR237--MA0117.2.Mafb	chr1	53776809	53776820	+	0.000	0.000	Merged-chr1-53776706-48
NR6878--MA0591.1.Bach1::Mafk	chr19	58104663	58104677	+	0.000	0.000	Merged-chr19-58104736-34
NR1543--MA0501.1.MAF::NFE2	chr10	60262517	60262531	-	0.000	0.000	Merged-chr10-60262636-1
NR7657--MA0496.2.MAFK	chr2	135748540	135748558	+	0.000	0.000	Merged-chr2-135748609-5
NR10922--MA0496.2.MAFK	chr6	41526528	41526546	+	0.000	0.000	Merged-chr6-41526509-3
NR13231--MA0089.1.MAFG::NFE2L1	chr9	78396156	78396161	+	0.000	0.000	Merged-chr9-78396039-67
NR3666--MA0591.1.Bach1::Mafk	chr13	103110005	103110019	-	0.000	0.000	Merged-chr13-103110112-59
NR3429--MA0591.1.Bach1::Mafk	chr13	72650007	72650021	-	0.000	0.000	Merged-chr13-72650069-2
NR2431--MA0591.1.Bach1::Mafk	chr11	113612395	113612409	-	0.000	0.000	Merged-chr11-113612276-39
NR2031--MA0659.1.MAFG	chr10	128043710	128043730	+	0.000	0.000	Merged-chr10-128043792-2
NR8727--MA0089.1.MAFG::NFE2L1	chr3	120458113	120458118	+	0.000	0.000	Merged-chr3-120457943-64
NR11141--MA0501.1.MAF::NFE2	chr6	72601928	72601942	-	0.000	0.000	Merged-chr6-72601954-26
NR9656--MA0089.1.MAFG::NFE2L1	chr4	117124564	117124569	+	0.000	0.000	Merged-chr4-117124661-56
NR11663--MA0089.1.MAFG::NFE2L1	chr7	6127389	6127394	+	0.000	0.000	Merged-chr7-6127268-44
NR3754--MA0089.1.MAFG::NFE2L1	chr13	112288403	112288408	+	0.000	0.000	Merged-chr13-112288360-131
NR2334--MA0089.1.MAFG::NFE2L1	chr11	80184052	80184057	+	0.000	0.000	Merged-chr11-80183866-67
NR3263--MA0089.1.MAFG::NFE2L1	chr13	36430592	36430597	-	0.000	0.000	Merged-chr13-36430663-5
NR11130--MA0496.2.MAFK	chr6	70709473	70709491	-	0.000	0.000	Merged-chr6-70709572-48
NR12366--MA0591.1.Bach1::Mafk	chr8	11007717	11007731	-	0.000	0.000	Merged-chr8-11007767-63
NR114--MA0496.2.MAFK	chr1	20926482	20926500	+	0.000	0.000	Merged-chr1-20926362-24
NR11131--MA0591.1.Bach1::Mafk	chr6	71125153	71125167	+	0.000	0.000	Merged-chr6-71125305-30
NR5605--MA0117.2.Mafb	chr16	89835822	89835833	+	0.000	0.000	Merged-chr16-89835915-50
NR3969--MA0089.1.MAFG::NFE2L1	chr14	17414426	17414431	+	0.000	0.000	Merged-chr14-17414498-32
NR4204--MA0089.1.MAFG::NFE2L1	chr14	54158810	54158815	+	0.000	0.000	Merged-chr14-54158757-16
NR8461--MA0495.2.MAFF	chr3	78958961	78958981	+	0.000	0.000	Merged-chr3-78959037-23
NR4394--MA0089.1.MAFG::NFE2L1	chr14	103048830	103048835	-	0.000	0.000	Merged-chr14-103048950-60
NR3350--MA0089.1.MAFG::NFE2L1	chr13	63394584	63394589	-	0.000	0.000	Merged-chr13-63394765-12
NR902--MA0496.2.MAFK	chr1	165828809	165828827	-	0.000	0.000	Merged-chr1-165828679-59
NR8047--MA0089.1.MAFG::NFE2L1	chr3	9550142	9550147	-	0.000	0.000	Merged-chr3-9550148-51
NR3710--MA0591.1.Bach1::Mafk	chr13	108045868	108045882	+	0.000	0.000	Merged-chr13-108045887-18
NR6912--MA0496.2.MAFK	chr2	6478401	6478419	+	0.000	0.000	Merged-chr2-6478572-51
