#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR3872--MA0684.1.RUNX3	chr16	24448610	24448619	-	0.000	0.000	Merged-chr16-24448687-6
NR4205--MA0511.2.RUNX2	chr17	5107995	5108003	-	0.000	0.000	Merged-chr17-5107865-36
NR4649--MA0684.1.RUNX3	chr18	4295372	4295381	+	0.000	0.000	Merged-chr18-4295238-102
NR3680--MA0511.2.RUNX2	chr15	80572482	80572490	-	0.000	0.000	Merged-chr15-80572443-63
NR2698--MA0684.1.RUNX3	chr13	55255486	55255495	-	0.000	0.000	Merged-chr13-55255412-37
NR9763--MA0002.2.RUNX1	chr9	70080176	70080186	+	0.000	0.000	Merged-chr9-70080238-33
NR8688--MA0511.2.RUNX2	chr7	75600561	75600569	+	0.000	0.000	Merged-chr7-75600674-52
NR6342--MA0511.2.RUNX2	chr3	89187824	89187832	+	0.000	0.000	Merged-chr3-89188181-94
NR2426--MA0002.2.RUNX1	chr12	115293943	115293953	-	0.000	0.000	Merged-chr12-115293953-33
NR5532--MA0002.2.RUNX1	chr2	59482698	59482708	+	0.000	0.000	Merged-chr2-59482840-22
NR3581--MA0002.2.RUNX1	chr15	61981667	61981677	-	0.000	0.000	Merged-chr15-61981669-16
NR4440--MA0684.1.RUNX3	chr17	47754381	47754390	-	0.000	0.000	Merged-chr17-47754343-10
NR5168--MA0511.2.RUNX2	chr19	33223079	33223087	-	0.000	0.000	Merged-chr19-33223001-63
NR9620--MA0002.2.RUNX1	chr9	41153273	41153283	-	0.000	0.000	Merged-chr9-41153398-36
NR6594--MA0511.2.RUNX2	chr3	137800438	137800446	+	0.000	0.000	Merged-chr3-137800561-20
NR3981--MA0684.1.RUNX3	chr16	46022400	46022409	+	0.000	0.000	Merged-chr16-46022516-69
NR1824--MA0002.2.RUNX1	chr11	97684175	97684185	+	0.000	0.000	Merged-chr11-97684318-65
NR2412--MA0684.1.RUNX3	chr12	115003321	115003330	+	0.000	0.000	Merged-chr12-115003436-23
NR7149--MA0684.1.RUNX3	chr4	138464070	138464079	+	0.000	0.000	Merged-chr4-138464044-32
NR4295--MA0511.2.RUNX2	chr17	23797593	23797601	+	0.000	0.000	Merged-chr17-23797661-48
NR8032--MA0002.2.RUNX1	chr6	54849652	54849662	+	0.000	0.000	Merged-chr6-54849565-61
NR8969--MA0002.2.RUNX1	chr7	125581364	125581374	+	0.000	0.000	Merged-chr7-125581363-89
NR3756--MA0002.2.RUNX1	chr15	97391610	97391620	+	0.000	0.000	Merged-chr15-97391663-4
NR4196--MA0002.2.RUNX1	chr16	97964346	97964356	+	0.000	0.000	Merged-chr16-97964279-31
NR8654--MA0511.2.RUNX2	chr7	66253504	66253512	+	0.000	0.000	Merged-chr7-66253544-6
NR156--MA0511.2.RUNX2	chr1	61424265	61424273	+	0.000	0.000	Merged-chr1-61424221-7
NR6769--MA0511.2.RUNX2	chr4	40172494	40172502	+	0.000	0.000	Merged-chr4-40172628-23
NR8703--MA0684.1.RUNX3	chr7	75891661	75891670	-	0.000	0.000	Merged-chr7-75891656-12
NR4423--MA0511.2.RUNX2	chr17	45703419	45703427	+	0.000	0.000	Merged-chr17-45703436-19
NR78--MA0511.2.RUNX2	chr1	40479604	40479612	-	0.000	0.000	Merged-chr1-40479730-47
NR6004--MA0002.2.RUNX1	chr2	163412099	163412109	-	0.000	0.000	Merged-chr2-163411842-29
NR4324--MA0002.2.RUNX1	chr17	27075465	27075475	+	0.000	0.000	Merged-chr17-27075408-16
NR679--MA0511.2.RUNX2	chr1	182363906	182363914	+	0.000	0.000	Merged-chr1-182363988-37
NR6560--MA0511.2.RUNX2	chr3	133328656	133328664	-	0.000	0.000	Merged-chr3-133328719-18
NR7430--MA0002.2.RUNX1	chr5	62756272	62756282	-	0.000	0.000	Merged-chr5-62756252-19
NR186--MA0684.1.RUNX3	chr1	66932131	66932140	-	0.000	0.000	Merged-chr1-66932043-30
NR3594--MA0002.2.RUNX1	chr15	64186206	64186216	-	0.000	0.000	Merged-chr15-64186146-71
NR3865--MA0002.2.RUNX1	chr16	24223000	24223010	-	0.000	0.000	Merged-chr16-24223189-62
NR8558--MA0511.2.RUNX2	chr7	30454034	30454042	-	0.000	0.000	Merged-chr7-30453953-45
NR4310--MA0684.1.RUNX3	chr17	24952718	24952727	+	0.000	0.000	Merged-chr17-24952658-7
NR9047--MA0684.1.RUNX3	chr7	137438347	137438356	-	0.000	0.000	Merged-chr7-137438337-3
NR6735--MA0511.2.RUNX2	chr4	15986589	15986597	+	0.000	0.000	Merged-chr4-15986540-43
NR295--MA0684.1.RUNX3	chr1	94074934	94074943	-	0.000	0.000	Merged-chr1-94075001-17
NR837--MA0684.1.RUNX3	chr10	14326468	14326477	-	0.000	0.000	Merged-chr10-14326395-38
NR6242--MA0684.1.RUNX3	chr3	52343737	52343746	+	0.000	0.000	Merged-chr3-52343640-60
NR6094--MA0002.2.RUNX1	chr2	173686062	173686072	+	0.000	0.000	Merged-chr2-173686164-18
NR4357--MA0684.1.RUNX3	chr17	30363570	30363579	-	0.000	0.000	Merged-chr17-30363504-27
NR4436--MA0511.2.RUNX2	chr17	47531620	47531628	-	0.000	0.000	Merged-chr17-47531666-50
NR3831--MA0002.2.RUNX1	chr16	14088466	14088476	+	0.000	0.000	Merged-chr16-14088440-49
NR8839--MA0002.2.RUNX1	chr7	106271099	106271109	-	0.000	0.000	Merged-chr7-106271098-32
NR1675--MA0002.2.RUNX1	chr11	74960142	74960152	-	0.000	0.000	Merged-chr11-74960244-64
NR6017--MA0002.2.RUNX1	chr2	164522113	164522123	+	0.000	0.000	Merged-chr2-164522011-62
NR2534--MA0684.1.RUNX3	chr13	13557078	13557087	-	0.000	0.000	Merged-chr13-13557258-36
NR5640--MA0684.1.RUNX3	chr2	80684883	80684892	+	0.000	0.000	Merged-chr2-80684823-58
NR6844--MA0511.2.RUNX2	chr4	59230675	59230683	-	0.000	0.000	Merged-chr4-59230603-11
NR7443--MA0002.2.RUNX1	chr5	64959291	64959301	-	0.000	0.000	Merged-chr5-64959516-90
NR7714--MA0002.2.RUNX1	chr5	123930728	123930738	+	0.000	0.000	Merged-chr5-123930715-52
NR8697--MA0684.1.RUNX3	chr7	75794082	75794091	+	0.000	0.000	Merged-chr7-75794140-5
NR4737--MA0684.1.RUNX3	chr18	37814060	37814069	-	0.000	0.000	Merged-chr18-37813954-31
NR8776--MA0511.2.RUNX2	chr7	98090400	98090408	+	0.000	0.000	Merged-chr7-98090470-13
NR549--MA0511.2.RUNX2	chr1	164966197	164966205	+	0.000	0.000	Merged-chr1-164966286-53
NR8283--MA0684.1.RUNX3	chr6	125277044	125277053	-	0.000	0.000	Merged-chr6-125277000-16
NR4274--MA0511.2.RUNX2	chr17	18718439	18718447	+	0.000	0.000	Merged-chr17-18718477-13
NR6669--MA0684.1.RUNX3	chr3	149443135	149443144	-	0.000	0.000	Merged-chr3-149443176-11
NR8948--MA0002.2.RUNX1	chr7	123397679	123397689	-	0.000	0.000	Merged-chr7-123397563-15
NR2372--MA0684.1.RUNX3	chr12	111912898	111912907	-	0.000	0.000	Merged-chr12-111913088-13
NR4118--MA0684.1.RUNX3	chr16	91826034	91826043	-	0.000	0.000	Merged-chr16-91826142-52
NR6682--MA0511.2.RUNX2	chr3	153895686	153895694	+	0.000	0.000	Merged-chr3-153895730-42
NR7552--MA0002.2.RUNX1	chr5	105010567	105010577	-	0.000	0.000	Merged-chr5-105010527-49
NR4797--MA0511.2.RUNX2	chr18	56413122	56413130	-	0.000	0.000	Merged-chr18-56413005-50
NR579--MA0684.1.RUNX3	chr1	170861935	170861944	-	0.000	0.000	Merged-chr1-170861853-46
NR5938--MA0002.2.RUNX1	chr2	154754252	154754262	+	0.000	0.000	Merged-chr2-154754253-27
NR3987--MA0002.2.RUNX1	chr16	48801135	48801145	-	0.000	0.000	Merged-chr16-48801069-7
NR4575--MA0684.1.RUNX3	chr17	80762565	80762574	-	0.000	0.000	Merged-chr17-80762560-27
NR1912--MA0002.2.RUNX1	chr11	106961728	106961738	-	0.000	0.000	Merged-chr11-106961822-47
NR658--MA0511.2.RUNX2	chr1	180510644	180510652	-	0.000	0.000	Merged-chr1-180510828-12
NR4284--MA0002.2.RUNX1	chr17	21477977	21477987	+	0.000	0.000	Merged-chr17-21477863-62
NR9070--MA0002.2.RUNX1	chr7	140207095	140207105	-	0.000	0.000	Merged-chr7-140207191-19
NR8266--MA0511.2.RUNX2	chr6	124730117	124730125	+	0.000	0.000	Merged-chr6-124730249-43
NR1545--MA0002.2.RUNX1	chr11	46076266	46076276	-	0.000	0.000	Merged-chr11-46076262-41
NR1816--MA0002.2.RUNX1	chr11	96925060	96925070	-	0.000	0.000	Merged-chr11-96925082-7
NR9864--MA0002.2.RUNX1	chr9	94993741	94993751	-	0.000	0.000	Merged-chr9-94993790-30
NR4492--MA0511.2.RUNX2	chr17	62857484	62857492	+	0.000	0.000	Merged-chr17-62857583-41
NR1501--MA0511.2.RUNX2	chr11	30191844	30191852	+	0.000	0.000	Merged-chr11-30191741-3
NR6887--MA0684.1.RUNX3	chr4	83273864	83273873	-	0.000	0.000	Merged-chr4-83273873-49
NR6016--MA0684.1.RUNX3	chr2	164497588	164497597	-	0.000	0.000	Merged-chr2-164497556-49
NR6344--MA0002.2.RUNX1	chr3	89230731	89230741	-	0.000	0.000	Merged-chr3-89230756-1
NR1402--MA0002.2.RUNX1	chr10	128716356	128716366	-	0.000	0.000	Merged-chr10-128716299-65
NR2385--MA0684.1.RUNX3	chr12	112861005	112861014	+	0.000	0.000	Merged-chr12-112860925-89
NR9721--MA0002.2.RUNX1	chr9	64832017	64832027	+	0.000	0.000	Merged-chr9-64831906-29
NR419--MA0511.2.RUNX2	chr1	138931077	138931085	+	0.000	0.000	Merged-chr1-138931080-29
NR6695--MA0511.2.RUNX2	chr3	157803538	157803546	-	0.000	0.000	Merged-chr3-157803404-34
NR5762--MA0684.1.RUNX3	chr2	122356333	122356342	-	0.000	0.000	Merged-chr2-122356412-11
NR6539--MA0684.1.RUNX3	chr3	130932422	130932431	+	0.000	0.000	Merged-chr3-130932446-30
NR6596--MA0002.2.RUNX1	chr3	137800438	137800448	-	0.000	0.000	Merged-chr3-137800561-20
NR3605--MA0002.2.RUNX1	chr15	66858925	66858935	-	0.000	0.000	Merged-chr15-66859041-17
NR1925--MA0002.2.RUNX1	chr11	108235504	108235514	+	0.000	0.000	Merged-chr11-108235503-22
NR7422--MA0002.2.RUNX1	chr5	57857537	57857547	+	0.000	0.000	Merged-chr5-57857424-31
NR3734--MA0684.1.RUNX3	chr15	93302063	93302072	-	0.000	0.000	Merged-chr15-93302109-22
NR7058--MA0511.2.RUNX2	chr4	126181386	126181394	+	0.000	0.000	Merged-chr4-126181413-29
NR6248--MA0002.2.RUNX1	chr3	52840401	52840411	+	0.000	0.000	Merged-chr3-52840378-53
NR2017--MA0002.2.RUNX1	chr11	120139678	120139688	-	0.000	0.000	Merged-chr11-120139538-29
NR8533--MA0684.1.RUNX3	chr7	25674667	25674676	+	0.000	0.000	Merged-chr7-25674756-20
NR4048--MA0511.2.RUNX2	chr16	70326814	70326822	-	0.000	0.000	Merged-chr16-70326807-66
NR10068--MA0684.1.RUNX3	chr9	123519405	123519414	+	0.000	0.000	Merged-chr9-123519487-45
NR6919--MA0684.1.RUNX3	chr4	89400559	89400568	-	0.000	0.000	Merged-chr4-89400416-12
NR1492--MA0002.2.RUNX1	chr11	23818890	23818900	+	0.000	0.000	Merged-chr11-23819028-15
NR7260--MA0002.2.RUNX1	chr4	152173245	152173255	-	0.000	0.000	Merged-chr4-152173151-13
NR7531--MA0002.2.RUNX1	chr5	96197706	96197716	+	0.000	0.000	Merged-chr5-96197724-24
NR2269--MA0002.2.RUNX1	chr12	98800481	98800491	-	0.000	0.000	Merged-chr12-98800600-14
NR5580--MA0002.2.RUNX1	chr2	73003253	73003263	+	0.000	0.000	Merged-chr2-73003231-27
NR287--MA0684.1.RUNX3	chr1	92080355	92080364	+	0.000	0.000	Merged-chr1-92080187-57
NR5646--MA0002.2.RUNX1	chr2	84779336	84779346	+	0.000	0.000	Merged-chr2-84779489-49
NR9463--MA0002.2.RUNX1	chr8	121851027	121851037	+	0.000	0.000	Merged-chr8-121851112-52
NR2669--MA0684.1.RUNX3	chr13	49247424	49247433	-	0.000	0.000	Merged-chr13-49247553-2
NR144--MA0684.1.RUNX3	chr1	60744505	60744514	-	0.000	0.000	Merged-chr1-60744410-6
NR415--MA0684.1.RUNX3	chr1	136346080	136346089	-	0.000	0.000	Merged-chr1-136346026-74
NR1872--MA0002.2.RUNX1	chr11	102209019	102209029	+	0.000	0.000	Merged-chr11-102208952-14
NR1667--MA0002.2.RUNX1	chr11	73131191	73131201	+	0.000	0.000	Merged-chr11-73131233-35
NR6009--MA0002.2.RUNX1	chr2	164360572	164360582	+	0.000	0.000	Merged-chr2-164360506-23
NR1938--MA0002.2.RUNX1	chr11	109497227	109497237	-	0.000	0.000	Merged-chr11-109497188-14
NR9320--MA0002.2.RUNX1	chr8	88288899	88288909	+	0.000	0.000	Merged-chr8-88288955-50
NR4058--MA0002.2.RUNX1	chr16	76549746	76549756	-	0.000	0.000	Merged-chr16-76549789-43
NR396--MA0684.1.RUNX3	chr1	133847641	133847650	-	0.000	0.000	Merged-chr1-133847657-11
NR2649--MA0002.2.RUNX1	chr13	45443302	45443312	-	0.000	0.000	Merged-chr13-45443236-24
NR667--MA0684.1.RUNX3	chr1	180546333	180546342	-	0.000	0.000	Merged-chr1-180546359-32
NR9671--MA0511.2.RUNX2	chr9	53786915	53786923	+	0.000	0.000	Merged-chr9-53786922-72
NR3952--MA0684.1.RUNX3	chr16	43699135	43699144	-	0.000	0.000	Merged-chr16-43699187-66
NR5484--MA0002.2.RUNX1	chr2	45141055	45141065	+	0.000	0.000	Merged-chr2-45141075-18
NR5755--MA0002.2.RUNX1	chr2	120561795	120561805	-	0.000	0.000	Merged-chr2-120561719-10
NR6343--MA0684.1.RUNX3	chr3	89187824	89187833	+	0.000	0.000	Merged-chr3-89188181-94
NR1401--MA0684.1.RUNX3	chr10	128637207	128637216	-	0.000	0.000	Merged-chr10-128637070-78
NR1253--MA0002.2.RUNX1	chr10	94939067	94939077	+	0.000	0.000	Merged-chr10-94939057-5
NR4729--MA0684.1.RUNX3	chr18	36701977	36701986	-	0.000	0.000	Merged-chr18-36701992-26
NR2235--MA0002.2.RUNX1	chr12	91765685	91765695	-	0.000	0.000	Merged-chr12-91765630-19
NR1875--MA0511.2.RUNX2	chr11	102728698	102728706	-	0.000	0.000	Merged-chr11-102728773-11
NR3390--MA0002.2.RUNX1	chr14	122063903	122063913	-	0.000	0.000	Merged-chr14-122063804-67
NR3661--MA0002.2.RUNX1	chr15	78528435	78528445	+	0.000	0.000	Merged-chr15-78528404-62
NR5692--MA0511.2.RUNX2	chr2	103659787	103659795	-	0.000	0.000	Merged-chr2-103659777-12
NR127--MA0511.2.RUNX2	chr1	59917569	59917577	-	0.000	0.000	Merged-chr1-59917651-27
NR1732--MA0511.2.RUNX2	chr11	81613446	81613454	-	0.000	0.000	Merged-chr11-81613412-31
NR3790--MA0684.1.RUNX3	chr15	102376956	102376965	+	0.000	0.000	Merged-chr15-102377119-58
NR7815--MA0002.2.RUNX1	chr5	140838991	140839001	-	0.000	0.000	Merged-chr5-140838792-15
NR6452--MA0684.1.RUNX3	chr3	108718344	108718353	+	0.000	0.000	Merged-chr3-108718262-42
NR1904--MA0002.2.RUNX1	chr11	106352128	106352138	+	0.000	0.000	Merged-chr11-106352092-27
NR9681--MA0002.2.RUNX1	chr9	56104474	56104484	-	0.000	0.000	Merged-chr9-56104454-58
NR7673--MA0684.1.RUNX3	chr5	117938522	117938531	-	0.000	0.000	Merged-chr5-117938550-41
NR3565--MA0002.2.RUNX1	chr15	59374269	59374279	-	0.000	0.000	Merged-chr15-59374324-92
NR4153--MA0684.1.RUNX3	chr16	93787112	93787121	-	0.000	0.000	Merged-chr16-93787196-3
NR8734--MA0511.2.RUNX2	chr7	84681780	84681788	+	0.000	0.000	Merged-chr7-84681796-26
NR8258--MA0511.2.RUNX2	chr6	122804610	122804618	+	0.000	0.000	Merged-chr6-122804652-39
NR9604--MA0002.2.RUNX1	chr9	32706387	32706397	+	0.000	0.000	Merged-chr9-32706237-53
NR5973--MA0002.2.RUNX1	chr2	158791929	158791939	+	0.000	0.000	Merged-chr2-158791796-5
NR3965--MA0684.1.RUNX3	chr16	45019096	45019105	+	0.000	0.000	Merged-chr16-45019020-28
NR4027--MA0511.2.RUNX2	chr16	57231581	57231589	+	0.000	0.000	Merged-chr16-57231478-49
NR8159--MA0002.2.RUNX1	chr6	99910122	99910132	-	0.000	0.000	Merged-chr6-99910177-32
NR1742--MA0002.2.RUNX1	chr11	83569427	83569437	-	0.000	0.000	Merged-chr11-83569435-5
NR9733--MA0684.1.RUNX3	chr9	65491674	65491683	+	0.000	0.000	Merged-chr9-65491594-16
NR1537--MA0002.2.RUNX1	chr11	43362661	43362671	-	0.000	0.000	Merged-chr11-43362621-15
NR9856--MA0002.2.RUNX1	chr9	94441585	94441595	-	0.000	0.000	Merged-chr9-94441414-62
NR6706--MA0511.2.RUNX2	chr4	6924977	6924985	+	0.000	0.000	Merged-chr4-6924913-49
NR7590--MA0511.2.RUNX2	chr5	106677005	106677013	+	0.000	0.000	Merged-chr5-106676986-37
NR2599--MA0511.2.RUNX2	chr13	32966242	32966250	-	0.000	0.000	Merged-chr13-32966239-7
NR9171--MA0002.2.RUNX1	chr8	25059939	25059949	+	0.000	0.000	Merged-chr8-25059963-13
NR3630--MA0511.2.RUNX2	chr15	75884331	75884339	+	0.000	0.000	Merged-chr15-75884248-28
NR690--MA0002.2.RUNX1	chr1	182543349	182543359	+	0.000	0.000	Merged-chr1-182543382-10
NR3531--MA0002.2.RUNX1	chr15	53130254	53130264	+	0.000	0.000	Merged-chr15-53130224-36
NR1523--MA0684.1.RUNX3	chr11	34000606	34000615	-	0.000	0.000	Merged-chr11-34000673-2
NR1375--MA0002.2.RUNX1	chr10	122976181	122976191	-	0.000	0.000	Merged-chr10-122976254-31
NR7891--MA0684.1.RUNX3	chr6	12038491	12038500	-	0.000	0.000	Merged-chr6-12038478-25
NR1646--MA0002.2.RUNX1	chr11	68726855	68726865	-	0.000	0.000	Merged-chr11-68726851-12
NR597--MA0511.2.RUNX2	chr1	171796427	171796435	-	0.000	0.000	Merged-chr1-171796405-6
NR9694--MA0002.2.RUNX1	chr9	57943074	57943084	-	0.000	0.000	Merged-chr9-57943219-21
NR3931--MA0684.1.RUNX3	chr16	35905583	35905592	-	0.000	0.000	Merged-chr16-35905598-39
NR5463--MA0002.2.RUNX1	chr2	34074198	34074208	+	0.000	0.000	Merged-chr2-34074171-45
NR8668--MA0684.1.RUNX3	chr7	68350155	68350164	-	0.000	0.000	Merged-chr7-68350249-38
NR4388--MA0511.2.RUNX2	chr17	35978866	35978874	-	0.000	0.000	Merged-chr17-35978888-2
NR2042--MA0511.2.RUNX2	chr12	16170384	16170392	+	0.000	0.000	Merged-chr12-16170449-47
NR2313--MA0511.2.RUNX2	chr12	104066557	104066565	-	0.000	0.000	Merged-chr12-104066472-5
NR4437--MA0684.1.RUNX3	chr17	47531619	47531628	-	0.000	0.000	Merged-chr17-47531666-50
NR9551--MA0002.2.RUNX1	chr8	128577439	128577449	+	0.000	0.000	Merged-chr8-128577516-12
NR7937--MA0002.2.RUNX1	chr6	34927344	34927354	-	0.000	0.000	Merged-chr6-34927337-21
NR5320--MA0002.2.RUNX1	chr19	59248712	59248722	-	0.000	0.000	Merged-chr19-59248780-37
NR4516--MA0511.2.RUNX2	chr17	65817917	65817925	-	0.000	0.000	Merged-chr17-65817855-23
NR2089--MA0511.2.RUNX2	chr12	35686462	35686470	+	0.000	0.000	Merged-chr12-35686484-17
NR1755--MA0002.2.RUNX1	chr11	85541624	85541634	+	0.000	0.000	Merged-chr11-85541666-11
NR7252--MA0002.2.RUNX1	chr4	150921506	150921516	-	0.000	0.000	Merged-chr4-150921425-28
NR3958--MA0002.2.RUNX1	chr16	44347446	44347456	+	0.000	0.000	Merged-chr16-44347473-58
NR9660--MA0002.2.RUNX1	chr9	46282784	46282794	+	0.000	0.000	Merged-chr9-46282956-57
NR7652--MA0684.1.RUNX3	chr5	113613461	113613470	-	0.000	0.000	Merged-chr5-113613297-13
NR1407--MA0002.2.RUNX1	chr10	130337528	130337538	+	0.000	0.000	Merged-chr10-130337662-26
NR5700--MA0002.2.RUNX1	chr2	104177442	104177452	-	0.000	0.000	Merged-chr2-104177493-61
NR6749--MA0684.1.RUNX3	chr4	24496516	24496525	-	0.000	0.000	Merged-chr4-24496528-78
NR7090--MA0002.2.RUNX1	chr4	133122361	133122371	+	0.000	0.000	Merged-chr4-133122243-22
NR6557--MA0511.2.RUNX2	chr3	133078627	133078635	+	0.000	0.000	Merged-chr3-133078514-46
NR8886--MA0684.1.RUNX3	chr7	114095555	114095564	+	0.000	0.000	Merged-chr7-114095651-34
NR659--MA0684.1.RUNX3	chr1	180510643	180510652	-	0.000	0.000	Merged-chr1-180510828-12
NR8015--MA0684.1.RUNX3	chr6	51540695	51540704	-	0.000	0.000	Merged-chr6-51540676-10
NR3796--MA0002.2.RUNX1	chr16	3776569	3776579	-	0.000	0.000	Merged-chr16-3776489-17
NR9441--MA0684.1.RUNX3	chr8	119380835	119380844	+	0.000	0.000	Merged-chr8-119380766-18
NR4463--MA0511.2.RUNX2	chr17	51891831	51891839	+	0.000	0.000	Merged-chr17-51891929-12
NR8267--MA0684.1.RUNX3	chr6	124730117	124730126	+	0.000	0.000	Merged-chr6-124730249-43
NR6044--MA0002.2.RUNX1	chr2	166665835	166665845	-	0.000	0.000	Merged-chr2-166665700-84
NR1973--MA0002.2.RUNX1	chr11	115839033	115839043	+	0.000	0.000	Merged-chr11-115839007-18
NR2627--MA0684.1.RUNX3	chr13	41302822	41302831	+	0.000	0.000	Merged-chr13-41302926-20
NR5541--MA0511.2.RUNX2	chr2	60845519	60845527	-	0.000	0.000	Merged-chr2-60845573-40
NR1354--MA0002.2.RUNX1	chr10	120193513	120193523	+	0.000	0.000	Merged-chr10-120193454-50
NR7788--MA0002.2.RUNX1	chr5	138280160	138280170	+	0.000	0.000	Merged-chr5-138280109-50
NR5171--MA0002.2.RUNX1	chr19	34168160	34168170	+	0.000	0.000	Merged-chr19-34168201-28
NR5442--MA0002.2.RUNX1	chr2	30897091	30897101	-	0.000	0.000	Merged-chr2-30897276-26
NR3762--MA0002.2.RUNX1	chr15	97836697	97836707	+	0.000	0.000	Merged-chr15-97837039-84
NR1754--MA0684.1.RUNX3	chr11	84829256	84829265	-	0.000	0.000	Merged-chr11-84829158-56
NR4145--MA0684.1.RUNX3	chr16	93747576	93747585	-	0.000	0.000	Merged-chr16-93747513-18
NR3828--MA0002.2.RUNX1	chr16	14088426	14088436	+	0.000	0.000	Merged-chr16-14088440-49
NR1877--MA0002.2.RUNX1	chr11	103375407	103375417	+	0.000	0.000	Merged-chr11-103375376-18
NR2465--MA0684.1.RUNX3	chr12	117586385	117586394	-	0.000	0.000	Merged-chr12-117586270-30
NR8726--MA0511.2.RUNX2	chr7	81319870	81319878	+	0.000	0.000	Merged-chr7-81320014-23
NR7850--MA0002.2.RUNX1	chr5	148769564	148769574	-	0.000	0.000	Merged-chr5-148769647-40
NR3970--MA0511.2.RUNX2	chr16	45222996	45223004	-	0.000	0.000	Merged-chr16-45223020-10
NR9782--MA0002.2.RUNX1	chr9	75805158	75805168	-	0.000	0.000	Merged-chr9-75805166-16
NR5551--MA0002.2.RUNX1	chr2	65133924	65133934	-	0.000	0.000	Merged-chr2-65133825-19
NR8756--MA0684.1.RUNX3	chr7	90345092	90345101	-	0.000	0.000	Merged-chr7-90345081-52
NR1592--MA0684.1.RUNX3	chr11	53795093	53795102	+	0.000	0.000	Merged-chr11-53795155-60
NR3871--MA0002.2.RUNX1	chr16	24448609	24448619	+	0.000	0.000	Merged-chr16-24448687-6
NR6057--MA0002.2.RUNX1	chr2	168429763	168429773	-	0.000	0.000	Merged-chr2-168429700-17
NR1986--MA0002.2.RUNX1	chr11	117349673	117349683	-	0.000	0.000	Merged-chr11-117349622-30
NR6328--MA0002.2.RUNX1	chr3	87274560	87274570	+	0.000	0.000	Merged-chr3-87274512-10
NR1115--MA0002.2.RUNX1	chr10	75697171	75697181	-	0.000	0.000	Merged-chr10-75697186-22
NR9163--MA0002.2.RUNX1	chr8	22405907	22405917	+	0.000	0.000	Merged-chr8-22405869-37
NR81--MA0002.2.RUNX1	chr1	40515391	40515401	-	0.000	0.000	Merged-chr1-40515347-62
NR4062--MA0511.2.RUNX2	chr16	78532415	78532423	+	0.000	0.000	Merged-chr16-78532286-51
NR115--MA0684.1.RUNX3	chr1	54647525	54647534	-	0.000	0.000	Merged-chr1-54647549-11
NR3523--MA0002.2.RUNX1	chr15	51842718	51842728	-	0.000	0.000	Merged-chr15-51842617-12
NR9891--MA0002.2.RUNX1	chr9	96936025	96936035	+	0.000	0.000	Merged-chr9-96936027-74
NR2226--MA0684.1.RUNX3	chr12	86819378	86819387	-	0.000	0.000	Merged-chr12-86819231-52
NR6807--MA0511.2.RUNX2	chr4	46139170	46139178	+	0.000	0.000	Merged-chr4-46139053-2
NR5184--MA0002.2.RUNX1	chr19	36183374	36183384	-	0.000	0.000	Merged-chr19-36183401-31
NR8389--MA0684.1.RUNX3	chr6	140819581	140819590	+	0.000	0.000	Merged-chr6-140819599-25
NR6043--MA0684.1.RUNX3	chr2	166610520	166610529	+	0.000	0.000	Merged-chr2-166610595-30
NR1972--MA0684.1.RUNX3	chr11	115717072	115717081	+	0.000	0.000	Merged-chr11-115717034-10
NR8197--MA0511.2.RUNX2	chr6	114893967	114893975	+	0.000	0.000	Merged-chr6-114894029-89
NR1846--MA0511.2.RUNX2	chr11	99255532	99255540	+	0.000	0.000	Merged-chr11-99255472-31
NR7658--MA0002.2.RUNX1	chr5	113787260	113787270	-	0.000	0.000	Merged-chr5-113787190-10
NR7929--MA0002.2.RUNX1	chr6	31072270	31072280	-	0.000	0.000	Merged-chr6-31072342-44
NR5312--MA0002.2.RUNX1	chr19	58238493	58238503	+	0.000	0.000	Merged-chr19-58238492-37
NR1681--MA0002.2.RUNX1	chr11	75336850	75336860	+	0.000	0.000	Merged-chr11-75337042-92
NR9672--MA0684.1.RUNX3	chr9	53786915	53786924	+	0.000	0.000	Merged-chr9-53786922-72
NR5934--MA0511.2.RUNX2	chr2	154732922	154732930	+	0.000	0.000	Merged-chr2-154732933-29
NR2064--MA0684.1.RUNX3	chr12	25270108	25270117	-	0.000	0.000	Merged-chr12-25270049-10
NR2335--MA0684.1.RUNX3	chr12	107731129	107731138	+	0.000	0.000	Merged-chr12-107731071-10
NR6169--MA0511.2.RUNX2	chr3	21838261	21838269	+	0.000	0.000	Merged-chr3-21838264-19
NR1703--MA0511.2.RUNX2	chr11	78698073	78698081	-	0.000	0.000	Merged-chr11-78698045-1
NR8769--MA0684.1.RUNX3	chr7	96946694	96946703	+	0.000	0.000	Merged-chr7-96946684-14
NR9800--MA0684.1.RUNX3	chr9	80510296	80510305	-	0.000	0.000	Merged-chr9-80510164-9
NR5520--MA0511.2.RUNX2	chr2	58282830	58282838	+	0.000	0.000	Merged-chr2-58282647-50
