#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR9465--MA0002.2.RUNX1	chrX	52679311	52679321	-	0.000	0.000	Merged-chrX-52679336-26
NR861--MA0684.1.RUNX3	chr10	14207847	14207856	-	0.000	0.000	Merged-chr10-14207893-35
NR3702--MA0684.1.RUNX3	chr16	32520609	32520618	-	0.000	0.000	Merged-chr16-32520584-37
NR5505--MA0002.2.RUNX1	chr2	164087549	164087559	-	0.000	0.000	Merged-chr2-164087575-6
NR1817--MA0684.1.RUNX3	chr12	12937240	12937249	-	0.000	0.000	Merged-chr12-12937442-17
NR4208--MA0684.1.RUNX3	chr17	45433669	45433678	+	0.000	0.000	Merged-chr17-45433642-78
NR3411--MA0002.2.RUNX1	chr15	60141833	60141843	-	0.000	0.000	Merged-chr15-60141822-49
NR8148--MA0002.2.RUNX1	chr7	28943731	28943741	+	0.000	0.000	Merged-chr7-28943644-10
NR7023--MA0002.2.RUNX1	chr5	52126036	52126046	+	0.000	0.000	Merged-chr5-52126006-25
NR3392--MA0002.2.RUNX1	chr15	59263620	59263630	+	0.000	0.000	Merged-chr15-59263707-44
NR5138--MA0002.2.RUNX1	chr2	60504849	60504859	+	0.000	0.000	Merged-chr2-60505033-24
NR5472--MA0684.1.RUNX3	chr2	154754296	154754305	+	0.000	0.000	Merged-chr2-154754253-27
NR4569--MA0684.1.RUNX3	chr18	54970019	54970028	-	0.000	0.000	Merged-chr18-54970177-21
NR4470--MA0002.2.RUNX1	chr18	23803912	23803922	-	0.000	0.000	Merged-chr18-23803965-77
NR2018--MA0684.1.RUNX3	chr12	76853982	76853991	-	0.000	0.000	Merged-chr12-76853895-20
NR5600--MA0684.1.RUNX3	chr3	9567028	9567037	+	0.000	0.000	Merged-chr3-9567055-14
NR3173--MA0684.1.RUNX3	chr14	118816676	118816685	-	0.000	0.000	Merged-chr14-118816766-15
NR5247--MA0002.2.RUNX1	chr2	90667330	90667340	-	0.000	0.000	Merged-chr2-90667222-1
NR3775--MA0511.2.RUNX2	chr16	52129660	52129668	-	0.000	0.000	Merged-chr16-52129675-51
NR5356--MA0002.2.RUNX1	chr2	129816172	129816182	-	0.000	0.000	Merged-chr2-129816219-15
NR5627--MA0002.2.RUNX1	chr3	18243759	18243769	-	0.000	0.000	Merged-chr3-18243680-52
NR6930--MA0684.1.RUNX3	chr5	23631660	23631669	+	0.000	0.000	Merged-chr5-23631694-6
NR3676--MA0002.2.RUNX1	chr16	25426502	25426512	+	0.000	0.000	Merged-chr16-25426499-60
NR711--MA0002.2.RUNX1	chr1	179578841	179578851	-	0.000	0.000	Merged-chr1-179578897-31
NR3361--MA0511.2.RUNX2	chr15	50667820	50667828	+	0.000	0.000	Merged-chr15-50667671-62
NR5961--MA0684.1.RUNX3	chr3	94851980	94851989	+	0.000	0.000	Merged-chr3-94852086-36
NR7493--MA0002.2.RUNX1	chr6	28949422	28949432	-	0.000	0.000	Merged-chr6-28949446-17
NR2551--MA0002.2.RUNX1	chr13	89239227	89239237	+	0.000	0.000	Merged-chr13-89239242-1
NR7288--MA0002.2.RUNX1	chr5	118710115	118710125	+	0.000	0.000	Merged-chr5-118710096-15
NR6196--MA0684.1.RUNX3	chr3	145951330	145951339	+	0.000	0.000	Merged-chr3-145951501-19
NR3262--MA0002.2.RUNX1	chr15	25844997	25845007	-	0.000	0.000	Merged-chr15-25844896-23
NR1525--MA0684.1.RUNX3	chr11	53795093	53795102	+	0.000	0.000	Merged-chr11-53795155-60
NR8226--MA0511.2.RUNX2	chr7	58181740	58181748	+	0.000	0.000	Merged-chr7-58181650-26
NR4039--MA0002.2.RUNX1	chr17	12745964	12745974	-	0.000	0.000	Merged-chr17-12746015-29
NR1604--MA0511.2.RUNX2	chr11	81613446	81613454	-	0.000	0.000	Merged-chr11-81613412-31
NR7416--MA0002.2.RUNX1	chr6	5867022	5867032	+	0.000	0.000	Merged-chr6-5867138-2
NR5194--MA0002.2.RUNX1	chr2	75991099	75991109	-	0.000	0.000	Merged-chr2-75991050-38
NR8842--MA0002.2.RUNX1	chr8	109705251	109705261	+	0.000	0.000	Merged-chr8-109705428-77
NR9553--MA0002.2.RUNX1	chrX	136646124	136646134	+	0.000	0.000	Merged-chrX-136646048-6
NR2931--MA0002.2.RUNX1	chr14	43925223	43925233	-	0.000	0.000	Merged-chr14-43925389-59
NR7402--MA0684.1.RUNX3	chr5	149368334	149368343	-	0.000	0.000	Merged-chr5-149368318-30
NR5517--MA0684.1.RUNX3	chr2	166549238	166549247	+	0.000	0.000	Merged-chr2-166549284-30
NR5845--MA0002.2.RUNX1	chr3	65650567	65650577	+	0.000	0.000	Merged-chr3-65650597-39
NR5098--MA0002.2.RUNX1	chr2	53904946	53904956	-	0.000	0.000	Merged-chr2-53905002-1
NR3374--MA0511.2.RUNX2	chr15	52928615	52928623	+	0.000	0.000	Merged-chr15-52928656-21
NR5103--MA0684.1.RUNX3	chr2	54183344	54183353	+	0.000	0.000	Merged-chr2-54183260-1
NR1743--MA0684.1.RUNX3	chr11	118209711	118209720	+	0.000	0.000	Merged-chr11-118209707-5
NR1595--MA0002.2.RUNX1	chr11	78984907	78984917	-	0.000	0.000	Merged-chr11-78984832-47
NR1866--MA0002.2.RUNX1	chr12	31997052	31997062	-	0.000	0.000	Merged-chr12-31997107-37
NR6923--MA0002.2.RUNX1	chr5	21412291	21412301	+	0.000	0.000	Merged-chr5-21412205-6
NR9043--MA0002.2.RUNX1	chr9	32677672	32677682	+	0.000	0.000	Merged-chr9-32677802-10
NR5478--MA0002.2.RUNX1	chr2	156267587	156267597	+	0.000	0.000	Merged-chr2-156267698-19
NR1518--MA0002.2.RUNX1	chr11	52320784	52320794	+	0.000	0.000	Merged-chr11-52320694-9
NR2821--MA0684.1.RUNX3	chr14	12581914	12581923	-	0.000	0.000	Merged-chr14-12581855-1
NR5606--MA0002.2.RUNX1	chr3	9828803	9828813	-	0.000	0.000	Merged-chr3-9828773-58
NR6761--MA0002.2.RUNX1	chr4	145286883	145286893	-	0.000	0.000	Merged-chr4-145286857-37
NR7415--MA0684.1.RUNX3	chr6	5436827	5436836	-	0.000	0.000	Merged-chr6-5436735-3
NR3241--MA0002.2.RUNX1	chr15	12268199	12268209	+	0.000	0.000	Merged-chr15-12268204-21
