#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR13380--MA0501.1.MAF::NFE2	chr8	10481070	10481084	+	0.000	0.000	Merged-chr8-10480951-33
NR12269--MA0089.1.MAFG::NFE2L1	chr6	127617297	127617302	-	0.000	0.000	Merged-chr6-127617353-34
NR8855--MA0089.1.MAFG::NFE2L1	chr3	28709914	28709919	+	0.000	0.000	Merged-chr3-28710015-15
NR6015--MA0089.1.MAFG::NFE2L1	chr16	91475945	91475950	-	0.000	0.000	Merged-chr16-91475994-53
NR1042--MA0089.1.MAFG::NFE2L1	chr1	175625692	175625697	+	0.000	0.000	Merged-chr1-175625655-94
NR7407--MA0591.1.Bach1::Mafk	chr19	56647501	56647515	-	0.000	0.000	Merged-chr19-56647541-17
NR10112--MA0591.1.Bach1::Mafk	chr4	94603204	94603218	+	0.000	0.000	Merged-chr4-94603187-63
NR6324--MA0659.1.MAFG	chr17	36042869	36042889	+	0.000	0.000	Merged-chr17-36042760-57
NR4332--MA0089.1.MAFG::NFE2L1	chr14	8173304	8173309	-	0.000	0.000	Merged-chr14-8173262-80
NR13170--MA0089.1.MAFG::NFE2L1	chr7	123369060	123369065	+	0.000	0.000	Merged-chr7-123369010-1,Merged-chr7-123369239-2
NR3316--MA0501.1.MAF::NFE2	chr12	103331591	103331605	+	0.000	0.000	Merged-chr12-103331678-52
NR13603--MA0591.1.Bach1::Mafk	chr8	71587146	71587160	-	0.000	0.000	Merged-chr8-71587200-14
NR1435--MA0591.1.Bach1::Mafk	chr10	28695164	28695178	-	0.000	0.000	Merged-chr10-28695198-52
NR7333--MA0089.1.MAFG::NFE2L1	chr19	41366776	41366781	-	0.000	0.000	Merged-chr19-41366765-21
NR7492--MA0501.1.MAF::NFE2	chr2	11651689	11651703	+	0.000	0.000	Merged-chr2-11651673-28
NR4634--MA0089.1.MAFG::NFE2L1	chr14	59397160	59397165	-	0.000	0.000	Merged-chr14-59397210-50
NR9682--MA0089.1.MAFG::NFE2L1	chr3	153911770	153911775	+	0.000	0.000	Merged-chr3-153911762-31
NR4903--MA0496.2.MAFK	chr14	105177468	105177486	+	0.000	0.000	Merged-chr14-105177397-2
NR10409--MA0089.1.MAFG::NFE2L1	chr4	134124455	134124460	-	0.000	0.000	Merged-chr4-134124326-44
NR11203--MA0495.2.MAFF	chr5	107646128	107646148	+	0.000	0.000	Merged-chr5-107646170-26
NR6302--MA0591.1.Bach1::Mafk	chr17	35046802	35046816	-	0.000	0.000	Merged-chr17-35046725-56
NR5346--MA0117.2.Mafb	chr15	81308188	81308199	+	0.000	0.000	Merged-chr15-81308219-24
NR1646--MA0089.1.MAFG::NFE2L1	chr10	67840978	67840983	-	0.000	0.000	Merged-chr10-67841086-29
NR9909--MA0089.1.MAFG::NFE2L1	chr4	48267945	48267950	-	0.000	0.000	Merged-chr4-48268039-50
NR7199--MA0117.2.Mafb	chr19	11540591	11540602	-	0.000	0.000	Merged-chr19-11540460-39
NR7259--MA0089.1.MAFG::NFE2L1	chr19	21865258	21865263	+	0.000	0.000	Merged-chr19-21865390-5
NR5801--MA0495.2.MAFF	chr16	52879649	52879669	+	0.000	0.000	Merged-chr16-52879758-28
NR8940--MA0089.1.MAFG::NFE2L1	chr3	52830197	52830202	-	0.000	0.000	Merged-chr3-52830272-16
NR211--MA0117.2.Mafb	chr1	52022299	52022310	-	0.000	0.000	Merged-chr1-52022428-39
NR2906--MA0591.1.Bach1::Mafk	chr12	25240220	25240234	+	0.000	0.000	Merged-chr12-25240283-42
NR9505--MA0089.1.MAFG::NFE2L1	chr3	133614202	133614207	-	0.000	0.000	Merged-chr3-133614378-37
NR5325--MA0591.1.Bach1::Mafk	chr15	78450268	78450282	+	0.000	0.000	Merged-chr15-78450295-54
NR1948--MA0089.1.MAFG::NFE2L1	chr10	111214815	111214820	-	0.000	0.000	Merged-chr10-111214498-109
NR6996--MA0089.1.MAFG::NFE2L1	chr18	73846872	73846877	+	0.000	0.000	Merged-chr18-73846935-30
NR5971--MA0501.1.MAF::NFE2	chr16	87642408	87642422	-	0.000	0.000	Merged-chr16-87642367-32
NR3393--MA0591.1.Bach1::Mafk	chr12	110939573	110939587	+	0.000	0.000	Merged-chr12-110939619-21
NR14329--MA0496.2.MAFK	chr9	58204313	58204331	+	0.000	0.000	Merged-chr9-58204557-52
NR6240--MA0591.1.Bach1::Mafk	chr17	27027477	27027491	-	0.000	0.000	Merged-chr17-27027661-33
NR13947--MA0495.2.MAFF	chr8	117282680	117282700	+	0.000	0.000	Merged-chr8-117282585-94
NR1168--MA0089.1.MAFG::NFE2L1	chr1	185193693	185193698	-	0.000	0.000	Merged-chr1-185193700-43
NR2560--MA0117.2.Mafb	chr11	79520159	79520170	-	0.000	0.000	Merged-chr11-79520137-35
NR2964--MA0089.1.MAFG::NFE2L1	chr12	36474225	36474230	+	0.000	0.000	Merged-chr12-36474027-1
NR9807--MA0089.1.MAFG::NFE2L1	chr4	19575211	19575216	-	0.000	0.000	Merged-chr4-19575178-52
NR2554--MA0495.2.MAFF	chr11	79207637	79207657	+	0.000	0.000	Merged-chr11-79207824-18
NR13787--MA0089.1.MAFG::NFE2L1	chr8	92333764	92333769	+	0.000	0.000	Merged-chr8-92333668-18
NR12367--MA0089.1.MAFG::NFE2L1	chr6	134830182	134830187	-	0.000	0.000	Merged-chr6-134830106-68
NR9831--MA0117.2.Mafb	chr4	32127082	32127093	+	0.000	0.000	Merged-chr4-32126903-56
NR10866--MA0591.1.Bach1::Mafk	chr5	52908394	52908408	+	0.000	0.000	Merged-chr5-52908402-27
NR11538--MA0089.1.MAFG::NFE2L1	chr6	13871523	13871528	-	0.000	0.000	Merged-chr6-13871403-58
NR6894--MA0089.1.MAFG::NFE2L1	chr18	62169291	62169296	-	0.000	0.000	Merged-chr18-62169369-48
NR8278--MA0496.2.MAFK	chr2	128365991	128366009	+	0.000	0.000	Merged-chr2-128365920-27
NR2695--MA0591.1.Bach1::Mafk	chr11	103028582	103028596	+	0.000	0.000	Merged-chr11-103028483-70
NR10559--MA0501.1.MAF::NFE2	chr4	150808630	150808644	-	0.000	0.000	Merged-chr4-150808794-106
NR12512--MA0496.2.MAFK	chr6	146516328	146516346	-	0.000	0.000	Merged-chr6-146516138-30
NR8851--MA0496.2.MAFK	chr3	28236950	28236968	+	0.000	0.000	Merged-chr3-28236857-20
NR2007--MA0089.1.MAFG::NFE2L1	chr10	119083571	119083576	-	0.000	0.000	Merged-chr10-119083697-27
NR10640--MA0501.1.MAF::NFE2	chr5	8798569	8798583	+	0.000	0.000	Merged-chr5-8798453-77
NR9368--MA0496.2.MAFK	chr3	115731078	115731096	+	0.000	0.000	Merged-chr3-115730795-45
NR3803--MA0089.1.MAFG::NFE2L1	chr13	51970224	51970229	-	0.000	0.000	Merged-chr13-51970284-43
NR1466--MA0117.2.Mafb	chr10	39242118	39242129	+	0.000	0.000	Merged-chr10-39242080-33
NR9153--MA0591.1.Bach1::Mafk	chr3	90248127	90248141	-	0.000	0.000	Merged-chr3-90248138-59
NR6011--MA0117.2.Mafb	chr16	90995165	90995176	-	0.000	0.000	Merged-chr16-90995039-12
NR4715--MA0501.1.MAF::NFE2	chr14	71138231	71138245	+	0.000	0.000	Merged-chr14-71138006-34
NR4852--MA0117.2.Mafb	chr14	99266001	99266012	+	0.000	0.000	Merged-chr14-99266048-28
NR15041--MA0659.1.MAFG	chrX	142792380	142792400	+	0.000	0.000	Merged-chrX-142792362-24
NR7627--MA0496.2.MAFK	chr2	34938704	34938722	-	0.000	0.000	Merged-chr2-34938971-69
NR9288--MA0495.2.MAFF	chr3	105892539	105892559	-	0.000	0.000	Merged-chr3-105892493-111
NR8963--MA0496.2.MAFK	chr3	58470214	58470232	-	0.000	0.000	Merged-chr3-58470222-35
NR2788--MA0089.1.MAFG::NFE2L1	chr11	115204106	115204111	-	0.000	0.000	Merged-chr11-115204090-3
NR6602--MA0089.1.MAFG::NFE2L1	chr17	88213608	88213613	+	0.000	0.000	Merged-chr17-88213709-19
NR5350--MA0591.1.Bach1::Mafk	chr15	81819705	81819719	-	0.000	0.000	Merged-chr15-81819861-26
NR1366--MA0495.2.MAFF	chr10	19104809	19104829	+	0.000	0.000	Merged-chr10-19104955-55
NR11100--MA0496.2.MAFK	chr5	98016906	98016924	+	0.000	0.000	Merged-chr5-98016849-63
NR7242--MA0089.1.MAFG::NFE2L1	chr19	20876157	20876162	-	0.000	0.000	Merged-chr19-20876096-16
NR1558--MA0496.2.MAFK	chr10	53346650	53346668	-	0.000	0.000	Merged-chr10-53346835-25
NR12571--MA0495.2.MAFF	chr7	16057370	16057390	-	0.000	0.000	Merged-chr7-16057177-61
NR6238--MA0495.2.MAFF	chr17	27027474	27027494	-	0.000	0.000	Merged-chr17-27027661-33
NR12419--MA0495.2.MAFF	chr6	140817163	140817183	+	0.000	0.000	Merged-chr6-140817043-66
NR5431--MA0501.1.MAF::NFE2	chr15	97468968	97468982	+	0.000	0.000	Merged-chr15-97468896-4
NR12395--MA0591.1.Bach1::Mafk	chr6	137316523	137316537	+	0.000	0.000	Merged-chr6-137316445-24
NR6000--MA0496.2.MAFK	chr16	89974506	89974524	-	0.000	0.000	Merged-chr16-89974505-28
NR1238--MA0117.2.Mafb	chr1	191609841	191609852	-	0.000	0.000	Merged-chr1-191609738-30
NR6128--MA0659.1.MAFG	chr17	5802392	5802412	-	0.000	0.000	Merged-chr17-5802429-65
NR12103--MA0659.1.MAFG	chr6	113661267	113661287	+	0.000	0.000	Merged-chr6-113661383-125
NR1483--MA0591.1.Bach1::Mafk	chr10	40688547	40688561	+	0.000	0.000	Merged-chr10-40688620-20
NR1642--MA0089.1.MAFG::NFE2L1	chr10	67610842	67610847	+	0.000	0.000	Merged-chr10-67610821-54
NR6327--MA0496.2.MAFK	chr17	36042870	36042888	+	0.000	0.000	Merged-chr17-36042760-57
NR2989--MA0501.1.MAF::NFE2	chr12	40009997	40010011	+	0.000	0.000	Merged-chr12-40010101-23
NR14248--MA0089.1.MAFG::NFE2L1	chr9	44344040	44344045	+	0.000	0.000	Merged-chr9-44344017-55
NR6034--MA0659.1.MAFG	chr16	92944067	92944087	-	0.000	0.000	Merged-chr16-92944045-14
NR713--MA0591.1.Bach1::Mafk	chr1	132264733	132264747	-	0.000	0.000	Merged-chr1-132264829-22
NR2480--MA0117.2.Mafb	chr11	64116882	64116893	+	0.000	0.000	Merged-chr11-64116814-48
NR3136--MA0089.1.MAFG::NFE2L1	chr12	79437189	79437194	+	0.000	0.000	Merged-chr12-79437240-16
NR1353--MA0089.1.MAFG::NFE2L1	chr10	14058112	14058117	+	0.000	0.000	Merged-chr10-14058073-111
NR2328--MA0117.2.Mafb	chr11	43703810	43703821	-	0.000	0.000	Merged-chr11-43703862-10
NR6233--MA0496.2.MAFK	chr17	26572480	26572498	+	0.000	0.000	Merged-chr17-26572396-49
NR6900--MA0496.2.MAFK	chr18	62921995	62922013	+	0.000	0.000	Merged-chr18-62921831-1
NR13200--MA0495.2.MAFF	chr7	127573108	127573128	+	0.000	0.000	Merged-chr7-127573236-53
NR120--MA0496.2.MAFK	chr1	33757037	33757055	-	0.000	0.000	Merged-chr1-33757115-3
NR11375--MA0591.1.Bach1::Mafk	chr5	137870853	137870867	+	0.000	0.000	Merged-chr5-137870793-17
NR2584--MA0089.1.MAFG::NFE2L1	chr11	83640473	83640478	-	0.000	0.000	Merged-chr11-83640282-44
NR14781--MA0591.1.Bach1::Mafk	chr9	121928778	121928792	+	0.000	0.000	Merged-chr9-121928760-13
NR4223--MA0591.1.Bach1::Mafk	chr13	113168629	113168643	+	0.000	0.000	Merged-chr13-113168484-63
NR3289--MA0591.1.Bach1::Mafk	chr12	100994810	100994824	-	0.000	0.000	Merged-chr12-100994584-90
NR14146--MA0089.1.MAFG::NFE2L1	chr9	21610004	21610009	-	0.000	0.000	Merged-chr9-21610100-42
NR4078--MA0089.1.MAFG::NFE2L1	chr13	101664126	101664131	-	0.000	0.000	Merged-chr13-101664276-40
NR1379--MA0089.1.MAFG::NFE2L1	chr10	20281670	20281675	-	0.000	0.000	Merged-chr10-20281832-45
NR6373--MA0591.1.Bach1::Mafk	chr17	47598366	47598380	-	0.000	0.000	Merged-chr17-47598322-32
NR3866--MA0501.1.MAF::NFE2	chr13	60897577	60897591	-	0.000	0.000	Merged-chr13-60897577-48
NR3410--MA0089.1.MAFG::NFE2L1	chr12	112699369	112699374	+	0.000	0.000	Merged-chr12-112699364-12
NR10398--MA0591.1.Bach1::Mafk	chr4	132976616	132976630	-	0.000	0.000	Merged-chr4-132976882-43
NR6028--MA0495.2.MAFF	chr16	92944067	92944087	+	0.000	0.000	Merged-chr16-92944045-14
NR10114--MA0089.1.MAFG::NFE2L1	chr4	94979063	94979068	+	0.000	0.000	Merged-chr4-94979011-66
NR6890--MA0089.1.MAFG::NFE2L1	chr18	61570891	61570896	+	0.000	0.000	Merged-chr18-61571068-18
NR8309--MA0089.1.MAFG::NFE2L1	chr2	131423695	131423700	+	0.000	0.000	Merged-chr2-131423775-8
NR12289--MA0089.1.MAFG::NFE2L1	chr6	129209153	129209158	+	0.000	0.000	Merged-chr6-129209179-36
NR11329--MA0496.2.MAFK	chr5	130196621	130196639	+	0.000	0.000	Merged-chr5-130196551-48
NR11245--MA0089.1.MAFG::NFE2L1	chr5	112488431	112488436	-	0.000	0.000	Merged-chr5-112488536-19
NR14115--MA0591.1.Bach1::Mafk	chr9	14248440	14248454	+	0.000	0.000	Merged-chr9-14248366-20
NR1653--MA0501.1.MAF::NFE2	chr10	69542865	69542879	+	0.000	0.000	Merged-chr10-69542895-13
NR5206--MA0089.1.MAFG::NFE2L1	chr15	58649984	58649989	-	0.000	0.000	Merged-chr15-58650001-42
NR11235--MA0496.2.MAFK	chr5	111330815	111330833	-	0.000	0.000	Merged-chr5-111330756-70
NR11671--MA0501.1.MAF::NFE2	chr6	40891075	40891089	+	0.000	0.000	Merged-chr6-40891354-82
NR2934--MA0591.1.Bach1::Mafk	chr12	32897737	32897751	-	0.000	0.000	Merged-chr12-32897664-25
NR4855--MA0496.2.MAFK	chr14	99266002	99266020	-	0.000	0.000	Merged-chr14-99266048-28
NR6337--MA0089.1.MAFG::NFE2L1	chr17	36951039	36951044	+	0.000	0.000	Merged-chr17-36951084-1
NR8686--MA0089.1.MAFG::NFE2L1	chr2	173448695	173448700	-	0.000	0.000	Merged-chr2-173448878-59
NR3139--MA0591.1.Bach1::Mafk	chr12	79488969	79488983	-	0.000	0.000	Merged-chr12-79488992-20
NR2369--MA0659.1.MAFG	chr11	51264658	51264678	+	0.000	0.000	Merged-chr11-51264498-29
NR13323--MA0117.2.Mafb	chr7	140214131	140214142	+	0.000	0.000	Merged-chr7-140214082-44
NR3698--MA0591.1.Bach1::Mafk	chr13	37783915	37783929	+	0.000	0.000	Merged-chr13-37783892-22
NR7494--MA0495.2.MAFF	chr2	12406862	12406882	-	0.000	0.000	Merged-chr2-12406910-25
NR9627--MA0089.1.MAFG::NFE2L1	chr3	146159321	146159326	+	0.000	0.000	Merged-chr3-146159248-1
NR9136--MA0089.1.MAFG::NFE2L1	chr3	88491378	88491383	+	0.000	0.000	Merged-chr3-88491281-8
NR1075--MA0089.1.MAFG::NFE2L1	chr1	180387643	180387648	-	0.000	0.000	Merged-chr1-180387589-46
NR8282--MA0089.1.MAFG::NFE2L1	chr2	128422822	128422827	-	0.000	0.000	Merged-chr2-128422805-32
NR5652--MA0659.1.MAFG	chr16	33769914	33769934	+	0.000	0.000	Merged-chr16-33769896-51
NR13976--MA0591.1.Bach1::Mafk	chr8	120332948	120332962	-	0.000	0.000	Merged-chr8-120332869-43
NR6388--MA0117.2.Mafb	chr17	50094214	50094225	+	0.000	0.000	Merged-chr17-50094346-48
NR6074--MA0591.1.Bach1::Mafk	chr16	95168392	95168406	+	0.000	0.000	Merged-chr16-95168544-53
NR9223--MA0089.1.MAFG::NFE2L1	chr3	96198476	96198481	+	0.000	0.000	Merged-chr3-96198410-32
NR10094--MA0659.1.MAFG	chr4	89351107	89351127	+	0.000	0.000	Merged-chr4-89351221-94
NR12650--MA0089.1.MAFG::NFE2L1	chr7	30909687	30909692	-	0.000	0.000	Merged-chr7-30909899-34
NR11936--MA0089.1.MAFG::NFE2L1	chr6	86600194	86600199	+	0.000	0.000	Merged-chr6-86600149-54
NR7279--MA0089.1.MAFG::NFE2L1	chr19	24984080	24984085	+	0.000	0.000	Merged-chr19-24984187-40
NR15044--MA0496.2.MAFK	chrX	142792381	142792399	-	0.000	0.000	Merged-chrX-142792362-24
NR11120--MA0591.1.Bach1::Mafk	chr5	100635289	100635303	+	0.000	0.000	Merged-chr5-100635444-18
NR2116--MA0089.1.MAFG::NFE2L1	chr10	128536488	128536493	+	0.000	0.000	Merged-chr10-128536413-59
NR10401--MA0089.1.MAFG::NFE2L1	chr4	133185424	133185429	-	0.000	0.000	Merged-chr4-133185402-47
NR2284--MA0659.1.MAFG	chr11	32561585	32561605	-	0.000	0.000	Merged-chr11-32561785-56
NR5428--MA0501.1.MAF::NFE2	chr15	97361207	97361221	+	0.000	0.000	Merged-chr15-97361236-9
NR7193--MA0501.1.MAF::NFE2	chr19	10839222	10839236	+	0.000	0.000	Merged-chr19-10839389-65
NR4612--MA0591.1.Bach1::Mafk	chr14	54653744	54653758	+	0.000	0.000	Merged-chr14-54653650-39
NR7251--MA0089.1.MAFG::NFE2L1	chr19	21785914	21785919	-	0.000	0.000	Merged-chr19-21785964-7
NR14093--MA0496.2.MAFK	chr9	7776015	7776033	+	0.000	0.000	Merged-chr9-7776145-26
NR8886--MA0089.1.MAFG::NFE2L1	chr3	37606061	37606066	+	0.000	0.000	Merged-chr3-37605967-27
NR11256--MA0089.1.MAFG::NFE2L1	chr5	114942155	114942160	-	0.000	0.000	Merged-chr5-114942302-45
NR14331--MA0089.1.MAFG::NFE2L1	chr9	58253264	58253269	-	0.000	0.000	Merged-chr9-58253274-50
NR1916--MA0501.1.MAF::NFE2	chr10	99459977	99459991	-	0.000	0.000	Merged-chr10-99459996-60
NR5764--MA0117.2.Mafb	chr16	50632883	50632894	-	0.000	0.000	Merged-chr16-50633027-57
NR6498--MA0496.2.MAFK	chr17	71192186	71192204	-	0.000	0.000	Merged-chr17-71192022-46
NR8597--MA0089.1.MAFG::NFE2L1	chr2	164868596	164868601	+	0.000	0.000	Merged-chr2-164868622-33
NR14221--MA0659.1.MAFG	chr9	37576871	37576891	-	0.000	0.000	Merged-chr9-37576736-24
NR1651--MA0089.1.MAFG::NFE2L1	chr10	68512603	68512608	-	0.000	0.000	Merged-chr10-68512591-23
NR9538--MA0089.1.MAFG::NFE2L1	chr3	136688184	136688189	-	0.000	0.000	Merged-chr3-136688298-63
NR7109--MA0496.2.MAFK	chr18	84159132	84159150	-	0.000	0.000	Merged-chr18-84159275-32
NR592--MA0089.1.MAFG::NFE2L1	chr1	106374342	106374347	-	0.000	0.000	Merged-chr1-106374432-8
NR12850--MA0089.1.MAFG::NFE2L1	chr7	80033512	80033517	+	0.000	0.000	Merged-chr7-80033388-28
NR14691--MA0659.1.MAFG	chr9	114787911	114787931	+	0.000	0.000	Merged-chr9-114787935-34
NR6037--MA0496.2.MAFK	chr16	92944068	92944086	-	0.000	0.000	Merged-chr16-92944045-14
NR6713--MA0496.2.MAFK	chr18	23828828	23828846	+	0.000	0.000	Merged-chr18-23828715-22
NR2291--MA0089.1.MAFG::NFE2L1	chr11	34036604	34036609	-	0.000	0.000	Merged-chr11-34036500-33
NR7839--MA0501.1.MAF::NFE2	chr2	69415266	69415280	+	0.000	0.000	Merged-chr2-69415236-25
NR7479--MA0089.1.MAFG::NFE2L1	chr2	9867583	9867588	-	0.000	0.000	Merged-chr2-9867507-76
NR11269--MA0089.1.MAFG::NFE2L1	chr5	117388974	117388979	-	0.000	0.000	Merged-chr5-117388866-82
NR14340--MA0495.2.MAFF	chr9	61708039	61708059	-	0.000	0.000	Merged-chr9-61708026-57
NR6811--MA0089.1.MAFG::NFE2L1	chr18	46745918	46745923	-	0.000	0.000	Merged-chr18-46745860-44
NR8557--MA0496.2.MAFK	chr2	160733322	160733340	+	0.000	0.000	Merged-chr2-160733337-52
NR10312--MA0089.1.MAFG::NFE2L1	chr4	120062652	120062657	+	0.000	0.000	Merged-chr4-120062623-32
NR13653--MA0501.1.MAF::NFE2	chr8	75084001	75084015	-	0.000	0.000	Merged-chr8-75083999-30
NR14634--MA0591.1.Bach1::Mafk	chr9	107303372	107303386	+	0.000	0.000	Merged-chr9-107303282-14
NR4635--MA0591.1.Bach1::Mafk	chr14	59553428	59553442	+	0.000	0.000	Merged-chr14-59553394-22
NR6863--MA0117.2.Mafb	chr18	56733930	56733941	-	0.000	0.000	Merged-chr18-56734019-60
NR11359--MA0501.1.MAF::NFE2	chr5	135713607	135713621	+	0.000	0.000	Merged-chr5-135713648-47
NR1508--MA0591.1.Bach1::Mafk	chr10	44434868	44434882	+	0.000	0.000	Merged-chr10-44434814-22
NR139--MA0089.1.MAFG::NFE2L1	chr1	36883862	36883867	-	0.000	0.000	Merged-chr1-36883943-16
NR11617--MA0495.2.MAFF	chr6	29827423	29827443	+	0.000	0.000	Merged-chr6-29827502-39
NR12071--MA0495.2.MAFF	chr6	108477200	108477220	-	0.000	0.000	Merged-chr6-108477065-48
NR2660--MA0591.1.Bach1::Mafk	chr11	97728509	97728523	-	0.000	0.000	Merged-chr11-97728662-57
NR13033--MA0659.1.MAFG	chr7	108954452	108954472	-	0.000	0.000	Merged-chr7-108954427-29
NR11440--MA0501.1.MAF::NFE2	chr5	146248909	146248923	-	0.000	0.000	Merged-chr5-146249004-18
NR14230--MA0117.2.Mafb	chr9	38728387	38728398	-	0.000	0.000	Merged-chr9-38728411-36
NR2573--MA0501.1.MAF::NFE2	chr11	80785938	80785952	+	0.000	0.000	Merged-chr11-80785938-31
NR7840--MA0089.1.MAFG::NFE2L1	chr2	69802865	69802870	-	0.000	0.000	Merged-chr2-69803068-39
NR2477--MA0501.1.MAF::NFE2	chr11	64022589	64022603	+	0.000	0.000	Merged-chr11-64022647-19
NR10049--MA0089.1.MAFG::NFE2L1	chr4	83380667	83380672	-	0.000	0.000	Merged-chr4-83380604-15
NR9777--MA0496.2.MAFK	chr4	11887895	11887913	-	0.000	0.000	Merged-chr4-11887917-34
NR7188--MA0089.1.MAFG::NFE2L1	chr19	10747889	10747894	-	0.000	0.000	Merged-chr19-10747819-69
NR1884--MA0117.2.Mafb	chr10	96015948	96015959	-	0.000	0.000	Merged-chr10-96015913-48
NR12073--MA0659.1.MAFG	chr6	108477200	108477220	+	0.000	0.000	Merged-chr6-108477065-48
NR12610--MA0117.2.Mafb	chr7	19946079	19946090	-	0.000	0.000	Merged-chr7-19946114-52
NR8509--MA0501.1.MAF::NFE2	chr2	154603871	154603885	+	0.000	0.000	Merged-chr2-154603925-61
NR13143--MA0591.1.Bach1::Mafk	chr7	119861791	119861805	-	0.000	0.000	Merged-chr7-119861539-102
NR12295--MA0495.2.MAFF	chr6	129406125	129406145	+	0.000	0.000	Merged-chr6-129406250-15
NR2718--MA0089.1.MAFG::NFE2L1	chr11	104622871	104622876	+	0.000	0.000	Merged-chr11-104622687-63
NR2634--MA0659.1.MAFG	chr11	94275920	94275940	-	0.000	0.000	Merged-chr11-94275707-70
NR2603--MA0089.1.MAFG::NFE2L1	chr11	88132167	88132172	-	0.000	0.000	Merged-chr11-88132051-21
NR12485--MA0089.1.MAFG::NFE2L1	chr6	145257188	145257193	-	0.000	0.000	Merged-chr6-145256997-16
NR8612--MA0591.1.Bach1::Mafk	chr2	167775307	167775321	-	0.000	0.000	Merged-chr2-167775389-53
NR1403--MA0591.1.Bach1::Mafk	chr10	22148837	22148851	-	0.000	0.000	Merged-chr10-22148932-76
NR8459--MA0496.2.MAFK	chr2	148409917	148409935	-	0.000	0.000	Merged-chr2-148410092-7
NR13992--MA0089.1.MAFG::NFE2L1	chr8	123224818	123224823	-	0.000	0.000	Merged-chr8-123224864-44
NR6249--MA0591.1.Bach1::Mafk	chr17	27800239	27800253	-	0.000	0.000	Merged-chr17-27800159-41
NR10220--MA0117.2.Mafb	chr4	106935350	106935361	-	0.000	0.000	Merged-chr4-106935357-64
NR7837--MA0117.2.Mafb	chr2	69415269	69415280	-	0.000	0.000	Merged-chr2-69415236-25
NR5438--MA0117.2.Mafb	chr15	99009003	99009014	+	0.000	0.000	Merged-chr15-99008995-43
NR1339--MA0591.1.Bach1::Mafk	chr10	13035498	13035512	+	0.000	0.000	Merged-chr10-13035332-21
NR10097--MA0496.2.MAFK	chr4	89351108	89351126	+	0.000	0.000	Merged-chr4-89351221-94
NR527--MA0659.1.MAFG	chr1	95573349	95573369	-	0.000	0.000	Merged-chr1-95573255-46
NR6765--MA0117.2.Mafb	chr18	35703076	35703087	-	0.000	0.000	Merged-chr18-35703076-56
NR4225--MA0496.2.MAFK	chr13	113168627	113168645	+	0.000	0.000	Merged-chr13-113168484-63
NR14657--MA0089.1.MAFG::NFE2L1	chr9	111047388	111047393	-	0.000	0.000	Merged-chr9-111047494-21
NR4181--MA0501.1.MAF::NFE2	chr13	109843231	109843245	-	0.000	0.000	Merged-chr13-109843139-39
NR7486--MA0591.1.Bach1::Mafk	chr2	11497011	11497025	+	0.000	0.000	Merged-chr2-11496832-15
NR12067--MA0495.2.MAFF	chr6	108341176	108341196	+	0.000	0.000	Merged-chr6-108341032-57
NR15082--MA0089.1.MAFG::NFE2L1	chrX	162888460	162888465	-	0.000	0.000	Merged-chrX-162888353-56
NR10410--MA0089.1.MAFG::NFE2L1	chr4	134124481	134124486	+	0.000	0.000	Merged-chr4-134124326-44
NR2501--MA0089.1.MAFG::NFE2L1	chr11	70005735	70005740	+	0.000	0.000	Merged-chr11-70005839-25
NR2691--MA0089.1.MAFG::NFE2L1	chr11	101910371	101910376	-	0.000	0.000	Merged-chr11-101910464-12
NR509--MA0117.2.Mafb	chr1	94042315	94042326	-	0.000	0.000	Merged-chr1-94042518-47
NR1855--MA0591.1.Bach1::Mafk	chr10	93938789	93938803	-	0.000	0.000	Merged-chr10-93938916-38
NR11669--MA0089.1.MAFG::NFE2L1	chr6	40818752	40818757	-	0.000	0.000	Merged-chr6-40818610-48
NR9910--MA0089.1.MAFG::NFE2L1	chr4	48268011	48268016	-	0.000	0.000	Merged-chr4-48268039-50
NR14253--MA0089.1.MAFG::NFE2L1	chr9	44509541	44509546	-	0.000	0.000	Merged-chr9-44509369-1
NR847--MA0496.2.MAFK	chr1	153288165	153288183	-	0.000	0.000	Merged-chr1-153288080-22
NR4711--MA0659.1.MAFG	chr14	71035803	71035823	-	0.000	0.000	Merged-chr14-71035782-16
NR13953--MA0501.1.MAF::NFE2	chr8	117395305	117395319	-	0.000	0.000	Merged-chr8-117395323-13
NR9130--MA0089.1.MAFG::NFE2L1	chr3	87846942	87846947	+	0.000	0.000	Merged-chr3-87846918-77
NR1231--MA0659.1.MAFG	chr1	191420990	191421010	+	0.000	0.000	Merged-chr1-191421132-37
NR526--MA0501.1.MAF::NFE2	chr1	95573070	95573084	-	0.000	0.000	Merged-chr1-95573255-46
NR2717--MA0496.2.MAFK	chr11	104622754	104622772	-	0.000	0.000	Merged-chr11-104622687-63
NR7609--MA0117.2.Mafb	chr2	32715337	32715348	+	0.000	0.000	Merged-chr2-32715137-51
