#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.dn.bed
NR9153--MA0591.1.Bach1::Mafk	chr3	90248127	90248141	-	0.000	0.000	Merged-chr3-90248138-59
NR6011--MA0117.2.Mafb	chr16	90995165	90995176	-	0.000	0.000	Merged-chr16-90995039-12
NR4715--MA0501.1.MAF::NFE2	chr14	71138231	71138245	+	0.000	0.000	Merged-chr14-71138006-34
NR4852--MA0117.2.Mafb	chr14	99266001	99266012	+	0.000	0.000	Merged-chr14-99266048-28
NR15041--MA0659.1.MAFG	chrX	142792380	142792400	+	0.000	0.000	Merged-chrX-142792362-24
NR7627--MA0496.2.MAFK	chr2	34938704	34938722	-	0.000	0.000	Merged-chr2-34938971-69
NR9288--MA0495.2.MAFF	chr3	105892539	105892559	-	0.000	0.000	Merged-chr3-105892493-111
NR2590--MA0495.2.MAFF	chr11	86618707	86618727	+	0.000	0.000	Merged-chr11-86618782-14
NR2588--MA0591.1.Bach1::Mafk	chr11	84529519	84529533	-	0.000	0.000	Merged-chr11-84529361-2,Merged-chr11-84529608-6
NR5350--MA0591.1.Bach1::Mafk	chr15	81819705	81819719	-	0.000	0.000	Merged-chr15-81819861-26
NR1366--MA0495.2.MAFF	chr10	19104809	19104829	+	0.000	0.000	Merged-chr10-19104955-55
NR2122--MA0659.1.MAFG	chr10	128902528	128902548	-	0.000	0.000	Merged-chr10-128902610-18
NR7242--MA0089.1.MAFG::NFE2L1	chr19	20876157	20876162	-	0.000	0.000	Merged-chr19-20876096-16
NR3879--MA0659.1.MAFG	chr13	63431573	63431593	+	0.000	0.000	Merged-chr13-63431477-108
NR10318--MA0089.1.MAFG::NFE2L1	chr4	121016847	121016852	-	0.000	0.000	Merged-chr4-121016870-126
NR2592--MA0659.1.MAFG	chr11	86618707	86618727	+	0.000	0.000	Merged-chr11-86618782-14
NR12571--MA0495.2.MAFF	chr7	16057370	16057390	-	0.000	0.000	Merged-chr7-16057177-61
NR2599--MA0089.1.MAFG::NFE2L1	chr11	87748924	87748929	+	0.000	0.000	Merged-chr11-87748868-6
NR5431--MA0501.1.MAF::NFE2	chr15	97468968	97468982	+	0.000	0.000	Merged-chr15-97468896-4
NR7692--MA0117.2.Mafb	chr2	48456779	48456790	-	0.000	0.000	Merged-chr2-48456855-27
NR6128--MA0659.1.MAFG	chr17	5802392	5802412	-	0.000	0.000	Merged-chr17-5802429-65
NR12103--MA0659.1.MAFG	chr6	113661267	113661287	+	0.000	0.000	Merged-chr6-113661383-125
NR1642--MA0089.1.MAFG::NFE2L1	chr10	67610842	67610847	+	0.000	0.000	Merged-chr10-67610821-54
NR2230--MA0501.1.MAF::NFE2	chr11	20477621	20477635	+	0.000	0.000	Merged-chr11-20477652-51
NR6327--MA0496.2.MAFK	chr17	36042870	36042888	+	0.000	0.000	Merged-chr17-36042760-57
NR2989--MA0501.1.MAF::NFE2	chr12	40009997	40010011	+	0.000	0.000	Merged-chr12-40010101-23
NR14248--MA0089.1.MAFG::NFE2L1	chr9	44344040	44344045	+	0.000	0.000	Merged-chr9-44344017-55
NR6034--MA0659.1.MAFG	chr16	92944067	92944087	-	0.000	0.000	Merged-chr16-92944045-14
NR2480--MA0117.2.Mafb	chr11	64116882	64116893	+	0.000	0.000	Merged-chr11-64116814-48
NR3136--MA0089.1.MAFG::NFE2L1	chr12	79437189	79437194	+	0.000	0.000	Merged-chr12-79437240-16
NR3881--MA0496.2.MAFK	chr13	63431574	63431592	+	0.000	0.000	Merged-chr13-63431477-108
NR1525--MA0591.1.Bach1::Mafk	chr10	45635341	45635355	-	0.000	0.000	Merged-chr10-45635407-27
NR798--MA0089.1.MAFG::NFE2L1	chr1	144275698	144275703	+	0.000	0.000	Merged-chr1-144275874-18
NR6900--MA0496.2.MAFK	chr18	62921995	62922013	+	0.000	0.000	Merged-chr18-62921831-1
NR13200--MA0495.2.MAFF	chr7	127573108	127573128	+	0.000	0.000	Merged-chr7-127573236-53
NR2584--MA0089.1.MAFG::NFE2L1	chr11	83640473	83640478	-	0.000	0.000	Merged-chr11-83640282-44
NR14781--MA0591.1.Bach1::Mafk	chr9	121928778	121928792	+	0.000	0.000	Merged-chr9-121928760-13
NR4223--MA0591.1.Bach1::Mafk	chr13	113168629	113168643	+	0.000	0.000	Merged-chr13-113168484-63
NR3289--MA0591.1.Bach1::Mafk	chr12	100994810	100994824	-	0.000	0.000	Merged-chr12-100994584-90
NR14146--MA0089.1.MAFG::NFE2L1	chr9	21610004	21610009	-	0.000	0.000	Merged-chr9-21610100-42
NR12567--MA0591.1.Bach1::Mafk	chr7	15921946	15921960	-	0.000	0.000	Merged-chr7-15921897-4
NR4078--MA0089.1.MAFG::NFE2L1	chr13	101664126	101664131	-	0.000	0.000	Merged-chr13-101664276-40
NR1379--MA0089.1.MAFG::NFE2L1	chr10	20281670	20281675	-	0.000	0.000	Merged-chr10-20281832-45
NR6373--MA0591.1.Bach1::Mafk	chr17	47598366	47598380	-	0.000	0.000	Merged-chr17-47598322-32
NR3866--MA0501.1.MAF::NFE2	chr13	60897577	60897591	-	0.000	0.000	Merged-chr13-60897577-48
NR10398--MA0591.1.Bach1::Mafk	chr4	132976616	132976630	-	0.000	0.000	Merged-chr4-132976882-43
NR2382--MA0659.1.MAFG	chr11	51898836	51898856	+	0.000	0.000	Merged-chr11-51898870-27
NR9206--MA0501.1.MAF::NFE2	chr3	95434258	95434272	-	0.000	0.000	Merged-chr3-95434415-68
NR6028--MA0495.2.MAFF	chr16	92944067	92944087	+	0.000	0.000	Merged-chr16-92944045-14
NR6890--MA0089.1.MAFG::NFE2L1	chr18	61570891	61570896	+	0.000	0.000	Merged-chr18-61571068-18
NR8309--MA0089.1.MAFG::NFE2L1	chr2	131423695	131423700	+	0.000	0.000	Merged-chr2-131423775-8
NR12289--MA0089.1.MAFG::NFE2L1	chr6	129209153	129209158	+	0.000	0.000	Merged-chr6-129209179-36
NR1420--MA0591.1.Bach1::Mafk	chr10	26325619	26325633	-	0.000	0.000	Merged-chr10-26325461-56
NR11329--MA0496.2.MAFK	chr5	130196621	130196639	+	0.000	0.000	Merged-chr5-130196551-48
NR1653--MA0501.1.MAF::NFE2	chr10	69542865	69542879	+	0.000	0.000	Merged-chr10-69542895-13
NR5206--MA0089.1.MAFG::NFE2L1	chr15	58649984	58649989	-	0.000	0.000	Merged-chr15-58650001-42
NR11235--MA0496.2.MAFK	chr5	111330815	111330833	-	0.000	0.000	Merged-chr5-111330756-70
NR11671--MA0501.1.MAF::NFE2	chr6	40891075	40891089	+	0.000	0.000	Merged-chr6-40891354-82
NR14613--MA0501.1.MAF::NFE2	chr9	104387989	104388003	+	0.000	0.000	Merged-chr9-104388053-20
NR4855--MA0496.2.MAFK	chr14	99266002	99266020	-	0.000	0.000	Merged-chr14-99266048-28
NR6337--MA0089.1.MAFG::NFE2L1	chr17	36951039	36951044	+	0.000	0.000	Merged-chr17-36951084-1
NR3139--MA0591.1.Bach1::Mafk	chr12	79488969	79488983	-	0.000	0.000	Merged-chr12-79488992-20
NR13323--MA0117.2.Mafb	chr7	140214131	140214142	+	0.000	0.000	Merged-chr7-140214082-44
NR3698--MA0591.1.Bach1::Mafk	chr13	37783915	37783929	+	0.000	0.000	Merged-chr13-37783892-22
NR7494--MA0495.2.MAFF	chr2	12406862	12406882	-	0.000	0.000	Merged-chr2-12406910-25
NR9627--MA0089.1.MAFG::NFE2L1	chr3	146159321	146159326	+	0.000	0.000	Merged-chr3-146159248-1
NR13102--MA0495.2.MAFF	chr7	116409582	116409602	+	0.000	0.000	Merged-chr7-116409560-37
NR9136--MA0089.1.MAFG::NFE2L1	chr3	88491378	88491383	+	0.000	0.000	Merged-chr3-88491281-8
NR11634--MA0089.1.MAFG::NFE2L1	chr6	30804860	30804865	-	0.000	0.000	Merged-chr6-30804874-26
NR1075--MA0089.1.MAFG::NFE2L1	chr1	180387643	180387648	-	0.000	0.000	Merged-chr1-180387589-46
NR8282--MA0089.1.MAFG::NFE2L1	chr2	128422822	128422827	-	0.000	0.000	Merged-chr2-128422805-32
NR5652--MA0659.1.MAFG	chr16	33769914	33769934	+	0.000	0.000	Merged-chr16-33769896-51
NR13976--MA0591.1.Bach1::Mafk	chr8	120332948	120332962	-	0.000	0.000	Merged-chr8-120332869-43
NR6388--MA0117.2.Mafb	chr17	50094214	50094225	+	0.000	0.000	Merged-chr17-50094346-48
NR6074--MA0591.1.Bach1::Mafk	chr16	95168392	95168406	+	0.000	0.000	Merged-chr16-95168544-53
NR10094--MA0659.1.MAFG	chr4	89351107	89351127	+	0.000	0.000	Merged-chr4-89351221-94
NR5104--MA0089.1.MAFG::NFE2L1	chr15	36231828	36231833	+	0.000	0.000	Merged-chr15-36231997-8
NR12650--MA0089.1.MAFG::NFE2L1	chr7	30909687	30909692	-	0.000	0.000	Merged-chr7-30909899-34
NR11291--MA0117.2.Mafb	chr5	120621498	120621509	+	0.000	0.000	Merged-chr5-120621262-88
NR8330--MA0591.1.Bach1::Mafk	chr2	132874103	132874117	-	0.000	0.000	Merged-chr2-132874056-29
NR11936--MA0089.1.MAFG::NFE2L1	chr6	86600194	86600199	+	0.000	0.000	Merged-chr6-86600149-54
NR7145--MA0495.2.MAFF	chr19	4299730	4299750	+	0.000	0.000	Merged-chr19-4299826-2
NR15044--MA0496.2.MAFK	chrX	142792381	142792399	-	0.000	0.000	Merged-chrX-142792362-24
NR11120--MA0591.1.Bach1::Mafk	chr5	100635289	100635303	+	0.000	0.000	Merged-chr5-100635444-18
NR2116--MA0089.1.MAFG::NFE2L1	chr10	128536488	128536493	+	0.000	0.000	Merged-chr10-128536413-59
NR2284--MA0659.1.MAFG	chr11	32561585	32561605	-	0.000	0.000	Merged-chr11-32561785-56
NR14637--MA0117.2.Mafb	chr9	108110700	108110711	-	0.000	0.000	Merged-chr9-108110847-31
NR5428--MA0501.1.MAF::NFE2	chr15	97361207	97361221	+	0.000	0.000	Merged-chr15-97361236-9
NR7193--MA0501.1.MAF::NFE2	chr19	10839222	10839236	+	0.000	0.000	Merged-chr19-10839389-65
NR4612--MA0591.1.Bach1::Mafk	chr14	54653744	54653758	+	0.000	0.000	Merged-chr14-54653650-39
NR7251--MA0089.1.MAFG::NFE2L1	chr19	21785914	21785919	-	0.000	0.000	Merged-chr19-21785964-7
NR14093--MA0496.2.MAFK	chr9	7776015	7776033	+	0.000	0.000	Merged-chr9-7776145-26
NR2125--MA0496.2.MAFK	chr10	128902529	128902547	-	0.000	0.000	Merged-chr10-128902610-18
NR8886--MA0089.1.MAFG::NFE2L1	chr3	37606061	37606066	+	0.000	0.000	Merged-chr3-37605967-27
NR11256--MA0089.1.MAFG::NFE2L1	chr5	114942155	114942160	-	0.000	0.000	Merged-chr5-114942302-45
NR10770--MA0501.1.MAF::NFE2	chr5	31576819	31576833	+	0.000	0.000	Merged-chr5-31576784-60
NR5764--MA0117.2.Mafb	chr16	50632883	50632894	-	0.000	0.000	Merged-chr16-50633027-57
NR6498--MA0496.2.MAFK	chr17	71192186	71192204	-	0.000	0.000	Merged-chr17-71192022-46
NR8597--MA0089.1.MAFG::NFE2L1	chr2	164868596	164868601	+	0.000	0.000	Merged-chr2-164868622-33
NR14042--MA0089.1.MAFG::NFE2L1	chr8	127331975	127331980	-	0.000	0.000	Merged-chr8-127331897-21
NR14221--MA0659.1.MAFG	chr9	37576871	37576891	-	0.000	0.000	Merged-chr9-37576736-24
NR1651--MA0089.1.MAFG::NFE2L1	chr10	68512603	68512608	-	0.000	0.000	Merged-chr10-68512591-23
NR9538--MA0089.1.MAFG::NFE2L1	chr3	136688184	136688189	-	0.000	0.000	Merged-chr3-136688298-63
NR12850--MA0089.1.MAFG::NFE2L1	chr7	80033512	80033517	+	0.000	0.000	Merged-chr7-80033388-28
NR14691--MA0659.1.MAFG	chr9	114787911	114787931	+	0.000	0.000	Merged-chr9-114787935-34
NR6037--MA0496.2.MAFK	chr16	92944068	92944086	-	0.000	0.000	Merged-chr16-92944045-14
NR6713--MA0496.2.MAFK	chr18	23828828	23828846	+	0.000	0.000	Merged-chr18-23828715-22
NR7479--MA0089.1.MAFG::NFE2L1	chr2	9867583	9867588	-	0.000	0.000	Merged-chr2-9867507-76
NR11269--MA0089.1.MAFG::NFE2L1	chr5	117388974	117388979	-	0.000	0.000	Merged-chr5-117388866-82
NR14340--MA0495.2.MAFF	chr9	61708039	61708059	-	0.000	0.000	Merged-chr9-61708026-57
NR328--MA0089.1.MAFG::NFE2L1	chr1	74227568	74227573	-	0.000	0.000	Merged-chr1-74227561-37
NR14634--MA0591.1.Bach1::Mafk	chr9	107303372	107303386	+	0.000	0.000	Merged-chr9-107303282-14
NR4635--MA0591.1.Bach1::Mafk	chr14	59553428	59553442	+	0.000	0.000	Merged-chr14-59553394-22
NR6863--MA0117.2.Mafb	chr18	56733930	56733941	-	0.000	0.000	Merged-chr18-56734019-60
NR1526--MA0659.1.MAFG	chr10	45635338	45635358	+	0.000	0.000	Merged-chr10-45635407-27
NR3043--MA0089.1.MAFG::NFE2L1	chr12	55460878	55460883	+	0.000	0.000	Merged-chr12-55460954-7
NR11359--MA0501.1.MAF::NFE2	chr5	135713607	135713621	+	0.000	0.000	Merged-chr5-135713648-47
NR1508--MA0591.1.Bach1::Mafk	chr10	44434868	44434882	+	0.000	0.000	Merged-chr10-44434814-22
NR1475--MA0089.1.MAFG::NFE2L1	chr10	39458912	39458917	+	0.000	0.000	Merged-chr10-39458935-16
NR11617--MA0495.2.MAFF	chr6	29827423	29827443	+	0.000	0.000	Merged-chr6-29827502-39
NR2660--MA0591.1.Bach1::Mafk	chr11	97728509	97728523	-	0.000	0.000	Merged-chr11-97728662-57
NR13033--MA0659.1.MAFG	chr7	108954452	108954472	-	0.000	0.000	Merged-chr7-108954427-29
NR2573--MA0501.1.MAF::NFE2	chr11	80785938	80785952	+	0.000	0.000	Merged-chr11-80785938-31
NR7840--MA0089.1.MAFG::NFE2L1	chr2	69802865	69802870	-	0.000	0.000	Merged-chr2-69803068-39
NR2477--MA0501.1.MAF::NFE2	chr11	64022589	64022603	+	0.000	0.000	Merged-chr11-64022647-19
NR10049--MA0089.1.MAFG::NFE2L1	chr4	83380667	83380672	-	0.000	0.000	Merged-chr4-83380604-15
NR7188--MA0089.1.MAFG::NFE2L1	chr19	10747889	10747894	-	0.000	0.000	Merged-chr19-10747819-69
NR1884--MA0117.2.Mafb	chr10	96015948	96015959	-	0.000	0.000	Merged-chr10-96015913-48
NR12610--MA0117.2.Mafb	chr7	19946079	19946090	-	0.000	0.000	Merged-chr7-19946114-52
NR13143--MA0591.1.Bach1::Mafk	chr7	119861791	119861805	-	0.000	0.000	Merged-chr7-119861539-102
NR12295--MA0495.2.MAFF	chr6	129406125	129406145	+	0.000	0.000	Merged-chr6-129406250-15
NR2718--MA0089.1.MAFG::NFE2L1	chr11	104622871	104622876	+	0.000	0.000	Merged-chr11-104622687-63
NR2634--MA0659.1.MAFG	chr11	94275920	94275940	-	0.000	0.000	Merged-chr11-94275707-70
NR2603--MA0089.1.MAFG::NFE2L1	chr11	88132167	88132172	-	0.000	0.000	Merged-chr11-88132051-21
NR8612--MA0591.1.Bach1::Mafk	chr2	167775307	167775321	-	0.000	0.000	Merged-chr2-167775389-53
NR2638--MA0591.1.Bach1::Mafk	chr11	94386618	94386632	-	0.000	0.000	Merged-chr11-94386453-49
NR2833--MA0496.2.MAFK	chr11	120800211	120800229	-	0.000	0.000	Merged-chr11-120800256-20
NR1403--MA0591.1.Bach1::Mafk	chr10	22148837	22148851	-	0.000	0.000	Merged-chr10-22148932-76
NR13992--MA0089.1.MAFG::NFE2L1	chr8	123224818	123224823	-	0.000	0.000	Merged-chr8-123224864-44
NR6249--MA0591.1.Bach1::Mafk	chr17	27800239	27800253	-	0.000	0.000	Merged-chr17-27800159-41
NR10220--MA0117.2.Mafb	chr4	106935350	106935361	-	0.000	0.000	Merged-chr4-106935357-64
NR5438--MA0117.2.Mafb	chr15	99009003	99009014	+	0.000	0.000	Merged-chr15-99008995-43
NR1339--MA0591.1.Bach1::Mafk	chr10	13035498	13035512	+	0.000	0.000	Merged-chr10-13035332-21
NR10097--MA0496.2.MAFK	chr4	89351108	89351126	+	0.000	0.000	Merged-chr4-89351221-94
NR527--MA0659.1.MAFG	chr1	95573349	95573369	-	0.000	0.000	Merged-chr1-95573255-46
NR6765--MA0117.2.Mafb	chr18	35703076	35703087	-	0.000	0.000	Merged-chr18-35703076-56
NR4225--MA0496.2.MAFK	chr13	113168627	113168645	+	0.000	0.000	Merged-chr13-113168484-63
NR14657--MA0089.1.MAFG::NFE2L1	chr9	111047388	111047393	-	0.000	0.000	Merged-chr9-111047494-21
NR7486--MA0591.1.Bach1::Mafk	chr2	11497011	11497025	+	0.000	0.000	Merged-chr2-11496832-15
NR15082--MA0089.1.MAFG::NFE2L1	chrX	162888460	162888465	-	0.000	0.000	Merged-chrX-162888353-56
NR2501--MA0089.1.MAFG::NFE2L1	chr11	70005735	70005740	+	0.000	0.000	Merged-chr11-70005839-25
NR2691--MA0089.1.MAFG::NFE2L1	chr11	101910371	101910376	-	0.000	0.000	Merged-chr11-101910464-12
NR1855--MA0591.1.Bach1::Mafk	chr10	93938789	93938803	-	0.000	0.000	Merged-chr10-93938916-38
NR13595--MA0496.2.MAFK	chr8	70131557	70131575	-	0.000	0.000	Merged-chr8-70131483-58
NR11669--MA0089.1.MAFG::NFE2L1	chr6	40818752	40818757	-	0.000	0.000	Merged-chr6-40818610-48
NR9910--MA0089.1.MAFG::NFE2L1	chr4	48268011	48268016	-	0.000	0.000	Merged-chr4-48268039-50
NR847--MA0496.2.MAFK	chr1	153288165	153288183	-	0.000	0.000	Merged-chr1-153288080-22
NR4711--MA0659.1.MAFG	chr14	71035803	71035823	-	0.000	0.000	Merged-chr14-71035782-16
NR14271--MA0659.1.MAFG	chr9	45247852	45247872	+	0.000	0.000	Merged-chr9-45247703-45
NR12685--MA0089.1.MAFG::NFE2L1	chr7	46389921	46389926	-	0.000	0.000	Merged-chr7-46389781-48
NR9130--MA0089.1.MAFG::NFE2L1	chr3	87846942	87846947	+	0.000	0.000	Merged-chr3-87846918-77
NR1231--MA0659.1.MAFG	chr1	191420990	191421010	+	0.000	0.000	Merged-chr1-191421132-37
NR526--MA0501.1.MAF::NFE2	chr1	95573070	95573084	-	0.000	0.000	Merged-chr1-95573255-46
NR2717--MA0496.2.MAFK	chr11	104622754	104622772	-	0.000	0.000	Merged-chr11-104622687-63
NR14802--MA0495.2.MAFF	chrX	7308346	7308366	+	0.000	0.000	Merged-chrX-7308441-13
NR7609--MA0117.2.Mafb	chr2	32715337	32715348	+	0.000	0.000	Merged-chr2-32715137-51
NR5212--MA0496.2.MAFK	chr15	58655207	58655225	-	0.000	0.000	Merged-chr15-58655104-54
NR936--MA0591.1.Bach1::Mafk	chr1	162207475	162207489	+	0.000	0.000	Merged-chr1-162207431-48
NR2514--MA0089.1.MAFG::NFE2L1	chr11	72941009	72941014	-	0.000	0.000	Merged-chr11-72940930-27
NR890--MA0089.1.MAFG::NFE2L1	chr1	156459786	156459791	+	0.000	0.000	Merged-chr1-156459929-41
NR2812--MA0591.1.Bach1::Mafk	chr11	118743061	118743075	-	0.000	0.000	Merged-chr11-118743015-7
NR6898--MA0495.2.MAFF	chr18	62921994	62922014	-	0.000	0.000	Merged-chr18-62921831-1
NR2564--MA0501.1.MAF::NFE2	chr11	79711339	79711353	-	0.000	0.000	Merged-chr11-79711295-54
NR1748--MA0591.1.Bach1::Mafk	chr10	81407753	81407767	-	0.000	0.000	Merged-chr10-81407786-38
NR7300--MA0117.2.Mafb	chr19	32406945	32406956	-	0.000	0.000	Merged-chr19-32406889-30
NR5508--MA0591.1.Bach1::Mafk	chr16	11456477	11456491	-	0.000	0.000	Merged-chr16-11456319-66
NR1384--MA0089.1.MAFG::NFE2L1	chr10	21235327	21235332	-	0.000	0.000	Merged-chr10-21235492-49
NR5230--MA0496.2.MAFK	chr15	61539015	61539033	+	0.000	0.000	Merged-chr15-61539170-27
NR8603--MA0089.1.MAFG::NFE2L1	chr2	166264884	166264889	+	0.000	0.000	Merged-chr2-166264997-23
NR8793--MA0089.1.MAFG::NFE2L1	chr3	9853200	9853205	+	0.000	0.000	Merged-chr3-9853322-69
NR10219--MA0495.2.MAFF	chr4	106935341	106935361	-	0.000	0.000	Merged-chr4-106935357-64
NR11163--MA0089.1.MAFG::NFE2L1	chr5	103975944	103975949	+	0.000	0.000	Merged-chr5-103975926-24
NR1798--MA0495.2.MAFF	chr10	86727747	86727767	+	0.000	0.000	Merged-chr10-86727830-49
NR1686--MA0089.1.MAFG::NFE2L1	chr10	76542916	76542921	+	0.000	0.000	Merged-chr10-76543066-52
NR7195--MA0496.2.MAFK	chr19	10839217	10839235	-	0.000	0.000	Merged-chr19-10839389-65
NR11250--MA0089.1.MAFG::NFE2L1	chr5	114041780	114041785	-	0.000	0.000	Merged-chr5-114041714-24
NR12470--MA0591.1.Bach1::Mafk	chr6	144670521	144670535	-	0.000	0.000	Merged-chr6-144670724-72
NR11276--MA0501.1.MAF::NFE2	chr5	118459263	118459277	+	0.000	0.000	Merged-chr5-118459323-25
NR6746--MA0089.1.MAFG::NFE2L1	chr18	32400192	32400197	+	0.000	0.000	Merged-chr18-32400094-49
NR15093--MA0089.1.MAFG::NFE2L1	chrX	169319262	169319267	+	0.000	0.000	Merged-chrX-169319212-31
NR13614--MA0495.2.MAFF	chr8	72285427	72285447	+	0.000	0.000	Merged-chr8-72285397-19
NR7410--MA0496.2.MAFK	chr19	56647499	56647517	-	0.000	0.000	Merged-chr19-56647541-17
NR12972--MA0089.1.MAFG::NFE2L1	chr7	101413019	101413024	-	0.000	0.000	Merged-chr7-101412946-31
NR6557--MA0089.1.MAFG::NFE2L1	chr17	80174328	80174333	-	0.000	0.000	Merged-chr17-80174428-10
NR11327--MA0495.2.MAFF	chr5	130196620	130196640	-	0.000	0.000	Merged-chr5-130196551-48
NR10347--MA0089.1.MAFG::NFE2L1	chr4	124752709	124752714	-	0.000	0.000	Merged-chr4-124752780-50
NR11445--MA0117.2.Mafb	chr5	146905974	146905985	-	0.000	0.000	Merged-chr5-146906057-28
NR12363--MA0591.1.Bach1::Mafk	chr6	134615224	134615238	+	0.000	0.000	Merged-chr6-134615220-54
NR14255--MA0501.1.MAF::NFE2	chr9	44517558	44517572	-	0.000	0.000	Merged-chr9-44517678-51
NR12414--MA0117.2.Mafb	chr6	140521098	140521109	+	0.000	0.000	Merged-chr6-140520867-44
NR575--MA0591.1.Bach1::Mafk	chr1	105971879	105971893	-	0.000	0.000	Merged-chr1-105971949-55
NR3286--MA0501.1.MAF::NFE2	chr12	100903999	100904013	-	0.000	0.000	Merged-chr12-100903895-50
NR5439--MA0089.1.MAFG::NFE2L1	chr15	99224289	99224294	+	0.000	0.000	Merged-chr15-99224455-41
NR5815--MA0659.1.MAFG	chr16	55731345	55731365	-	0.000	0.000	Merged-chr16-55731232-18
NR12870--MA0089.1.MAFG::NFE2L1	chr7	81179674	81179679	+	0.000	0.000	Merged-chr7-81179607-41
NR2637--MA0496.2.MAFK	chr11	94275921	94275939	-	0.000	0.000	Merged-chr11-94275707-70
NR7312--MA0501.1.MAF::NFE2	chr19	34582987	34583001	+	0.000	0.000	Merged-chr19-34583205-74
NR5035--MA0089.1.MAFG::NFE2L1	chr15	8109317	8109322	+	0.000	0.000	Merged-chr15-8109261-61
NR12897--MA0501.1.MAF::NFE2	chr7	88277949	88277963	-	0.000	0.000	Merged-chr7-88277726-133
NR2684--MA0117.2.Mafb	chr11	101448362	101448373	+	0.000	0.000	Merged-chr11-101448490-55
NR5027--MA0117.2.Mafb	chr15	6555772	6555783	-	0.000	0.000	Merged-chr15-6555772-24
NR3079--MA0501.1.MAF::NFE2	chr12	69458505	69458519	-	0.000	0.000	Merged-chr12-69458442-59
NR7895--MA0501.1.MAF::NFE2	chr2	78961727	78961741	+	0.000	0.000	Merged-chr2-78961805-37
NR12681--MA0089.1.MAFG::NFE2L1	chr7	45338435	45338440	-	0.000	0.000	Merged-chr7-45338434-19
NR1908--MA0659.1.MAFG	chr10	99221678	99221698	+	0.000	0.000	Merged-chr10-99221651-27
NR9832--MA0089.1.MAFG::NFE2L1	chr4	32179882	32179887	-	0.000	0.000	Merged-chr4-32179914-44
NR12392--MA0089.1.MAFG::NFE2L1	chr6	136551112	136551117	+	0.000	0.000	Merged-chr6-136551186-18
NR5003--MA0501.1.MAF::NFE2	chr14	121903610	121903624	-	0.000	0.000	Merged-chr14-121903586-22
NR9165--MA0496.2.MAFK	chr3	90587052	90587070	+	0.000	0.000	Merged-chr3-90587051-129
NR143--MA0659.1.MAFG	chr1	37308181	37308201	-	0.000	0.000	Merged-chr1-37308112-49
NR1871--MA0089.1.MAFG::NFE2L1	chr10	95179109	95179114	+	0.000	0.000	Merged-chr10-95179066-28
NR12619--MA0089.1.MAFG::NFE2L1	chr7	24507501	24507506	+	0.000	0.000	Merged-chr7-24507422-39
NR737--MA0089.1.MAFG::NFE2L1	chr1	133159538	133159543	+	0.000	0.000	Merged-chr1-133159409-33
NR5715--MA0495.2.MAFF	chr16	43303488	43303508	-	0.000	0.000	Merged-chr16-43303663-37
NR10369--MA0117.2.Mafb	chr4	129335640	129335651	+	0.000	0.000	Merged-chr4-129335558-95
NR14274--MA0496.2.MAFK	chr9	45247853	45247871	-	0.000	0.000	Merged-chr9-45247703-45
NR1710--MA0591.1.Bach1::Mafk	chr10	78476945	78476959	+	0.000	0.000	Merged-chr10-78476877-17
NR11206--MA0496.2.MAFK	chr5	107646129	107646147	-	0.000	0.000	Merged-chr5-107646170-26
NR7147--MA0591.1.Bach1::Mafk	chr19	4299733	4299747	-	0.000	0.000	Merged-chr19-4299826-2
NR10936--MA0089.1.MAFG::NFE2L1	chr5	65737508	65737513	-	0.000	0.000	Merged-chr5-65737481-18
NR5235--MA0089.1.MAFG::NFE2L1	chr15	62157635	62157640	-	0.000	0.000	Merged-chr15-62157779-32
NR11112--MA0496.2.MAFK	chr5	100466828	100466846	+	0.000	0.000	Merged-chr5-100466890-43
NR2032--MA0089.1.MAFG::NFE2L1	chr10	121474179	121474184	-	0.000	0.000	Merged-chr10-121474163-48
NR14073--MA0089.1.MAFG::NFE2L1	chr8	128646934	128646939	-	0.000	0.000	Merged-chr8-128646767-27
NR5804--MA0496.2.MAFK	chr16	52879650	52879668	-	0.000	0.000	Merged-chr16-52879758-28
NR14256--MA0591.1.Bach1::Mafk	chr9	44538148	44538162	+	0.000	0.000	Merged-chr9-44538011-43
NR14578--MA0591.1.Bach1::Mafk	chr9	100462312	100462326	+	0.000	0.000	Merged-chr9-100462229-47
NR7250--MA0495.2.MAFF	chr19	21785904	21785924	+	0.000	0.000	Merged-chr19-21785964-7
NR14342--MA0501.1.MAF::NFE2	chr9	61708039	61708053	-	0.000	0.000	Merged-chr9-61708026-57
NR12437--MA0117.2.Mafb	chr6	142884202	142884213	-	0.000	0.000	Merged-chr6-142884312-23
NR928--MA0501.1.MAF::NFE2	chr1	159812892	159812906	+	0.000	0.000	Merged-chr1-159812982-41
NR2838--MA0591.1.Bach1::Mafk	chr11	121354430	121354444	-	0.000	0.000	Merged-chr11-121354241-105
NR8236--MA0089.1.MAFG::NFE2L1	chr2	119675577	119675582	+	0.000	0.000	Merged-chr2-119675748-1
