#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR1783--MA0002.2.RUNX1	chr11	62494961	62494971	-	0.000	0.000	Merged-chr11-62495019-47
NR4174--MA0002.2.RUNX1	chr16	4475355	4475365	+	0.000	0.000	Merged-chr16-4475244-54
NR10068--MA0002.2.RUNX1	chr8	79046885	79046895	-	0.000	0.000	Merged-chr8-79046826-18
NR1911--MA0002.2.RUNX1	chr11	85324191	85324201	+	0.000	0.000	Merged-chr11-85324179-42
NR2080--MA0002.2.RUNX1	chr11	109497185	109497195	+	0.000	0.000	Merged-chr11-109497188-14
NR8013--MA0511.2.RUNX2	chr5	65929347	65929355	+	0.000	0.000	Merged-chr5-65929353-41
NR3720--MA0684.1.RUNX3	chr14	105480284	105480293	-	0.000	0.000	Merged-chr14-105480266-22
NR4226--MA0684.1.RUNX3	chr16	18626674	18626683	-	0.000	0.000	Merged-chr16-18626617-64
NR11080--MA0002.2.RUNX1	chrX	52679311	52679321	-	0.000	0.000	Merged-chrX-52679336-26
NR7931--MA0002.2.RUNX1	chr5	36590619	36590629	+	0.000	0.000	Merged-chr5-36590712-21
NR11102--MA0511.2.RUNX2	chrX	71468801	71468809	-	0.000	0.000	Merged-chrX-71468864-48
NR2132--MA0684.1.RUNX3	chr11	116255860	116255869	-	0.000	0.000	Merged-chr11-116255740-3,Merged-chr11-116256028-23
NR6171--MA0511.2.RUNX2	chr2	115856030	115856038	-	0.000	0.000	Merged-chr2-115856078-28
NR5189--MA0684.1.RUNX3	chr18	36709048	36709057	-	0.000	0.000	Merged-chr18-36708852-70
NR4491--MA0511.2.RUNX2	chr16	77358805	77358813	+	0.000	0.000	Merged-chr16-77358770-12
NR2211--MA0511.2.RUNX2	chr12	16526374	16526382	+	0.000	0.000	Merged-chr12-16526382-42
NR4187--MA0002.2.RUNX1	chr16	4763385	4763395	-	0.000	0.000	Merged-chr16-4763456-15
NR6965--MA0511.2.RUNX2	chr3	128122336	128122344	-	0.000	0.000	Merged-chr3-128122378-34
NR2463--MA0511.2.RUNX2	chr12	91423600	91423608	-	0.000	0.000	Merged-chr12-91423422-39
NR1924--MA0002.2.RUNX1	chr11	86396669	86396679	+	0.000	0.000	Merged-chr11-86396704-11
NR6822--MA0511.2.RUNX2	chr3	98281078	98281086	-	0.000	0.000	Merged-chr3-98281152-46
NR4000--MA0511.2.RUNX2	chr15	78422731	78422739	-	0.000	0.000	Merged-chr15-78422686-21
NR256--MA0511.2.RUNX2	chr1	78537715	78537723	+	0.000	0.000	Merged-chr1-78537773-101
NR2288--MA0684.1.RUNX3	chr12	41331184	41331193	-	0.000	0.000	Merged-chr12-41331287-30
NR5993--MA0002.2.RUNX1	chr2	70425864	70425874	+	0.000	0.000	Merged-chr2-70425902-24
NR8327--MA0684.1.RUNX3	chr5	135661996	135662005	-	0.000	0.000	Merged-chr5-135662123-17
NR143--MA0684.1.RUNX3	chr1	53774180	53774189	+	0.000	0.000	Merged-chr1-53774073-61
NR9098--MA0511.2.RUNX2	chr6	137541466	137541474	+	0.000	0.000	Merged-chr6-137541549-52
NR4427--MA0511.2.RUNX2	chr16	55770520	55770528	-	0.000	0.000	Merged-chr16-55770435-39
NR266--MA0002.2.RUNX1	chr1	82807463	82807473	+	0.000	0.000	Merged-chr1-82807419-20
NR8288--MA0002.2.RUNX1	chr5	123765754	123765764	+	0.000	0.000	Merged-chr5-123765693-26
NR3951--MA0684.1.RUNX3	chr15	66785499	66785508	-	0.000	0.000	Merged-chr15-66785581-20
NR2062--MA0511.2.RUNX2	chr11	108036817	108036825	+	0.000	0.000	Merged-chr11-108036756-13
NR2333--MA0511.2.RUNX2	chr12	69539513	69539521	+	0.000	0.000	Merged-chr12-69539558-45
NR4186--MA0684.1.RUNX3	chr16	4736427	4736436	-	0.000	0.000	Merged-chr16-4736414-28
NR1523--MA0002.2.RUNX1	chr11	4297993	4298003	-	0.000	0.000	Merged-chr11-4298043-4
NR745--MA0511.2.RUNX2	chr1	177702893	177702901	+	0.000	0.000	Merged-chr1-177702906-70
NR4536--MA0511.2.RUNX2	chr16	90331260	90331268	+	0.000	0.000	Merged-chr16-90331129-56
NR2585--MA0511.2.RUNX2	chr12	107721106	107721114	-	0.000	0.000	Merged-chr12-107721179-46
NR6988--MA0002.2.RUNX1	chr3	132791318	132791328	-	0.000	0.000	Merged-chr3-132791387-40
NR2429--MA0684.1.RUNX3	chr12	85177262	85177271	-	0.000	0.000	Merged-chr12-85177311-38
NR6722--MA0684.1.RUNX3	chr3	79227567	79227576	+	0.000	0.000	Merged-chr3-79227479-60
NR649--MA0511.2.RUNX2	chr1	164316867	164316875	+	0.000	0.000	Merged-chr1-164316890-23
NR1490--MA0684.1.RUNX3	chr10	128716497	128716506	+	0.000	0.000	Merged-chr10-128716299-65
NR8449--MA0684.1.RUNX3	chr5	149368334	149368343	-	0.000	0.000	Merged-chr5-149368318-30
NR11072--MA0002.2.RUNX1	chrX	48137041	48137051	+	0.000	0.000	Merged-chrX-48136995-26
NR2551--MA0511.2.RUNX2	chr12	105013232	105013240	+	0.000	0.000	Merged-chr12-105013301-48
NR4798--MA0002.2.RUNX1	chr17	34101802	34101812	+	0.000	0.000	Merged-chr17-34101788-45
NR8287--MA0684.1.RUNX3	chr5	123765734	123765743	-	0.000	0.000	Merged-chr5-123765693-26
NR388--MA0002.2.RUNX1	chr1	106035625	106035635	+	0.000	0.000	Merged-chr1-106035815-1
NR6878--MA0684.1.RUNX3	chr3	108562546	108562555	-	0.000	0.000	Merged-chr3-108562830-113
NR3944--MA0002.2.RUNX1	chr15	65727289	65727299	+	0.000	0.000	Merged-chr15-65727192-50
NR6335--MA0002.2.RUNX1	chr2	147738551	147738561	+	0.000	0.000	Merged-chr2-147738517-36
NR4340--MA0511.2.RUNX2	chr16	43376988	43376996	-	0.000	0.000	Merged-chr16-43376977-35
NR6735--MA0684.1.RUNX3	chr3	84035953	84035962	+	0.000	0.000	Merged-chr3-84035969-7
NR2455--MA0511.2.RUNX2	chr12	89479240	89479248	-	0.000	0.000	Merged-chr12-89479308-33
NR4307--MA0002.2.RUNX1	chr16	33584450	33584460	-	0.000	0.000	Merged-chr16-33584365-76
NR6609--MA0511.2.RUNX2	chr3	34020100	34020108	-	0.000	0.000	Merged-chr3-34020074-110
NR4387--MA0511.2.RUNX2	chr16	49839887	49839895	-	0.000	0.000	Merged-chr16-49840085-71
NR4658--MA0511.2.RUNX2	chr17	8195732	8195740	-	0.000	0.000	Merged-chr17-8195901-46
NR6239--MA0002.2.RUNX1	chr2	130291707	130291717	-	0.000	0.000	Merged-chr2-130291664-33
NR7665--MA0002.2.RUNX1	chr4	137890844	137890854	-	0.000	0.000	Merged-chr4-137890747-20
NR8376--MA0002.2.RUNX1	chr5	140586771	140586781	-	0.000	0.000	Merged-chr5-140586794-18
NR3910--MA0002.2.RUNX1	chr15	59263620	59263630	+	0.000	0.000	Merged-chr15-59263707-44
NR2408--MA0684.1.RUNX3	chr12	81933737	81933746	-	0.000	0.000	Merged-chr12-81933629-26
NR2865--MA0684.1.RUNX3	chr13	34914837	34914846	-	0.000	0.000	Merged-chr13-34914852-26
NR8855--MA0511.2.RUNX2	chr6	108736421	108736429	-	0.000	0.000	Merged-chr6-108736324-30
NR4939--MA0002.2.RUNX1	chr17	65541199	65541209	-	0.000	0.000	Merged-chr17-65540988-64
NR10340--MA0002.2.RUNX1	chr8	127655682	127655692	+	0.000	0.000	Merged-chr8-127655779-25
NR1929--MA0002.2.RUNX1	chr11	86872721	86872731	+	0.000	0.000	Merged-chr11-86872855-18
NR7902--MA0002.2.RUNX1	chr5	30240769	30240779	+	0.000	0.000	Merged-chr5-30240775-35
NR9711--MA0684.1.RUNX3	chr7	122288945	122288954	-	0.000	0.000	Merged-chr7-122289082-6
NR8693--MA0511.2.RUNX2	chr6	71962877	71962885	-	0.000	0.000	Merged-chr6-71962835-53
NR2084--MA0684.1.RUNX3	chr11	109497227	109497236	+	0.000	0.000	Merged-chr11-109497188-14
NR5732--MA0684.1.RUNX3	chr2	3750363	3750372	+	0.000	0.000	Merged-chr2-3750295-12
NR767--MA0684.1.RUNX3	chr1	180296299	180296308	-	0.000	0.000	Merged-chr1-180296318-42
NR6172--MA0684.1.RUNX3	chr2	115856029	115856038	-	0.000	0.000	Merged-chr2-115856078-28
NR5855--MA0002.2.RUNX1	chr2	32514517	32514527	-	0.000	0.000	Merged-chr2-32514526-37
NR5540--MA0511.2.RUNX2	chr19	32121044	32121052	-	0.000	0.000	Merged-chr19-32120972-21
NR5984--MA0684.1.RUNX3	chr2	69136055	69136064	-	0.000	0.000	Merged-chr2-69135944-40
NR148--MA0684.1.RUNX3	chr1	54279844	54279853	-	0.000	0.000	Merged-chr1-54279813-25
NR3827--MA0002.2.RUNX1	chr15	27596891	27596901	+	0.000	0.000	Merged-chr15-27596992-56
NR161--MA0511.2.RUNX2	chr1	55448338	55448346	-	0.000	0.000	Merged-chr1-55448277-23
NR4001--MA0684.1.RUNX3	chr15	78422730	78422739	-	0.000	0.000	Merged-chr15-78422686-21
NR4667--MA0684.1.RUNX3	chr17	8283731	8283740	-	0.000	0.000	Merged-chr17-8283621-125
NR5550--MA0002.2.RUNX1	chr19	32575113	32575123	+	0.000	0.000	Merged-chr19-32574941-26
NR3870--MA0002.2.RUNX1	chr15	38234728	38234738	-	0.000	0.000	Merged-chr15-38234634-20
NR11050--MA0684.1.RUNX3	chrX	20662971	20662980	+	0.000	0.000	Merged-chrX-20662999-43
NR336--MA0511.2.RUNX2	chr1	91755272	91755280	-	0.000	0.000	Merged-chr1-91755348-8
NR5950--MA0684.1.RUNX3	chr2	60904337	60904346	+	0.000	0.000	Merged-chr2-60904375-31
NR6579--MA0002.2.RUNX1	chr3	19319243	19319253	-	0.000	0.000	Merged-chr3-19319228-45
NR7882--MA0684.1.RUNX3	chr5	23394519	23394528	+	0.000	0.000	Merged-chr5-23394422-14
NR9956--MA0002.2.RUNX1	chr8	34120821	34120831	+	0.000	0.000	Merged-chr8-34120698-35
NR2077--MA0002.2.RUNX1	chr11	109445750	109445760	+	0.000	0.000	Merged-chr11-109445792-26
NR3922--MA0684.1.RUNX3	chr15	60141833	60141842	+	0.000	0.000	Merged-chr15-60141822-49
NR10842--MA0002.2.RUNX1	chr9	100540358	100540368	+	0.000	0.000	Merged-chr9-100540480-23
NR3730--MA0511.2.RUNX2	chr14	116210532	116210540	+	0.000	0.000	Merged-chr14-116210530-30
NR7928--MA0002.2.RUNX1	chr5	36089621	36089631	-	0.000	0.000	Merged-chr5-36089478-45
NR6836--MA0684.1.RUNX3	chr3	101274923	101274932	-	0.000	0.000	Merged-chr3-101274930-55
NR8368--MA0002.2.RUNX1	chr5	140151425	140151435	+	0.000	0.000	Merged-chr5-140151320-8
NR3949--MA0002.2.RUNX1	chr15	66778902	66778912	+	0.000	0.000	Merged-chr15-66778898-35
NR349--MA0511.2.RUNX2	chr1	94092014	94092022	-	0.000	0.000	Merged-chr1-94091974-43
NR6230--MA0511.2.RUNX2	chr2	128544656	128544664	+	0.000	0.000	Merged-chr2-128544786-45
NR8625--MA0684.1.RUNX3	chr6	54151651	54151660	-	0.000	0.000	Merged-chr6-54151623-52
NR1461--MA0684.1.RUNX3	chr10	122567063	122567072	+	0.000	0.000	Merged-chr10-122566962-17
NR11109--MA0002.2.RUNX1	chrX	74373496	74373506	+	0.000	0.000	Merged-chrX-74373347-51
NR4868--MA0511.2.RUNX2	chr17	50416226	50416234	+	0.000	0.000	Merged-chr17-50416293-2
NR3787--MA0002.2.RUNX1	chr15	5108560	5108570	+	0.000	0.000	Merged-chr15-5108448-64
NR6178--MA0002.2.RUNX1	chr2	116894059	116894069	-	0.000	0.000	Merged-chr2-116894094-31
NR1712--MA0002.2.RUNX1	chr11	52224161	52224171	-	0.000	0.000	Merged-chr11-52224357-50
NR7875--MA0002.2.RUNX1	chr5	22740148	22740158	-	0.000	0.000	Merged-chr5-22740212-9
NR6035--MA0002.2.RUNX1	chr2	75991099	75991109	-	0.000	0.000	Merged-chr2-75991050-38
NR8542--MA0511.2.RUNX2	chr6	34495211	34495219	-	0.000	0.000	Merged-chr6-34495216-31
NR11218--MA0002.2.RUNX1	chrX	169973396	169973406	+	0.000	0.000	Merged-chrX-169973362-71
NR567--MA0511.2.RUNX2	chr1	151766426	151766434	-	0.000	0.000	Merged-chr1-151766309-19
NR11199--MA0002.2.RUNX1	chrX	163879520	163879530	-	0.000	0.000	Merged-chrX-163879591-51
NR10821--MA0002.2.RUNX1	chr9	96953704	96953714	+	0.000	0.000	Merged-chr9-96953731-26
NR5562--MA0684.1.RUNX3	chr19	33429584	33429593	+	0.000	0.000	Merged-chr19-33429713-40
NR4388--MA0684.1.RUNX3	chr16	49839886	49839895	-	0.000	0.000	Merged-chr16-49840085-71
NR6081--MA0511.2.RUNX2	chr2	85725975	85725983	+	0.000	0.000	Merged-chr2-85725914-24
NR8476--MA0684.1.RUNX3	chr6	3620707	3620716	-	0.000	0.000	Merged-chr6-3620670-56
NR4738--MA0511.2.RUNX2	chr17	26532893	26532901	+	0.000	0.000	Merged-chr17-26532798-20
NR1583--MA0684.1.RUNX3	chr11	21166937	21166946	-	0.000	0.000	Merged-chr11-21166963-42
NR10602--MA0684.1.RUNX3	chr9	66492529	66492538	-	0.000	0.000	Merged-chr9-66492510-30
NR4245--MA0684.1.RUNX3	chr16	22526577	22526586	-	0.000	0.000	Merged-chr16-22526487-34
NR3928--MA0002.2.RUNX1	chr15	62165005	62165015	+	0.000	0.000	Merged-chr15-62164994-48
NR6048--MA0002.2.RUNX1	chr2	78860237	78860247	-	0.000	0.000	Merged-chr2-78860154-39
NR9630--MA0002.2.RUNX1	chr7	112918451	112918461	-	0.000	0.000	Merged-chr7-112918407-20
NR6399--MA0511.2.RUNX2	chr2	160578939	160578947	+	0.000	0.000	Merged-chr2-160578868-32
NR8185--MA0002.2.RUNX1	chr5	107449101	107449111	+	0.000	0.000	Merged-chr5-107449243-36
NR10311--MA0002.2.RUNX1	chr8	124617348	124617358	-	0.000	0.000	Merged-chr8-124617386-28
NR9677--MA0002.2.RUNX1	chr7	117559092	117559102	+	0.000	0.000	Merged-chr7-117559166-31
NR11168--MA0511.2.RUNX2	chrX	122397270	122397278	+	0.000	0.000	Merged-chrX-122397290-44
NR5760--MA0002.2.RUNX1	chr2	11159865	11159875	-	0.000	0.000	Merged-chr2-11159874-38
NR6266--MA0002.2.RUNX1	chr2	135737621	135737631	+	0.000	0.000	Merged-chr2-135737673-31
NR5511--MA0511.2.RUNX2	chr19	24978195	24978203	-	0.000	0.000	Merged-chr19-24978219-7
NR1946--MA0511.2.RUNX2	chr11	90029666	90029674	+	0.000	0.000	Merged-chr11-90029715-22
NR6000--MA0684.1.RUNX3	chr2	70920144	70920153	+	0.000	0.000	Merged-chr2-70920097-22
NR8326--MA0002.2.RUNX1	chr5	135661995	135662005	+	0.000	0.000	Merged-chr5-135662123-17
NR9900--MA0684.1.RUNX3	chr8	13955210	13955219	-	0.000	0.000	Merged-chr8-13955228-14
NR6060--MA0511.2.RUNX2	chr2	79127633	79127641	+	0.000	0.000	Merged-chr2-79127545-30
NR9547--MA0002.2.RUNX1	chr7	101027879	101027889	+	0.000	0.000	Merged-chr7-101027827-19
NR7596--MA0002.2.RUNX1	chr4	129558720	129558730	-	0.000	0.000	Merged-chr4-129558615-59
NR3365--MA0002.2.RUNX1	chr14	19968847	19968857	+	0.000	0.000	Merged-chr14-19968812-56
NR9404--MA0002.2.RUNX1	chr7	67412918	67412928	-	0.000	0.000	Merged-chr7-67412970-14
NR4698--MA0511.2.RUNX2	chr17	17610106	17610114	+	0.000	0.000	Merged-chr17-17609984-33
NR4303--MA0511.2.RUNX2	chr16	32520610	32520618	-	0.000	0.000	Merged-chr16-32520584-37
NR11147--MA0511.2.RUNX2	chrX	100625335	100625343	+	0.000	0.000	Merged-chrX-100625382-2
NR9990--MA0684.1.RUNX3	chr8	46420600	46420609	+	0.000	0.000	Merged-chr8-46420639-16
NR1589--MA0002.2.RUNX1	chr11	21690732	21690742	+	0.000	0.000	Merged-chr11-21690668-23
NR10893--MA0511.2.RUNX2	chr9	110685362	110685370	+	0.000	0.000	Merged-chr9-110685265-77
NR5825--MA0684.1.RUNX3	chr2	28857476	28857485	-	0.000	0.000	Merged-chr2-28857389-19
NR3874--MA0684.1.RUNX3	chr15	38535574	38535583	+	0.000	0.000	Merged-chr15-38535554-39
NR2256--MA0511.2.RUNX2	chr12	33434139	33434147	-	0.000	0.000	Merged-chr12-33434060-41
NR6615--MA0511.2.RUNX2	chr3	37360911	37360919	+	0.000	0.000	Merged-chr3-37360899-19
NR3731--MA0684.1.RUNX3	chr14	116210532	116210541	+	0.000	0.000	Merged-chr14-116210530-30
NR10380--MA0002.2.RUNX1	chr9	11513963	11513973	+	0.000	0.000	Merged-chr9-11513974-36
NR10651--MA0002.2.RUNX1	chr9	71543655	71543665	-	0.000	0.000	Merged-chr9-71543818-26
NR4508--MA0684.1.RUNX3	chr16	84800041	84800050	+	0.000	0.000	Merged-chr16-84800124-30
NR6374--MA0684.1.RUNX3	chr2	154754296	154754305	+	0.000	0.000	Merged-chr2-154754253-27
NR11113--MA0511.2.RUNX2	chrX	77509329	77509337	+	0.000	0.000	Merged-chrX-77509424-59
NR8448--MA0002.2.RUNX1	chr5	149368333	149368343	+	0.000	0.000	Merged-chr5-149368318-30
NR3235--MA0002.2.RUNX1	chr13	108527450	108527460	+	0.000	0.000	Merged-chr13-108527257-30
NR5709--MA0002.2.RUNX1	chr19	59344465	59344475	-	0.000	0.000	Merged-chr19-59344493-23
NR188--MA0684.1.RUNX3	chr1	60569466	60569475	+	0.000	0.000	Merged-chr1-60569405-18
NR3867--MA0002.2.RUNX1	chr15	38129487	38129497	-	0.000	0.000	Merged-chr15-38129582-31
NR10393--MA0002.2.RUNX1	chr9	14568690	14568700	-	0.000	0.000	Merged-chr9-14568666-36
NR9906--MA0002.2.RUNX1	chr8	19161780	19161790	-	0.000	0.000	Merged-chr8-19161757-88
NR7955--MA0002.2.RUNX1	chr5	43924202	43924212	-	0.000	0.000	Merged-chr5-43924057-20
NR883--MA0002.2.RUNX1	chr1	193146437	193146447	-	0.000	0.000	Merged-chr1-193146532-29
NR6929--MA0684.1.RUNX3	chr3	121345090	121345099	+	0.000	0.000	Merged-chr3-121345048-25
NR1716--MA0684.1.RUNX3	chr11	52232061	52232070	-	0.000	0.000	Merged-chr11-52232101-58
NR1773--MA0002.2.RUNX1	chr11	61231673	61231683	-	0.000	0.000	Merged-chr11-61231556-8
NR6830--MA0002.2.RUNX1	chr3	100495797	100495807	+	0.000	0.000	Merged-chr3-100495731-20
NR7270--MA0002.2.RUNX1	chr4	43478608	43478618	+	0.000	0.000	Merged-chr4-43478535-62
NR297--MA0684.1.RUNX3	chr1	87378987	87378996	-	0.000	0.000	Merged-chr1-87378937-12
NR740--MA0002.2.RUNX1	chr1	176950247	176950257	-	0.000	0.000	Merged-chr1-176950373-27
NR7941--MA0684.1.RUNX3	chr5	37067425	37067434	-	0.000	0.000	Merged-chr5-37067269-61
NR6052--MA0511.2.RUNX2	chr2	79062029	79062037	-	0.000	0.000	Merged-chr2-79062091-23
NR7588--MA0002.2.RUNX1	chr4	128688890	128688900	+	0.000	0.000	Merged-chr4-128689044-23
NR1677--MA0002.2.RUNX1	chr11	46344380	46344390	-	0.000	0.000	Merged-chr11-46344217-70
NR9853--MA0002.2.RUNX1	chr7	143004973	143004983	+	0.000	0.000	Merged-chr7-143004947-1
NR11073--MA0511.2.RUNX2	chrX	48429665	48429673	-	0.000	0.000	Merged-chrX-48429732-34
NR11139--MA0511.2.RUNX2	chrX	98259805	98259813	+	0.000	0.000	Merged-chrX-98259743-49
NR7160--MA0684.1.RUNX3	chr3	153895679	153895688	+	0.000	0.000	Merged-chr3-153895730-42
NR9505--MA0002.2.RUNX1	chr7	90131275	90131285	+	0.000	0.000	Merged-chr7-90131300-10
NR901--MA0684.1.RUNX3	chr10	4632281	4632290	-	0.000	0.000	Merged-chr10-4632472-72
NR5003--MA0002.2.RUNX1	chr17	80762564	80762574	+	0.000	0.000	Merged-chr17-80762560-27
NR9363--MA0684.1.RUNX3	chr7	51621951	51621960	+	0.000	0.000	Merged-chr7-51621902-16
NR7954--MA0684.1.RUNX3	chr5	43771718	43771727	-	0.000	0.000	Merged-chr5-43771739-34
NR11169--MA0684.1.RUNX3	chrX	122397270	122397279	+	0.000	0.000	Merged-chrX-122397290-44
NR5255--MA0002.2.RUNX1	chr18	56711182	56711192	+	0.000	0.000	Merged-chr18-56711213-24
NR1772--MA0684.1.RUNX3	chr11	61175235	61175244	-	0.000	0.000	Merged-chr11-61175090-72
NR610--MA0002.2.RUNX1	chr1	156615519	156615529	+	0.000	0.000	Merged-chr1-156615670-66
NR5112--MA0002.2.RUNX1	chr18	14774072	14774082	-	0.000	0.000	Merged-chr18-14774041-14
NR10500--MA0002.2.RUNX1	chr9	50966404	50966414	+	0.000	0.000	Merged-chr9-50966454-25
NR5463--MA0511.2.RUNX2	chr19	10830054	10830062	-	0.000	0.000	Merged-chr19-10829902-50
NR3832--MA0684.1.RUNX3	chr15	27668287	27668296	-	0.000	0.000	Merged-chr15-27668249-55
NR3479--MA0002.2.RUNX1	chr14	54227640	54227650	-	0.000	0.000	Merged-chr14-54227788-83
NR9181--MA0002.2.RUNX1	chr6	146005518	146005528	-	0.000	0.000	Merged-chr6-146005521-31
NR7772--MA0002.2.RUNX1	chr4	150656223	150656233	+	0.000	0.000	Merged-chr4-150656116-25
NR10503--MA0511.2.RUNX2	chr9	52287479	52287487	+	0.000	0.000	Merged-chr9-52287500-36
NR4417--MA0511.2.RUNX2	chr16	52129660	52129668	-	0.000	0.000	Merged-chr16-52129675-51
NR1533--MA0684.1.RUNX3	chr11	5541337	5541346	+	0.000	0.000	Merged-chr11-5541384-26
NR10133--MA0002.2.RUNX1	chr8	94826991	94827001	-	0.000	0.000	Merged-chr8-94826813-30
NR11195--MA0511.2.RUNX2	chrX	159769214	159769222	-	0.000	0.000	Merged-chrX-159769214-33
NR10590--MA0002.2.RUNX1	chr9	64918958	64918968	+	0.000	0.000	Merged-chr9-64918803-19
NR3445--MA0002.2.RUNX1	chr14	43925223	43925233	-	0.000	0.000	Merged-chr14-43925389-59
NR1721--MA0511.2.RUNX2	chr11	53795093	53795101	+	0.000	0.000	Merged-chr11-53795155-60
NR5919--MA0002.2.RUNX1	chr2	57407666	57407676	+	0.000	0.000	Merged-chr2-57407840-54
NR1351--MA0002.2.RUNX1	chr10	111544108	111544118	+	0.000	0.000	Merged-chr10-111544120-26
NR10765--MA0002.2.RUNX1	chr9	89212680	89212690	+	0.000	0.000	Merged-chr9-89212688-42
NR9736--MA0002.2.RUNX1	chr7	127144624	127144634	+	0.000	0.000	Merged-chr7-127144596-50
NR7785--MA0002.2.RUNX1	chr4	154907926	154907936	+	0.000	0.000	Merged-chr4-154908010-10
NR5790--MA0511.2.RUNX2	chr2	18952328	18952336	+	0.000	0.000	Merged-chr2-18952458-63
NR6931--MA0002.2.RUNX1	chr3	121874708	121874718	-	0.000	0.000	Merged-chr3-121874730-10
NR10973--MA0511.2.RUNX2	chr9	119823983	119823991	+	0.000	0.000	Merged-chr9-119823942-29
NR3749--MA0684.1.RUNX3	chr14	119236410	119236419	-	0.000	0.000	Merged-chr14-119236354-10
NR1255--MA0002.2.RUNX1	chr10	91167021	91167031	-	0.000	0.000	Merged-chr10-91167120-36
NR7689--MA0002.2.RUNX1	chr4	140859420	140859430	-	0.000	0.000	Merged-chr4-140859564-16
NR11065--MA0511.2.RUNX2	chrX	42337013	42337021	-	0.000	0.000	Merged-chrX-42336875-23
NR10731--MA0002.2.RUNX1	chr9	85011667	85011677	+	0.000	0.000	Merged-chr9-85011578-31
NR10255--MA0002.2.RUNX1	chr8	119784332	119784342	+	0.000	0.000	Merged-chr8-119784383-58
NR4125--MA0511.2.RUNX2	chr15	98869571	98869579	+	0.000	0.000	Merged-chr15-98869705-35
NR9560--MA0684.1.RUNX3	chr7	104315483	104315492	+	0.000	0.000	Merged-chr7-104315229-109
NR10778--MA0002.2.RUNX1	chr9	92147670	92147680	-	0.000	0.000	Merged-chr9-92147808-26
NR4470--MA0002.2.RUNX1	chr16	64961806	64961816	+	0.000	0.000	Merged-chr16-64961833-18
NR3838--MA0002.2.RUNX1	chr15	31166830	31166840	+	0.000	0.000	Merged-chr15-31166801-87
NR7655--MA0002.2.RUNX1	chr4	136570152	136570162	+	0.000	0.000	Merged-chr4-136570246-39
NR5104--MA0002.2.RUNX1	chr18	11954687	11954697	-	0.000	0.000	Merged-chr18-11954741-24
NR10493--MA0684.1.RUNX3	chr9	48562592	48562601	-	0.000	0.000	Merged-chr9-48562670-30
NR3153--MA0002.2.RUNX1	chr13	99503594	99503604	+	0.000	0.000	Merged-chr13-99503494-98
NR3219--MA0002.2.RUNX1	chr13	107101517	107101527	+	0.000	0.000	Merged-chr13-107101673-50
NR6530--MA0002.2.RUNX1	chr2	179966853	179966863	-	0.000	0.000	Merged-chr2-179966777-32
NR7784--MA0684.1.RUNX3	chr4	154825980	154825989	+	0.000	0.000	Merged-chr4-154825978-24
NR10843--MA0511.2.RUNX2	chr9	101249836	101249844	-	0.000	0.000	Merged-chr9-101249791-43
NR7307--MA0002.2.RUNX1	chr4	53278150	53278160	-	0.000	0.000	Merged-chr4-53278272-26
NR3676--MA0002.2.RUNX1	chr14	87452281	87452291	+	0.000	0.000	Merged-chr14-87452152-30
NR10473--MA0002.2.RUNX1	chr9	44105926	44105936	+	0.000	0.000	Merged-chr9-44105911-22
NR9444--MA0002.2.RUNX1	chr7	78583932	78583942	-	0.000	0.000	Merged-chr7-78583930-15
NR1681--MA0511.2.RUNX2	chr11	46380384	46380392	+	0.000	0.000	Merged-chr11-46380322-60
NR7288--MA0002.2.RUNX1	chr4	46560439	46560449	+	0.000	0.000	Merged-chr4-46560470-31
NR4409--MA0511.2.RUNX2	chr16	51807559	51807567	+	0.000	0.000	Merged-chr16-51807556-50
NR2458--MA0511.2.RUNX2	chr12	89719331	89719339	-	0.000	0.000	Merged-chr12-89719457-81
NR7244--MA0511.2.RUNX2	chr4	24569312	24569320	-	0.000	0.000	Merged-chr4-24569297-30
NR9844--MA0684.1.RUNX3	chr7	141194084	141194093	-	0.000	0.000	Merged-chr7-141194198-81
NR9301--MA0002.2.RUNX1	chr7	28382865	28382875	+	0.000	0.000	Merged-chr7-28382827-73
NR9967--MA0002.2.RUNX1	chr8	35430956	35430966	+	0.000	0.000	Merged-chr8-35430856-53
NR1062--MA0511.2.RUNX2	chr10	58480391	58480399	+	0.000	0.000	Merged-chr10-58480234-23
NR1111--MA0684.1.RUNX3	chr10	67891369	67891378	+	0.000	0.000	Merged-chr10-67891340-18
NR4611--MA0002.2.RUNX1	chr16	95798719	95798729	-	0.000	0.000	Merged-chr16-95798581-80
NR3043--MA0684.1.RUNX3	chr13	85505256	85505265	-	0.000	0.000	Merged-chr13-85505133-53
NR9490--MA0511.2.RUNX2	chr7	84681780	84681788	+	0.000	0.000	Merged-chr7-84681796-26
NR5574--MA0002.2.RUNX1	chr19	36183374	36183384	-	0.000	0.000	Merged-chr19-36183401-31
