#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR1778--MA0495.2.MAFF	chr10	93442283	93442303	+	0.000	0.000	Merged-chr10-93442339-20
NR164--MA0089.1.MAFG::NFE2L1	chr1	35813793	35813798	-	0.000	0.000	Merged-chr1-35813885-25
NR7616--MA0117.2.Mafb	chr2	131254122	131254133	-	0.000	0.000	Merged-chr2-131254013-54
NR3973--MA0659.1.MAFG	chr14	17414421	17414441	+	0.000	0.000	Merged-chr14-17414498-32
NR872--MA0496.2.MAFK	chr1	161480012	161480030	-	0.000	0.000	Merged-chr1-161480099-19
NR8397--MA0117.2.Mafb	chr3	67573197	67573208	-	0.000	0.000	Merged-chr3-67573176-41
NR2609--MA0591.1.Bach1::Mafk	chr12	32635200	32635214	-	0.000	0.000	Merged-chr12-32635321-24
NR9375--MA0117.2.Mafb	chr4	62696110	62696121	+	0.000	0.000	Merged-chr4-62695960-32
NR10309--MA0591.1.Bach1::Mafk	chr5	76565523	76565537	+	0.000	0.000	Merged-chr5-76565486-34
NR7601--MA0089.1.MAFG::NFE2L1	chr2	128087939	128087944	-	0.000	0.000	Merged-chr2-128088091-23
NR1784--MA0591.1.Bach1::Mafk	chr10	94378532	94378546	+	0.000	0.000	Merged-chr10-94378414-58
NR1901--MA0659.1.MAFG	chr10	107858904	107858924	-	0.000	0.000	Merged-chr10-107858878-12
NR5542--MA0089.1.MAFG::NFE2L1	chr16	78236975	78236980	+	0.000	0.000	Merged-chr16-78236959-38
NR5486--MA0659.1.MAFG	chr16	69946790	69946810	-	0.000	0.000	Merged-chr16-69946695-9
NR11322--MA0117.2.Mafb	chr6	108426942	108426953	+	0.000	0.000	Merged-chr6-108426934-21
NR230--MA0659.1.MAFG	chr1	52631241	52631261	+	0.000	0.000	Merged-chr1-52631121-87
NR2975--MA0496.2.MAFK	chr12	103341440	103341458	+	0.000	0.000	Merged-chr12-103341437-53
NR3967--MA0495.2.MAFF	chr14	17414421	17414441	+	0.000	0.000	Merged-chr14-17414498-32
NR1973--MA0501.1.MAF::NFE2	chr10	118007272	118007286	+	0.000	0.000	Merged-chr10-118007304-63
NR1826--MA0591.1.Bach1::Mafk	chr10	99459980	99459994	-	0.000	0.000	Merged-chr10-99459996-60
NR13753--MA0089.1.MAFG::NFE2L1	chrX	166185332	166185337	+	0.000	0.000	Merged-chrX-166185579-37
NR8052--MA0089.1.MAFG::NFE2L1	chr3	10009607	10009612	-	0.000	0.000	Merged-chr3-10009584-22
NR7632--MA0496.2.MAFK	chr2	133558723	133558741	-	0.000	0.000	Merged-chr2-133558747-1
NR6118--MA0501.1.MAF::NFE2	chr17	85023743	85023757	+	0.000	0.000	Merged-chr17-85023702-53
NR5064--MA0089.1.MAFG::NFE2L1	chr15	101145549	101145554	+	0.000	0.000	Merged-chr15-101145704-46
NR12639--MA0501.1.MAF::NFE2	chr8	69717051	69717065	+	0.000	0.000	Merged-chr8-69716896-84
NR3268--MA0591.1.Bach1::Mafk	chr13	37759945	37759959	+	0.000	0.000	Merged-chr13-37760092-14
NR12259--MA0089.1.MAFG::NFE2L1	chr7	126862580	126862585	+	0.000	0.000	Merged-chr7-126862632-1
NR8187--MA0117.2.Mafb	chr3	28969120	28969131	+	0.000	0.000	Merged-chr3-28968988-13
NR8854--MA0117.2.Mafb	chr3	138277195	138277206	-	0.000	0.000	Merged-chr3-138277189-21
NR6571--MA0089.1.MAFG::NFE2L1	chr18	68286833	68286838	-	0.000	0.000	Merged-chr18-68286811-15
NR1927--MA0501.1.MAF::NFE2	chr10	111108774	111108788	+	0.000	0.000	Merged-chr10-111108936-32
NR3017--MA0089.1.MAFG::NFE2L1	chr12	114469074	114469079	-	0.000	0.000	Merged-chr12-114469182-47
NR10589--MA0495.2.MAFF	chr5	135134345	135134365	-	0.000	0.000	Merged-chr5-135134293-53
NR7570--MA0495.2.MAFF	chr2	122668154	122668174	-	0.000	0.000	Merged-chr2-122668057-9
NR120--MA0501.1.MAF::NFE2	chr1	21963198	21963212	+	0.000	0.000	Merged-chr1-21963410-76
NR3608--MA0089.1.MAFG::NFE2L1	chr13	93593449	93593454	+	0.000	0.000	Merged-chr13-93593412-57
NR2378--MA0089.1.MAFG::NFE2L1	chr11	97728459	97728464	-	0.000	0.000	Merged-chr11-97728662-57
NR528--MA0496.2.MAFK	chr1	95263049	95263067	+	0.000	0.000	Merged-chr1-95263160-5
NR1710--MA0089.1.MAFG::NFE2L1	chr10	85829481	85829486	-	0.000	0.000	Merged-chr10-85829298-76
NR11204--MA0591.1.Bach1::Mafk	chr6	91156702	91156716	+	0.000	0.000	Merged-chr6-91156791-33
NR242--MA0495.2.MAFF	chr1	53909442	53909462	-	0.000	0.000	Merged-chr1-53909307-13
NR275--MA0089.1.MAFG::NFE2L1	chr1	60042997	60043002	-	0.000	0.000	Merged-chr1-60043073-49
NR11414--MA0501.1.MAF::NFE2	chr6	120470819	120470833	+	0.000	0.000	Merged-chr6-120470872-38
NR3355--MA0591.1.Bach1::Mafk	chr13	64432459	64432473	+	0.000	0.000	Merged-chr13-64432516-70
NR9080--MA0117.2.Mafb	chr4	8803306	8803317	+	0.000	0.000	Merged-chr4-8803354-28
NR2470--MA0495.2.MAFF	chr11	119106370	119106390	-	0.000	0.000	Merged-chr11-119106412-14
NR5180--MA0495.2.MAFF	chr16	14237421	14237441	+	0.000	0.000	Merged-chr16-14237452-27
NR4918--MA0496.2.MAFK	chr15	73627475	73627493	-	0.000	0.000	Merged-chr15-73627530-51
NR7759--MA0591.1.Bach1::Mafk	chr2	148752454	148752468	+	0.000	0.000	Merged-chr2-148752390-72
NR9383--MA0089.1.MAFG::NFE2L1	chr4	63214338	63214343	+	0.000	0.000	Merged-chr4-63214261-1,Merged-chr4-63214492-2
NR5264--MA0089.1.MAFG::NFE2L1	chr16	35781166	35781171	+	0.000	0.000	Merged-chr16-35781109-15
NR12241--MA0501.1.MAF::NFE2	chr7	119861794	119861808	+	0.000	0.000	Merged-chr7-119861539-102
NR8669--MA0089.1.MAFG::NFE2L1	chr3	108796625	108796630	-	0.000	0.000	Merged-chr3-108796615-2
NR5637--MA0501.1.MAF::NFE2	chr16	96089707	96089721	-	0.000	0.000	Merged-chr16-96089683-18
NR3374--MA0501.1.MAF::NFE2	chr13	67194603	67194617	+	0.000	0.000	Merged-chr13-67194635-55
NR7625--MA0089.1.MAFG::NFE2L1	chr2	132497709	132497714	-	0.000	0.000	Merged-chr2-132497706-22
NR8554--MA0089.1.MAFG::NFE2L1	chr3	90446503	90446508	-	0.000	0.000	Merged-chr3-90446607-7
NR6771--MA0089.1.MAFG::NFE2L1	chr19	12833815	12833820	-	0.000	0.000	Merged-chr19-12833671-54
NR13296--MA0501.1.MAF::NFE2	chr9	86373334	86373348	+	0.000	0.000	Merged-chr9-86373415-51
NR12293--MA0501.1.MAF::NFE2	chr7	135652414	135652428	-	0.000	0.000	Merged-chr7-135652396-133
NR1938--MA0089.1.MAFG::NFE2L1	chr10	111996361	111996366	+	0.000	0.000	Merged-chr10-111996570-172
NR2895--MA0496.2.MAFK	chr12	91765692	91765710	+	0.000	0.000	Merged-chr12-91765630-19
NR173--MA0089.1.MAFG::NFE2L1	chr1	37317948	37317953	+	0.000	0.000	Merged-chr1-37317711-58
NR932--MA0591.1.Bach1::Mafk	chr1	169969241	169969255	-	0.000	0.000	Merged-chr1-169969262-62
NR12334--MA0591.1.Bach1::Mafk	chr7	144181113	144181127	-	0.000	0.000	Merged-chr7-144181072-30
NR7353--MA0659.1.MAFG	chr2	75823972	75823992	+	0.000	0.000	Merged-chr2-75823994-29
NR2335--MA0591.1.Bach1::Mafk	chr11	82195122	82195136	-	0.000	0.000	Merged-chr11-82195229-33
NR11886--MA0501.1.MAF::NFE2	chr7	58399275	58399289	+	0.000	0.000	Merged-chr7-58399217-84
NR1100--MA0591.1.Bach1::Mafk	chr1	194311312	194311326	+	0.000	0.000	Merged-chr1-194311253-1
NR4163--MA0591.1.Bach1::Mafk	chr14	46881271	46881285	+	0.000	0.000	Merged-chr14-46881096-8
NR13204--MA0591.1.Bach1::Mafk	chr9	75246434	75246448	+	0.000	0.000	Merged-chr9-75246433-36
NR5826--MA0591.1.Bach1::Mafk	chr17	29551126	29551140	+	0.000	0.000	Merged-chr17-29551156-34
NR13516--MA0117.2.Mafb	chrX	12151874	12151885	+	0.000	0.000	Merged-chrX-12151801-24
NR2347--MA0659.1.MAFG	chr11	87074101	87074121	-	0.000	0.000	Merged-chr11-87073947-35
NR10070--MA0495.2.MAFF	chr5	28072063	28072083	-	0.000	0.000	Merged-chr5-28071950-1
NR11469--MA0495.2.MAFF	chr6	130029867	130029887	+	0.000	0.000	Merged-chr6-130029953-23
NR3970--MA0089.1.MAFG::NFE2L1	chr14	17414424	17414429	-	0.000	0.000	Merged-chr14-17414498-32
NR11372--MA0117.2.Mafb	chr6	115838438	115838449	+	0.000	0.000	Merged-chr6-115838478-31
NR11024--MA0089.1.MAFG::NFE2L1	chr6	58640370	58640375	+	0.000	0.000	Merged-chr6-58640552-47
NR9634--MA0495.2.MAFF	chr4	109665333	109665353	+	0.000	0.000	Merged-chr4-109665283-1
NR7084--MA0501.1.MAF::NFE2	chr2	34826226	34826240	-	0.000	0.000	Merged-chr2-34826203-51
NR11400--MA0089.1.MAFG::NFE2L1	chr6	117932871	117932876	+	0.000	0.000	Merged-chr6-117932837-16
NR2261--MA0089.1.MAFG::NFE2L1	chr11	58996157	58996162	-	0.000	0.000	Merged-chr11-58995988-22
NR3000--MA0089.1.MAFG::NFE2L1	chr12	107996271	107996276	+	0.000	0.000	Merged-chr12-107996436-13
NR1181--MA0659.1.MAFG	chr10	12823922	12823942	+	0.000	0.000	Merged-chr10-12823956-45
NR121--MA0496.2.MAFK	chr1	21963193	21963211	+	0.000	0.000	Merged-chr1-21963410-76
NR4972--MA0496.2.MAFK	chr15	83149652	83149670	+	0.000	0.000	Merged-chr15-83149470-115
NR5489--MA0496.2.MAFK	chr16	69946791	69946809	-	0.000	0.000	Merged-chr16-69946695-9
NR7784--MA0591.1.Bach1::Mafk	chr2	150904536	150904550	-	0.000	0.000	Merged-chr2-150904585-65
NR12255--MA0089.1.MAFG::NFE2L1	chr7	125594019	125594024	+	0.000	0.000	Merged-chr7-125593922-57
NR11914--MA0117.2.Mafb	chr7	65705190	65705201	+	0.000	0.000	Merged-chr7-65705151-59
NR1824--MA0495.2.MAFF	chr10	99459977	99459997	+	0.000	0.000	Merged-chr10-99459996-60
NR6662--MA0501.1.MAF::NFE2	chr18	82589263	82589277	-	0.000	0.000	Merged-chr18-82589153-34
NR8654--MA0591.1.Bach1::Mafk	chr3	106449628	106449642	-	0.000	0.000	Merged-chr3-106449359-119
NR4979--MA0591.1.Bach1::Mafk	chr15	85477770	85477784	+	0.000	0.000	Merged-chr15-85477783-17
NR13411--MA0496.2.MAFK	chr9	108150736	108150754	+	0.000	0.000	Merged-chr9-108150702-30
NR8976--MA0591.1.Bach1::Mafk	chr3	152315821	152315835	+	0.000	0.000	Merged-chr3-152315823-29
NR9764--MA0495.2.MAFF	chr4	144404462	144404482	-	0.000	0.000	Merged-chr4-144404562-1
NR228--MA0501.1.MAF::NFE2	chr1	52100694	52100708	-	0.000	0.000	Merged-chr1-52100715-41
NR11628--MA0089.1.MAFG::NFE2L1	chr6	144804582	144804587	-	0.000	0.000	Merged-chr6-144804553-29
NR7347--MA0089.1.MAFG::NFE2L1	chr2	75683096	75683101	+	0.000	0.000	Merged-chr2-75683146-50
NR11137--MA0089.1.MAFG::NFE2L1	chr6	72347334	72347339	-	0.000	0.000	Merged-chr6-72347537-74
NR3228--MA0089.1.MAFG::NFE2L1	chr13	28762657	28762662	+	0.000	0.000	Merged-chr13-28762755-10
NR1520--MA0501.1.MAF::NFE2	chr10	56486832	56486846	+	0.000	0.000	Merged-chr10-56486689-18
NR13007--MA0089.1.MAFG::NFE2L1	chr9	7221774	7221779	-	0.000	0.000	Merged-chr9-7221574-61
NR6720--MA0117.2.Mafb	chr18	89159581	89159592	+	0.000	0.000	Merged-chr18-89159613-61
NR4244--MA0089.1.MAFG::NFE2L1	chr14	64956765	64956770	-	0.000	0.000	Merged-chr14-64956744-1
NR5851--MA0591.1.Bach1::Mafk	chr17	33865654	33865668	-	0.000	0.000	Merged-chr17-33865585-36
NR7158--MA0089.1.MAFG::NFE2L1	chr2	50290984	50290989	+	0.000	0.000	Merged-chr2-50290930-32
NR892--MA0501.1.MAF::NFE2	chr1	165736274	165736288	+	0.000	0.000	Merged-chr1-165736327-32
NR1929--MA0117.2.Mafb	chr10	111378302	111378313	-	0.000	0.000	Merged-chr10-111378501-63
NR2412--MA0501.1.MAF::NFE2	chr11	107479718	107479732	-	0.000	0.000	Merged-chr11-107479567-52
NR11526--MA0089.1.MAFG::NFE2L1	chr6	135924117	135924122	-	0.000	0.000	Merged-chr6-135924249-1
NR10106--MA0089.1.MAFG::NFE2L1	chr5	39172146	39172151	-	0.000	0.000	Merged-chr5-39172019-2
NR934--MA0117.2.Mafb	chr1	170147737	170147748	-	0.000	0.000	Merged-chr1-170147878-39
NR11411--MA0089.1.MAFG::NFE2L1	chr6	120124909	120124914	-	0.000	0.000	Merged-chr6-120124865-39
NR2897--MA0591.1.Bach1::Mafk	chr12	91816260	91816274	+	0.000	0.000	Merged-chr12-91816188-27
NR7399--MA0501.1.MAF::NFE2	chr2	84059439	84059453	-	0.000	0.000	Merged-chr2-84059493-47
NR11828--MA0089.1.MAFG::NFE2L1	chr7	45873008	45873013	-	0.000	0.000	Merged-chr7-45873052-66
NR875--MA0089.1.MAFG::NFE2L1	chr1	161734763	161734768	-	0.000	0.000	Merged-chr1-161734917-117
NR4720--MA0089.1.MAFG::NFE2L1	chr15	34046485	34046490	-	0.000	0.000	Merged-chr15-34046584-10
NR6693--MA0089.1.MAFG::NFE2L1	chr18	86557915	86557920	-	0.000	0.000	Merged-chr18-86558016-9
NR1853--MA0117.2.Mafb	chr10	102451747	102451758	-	0.000	0.000	Merged-chr10-102451792-34
NR9677--MA0591.1.Bach1::Mafk	chr4	121004971	121004985	+	0.000	0.000	Merged-chr4-121004937-25
NR58--MA0089.1.MAFG::NFE2L1	chr1	13301631	13301636	+	0.000	0.000	Merged-chr1-13301807-39
NR13226--MA0659.1.MAFG	chr9	78074138	78074158	+	0.000	0.000	Merged-chr9-78074095-46
NR2661--MA0089.1.MAFG::NFE2L1	chr12	38929180	38929185	+	0.000	0.000	Merged-chr12-38929031-63
NR12382--MA0117.2.Mafb	chr8	14012737	14012748	-	0.000	0.000	Merged-chr8-14012674-53
NR11639--MA0089.1.MAFG::NFE2L1	chr6	146271409	146271414	-	0.000	0.000	Merged-chr6-146271470-40
NR12154--MA0659.1.MAFG	chr7	104465137	104465157	+	0.000	0.000	Merged-chr7-104465292-53
NR10219--MA0089.1.MAFG::NFE2L1	chr5	64497092	64497097	+	0.000	0.000	Merged-chr5-64497055-39
NR8650--MA0089.1.MAFG::NFE2L1	chr3	106032810	106032815	-	0.000	0.000	Merged-chr3-106032862-49
NR4971--MA0501.1.MAF::NFE2	chr15	83149657	83149671	+	0.000	0.000	Merged-chr15-83149470-115
NR12746--MA0591.1.Bach1::Mafk	chr8	82402625	82402639	+	0.000	0.000	Merged-chr8-82402722-77
NR888--MA0089.1.MAFG::NFE2L1	chr1	165132474	165132479	-	0.000	0.000	Merged-chr1-165132661-25
NR7356--MA0496.2.MAFK	chr2	75823973	75823991	+	0.000	0.000	Merged-chr2-75823994-29
NR1931--MA0501.1.MAF::NFE2	chr10	111378299	111378313	+	0.000	0.000	Merged-chr10-111378501-63
NR12248--MA0117.2.Mafb	chr7	121689771	121689782	+	0.000	0.000	Merged-chr7-121689678-33
NR8469--MA0495.2.MAFF	chr3	79100354	79100374	-	0.000	0.000	Merged-chr3-79100420-9
NR12960--MA0659.1.MAFG	chr8	126686967	126686987	+	0.000	0.000	Merged-chr8-126687126-29
NR5473--MA0089.1.MAFG::NFE2L1	chr16	65815333	65815338	-	0.000	0.000	Merged-chr16-65815445-39
NR7066--MA0501.1.MAF::NFE2	chr2	27028044	27028058	+	0.000	0.000	Merged-chr2-27028033-48
NR12680--MA0501.1.MAF::NFE2	chr8	75084001	75084015	-	0.000	0.000	Merged-chr8-75083999-30
NR8878--MA0089.1.MAFG::NFE2L1	chr3	141739036	141739041	-	0.000	0.000	Merged-chr3-141739144-3
NR4759--MA0089.1.MAFG::NFE2L1	chr15	41830915	41830920	-	0.000	0.000	Merged-chr15-41830921-42
NR3715--MA0089.1.MAFG::NFE2L1	chr13	108426544	108426549	-	0.000	0.000	Merged-chr13-108426538-45
NR671--MA0089.1.MAFG::NFE2L1	chr1	119913076	119913081	+	0.000	0.000	Merged-chr1-119913218-55
NR2320--MA0591.1.Bach1::Mafk	chr11	75530552	75530566	-	0.000	0.000	Merged-chr11-75530665-33
NR3877--MA0591.1.Bach1::Mafk	chr14	10289315	10289329	+	0.000	0.000	Merged-chr14-10289223-9
NR12640--MA0089.1.MAFG::NFE2L1	chr8	69920453	69920458	-	0.000	0.000	Merged-chr8-69920362-48
NR5649--MA0117.2.Mafb	chr16	97131576	97131587	+	0.000	0.000	Merged-chr16-97131389-2
NR933--MA0501.1.MAF::NFE2	chr1	170136613	170136627	-	0.000	0.000	Merged-chr1-170136601-45
NR6770--MA0117.2.Mafb	chr19	12541844	12541855	-	0.000	0.000	Merged-chr19-12541773-42
NR6757--MA0659.1.MAFG	chr19	8997796	8997816	+	0.000	0.000	Merged-chr19-8997882-60
NR3237--MA0089.1.MAFG::NFE2L1	chr13	30154492	30154497	-	0.000	0.000	Merged-chr13-30154580-19
NR13125--MA0591.1.Bach1::Mafk	chr9	42022585	42022599	-	0.000	0.000	Merged-chr9-42022537-24
NR6312--MA0089.1.MAFG::NFE2L1	chr18	25554845	25554850	+	0.000	0.000	Merged-chr18-25554898-22
NR3613--MA0089.1.MAFG::NFE2L1	chr13	95393329	95393334	-	0.000	0.000	Merged-chr13-95393533-22
NR1830--MA0089.1.MAFG::NFE2L1	chr10	99581355	99581360	+	0.000	0.000	Merged-chr10-99581300-14
NR12212--MA0591.1.Bach1::Mafk	chr7	112369099	112369113	+	0.000	0.000	Merged-chr7-112369142-36
NR9638--MA0501.1.MAF::NFE2	chr4	109665339	109665353	+	0.000	0.000	Merged-chr4-109665283-1
NR10998--MA0089.1.MAFG::NFE2L1	chr6	54867006	54867011	-	0.000	0.000	Merged-chr6-54867204-75
NR3700--MA0089.1.MAFG::NFE2L1	chr13	106998833	106998838	+	0.000	0.000	Merged-chr13-106998870-40
NR11636--MA0495.2.MAFF	chr6	145993221	145993241	+	0.000	0.000	Merged-chr6-145993129-56
NR11472--MA0591.1.Bach1::Mafk	chr6	130029870	130029884	-	0.000	0.000	Merged-chr6-130029953-23
NR8296--MA0591.1.Bach1::Mafk	chr3	52555199	52555213	+	0.000	0.000	Merged-chr3-52555195-52
NR4179--MA0089.1.MAFG::NFE2L1	chr14	48199267	48199272	-	0.000	0.000	Merged-chr14-48199252-26
NR10541--MA0496.2.MAFK	chr5	125158607	125158625	+	0.000	0.000	Merged-chr5-125158641-59
NR2608--MA0117.2.Mafb	chr12	32144742	32144753	+	0.000	0.000	Merged-chr12-32144696-20
NR2969--MA0495.2.MAFF	chr12	103341439	103341459	-	0.000	0.000	Merged-chr12-103341437-53
NR2987--MA0089.1.MAFG::NFE2L1	chr12	107051454	107051459	+	0.000	0.000	Merged-chr12-107051429-24
NR3125--MA0501.1.MAF::NFE2	chr13	8385611	8385625	+	0.000	0.000	Merged-chr13-8385507-1
NR10906--MA0501.1.MAF::NFE2	chr6	37046543	37046557	-	0.000	0.000	Merged-chr6-37046555-33
NR1654--MA0089.1.MAFG::NFE2L1	chr10	75415088	75415093	-	0.000	0.000	Merged-chr10-75415162-28
NR12275--MA0089.1.MAFG::NFE2L1	chr7	130893287	130893292	+	0.000	0.000	Merged-chr7-130893114-41
NR12044--MA0501.1.MAF::NFE2	chr7	84779437	84779451	+	0.000	0.000	Merged-chr7-84779522-64
NR13216--MA0089.1.MAFG::NFE2L1	chr9	76831875	76831880	+	0.000	0.000	Merged-chr9-76831707-1
NR5482--MA0495.2.MAFF	chr16	69946790	69946810	-	0.000	0.000	Merged-chr16-69946695-9
NR10313--MA0496.2.MAFK	chr5	76565521	76565539	-	0.000	0.000	Merged-chr5-76565486-34
NR13229--MA0496.2.MAFK	chr9	78074139	78074157	+	0.000	0.000	Merged-chr9-78074095-46
NR10132--MA0659.1.MAFG	chr5	43425120	43425140	+	0.000	0.000	Merged-chr5-43425059-17
NR10315--MA0089.1.MAFG::NFE2L1	chr5	77094560	77094565	+	0.000	0.000	Merged-chr5-77094655-3
NR2406--MA0089.1.MAFG::NFE2L1	chr11	103697656	103697661	+	0.000	0.000	Merged-chr11-103697774-72
NR11923--MA0591.1.Bach1::Mafk	chr7	66661722	66661736	+	0.000	0.000	Merged-chr7-66661793-46
NR12664--MA0089.1.MAFG::NFE2L1	chr8	72344006	72344011	-	0.000	0.000	Merged-chr8-72343901-44
NR10523--MA0501.1.MAF::NFE2	chr5	122288691	122288705	+	0.000	0.000	Merged-chr5-122288620-47
NR998--MA0117.2.Mafb	chr1	179959170	179959181	+	0.000	0.000	Merged-chr1-179959057-2,Merged-chr1-179959285-2
NR11331--MA0089.1.MAFG::NFE2L1	chr6	108537159	108537164	+	0.000	0.000	Merged-chr6-108536943-79
NR9586--MA0496.2.MAFK	chr4	95765629	95765647	+	0.000	0.000	Merged-chr4-95765748-2
NR12260--MA0089.1.MAFG::NFE2L1	chr7	126862578	126862583	-	0.000	0.000	Merged-chr7-126862632-1
NR5521--MA0501.1.MAF::NFE2	chr16	76202104	76202118	+	0.000	0.000	Merged-chr16-76202306-30
NR10799--MA0117.2.Mafb	chr6	17065717	17065728	+	0.000	0.000	Merged-chr6-17065755-144
NR428--MA0495.2.MAFF	chr1	81301963	81301983	+	0.000	0.000	Merged-chr1-81301857-6
NR13201--MA0089.1.MAFG::NFE2L1	chr9	73073477	73073482	+	0.000	0.000	Merged-chr9-73073244-62
NR10692--MA0089.1.MAFG::NFE2L1	chr6	3498376	3498381	-	0.000	0.000	Merged-chr6-3498450-52
NR11633--MA0089.1.MAFG::NFE2L1	chr6	145374520	145374525	-	0.000	0.000	Merged-chr6-145374595-4
NR13407--MA0591.1.Bach1::Mafk	chr9	108150738	108150752	-	0.000	0.000	Merged-chr9-108150702-30
NR4970--MA0495.2.MAFF	chr15	83149651	83149671	-	0.000	0.000	Merged-chr15-83149470-115
NR3752--MA0117.2.Mafb	chr13	111634607	111634618	-	0.000	0.000	Merged-chr13-111634662-22
NR13127--MA0089.1.MAFG::NFE2L1	chr9	42033915	42033920	+	0.000	0.000	Merged-chr9-42034143-45
NR8642--MA0659.1.MAFG	chr3	105892539	105892559	+	0.000	0.000	Merged-chr3-105892493-111
NR10804--MA0089.1.MAFG::NFE2L1	chr6	17629869	17629874	+	0.000	0.000	Merged-chr6-17630018-29
NR4054--MA0117.2.Mafb	chr14	36025868	36025879	-	0.000	0.000	Merged-chr14-36025917-2
NR4860--MA0659.1.MAFG	chr15	64041700	64041720	+	0.000	0.000	Merged-chr15-64041818-65
NR7646--MA0117.2.Mafb	chr2	135519886	135519897	+	0.000	0.000	Merged-chr2-135519775-1
NR9233--MA0591.1.Bach1::Mafk	chr4	40834005	40834019	+	0.000	0.000	Merged-chr4-40833912-100
NR4001--MA0591.1.Bach1::Mafk	chr14	25108465	25108479	+	0.000	0.000	Merged-chr14-25108517-12
NR11571--MA0117.2.Mafb	chr6	140817082	140817093	+	0.000	0.000	Merged-chr6-140817043-66
NR127--MA0501.1.MAF::NFE2	chr1	23882913	23882927	-	0.000	0.000	Merged-chr1-23882900-25
NR5087--MA0591.1.Bach1::Mafk	chr16	4790140	4790154	-	0.000	0.000	Merged-chr16-4790072-71
NR7869--MA0089.1.MAFG::NFE2L1	chr2	164081815	164081820	-	0.000	0.000	Merged-chr2-164081803-8
NR2580--MA0495.2.MAFF	chr12	25256485	25256505	+	0.000	0.000	Merged-chr12-25256439-11
NR13282--MA0501.1.MAF::NFE2	chr9	83564276	83564290	+	0.000	0.000	Merged-chr9-83564254-44
NR8670--MA0089.1.MAFG::NFE2L1	chr3	108865799	108865804	-	0.000	0.000	Merged-chr3-108865766-27
NR2428--MA0495.2.MAFF	chr11	113536965	113536985	+	0.000	0.000	Merged-chr11-113536889-33
NR11180--MA0501.1.MAF::NFE2	chr6	86850830	86850844	+	0.000	0.000	Merged-chr6-86850884-40
NR1678--MA0089.1.MAFG::NFE2L1	chr10	81350536	81350541	-	0.000	0.000	Merged-chr10-81350595-59
NR2112--MA0659.1.MAFG	chr11	11766210	11766230	+	0.000	0.000	Merged-chr11-11766225-56
NR10969--MA0591.1.Bach1::Mafk	chr6	49128471	49128485	+	0.000	0.000	Merged-chr6-49128471-29
NR13388--MA0591.1.Bach1::Mafk	chr9	100462312	100462326	+	0.000	0.000	Merged-chr9-100462229-47
NR880--MA0089.1.MAFG::NFE2L1	chr1	162005381	162005386	+	0.000	0.000	Merged-chr1-162005200-1
NR9537--MA0089.1.MAFG::NFE2L1	chr4	88300990	88300995	+	0.000	0.000	Merged-chr4-88300823-32
NR6243--MA0501.1.MAF::NFE2	chr18	11913707	11913721	+	0.000	0.000	Merged-chr18-11913705-37
NR9913--MA0089.1.MAFG::NFE2L1	chr5	8489920	8489925	+	0.000	0.000	Merged-chr5-8489877-17
NR13703--MA0089.1.MAFG::NFE2L1	chrX	135652326	135652331	+	0.000	0.000	Merged-chrX-135652437-22
NR7454--MA0659.1.MAFG	chr2	101678594	101678614	-	0.000	0.000	Merged-chr2-101678794-92
NR4276--MA0496.2.MAFK	chr14	78273821	78273839	+	0.000	0.000	Merged-chr14-78273841-14
NR8708--MA0089.1.MAFG::NFE2L1	chr3	115729335	115729340	+	0.000	0.000	Merged-chr3-115729400-55
NR10386--MA0495.2.MAFF	chr5	92353778	92353798	-	0.000	0.000	Merged-chr5-92353751-46
NR2881--MA0089.1.MAFG::NFE2L1	chr12	89950227	89950232	-	0.000	0.000	Merged-chr12-89950260-14
NR9880--MA0659.1.MAFG	chr5	3928947	3928967	-	0.000	0.000	Merged-chr5-3928837-1
NR13405--MA0495.2.MAFF	chr9	108150735	108150755	+	0.000	0.000	Merged-chr9-108150702-30
NR6036--MA0501.1.MAF::NFE2	chr17	71215078	71215092	+	0.000	0.000	Merged-chr17-71214914-103
NR893--MA0089.1.MAFG::NFE2L1	chr1	165763782	165763787	-	0.000	0.000	Merged-chr1-165763682-102
NR9186--MA0117.2.Mafb	chr4	32352134	32352145	+	0.000	0.000	Merged-chr4-32352065-6
NR8707--MA0591.1.Bach1::Mafk	chr3	115712432	115712446	+	0.000	0.000	Merged-chr3-115712388-90
NR10258--MA0117.2.Mafb	chr5	68593798	68593809	-	0.000	0.000	Merged-chr5-68593661-1
NR11453--MA0496.2.MAFK	chr6	127359539	127359557	-	0.000	0.000	Merged-chr6-127359568-39
NR11734--MA0591.1.Bach1::Mafk	chr7	19359994	19360008	-	0.000	0.000	Merged-chr7-19359775-64
NR6552--MA0501.1.MAF::NFE2	chr18	64516556	64516570	+	0.000	0.000	Merged-chr18-64516532-71
NR7792--MA0496.2.MAFK	chr2	152825935	152825953	-	0.000	0.000	Merged-chr2-152825903-49
