#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.up.bed
NR2666--MA0482.1.Gata4	chr14	122076031	122076041	-	0.000	0.000	Merged-chr14-122075957-11
NR1464--MA0036.3.GATA2	chr12	16901174	16901184	+	0.000	0.000	Merged-chr12-16901091-18
NR115--MA1104.1.GATA6	chr1	74726883	74726895	-	0.000	0.000	Merged-chr1-74726770-27
NR4869--MA0482.1.Gata4	chr3	60565325	60565335	+	0.000	0.000	Merged-chr3-60565389-13
NR4378--MA0036.3.GATA2	chr2	92192027	92192037	-	0.000	0.000	Merged-chr2-92192158-30
NR4649--MA0036.3.GATA2	chr2	152904622	152904632	+	0.000	0.000	Merged-chr2-152904288-57
NR909--MA1104.1.GATA6	chr10	95898579	95898591	+	0.000	0.000	Merged-chr10-95898728-13
NR7960--MA0036.3.GATA2	chrX	106171388	106171398	-	0.000	0.000	Merged-chrX-106171533-49
NR7494--MA0766.1.GATA5	chr9	15029165	15029172	+	0.000	0.000	Merged-chr9-15029277-27
NR239--MA0036.3.GATA2	chr1	94035512	94035522	+	0.000	0.000	Merged-chr1-94035484-87
NR6268--MA0035.3.Gata1	chr6	55511845	55511855	+	0.000	0.000	Merged-chr6-55511868-6
NR6719--MA0766.1.GATA5	chr7	6127302	6127309	-	0.000	0.000	Merged-chr7-6127268-44
NR568--MA0482.1.Gata4	chr1	181842528	181842538	+	0.000	0.000	Merged-chr1-181842712-4
NR3734--MA0035.3.Gata1	chr18	60502492	60502502	+	0.000	0.000	Merged-chr18-60502470-34
NR3394--MA0037.3.GATA3	chr17	13655026	13655033	+	0.000	0.000	Merged-chr17-13654932-70
NR6771--MA0037.3.GATA3	chr7	25296998	25297005	-	0.000	0.000	Merged-chr7-25297148-3
NR6496--MA0482.1.Gata4	chr6	122557164	122557174	+	0.000	0.000	Merged-chr6-122557216-31
NR2807--MA0482.1.Gata4	chr15	64192693	64192703	+	0.000	0.000	Merged-chr15-64192878-29
NR1334--MA0036.3.GATA2	chr11	98783302	98783312	-	0.000	0.000	Merged-chr11-98783373-52
NR7983--MA0766.1.GATA5	chrX	135962558	135962565	+	0.000	0.000	Merged-chrX-135962489-11
NR5703--MA0766.1.GATA5	chr4	148638466	148638473	+	0.000	0.000	Merged-chr4-148638535-16
NR4918--MA1104.1.GATA6	chr3	69177417	69177429	-	0.000	0.000	Merged-chr3-69177555-55
NR4078--MA0035.3.Gata1	chr2	18403845	18403855	+	0.000	0.000	Merged-chr2-18403900-7
NR2694--MA0140.2.GATA1::TAL1	chr15	8280451	8280468	+	0.000	0.000	Merged-chr15-8280344-8
NR3569--MA0037.3.GATA3	chr17	80323832	80323839	-	0.000	0.000	Merged-chr17-80323753-51
NR7931--MA0035.3.Gata1	chrX	9202157	9202167	+	0.000	0.000	Merged-chrX-9202139-21
NR1273--MA0035.3.Gata1	chr11	79207969	79207979	+	0.000	0.000	Merged-chr11-79207824-18
NR2030--MA0037.3.GATA3	chr13	67332557	67332564	+	0.000	0.000	Merged-chr13-67332541-54
NR3927--MA0766.1.GATA5	chr19	16418579	16418586	-	0.000	0.000	Merged-chr19-16418552-32
NR4342--MA1104.1.GATA6	chr2	84887894	84887906	-	0.000	0.000	Merged-chr2-84887926-27
NR5834--MA1104.1.GATA6	chr5	36140702	36140714	-	0.000	0.000	Merged-chr5-36140594-4,Merged-chr5-36140888-1
NR7648--MA0766.1.GATA5	chr9	66295134	66295141	-	0.000	0.000	Merged-chr9-66295082-25
NR1390--MA0036.3.GATA2	chr11	108910989	108910999	+	0.000	0.000	Merged-chr11-108910906-74
NR1727--MA0036.3.GATA2	chr12	102283831	102283841	-	0.000	0.000	Merged-chr12-102283791-1
NR1143--MA0035.3.Gata1	chr11	36001078	36001088	+	0.000	0.000	Merged-chr11-36000971-2
NR1395--MA0035.3.Gata1	chr11	108911012	108911022	+	0.000	0.000	Merged-chr11-108910906-74
NR3516--MA0036.3.GATA2	chr17	63404211	63404221	-	0.000	0.000	Merged-chr17-63404255-16
NR1567--MA0140.2.GATA1::TAL1	chr12	69093273	69093290	+	0.000	0.000	Merged-chr12-69093362-15
NR5382--MA0036.3.GATA2	chr4	58236136	58236146	-	0.000	0.000	Merged-chr4-58236026-17
NR7070--MA0140.2.GATA1::TAL1	chr7	132765239	132765256	-	0.000	0.000	Merged-chr7-132765248-56
NR3973--MA0036.3.GATA2	chr19	32465411	32465421	+	0.000	0.000	Merged-chr19-32465460-36
NR2880--MA0037.3.GATA3	chr15	91616651	91616658	+	0.000	0.000	Merged-chr15-91616695-12
NR5406--MA0035.3.Gata1	chr4	62636267	62636277	+	0.000	0.000	Merged-chr4-62636315-14
NR1096--MA0140.2.GATA1::TAL1	chr11	11726097	11726114	-	0.000	0.000	Merged-chr11-11726036-106
NR5034--MA0036.3.GATA2	chr3	115704681	115704691	-	0.000	0.000	Merged-chr3-115704719-34
NR5305--MA0036.3.GATA2	chr4	11610147	11610157	-	0.000	0.000	Merged-chr4-11610147-18
NR7933--MA0482.1.Gata4	chrX	17590884	17590894	+	0.000	0.000	Merged-chrX-17590800-11
NR3083--MA0036.3.GATA2	chr16	45261660	45261670	+	0.000	0.000	Merged-chr16-45261551-46
NR1945--MA0036.3.GATA2	chr13	49188129	49188139	-	0.000	0.000	Merged-chr13-49188113-1
NR1479--MA0766.1.GATA5	chr12	28699759	28699766	-	0.000	0.000	Merged-chr12-28699931-23
NR3702--MA0482.1.Gata4	chr18	46448738	46448748	-	0.000	0.000	Merged-chr18-46448750-18
NR1930--MA1104.1.GATA6	chr13	43191920	43191932	-	0.000	0.000	Merged-chr13-43191968-21
NR577--MA1104.1.GATA6	chr1	184016502	184016514	-	0.000	0.000	Merged-chr1-184016575-13
NR1977--MA1104.1.GATA6	chr13	55636685	55636697	-	0.000	0.000	Merged-chr13-55636712-28
NR6319--MA1104.1.GATA6	chr6	71980503	71980515	+	0.000	0.000	Merged-chr6-71980569-75
NR45--MA0035.3.Gata1	chr1	36069477	36069487	-	0.000	0.000	Merged-chr1-36069573-10
NR580--MA0035.3.Gata1	chr1	184016503	184016513	+	0.000	0.000	Merged-chr1-184016575-13
NR2545--MA1104.1.GATA6	chr14	79557826	79557838	+	0.000	0.000	Merged-chr14-79557870-40
NR5743--MA0482.1.Gata4	chr5	8489971	8489981	+	0.000	0.000	Merged-chr5-8489877-17
NR5624--MA0035.3.Gata1	chr4	134924547	134924557	+	0.000	0.000	Merged-chr4-134924520-27
NR1512--MA0482.1.Gata4	chr12	41852218	41852228	+	0.000	0.000	Merged-chr12-41852230-53
NR2688--MA0037.3.GATA3	chr15	8280450	8280457	-	0.000	0.000	Merged-chr15-8280344-8
NR6064--MA0035.3.Gata1	chr5	114681320	114681330	-	0.000	0.000	Merged-chr5-114681129-21
NR159--MA0482.1.Gata4	chr1	84817774	84817784	-	0.000	0.000	Merged-chr1-84817778-11
NR7465--MA0766.1.GATA5	chr9	5311522	5311529	-	0.000	0.000	Merged-chr9-5311572-34
NR2797--MA0037.3.GATA3	chr15	59010878	59010885	-	0.000	0.000	Merged-chr15-59010782-34
NR735--MA0140.2.GATA1::TAL1	chr10	34297540	34297557	+	0.000	0.000	Merged-chr10-34297700-62
NR7394--MA0035.3.Gata1	chr8	117801964	117801974	-	0.000	0.000	Merged-chr8-117802067-74
NR2008--MA0035.3.Gata1	chr13	63249804	63249814	+	0.000	0.000	Merged-chr13-63249838-84
NR7521--MA0140.2.GATA1::TAL1	chr9	32495834	32495851	-	0.000	0.000	Merged-chr9-32495799-63
NR6215--MA0482.1.Gata4	chr6	34364726	34364736	-	0.000	0.000	Merged-chr6-34364838-25
NR4172--MA1104.1.GATA6	chr2	45103421	45103433	+	0.000	0.000	Merged-chr2-45103270-35
NR4238--MA1104.1.GATA6	chr2	58481476	58481488	+	0.000	0.000	Merged-chr2-58481590-14
NR795--MA0037.3.GATA3	chr10	62327715	62327722	+	0.000	0.000	Merged-chr10-62327638-49
NR1392--MA0766.1.GATA5	chr11	108910990	108910997	-	0.000	0.000	Merged-chr11-108910906-74
NR1869--MA0140.2.GATA1::TAL1	chr13	4110538	4110555	+	0.000	0.000	Merged-chr13-4110676-26
NR1448--MA0036.3.GATA2	chr12	12172555	12172565	+	0.000	0.000	Merged-chr12-12172464-29
NR3697--MA0140.2.GATA1::TAL1	chr18	46013357	46013374	-	0.000	0.000	Merged-chr18-46013388-48
NR630--MA0766.1.GATA5	chr10	4079706	4079713	+	0.000	0.000	Merged-chr10-4079812-35
NR5250--MA1104.1.GATA6	chr3	152929751	152929763	-	0.000	0.000	Merged-chr3-152929727-94
NR76--MA0766.1.GATA5	chr1	44101573	44101580	-	0.000	0.000	Merged-chr1-44101717-6
NR3609--MA0035.3.Gata1	chr17	87036795	87036805	-	0.000	0.000	Merged-chr17-87036710-20
NR4076--MA1104.1.GATA6	chr2	18403844	18403856	-	0.000	0.000	Merged-chr2-18403900-7
NR2667--MA1104.1.GATA6	chr14	122076031	122076043	+	0.000	0.000	Merged-chr14-122075957-11
NR7155--MA0035.3.Gata1	chr8	18768220	18768230	+	0.000	0.000	Merged-chr8-18768213-14
NR1515--MA0035.3.Gata1	chr12	41852217	41852227	+	0.000	0.000	Merged-chr12-41852230-53
NR5645--MA0036.3.GATA2	chr4	145361254	145361264	-	0.000	0.000	Merged-chr4-145361226-45
NR2319--MA1104.1.GATA6	chr14	27562726	27562738	+	0.000	0.000	Merged-chr14-27562668-44
NR6232--MA0037.3.GATA3	chr6	41104187	41104194	+	0.000	0.000	Merged-chr6-41104184-15
NR3447--MA0035.3.Gata1	chr17	35910099	35910109	+	0.000	0.000	Merged-chr17-35910117-56
NR7291--MA1104.1.GATA6	chr8	81695135	81695147	-	0.000	0.000	Merged-chr8-81695130-10
NR4057--MA0036.3.GATA2	chr2	13760572	13760582	-	0.000	0.000	Merged-chr2-13760550-51
NR5559--MA0766.1.GATA5	chr4	117478334	117478341	+	0.000	0.000	Merged-chr4-117478210-39
NR1205--MA0140.2.GATA1::TAL1	chr11	63148511	63148528	+	0.000	0.000	Merged-chr11-63148506-21
NR7957--MA0036.3.GATA2	chrX	75032272	75032282	+	0.000	0.000	Merged-chrX-75032186-8
NR1210--MA0035.3.Gata1	chr11	64086046	64086056	+	0.000	0.000	Merged-chr11-64086070-15
NR5167--MA0037.3.GATA3	chr3	139024692	139024699	-	0.000	0.000	Merged-chr3-139024771-15
NR6218--MA0035.3.Gata1	chr6	34364727	34364737	-	0.000	0.000	Merged-chr6-34364838-25
NR1918--MA0482.1.Gata4	chr13	35129616	35129626	+	0.000	0.000	Merged-chr13-35129636-40
NR4038--MA0482.1.Gata4	chr2	11617067	11617077	+	0.000	0.000	Merged-chr2-11617013-39
NR3988--MA0766.1.GATA5	chr19	34662097	34662104	-	0.000	0.000	Merged-chr19-34662258-37
NR4422--MA0037.3.GATA3	chr2	106985121	106985128	-	0.000	0.000	Merged-chr2-106985167-21
NR1657--MA0140.2.GATA1::TAL1	chr12	86801008	86801025	+	0.000	0.000	Merged-chr12-86801088-15
NR7176--MA0036.3.GATA2	chr8	27137212	27137222	+	0.000	0.000	Merged-chr8-27137178-38
NR7447--MA0036.3.GATA2	chr8	127589469	127589479	+	0.000	0.000	Merged-chr8-127589399-43
NR7728--MA0766.1.GATA5	chr9	86579815	86579822	-	0.000	0.000	Merged-chr9-86579809-9
NR1366--MA0035.3.Gata1	chr11	106439013	106439023	+	0.000	0.000	Merged-chr11-106438995-31
NR3421--MA0036.3.GATA2	chr17	27323302	27323312	+	0.000	0.000	Merged-chr17-27323176-36
NR2077--MA0035.3.Gata1	chr13	91882370	91882380	+	0.000	0.000	Merged-chr13-91882258-26
NR6830--MA0037.3.GATA3	chr7	45510504	45510511	-	0.000	0.000	Merged-chr7-45510367-63
NR1265--MA0036.3.GATA2	chr11	76484396	76484406	+	0.000	0.000	Merged-chr11-76484240-22
NR6079--MA0482.1.Gata4	chr5	123603824	123603834	-	0.000	0.000	Merged-chr5-123603758-26
NR2691--MA0036.3.GATA2	chr15	8280449	8280459	+	0.000	0.000	Merged-chr15-8280344-8
NR4004--MA0482.1.Gata4	chr19	57477221	57477231	+	0.000	0.000	Merged-chr19-57477375-13
NR5363--MA0766.1.GATA5	chr4	53384822	53384829	-	0.000	0.000	Merged-chr4-53384912-31
NR7981--MA0482.1.Gata4	chrX	135962555	135962565	-	0.000	0.000	Merged-chrX-135962489-11
NR5701--MA0482.1.Gata4	chr4	148638463	148638473	-	0.000	0.000	Merged-chr4-148638535-16
NR5886--MA0766.1.GATA5	chr5	63768124	63768131	-	0.000	0.000	Merged-chr5-63767981-25
NR3099--MA0140.2.GATA1::TAL1	chr16	48745689	48745706	+	0.000	0.000	Merged-chr16-48745701-29
NR3325--MA0036.3.GATA2	chr17	3209753	3209763	+	0.000	0.000	Merged-chr17-3209784-17
NR1384--MA0766.1.GATA5	chr11	108248586	108248593	-	0.000	0.000	Merged-chr11-108248558-56
NR6183--MA0140.2.GATA1::TAL1	chr6	8504915	8504932	-	0.000	0.000	Merged-chr6-8505036-51
NR4849--MA0037.3.GATA3	chr3	52298748	52298755	-	0.000	0.000	Merged-chr3-52298855-38
NR612--MA0036.3.GATA2	chr1	192693232	192693242	-	0.000	0.000	Merged-chr1-192693207-29
NR7495--MA0035.3.Gata1	chr9	15029163	15029173	-	0.000	0.000	Merged-chr9-15029277-27
NR7100--MA0035.3.Gata1	chr7	142967347	142967357	-	0.000	0.000	Merged-chr7-142967366-1
NR4094--MA0482.1.Gata4	chr2	25054340	25054350	+	0.000	0.000	Merged-chr2-25054565-53
NR1483--MA0036.3.GATA2	chr12	32183054	32183064	+	0.000	0.000	Merged-chr12-32183013-17
NR1549--MA0036.3.GATA2	chr12	65194571	65194581	-	0.000	0.000	Merged-chr12-65194392-14
NR5738--MA0035.3.Gata1	chr4	154798017	154798027	-	0.000	0.000	Merged-chr4-154798011-18
NR7123--MA0482.1.Gata4	chr8	8685730	8685740	-	0.000	0.000	Merged-chr8-8685770-4
NR5908--MA0036.3.GATA2	chr5	71903683	71903693	+	0.000	0.000	Merged-chr5-71903621-28
NR6224--MA0037.3.GATA3	chr6	37455686	37455693	-	0.000	0.000	Merged-chr6-37455816-24
NR7580--MA0482.1.Gata4	chr9	46154656	46154666	+	0.000	0.000	Merged-chr9-46154778-41
NR7375--MA0482.1.Gata4	chr8	111573602	111573612	+	0.000	0.000	Merged-chr8-111573415-1
NR5823--MA0482.1.Gata4	chr5	32950842	32950852	+	0.000	0.000	Merged-chr5-32950856-18
NR1244--MA0036.3.GATA2	chr11	70265524	70265534	+	0.000	0.000	Merged-chr11-70265494-15
NR5704--MA0035.3.Gata1	chr4	148638464	148638474	-	0.000	0.000	Merged-chr4-148638535-16
NR1050--MA0482.1.Gata4	chr11	6568134	6568144	+	0.000	0.000	Merged-chr11-6568162-40
NR1321--MA0482.1.Gata4	chr11	96993116	96993126	+	0.000	0.000	Merged-chr11-96993116-10
NR5998--MA0036.3.GATA2	chr5	97400176	97400186	+	0.000	0.000	Merged-chr5-97400055-3
NR5603--MA0036.3.GATA2	chr4	129276508	129276518	-	0.000	0.000	Merged-chr4-129276649-33
NR7484--MA0482.1.Gata4	chr9	13894762	13894772	-	0.000	0.000	Merged-chr9-13894754-54
NR1777--MA0766.1.GATA5	chr12	112606011	112606018	-	0.000	0.000	Merged-chr12-112605824-36
NR5112--MA1104.1.GATA6	chr3	131552906	131552918	-	0.000	0.000	Merged-chr3-131552795-50
NR6999--MA0140.2.GATA1::TAL1	chr7	113242009	113242026	+	0.000	0.000	Merged-chr7-113241990-10
NR3703--MA1104.1.GATA6	chr18	46448738	46448750	+	0.000	0.000	Merged-chr18-46448750-18
NR1363--MA0766.1.GATA5	chr11	106438888	106438895	-	0.000	0.000	Merged-chr11-106438995-31
NR5066--MA0035.3.Gata1	chr3	122419824	122419834	-	0.000	0.000	Merged-chr3-122419865-81
NR3928--MA0035.3.Gata1	chr19	16418578	16418588	+	0.000	0.000	Merged-chr19-16418552-32
NR5170--MA0036.3.GATA2	chr3	139024691	139024701	+	0.000	0.000	Merged-chr3-139024771-15
NR2959--MA0140.2.GATA1::TAL1	chr16	7419927	7419944	+	0.000	0.000	Merged-chr16-7419949-42
NR7516--MA0482.1.Gata4	chr9	32495842	32495852	-	0.000	0.000	Merged-chr9-32495799-63
NR920--MA0482.1.Gata4	chr10	96421995	96422005	-	0.000	0.000	Merged-chr10-96421885-30
NR1513--MA1104.1.GATA6	chr12	41852216	41852228	-	0.000	0.000	Merged-chr12-41852230-53
NR5894--MA0140.2.GATA1::TAL1	chr5	64472609	64472626	+	0.000	0.000	Merged-chr5-64472447-77
NR5345--MA0036.3.GATA2	chr4	41569652	41569662	+	0.000	0.000	Merged-chr4-41569502-63
NR710--MA0766.1.GATA5	chr10	24291721	24291728	+	0.000	0.000	Merged-chr10-24291757-17
NR7583--MA0035.3.Gata1	chr9	46154655	46154665	+	0.000	0.000	Merged-chr9-46154778-41
NR7649--MA0035.3.Gata1	chr9	66295133	66295143	+	0.000	0.000	Merged-chr9-66295082-25
NR80--MA0036.3.GATA2	chr1	51820734	51820744	-	0.000	0.000	Merged-chr1-51820806-47
NR1494--MA1104.1.GATA6	chr12	36057886	36057898	-	0.000	0.000	Merged-chr12-36057875-8
NR113--MA0037.3.GATA3	chr1	74726885	74726892	-	0.000	0.000	Merged-chr1-74726770-27
NR3056--MA0766.1.GATA5	chr16	44766197	44766204	+	0.000	0.000	Merged-chr16-44766198-80
NR5183--MA0036.3.GATA2	chr3	142709057	142709067	+	0.000	0.000	Merged-chr3-142708899-26
NR6308--MA0482.1.Gata4	chr6	67184853	67184863	-	0.000	0.000	Merged-chr6-67184785-39
NR2920--MA0036.3.GATA2	chr15	100182734	100182744	+	0.000	0.000	Merged-chr15-100182935-17
NR6216--MA1104.1.GATA6	chr6	34364726	34364738	+	0.000	0.000	Merged-chr6-34364838-25
NR1475--MA0036.3.GATA2	chr12	28589597	28589607	+	0.000	0.000	Merged-chr12-28589573-34
NR3503--MA0482.1.Gata4	chr17	56291310	56291320	+	0.000	0.000	Merged-chr17-56291357-21
NR1460--MA1104.1.GATA6	chr12	16258474	16258486	+	0.000	0.000	Merged-chr12-16258722-16
NR7253--MA0766.1.GATA5	chr8	64935135	64935142	-	0.000	0.000	Merged-chr8-64935114-22
NR1347--MA0482.1.Gata4	chr11	100545861	100545871	+	0.000	0.000	Merged-chr11-100545700-39
NR5962--MA0037.3.GATA3	chr5	92375117	92375124	-	0.000	0.000	Merged-chr5-92374946-3
NR5225--MA0766.1.GATA5	chr3	146699130	146699137	-	0.000	0.000	Merged-chr3-146699153-10
NR549--MA0140.2.GATA1::TAL1	chr1	177676552	177676569	-	0.000	0.000	Merged-chr1-177676690-44
NR5829--MA0140.2.GATA1::TAL1	chr5	33438302	33438319	+	0.000	0.000	Merged-chr5-33438418-12
NR7519--MA0035.3.Gata1	chr9	32495843	32495853	-	0.000	0.000	Merged-chr9-32495799-63
NR652--MA0035.3.Gata1	chr10	12806116	12806126	+	0.000	0.000	Merged-chr10-12806040-40
NR5477--MA0766.1.GATA5	chr4	86725372	86725379	-	0.000	0.000	Merged-chr4-86725378-12
NR4916--MA0037.3.GATA3	chr3	69177419	69177426	-	0.000	0.000	Merged-chr3-69177555-55
NR4875--MA0766.1.GATA5	chr3	60565494	60565501	+	0.000	0.000	Merged-chr3-60565389-13
NR2598--MA0140.2.GATA1::TAL1	chr14	103017227	103017244	-	0.000	0.000	Merged-chr14-103017290-44
NR3896--MA0036.3.GATA2	chr19	4119834	4119844	-	0.000	0.000	Merged-chr19-4119891-46
NR2704--MA0140.2.GATA1::TAL1	chr15	10716090	10716107	+	0.000	0.000	Merged-chr15-10716063-12
NR7466--MA0035.3.Gata1	chr9	5311521	5311531	+	0.000	0.000	Merged-chr9-5311572-34
NR4340--MA0037.3.GATA3	chr2	84887896	84887903	-	0.000	0.000	Merged-chr2-84887926-27
NR370--MA0482.1.Gata4	chr1	136601137	136601147	+	0.000	0.000	Merged-chr1-136600909-41
NR5736--MA1104.1.GATA6	chr4	154798016	154798028	+	0.000	0.000	Merged-chr4-154798011-18
NR1326--MA0482.1.Gata4	chr11	98660771	98660781	-	0.000	0.000	Merged-chr11-98660794-12
NR2084--MA0140.2.GATA1::TAL1	chr13	95393443	95393460	+	0.000	0.000	Merged-chr13-95393533-22
NR5895--MA0035.3.Gata1	chr5	64919119	64919129	-	0.000	0.000	Merged-chr5-64918962-32
NR1578--MA0482.1.Gata4	chr12	70999793	70999803	-	0.000	0.000	Merged-chr12-70999631-61
NR2813--MA0766.1.GATA5	chr15	66444010	66444017	-	0.000	0.000	Merged-chr15-66444135-3
NR631--MA0035.3.Gata1	chr10	4079704	4079714	-	0.000	0.000	Merged-chr10-4079812-35
NR4735--MA0036.3.GATA2	chr2	172394057	172394067	+	0.000	0.000	Merged-chr2-172393836-103
NR7982--MA1104.1.GATA6	chrX	135962555	135962567	+	0.000	0.000	Merged-chrX-135962489-11
NR7203--MA0482.1.Gata4	chr8	34164660	34164670	+	0.000	0.000	Merged-chr8-34164566-26
NR2739--MA0037.3.GATA3	chr15	36375104	36375111	+	0.000	0.000	Merged-chr15-36375084-60
NR4349--MA0482.1.Gata4	chr2	85246761	85246771	+	0.000	0.000	Merged-chr2-85246695-45
NR1738--MA0036.3.GATA2	chr12	104067615	104067625	+	0.000	0.000	Merged-chr12-104067684-35
NR5284--MA0036.3.GATA2	chr3	159509171	159509181	+	0.000	0.000	Merged-chr3-159509158-33
NR1324--MA0036.3.GATA2	chr11	98497544	98497554	+	0.000	0.000	Merged-chr11-98497586-22
NR5242--MA0035.3.Gata1	chr3	149474490	149474500	-	0.000	0.000	Merged-chr3-149474598-6
NR3476--MA0482.1.Gata4	chr17	45686760	45686770	+	0.000	0.000	Merged-chr17-45686924-2
NR7758--MA0036.3.GATA2	chr9	95113474	95113484	+	0.000	0.000	Merged-chr9-95113538-34
NR4095--MA1104.1.GATA6	chr2	25054338	25054350	-	0.000	0.000	Merged-chr2-25054565-53
NR2816--MA0036.3.GATA2	chr15	67410169	67410179	-	0.000	0.000	Merged-chr15-67410100-57
NR1576--MA0036.3.GATA2	chr12	70232401	70232411	+	0.000	0.000	Merged-chr12-70232391-28
NR1177--MA0482.1.Gata4	chr11	53330479	53330489	-	0.000	0.000	Merged-chr11-53330512-15
NR2131--MA0036.3.GATA2	chr13	104041413	104041423	+	0.000	0.000	Merged-chr13-104041328-31
NR575--MA0037.3.GATA3	chr1	184016504	184016511	-	0.000	0.000	Merged-chr1-184016575-13
NR4169--MA0140.2.GATA1::TAL1	chr2	44528755	44528772	+	0.000	0.000	Merged-chr2-44528768-19
NR6317--MA0037.3.GATA3	chr6	71980506	71980513	+	0.000	0.000	Merged-chr6-71980569-75
NR7581--MA1104.1.GATA6	chr9	46154654	46154666	-	0.000	0.000	Merged-chr9-46154778-41
NR3375--MA0766.1.GATA5	chr17	12960400	12960407	-	0.000	0.000	Merged-chr17-12960561-54
NR7852--MA1104.1.GATA6	chr9	105689626	105689638	-	0.000	0.000	Merged-chr9-105689631-24
NR2543--MA0037.3.GATA3	chr14	79557829	79557836	+	0.000	0.000	Merged-chr14-79557870-40
NR7258--MA0766.1.GATA5	chr8	69168494	69168501	+	0.000	0.000	Merged-chr8-69168549-18
NR1438--MA0035.3.Gata1	chr12	4454561	4454571	-	0.000	0.000	Merged-chr12-4454481-33
NR3049--MA0037.3.GATA3	chr16	43661710	43661717	+	0.000	0.000	Merged-chr16-43661789-37
NR3017--MA0036.3.GATA2	chr16	27388011	27388021	+	0.000	0.000	Merged-chr16-27388094-20
NR1608--MA0036.3.GATA2	chr12	77070145	77070155	+	0.000	0.000	Merged-chr12-77070291-10
NR3575--MA0035.3.Gata1	chr17	80419075	80419085	+	0.000	0.000	Merged-chr17-80418993-27
NR1051--MA1104.1.GATA6	chr11	6568132	6568144	-	0.000	0.000	Merged-chr11-6568162-40
NR2763--MA0036.3.GATA2	chr15	41429627	41429637	-	0.000	0.000	Merged-chr15-41429607-8
NR3280--MA0482.1.Gata4	chr16	92307631	92307641	-	0.000	0.000	Merged-chr16-92307633-7
NR2721--MA0035.3.Gata1	chr15	25673748	25673758	+	0.000	0.000	Merged-chr15-25673661-24
NR7729--MA0035.3.Gata1	chr9	86579814	86579824	+	0.000	0.000	Merged-chr9-86579809-9
NR6264--MA0037.3.GATA3	chr6	55511846	55511853	-	0.000	0.000	Merged-chr6-55511868-6
NR2473--MA0140.2.GATA1::TAL1	chr14	61758887	61758904	-	0.000	0.000	Merged-chr14-61758817-7
NR7224--MA0766.1.GATA5	chr8	46859564	46859571	-	0.000	0.000	Merged-chr8-46859659-64
NR1108--MA0766.1.GATA5	chr11	22813645	22813652	+	0.000	0.000	Merged-chr11-22813643-1
NR5887--MA0035.3.Gata1	chr5	63768123	63768133	+	0.000	0.000	Merged-chr5-63767981-25
NR1385--MA0035.3.Gata1	chr11	108248585	108248595	+	0.000	0.000	Merged-chr11-108248558-56
NR3978--MA0482.1.Gata4	chr19	32998969	32998979	-	0.000	0.000	Merged-chr19-32999080-29
NR1361--MA0482.1.Gata4	chr11	106438888	106438898	+	0.000	0.000	Merged-chr11-106438995-31
NR2853--MA0482.1.Gata4	chr15	79729230	79729240	+	0.000	0.000	Merged-chr15-79729133-34
NR7039--MA0140.2.GATA1::TAL1	chr7	123188712	123188729	+	0.000	0.000	Merged-chr7-123188758-28
NR3944--MA0140.2.GATA1::TAL1	chr19	25360755	25360772	-	0.000	0.000	Merged-chr19-25360847-26
NR170--MA0140.2.GATA1::TAL1	chr1	85250780	85250797	-	0.000	0.000	Merged-chr1-85250842-29
NR3216--MA0482.1.Gata4	chr16	66086702	66086712	+	0.000	0.000	Merged-chr16-66086640-17
NR2962--MA0482.1.Gata4	chr16	8640131	8640141	-	0.000	0.000	Merged-chr16-8639905-53
NR729--MA0037.3.GATA3	chr10	34096576	34096583	+	0.000	0.000	Merged-chr10-34096665-20
NR3283--MA0035.3.Gata1	chr16	92307632	92307642	-	0.000	0.000	Merged-chr16-92307633-7
NR2323--MA0140.2.GATA1::TAL1	chr14	27562718	27562735	-	0.000	0.000	Merged-chr14-27562668-44
NR2742--MA0036.3.GATA2	chr15	36375102	36375112	-	0.000	0.000	Merged-chr15-36375084-60
NR6660--MA0035.3.Gata1	chr6	142567727	142567737	+	0.000	0.000	Merged-chr6-142567710-6
NR6309--MA1104.1.GATA6	chr6	67184853	67184865	+	0.000	0.000	Merged-chr6-67184785-39
NR4980--MA0035.3.Gata1	chr3	95666282	95666292	+	0.000	0.000	Merged-chr3-95666288-23
NR7437--MA0035.3.Gata1	chr8	124658088	124658098	+	0.000	0.000	Merged-chr8-124658101-13
NR6635--MA0766.1.GATA5	chr6	140548054	140548061	-	0.000	0.000	Merged-chr6-140548189-34
NR1839--MA0036.3.GATA2	chr12	116932354	116932364	+	0.000	0.000	Merged-chr12-116932315-2
NR4955--MA0766.1.GATA5	chr3	84570697	84570704	-	0.000	0.000	Merged-chr3-84570776-21
NR365--MA0035.3.Gata1	chr1	133571485	133571495	-	0.000	0.000	Merged-chr1-133571423-3
NR1255--MA0035.3.Gata1	chr11	74371770	74371780	-	0.000	0.000	Merged-chr11-74371741-4
NR6312--MA0035.3.Gata1	chr6	67184854	67184864	-	0.000	0.000	Merged-chr6-67184785-39
