#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR9108--MA0495.2.MAFF	chr3	84732098	84732118	+	0.000	0.000	Merged-chr3-84732134-27
NR10762--MA0089.1.MAFG::NFE2L1	chr5	30647920	30647925	-	0.000	0.000	Merged-chr5-30648005-55
NR12568--MA0501.1.MAF::NFE2	chr7	15921943	15921957	-	0.000	0.000	Merged-chr7-15921897-4
NR2884--MA0591.1.Bach1::Mafk	chr12	16339275	16339289	+	0.000	0.000	Merged-chr12-16339165-4
NR11603--MA0591.1.Bach1::Mafk	chr6	29024218	29024232	-	0.000	0.000	Merged-chr6-29024202-52
NR3984--MA0089.1.MAFG::NFE2L1	chr13	84758591	84758596	-	0.000	0.000	Merged-chr13-84758692-19
NR14767--MA0496.2.MAFK	chr9	120080186	120080204	+	0.000	0.000	Merged-chr9-120080082-9
NR4733--MA0501.1.MAF::NFE2	chr14	72822433	72822447	-	0.000	0.000	Merged-chr14-72822179-91
NR8960--MA0659.1.MAFG	chr3	58470213	58470233	-	0.000	0.000	Merged-chr3-58470222-35
NR1521--MA0496.2.MAFK	chr10	44716059	44716077	-	0.000	0.000	Merged-chr10-44715918-29
NR6552--MA0659.1.MAFG	chr17	80139917	80139937	-	0.000	0.000	Merged-chr17-80140059-47
NR11918--MA0089.1.MAFG::NFE2L1	chr6	83440603	83440608	+	0.000	0.000	Merged-chr6-83440620-5
NR5478--MA0089.1.MAFG::NFE2L1	chr15	103215408	103215413	+	0.000	0.000	Merged-chr15-103215427-34
NR13272--MA0089.1.MAFG::NFE2L1	chr7	135647132	135647137	+	0.000	0.000	Merged-chr7-135647119-33
NR5122--MA0659.1.MAFG	chr15	38199904	38199924	+	0.000	0.000	Merged-chr15-38199755-22
NR1218--MA0591.1.Bach1::Mafk	chr1	191026180	191026194	-	0.000	0.000	Merged-chr1-191026100-72
NR2992--MA0495.2.MAFF	chr12	41044928	41044948	-	0.000	0.000	Merged-chr12-41044922-24
NR2866--MA0089.1.MAFG::NFE2L1	chr12	8817902	8817907	-	0.000	0.000	Merged-chr12-8817903-12
NR5625--MA0501.1.MAF::NFE2	chr16	31493392	31493406	+	0.000	0.000	Merged-chr16-31493527-20
NR6870--MA0089.1.MAFG::NFE2L1	chr18	58561162	58561167	-	0.000	0.000	Merged-chr18-58561117-18
NR5450--MA0089.1.MAFG::NFE2L1	chr15	100600100	100600105	-	0.000	0.000	Merged-chr15-100600141-58
NR13380--MA0501.1.MAF::NFE2	chr8	10481070	10481084	+	0.000	0.000	Merged-chr8-10480951-33
NR9218--MA0089.1.MAFG::NFE2L1	chr3	95758669	95758674	-	0.000	0.000	Merged-chr3-95758685-49
NR1895--MA0117.2.Mafb	chr10	96663949	96663960	-	0.000	0.000	Merged-chr10-96664143-52
NR6452--MA0591.1.Bach1::Mafk	chr17	65939375	65939389	+	0.000	0.000	Merged-chr17-65939471-7
NR13008--MA0089.1.MAFG::NFE2L1	chr7	105515188	105515193	-	0.000	0.000	Merged-chr7-105515349-32
NR13198--MA0089.1.MAFG::NFE2L1	chr7	127287946	127287951	-	0.000	0.000	Merged-chr7-127288112-51
NR9193--MA0591.1.Bach1::Mafk	chr3	93506445	93506459	-	0.000	0.000	Merged-chr3-93506465-61
NR4032--MA0117.2.Mafb	chr13	93340894	93340905	+	0.000	0.000	Merged-chr13-93341062-38
NR4238--MA0117.2.Mafb	chr13	113418359	113418370	+	0.000	0.000	Merged-chr13-113418245-6
NR11110--MA0089.1.MAFG::NFE2L1	chr5	100466750	100466755	-	0.000	0.000	Merged-chr5-100466890-43
NR1042--MA0089.1.MAFG::NFE2L1	chr1	175625692	175625697	+	0.000	0.000	Merged-chr1-175625655-94
NR4384--MA0495.2.MAFF	chr14	20253559	20253579	-	0.000	0.000	Merged-chr14-20253489-29
NR3647--MA0591.1.Bach1::Mafk	chr13	29805499	29805513	+	0.000	0.000	Merged-chr13-29805422-4
NR2652--MA0495.2.MAFF	chr11	97531806	97531826	+	0.000	0.000	Merged-chr11-97531954-28
NR7071--MA0496.2.MAFK	chr18	80671895	80671913	+	0.000	0.000	Merged-chr18-80671844-8
NR1393--MA0591.1.Bach1::Mafk	chr10	21659612	21659626	+	0.000	0.000	Merged-chr10-21659696-16
NR6324--MA0659.1.MAFG	chr17	36042869	36042889	+	0.000	0.000	Merged-chr17-36042760-57
NR9150--MA0591.1.Bach1::Mafk	chr3	89912852	89912866	-	0.000	0.000	Merged-chr3-89912987-87
NR13170--MA0089.1.MAFG::NFE2L1	chr7	123369060	123369065	+	0.000	0.000	Merged-chr7-123369239-2
NR13917--MA0117.2.Mafb	chr8	111876355	111876366	-	0.000	0.000	Merged-chr8-111876543-71
NR3316--MA0501.1.MAF::NFE2	chr12	103331591	103331605	+	0.000	0.000	Merged-chr12-103331678-52
NR11303--MA0117.2.Mafb	chr5	122291232	122291243	+	0.000	0.000	Merged-chr5-122291331-19
NR13603--MA0591.1.Bach1::Mafk	chr8	71587146	71587160	-	0.000	0.000	Merged-chr8-71587200-14
NR9900--MA0496.2.MAFK	chr4	46560561	46560579	+	0.000	0.000	Merged-chr4-46560470-31
NR7848--MA0117.2.Mafb	chr2	71274641	71274652	-	0.000	0.000	Merged-chr2-71274822-52
NR5110--MA0591.1.Bach1::Mafk	chr15	36640928	36640942	+	0.000	0.000	Merged-chr15-36640954-48
NR3934--MA0496.2.MAFK	chr13	75053979	75053997	-	0.000	0.000	Merged-chr13-75053881-13
NR551--MA0117.2.Mafb	chr1	101063253	101063264	-	0.000	0.000	Merged-chr1-101063444-1
NR7333--MA0089.1.MAFG::NFE2L1	chr19	41366776	41366781	-	0.000	0.000	Merged-chr19-41366765-21
NR4634--MA0089.1.MAFG::NFE2L1	chr14	59397160	59397165	-	0.000	0.000	Merged-chr14-59397210-50
NR12966--MA0117.2.Mafb	chr7	100590963	100590974	+	0.000	0.000	Merged-chr7-100591140-72
NR5563--MA0089.1.MAFG::NFE2L1	chr16	23171105	23171110	+	0.000	0.000	Merged-chr16-23171002-17
NR12139--MA0501.1.MAF::NFE2	chr6	116287117	116287131	-	0.000	0.000	Merged-chr6-116287137-8
NR10901--MA0495.2.MAFF	chr5	58084107	58084127	-	0.000	0.000	Merged-chr5-58084122-29
NR9836--MA0591.1.Bach1::Mafk	chr4	32363656	32363670	+	0.000	0.000	Merged-chr4-32363760-31
NR10417--MA0496.2.MAFK	chr4	134483936	134483954	-	0.000	0.000	Merged-chr4-134483836-10
NR14413--MA0089.1.MAFG::NFE2L1	chr9	77954698	77954703	-	0.000	0.000	Merged-chr9-77954587-30
NR5283--MA0591.1.Bach1::Mafk	chr15	73153513	73153527	-	0.000	0.000	Merged-chr15-73153430-10
NR6134--MA0501.1.MAF::NFE2	chr17	6016591	6016605	-	0.000	0.000	Merged-chr17-6016614-20
NR4455--MA0591.1.Bach1::Mafk	chr14	30479591	30479605	+	0.000	0.000	Merged-chr14-30479614-53
NR14968--MA0591.1.Bach1::Mafk	chrX	103616989	103617003	-	0.000	0.000	Merged-chrX-103616839-86
NR1206--MA0117.2.Mafb	chr1	189320539	189320550	+	0.000	0.000	Merged-chr1-189320429-1
NR2542--MA0117.2.Mafb	chr11	76210004	76210015	+	0.000	0.000	Merged-chr11-76209894-14
NR2314--MA0659.1.MAFG	chr11	43362487	43362507	+	0.000	0.000	Merged-chr11-43362318-2,Merged-chr11-43362621-15
NR211--MA0117.2.Mafb	chr1	52022299	52022310	-	0.000	0.000	Merged-chr1-52022428-39
NR11310--MA0089.1.MAFG::NFE2L1	chr5	124900029	124900034	-	0.000	0.000	Merged-chr5-124900103-31
NR341--MA0659.1.MAFG	chr1	74398274	74398294	+	0.000	0.000	Merged-chr1-74398237-10
NR3650--MA0659.1.MAFG	chr13	29805496	29805516	-	0.000	0.000	Merged-chr13-29805422-4
NR9505--MA0089.1.MAFG::NFE2L1	chr3	133614202	133614207	-	0.000	0.000	Merged-chr3-133614378-37
NR1948--MA0089.1.MAFG::NFE2L1	chr10	111214815	111214820	-	0.000	0.000	Merged-chr10-111214498-109
NR10928--MA0591.1.Bach1::Mafk	chr5	63964858	63964872	-	0.000	0.000	Merged-chr5-63964753-8
NR13861--MA0089.1.MAFG::NFE2L1	chr8	105613945	105613950	+	0.000	0.000	Merged-chr8-105614025-28
NR8029--MA0501.1.MAF::NFE2	chr2	101678621	101678635	+	0.000	0.000	Merged-chr2-101678794-92
NR1106--MA0495.2.MAFF	chr1	182224035	182224055	-	0.000	0.000	Merged-chr1-182224037-19
NR12964--MA0501.1.MAF::NFE2	chr7	99980510	99980524	-	0.000	0.000	Merged-chr7-99980241-66
NR13065--MA0495.2.MAFF	chr7	112213250	112213270	+	0.000	0.000	Merged-chr7-112213302-61
NR6240--MA0591.1.Bach1::Mafk	chr17	27027477	27027491	-	0.000	0.000	Merged-chr17-27027661-33
NR10307--MA0089.1.MAFG::NFE2L1	chr4	120032551	120032556	+	0.000	0.000	Merged-chr4-120032784-81
NR11606--MA0591.1.Bach1::Mafk	chr6	29272554	29272568	-	0.000	0.000	Merged-chr6-29272695-53
NR13787--MA0089.1.MAFG::NFE2L1	chr8	92333764	92333769	+	0.000	0.000	Merged-chr8-92333668-18
NR14526--MA0089.1.MAFG::NFE2L1	chr9	94670502	94670507	-	0.000	0.000	Merged-chr9-94670459-1
NR581--MA0495.2.MAFF	chr1	106187586	106187606	-	0.000	0.000	Merged-chr1-106187715-26
NR9831--MA0117.2.Mafb	chr4	32127082	32127093	+	0.000	0.000	Merged-chr4-32126903-56
NR5387--MA0089.1.MAFG::NFE2L1	chr15	89128414	89128419	-	0.000	0.000	Merged-chr15-89128599-54
NR13672--MA0089.1.MAFG::NFE2L1	chr8	77517879	77517884	-	0.000	0.000	Merged-chr8-77517863-120
NR1108--MA0659.1.MAFG	chr1	182224035	182224055	-	0.000	0.000	Merged-chr1-182224037-19
NR1889--MA0496.2.MAFK	chr10	96519652	96519670	+	0.000	0.000	Merged-chr10-96519469-9
NR6425--MA0496.2.MAFK	chr17	56997300	56997318	+	0.000	0.000	Merged-chr17-56997354-48
NR3049--MA0591.1.Bach1::Mafk	chr12	59216373	59216387	+	0.000	0.000	Merged-chr12-59216445-8
NR13607--MA0495.2.MAFF	chr8	71729308	71729328	-	0.000	0.000	Merged-chr8-71729431-24
NR8753--MA0495.2.MAFF	chr2	180227843	180227863	+	0.000	0.000	Merged-chr2-180227803-24
NR8278--MA0496.2.MAFK	chr2	128365991	128366009	+	0.000	0.000	Merged-chr2-128365920-27
NR3644--MA0495.2.MAFF	chr13	29805496	29805516	+	0.000	0.000	Merged-chr13-29805422-4
NR6133--MA0591.1.Bach1::Mafk	chr17	6016594	6016608	-	0.000	0.000	Merged-chr17-6016614-20
NR7459--MA0089.1.MAFG::NFE2L1	chr2	4559625	4559630	+	0.000	0.000	Merged-chr2-4559721-92
NR3836--MA0496.2.MAFK	chr13	58206783	58206801	-	0.000	0.000	Merged-chr13-58206802-1
NR8758--MA0501.1.MAF::NFE2	chr2	180227843	180227857	-	0.000	0.000	Merged-chr2-180227803-24
NR3749--MA0659.1.MAFG	chr13	44819586	44819606	+	0.000	0.000	Merged-chr13-44819494-25
NR13421--MA0501.1.MAF::NFE2	chr8	15043074	15043088	+	0.000	0.000	Merged-chr8-15042967-24
NR3791--MA0089.1.MAFG::NFE2L1	chr13	51100475	51100480	-	0.000	0.000	Merged-chr13-51100412-9
NR12441--MA0495.2.MAFF	chr6	143132507	143132527	-	0.000	0.000	Merged-chr6-143132490-15
NR10908--MA0659.1.MAFG	chr5	58084183	58084203	+	0.000	0.000	Merged-chr5-58084122-29
NR4732--MA0089.1.MAFG::NFE2L1	chr14	72807429	72807434	-	0.000	0.000	Merged-chr14-72807438-29
NR7435--MA0495.2.MAFF	chr19	58051237	58051257	+	0.000	0.000	Merged-chr19-58051277-2
NR9153--MA0591.1.Bach1::Mafk	chr3	90248127	90248141	-	0.000	0.000	Merged-chr3-90248138-59
NR6011--MA0117.2.Mafb	chr16	90995165	90995176	-	0.000	0.000	Merged-chr16-90995039-12
NR4715--MA0501.1.MAF::NFE2	chr14	71138231	71138245	+	0.000	0.000	Merged-chr14-71138006-34
NR4852--MA0117.2.Mafb	chr14	99266001	99266012	+	0.000	0.000	Merged-chr14-99266048-28
NR10996--MA0591.1.Bach1::Mafk	chr5	77082919	77082933	+	0.000	0.000	Merged-chr5-77082994-13
NR15041--MA0659.1.MAFG	chrX	142792380	142792400	+	0.000	0.000	Merged-chrX-142792362-24
NR1469--MA0495.2.MAFF	chr10	39415782	39415802	-	0.000	0.000	Merged-chr10-39415749-15
NR8963--MA0496.2.MAFK	chr3	58470214	58470232	-	0.000	0.000	Merged-chr3-58470222-35
NR7646--MA0089.1.MAFG::NFE2L1	chr2	38825205	38825210	+	0.000	0.000	Merged-chr2-38825321-27
NR2788--MA0089.1.MAFG::NFE2L1	chr11	115204106	115204111	-	0.000	0.000	Merged-chr11-115204090-3
NR2590--MA0495.2.MAFF	chr11	86618707	86618727	+	0.000	0.000	Merged-chr11-86618782-14
NR1744--MA0089.1.MAFG::NFE2L1	chr10	81249846	81249851	+	0.000	0.000	Merged-chr10-81249714-12
NR2588--MA0591.1.Bach1::Mafk	chr11	84529519	84529533	-	0.000	0.000	Merged-chr11-84529361-2,Merged-chr11-84529608-6
NR3751--MA0496.2.MAFK	chr13	44819587	44819605	+	0.000	0.000	Merged-chr13-44819494-25
NR12439--MA0501.1.MAF::NFE2	chr6	143105830	143105844	+	0.000	0.000	Merged-chr6-143106016-7
NR7242--MA0089.1.MAFG::NFE2L1	chr19	20876157	20876162	-	0.000	0.000	Merged-chr19-20876096-16
NR10293--MA0089.1.MAFG::NFE2L1	chr4	117887413	117887418	-	0.000	0.000	Merged-chr4-117887306-54
NR3534--MA0117.2.Mafb	chr13	4110540	4110551	-	0.000	0.000	Merged-chr13-4110676-26
NR12783--MA0117.2.Mafb	chr7	64158958	64158969	+	0.000	0.000	Merged-chr7-64158985-48
NR586--MA0495.2.MAFF	chr1	106187695	106187715	+	0.000	0.000	Merged-chr1-106187715-26
NR11738--MA0089.1.MAFG::NFE2L1	chr6	54216696	54216701	+	0.000	0.000	Merged-chr6-54216714-19
NR10910--MA0496.2.MAFK	chr5	58084184	58084202	+	0.000	0.000	Merged-chr5-58084122-29
NR2592--MA0659.1.MAFG	chr11	86618707	86618727	+	0.000	0.000	Merged-chr11-86618782-14
NR12571--MA0495.2.MAFF	chr7	16057370	16057390	-	0.000	0.000	Merged-chr7-16057177-61
NR6238--MA0495.2.MAFF	chr17	27027474	27027494	-	0.000	0.000	Merged-chr17-27027661-33
NR2599--MA0089.1.MAFG::NFE2L1	chr11	87748924	87748929	+	0.000	0.000	Merged-chr11-87748868-6
NR12213--MA0495.2.MAFF	chr6	122291984	122292004	+	0.000	0.000	Merged-chr6-122292043-61
NR3646--MA0117.2.Mafb	chr13	29805496	29805507	+	0.000	0.000	Merged-chr13-29805422-4
NR7692--MA0117.2.Mafb	chr2	48456779	48456790	-	0.000	0.000	Merged-chr2-48456855-27
NR12103--MA0659.1.MAFG	chr6	113661267	113661287	+	0.000	0.000	Merged-chr6-113661383-125
NR8068--MA0496.2.MAFK	chr2	106015177	106015195	-	0.000	0.000	Merged-chr2-106015150-10
NR1642--MA0089.1.MAFG::NFE2L1	chr10	67610842	67610847	+	0.000	0.000	Merged-chr10-67610821-54
NR588--MA0659.1.MAFG	chr1	106187695	106187715	+	0.000	0.000	Merged-chr1-106187715-26
NR6327--MA0496.2.MAFK	chr17	36042870	36042888	+	0.000	0.000	Merged-chr17-36042760-57
NR5887--MA0591.1.Bach1::Mafk	chr16	70395569	70395583	-	0.000	0.000	Merged-chr16-70395493-20
NR3627--MA0089.1.MAFG::NFE2L1	chr13	24501580	24501585	-	0.000	0.000	Merged-chr13-24501429-17
NR14248--MA0089.1.MAFG::NFE2L1	chr9	44344040	44344045	+	0.000	0.000	Merged-chr9-44344017-55
NR6034--MA0659.1.MAFG	chr16	92944067	92944087	-	0.000	0.000	Merged-chr16-92944045-14
NR4652--MA0591.1.Bach1::Mafk	chr14	62870564	62870578	-	0.000	0.000	Merged-chr14-62870465-48
NR4415--MA0591.1.Bach1::Mafk	chr14	25108465	25108479	+	0.000	0.000	Merged-chr14-25108517-12
NR9991--MA0495.2.MAFF	chr4	62739893	62739913	-	0.000	0.000	Merged-chr4-62739923-10
NR6233--MA0496.2.MAFK	chr17	26572480	26572498	+	0.000	0.000	Merged-chr17-26572396-49
NR12629--MA0496.2.MAFK	chr7	27508827	27508845	+	0.000	0.000	Merged-chr7-27508743-1
NR8894--MA0117.2.Mafb	chr3	41062071	41062082	+	0.000	0.000	Merged-chr3-41062130-17
NR14267--MA0496.2.MAFK	chr9	44999339	44999357	-	0.000	0.000	Merged-chr9-44999415-9
NR120--MA0496.2.MAFK	chr1	33757037	33757055	-	0.000	0.000	Merged-chr1-33757115-3
NR11375--MA0591.1.Bach1::Mafk	chr5	137870853	137870867	+	0.000	0.000	Merged-chr5-137870793-17
NR7933--MA0089.1.MAFG::NFE2L1	chr2	83762333	83762338	-	0.000	0.000	Merged-chr2-83762342-13
NR14641--MA0659.1.MAFG	chr9	108150735	108150755	+	0.000	0.000	Merged-chr9-108150702-30
NR13719--MA0496.2.MAFK	chr8	83131933	83131951	+	0.000	0.000	Merged-chr8-83131891-13
NR11913--MA0117.2.Mafb	chr6	83412896	83412907	+	0.000	0.000	Merged-chr6-83413092-38
NR12567--MA0591.1.Bach1::Mafk	chr7	15921946	15921960	-	0.000	0.000	Merged-chr7-15921897-4
NR1379--MA0089.1.MAFG::NFE2L1	chr10	20281670	20281675	-	0.000	0.000	Merged-chr10-20281832-45
NR2009--MA0591.1.Bach1::Mafk	chr10	119218694	119218708	+	0.000	0.000	Merged-chr10-119218704-23
NR6373--MA0591.1.Bach1::Mafk	chr17	47598366	47598380	-	0.000	0.000	Merged-chr17-47598322-32
NR3866--MA0501.1.MAF::NFE2	chr13	60897577	60897591	-	0.000	0.000	Merged-chr13-60897577-48
NR3410--MA0089.1.MAFG::NFE2L1	chr12	112699369	112699374	+	0.000	0.000	Merged-chr12-112699364-12
NR10398--MA0591.1.Bach1::Mafk	chr4	132976616	132976630	-	0.000	0.000	Merged-chr4-132976882-43
NR2382--MA0659.1.MAFG	chr11	51898836	51898856	+	0.000	0.000	Merged-chr11-51898870-27
NR6028--MA0495.2.MAFF	chr16	92944067	92944087	+	0.000	0.000	Merged-chr16-92944045-14
NR3653--MA0496.2.MAFK	chr13	29805497	29805515	+	0.000	0.000	Merged-chr13-29805422-4
NR11158--MA0089.1.MAFG::NFE2L1	chr5	103680584	103680589	-	0.000	0.000	Merged-chr5-103680526-14
NR10795--MA0089.1.MAFG::NFE2L1	chr5	36465041	36465046	-	0.000	0.000	Merged-chr5-36465079-55
NR10114--MA0089.1.MAFG::NFE2L1	chr4	94979063	94979068	+	0.000	0.000	Merged-chr4-94979011-66
NR6890--MA0089.1.MAFG::NFE2L1	chr18	61570891	61570896	+	0.000	0.000	Merged-chr18-61571068-18
NR3594--MA0501.1.MAF::NFE2	chr13	18820906	18820920	+	0.000	0.000	Merged-chr13-18820828-2
NR14115--MA0591.1.Bach1::Mafk	chr9	14248440	14248454	+	0.000	0.000	Merged-chr9-14248366-20
NR442--MA0501.1.MAF::NFE2	chr1	87132001	87132015	-	0.000	0.000	Merged-chr1-87131942-1
NR11235--MA0496.2.MAFK	chr5	111330815	111330833	-	0.000	0.000	Merged-chr5-111330756-70
NR14288--MA0591.1.Bach1::Mafk	chr9	48444053	48444067	-	0.000	0.000	Merged-chr9-48444071-7
NR4855--MA0496.2.MAFK	chr14	99266002	99266020	-	0.000	0.000	Merged-chr14-99266048-28
NR10956--MA0591.1.Bach1::Mafk	chr5	67404584	67404598	+	0.000	0.000	Merged-chr5-67404737-28
NR2931--MA0495.2.MAFF	chr12	32018091	32018111	+	0.000	0.000	Merged-chr12-32017895-23
NR11547--MA0089.1.MAFG::NFE2L1	chr6	15726641	15726646	+	0.000	0.000	Merged-chr6-15726718-35
NR5092--MA0117.2.Mafb	chr15	31602665	31602676	-	0.000	0.000	Merged-chr15-31602700-2
NR3490--MA0659.1.MAFG	chr12	116315653	116315673	+	0.000	0.000	Merged-chr12-116315725-53
NR1740--MA0089.1.MAFG::NFE2L1	chr10	80656526	80656531	-	0.000	0.000	Merged-chr10-80656566-55
NR5607--MA0117.2.Mafb	chr16	29837300	29837311	-	0.000	0.000	Merged-chr16-29837368-7
NR2548--MA0591.1.Bach1::Mafk	chr11	77215028	77215042	+	0.000	0.000	Merged-chr11-77214932-26
NR9627--MA0089.1.MAFG::NFE2L1	chr3	146159321	146159326	+	0.000	0.000	Merged-chr3-146159248-1
NR8512--MA0501.1.MAF::NFE2	chr2	155079748	155079762	-	0.000	0.000	Merged-chr2-155079749-45
NR11634--MA0089.1.MAFG::NFE2L1	chr6	30804860	30804865	-	0.000	0.000	Merged-chr6-30804874-26
NR5632--MA0591.1.Bach1::Mafk	chr16	32915885	32915899	-	0.000	0.000	Merged-chr16-32915900-6
NR10217--MA0501.1.MAF::NFE2	chr4	106841850	106841864	+	0.000	0.000	Merged-chr4-106841993-21
NR4654--MA0089.1.MAFG::NFE2L1	chr14	62870636	62870641	-	0.000	0.000	Merged-chr14-62870465-48
NR2495--MA0089.1.MAFG::NFE2L1	chr11	67965648	67965653	-	0.000	0.000	Merged-chr11-67965587-20
NR2136--MA0117.2.Mafb	chr11	3133605	3133616	+	0.000	0.000	Merged-chr11-3133574-54
NR13417--MA0591.1.Bach1::Mafk	chr8	14968203	14968217	-	0.000	0.000	Merged-chr8-14968096-34
NR5652--MA0659.1.MAFG	chr16	33769914	33769934	+	0.000	0.000	Merged-chr16-33769896-51
NR14771--MA0117.2.Mafb	chr9	120130060	120130071	-	0.000	0.000	Merged-chr9-120130104-3
NR10871--MA0495.2.MAFF	chr5	53401309	53401329	-	0.000	0.000	Merged-chr5-53401251-38
NR2399--MA0591.1.Bach1::Mafk	chr11	53590757	53590771	-	0.000	0.000	Merged-chr11-53590634-41
NR9223--MA0089.1.MAFG::NFE2L1	chr3	96198476	96198481	+	0.000	0.000	Merged-chr3-96198410-32
NR12005--MA0117.2.Mafb	chr6	97915930	97915941	+	0.000	0.000	Merged-chr6-97915834-2
NR5104--MA0089.1.MAFG::NFE2L1	chr15	36231828	36231833	+	0.000	0.000	Merged-chr15-36231997-8
NR157--MA0495.2.MAFF	chr1	40086086	40086106	+	0.000	0.000	Merged-chr1-40085963-65
NR12650--MA0089.1.MAFG::NFE2L1	chr7	30909687	30909692	-	0.000	0.000	Merged-chr7-30909899-34
NR5670--MA0089.1.MAFG::NFE2L1	chr16	36477130	36477135	+	0.000	0.000	Merged-chr16-36477048-49
NR12270--MA0591.1.Bach1::Mafk	chr6	127723307	127723321	-	0.000	0.000	Merged-chr6-127723234-26
NR8330--MA0591.1.Bach1::Mafk	chr2	132874103	132874117	-	0.000	0.000	Merged-chr2-132874056-29
NR2394--MA0495.2.MAFF	chr11	52334080	52334100	+	0.000	0.000	Merged-chr11-52333936-11
NR2607--MA0089.1.MAFG::NFE2L1	chr11	89003699	89003704	+	0.000	0.000	Merged-chr11-89003713-16
NR14525--MA0117.2.Mafb	chr9	94670333	94670344	+	0.000	0.000	Merged-chr9-94670459-1
NR7145--MA0495.2.MAFF	chr19	4299730	4299750	+	0.000	0.000	Merged-chr19-4299826-2
NR8696--MA0495.2.MAFF	chr2	174566021	174566041	+	0.000	0.000	Merged-chr2-174566072-46
NR15044--MA0496.2.MAFK	chrX	142792381	142792399	-	0.000	0.000	Merged-chrX-142792362-24
NR7302--MA0501.1.MAF::NFE2	chr19	32523872	32523886	-	0.000	0.000	Merged-chr19-32523975-16
NR6997--MA0591.1.Bach1::Mafk	chr18	74283100	74283114	+	0.000	0.000	Merged-chr18-74283060-15
NR14637--MA0117.2.Mafb	chr9	108110700	108110711	-	0.000	0.000	Merged-chr9-108110847-31
NR5428--MA0501.1.MAF::NFE2	chr15	97361207	97361221	+	0.000	0.000	Merged-chr15-97361236-9
NR4748--MA0496.2.MAFK	chr14	73472444	73472462	+	0.000	0.000	Merged-chr14-73472602-8
NR4612--MA0591.1.Bach1::Mafk	chr14	54653744	54653758	+	0.000	0.000	Merged-chr14-54653650-39
NR7251--MA0089.1.MAFG::NFE2L1	chr19	21785914	21785919	-	0.000	0.000	Merged-chr19-21785964-7
NR3593--MA0591.1.Bach1::Mafk	chr13	18820903	18820917	+	0.000	0.000	Merged-chr13-18820828-2
NR14093--MA0496.2.MAFK	chr9	7776015	7776033	+	0.000	0.000	Merged-chr9-7776145-26
NR12634--MA0591.1.Bach1::Mafk	chr7	28677039	28677053	+	0.000	0.000	Merged-chr7-28677170-43
NR13350--MA0117.2.Mafb	chr7	143021907	143021918	+	0.000	0.000	Merged-chr7-143021894-22
NR2933--MA0117.2.Mafb	chr12	32144742	32144753	+	0.000	0.000	Merged-chr12-32144696-20
NR11833--MA0117.2.Mafb	chr6	67348193	67348204	+	0.000	0.000	Merged-chr6-67348220-52
NR6046--MA0089.1.MAFG::NFE2L1	chr16	94524782	94524787	-	0.000	0.000	Merged-chr16-94524850-22
NR1722--MA0591.1.Bach1::Mafk	chr10	79937283	79937297	+	0.000	0.000	Merged-chr10-79937148-47
NR14331--MA0089.1.MAFG::NFE2L1	chr9	58253264	58253269	-	0.000	0.000	Merged-chr9-58253274-50
NR13398--MA0591.1.Bach1::Mafk	chr8	11477881	11477895	+	0.000	0.000	Merged-chr8-11477977-84
NR6947--MA0501.1.MAF::NFE2	chr18	68052876	68052890	-	0.000	0.000	Merged-chr18-68052962-20
NR8597--MA0089.1.MAFG::NFE2L1	chr2	164868596	164868601	+	0.000	0.000	Merged-chr2-164868622-33
NR7553--MA0089.1.MAFG::NFE2L1	chr2	22784439	22784444	+	0.000	0.000	Merged-chr2-22784309-53
NR14042--MA0089.1.MAFG::NFE2L1	chr8	127331975	127331980	-	0.000	0.000	Merged-chr8-127331897-21
NR692--MA0501.1.MAF::NFE2	chr1	128772711	128772725	-	0.000	0.000	Merged-chr1-128772538-19
NR7109--MA0496.2.MAFK	chr18	84159132	84159150	-	0.000	0.000	Merged-chr18-84159275-32
NR4742--MA0591.1.Bach1::Mafk	chr14	73472446	73472460	+	0.000	0.000	Merged-chr14-73472602-8
NR592--MA0089.1.MAFG::NFE2L1	chr1	106374342	106374347	-	0.000	0.000	Merged-chr1-106374432-8
NR6037--MA0496.2.MAFK	chr16	92944068	92944086	-	0.000	0.000	Merged-chr16-92944045-14
NR6713--MA0496.2.MAFK	chr18	23828828	23828846	+	0.000	0.000	Merged-chr18-23828715-22
NR7479--MA0089.1.MAFG::NFE2L1	chr2	9867583	9867588	-	0.000	0.000	Merged-chr2-9867507-76
NR9134--MA0089.1.MAFG::NFE2L1	chr3	88337499	88337504	-	0.000	0.000	Merged-chr3-88337526-21
NR11645--MA0089.1.MAFG::NFE2L1	chr6	32158519	32158524	-	0.000	0.000	Merged-chr6-32158498-25
NR6811--MA0089.1.MAFG::NFE2L1	chr18	46745918	46745923	-	0.000	0.000	Merged-chr18-46745860-44
NR6158--MA0496.2.MAFK	chr17	10840175	10840193	-	0.000	0.000	Merged-chr17-10840429-74
