#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR1825--MA0511.2.RUNX2	chr11	87240397	87240405	+	0.000	0.000	Merged-chr11-87240422-3
NR11013--MA0511.2.RUNX2	chrX	168673463	168673471	+	0.000	0.000	Merged-chrX-168673546-118
NR1184--MA0002.2.RUNX1	chr10	81505452	81505462	+	0.000	0.000	Merged-chr10-81505422-22
NR2043--MA0684.1.RUNX3	chr11	115338820	115338829	+	0.000	0.000	Merged-chr11-115338922-7
NR3962--MA0511.2.RUNX2	chr15	97843392	97843400	-	0.000	0.000	Merged-chr15-97843455-26
NR4117--MA0002.2.RUNX1	chr16	31035467	31035477	-	0.000	0.000	Merged-chr16-31035448-26
NR5272--MA0002.2.RUNX1	chr19	16790168	16790178	-	0.000	0.000	Merged-chr19-16790195-21
NR1312--MA0002.2.RUNX1	chr10	98786239	98786249	-	0.000	0.000	Merged-chr10-98786079-74
NR7352--MA0684.1.RUNX3	chr4	126253864	126253873	+	0.000	0.000	Merged-chr4-126253924-28
NR9631--MA0002.2.RUNX1	chr7	132337063	132337073	+	0.000	0.000	Merged-chr7-132337014-20
NR7623--MA0684.1.RUNX3	chr5	20050454	20050463	-	0.000	0.000	Merged-chr5-20050571-1
NR329--MA0511.2.RUNX2	chr1	106035311	106035319	-	0.000	0.000	Merged-chr1-106035367-19
NR73--MA0002.2.RUNX1	chr1	40397734	40397744	-	0.000	0.000	Merged-chr1-40397621-20
NR6005--MA0511.2.RUNX2	chr2	118700448	118700456	+	0.000	0.000	Merged-chr2-118700490-41
NR1170--MA0684.1.RUNX3	chr10	79919747	79919756	-	0.000	0.000	Merged-chr10-79919625-6
NR945--MA0002.2.RUNX1	chr10	22714805	22714815	-	0.000	0.000	Merged-chr10-22714818-39
NR10978--MA0002.2.RUNX1	chrX	159713376	159713386	+	0.000	0.000	Merged-chrX-159713466-17
NR4670--MA0002.2.RUNX1	chr17	50310626	50310636	-	0.000	0.000	Merged-chr17-50310494-22
NR2218--MA0684.1.RUNX3	chr12	51976726	51976735	+	0.000	0.000	Merged-chr12-51976631-16
NR7061--MA0002.2.RUNX1	chr4	41708557	41708567	+	0.000	0.000	Merged-chr4-41708469-7
NR3373--MA0684.1.RUNX3	chr14	67887047	67887056	+	0.000	0.000	Merged-chr14-67887091-21
NR5652--MA0002.2.RUNX1	chr2	32601605	32601615	+	0.000	0.000	Merged-chr2-32601597-23
NR9412--MA0684.1.RUNX3	chr7	104353376	104353385	+	0.000	0.000	Merged-chr7-104353366-64
NR9806--MA0002.2.RUNX1	chr8	25949095	25949105	-	0.000	0.000	Merged-chr8-25949044-65
NR1616--MA0684.1.RUNX3	chr11	46421456	46421465	-	0.000	0.000	Merged-chr11-46421538-60
NR10421--MA0002.2.RUNX1	chr9	66910818	66910828	-	0.000	0.000	Merged-chr9-66910913-26
NR3419--MA0002.2.RUNX1	chr14	73510010	73510020	+	0.000	0.000	Merged-chr14-73510077-52
NR6730--MA0002.2.RUNX1	chr3	116630363	116630373	+	0.000	0.000	Merged-chr3-116630474-26
NR9787--MA0002.2.RUNX1	chr8	22706637	22706647	-	0.000	0.000	Merged-chr8-22706462-69
NR7170--MA0002.2.RUNX1	chr4	86712877	86712887	+	0.000	0.000	Merged-chr4-86712811-38
NR5433--MA0684.1.RUNX3	chr19	53479870	53479879	+	0.000	0.000	Merged-chr19-53479762-36
NR7712--MA0002.2.RUNX1	chr5	37109449	37109459	+	0.000	0.000	Merged-chr5-37109564-47
NR197--MA0684.1.RUNX3	chr1	74249028	74249037	-	0.000	0.000	Merged-chr1-74249152-57
NR3753--MA0684.1.RUNX3	chr15	62189977	62189986	-	0.000	0.000	Merged-chr15-62190035-69
NR3876--MA0002.2.RUNX1	chr15	84178922	84178932	-	0.000	0.000	Merged-chr15-84178956-9
NR1054--MA0002.2.RUNX1	chr10	59981745	59981755	+	0.000	0.000	Merged-chr10-59981588-1
NR3627--MA0511.2.RUNX2	chr15	25828626	25828634	-	0.000	0.000	Merged-chr15-25828667-44
NR10900--MA0511.2.RUNX2	chrX	71468801	71468809	-	0.000	0.000	Merged-chrX-71468864-48
NR86--MA0002.2.RUNX1	chr1	40790545	40790555	+	0.000	0.000	Merged-chr1-40790646-63
NR4067--MA0511.2.RUNX2	chr16	22466505	22466513	+	0.000	0.000	Merged-chr16-22466658-43
NR5413--MA0002.2.RUNX1	chr19	46444512	46444522	+	0.000	0.000	Merged-chr19-46444353-12
NR3191--MA0002.2.RUNX1	chr14	20168692	20168702	-	0.000	0.000	Merged-chr14-20168649-33
NR892--MA0002.2.RUNX1	chr10	14018248	14018258	+	0.000	0.000	Merged-chr10-14018063-54
NR42--MA0511.2.RUNX2	chr1	36308031	36308039	-	0.000	0.000	Merged-chr1-36307925-67
NR7074--MA0002.2.RUNX1	chr4	44106707	44106717	+	0.000	0.000	Merged-chr4-44106569-17
NR3657--MA0684.1.RUNX3	chr15	36214900	36214909	-	0.000	0.000	Merged-chr15-36214970-54
NR10577--MA0002.2.RUNX1	chr9	94670425	94670435	-	0.000	0.000	Merged-chr9-94670459-1
NR7950--MA0684.1.RUNX3	chr5	103975958	103975967	-	0.000	0.000	Merged-chr5-103975926-24
NR9753--MA0002.2.RUNX1	chr8	9811411	9811421	-	0.000	0.000	Merged-chr8-9811294-16
NR4540--MA0002.2.RUNX1	chr17	25248162	25248172	+	0.000	0.000	Merged-chr17-25248347-49
NR3465--MA0511.2.RUNX2	chr14	78914394	78914402	-	0.000	0.000	Merged-chr14-78914359-46
NR2860--MA0002.2.RUNX1	chr13	63112800	63112810	-	0.000	0.000	Merged-chr13-63112828-16
NR5317--MA0002.2.RUNX1	chr19	29047865	29047875	+	0.000	0.000	Merged-chr19-29047906-64
NR4792--MA0002.2.RUNX1	chr17	80441972	80441982	+	0.000	0.000	Merged-chr17-80441791-30
NR7997--MA0684.1.RUNX3	chr5	107525197	107525206	-	0.000	0.000	Merged-chr5-107525104-2
NR4033--MA0511.2.RUNX2	chr16	10979607	10979615	+	0.000	0.000	Merged-chr16-10979660-46
NR1420--MA0684.1.RUNX3	chr10	121282664	121282673	-	0.000	0.000	Merged-chr10-121282719-28
NR9534--MA0684.1.RUNX3	chr7	118254167	118254176	-	0.000	0.000	Merged-chr7-118254195-24
NR7311--MA0002.2.RUNX1	chr4	116806625	116806635	-	0.000	0.000	Merged-chr4-116806659-9
NR6236--MA0511.2.RUNX2	chr2	160578939	160578947	+	0.000	0.000	Merged-chr2-160578868-32
NR1023--MA0511.2.RUNX2	chr10	53374375	53374383	+	0.000	0.000	Merged-chr10-53374413-9
NR1943--MA0684.1.RUNX3	chr11	104582881	104582890	-	0.000	0.000	Merged-chr11-104582835-39
NR1795--MA0002.2.RUNX1	chr11	79696700	79696710	+	0.000	0.000	Merged-chr11-79696665-15
NR10814--MA0002.2.RUNX1	chr9	123509989	123509999	+	0.000	0.000	Merged-chr9-123510118-53
NR861--MA0511.2.RUNX2	chr10	6904164	6904172	-	0.000	0.000	Merged-chr10-6904105-6
NR7563--MA0002.2.RUNX1	chr5	5420362	5420372	-	0.000	0.000	Merged-chr5-5420247-39
NR10672--MA0684.1.RUNX3	chr9	110907689	110907698	+	0.000	0.000	Merged-chr9-110907689-47
NR3332--MA0002.2.RUNX1	chr14	60744637	60744647	+	0.000	0.000	Merged-chr14-60744715-28
NR3998--MA0002.2.RUNX1	chr15	100997382	100997392	+	0.000	0.000	Merged-chr15-100997392-7
NR7692--MA0684.1.RUNX3	chr5	35166061	35166070	-	0.000	0.000	Merged-chr5-35166204-55
NR1718--MA0002.2.RUNX1	chr11	67580585	67580595	-	0.000	0.000	Merged-chr11-67580687-16
NR4109--MA0002.2.RUNX1	chr16	30177882	30177892	+	0.000	0.000	Merged-chr16-30177867-21
NR10751--MA0511.2.RUNX2	chr9	117967893	117967901	+	0.000	0.000	Merged-chr9-117967761-11
NR5535--MA0002.2.RUNX1	chr2	9564614	9564624	+	0.000	0.000	Merged-chr2-9564694-16
NR5806--MA0002.2.RUNX1	chr2	73054256	73054266	+	0.000	0.000	Merged-chr2-73054280-15
NR1847--MA0684.1.RUNX3	chr11	89000639	89000648	+	0.000	0.000	Merged-chr11-89000515-5
NR10718--MA0002.2.RUNX1	chr9	115088474	115088484	-	0.000	0.000	Merged-chr9-115088492-13
NR8548--MA0511.2.RUNX2	chr6	88518899	88518907	+	0.000	0.000	Merged-chr6-88518766-67
NR2730--MA0002.2.RUNX1	chr13	32971964	32971974	-	0.000	0.000	Merged-chr13-32971962-1
NR65--MA0002.2.RUNX1	chr1	38657789	38657799	+	0.000	0.000	Merged-chr1-38657935-57
NR9481--MA0684.1.RUNX3	chr7	112400401	112400410	-	0.000	0.000	Merged-chr7-112400264-32
NR3507--MA0002.2.RUNX1	chr14	103088717	103088727	+	0.000	0.000	Merged-chr14-103088795-24
NR10304--MA0002.2.RUNX1	chr9	40342356	40342366	+	0.000	0.000	Merged-chr9-40342305-14
NR8134--MA0511.2.RUNX2	chr5	124165827	124165835	+	0.000	0.000	Merged-chr5-124165803-24
NR5521--MA0684.1.RUNX3	chr2	3764340	3764349	-	0.000	0.000	Merged-chr2-3764311-29
NR7053--MA0002.2.RUNX1	chr4	41275275	41275285	+	0.000	0.000	Merged-chr4-41275221-94
NR4298--MA0511.2.RUNX2	chr16	75983974	75983982	-	0.000	0.000	Merged-chr16-75984013-36
NR10761--MA0002.2.RUNX1	chr9	119101120	119101130	+	0.000	0.000	Merged-chr9-119101086-22
NR1142--MA0002.2.RUNX1	chr10	75978319	75978329	+	0.000	0.000	Merged-chr10-75978406-17
NR10241--MA0511.2.RUNX2	chr9	13518730	13518738	-	0.000	0.000	Merged-chr9-13518732-12
NR5230--MA0002.2.RUNX1	chr19	9038291	9038301	-	0.000	0.000	Merged-chr19-9038318-39
NR9878--MA0511.2.RUNX2	chr8	66497233	66497241	+	0.000	0.000	Merged-chr8-66497339-52
NR5852--MA0511.2.RUNX2	chr2	80684883	80684891	+	0.000	0.000	Merged-chr2-80684823-58
NR9385--MA0684.1.RUNX3	chr7	99798454	99798463	-	0.000	0.000	Merged-chr7-99798520-10
NR8038--MA0511.2.RUNX2	chr5	112242447	112242455	-	0.000	0.000	Merged-chr5-112242517-49
NR7162--MA0002.2.RUNX1	chr4	82365251	82365261	-	0.000	0.000	Merged-chr4-82365199-20
NR5154--MA0684.1.RUNX3	chr18	84073782	84073791	+	0.000	0.000	Merged-chr18-84073759-5
NR31--MA0002.2.RUNX1	chr1	21333806	21333816	+	0.000	0.000	Merged-chr1-21333700-62
NR7704--MA0002.2.RUNX1	chr5	36574382	36574392	-	0.000	0.000	Merged-chr5-36574492-52
NR9940--MA0511.2.RUNX2	chr8	81702250	81702258	+	0.000	0.000	Merged-chr8-81702288-38
NR3202--MA0002.2.RUNX1	chr14	25534436	25534446	+	0.000	0.000	Merged-chr14-25534315-15
NR3824--MA0511.2.RUNX2	chr15	76795408	76795416	+	0.000	0.000	Merged-chr15-76795426-7
NR7685--MA0002.2.RUNX1	chr5	34196644	34196654	-	0.000	0.000	Merged-chr5-34196616-50
NR2743--MA0002.2.RUNX1	chr13	34914836	34914846	+	0.000	0.000	Merged-chr13-34914852-26
NR1939--MA0511.2.RUNX2	chr11	104582882	104582890	-	0.000	0.000	Merged-chr11-104582835-39
NR1175--MA0684.1.RUNX3	chr10	80622477	80622486	-	0.000	0.000	Merged-chr10-80622471-84
NR3249--MA0002.2.RUNX1	chr14	43925223	43925233	-	0.000	0.000	Merged-chr14-43925389-59
NR10317--MA0002.2.RUNX1	chr9	42097517	42097527	+	0.000	0.000	Merged-chr9-42097544-106
NR2995--MA0002.2.RUNX1	chr13	95951236	95951246	+	0.000	0.000	Merged-chr13-95951245-46
NR7337--MA0002.2.RUNX1	chr4	122885118	122885128	-	0.000	0.000	Merged-chr4-122884956-14
NR9573--MA0511.2.RUNX2	chr7	125489909	125489917	+	0.000	0.000	Merged-chr7-125489902-8
NR3649--MA0684.1.RUNX3	chr15	34389221	34389230	-	0.000	0.000	Merged-chr15-34389092-27
NR470--MA0002.2.RUNX1	chr1	144006735	144006745	-	0.000	0.000	Merged-chr1-144006692-45
NR10922--MA0684.1.RUNX3	chrX	85839395	85839404	+	0.000	0.000	Merged-chrX-85839388-40
NR4089--MA0684.1.RUNX3	chr16	24629543	24629552	-	0.000	0.000	Merged-chr16-24629525-45
NR9622--MA0684.1.RUNX3	chr7	131055152	131055161	+	0.000	0.000	Merged-chr7-131055187-30
NR5342--MA0511.2.RUNX2	chr19	33223079	33223087	-	0.000	0.000	Merged-chr19-33223001-63
NR3292--MA0002.2.RUNX1	chr14	54042372	54042382	-	0.000	0.000	Merged-chr14-54042366-24
NR10032--MA0684.1.RUNX3	chr8	109863491	109863500	-	0.000	0.000	Merged-chr8-109863558-21
NR9060--MA0002.2.RUNX1	chr7	3449895	3449905	-	0.000	0.000	Merged-chr7-3449845-14
NR7052--MA0684.1.RUNX3	chr4	40760123	40760132	-	0.000	0.000	Merged-chr4-40760186-4
NR2981--MA0684.1.RUNX3	chr13	94177382	94177391	-	0.000	0.000	Merged-chr13-94177315-11
NR9602--MA0002.2.RUNX1	chr7	128119983	128119993	-	0.000	0.000	Merged-chr7-128119873-66
NR9126--MA0002.2.RUNX1	chr7	30402510	30402520	+	0.000	0.000	Merged-chr7-30402572-19
NR7175--MA0002.2.RUNX1	chr4	88003302	88003312	-	0.000	0.000	Merged-chr4-88003423-46
NR10760--MA0684.1.RUNX3	chr9	118751012	118751021	-	0.000	0.000	Merged-chr9-118750873-69
NR7402--MA0511.2.RUNX2	chr4	135045248	135045256	-	0.000	0.000	Merged-chr4-135045078-6
NR10826--MA0684.1.RUNX3	chrX	7618418	7618427	+	0.000	0.000	Merged-chrX-7618327-48
NR5895--MA0684.1.RUNX3	chr2	92055675	92055684	-	0.000	0.000	Merged-chr2-92055769-38
NR3615--MA0684.1.RUNX3	chr15	12447227	12447236	+	0.000	0.000	Merged-chr15-12447311-14
NR6006--MA0684.1.RUNX3	chr2	118700448	118700457	+	0.000	0.000	Merged-chr2-118700490-41
NR1935--MA0684.1.RUNX3	chr11	104443544	104443553	-	0.000	0.000	Merged-chr11-104443486-1
NR502--MA0002.2.RUNX1	chr1	151125090	151125100	-	0.000	0.000	Merged-chr1-151125310-30
NR3738--MA0002.2.RUNX1	chr15	59374269	59374279	-	0.000	0.000	Merged-chr15-59374324-92
NR4893--MA0002.2.RUNX1	chr18	12948128	12948138	-	0.000	0.000	Merged-chr18-12947880-91
NR10886--MA0511.2.RUNX2	chrX	59508506	59508514	-	0.000	0.000	Merged-chrX-59508552-38
NR1743--MA0511.2.RUNX2	chr11	72952890	72952898	-	0.000	0.000	Merged-chr11-72952889-5
NR5355--MA0511.2.RUNX2	chr19	34500982	34500990	+	0.000	0.000	Merged-chr19-34500926-32
NR1439--MA0002.2.RUNX1	chr10	123857283	123857293	+	0.000	0.000	Merged-chr10-123857138-2
NR7141--MA0002.2.RUNX1	chr4	63847309	63847319	+	0.000	0.000	Merged-chr4-63847263-40
NR1568--MA0684.1.RUNX3	chr11	30190390	30190399	+	0.000	0.000	Merged-chr11-30190229-31
NR10915--MA0002.2.RUNX1	chrX	77509329	77509339	-	0.000	0.000	Merged-chrX-77509424-59
NR5878--MA0511.2.RUNX2	chr2	90487667	90487675	-	0.000	0.000	Merged-chr2-90487735-49
NR740--MA0684.1.RUNX3	chr1	184005826	184005835	+	0.000	0.000	Merged-chr1-184005889-70
NR7620--MA0511.2.RUNX2	chr5	20050455	20050463	-	0.000	0.000	Merged-chr5-20050571-1
NR1154--MA0684.1.RUNX3	chr10	77530375	77530384	+	0.000	0.000	Merged-chr10-77530396-56
NR3433--MA0002.2.RUNX1	chr14	75516354	75516364	+	0.000	0.000	Merged-chr14-75516404-45
NR863--MA0002.2.RUNX1	chr10	7667641	7667651	-	0.000	0.000	Merged-chr10-7667535-49
NR10230--MA0002.2.RUNX1	chr9	7830106	7830116	+	0.000	0.000	Merged-chr9-7830026-47
NR1277--MA0002.2.RUNX1	chr10	95283422	95283432	-	0.000	0.000	Merged-chr10-95283638-28
NR6810--MA0002.2.RUNX1	chr3	135192019	135192029	-	0.000	0.000	Merged-chr3-135191984-24
NR1819--MA0002.2.RUNX1	chr11	86078281	86078291	-	0.000	0.000	Merged-chr11-86078174-26
NR3357--MA0684.1.RUNX3	chr14	65085943	65085952	+	0.000	0.000	Merged-chr14-65085907-26
NR5636--MA0002.2.RUNX1	chr2	30796384	30796394	-	0.000	0.000	Merged-chr2-30796578-35
NR7872--MA0511.2.RUNX2	chr5	90452958	90452966	+	0.000	0.000	Merged-chr5-90452927-18
NR1677--MA0684.1.RUNX3	chr11	58437011	58437020	-	0.000	0.000	Merged-chr11-58437152-28
NR10482--MA0002.2.RUNX1	chr9	78593272	78593282	-	0.000	0.000	Merged-chr9-78593326-11
NR515--MA0002.2.RUNX1	chr1	152369329	152369339	-	0.000	0.000	Merged-chr1-152369531-31
NR10134--MA0002.2.RUNX1	chr8	123032959	123032969	-	0.000	0.000	Merged-chr8-123033029-47
NR10485--MA0511.2.RUNX2	chr9	79810687	79810695	+	0.000	0.000	Merged-chr9-79810670-36
NR9456--MA0511.2.RUNX2	chr7	107707906	107707914	-	0.000	0.000	Merged-chr7-107707960-19
NR5269--MA0002.2.RUNX1	chr19	16029381	16029391	+	0.000	0.000	Merged-chr19-16029300-45
NR10657--MA0002.2.RUNX1	chr9	108105193	108105203	+	0.000	0.000	Merged-chr9-108105008-23
NR9291--MA0002.2.RUNX1	chr7	75863434	75863444	+	0.000	0.000	Merged-chr7-75863636-9
NR10071--MA0511.2.RUNX2	chr8	116636191	116636199	-	0.000	0.000	Merged-chr8-116636119-54
NR2735--MA0002.2.RUNX1	chr13	32982845	32982855	+	0.000	0.000	Merged-chr13-32982935-23
NR210--MA0002.2.RUNX1	chr1	78436244	78436254	-	0.000	0.000	Merged-chr1-78436226-37
NR3717--MA0002.2.RUNX1	chr15	52899991	52900001	+	0.000	0.000	Merged-chr15-52899831-78
NR9757--MA0684.1.RUNX3	chr8	10481081	10481090	+	0.000	0.000	Merged-chr8-10480951-33
NR10372--MA0684.1.RUNX3	chr9	57998048	57998057	-	0.000	0.000	Merged-chr9-57998251-45
NR3032--MA0002.2.RUNX1	chr13	101540650	101540660	-	0.000	0.000	Merged-chr13-101540748-63
NR3303--MA0002.2.RUNX1	chr14	55062762	55062772	+	0.000	0.000	Merged-chr14-55062835-18
NR7392--MA0684.1.RUNX3	chr4	134511127	134511136	-	0.000	0.000	Merged-chr4-134511089-32
NR7934--MA0684.1.RUNX3	chr5	100929866	100929875	+	0.000	0.000	Merged-chr5-100929891-31
NR1103--MA0511.2.RUNX2	chr10	67891369	67891377	+	0.000	0.000	Merged-chr10-67891340-18
NR1769--MA0511.2.RUNX2	chr11	76770766	76770774	+	0.000	0.000	Merged-chr11-76770779-7
NR9422--MA0511.2.RUNX2	chr7	105554416	105554424	+	0.000	0.000	Merged-chr7-105554530-56
NR6661--MA0002.2.RUNX1	chr3	103844403	103844413	+	0.000	0.000	Merged-chr3-103844386-3
NR5586--MA0511.2.RUNX2	chr2	18962705	18962713	-	0.000	0.000	Merged-chr2-18962712-7
NR7372--MA0002.2.RUNX1	chr4	132040469	132040479	-	0.000	0.000	Merged-chr4-132040319-80
NR5364--MA0684.1.RUNX3	chr19	36083078	36083087	-	0.000	0.000	Merged-chr19-36083098-3
NR10752--MA0684.1.RUNX3	chr9	117967893	117967902	+	0.000	0.000	Merged-chr9-117967761-11
NR9452--MA0684.1.RUNX3	chr7	106550886	106550895	-	0.000	0.000	Merged-chr7-106550785-1
NR3207--MA0002.2.RUNX1	chr14	26491382	26491392	-	0.000	0.000	Merged-chr14-26491416-20
NR9575--MA0002.2.RUNX1	chr7	125489909	125489919	-	0.000	0.000	Merged-chr7-125489902-8
NR2830--MA0684.1.RUNX3	chr13	53065305	53065314	+	0.000	0.000	Merged-chr13-53065510-28
NR7024--MA0002.2.RUNX1	chr4	33110238	33110248	-	0.000	0.000	Merged-chr4-33110299-20
NR3336--MA0684.1.RUNX3	chr14	61339544	61339553	-	0.000	0.000	Merged-chr14-61339598-17
NR10799--MA0684.1.RUNX3	chr9	121720163	121720172	+	0.000	0.000	Merged-chr9-121720098-24
NR8721--MA0002.2.RUNX1	chr6	122258981	122258991	-	0.000	0.000	Merged-chr6-122259137-47
NR223--MA0002.2.RUNX1	chr1	82807463	82807473	+	0.000	0.000	Merged-chr1-82807419-20
NR4047--MA0684.1.RUNX3	chr16	14088467	14088476	-	0.000	0.000	Merged-chr16-14088440-49
NR7153--MA0684.1.RUNX3	chr4	70410407	70410416	+	0.000	0.000	Merged-chr4-70410445-57
NR7276--MA0002.2.RUNX1	chr4	107602495	107602505	+	0.000	0.000	Merged-chr4-107602648-9
NR9627--MA0684.1.RUNX3	chr7	132226872	132226881	+	0.000	0.000	Merged-chr7-132226896-31
NR4471--MA0002.2.RUNX1	chr17	7902521	7902531	-	0.000	0.000	Merged-chr17-7902591-16
NR702--MA0511.2.RUNX2	chr1	180432050	180432058	-	0.000	0.000	Merged-chr1-180432015-44
NR8009--MA0511.2.RUNX2	chr5	107946666	107946674	+	0.000	0.000	Merged-chr5-107946729-17
NR6058--MA0511.2.RUNX2	chr2	128454723	128454731	+	0.000	0.000	Merged-chr2-128454709-13
NR7799--MA0002.2.RUNX1	chr5	67155694	67155704	-	0.000	0.000	Merged-chr5-67155759-12
NR6329--MA0511.2.RUNX2	chr2	173077077	173077085	-	0.000	0.000	Merged-chr2-173077118-17
NR7484--MA0511.2.RUNX2	chr4	145275112	145275120	+	0.000	0.000	Merged-chr4-145275096-39
NR82--MA0511.2.RUNX2	chr1	40515391	40515399	+	0.000	0.000	Merged-chr1-40515347-62
NR10365--MA0002.2.RUNX1	chr9	57522346	57522356	+	0.000	0.000	Merged-chr9-57522211-1
NR9336--MA0002.2.RUNX1	chr7	90059428	90059438	+	0.000	0.000	Merged-chr7-90059452-5
NR7385--MA0002.2.RUNX1	chr4	134047907	134047917	-	0.000	0.000	Merged-chr4-134047792-28
NR1368--MA0511.2.RUNX2	chr10	117494059	117494067	+	0.000	0.000	Merged-chr10-117494286-56
NR2714--MA0002.2.RUNX1	chr13	29979450	29979460	-	0.000	0.000	Merged-chr13-29979339-43
NR10494--MA0684.1.RUNX3	chr9	80070225	80070234	-	0.000	0.000	Merged-chr9-80070269-16
NR3425--MA0002.2.RUNX1	chr14	74847801	74847811	-	0.000	0.000	Merged-chr14-74847708-53
NR9588--MA0002.2.RUNX1	chr7	126584626	126584636	+	0.000	0.000	Merged-chr7-126584739-30
NR170--MA0002.2.RUNX1	chr1	66816208	66816218	-	0.000	0.000	Merged-chr1-66816152-31
NR8734--MA0002.2.RUNX1	chr6	122826642	122826652	+	0.000	0.000	Merged-chr6-122826486-57
NR7659--MA0511.2.RUNX2	chr5	24393606	24393614	+	0.000	0.000	Merged-chr5-24393621-16
NR5979--MA0511.2.RUNX2	chr2	115856030	115856038	-	0.000	0.000	Merged-chr2-115856078-28
NR9174--MA0002.2.RUNX1	chr7	45069789	45069799	+	0.000	0.000	Merged-chr7-45069861-43
NR7437--MA0684.1.RUNX3	chr4	138257515	138257524	+	0.000	0.000	Merged-chr4-138257384-22
NR2552--MA0002.2.RUNX1	chr12	115790572	115790582	+	0.000	0.000	Merged-chr12-115790731-44
NR9401--MA0511.2.RUNX2	chr7	101636182	101636190	-	0.000	0.000	Merged-chr7-101636183-33
NR10669--MA0684.1.RUNX3	chr9	110781494	110781503	+	0.000	0.000	Merged-chr9-110781486-47
NR3329--MA0002.2.RUNX1	chr14	60705252	60705262	+	0.000	0.000	Merged-chr14-60705209-36
NR6640--MA0002.2.RUNX1	chr3	97294613	97294623	-	0.000	0.000	Merged-chr3-97294559-20
NR5565--MA0511.2.RUNX2	chr2	12423841	12423849	-	0.000	0.000	Merged-chr2-12423867-9
NR1649--MA0002.2.RUNX1	chr11	53128743	53128753	+	0.000	0.000	Merged-chr11-53128879-36
NR8843--MA0002.2.RUNX1	chr6	134710564	134710574	+	0.000	0.000	Merged-chr6-134710635-12
NR1506--MA0002.2.RUNX1	chr11	5432532	5432542	-	0.000	0.000	Merged-chr11-5432545-27
NR10334--MA0511.2.RUNX2	chr9	44037340	44037348	-	0.000	0.000	Merged-chr9-44037294-17
NR3315--MA0684.1.RUNX3	chr14	55882489	55882498	-	0.000	0.000	Merged-chr14-55882429-48
NR10778--MA0684.1.RUNX3	chr9	119894834	119894843	+	0.000	0.000	Merged-chr9-119894778-5
NR3438--MA0002.2.RUNX1	chr14	75987272	75987282	+	0.000	0.000	Merged-chr14-75987280-15
NR9954--MA0684.1.RUNX3	chr8	84813285	84813294	-	0.000	0.000	Merged-chr8-84813219-19
NR10235--MA0002.2.RUNX1	chr9	11514044	11514054	+	0.000	0.000	Merged-chr9-11513974-36
NR1758--MA0002.2.RUNX1	chr11	75336850	75336860	+	0.000	0.000	Merged-chr11-75337042-92
NR3994--MA0511.2.RUNX2	chr15	100905321	100905329	-	0.000	0.000	Merged-chr15-100905419-58
NR7403--MA0684.1.RUNX3	chr4	135045247	135045256	-	0.000	0.000	Merged-chr4-135045078-6
NR2313--MA0002.2.RUNX1	chr12	81933736	81933746	+	0.000	0.000	Merged-chr12-81933629-26
NR5518--MA0684.1.RUNX3	chr2	3731499	3731508	-	0.000	0.000	Merged-chr2-3731526-64
NR331--MA0684.1.RUNX3	chr1	106035310	106035319	-	0.000	0.000	Merged-chr1-106035367-19
NR10487--MA0002.2.RUNX1	chr9	79810687	79810697	-	0.000	0.000	Merged-chr9-79810670-36
NR6130--MA0002.2.RUNX1	chr2	144637307	144637317	+	0.000	0.000	Merged-chr2-144637414-14
NR5055--MA0511.2.RUNX2	chr18	69196344	69196352	-	0.000	0.000	Merged-chr18-69196479-70
NR9606--MA0684.1.RUNX3	chr7	128158909	128158918	-	0.000	0.000	Merged-chr7-128158931-27
NR9187--MA0002.2.RUNX1	chr7	46059140	46059150	+	0.000	0.000	Merged-chr7-46059080-51
NR1966--MA0511.2.RUNX2	chr11	107407889	107407897	+	0.000	0.000	Merged-chr11-107407910-19
NR4850--MA0684.1.RUNX3	chr17	88599144	88599153	-	0.000	0.000	Merged-chr17-88599180-35
NR10344--MA0002.2.RUNX1	chr9	44986692	44986702	+	0.000	0.000	Merged-chr9-44986606-109
NR5290--MA0684.1.RUNX3	chr19	21104865	21104874	-	0.000	0.000	Merged-chr19-21104768-51
NR3503--MA0511.2.RUNX2	chr14	103048757	103048765	+	0.000	0.000	Merged-chr14-103048950-60
NR9315--MA0002.2.RUNX1	chr7	81863350	81863360	-	0.000	0.000	Merged-chr7-81863346-31
NR9838--MA0002.2.RUNX1	chr8	46420600	46420610	-	0.000	0.000	Merged-chr8-46420639-16
NR5607--MA0002.2.RUNX1	chr2	25111282	25111292	+	0.000	0.000	Merged-chr2-25111409-51
NR8442--MA0002.2.RUNX1	chr6	53589949	53589959	+	0.000	0.000	Merged-chr6-53589975-53
NR215--MA0002.2.RUNX1	chr1	78537715	78537725	-	0.000	0.000	Merged-chr1-78537773-101
NR8078--MA0511.2.RUNX2	chr5	115516845	115516853	+	0.000	0.000	Merged-chr5-115516638-85
NR7268--MA0002.2.RUNX1	chr4	106987835	106987845	+	0.000	0.000	Merged-chr4-106987990-49
