#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR2107--MA0496.2.MAFK	chr11	62185076	62185094	+	0.000	0.000	Merged-chr11-62185170-13
NR4250--MA0089.1.MAFG::NFE2L1	chr14	115250671	115250676	-	0.000	0.000	Merged-chr14-115250840-27
NR4570--MA0591.1.Bach1::Mafk	chr15	64191472	64191486	+	0.000	0.000	Merged-chr15-64191593-19
NR8699--MA0089.1.MAFG::NFE2L1	chr4	106970971	106970976	+	0.000	0.000	Merged-chr4-106970923-40
NR6235--MA0089.1.MAFG::NFE2L1	chr19	29391476	29391481	+	0.000	0.000	Merged-chr19-29391437-12
NR9310--MA0089.1.MAFG::NFE2L1	chr5	65919588	65919593	-	0.000	0.000	Merged-chr5-65919481-40
NR6611--MA0089.1.MAFG::NFE2L1	chr2	34945686	34945691	-	0.000	0.000	Merged-chr2-34945759-18
NR10401--MA0089.1.MAFG::NFE2L1	chr6	114905013	114905018	+	0.000	0.000	Merged-chr6-114905018-60
NR12374--MA0089.1.MAFG::NFE2L1	chr9	62427249	62427254	-	0.000	0.000	Merged-chr9-62427197-10
NR2682--MA0089.1.MAFG::NFE2L1	chr12	39920748	39920753	-	0.000	0.000	Merged-chr12-39920734-11
NR160--MA0591.1.Bach1::Mafk	chr1	60875488	60875502	+	0.000	0.000	Merged-chr1-60875356-55
NR3338--MA0117.2.Mafb	chr13	34187617	34187628	+	0.000	0.000	Merged-chr13-34187711-22
NR5972--MA0089.1.MAFG::NFE2L1	chr18	70678712	70678717	+	0.000	0.000	Merged-chr18-70678715-18
NR161--MA0496.2.MAFK	chr1	60875486	60875504	+	0.000	0.000	Merged-chr1-60875356-55
NR7354--MA0501.1.MAF::NFE2	chr2	154732949	154732963	+	0.000	0.000	Merged-chr2-154732933-29
NR1268--MA0496.2.MAFK	chr10	34096553	34096571	+	0.000	0.000	Merged-chr10-34096665-20
NR5139--MA0591.1.Bach1::Mafk	chr16	84625362	84625376	-	0.000	0.000	Merged-chr16-84625247-15
NR10835--MA0496.2.MAFK	chr7	19086153	19086171	-	0.000	0.000	Merged-chr7-19086207-16
NR5944--MA0501.1.MAF::NFE2	chr18	65392718	65392732	-	0.000	0.000	Merged-chr18-65392671-27
NR10609--MA0117.2.Mafb	chr6	140521098	140521109	+	0.000	0.000	Merged-chr6-140520867-44
NR11063--MA0117.2.Mafb	chr7	74486377	74486388	+	0.000	0.000	Merged-chr7-74486188-34
NR6283--MA0496.2.MAFK	chr19	40618011	40618029	+	0.000	0.000	Merged-chr19-40618053-6
NR12387--MA0089.1.MAFG::NFE2L1	chr9	66667313	66667318	-	0.000	0.000	Merged-chr9-66667231-9
NR9325--MA0495.2.MAFF	chr5	67404581	67404601	-	0.000	0.000	Merged-chr5-67404737-28
NR6133--MA0089.1.MAFG::NFE2L1	chr19	4756441	4756446	+	0.000	0.000	Merged-chr19-4756265-110
NR9875--MA0496.2.MAFK	chr5	148831819	148831837	+	0.000	0.000	Merged-chr5-148831759-44
NR1275--MA0089.1.MAFG::NFE2L1	chr10	37335324	37335329	+	0.000	0.000	Merged-chr10-37335340-12
NR10047--MA0501.1.MAF::NFE2	chr6	40818709	40818723	-	0.000	0.000	Merged-chr6-40818610-48
NR12923--MA0117.2.Mafb	chrX	57253761	57253772	+	0.000	0.000	Merged-chrX-57253722-63
NR13072--MA0501.1.MAF::NFE2	chrY	1244631	1244645	+	0.000	0.000	Merged-chrY-1244513-1
NR9538--MA0089.1.MAFG::NFE2L1	chr5	100466750	100466755	-	0.000	0.000	Merged-chr5-100466890-43
NR138--MA0591.1.Bach1::Mafk	chr1	55489650	55489664	+	0.000	0.000	Merged-chr1-55489612-12
NR1160--MA0089.1.MAFG::NFE2L1	chr10	10224829	10224834	+	0.000	0.000	Merged-chr10-10224805-34
NR10873--MA0117.2.Mafb	chr7	28606130	28606141	-	0.000	0.000	Merged-chr7-28605979-11
NR5419--MA0089.1.MAFG::NFE2L1	chr17	32350426	32350431	+	0.000	0.000	Merged-chr17-32350599-47
NR4742--MA0591.1.Bach1::Mafk	chr15	95276695	95276709	+	0.000	0.000	Merged-chr15-95276729-22
NR7640--MA0089.1.MAFG::NFE2L1	chr3	31145874	31145879	-	0.000	0.000	Merged-chr3-31145985-42
NR4663--MA0496.2.MAFK	chr15	82906878	82906896	+	0.000	0.000	Merged-chr15-82906941-10
NR5045--MA0501.1.MAF::NFE2	chr16	57500955	57500969	-	0.000	0.000	Merged-chr16-57500995-13
NR6570--MA0591.1.Bach1::Mafk	chr2	27740439	27740453	-	0.000	0.000	Merged-chr2-27740391-16
NR5506--MA0089.1.MAFG::NFE2L1	chr17	57126043	57126048	+	0.000	0.000	Merged-chr17-57126152-41
NR654--MA0591.1.Bach1::Mafk	chr1	155224016	155224030	-	0.000	0.000	Merged-chr1-155224072-96
NR10412--MA0117.2.Mafb	chr6	116654427	116654438	-	0.000	0.000	Merged-chr6-116654306-47
NR9765--MA0501.1.MAF::NFE2	chr5	135957789	135957803	+	0.000	0.000	Merged-chr5-135957645-50
NR894--MA0089.1.MAFG::NFE2L1	chr1	178946040	178946045	-	0.000	0.000	Merged-chr1-178945993-1
NR6031--MA0089.1.MAFG::NFE2L1	chr18	79079970	79079975	+	0.000	0.000	Merged-chr18-79080001-30
NR12030--MA0496.2.MAFK	chr8	122533216	122533234	+	0.000	0.000	Merged-chr8-122533289-14
NR10312--MA0495.2.MAFF	chr6	99420832	99420852	+	0.000	0.000	Merged-chr6-99420809-31
NR2273--MA0496.2.MAFK	chr11	87240402	87240420	-	0.000	0.000	Merged-chr11-87240422-3
NR2684--MA0501.1.MAF::NFE2	chr12	40253441	40253455	+	0.000	0.000	Merged-chr12-40253438-36
NR9321--MA0089.1.MAFG::NFE2L1	chr5	67260613	67260618	-	0.000	0.000	Merged-chr5-67260794-69
NR6141--MA0591.1.Bach1::Mafk	chr19	6235889	6235903	-	0.000	0.000	Merged-chr19-6236034-63
NR8651--MA0501.1.MAF::NFE2	chr4	97831814	97831828	+	0.000	0.000	Merged-chr4-97831633-55
NR2723--MA0117.2.Mafb	chr12	54313288	54313299	-	0.000	0.000	Merged-chr12-54313214-97
NR1199--MA0117.2.Mafb	chr10	20855280	20855291	+	0.000	0.000	Merged-chr10-20855169-17
NR139--MA0089.1.MAFG::NFE2L1	chr1	55489689	55489694	-	0.000	0.000	Merged-chr1-55489612-12
NR6824--MA0089.1.MAFG::NFE2L1	chr2	71843497	71843502	+	0.000	0.000	Merged-chr2-71843530-15
NR3025--MA0117.2.Mafb	chr12	111713117	111713128	-	0.000	0.000	Merged-chr12-111713191-55
NR1866--MA0117.2.Mafb	chr11	3133605	3133616	+	0.000	0.000	Merged-chr11-3133574-54
NR12587--MA0089.1.MAFG::NFE2L1	chr9	92249676	92249681	+	0.000	0.000	Merged-chr9-92249565-3
NR3014--MA0591.1.Bach1::Mafk	chr12	110381508	110381522	-	0.000	0.000	Merged-chr12-110381552-59
NR6710--MA0501.1.MAF::NFE2	chr2	52938453	52938467	-	0.000	0.000	Merged-chr2-52938398-15
NR2909--MA0496.2.MAFK	chr12	98674815	98674833	-	0.000	0.000	Merged-chr12-98674935-52
NR2780--MA0089.1.MAFG::NFE2L1	chr12	76305069	76305074	+	0.000	0.000	Merged-chr12-76305169-2
NR8394--MA0659.1.MAFG	chr4	6446815	6446835	-	0.000	0.000	Merged-chr4-6446926-20
NR8931--MA0117.2.Mafb	chr4	141952347	141952358	-	0.000	0.000	Merged-chr4-141952458-47
NR8884--MA0089.1.MAFG::NFE2L1	chr4	134547510	134547515	+	0.000	0.000	Merged-chr4-134547498-8
NR12347--MA0501.1.MAF::NFE2	chr9	58542048	58542062	+	0.000	0.000	Merged-chr9-58542052-13
NR9623--MA0089.1.MAFG::NFE2L1	chr5	112242535	112242540	+	0.000	0.000	Merged-chr5-112242517-49
NR12843--MA0659.1.MAFG	chr9	123087821	123087841	-	0.000	0.000	Merged-chr9-123087769-13
NR4416--MA0501.1.MAF::NFE2	chr15	31536129	31536143	+	0.000	0.000	Merged-chr15-31536246-8
NR8701--MA0501.1.MAF::NFE2	chr4	106987841	106987855	-	0.000	0.000	Merged-chr4-106987990-49
NR11771--MA0659.1.MAFG	chr8	70635680	70635700	+	0.000	0.000	Merged-chr8-70635559-11
NR10049--MA0089.1.MAFG::NFE2L1	chr6	41202506	41202511	-	0.000	0.000	Merged-chr6-41202610-2
NR3258--MA0117.2.Mafb	chr13	21579924	21579935	-	0.000	0.000	Merged-chr13-21579773-26
NR9710--MA0089.1.MAFG::NFE2L1	chr5	122163508	122163513	-	0.000	0.000	Merged-chr5-122163401-39
NR1361--MA0591.1.Bach1::Mafk	chr10	61980632	61980646	+	0.000	0.000	Merged-chr10-61980559-36
NR12270--MA0089.1.MAFG::NFE2L1	chr9	37232464	37232469	+	0.000	0.000	Merged-chr9-37232426-6
NR9595--MA0501.1.MAF::NFE2	chr5	107524501	107524515	+	0.000	0.000	Merged-chr5-107524666-44
NR12295--MA0495.2.MAFF	chr9	44999338	44999358	+	0.000	0.000	Merged-chr9-44999415-9
NR10809--MA0591.1.Bach1::Mafk	chr7	16057373	16057387	+	0.000	0.000	Merged-chr7-16057177-61
NR3294--MA0659.1.MAFG	chr13	24515259	24515279	+	0.000	0.000	Merged-chr13-24515324-15
NR8612--MA0591.1.Bach1::Mafk	chr4	88722181	88722195	+	0.000	0.000	Merged-chr4-88722242-68
NR4576--MA0089.1.MAFG::NFE2L1	chr15	65787159	65787164	-	0.000	0.000	Merged-chr15-65787268-60
NR7397--MA0501.1.MAF::NFE2	chr2	163155369	163155383	-	0.000	0.000	Merged-chr2-163155228-25
NR10540--MA0496.2.MAFK	chr6	130430845	130430863	+	0.000	0.000	Merged-chr6-130430787-10
NR5294--MA0591.1.Bach1::Mafk	chr17	6861921	6861935	+	0.000	0.000	Merged-chr17-6861769-90
NR8101--MA0089.1.MAFG::NFE2L1	chr3	132684128	132684133	-	0.000	0.000	Merged-chr3-132684136-80
NR2086--MA0495.2.MAFF	chr11	60935531	60935551	-	0.000	0.000	Merged-chr11-60935533-50
NR5228--MA0089.1.MAFG::NFE2L1	chr16	94524782	94524787	-	0.000	0.000	Merged-chr16-94524850-22
NR7577--MA0089.1.MAFG::NFE2L1	chr3	9401032	9401037	-	0.000	0.000	Merged-chr3-9400917-27
NR3458--MA0089.1.MAFG::NFE2L1	chr13	63411879	63411884	-	0.000	0.000	Merged-chr13-63411826-2
NR1299--MA0089.1.MAFG::NFE2L1	chr10	41552949	41552954	+	0.000	0.000	Merged-chr10-41552694-34
NR10974--MA0501.1.MAF::NFE2	chr7	49762883	49762897	+	0.000	0.000	Merged-chr7-49762758-15
NR1675--MA0089.1.MAFG::NFE2L1	chr10	110727776	110727781	-	0.000	0.000	Merged-chr10-110727955-39
NR9333--MA0591.1.Bach1::Mafk	chr5	67437634	67437648	+	0.000	0.000	Merged-chr5-67437495-24
NR5819--MA0089.1.MAFG::NFE2L1	chr18	38495876	38495881	+	0.000	0.000	Merged-chr18-38495928-26
NR12308--MA0089.1.MAFG::NFE2L1	chr9	45955289	45955294	-	0.000	0.000	Merged-chr9-45955056-98
NR2301--MA0495.2.MAFF	chr11	94386615	94386635	-	0.000	0.000	Merged-chr11-94386453-49
NR5184--MA0501.1.MAF::NFE2	chr16	91366694	91366708	-	0.000	0.000	Merged-chr16-91366873-55
NR2125--MA0089.1.MAFG::NFE2L1	chr11	67965648	67965653	-	0.000	0.000	Merged-chr11-67965587-20
NR4474--MA0089.1.MAFG::NFE2L1	chr15	50651979	50651984	-	0.000	0.000	Merged-chr15-50651925-26
NR1994--MA0496.2.MAFK	chr11	46393540	46393558	+	0.000	0.000	Merged-chr11-46393520-11
NR509--MA0117.2.Mafb	chr1	131200226	131200237	+	0.000	0.000	Merged-chr1-131199978-81
NR7737--MA0495.2.MAFF	chr3	78958961	78958981	-	0.000	0.000	Merged-chr3-78959037-23
NR2296--MA0496.2.MAFK	chr11	94243315	94243333	+	0.000	0.000	Merged-chr11-94243595-44
NR6835--MA0089.1.MAFG::NFE2L1	chr2	75832997	75833002	-	0.000	0.000	Merged-chr2-75833051-1
NR10863--MA0501.1.MAF::NFE2	chr7	25239262	25239276	-	0.000	0.000	Merged-chr7-25239376-34
NR9043--MA0089.1.MAFG::NFE2L1	chr4	149854336	149854341	-	0.000	0.000	Merged-chr4-149854542-67
NR8680--MA0089.1.MAFG::NFE2L1	chr4	102987119	102987124	+	0.000	0.000	Merged-chr4-102987110-5
NR12470--MA0089.1.MAFG::NFE2L1	chr9	79962151	79962156	+	0.000	0.000	Merged-chr9-79962043-27
NR7680--MA0591.1.Bach1::Mafk	chr3	55652424	55652438	-	0.000	0.000	Merged-chr3-55652514-31
NR1996--MA0501.1.MAF::NFE2	chr11	46458125	46458139	-	0.000	0.000	Merged-chr11-46458055-5
NR3935--MA0501.1.MAF::NFE2	chr14	25378127	25378141	-	0.000	0.000	Merged-chr14-25378352-94
NR2303--MA0659.1.MAFG	chr11	94386615	94386635	+	0.000	0.000	Merged-chr11-94386453-49
NR12297--MA0117.2.Mafb	chr9	44999347	44999358	-	0.000	0.000	Merged-chr9-44999415-9
NR6852--MA0591.1.Bach1::Mafk	chr2	79774757	79774771	+	0.000	0.000	Merged-chr2-79774648-24
NR5502--MA0089.1.MAFG::NFE2L1	chr17	56898021	56898026	+	0.000	0.000	Merged-chr17-56897869-32
NR10712--MA0089.1.MAFG::NFE2L1	chr6	144182984	144182989	-	0.000	0.000	Merged-chr6-144182833-5
NR11265--MA0089.1.MAFG::NFE2L1	chr7	105515188	105515193	-	0.000	0.000	Merged-chr7-105515349-32
NR6786--MA0495.2.MAFF	chr2	65182839	65182859	+	0.000	0.000	Merged-chr2-65182800-62
NR12016--MA0591.1.Bach1::Mafk	chr8	120715486	120715500	-	0.000	0.000	Merged-chr8-120715474-36
NR12609--MA0495.2.MAFF	chr9	94691875	94691895	-	0.000	0.000	Merged-chr9-94691829-80
NR324--MA0089.1.MAFG::NFE2L1	chr1	88267991	88267996	+	0.000	0.000	Merged-chr1-88267879-42
NR3934--MA0089.1.MAFG::NFE2L1	chr14	25378132	25378137	+	0.000	0.000	Merged-chr14-25378352-94
NR2514--MA0089.1.MAFG::NFE2L1	chr11	116949997	116950002	-	0.000	0.000	Merged-chr11-116950052-23
NR7691--MA0501.1.MAF::NFE2	chr3	59296666	59296680	-	0.000	0.000	Merged-chr3-59296543-72
NR2088--MA0117.2.Mafb	chr11	60935540	60935551	-	0.000	0.000	Merged-chr11-60935533-50
NR2623--MA0496.2.MAFK	chr12	21437727	21437745	-	0.000	0.000	Merged-chr12-21437615-25
NR5790--MA0591.1.Bach1::Mafk	chr18	32147664	32147678	-	0.000	0.000	Merged-chr18-32147620-36
NR10910--MA0659.1.MAFG	chr7	30000836	30000856	+	0.000	0.000	Merged-chr7-30000834-5
NR2729--MA0089.1.MAFG::NFE2L1	chr12	55027308	55027313	-	0.000	0.000	Merged-chr12-55027232-31
NR7777--MA0089.1.MAFG::NFE2L1	chr3	88325033	88325038	-	0.000	0.000	Merged-chr3-88325153-39
NR511--MA0501.1.MAF::NFE2	chr1	131755079	131755093	+	0.000	0.000	Merged-chr1-131755018-5
NR8249--MA0591.1.Bach1::Mafk	chr3	145951485	145951499	-	0.000	0.000	Merged-chr3-145951501-19
NR9827--MA0591.1.Bach1::Mafk	chr5	144283871	144283885	+	0.000	0.000	Merged-chr5-144283852-24
NR5313--MA0089.1.MAFG::NFE2L1	chr17	13564981	13564986	-	0.000	0.000	Merged-chr17-13564978-21
NR4950--MA0089.1.MAFG::NFE2L1	chr16	43624986	43624991	+	0.000	0.000	Merged-chr16-43625129-31
NR2104--MA0591.1.Bach1::Mafk	chr11	62185078	62185092	-	0.000	0.000	Merged-chr11-62185170-13
NR4083--MA0089.1.MAFG::NFE2L1	chr14	67938973	67938978	-	0.000	0.000	Merged-chr14-67939054-1
NR1384--MA0089.1.MAFG::NFE2L1	chr10	67727766	67727771	+	0.000	0.000	Merged-chr10-67727735-22
NR2663--MA0591.1.Bach1::Mafk	chr12	32897737	32897751	-	0.000	0.000	Merged-chr12-32897664-25
NR9647--MA0089.1.MAFG::NFE2L1	chr5	115126817	115126822	+	0.000	0.000	Merged-chr5-115126925-31
NR5358--MA0659.1.MAFG	chr17	22866534	22866554	+	0.000	0.000	Merged-chr17-22866822-95
NR12017--MA0089.1.MAFG::NFE2L1	chr8	120716137	120716142	-	0.000	0.000	Merged-chr8-120716115-9
NR7864--MA0089.1.MAFG::NFE2L1	chr3	101238924	101238929	+	0.000	0.000	Merged-chr3-101238930-30
NR11548--MA0501.1.MAF::NFE2	chr7	139974472	139974486	+	0.000	0.000	Merged-chr7-139974525-52
NR1446--MA0117.2.Mafb	chr10	80900857	80900868	-	0.000	0.000	Merged-chr10-80900760-63
NR9941--MA0117.2.Mafb	chr6	8299319	8299330	+	0.000	0.000	Merged-chr6-8299314-15
NR11555--MA0495.2.MAFF	chr7	141072584	141072604	-	0.000	0.000	Merged-chr7-141072410-71
NR1678--MA0501.1.MAF::NFE2	chr10	111444440	111444454	-	0.000	0.000	Merged-chr10-111444388-2
NR7615--MA0591.1.Bach1::Mafk	chr3	21936119	21936133	+	0.000	0.000	Merged-chr3-21936128-91
NR2599--MA0591.1.Bach1::Mafk	chr12	15811771	15811785	+	0.000	0.000	Merged-chr12-15811908-21
NR7084--MA0089.1.MAFG::NFE2L1	chr2	121271577	121271582	+	0.000	0.000	Merged-chr2-121271299-80
NR12294--MA0089.1.MAFG::NFE2L1	chr9	44582570	44582575	-	0.000	0.000	Merged-chr9-44582588-15
NR13061--MA0591.1.Bach1::Mafk	chrX	167106150	167106164	-	0.000	0.000	Merged-chrX-167106124-35
NR3341--MA0089.1.MAFG::NFE2L1	chr13	35871419	35871424	-	0.000	0.000	Merged-chr13-35871308-48
NR9912--MA0496.2.MAFK	chr6	4086718	4086736	+	0.000	0.000	Merged-chr6-4086905-51
NR4501--MA0659.1.MAFG	chr15	55838807	55838827	-	0.000	0.000	Merged-chr15-55838772-33
NR2321--MA0117.2.Mafb	chr11	95310316	95310327	-	0.000	0.000	Merged-chr11-95310045-112
NR11351--MA0659.1.MAFG	chr7	116409582	116409602	-	0.000	0.000	Merged-chr7-116409560-37
NR2556--MA0591.1.Bach1::Mafk	chr11	121039354	121039368	-	0.000	0.000	Merged-chr11-121039238-62
NR11557--MA0659.1.MAFG	chr7	141072584	141072604	+	0.000	0.000	Merged-chr7-141072410-71
NR6316--MA0591.1.Bach1::Mafk	chr19	46478918	46478932	-	0.000	0.000	Merged-chr19-46479050-50
NR4915--MA0496.2.MAFK	chr16	34120984	34121002	+	0.000	0.000	Merged-chr16-34121097-41
NR12360--MA0501.1.MAF::NFE2	chr9	61708039	61708053	-	0.000	0.000	Merged-chr9-61708026-57
NR1988--MA0089.1.MAFG::NFE2L1	chr11	44489403	44489408	+	0.000	0.000	Merged-chr11-44489355-8
NR5002--MA0496.2.MAFK	chr16	52418694	52418712	+	0.000	0.000	Merged-chr16-52418568-49
NR2223--MA0089.1.MAFG::NFE2L1	chr11	79678678	79678683	-	0.000	0.000	Merged-chr11-79678746-30
NR6466--MA0659.1.MAFG	chr2	8628739	8628759	+	0.000	0.000	Merged-chr2-8628681-1
NR2513--MA0591.1.Bach1::Mafk	chr11	116866099	116866113	-	0.000	0.000	Merged-chr11-116866223-5
NR4208--MA0089.1.MAFG::NFE2L1	chr14	103048830	103048835	-	0.000	0.000	Merged-chr14-103048950-60
NR1391--MA0501.1.MAF::NFE2	chr10	68240713	68240727	+	0.000	0.000	Merged-chr10-68240828-58
NR5137--MA0495.2.MAFF	chr16	84625359	84625379	+	0.000	0.000	Merged-chr16-84625247-15
NR11953--MA0501.1.MAF::NFE2	chr8	109863472	109863486	-	0.000	0.000	Merged-chr8-109863558-21
NR85--MA0117.2.Mafb	chr1	38884008	38884019	+	0.000	0.000	Merged-chr1-38884000-31
NR3763--MA0495.2.MAFF	chr13	111265851	111265871	-	0.000	0.000	Merged-chr13-111265821-37
NR9375--MA0496.2.MAFK	chr5	74471050	74471068	+	0.000	0.000	Merged-chr5-74471085-11
NR1987--MA0501.1.MAF::NFE2	chr11	43748001	43748015	-	0.000	0.000	Merged-chr11-43747947-60
NR11783--MA0496.2.MAFK	chr8	71882026	71882044	-	0.000	0.000	Merged-chr8-71881954-63
NR7341--MA0659.1.MAFG	chr2	153350989	153351009	+	0.000	0.000	Merged-chr2-153350886-63
NR6768--MA0591.1.Bach1::Mafk	chr2	62630554	62630568	-	0.000	0.000	Merged-chr2-62630676-23
NR4370--MA0089.1.MAFG::NFE2L1	chr15	8109315	8109320	-	0.000	0.000	Merged-chr15-8109261-61
NR9558--MA0089.1.MAFG::NFE2L1	chr5	100729046	100729051	-	0.000	0.000	Merged-chr5-100728924-32
NR9852--MA0591.1.Bach1::Mafk	chr5	146867674	146867688	-	0.000	0.000	Merged-chr5-146867667-49
NR10649--MA0089.1.MAFG::NFE2L1	chr6	141595593	141595598	-	0.000	0.000	Merged-chr6-141595501-1
NR8250--MA0501.1.MAF::NFE2	chr3	145951482	145951496	-	0.000	0.000	Merged-chr3-145951501-19
NR9067--MA0089.1.MAFG::NFE2L1	chr4	155161534	155161539	+	0.000	0.000	Merged-chr4-155161514-2
NR12299--MA0591.1.Bach1::Mafk	chr9	44999341	44999355	-	0.000	0.000	Merged-chr9-44999415-9
NR6130--MA0117.2.Mafb	chr19	4169565	4169576	+	0.000	0.000	Merged-chr19-4169695-50
NR2187--MA0501.1.MAF::NFE2	chr11	76770747	76770761	+	0.000	0.000	Merged-chr11-76770779-7
NR4585--MA0089.1.MAFG::NFE2L1	chr15	67145671	67145676	-	0.000	0.000	Merged-chr15-67145484-28
NR6240--MA0089.1.MAFG::NFE2L1	chr19	30113498	30113503	+	0.000	0.000	Merged-chr19-30113626-34
NR7309--MA0089.1.MAFG::NFE2L1	chr2	150840273	150840278	-	0.000	0.000	Merged-chr2-150840392-23
NR9510--MA0495.2.MAFF	chr5	97002395	97002415	+	0.000	0.000	Merged-chr5-97002471-16
NR5943--MA0495.2.MAFF	chr18	65207395	65207415	-	0.000	0.000	Merged-chr18-65207601-18
NR235--MA0495.2.MAFF	chr1	69752817	69752837	+	0.000	0.000	Merged-chr1-69753005-34
NR2538--MA0089.1.MAFG::NFE2L1	chr11	119150942	119150947	+	0.000	0.000	Merged-chr11-119151061-17
NR10909--MA0495.2.MAFF	chr7	30000836	30000856	-	0.000	0.000	Merged-chr7-30000834-5
NR6892--MA0501.1.MAF::NFE2	chr2	90528309	90528323	-	0.000	0.000	Merged-chr2-90528384-23
NR4408--MA0089.1.MAFG::NFE2L1	chr15	31117636	31117641	-	0.000	0.000	Merged-chr15-31117559-26
NR5793--MA0501.1.MAF::NFE2	chr18	32311873	32311887	-	0.000	0.000	Merged-chr18-32311918-36
NR811--MA0089.1.MAFG::NFE2L1	chr1	171995194	171995199	-	0.000	0.000	Merged-chr1-171995343-37
NR11967--MA0089.1.MAFG::NFE2L1	chr8	111998985	111998990	-	0.000	0.000	Merged-chr8-111998914-9
NR12857--MA0591.1.Bach1::Mafk	chrX	11839721	11839735	-	0.000	0.000	Merged-chrX-11839890-20
NR2929--MA0501.1.MAF::NFE2	chr12	100903999	100904013	-	0.000	0.000	Merged-chr12-100903895-50
NR5048--MA0089.1.MAFG::NFE2L1	chr16	58465508	58465513	-	0.000	0.000	Merged-chr16-58465503-54
NR10588--MA0501.1.MAF::NFE2	chr6	137535765	137535779	+	0.000	0.000	Merged-chr6-137535864-11
NR3150--MA0089.1.MAFG::NFE2L1	chr12	117941382	117941387	-	0.000	0.000	Merged-chr12-117941407-5
NR12619--MA0089.1.MAFG::NFE2L1	chr9	96545543	96545548	-	0.000	0.000	Merged-chr9-96545653-10
NR2673--MA0496.2.MAFK	chr12	34333217	34333235	-	0.000	0.000	Merged-chr12-34333193-16
NR3365--MA0089.1.MAFG::NFE2L1	chr13	44800185	44800190	+	0.000	0.000	Merged-chr13-44800110-59
NR9845--MA0089.1.MAFG::NFE2L1	chr5	146249075	146249080	-	0.000	0.000	Merged-chr5-146249004-18
NR333--MA0089.1.MAFG::NFE2L1	chr1	88699521	88699526	+	0.000	0.000	Merged-chr1-88699644-21
NR10069--MA0089.1.MAFG::NFE2L1	chr6	48788008	48788013	-	0.000	0.000	Merged-chr6-48788087-5
NR9991--MA0117.2.Mafb	chr6	28480109	28480120	+	0.000	0.000	Merged-chr6-28480250-52
NR1286--MA0501.1.MAF::NFE2	chr10	39506344	39506358	+	0.000	0.000	Merged-chr10-39506293-64
NR2738--MA0089.1.MAFG::NFE2L1	chr12	58964840	58964845	-	0.000	0.000	Merged-chr12-58964801-9
NR1318--MA0089.1.MAFG::NFE2L1	chr10	43980951	43980956	-	0.000	0.000	Merged-chr10-43980913-2
NR11797--MA0496.2.MAFK	chr8	72571104	72571122	+	0.000	0.000	Merged-chr8-72571324-95
NR10029--MA0117.2.Mafb	chr6	34863111	34863122	-	0.000	0.000	Merged-chr6-34862986-94
NR10532--MA0089.1.MAFG::NFE2L1	chr6	129552655	129552660	-	0.000	0.000	Merged-chr6-129552660-25
NR1203--MA0089.1.MAFG::NFE2L1	chr10	21245255	21245260	-	0.000	0.000	Merged-chr10-21245318-22
NR2246--MA0659.1.MAFG	chr11	85324146	85324166	+	0.000	0.000	Merged-chr11-85324179-42
NR5851--MA0117.2.Mafb	chr18	46201103	46201114	-	0.000	0.000	Merged-chr18-46201005-50
NR10538--MA0591.1.Bach1::Mafk	chr6	130430847	130430861	+	0.000	0.000	Merged-chr6-130430787-10
NR6957--MA0089.1.MAFG::NFE2L1	chr2	112555833	112555838	+	0.000	0.000	Merged-chr2-112555815-4
NR4798--MA0089.1.MAFG::NFE2L1	chr15	102263117	102263122	-	0.000	0.000	Merged-chr15-102263146-38
NR11359--MA0495.2.MAFF	chr7	117449844	117449864	+	0.000	0.000	Merged-chr7-117449738-12
NR4537--MA0501.1.MAF::NFE2	chr15	60141740	60141754	-	0.000	0.000	Merged-chr15-60141822-49
NR520--MA0089.1.MAFG::NFE2L1	chr1	133788047	133788052	-	0.000	0.000	Merged-chr1-133787965-48
NR10960--MA0117.2.Mafb	chr7	45779524	45779535	+	0.000	0.000	Merged-chr7-45779377-55
NR2531--MA0501.1.MAF::NFE2	chr11	118212949	118212963	-	0.000	0.000	Merged-chr11-118212846-19
NR329--MA0496.2.MAFK	chr1	88497496	88497514	+	0.000	0.000	Merged-chr1-88497619-10
NR1432--MA0501.1.MAF::NFE2	chr10	77288757	77288771	-	0.000	0.000	Merged-chr10-77288922-8
NR3629--MA0496.2.MAFK	chr13	99412995	99413013	+	0.000	0.000	Merged-chr13-99412830-24
NR11690--MA0591.1.Bach1::Mafk	chr8	34208226	34208240	+	0.000	0.000	Merged-chr8-34208072-51
NR1454--MA0591.1.Bach1::Mafk	chr10	81407753	81407767	-	0.000	0.000	Merged-chr10-81407786-38
NR231--MA0089.1.MAFG::NFE2L1	chr1	69545473	69545478	+	0.000	0.000	Merged-chr1-69544965-96
NR12240--MA0117.2.Mafb	chr9	32539809	32539820	-	0.000	0.000	Merged-chr9-32539747-88
NR5751--MA0495.2.MAFF	chr18	20982595	20982615	-	0.000	0.000	Merged-chr18-20982591-12
