#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.1_up.bed
NR48925--MA0740.1.KLF14	chr5	105709888	105709901	-	0.000	0.000	Merged-chr5-105709845-15
NR2252--MA1107.1.KLF9	chr1	133801281	133801293	-	0.000	0.000	Merged-chr1-133801271-79
NR33808--MA0741.1.KLF16	chr2	32493474	32493484	-	0.000	0.000	Merged-chr2-32493543-52
NR67722--MA1107.1.KLF9	chrX	102060973	102060985	-	0.000	0.000	Merged-chrX-102061073-12
NR8094--MA0740.1.KLF14	chr10	119001818	119001831	+	0.000	0.000	Merged-chr10-119001692-38
NR33182--MA1107.1.KLF9	chr2	17712687	17712699	+	0.000	0.000	Merged-chr2-17712795-10
NR39225--MA0493.1.Klf1	chr3	68784304	68784314	-	0.000	0.000	Merged-chr3-68784168-43
NR7339--MA1107.1.KLF9	chr10	94551754	94551766	-	0.000	0.000	Merged-chr10-94551623-4
NR21751--MA1107.1.KLF9	chr15	59805086	59805098	+	0.000	0.000	Merged-chr15-59805045-21
NR36157--MA0657.1.KLF13	chr2	127922210	127922227	-	0.000	0.000	Merged-chr2-127922166-31
NR13525--MA0493.1.Klf1	chr12	41040118	41040128	-	0.000	0.000	Merged-chr12-41040097-12
NR26870--MA0657.1.KLF13	chr17	31873453	31873470	-	0.000	0.000	Merged-chr17-31873313-29
NR60885--MA0039.3.KLF4	chr8	68218578	68218588	-	0.000	0.000	Merged-chr8-68218689-19
NR26502--MA1107.1.KLF9	chr17	25584051	25584063	-	0.000	0.000	Merged-chr17-25583989-33
NR40128--MA0741.1.KLF16	chr3	101748388	101748398	+	0.000	0.000	Merged-chr3-101748481-44
NR53328--MA1107.1.KLF9	chr6	100879712	100879724	+	0.000	0.000	Merged-chr6-100879682-24
NR44039--MA0493.1.Klf1	chr4	107210267	107210277	-	0.000	0.000	Merged-chr4-107210545-62
NR39905--MA1107.1.KLF9	chr3	96338265	96338277	+	0.000	0.000	Merged-chr3-96338308-3
NR364--MA0039.3.KLF4	chr1	37286804	37286814	-	0.000	0.000	Merged-chr1-37286924-34
NR40257--MA0493.1.Klf1	chr3	104796706	104796716	-	0.000	0.000	Merged-chr3-104796663-34
NR57903--MA0493.1.Klf1	chr7	101634655	101634665	+	0.000	0.000	Merged-chr7-101634721-37
NR66637--MA1107.1.KLF9	chr9	119744237	119744249	-	0.000	0.000	Merged-chr9-119744132-67
NR45119--MA0039.3.KLF4	chr4	132749104	132749114	-	0.000	0.000	Merged-chr4-132748989-25
NR14082--MA0741.1.KLF16	chr12	77765418	77765428	+	0.000	0.000	Merged-chr12-77765433-12
NR14521--MA0493.1.Klf1	chr12	94083667	94083677	+	0.000	0.000	Merged-chr12-94083592-14
NR47997--MA0039.3.KLF4	chr5	72202166	72202176	+	0.000	0.000	Merged-chr5-72202096-40
NR37534--MA0599.1.KLF5	chr2	164867067	164867076	+	0.000	0.000	Merged-chr2-164866998-31
NR18290--MA0657.1.KLF13	chr13	113549197	113549214	+	0.000	0.000	Merged-chr13-113549207-25
NR24332--MA0493.1.Klf1	chr16	35984021	35984031	-	0.000	0.000	Merged-chr16-35984000-4
NR39903--MA0741.1.KLF16	chr3	96338266	96338276	+	0.000	0.000	Merged-chr3-96338308-3
NR53458--MA1107.1.KLF9	chr6	108630897	108630909	+	0.000	0.000	Merged-chr6-108631007-44
NR12791--MA0742.1.Klf12	chr11	118200328	118200342	-	0.000	0.000	Merged-chr11-118200400-19
NR53747--MA0742.1.Klf12	chr6	119199104	119199118	+	0.000	0.000	Merged-chr6-119199024-52
NR29677--MA0741.1.KLF16	chr18	46917805	46917815	-	0.000	0.000	Merged-chr18-46917814-10
NR50958--MA0039.3.KLF4	chr5	143976870	143976880	-	0.000	0.000	Merged-chr5-143976902-14
NR64140--MA0493.1.Klf1	chr9	50537457	50537467	+	0.000	0.000	Merged-chr9-50537430-19
NR63730--MA1107.1.KLF9	chr9	32539680	32539692	+	0.000	0.000	Merged-chr9-32539747-88
NR25412--MA0039.3.KLF4	chr16	93777385	93777395	+	0.000	0.000	Merged-chr16-93777222-1
NR5079--MA1107.1.KLF9	chr10	20281632	20281644	+	0.000	0.000	Merged-chr10-20281832-45
NR37767--MA0599.1.KLF5	chr2	167831835	167831844	-	0.000	0.000	Merged-chr2-167831852-3
NR66161--MA0741.1.KLF16	chr9	110896757	110896767	-	0.000	0.000	Merged-chr9-110896831-29
NR25395--MA0740.1.KLF14	chr16	93552856	93552869	+	0.000	0.000	Merged-chr16-93552984-42
NR5503--MA0742.1.Klf12	chr10	44368843	44368857	+	0.000	0.000	Merged-chr10-44368737-26
NR4512--MA0741.1.KLF16	chr1	191738896	191738906	-	0.000	0.000	Merged-chr1-191738954-40
NR21747--MA1107.1.KLF9	chr15	59762305	59762317	-	0.000	0.000	Merged-chr15-59762255-43
NR24457--MA1107.1.KLF9	chr16	44362189	44362201	+	0.000	0.000	Merged-chr16-44362356-45
NR40107--MA0741.1.KLF16	chr3	101570947	101570957	+	0.000	0.000	Merged-chr3-101570775-35
NR29208--MA1107.1.KLF9	chr18	23733803	23733815	+	0.000	0.000	Merged-chr18-23733972-8
NR65356--MA0599.1.KLF5	chr9	92274696	92274705	-	0.000	0.000	Merged-chr9-92274591-56
NR65122--MA1107.1.KLF9	chr9	80266691	80266703	-	0.000	0.000	Merged-chr9-80266579-55
NR47301--MA0741.1.KLF16	chr5	32148851	32148861	+	0.000	0.000	Merged-chr5-32148738-21
NR5475--MA0741.1.KLF16	chr10	43004695	43004705	+	0.000	0.000	Merged-chr10-43004823-13
NR24962--MA0742.1.Klf12	chr16	75920943	75920957	+	0.000	0.000	Merged-chr16-75921068-56
NR28313--MA0741.1.KLF16	chr17	74864999	74865009	-	0.000	0.000	Merged-chr17-74864979-18
NR31849--MA0741.1.KLF16	chr19	31337340	31337350	-	0.000	0.000	Merged-chr19-31337298-1
NR39231--MA0741.1.KLF16	chr3	68784320	68784330	-	0.000	0.000	Merged-chr3-68784168-43
NR11954--MA1107.1.KLF9	chr11	102074293	102074305	+	0.000	0.000	Merged-chr11-102074455-23
NR37427--MA0599.1.KLF5	chr2	163084402	163084411	+	0.000	0.000	Merged-chr2-163084384-15
NR12795--MA0741.1.KLF16	chr11	118200331	118200341	-	0.000	0.000	Merged-chr11-118200400-19
NR5659--MA0742.1.Klf12	chr10	59897199	59897213	-	0.000	0.000	Merged-chr10-59896998-59
NR18292--MA0741.1.KLF16	chr13	113549199	113549209	+	0.000	0.000	Merged-chr13-113549207-25
NR25325--MA0742.1.Klf12	chr16	91588231	91588245	+	0.000	0.000	Merged-chr16-91588038-25
NR14517--MA0493.1.Klf1	chr12	94083629	94083639	+	0.000	0.000	Merged-chr12-94083592-14
NR13225--MA1107.1.KLF9	chr12	17511203	17511215	+	0.000	0.000	Merged-chr12-17511273-48
NR18778--MA0493.1.Klf1	chr14	25161886	25161896	+	0.000	0.000	Merged-chr14-25161984-35
NR54558--MA0741.1.KLF16	chr6	140507838	140507848	+	0.000	0.000	Merged-chr6-140507900-3
NR37663--MA1107.1.KLF9	chr2	166740622	166740634	-	0.000	0.000	Merged-chr2-166740656-12
NR41181--MA1107.1.KLF9	chr3	133583906	133583918	-	0.000	0.000	Merged-chr3-133583850-2
NR40512--MA1107.1.KLF9	chr3	115706548	115706560	+	0.000	0.000	Merged-chr3-115706402-1
NR21538--MA0599.1.KLF5	chr15	42983297	42983306	+	0.000	0.000	Merged-chr15-42983258-15
NR16806--MA0741.1.KLF16	chr13	63189565	63189575	-	0.000	0.000	Merged-chr13-63189715-33
NR59433--MA0039.3.KLF4	chr7	137476771	137476781	+	0.000	0.000	Merged-chr7-137476773-22
NR13150--MA0599.1.KLF5	chr12	12320904	12320913	-	0.000	0.000	Merged-chr12-12320871-15
NR18911--MA0740.1.KLF14	chr14	30827013	30827026	-	0.000	0.000	Merged-chr14-30826905-18
NR7376--MA0493.1.Klf1	chr10	95009212	95009222	-	0.000	0.000	Merged-chr10-95009173-43
NR37211--MA1107.1.KLF9	chr2	157148002	157148014	-	0.000	0.000	Merged-chr2-157147783-53
NR67718--MA0039.3.KLF4	chrX	102037220	102037230	-	0.000	0.000	Merged-chrX-102037181-28
NR60372--MA0741.1.KLF16	chr8	27120707	27120717	+	0.000	0.000	Merged-chr8-27120765-34
NR37627--MA0039.3.KLF4	chr2	166625664	166625674	-	0.000	0.000	Merged-chr2-166625583-45
NR33635--MA1107.1.KLF9	chr2	29870406	29870418	+	0.000	0.000	Merged-chr2-29870260-12
NR18777--MA0039.3.KLF4	chr14	25161888	25161898	+	0.000	0.000	Merged-chr14-25161984-35
NR4464--MA1107.1.KLF9	chr1	191152525	191152537	+	0.000	0.000	Merged-chr1-191152485-1
NR22396--MA0741.1.KLF16	chr15	80192526	80192536	+	0.000	0.000	Merged-chr15-80192413-58
NR37669--MA0599.1.KLF5	chr2	166754509	166754518	+	0.000	0.000	Merged-chr2-166754668-37
NR20390--MA0599.1.KLF5	chr14	100235723	100235732	+	0.000	0.000	Merged-chr14-100235821-25
NR52938--MA0493.1.Klf1	chr6	87394988	87394998	+	0.000	0.000	Merged-chr6-87395104-19
NR2715--MA0741.1.KLF16	chr1	151613464	151613474	+	0.000	0.000	Merged-chr1-151613371-29
NR50789--MA1107.1.KLF9	chr5	140839008	140839020	+	0.000	0.000	Merged-chr5-140838792-15
NR15638--MA1107.1.KLF9	chr13	9360274	9360286	-	0.000	0.000	Merged-chr13-9360244-14
NR56617--MA0493.1.Klf1	chr7	45771257	45771267	+	0.000	0.000	Merged-chr7-45771241-24
NR38525--MA1107.1.KLF9	chr3	19662068	19662080	-	0.000	0.000	Merged-chr3-19662014-20
NR53760--MA0741.1.KLF16	chr6	119199107	119199117	+	0.000	0.000	Merged-chr6-119199024-52
NR17607--MA0740.1.KLF14	chr13	98692030	98692043	-	0.000	0.000	Merged-chr13-98692096-35
NR18343--MA0039.3.KLF4	chr13	114887433	114887443	-	0.000	0.000	Merged-chr13-114887526-35
NR40108--MA0742.1.Klf12	chr3	101588934	101588948	+	0.000	0.000	Merged-chr3-101588946-10
NR21408--MA0493.1.Klf1	chr15	36562768	36562778	+	0.000	0.000	Merged-chr15-36562926-39
NR41177--MA1107.1.KLF9	chr3	133583898	133583910	-	0.000	0.000	Merged-chr3-133583850-2
NR33332--MA0599.1.KLF5	chr2	25148074	25148083	+	0.000	0.000	Merged-chr2-25148103-14
NR52509--MA0741.1.KLF16	chr6	67339548	67339558	+	0.000	0.000	Merged-chr6-67339720-32
NR37207--MA1107.1.KLF9	chr2	157147994	157148006	-	0.000	0.000	Merged-chr2-157147783-53
NR26830--MA0741.1.KLF16	chr17	31326299	31326309	-	0.000	0.000	Merged-chr17-31326302-35
NR21536--MA0740.1.KLF14	chr15	42983296	42983309	+	0.000	0.000	Merged-chr15-42983258-15
NR37490--MA0599.1.KLF5	chr2	164041243	164041252	-	0.000	0.000	Merged-chr2-164041176-18
NR32381--MA0599.1.KLF5	chr19	46503754	46503763	-	0.000	0.000	Merged-chr19-46503921-48
NR27194--MA0039.3.KLF4	chr17	35742089	35742099	+	0.000	0.000	Merged-chr17-35741988-36
NR46711--MA0039.3.KLF4	chr5	8373552	8373562	+	0.000	0.000	Merged-chr5-8373673-6
NR18--MA0493.1.Klf1	chr1	6467070	6467080	-	0.000	0.000	Merged-chr1-6467226-38
NR37319--MA1107.1.KLF9	chr2	160657995	160658007	-	0.000	0.000	Merged-chr2-160657923-30
NR61229--MA1107.1.KLF9	chr8	72162996	72163008	+	0.000	0.000	Merged-chr8-72162977-17
NR6882--MA0493.1.Klf1	chr10	83336550	83336560	-	0.000	0.000	Merged-chr10-83336542-10
NR3138--MA0493.1.Klf1	chr1	161791979	161791989	-	0.000	0.000	Merged-chr1-161792020-2
NR28706--MA0493.1.Klf1	chr17	85908829	85908839	+	0.000	0.000	Merged-chr17-85908968-35
NR57715--MA0039.3.KLF4	chr7	98108947	98108957	+	0.000	0.000	Merged-chr7-98109106-60
NR21547--MA0493.1.Klf1	chr15	42983349	42983359	+	0.000	0.000	Merged-chr15-42983258-15
NR31138--MA1107.1.KLF9	chr19	4294651	4294663	+	0.000	0.000	Merged-chr19-4294616-52
NR40432--MA1107.1.KLF9	chr3	108727623	108727635	-	0.000	0.000	Merged-chr3-108727524-22
NR50253--MA0741.1.KLF16	chr5	134269616	134269626	-	0.000	0.000	Merged-chr5-134269909-65
NR14691--MA0039.3.KLF4	chr12	102351065	102351075	-	0.000	0.000	Merged-chr12-102350976-38
NR25485--MA1107.1.KLF9	chr16	94402319	94402331	-	0.000	0.000	Merged-chr16-94402317-35
NR39078--MA1107.1.KLF9	chr3	60111325	60111337	+	0.000	0.000	Merged-chr3-60111409-19
NR62462--MA1107.1.KLF9	chr8	115726941	115726953	-	0.000	0.000	Merged-chr8-115726918-55
NR13268--MA0742.1.Klf12	chr12	21480429	21480443	+	0.000	0.000	Merged-chr12-21480312-60
NR13271--MA0493.1.Klf1	chr12	21480429	21480439	+	0.000	0.000	Merged-chr12-21480312-60
NR5484--MA0599.1.KLF5	chr10	43954217	43954226	-	0.000	0.000	Merged-chr10-43954194-45
NR17612--MA1107.1.KLF9	chr13	98692031	98692043	-	0.000	0.000	Merged-chr13-98692096-35
NR17155--MA0039.3.KLF4	chr13	81402029	81402039	+	0.000	0.000	Merged-chr13-81401902-10
NR20004--MA0039.3.KLF4	chr14	73596756	73596766	+	0.000	0.000	Merged-chr14-73596722-14
NR7754--MA0742.1.Klf12	chr10	111635680	111635694	-	0.000	0.000	Merged-chr10-111635766-22
NR28705--MA0039.3.KLF4	chr17	85908831	85908841	+	0.000	0.000	Merged-chr17-85908968-35
NR3057--MA1107.1.KLF9	chr1	159812995	159813007	-	0.000	0.000	Merged-chr1-159812982-41
NR41742--MA0493.1.Klf1	chr3	148419634	148419644	-	0.000	0.000	Merged-chr3-148419698-33
NR40111--MA0599.1.KLF5	chr3	101588959	101588968	+	0.000	0.000	Merged-chr3-101588946-10
NR21546--MA0039.3.KLF4	chr15	42983351	42983361	+	0.000	0.000	Merged-chr15-42983258-15
NR3047--MA0742.1.Klf12	chr1	159812993	159813007	-	0.000	0.000	Merged-chr1-159812982-41
NR28616--MA1107.1.KLF9	chr17	84116730	84116742	+	0.000	0.000	Merged-chr17-84116630-65
NR6900--MA0742.1.Klf12	chr10	83722732	83722746	+	0.000	0.000	Merged-chr10-83722684-72
NR42720--MA0493.1.Klf1	chr4	41770563	41770573	+	0.000	0.000	Merged-chr4-41770467-12
NR3052--MA0039.3.KLF4	chr1	159813014	159813024	-	0.000	0.000	Merged-chr1-159812982-41
NR4026--MA1107.1.KLF9	chr1	183180651	183180663	-	0.000	0.000	Merged-chr1-183180587-56
NR56224--MA0599.1.KLF5	chr7	31031919	31031928	+	0.000	0.000	Merged-chr7-31031956-7
NR3630--MA1107.1.KLF9	chr1	173437339	173437351	+	0.000	0.000	Merged-chr1-173437499-84
NR19851--MA0741.1.KLF16	chr14	67911771	67911781	-	0.000	0.000	Merged-chr14-67911920-26
NR37317--MA0741.1.KLF16	chr2	160657972	160657982	-	0.000	0.000	Merged-chr2-160657923-30
NR46511--MA0493.1.Klf1	chr4	155082197	155082207	+	0.000	0.000	Merged-chr4-155082260-14
NR26245--MA0599.1.KLF5	chr17	21423219	21423228	-	0.000	0.000	Merged-chr17-21423109-81
NR62454--MA0493.1.Klf1	chr8	115276530	115276540	+	0.000	0.000	Merged-chr8-115276533-28
NR23516--MA1107.1.KLF9	chr16	4674265	4674277	-	0.000	0.000	Merged-chr16-4674174-55
NR52675--MA0599.1.KLF5	chr6	72957874	72957883	-	0.000	0.000	Merged-chr6-72957924-4
NR31658--MA0741.1.KLF16	chr19	21785270	21785280	+	0.000	0.000	Merged-chr19-21785424-37
NR12200--MA0599.1.KLF5	chr11	106752391	106752400	+	0.000	0.000	Merged-chr11-106752328-41
NR20380--MA0657.1.KLF13	chr14	99266178	99266195	-	0.000	0.000	Merged-chr14-99266048-28
NR11343--MA0599.1.KLF5	chr11	88950969	88950978	+	0.000	0.000	Merged-chr11-88951020-7
NR62467--MA1107.1.KLF9	chr8	115728735	115728747	+	0.000	0.000	Merged-chr8-115728663-11
NR37235--MA0493.1.Klf1	chr2	158105826	158105836	-	0.000	0.000	Merged-chr2-158105775-9
NR36301--MA0741.1.KLF16	chr2	132115586	132115596	-	0.000	0.000	Merged-chr2-132115491-16
NR3084--MA1107.1.KLF9	chr1	160307373	160307385	+	0.000	0.000	Merged-chr1-160307254-61
NR27884--MA0039.3.KLF4	chr17	56905173	56905183	+	0.000	0.000	Merged-chr17-56905051-10
NR29222--MA0742.1.Klf12	chr18	23841682	23841696	-	0.000	0.000	Merged-chr18-23841558-17
NR17636--MA0599.1.KLF5	chr13	99431575	99431584	+	0.000	0.000	Merged-chr13-99431578-17
NR49365--MA0599.1.KLF5	chr5	114041756	114041765	-	0.000	0.000	Merged-chr5-114041714-24
NR53835--MA0039.3.KLF4	chr6	120264383	120264393	-	0.000	0.000	Merged-chr6-120264409-18
NR26244--MA1107.1.KLF9	chr17	21423174	21423186	-	0.000	0.000	Merged-chr17-21423109-81
NR45672--MA0493.1.Klf1	chr4	138975473	138975483	-	0.000	0.000	Merged-chr4-138975429-9
NR13168--MA1107.1.KLF9	chr12	13508948	13508960	-	0.000	0.000	Merged-chr12-13508859-14
NR31847--MA0599.1.KLF5	chr19	31337334	31337343	-	0.000	0.000	Merged-chr19-31337298-1
NR37232--MA0740.1.KLF14	chr2	158105823	158105836	-	0.000	0.000	Merged-chr2-158105775-9
NR5316--MA0741.1.KLF16	chr10	40171483	40171493	-	0.000	0.000	Merged-chr10-40171372-15
NR65074--MA1107.1.KLF9	chr9	78074217	78074229	+	0.000	0.000	Merged-chr9-78074095-46
NR63266--MA0742.1.Klf12	chr8	128650605	128650619	+	0.000	0.000	Merged-chr8-128650569-21
NR14325--MA0742.1.Klf12	chr12	85632517	85632531	-	0.000	0.000	Merged-chr12-85632486-20
NR52674--MA1107.1.KLF9	chr6	72957840	72957852	-	0.000	0.000	Merged-chr6-72957924-4
NR31473--MA0657.1.KLF13	chr19	10742350	10742367	+	0.000	0.000	Merged-chr19-10742399-21
NR4511--MA0599.1.KLF5	chr1	191738897	191738906	-	0.000	0.000	Merged-chr1-191738954-40
NR53970--MA0741.1.KLF16	chr6	125067858	125067868	-	0.000	0.000	Merged-chr6-125067765-41
NR35236--MA0741.1.KLF16	chr2	92243969	92243979	-	0.000	0.000	Merged-chr2-92243919-9
NR684--MA1107.1.KLF9	chr1	52578408	52578420	+	0.000	0.000	Merged-chr1-52578518-39
NR64749--MA0741.1.KLF16	chr9	69458369	69458379	+	0.000	0.000	Merged-chr9-69458326-40
NR54715--MA0740.1.KLF14	chr6	142955193	142955206	+	0.000	0.000	Merged-chr6-142955079-5
NR37612--MA0740.1.KLF14	chr2	166607045	166607058	+	0.000	0.000	Merged-chr2-166607083-27
NR66164--MA1107.1.KLF9	chr9	110896830	110896842	-	0.000	0.000	Merged-chr9-110896831-29
NR17635--MA1107.1.KLF9	chr13	99385055	99385067	-	0.000	0.000	Merged-chr13-99385105-49
NR66840--MA1107.1.KLF9	chr9	122233117	122233129	-	0.000	0.000	Merged-chr9-122233247-97
NR50039--MA0599.1.KLF5	chr5	129192020	129192029	+	0.000	0.000	Merged-chr5-129191899-21
NR66752--MA0742.1.Klf12	chr9	120943891	120943905	-	0.000	0.000	Merged-chr9-120943869-18
NR3135--MA0742.1.Klf12	chr1	161791975	161791989	-	0.000	0.000	Merged-chr1-161792020-2
NR54865--MA0742.1.Klf12	chr6	144664961	144664975	+	0.000	0.000	Merged-chr6-144664964-20
NR32041--MA0493.1.Klf1	chr19	38746135	38746145	-	0.000	0.000	Merged-chr19-38746267-36
NR14154--MA0741.1.KLF16	chr12	80331798	80331808	-	0.000	0.000	Merged-chr12-80331845-24
NR43001--MA0741.1.KLF16	chr4	46641503	46641513	-	0.000	0.000	Merged-chr4-46641506-27
NR62449--MA0039.3.KLF4	chr8	115232561	115232571	-	0.000	0.000	Merged-chr8-115232618-16
NR49476--MA1107.1.KLF9	chr5	115516813	115516825	-	0.000	0.000	Merged-chr5-115516638-85
NR39228--MA0741.1.KLF16	chr3	68784295	68784305	-	0.000	0.000	Merged-chr3-68784168-43
NR31095--MA0599.1.KLF5	chr19	3976054	3976063	-	0.000	0.000	Merged-chr19-3976009-22
NR52295--MA0742.1.Klf12	chr6	54775926	54775940	-	0.000	0.000	Merged-chr6-54775842-27
NR64544--MA1107.1.KLF9	chr9	64797331	64797343	+	0.000	0.000	Merged-chr9-64797561-46
NR363--MA0599.1.KLF5	chr1	37286806	37286815	-	0.000	0.000	Merged-chr1-37286924-34
NR32153--MA0493.1.Klf1	chr19	42149846	42149856	+	0.000	0.000	Merged-chr19-42149753-11
NR56013--MA1107.1.KLF9	chr7	28423305	28423317	+	0.000	0.000	Merged-chr7-28423189-12
NR56925--MA0742.1.Klf12	chr7	64043088	64043102	-	0.000	0.000	Merged-chr7-64043125-48
NR47964--MA0493.1.Klf1	chr5	72163342	72163352	+	0.000	0.000	Merged-chr5-72163190-22
NR7061--MA0742.1.Klf12	chr10	86847325	86847339	+	0.000	0.000	Merged-chr10-86847338-12
NR7351--MA0599.1.KLF5	chr10	94942875	94942884	-	0.000	0.000	Merged-chr10-94942923-6
NR38008--MA0599.1.KLF5	chr2	172390704	172390713	-	0.000	0.000	Merged-chr2-172390550-32
NR20036--MA0039.3.KLF4	chr14	75064700	75064710	+	0.000	0.000	Merged-chr14-75064758-13
NR11253--MA0741.1.KLF16	chr11	87935556	87935566	+	0.000	0.000	Merged-chr11-87935646-41
NR47561--MA0740.1.KLF14	chr5	43824746	43824759	-	0.000	0.000	Merged-chr5-43824623-50
NR24961--MA0740.1.KLF14	chr16	75920943	75920956	+	0.000	0.000	Merged-chr16-75921068-56
NR7758--MA0493.1.Klf1	chr10	111635684	111635694	-	0.000	0.000	Merged-chr10-111635766-22
NR47996--MA0599.1.KLF5	chr5	72202165	72202174	+	0.000	0.000	Merged-chr5-72202096-40
NR64438--MA0599.1.KLF5	chr9	61377802	61377811	+	0.000	0.000	Merged-chr9-61377853-34
NR63245--MA0742.1.Klf12	chr8	128420724	128420738	+	0.000	0.000	Merged-chr8-128420826-46
NR25324--MA0740.1.KLF14	chr16	91588231	91588244	+	0.000	0.000	Merged-chr16-91588038-25
NR54869--MA0741.1.KLF16	chr6	144664962	144664972	+	0.000	0.000	Merged-chr6-144664964-20
NR25397--MA0493.1.Klf1	chr16	93552856	93552866	+	0.000	0.000	Merged-chr16-93552984-42
NR42999--MA0599.1.KLF5	chr4	46641486	46641495	-	0.000	0.000	Merged-chr4-46641506-27
NR24231--MA0741.1.KLF16	chr16	32812978	32812988	-	0.000	0.000	Merged-chr16-32813091-39
NR50957--MA0599.1.KLF5	chr5	143976872	143976881	-	0.000	0.000	Merged-chr5-143976902-14
NR11904--MA0741.1.KLF16	chr11	101171556	101171566	-	0.000	0.000	Merged-chr11-101171521-37
NR7341--MA1107.1.KLF9	chr10	94551758	94551770	-	0.000	0.000	Merged-chr10-94551623-4
NR51793--MA0741.1.KLF16	chr6	34497748	34497758	-	0.000	0.000	Merged-chr6-34497714-15
NR34459--MA0599.1.KLF5	chr2	65022881	65022890	-	0.000	0.000	Merged-chr2-65022793-47
NR9896--MA0742.1.Klf12	chr11	55131242	55131256	+	0.000	0.000	Merged-chr11-55131266-10
NR14515--MA0740.1.KLF14	chr12	94083629	94083642	+	0.000	0.000	Merged-chr12-94083592-14
NR4076--MA1107.1.KLF9	chr1	184005775	184005787	+	0.000	0.000	Merged-chr1-184005889-70
NR14053--MA0493.1.Klf1	chr12	76889980	76889990	+	0.000	0.000	Merged-chr12-76889803-12
NR2123--MA0741.1.KLF16	chr1	128608350	128608360	-	0.000	0.000	Merged-chr1-128608288-19
NR40930--MA1107.1.KLF9	chr3	127892091	127892103	-	0.000	0.000	Merged-chr3-127892051-37
NR6877--MA0741.1.KLF16	chr10	83330560	83330570	-	0.000	0.000	Merged-chr10-83330457-45
NR41232--MA1107.1.KLF9	chr3	135440446	135440458	-	0.000	0.000	Merged-chr3-135440382-31
NR26831--MA1107.1.KLF9	chr17	31326298	31326310	-	0.000	0.000	Merged-chr17-31326302-35
NR40106--MA0039.3.KLF4	chr3	101570948	101570958	+	0.000	0.000	Merged-chr3-101570775-35
NR63262--MA1107.1.KLF9	chr8	128552382	128552394	+	0.000	0.000	Merged-chr8-128552310-6
NR65880--MA0039.3.KLF4	chr9	106430931	106430941	+	0.000	0.000	Merged-chr9-106430870-17
NR24778--MA0599.1.KLF5	chr16	64800652	64800661	+	0.000	0.000	Merged-chr16-64800516-42
NR22234--MA0039.3.KLF4	chr15	78510492	78510502	-	0.000	0.000	Merged-chr15-78510669-65
NR37620--MA1107.1.KLF9	chr2	166610465	166610477	+	0.000	0.000	Merged-chr2-166610595-30
NR51253--MA0039.3.KLF4	chr5	149583725	149583735	-	0.000	0.000	Merged-chr5-149583571-10
NR37233--MA0657.1.KLF13	chr2	158105820	158105837	-	0.000	0.000	Merged-chr2-158105775-9
NR30122--MA0599.1.KLF5	chr18	65107251	65107260	+	0.000	0.000	Merged-chr18-65107334-45
NR20790--MA0599.1.KLF5	chr14	120313645	120313654	+	0.000	0.000	Merged-chr14-120313531-118
NR19982--MA0599.1.KLF5	chr14	73290094	73290103	-	0.000	0.000	Merged-chr14-73290096-39
NR11503--MA0741.1.KLF16	chr11	95367246	95367256	+	0.000	0.000	Merged-chr11-95367219-42
NR40129--MA1107.1.KLF9	chr3	101748387	101748399	+	0.000	0.000	Merged-chr3-101748481-44
NR33033--MA0493.1.Klf1	chr2	7254633	7254643	-	0.000	0.000	Merged-chr2-7254714-17
NR12577--MA0740.1.KLF14	chr11	115338892	115338905	+	0.000	0.000	Merged-chr11-115338922-7
NR41456--MA0741.1.KLF16	chr3	142281223	142281233	+	0.000	0.000	Merged-chr3-142281213-32
NR49951--MA1107.1.KLF9	chr5	125052282	125052294	+	0.000	0.000	Merged-chr5-125052528-23
NR54716--MA0657.1.KLF13	chr6	142955192	142955209	+	0.000	0.000	Merged-chr6-142955079-5
NR45163--MA0599.1.KLF5	chr4	133057921	133057930	-	0.000	0.000	Merged-chr4-133057911-45
NR47961--MA0742.1.Klf12	chr5	72163342	72163356	+	0.000	0.000	Merged-chr5-72163190-22
NR37613--MA0657.1.KLF13	chr2	166607044	166607061	+	0.000	0.000	Merged-chr2-166607083-27
NR64562--MA0039.3.KLF4	chr9	65491692	65491702	+	0.000	0.000	Merged-chr9-65491594-16
NR20961--MA0740.1.KLF14	chr14	122852467	122852480	-	0.000	0.000	Merged-chr14-122852603-67
NR52921--MA1107.1.KLF9	chr6	86607664	86607676	-	0.000	0.000	Merged-chr6-86607706-49
NR63930--MA0741.1.KLF16	chr9	43785134	43785144	-	0.000	0.000	Merged-chr9-43784994-20
NR39222--MA0039.3.KLF4	chr3	68784319	68784329	-	0.000	0.000	Merged-chr3-68784168-43
NR67717--MA0599.1.KLF5	chrX	102037222	102037231	-	0.000	0.000	Merged-chrX-102037181-28
NR51388--MA1107.1.KLF9	chr6	3536249	3536261	+	0.000	0.000	Merged-chr6-3536376-27
