#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.1_up.bed
NR16920--MA0493.1.Klf1	chr13	51685365	51685375	-	0.000	0.000	Merged-chr13-51685389-6
NR23386--MA0741.1.KLF16	chr15	73716731	73716741	+	0.000	0.000	Merged-chr15-73716639-32
NR47207--MA0740.1.KLF14	chr4	123183450	123183463	-	0.000	0.000	Merged-chr4-123183397-53
NR29003--MA0599.1.KLF5	chr17	44105682	44105691	-	0.000	0.000	Merged-chr17-44105756-70
NR58840--MA0740.1.KLF14	chr7	4964459	4964472	+	0.000	0.000	Merged-chr7-4964465-28
NR20685--MA0599.1.KLF5	chr14	63940957	63940966	-	0.000	0.000	Merged-chr14-63940977-13
NR13556--MA1107.1.KLF9	chr12	16384271	16384283	+	0.000	0.000	Merged-chr12-16384404-18
NR2257--MA1107.1.KLF9	chr1	127322311	127322323	+	0.000	0.000	Merged-chr1-127322582-29
NR28300--MA0741.1.KLF16	chr17	28193641	28193651	-	0.000	0.000	Merged-chr17-28193674-11
NR68172--MA1107.1.KLF9	chr9	32672293	32672305	-	0.000	0.000	Merged-chr9-32672440-49
NR24434--MA0039.3.KLF4	chr15	94255267	94255277	+	0.000	0.000	Merged-chr15-94255177-46
NR35177--MA0741.1.KLF16	chr2	23006373	23006383	+	0.000	0.000	Merged-chr2-23006422-36
NR68249--MA0493.1.Klf1	chr9	36905618	36905628	-	0.000	0.000	Merged-chr9-36905642-9
NR47108--MA0599.1.KLF5	chr4	120731326	120731335	-	0.000	0.000	Merged-chr4-120731377-66
NR39960--MA0599.1.KLF5	chr2	172977718	172977727	+	0.000	0.000	Merged-chr2-172977593-131
NR55545--MA0599.1.KLF5	chr6	54595352	54595361	+	0.000	0.000	Merged-chr6-54595326-63
NR5966--MA0493.1.Klf1	chr10	53889524	53889534	-	0.000	0.000	Merged-chr10-53889619-14
NR7742--MA0740.1.KLF14	chr10	93188644	93188657	+	0.000	0.000	Merged-chr10-93188465-33
NR2275--MA1107.1.KLF9	chr1	127796441	127796453	-	0.000	0.000	Merged-chr1-127796546-56
NR10310--MA0599.1.KLF5	chr11	57791233	57791242	+	0.000	0.000	Merged-chr11-57791276-17
NR63180--MA0493.1.Klf1	chr7	132484475	132484485	+	0.000	0.000	Merged-chr7-132484598-7
NR35491--MA0741.1.KLF16	chr2	28698442	28698452	+	0.000	0.000	Merged-chr2-28698593-11
NR39171--MA1107.1.KLF9	chr2	157119299	157119311	-	0.000	0.000	Merged-chr2-157119108-55
NR4321--MA0493.1.Klf1	chr1	181352593	181352603	-	0.000	0.000	Merged-chr1-181352639-14
NR2337--MA0740.1.KLF14	chr1	128713043	128713056	+	0.000	0.000	Merged-chr1-128713010-21
NR57325--MA0742.1.Klf12	chr6	121110155	121110169	-	0.000	0.000	Merged-chr6-121110104-77
NR38373--MA0740.1.KLF14	chr2	132379894	132379907	-	0.000	0.000	Merged-chr2-132379852-19
NR2387--MA1107.1.KLF9	chr1	130522444	130522456	+	0.000	0.000	Merged-chr1-130522626-12
NR54383--MA0741.1.KLF16	chr5	150232878	150232888	+	0.000	0.000	Merged-chr5-150232910-1
NR39826--MA0599.1.KLF5	chr2	170216251	170216260	-	0.000	0.000	Merged-chr2-170216227-3
NR42091--MA0742.1.Klf12	chr3	96575125	96575139	+	0.000	0.000	Merged-chr3-96575084-6
NR14110--MA0599.1.KLF5	chr12	52383142	52383151	-	0.000	0.000	Merged-chr12-52383146-23
NR62077--MA0493.1.Klf1	chr7	110627600	110627610	+	0.000	0.000	Merged-chr7-110627584-9
NR9452--MA1107.1.KLF9	chr11	20035547	20035559	-	0.000	0.000	Merged-chr11-20035595-25
NR29720--MA0740.1.KLF14	chr17	64628987	64629000	-	0.000	0.000	Merged-chr17-64628994-21
NR1177--MA0493.1.Klf1	chr1	73940876	73940886	+	0.000	0.000	Merged-chr1-73940938-50
NR65615--MA0657.1.KLF13	chr8	76902218	76902235	+	0.000	0.000	Merged-chr8-76902143-41
NR5823--MA0740.1.KLF14	chr10	43520079	43520092	+	0.000	0.000	Merged-chr10-43520023-14
NR56714--MA0741.1.KLF16	chr6	100390398	100390408	+	0.000	0.000	Merged-chr6-100390476-26
NR56509--MA0741.1.KLF16	chr6	95552790	95552800	+	0.000	0.000	Merged-chr6-95552744-18
NR19641--MA0741.1.KLF16	chr14	27262416	27262426	+	0.000	0.000	Merged-chr14-27262535-17
NR4240--MA1107.1.KLF9	chr1	180483485	180483497	+	0.000	0.000	Merged-chr1-180483466-4
NR50652--MA0657.1.KLF13	chr5	64684278	64684295	+	0.000	0.000	Merged-chr5-64684447-46
NR64611--MA0599.1.KLF5	chr8	34818002	34818011	-	0.000	0.000	Merged-chr8-34817852-8
NR65002--MA0493.1.Klf1	chr8	60632658	60632668	-	0.000	0.000	Merged-chr8-60632762-58
NR42026--MA0599.1.KLF5	chr3	95739603	95739612	+	0.000	0.000	Merged-chr3-95739473-23
NR71045--MA0599.1.KLF5	chr9	114592623	114592632	+	0.000	0.000	Merged-chr9-114592565-4
NR9687--MA0740.1.KLF14	chr11	29883365	29883378	-	0.000	0.000	Merged-chr11-29883287-9
NR10641--MA0493.1.Klf1	chr11	67017986	67017996	-	0.000	0.000	Merged-chr11-67017936-9
NR14236--MA0741.1.KLF16	chr12	55357493	55357503	-	0.000	0.000	Merged-chr12-55357452-12
NR13351--MA0493.1.Klf1	chr12	3835787	3835797	+	0.000	0.000	Merged-chr12-3835793-19
NR67265--MA0741.1.KLF16	chr8	122769451	122769461	-	0.000	0.000	Merged-chr8-122769435-21
NR13458--MA1107.1.KLF9	chr12	8827540	8827552	-	0.000	0.000	Merged-chr12-8827572-4
NR60643--MA0741.1.KLF16	chr7	57591145	57591155	+	0.000	0.000	Merged-chr7-57591036-32
NR24695--MA0741.1.KLF16	chr15	99065413	99065423	-	0.000	0.000	Merged-chr15-99065640-20
NR523--MA0599.1.KLF5	chr1	39702702	39702711	-	0.000	0.000	Merged-chr1-39702774-23
NR31728--MA0742.1.Klf12	chr18	58677039	58677053	+	0.000	0.000	Merged-chr18-58676991-24
NR57949--MA0599.1.KLF5	chr6	134451034	134451043	-	0.000	0.000	Merged-chr6-134450954-21
NR40406--MA0599.1.KLF5	chr3	14381737	14381746	+	0.000	0.000	Merged-chr3-14381825-37
NR72782--MA0741.1.KLF16	chrX	159199697	159199707	+	0.000	0.000	Merged-chrX-159199808-53
NR44452--MA0599.1.KLF5	chr4	5644617	5644626	+	0.000	0.000	Merged-chr4-5644345-65
NR7806--MA0493.1.Klf1	chr10	94378595	94378605	-	0.000	0.000	Merged-chr10-94378414-58
NR17137--MA1107.1.KLF9	chr13	56704044	56704056	-	0.000	0.000	Merged-chr13-56703613-154
NR24390--MA1107.1.KLF9	chr15	93443913	93443925	+	0.000	0.000	Merged-chr15-93443797-12
NR58070--MA0741.1.KLF16	chr6	136944784	136944794	+	0.000	0.000	Merged-chr6-136944749-25
NR35265--MA0741.1.KLF16	chr2	25095203	25095213	+	0.000	0.000	Merged-chr2-25095278-14
NR12159--MA0599.1.KLF5	chr11	100610012	100610021	+	0.000	0.000	Merged-chr11-100610157-33
NR26--MA1107.1.KLF9	chr1	6519514	6519526	+	0.000	0.000	Merged-chr1-6519375-11
NR36363--MA1107.1.KLF9	chr2	60880813	60880825	+	0.000	0.000	Merged-chr2-60880763-2
NR1728--MA0493.1.Klf1	chr1	93115248	93115258	+	0.000	0.000	Merged-chr1-93115270-41
NR14106--MA0599.1.KLF5	chr12	52383120	52383129	-	0.000	0.000	Merged-chr12-52383146-23
NR36798--MA0493.1.Klf1	chr2	77102610	77102620	+	0.000	0.000	Merged-chr2-77102646-21
NR58841--MA0657.1.KLF13	chr7	4964458	4964475	+	0.000	0.000	Merged-chr7-4964465-28
NR32438--MA1107.1.KLF9	chr18	79257501	79257513	-	0.000	0.000	Merged-chr18-79257508-110
NR60927--MA0741.1.KLF16	chr7	68205950	68205960	-	0.000	0.000	Merged-chr7-68206033-25
NR34771--MA0599.1.KLF5	chr2	6379103	6379112	+	0.000	0.000	Merged-chr2-6378947-26
NR5802--MA0740.1.KLF14	chr10	42849025	42849038	-	0.000	0.000	Merged-chr10-42848913-29
NR25910--MA1107.1.KLF9	chr16	36057601	36057613	+	0.000	0.000	Merged-chr16-36057640-19
NR22067--MA0039.3.KLF4	chr14	121291214	121291224	+	0.000	0.000	Merged-chr14-121291161-18
NR24396--MA0599.1.KLF5	chr15	93592088	93592097	+	0.000	0.000	Merged-chr15-93591966-21
NR68728--MA1107.1.KLF9	chr9	51162046	51162058	-	0.000	0.000	Merged-chr9-51161990-29
NR41177--MA1107.1.KLF9	chr3	60603217	60603229	-	0.000	0.000	Merged-chr3-60603394-48
NR70533--MA0599.1.KLF5	chr9	104337793	104337802	-	0.000	0.000	Merged-chr9-104337728-48
NR36337--MA0493.1.Klf1	chr2	60375320	60375330	-	0.000	0.000	Merged-chr2-60375404-17
NR42174--MA0599.1.KLF5	chr3	98406763	98406772	+	0.000	0.000	Merged-chr3-98406778-20
NR40870--MA0039.3.KLF4	chr3	39375594	39375604	+	0.000	0.000	Merged-chr3-39375690-8
NR46604--MA1107.1.KLF9	chr4	106841994	106842006	-	0.000	0.000	Merged-chr4-106841993-21
NR2504--MA1107.1.KLF9	chr1	133711222	133711234	-	0.000	0.000	Merged-chr1-133711440-47
NR65042--MA1107.1.KLF9	chr8	61283224	61283236	+	0.000	0.000	Merged-chr8-61283229-50
NR16495--MA0741.1.KLF16	chr13	32692524	32692534	+	0.000	0.000	Merged-chr13-32692698-24
NR63995--MA0740.1.KLF14	chr8	8452334	8452347	-	0.000	0.000	Merged-chr8-8452377-15
NR14105--MA1107.1.KLF9	chr12	52383031	52383043	+	0.000	0.000	Merged-chr12-52383146-23
NR4394--MA0599.1.KLF5	chr1	183180653	183180662	-	0.000	0.000	Merged-chr1-183180587-56
NR11413--MA1107.1.KLF9	chr11	82961932	82961944	-	0.000	0.000	Merged-chr11-82962014-19
NR30841--MA0493.1.Klf1	chr18	5819883	5819893	+	0.000	0.000	Merged-chr18-5820020-28
NR55102--MA0493.1.Klf1	chr6	41559578	41559588	-	0.000	0.000	Merged-chr6-41559544-20
NR64072--MA0741.1.KLF16	chr8	11009006	11009016	+	0.000	0.000	Merged-chr8-11009107-63
NR54245--MA0493.1.Klf1	chr5	148379709	148379719	-	0.000	0.000	Merged-chr5-148379823-53
NR64614--MA0741.1.KLF16	chr8	34818008	34818018	-	0.000	0.000	Merged-chr8-34817852-8
NR65715--MA0599.1.KLF5	chr8	80493162	80493171	-	0.000	0.000	Merged-chr8-80493158-65
NR22755--MA0741.1.KLF16	chr15	39943789	39943799	-	0.000	0.000	Merged-chr15-39943726-117
NR50598--MA0599.1.KLF5	chr5	63943567	63943576	-	0.000	0.000	Merged-chr5-63943362-36
NR16863--MA0493.1.Klf1	chr13	48965780	48965790	+	0.000	0.000	Merged-chr13-48965826-50
NR13397--MA0599.1.KLF5	chr12	8496537	8496546	-	0.000	0.000	Merged-chr12-8496481-10
NR40097--MA0493.1.Klf1	chr2	174566141	174566151	+	0.000	0.000	Merged-chr2-174566072-46
NR31255--MA0493.1.Klf1	chr18	35726965	35726975	-	0.000	0.000	Merged-chr18-35726871-27
NR51567--MA0599.1.KLF5	chr5	100929921	100929930	+	0.000	0.000	Merged-chr5-100929891-31
NR22333--MA0599.1.KLF5	chr15	9533531	9533540	-	0.000	0.000	Merged-chr15-9533546-44
NR32614--MA0741.1.KLF16	chr18	82532269	82532279	-	0.000	0.000	Merged-chr18-82532131-16
NR48484--MA1107.1.KLF9	chr4	144996131	144996143	-	0.000	0.000	Merged-chr4-144996009-47
NR24060--MA0493.1.Klf1	chr15	84372964	84372974	-	0.000	0.000	Merged-chr15-84372915-18
NR72937--MA0599.1.KLF5	chrX	166329054	166329063	-	0.000	0.000	Merged-chrX-166329162-24
NR5470--MA0493.1.Klf1	chr10	25140439	25140449	-	0.000	0.000	Merged-chr10-25140477-16
NR46455--MA0742.1.Klf12	chr4	101419685	101419699	-	0.000	0.000	Merged-chr4-101419713-70
NR35530--MA0599.1.KLF5	chr2	29622613	29622622	-	0.000	0.000	Merged-chr2-29622559-44
NR21118--MA0599.1.KLF5	chr14	76177401	76177410	+	0.000	0.000	Merged-chr14-76177407-12
NR17197--MA0599.1.KLF5	chr13	58067795	58067804	-	0.000	0.000	Merged-chr13-58067754-68
NR60081--MA1107.1.KLF9	chr7	35742599	35742611	-	0.000	0.000	Merged-chr7-35742502-39
NR6415--MA0741.1.KLF16	chr10	67891153	67891163	-	0.000	0.000	Merged-chr10-67891340-18
NR33302--MA0657.1.KLF13	chr19	10648453	10648470	-	0.000	0.000	Merged-chr19-10648246-15
NR16474--MA0741.1.KLF16	chr13	30186557	30186567	-	0.000	0.000	Merged-chr13-30186492-12
NR36207--MA0740.1.KLF14	chr2	53095206	53095219	+	0.000	0.000	Merged-chr2-53095400-57
NR10638--MA0742.1.Klf12	chr11	67017982	67017996	-	0.000	0.000	Merged-chr11-67017936-9
NR42930--MA0741.1.KLF16	chr3	121982312	121982322	+	0.000	0.000	Merged-chr3-121982250-28
NR44484--MA0599.1.KLF5	chr4	8913759	8913768	-	0.000	0.000	Merged-chr4-8913815-2
NR69760--MA1107.1.KLF9	chr9	80313761	80313773	-	0.000	0.000	Merged-chr9-80313733-27
NR55009--MA0599.1.KLF5	chr6	37459842	37459851	-	0.000	0.000	Merged-chr6-37459793-1
NR44465--MA1107.1.KLF9	chr4	6930775	6930787	+	0.000	0.000	Merged-chr4-6930843-21
NR45532--MA0039.3.KLF4	chr4	55343395	55343405	+	0.000	0.000	Merged-chr4-55343422-62
NR24064--MA1107.1.KLF9	chr15	84372974	84372986	-	0.000	0.000	Merged-chr15-84372915-18
NR14115--MA0493.1.Klf1	chr12	52383148	52383158	-	0.000	0.000	Merged-chr12-52383146-23
NR34779--MA0740.1.KLF14	chr2	6872686	6872699	-	0.000	0.000	Merged-chr2-6872514-89
NR7515--MA0742.1.Klf12	chr10	86786235	86786249	-	0.000	0.000	Merged-chr10-86786135-22
NR36807--MA1107.1.KLF9	chr2	77176680	77176692	+	0.000	0.000	Merged-chr2-77176488-48
NR67492--MA0599.1.KLF5	chr8	126839561	126839570	+	0.000	0.000	Merged-chr8-126839529-33
NR64988--MA0599.1.KLF5	chr8	57743791	57743800	+	0.000	0.000	Merged-chr8-57743874-24
NR65154--MA0039.3.KLF4	chr8	67860358	67860368	+	0.000	0.000	Merged-chr8-67860375-11
NR868--MA0493.1.Klf1	chr1	59163173	59163183	+	0.000	0.000	Merged-chr1-59163188-37
NR34897--MA0599.1.KLF5	chr2	12924011	12924020	-	0.000	0.000	Merged-chr2-12924162-70
NR60642--MA0599.1.KLF5	chr7	57591145	57591154	+	0.000	0.000	Merged-chr7-57591036-32
NR57505--MA0039.3.KLF4	chr6	125229077	125229087	-	0.000	0.000	Merged-chr6-125228994-3
NR18263--MA0039.3.KLF4	chr13	100790367	100790377	+	0.000	0.000	Merged-chr13-100790409-21
NR19237--MA1107.1.KLF9	chr14	12307775	12307787	-	0.000	0.000	Merged-chr14-12307905-40
NR38370--MA0599.1.KLF5	chr2	132292170	132292179	+	0.000	0.000	Merged-chr2-132292299-25
NR14119--MA1107.1.KLF9	chr12	52383146	52383158	-	0.000	0.000	Merged-chr12-52383146-23
NR52102--MA0599.1.KLF5	chr5	113994150	113994159	+	0.000	0.000	Merged-chr5-113994160-2
NR50595--MA0740.1.KLF14	chr5	63943573	63943586	-	0.000	0.000	Merged-chr5-63943362-36
NR28299--MA0493.1.Klf1	chr17	28193642	28193652	-	0.000	0.000	Merged-chr17-28193674-11
NR32608--MA0740.1.KLF14	chr18	82532267	82532280	-	0.000	0.000	Merged-chr18-82532131-16
NR64660--MA1107.1.KLF9	chr8	36249395	36249407	-	0.000	0.000	Merged-chr8-36249558-6
NR7409--MA0599.1.KLF5	chr10	84440962	84440971	+	0.000	0.000	Merged-chr10-84440807-71
NR46459--MA0741.1.KLF16	chr4	101419675	101419685	-	0.000	0.000	Merged-chr4-101419713-70
NR41517--MA0741.1.KLF16	chr3	82365265	82365275	-	0.000	0.000	Merged-chr3-82365236-33
NR39531--MA0740.1.KLF14	chr2	165854758	165854771	-	0.000	0.000	Merged-chr2-165854688-17
NR55013--MA0493.1.Klf1	chr6	37564052	37564062	+	0.000	0.000	Merged-chr6-37564158-19
NR55497--MA0599.1.KLF5	chr6	53778915	53778924	-	0.000	0.000	Merged-chr6-53778855-8
NR28519--MA0599.1.KLF5	chr17	31693554	31693563	-	0.000	0.000	Merged-chr17-31693537-59
NR69551--MA0599.1.KLF5	chr9	75537181	75537190	+	0.000	0.000	Merged-chr9-75537156-9
NR8565--MA0741.1.KLF16	chr10	121300786	121300796	+	0.000	0.000	Merged-chr10-121300859-24
NR20367--MA0039.3.KLF4	chr14	55086052	55086062	+	0.000	0.000	Merged-chr14-55086185-11
NR47090--MA1107.1.KLF9	chr4	120287853	120287865	-	0.000	0.000	Merged-chr4-120287807-68
NR24512--MA1107.1.KLF9	chr15	95885022	95885034	+	0.000	0.000	Merged-chr15-95885143-33
NR33699--MA0741.1.KLF16	chr19	33053387	33053397	+	0.000	0.000	Merged-chr19-33053321-32
NR23394--MA0740.1.KLF14	chr15	73833444	73833457	-	0.000	0.000	Merged-chr15-73833465-20
NR69034--MA0742.1.Klf12	chr9	61054576	61054590	-	0.000	0.000	Merged-chr9-61054632-26
NR55012--MA0039.3.KLF4	chr6	37564040	37564050	+	0.000	0.000	Merged-chr6-37564158-19
NR54333--MA0741.1.KLF16	chr5	149440189	149440199	-	0.000	0.000	Merged-chr5-149439971-46
NR35413--MA1107.1.KLF9	chr2	26628291	26628303	-	0.000	0.000	Merged-chr2-26628456-31
NR37355--MA0039.3.KLF4	chr2	102188787	102188797	+	0.000	0.000	Merged-chr2-102188857-2
NR1726--MA0742.1.Klf12	chr1	93115248	93115262	+	0.000	0.000	Merged-chr1-93115270-41
NR52448--MA0741.1.KLF16	chr5	121149422	121149432	-	0.000	0.000	Merged-chr5-121149467-5
NR61801--MA0741.1.KLF16	chr7	101970559	101970569	+	0.000	0.000	Merged-chr7-101970646-136
NR66613--MA0599.1.KLF5	chr8	109957365	109957374	+	0.000	0.000	Merged-chr8-109957445-42
NR60561--MA0741.1.KLF16	chr7	49494958	49494968	+	0.000	0.000	Merged-chr7-49494921-17
NR56327--MA0493.1.Klf1	chr6	90629685	90629695	+	0.000	0.000	Merged-chr6-90629668-42
NR35597--MA0741.1.KLF16	chr2	30472071	30472081	+	0.000	0.000	Merged-chr2-30472114-26
NR37163--MA1107.1.KLF9	chr2	93454478	93454490	+	0.000	0.000	Merged-chr2-93454506-54
NR2253--MA0741.1.KLF16	chr1	127322312	127322322	+	0.000	0.000	Merged-chr1-127322582-29
NR7896--MA1107.1.KLF9	chr10	98745686	98745698	+	0.000	0.000	Merged-chr10-98745748-77
NR7127--MA0742.1.Klf12	chr10	80658975	80658989	+	0.000	0.000	Merged-chr10-80658824-84
NR12088--MA0493.1.Klf1	chr11	99116021	99116031	-	0.000	0.000	Merged-chr11-99116157-23
NR18837--MA1107.1.KLF9	chr13	114086371	114086383	+	0.000	0.000	Merged-chr13-114086496-8
NR5282--MA1107.1.KLF9	chr10	14097855	14097867	+	0.000	0.000	Merged-chr10-14097983-8
NR39344--MA0599.1.KLF5	chr2	160746859	160746868	+	0.000	0.000	Merged-chr2-160746776-15
NR8320--MA0599.1.KLF5	chr10	117104436	117104445	-	0.000	0.000	Merged-chr10-117104293-23
NR57328--MA0599.1.KLF5	chr6	121110180	121110189	-	0.000	0.000	Merged-chr6-121110104-77
NR4968--MA0599.1.KLF5	chr1	193285716	193285725	+	0.000	0.000	Merged-chr1-193285975-30
NR17407--MA1107.1.KLF9	chr13	65070137	65070149	+	0.000	0.000	Merged-chr13-65070187-24
NR56829--MA0742.1.Klf12	chr6	108314157	108314171	-	0.000	0.000	Merged-chr6-108314157-48
NR36540--MA0599.1.KLF5	chr2	70922962	70922971	-	0.000	0.000	Merged-chr2-70922738-17
NR24508--MA1107.1.KLF9	chr15	95885014	95885026	+	0.000	0.000	Merged-chr15-95885143-33
NR57529--MA0493.1.Klf1	chr6	125433842	125433852	+	0.000	0.000	Merged-chr6-125433874-28
NR25505--MA0599.1.KLF5	chr16	18733519	18733528	+	0.000	0.000	Merged-chr16-18733506-32
NR23230--MA1107.1.KLF9	chr15	64382479	64382491	+	0.000	0.000	Merged-chr15-64382690-41
NR24433--MA0599.1.KLF5	chr15	94255266	94255275	+	0.000	0.000	Merged-chr15-94255177-46
NR2251--MA0599.1.KLF5	chr1	127322326	127322335	-	0.000	0.000	Merged-chr1-127322582-29
NR22075--MA0741.1.KLF16	chr14	121354113	121354123	+	0.000	0.000	Merged-chr14-121354142-24
NR67384--MA1107.1.KLF9	chr8	125080713	125080725	+	0.000	0.000	Merged-chr8-125080812-18
NR42426--MA0599.1.KLF5	chr3	103280603	103280612	-	0.000	0.000	Merged-chr3-103280513-5
NR19176--MA0599.1.KLF5	chr14	8608688	8608697	-	0.000	0.000	Merged-chr14-8608793-20
NR60562--MA0599.1.KLF5	chr7	49595310	49595319	-	0.000	0.000	Merged-chr7-49595301-15
NR16447--MA1107.1.KLF9	chr13	28884282	28884294	-	0.000	0.000	Merged-chr13-28884388-8
NR48513--MA0599.1.KLF5	chr4	145342060	145342069	+	0.000	0.000	Merged-chr4-145342099-62
NR55010--MA0741.1.KLF16	chr6	37459841	37459851	-	0.000	0.000	Merged-chr6-37459793-1
NR42094--MA0493.1.Klf1	chr3	96575125	96575135	+	0.000	0.000	Merged-chr3-96575084-6
NR13751--MA0493.1.Klf1	chr12	25851844	25851854	+	0.000	0.000	Merged-chr12-25851772-17
NR37742--MA0599.1.KLF5	chr2	116071847	116071856	+	0.000	0.000	Merged-chr2-116071770-9
NR43375--MA0741.1.KLF16	chr3	132928114	132928124	-	0.000	0.000	Merged-chr3-132927951-20
NR69471--MA0599.1.KLF5	chr9	73163262	73163271	-	0.000	0.000	Merged-chr9-73163191-23
NR68684--MA0039.3.KLF4	chr9	50512092	50512102	-	0.000	0.000	Merged-chr9-50512107-7
NR36750--MA0493.1.Klf1	chr2	75114516	75114526	-	0.000	0.000	Merged-chr2-75114355-21
NR47192--MA0741.1.KLF16	chr4	122829451	122829461	-	0.000	0.000	Merged-chr4-122829434-12
NR16699--MA0599.1.KLF5	chr13	41773944	41773953	-	0.000	0.000	Merged-chr13-41774048-23
NR233--MA0493.1.Klf1	chr1	23383258	23383268	+	0.000	0.000	Merged-chr1-23383198-84
NR24387--MA0741.1.KLF16	chr15	93443914	93443924	+	0.000	0.000	Merged-chr15-93443797-12
NR68247--MA0599.1.KLF5	chr9	36905618	36905627	-	0.000	0.000	Merged-chr9-36905642-9
NR653--MA0742.1.Klf12	chr1	43766412	43766426	+	0.000	0.000	Merged-chr1-43766514-14
NR54635--MA1107.1.KLF9	chr6	17307664	17307676	-	0.000	0.000	Merged-chr6-17307561-30
NR1599--MA1107.1.KLF9	chr1	88279442	88279454	-	0.000	0.000	Merged-chr1-88279469-20
NR72432--MA0599.1.KLF5	chrX	104034055	104034064	+	0.000	0.000	Merged-chrX-104034056-13
NR13975--MA0493.1.Klf1	chr12	35770598	35770608	+	0.000	0.000	Merged-chr12-35770526-40
NR37159--MA1107.1.KLF9	chr2	93454470	93454482	+	0.000	0.000	Merged-chr2-93454506-54
NR2503--MA0741.1.KLF16	chr1	133711223	133711233	-	0.000	0.000	Merged-chr1-133711440-47
NR59963--MA0039.3.KLF4	chr7	30717404	30717414	+	0.000	0.000	Merged-chr7-30717543-30
NR10970--MA0599.1.KLF5	chr11	74444126	74444135	-	0.000	0.000	Merged-chr11-74444076-12
NR40380--MA0493.1.Klf1	chr3	10351365	10351375	-	0.000	0.000	Merged-chr3-10351318-69
NR41599--MA0741.1.KLF16	chr3	86955539	86955549	-	0.000	0.000	Merged-chr3-86955467-9
NR9741--MA0493.1.Klf1	chr11	32020327	32020337	-	0.000	0.000	Merged-chr11-32020422-50
NR54334--MA0742.1.Klf12	chr5	149459384	149459398	+	0.000	0.000	Merged-chr5-149459249-24
NR52513--MA0657.1.KLF13	chr5	122310800	122310817	-	0.000	0.000	Merged-chr5-122310940-18
NR22421--MA0741.1.KLF16	chr15	25269711	25269721	-	0.000	0.000	Merged-chr15-25269773-79
NR44861--MA0599.1.KLF5	chr4	33390940	33390949	+	0.000	0.000	Merged-chr4-33390737-19
NR67268--MA1107.1.KLF9	chr8	122769450	122769462	-	0.000	0.000	Merged-chr8-122769435-21
NR45544--MA0741.1.KLF16	chr4	55514858	55514868	+	0.000	0.000	Merged-chr4-55514942-41
NR3319--MA0599.1.KLF5	chr1	157039112	157039121	-	0.000	0.000	Merged-chr1-157039058-34
NR21871--MA0599.1.KLF5	chr14	118682884	118682893	-	0.000	0.000	Merged-chr14-118682781-56
NR12558--MA1107.1.KLF9	chr11	109356816	109356828	-	0.000	0.000	Merged-chr11-109356957-22
NR2336--MA0493.1.Klf1	chr1	128667547	128667557	+	0.000	0.000	Merged-chr1-128667443-20
NR45354--MA0039.3.KLF4	chr4	46666440	46666450	-	0.000	0.000	Merged-chr4-46666522-9
NR49038--MA1107.1.KLF9	chr4	155050347	155050359	+	0.000	0.000	Merged-chr4-155050218-26
NR7467--MA0742.1.Klf12	chr10	85050890	85050904	+	0.000	0.000	Merged-chr10-85050856-11
NR68938--MA0741.1.KLF16	chr9	58112634	58112644	-	0.000	0.000	Merged-chr9-58112486-25
NR56834--MA0599.1.KLF5	chr6	108334770	108334779	+	0.000	0.000	Merged-chr6-108334788-1
NR14809--MA0039.3.KLF4	chr12	84851597	84851607	+	0.000	0.000	Merged-chr12-84851532-12
NR25248--MA0742.1.Klf12	chr16	10959180	10959194	-	0.000	0.000	Merged-chr16-10959125-1
NR12689--MA0599.1.KLF5	chr11	113206439	113206448	-	0.000	0.000	Merged-chr11-113206318-17
NR40814--MA1107.1.KLF9	chr3	37232771	37232783	-	0.000	0.000	Merged-chr3-37232872-35
NR13401--MA0741.1.KLF16	chr12	8496542	8496552	-	0.000	0.000	Merged-chr12-8496481-10
NR54332--MA0599.1.KLF5	chr5	149440190	149440199	-	0.000	0.000	Merged-chr5-149439971-46
NR5726--MA1107.1.KLF9	chr10	40688558	40688570	+	0.000	0.000	Merged-chr10-40688620-20
NR48200--MA0599.1.KLF5	chr4	138884435	138884444	-	0.000	0.000	Merged-chr4-138884426-16
NR14402--MA1107.1.KLF9	chr12	69502009	69502021	-	0.000	0.000	Merged-chr12-69501974-43
NR34391--MA1107.1.KLF9	chr19	55260747	55260759	-	0.000	0.000	Merged-chr19-55260920-21
NR6410--MA0740.1.KLF14	chr10	67891156	67891169	-	0.000	0.000	Merged-chr10-67891340-18
NR16922--MA1107.1.KLF9	chr13	51685363	51685375	-	0.000	0.000	Merged-chr13-51685389-6
NR5623--MA1107.1.KLF9	chr10	37721426	37721438	+	0.000	0.000	Merged-chr10-37721362-7
NR7685--MA0742.1.Klf12	chr10	91028076	91028090	+	0.000	0.000	Merged-chr10-91028217-15
NR17993--MA0741.1.KLF16	chr13	94567552	94567562	-	0.000	0.000	Merged-chr13-94567668-9
NR56082--MA0599.1.KLF5	chr6	85339432	85339441	+	0.000	0.000	Merged-chr6-85339410-34
