#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval-0.1_up.bed
NR40924--MA0599.1.KLF5	chr3	146765066	146765075	+	0.000	0.000	Merged-chr3-146765113-32
NR25622--MA1107.1.KLF9	chr17	5748064	5748076	-	0.000	0.000	Merged-chr17-5748141-46
NR40245--MA0741.1.KLF16	chr3	129879504	129879514	-	0.000	0.000	Merged-chr3-129879420-1
NR66521--MA0599.1.KLF5	chrX	113181121	113181130	-	0.000	0.000	Merged-chrX-113181070-1
NR14641--MA0742.1.Klf12	chr12	108275431	108275445	+	0.000	0.000	Merged-chr12-108275445-64
NR54184--MA0039.3.KLF4	chr7	4948748	4948758	-	0.000	0.000	Merged-chr7-4948568-26
NR4624--MA1107.1.KLF9	chr10	13446833	13446845	-	0.000	0.000	Merged-chr10-13446841-15
NR22357--MA1107.1.KLF9	chr15	84663160	84663172	-	0.000	0.000	Merged-chr15-84663201-26
NR4177--MA0493.1.Klf1	chr1	191152615	191152625	-	0.000	0.000	Merged-chr1-191152485-1
NR12471--MA0599.1.KLF5	chr11	118731875	118731884	+	0.000	0.000	Merged-chr11-118731916-25
NR36502--MA0740.1.KLF14	chr2	158179199	158179212	-	0.000	0.000	Merged-chr2-158179183-18
NR55946--MA1107.1.KLF9	chr7	68205947	68205959	-	0.000	0.000	Merged-chr7-68206033-25
NR31791--MA0599.1.KLF5	chr19	43520845	43520854	-	0.000	0.000	Merged-chr19-43520668-20
NR11380--MA1107.1.KLF9	chr11	101199827	101199839	-	0.000	0.000	Merged-chr11-101199720-6
NR40247--MA1107.1.KLF9	chr3	129879501	129879513	-	0.000	0.000	Merged-chr3-129879420-1
NR30361--MA0599.1.KLF5	chr18	78048584	78048593	-	0.000	0.000	Merged-chr18-78048620-25
NR39006--MA0599.1.KLF5	chr3	93598257	93598266	+	0.000	0.000	Merged-chr3-93598203-11
NR14654--MA0742.1.Klf12	chr12	108334119	108334133	-	0.000	0.000	Merged-chr12-108333959-92
NR1038--MA0599.1.KLF5	chr1	74854899	74854908	-	0.000	0.000	Merged-chr1-74854969-34
NR13673--MA0599.1.KLF5	chr12	75818297	75818306	-	0.000	0.000	Merged-chr12-75818494-81
NR65403--MA0742.1.Klf12	chr9	120943891	120943905	-	0.000	0.000	Merged-chr9-120943869-18
NR33885--MA0741.1.KLF16	chr2	59534544	59534554	+	0.000	0.000	Merged-chr2-59534510-22
NR60318--MA0599.1.KLF5	chr8	93810273	93810282	-	0.000	0.000	Merged-chr8-93810346-59
NR57930--MA0599.1.KLF5	chr7	136894458	136894467	+	0.000	0.000	Merged-chr7-136894538-85
NR41262--MA0599.1.KLF5	chr3	154683893	154683902	-	0.000	0.000	Merged-chr3-154683777-15
NR34293--MA0740.1.KLF14	chr2	75114513	75114526	-	0.000	0.000	Merged-chr2-75114355-21
NR61654--MA0599.1.KLF5	chr8	128418609	128418618	+	0.000	0.000	Merged-chr8-128418642-30
NR11840--MA0741.1.KLF16	chr11	109331353	109331363	+	0.000	0.000	Merged-chr11-109331360-60
NR44854--MA0599.1.KLF5	chr4	145315209	145315218	+	0.000	0.000	Merged-chr4-145315219-45
NR40127--MA0493.1.Klf1	chr3	126660886	126660896	+	0.000	0.000	Merged-chr3-126660767-126
NR5415--MA0742.1.Klf12	chr10	61233349	61233363	+	0.000	0.000	Merged-chr10-61233317-40
NR54186--MA0741.1.KLF16	chr7	4948749	4948759	-	0.000	0.000	Merged-chr7-4948568-26
NR31205--MA0599.1.KLF5	chr19	14805297	14805306	-	0.000	0.000	Merged-chr19-14805435-8
NR50296--MA0493.1.Klf1	chr5	149647678	149647688	+	0.000	0.000	Merged-chr5-149647772-15
NR5844--MA1107.1.KLF9	chr10	77367009	77367021	+	0.000	0.000	Merged-chr10-77367193-51
NR1812--MA0493.1.Klf1	chr1	127322311	127322321	+	0.000	0.000	Merged-chr1-127322582-29
NR32541--MA0599.1.KLF5	chr2	5003273	5003282	+	0.000	0.000	Merged-chr2-5003396-19
NR55982--MA1107.1.KLF9	chr7	73531207	73531219	-	0.000	0.000	Merged-chr7-73531012-64
NR53593--MA0599.1.KLF5	chr6	142338638	142338647	-	0.000	0.000	Merged-chr6-142338590-4
NR4629--MA1107.1.KLF9	chr10	13446843	13446855	-	0.000	0.000	Merged-chr10-13446841-15
NR24340--MA1107.1.KLF9	chr16	35984019	35984031	-	0.000	0.000	Merged-chr16-35984000-4
NR50749--MA0741.1.KLF16	chr6	34497751	34497761	-	0.000	0.000	Merged-chr6-34497714-15
NR46039--MA0741.1.KLF16	chr5	29195954	29195964	-	0.000	0.000	Merged-chr5-29195906-68
NR27038--MA0599.1.KLF5	chr17	35197379	35197388	+	0.000	0.000	Merged-chr17-35197339-8
NR1816--MA1107.1.KLF9	chr1	127322311	127322323	+	0.000	0.000	Merged-chr1-127322582-29
NR20363--MA0741.1.KLF16	chr14	118682883	118682893	-	0.000	0.000	Merged-chr14-118682781-56
NR54684--MA0742.1.Klf12	chr7	24482000	24482014	-	0.000	0.000	Merged-chr7-24481860-36
NR5091--MA0742.1.Klf12	chr10	42887287	42887301	-	0.000	0.000	Merged-chr10-42887187-18
NR53253--MA0599.1.KLF5	chr6	135167962	135167971	-	0.000	0.000	Merged-chr6-135168143-37
NR5714--MA0039.3.KLF4	chr10	71399681	71399691	+	0.000	0.000	Merged-chr10-71399794-69
NR2906--MA1107.1.KLF9	chr1	162477084	162477096	+	0.000	0.000	Merged-chr1-162477062-12
NR7488--MA0599.1.KLF5	chr10	117651105	117651114	-	0.000	0.000	Merged-chr10-117651194-26
NR38019--MA0493.1.Klf1	chr3	35721119	35721129	-	0.000	0.000	Merged-chr3-35721125-55
NR15719--MA0599.1.KLF5	chr13	30604226	30604235	+	0.000	0.000	Merged-chr13-30604057-7
NR31536--MA0493.1.Klf1	chr19	34120148	34120158	-	0.000	0.000	Merged-chr19-34120116-46
NR54628--MA0039.3.KLF4	chr7	19819224	19819234	-	0.000	0.000	Merged-chr7-19819165-4
NR54638--MA0493.1.Klf1	chr7	19837009	19837019	-	0.000	0.000	Merged-chr7-19837080-20
NR39942--MA0599.1.KLF5	chr3	121426492	121426501	-	0.000	0.000	Merged-chr3-121426726-98
NR12033--MA0599.1.KLF5	chr11	114068451	114068460	+	0.000	0.000	Merged-chr11-114068502-5
NR45980--MA0599.1.KLF5	chr5	24969657	24969666	+	0.000	0.000	Merged-chr5-24969658-12
NR12005--MA1107.1.KLF9	chr11	113612167	113612179	+	0.000	0.000	Merged-chr11-113612276-39
NR19877--MA0599.1.KLF5	chr14	84443464	84443473	-	0.000	0.000	Merged-chr14-84443299-57
NR53164--MA0740.1.KLF14	chr6	134220565	134220578	+	0.000	0.000	Merged-chr6-134220428-49
NR12577--MA0741.1.KLF16	chr11	120581251	120581261	-	0.000	0.000	Merged-chr11-120581105-4
NR12031--MA0657.1.KLF13	chr11	114068449	114068466	+	0.000	0.000	Merged-chr11-114068502-5
NR1852--MA1107.1.KLF9	chr1	127796453	127796465	-	0.000	0.000	Merged-chr1-127796546-56
NR28552--MA0741.1.KLF16	chr17	84944347	84944357	-	0.000	0.000	Merged-chr17-84944510-25
NR57079--MA0741.1.KLF16	chr7	115217070	115217080	-	0.000	0.000	Merged-chr7-115217038-43
NR57071--MA0599.1.KLF5	chr7	115217071	115217080	-	0.000	0.000	Merged-chr7-115217038-43
NR5095--MA0741.1.KLF16	chr10	42887290	42887300	-	0.000	0.000	Merged-chr10-42887187-18
NR7492--MA0493.1.Klf1	chr10	117651105	117651115	-	0.000	0.000	Merged-chr10-117651194-26
NR20756--MA0741.1.KLF16	chr15	10715925	10715935	-	0.000	0.000	Merged-chr15-10716063-12
NR18683--MA1107.1.KLF9	chr14	31398267	31398279	-	0.000	0.000	Merged-chr14-31398460-1
NR64359--MA1107.1.KLF9	chr9	104002482	104002494	+	0.000	0.000	Merged-chr9-104002686-98
NR36461--MA1107.1.KLF9	chr2	157119293	157119305	-	0.000	0.000	Merged-chr2-157119108-55
NR11376--MA0039.3.KLF4	chr11	101199825	101199835	-	0.000	0.000	Merged-chr11-101199720-6
NR30280--MA1107.1.KLF9	chr18	75322574	75322586	-	0.000	0.000	Merged-chr18-75322404-42
NR43465--MA0741.1.KLF16	chr4	123183452	123183462	-	0.000	0.000	Merged-chr4-123183397-53
NR28166--MA0740.1.KLF14	chr17	74865011	74865024	-	0.000	0.000	Merged-chr17-74864979-18
NR59088--MA0740.1.KLF14	chr8	40963169	40963182	-	0.000	0.000	Merged-chr8-40963134-88
NR52103--MA0741.1.KLF16	chr6	99801016	99801026	+	0.000	0.000	Merged-chr6-99800956-8
NR34294--MA0657.1.KLF13	chr2	75114510	75114527	-	0.000	0.000	Merged-chr2-75114355-21
NR11278--MA1107.1.KLF9	chr11	99132677	99132689	-	0.000	0.000	Merged-chr11-99132520-18
NR63193--MA1107.1.KLF9	chr9	65003981	65003993	+	0.000	0.000	Merged-chr9-65004115-12
NR14714--MA0740.1.KLF14	chr12	109438213	109438226	+	0.000	0.000	Merged-chr12-109438029-53
NR27852--MA1107.1.KLF9	chr17	64628988	64629000	-	0.000	0.000	Merged-chr17-64628994-21
NR29436--MA0039.3.KLF4	chr18	46181842	46181852	+	0.000	0.000	Merged-chr18-46182052-26
NR42473--MA0493.1.Klf1	chr4	62731465	62731475	+	0.000	0.000	Merged-chr4-62731520-17
NR9779--MA1107.1.KLF9	chr11	66961665	66961677	+	0.000	0.000	Merged-chr11-66961666-9
NR25869--MA0039.3.KLF4	chr17	10229877	10229887	+	0.000	0.000	Merged-chr17-10229858-11
NR11972--MA1107.1.KLF9	chr11	113005538	113005550	+	0.000	0.000	Merged-chr11-113005354-7
NR23017--MA0741.1.KLF16	chr15	99065413	99065423	-	0.000	0.000	Merged-chr15-99065640-20
NR52871--MA0599.1.KLF5	chr6	127216182	127216191	+	0.000	0.000	Merged-chr6-127216243-29
NR9119--MA0741.1.KLF16	chr11	49202769	49202779	-	0.000	0.000	Merged-chr11-49202721-8
NR33733--MA0039.3.KLF4	chr2	48379886	48379896	+	0.000	0.000	Merged-chr2-48379752-8
NR28476--MA0039.3.KLF4	chr17	84056506	84056516	-	0.000	0.000	Merged-chr17-84056540-29
NR27531--MA0599.1.KLF5	chr17	50525135	50525144	+	0.000	0.000	Merged-chr17-50525188-50
NR14525--MA0039.3.KLF4	chr12	106016399	106016409	-	0.000	0.000	Merged-chr12-106016418-37
NR53821--MA1107.1.KLF9	chr6	144890400	144890412	+	0.000	0.000	Merged-chr6-144890317-11
NR20735--MA0741.1.KLF16	chr15	8616183	8616193	+	0.000	0.000	Merged-chr15-8616259-27
NR18688--MA1107.1.KLF9	chr14	31398277	31398289	-	0.000	0.000	Merged-chr14-31398460-1
NR47368--MA0599.1.KLF5	chr5	99728258	99728267	+	0.000	0.000	Merged-chr5-99728250-10
NR40654--MA0740.1.KLF14	chr3	138757519	138757532	+	0.000	0.000	Merged-chr3-138757496-38
NR2285--MA0493.1.Klf1	chr1	138604097	138604107	+	0.000	0.000	Merged-chr1-138604109-41
NR62703--MA0741.1.KLF16	chr9	53706255	53706265	-	0.000	0.000	Merged-chr9-53706205-55
NR19867--MA0039.3.KLF4	chr14	79591335	79591345	-	0.000	0.000	Merged-chr14-79591332-25
NR53172--MA1107.1.KLF9	chr6	134282236	134282248	+	0.000	0.000	Merged-chr6-134282243-30
NR14725--MA0741.1.KLF16	chr12	109446513	109446523	-	0.000	0.000	Merged-chr12-109446341-43
NR63526--MA0599.1.KLF5	chr9	75541787	75541796	+	0.000	0.000	Merged-chr9-75541698-38
NR32488--MA0740.1.KLF14	chr2	3118329	3118342	-	0.000	0.000	Merged-chr2-3118423-48
NR47372--MA0493.1.Klf1	chr5	99728343	99728353	-	0.000	0.000	Merged-chr5-99728250-10
NR62793--MA0741.1.KLF16	chr9	55410605	55410615	-	0.000	0.000	Merged-chr9-55410514-19
NR4264--MA0599.1.KLF5	chr1	192663274	192663283	-	0.000	0.000	Merged-chr1-192663310-7
NR34296--MA0493.1.Klf1	chr2	75114516	75114526	-	0.000	0.000	Merged-chr2-75114355-21
NR29823--MA0599.1.KLF5	chr18	62922217	62922226	-	0.000	0.000	Merged-chr18-62922354-54
NR50347--MA0599.1.KLF5	chr5	150595503	150595512	-	0.000	0.000	Merged-chr5-150595349-1
NR64279--MA1107.1.KLF9	chr9	101251889	101251901	+	0.000	0.000	Merged-chr9-101251656-72
NR65276--MA0599.1.KLF5	chr9	119453529	119453538	-	0.000	0.000	Merged-chr9-119453486-15
NR59359--MA0599.1.KLF5	chr8	57743796	57743805	+	0.000	0.000	Merged-chr8-57743874-24
NR47940--MA1107.1.KLF9	chr5	112483181	112483193	+	0.000	0.000	Merged-chr5-112483145-18
NR7613--MA1107.1.KLF9	chr10	118766025	118766037	-	0.000	0.000	Merged-chr10-118766153-45
NR33881--MA0039.3.KLF4	chr2	59513711	59513721	-	0.000	0.000	Merged-chr2-59513816-12
NR57751--MA1107.1.KLF9	chr7	132317387	132317399	-	0.000	0.000	Merged-chr7-132317352-2
NR13347--MA0493.1.Klf1	chr12	55357494	55357504	-	0.000	0.000	Merged-chr12-55357452-12
NR42080--MA0599.1.KLF5	chr4	45530839	45530848	+	0.000	0.000	Merged-chr4-45530813-118
NR28177--MA1107.1.KLF9	chr17	74865012	74865024	-	0.000	0.000	Merged-chr17-74864979-18
NR14640--MA0740.1.KLF14	chr12	108275431	108275444	+	0.000	0.000	Merged-chr12-108275445-64
NR14030--MA0599.1.KLF5	chr12	91065549	91065558	-	0.000	0.000	Merged-chr12-91065547-31
NR59913--MA1107.1.KLF9	chr8	77268576	77268588	+	0.000	0.000	Merged-chr8-77268341-22
NR35063--MA1107.1.KLF9	chr2	117399618	117399630	+	0.000	0.000	Merged-chr2-117399695-40
NR50131--MA1107.1.KLF9	chr5	148266881	148266893	-	0.000	0.000	Merged-chr5-148266957-7
NR39991--MA1107.1.KLF9	chr3	122202470	122202482	+	0.000	0.000	Merged-chr3-122202498-54
NR65280--MA0493.1.Klf1	chr9	119453534	119453544	-	0.000	0.000	Merged-chr9-119453486-15
NR59363--MA0493.1.Klf1	chr8	60632658	60632668	-	0.000	0.000	Merged-chr8-60632762-58
NR51950--MA0741.1.KLF16	chr6	91156641	91156651	+	0.000	0.000	Merged-chr6-91156791-33
NR54070--MA0741.1.KLF16	chr7	3290416	3290426	-	0.000	0.000	Merged-chr7-3290343-35
NR21224--MA1107.1.KLF9	chr15	51730328	51730340	-	0.000	0.000	Merged-chr15-51730224-2
NR47240--MA0741.1.KLF16	chr5	92967513	92967523	+	0.000	0.000	Merged-chr5-92967427-8
NR59255--MA1107.1.KLF9	chr8	48425233	48425245	-	0.000	0.000	Merged-chr8-48425330-34
NR10868--MA0741.1.KLF16	chr11	94210212	94210222	+	0.000	0.000	Merged-chr11-94210319-4
NR52108--MA0741.1.KLF16	chr6	99801021	99801031	+	0.000	0.000	Merged-chr6-99800956-8
NR22341--MA0741.1.KLF16	chr15	84372963	84372973	-	0.000	0.000	Merged-chr15-84372915-18
NR55683--MA0039.3.KLF4	chr7	55890162	55890172	+	0.000	0.000	Merged-chr7-55890160-26
NR6668--MA0599.1.KLF5	chr10	88875065	88875074	+	0.000	0.000	Merged-chr10-88875114-36
NR20601--MA0599.1.KLF5	chr14	123001582	123001591	+	0.000	0.000	Merged-chr14-123001594-21
NR45416--MA1107.1.KLF9	chr4	154246626	154246638	-	0.000	0.000	Merged-chr4-154246608-23
NR46455--MA0742.1.Klf12	chr5	45534986	45535000	-	0.000	0.000	Merged-chr5-45535000-84
NR9144--MA1107.1.KLF9	chr11	49266333	49266345	+	0.000	0.000	Merged-chr11-49266442-28
NR55942--MA0741.1.KLF16	chr7	68205944	68205954	-	0.000	0.000	Merged-chr7-68206033-25
NR5362--MA1107.1.KLF9	chr10	60225387	60225399	-	0.000	0.000	Merged-chr10-60225461-7
NR3836--MA1107.1.KLF9	chr1	183180651	183180663	-	0.000	0.000	Merged-chr1-183180587-56
NR32932--MA0599.1.KLF5	chr2	25395862	25395871	-	0.000	0.000	Merged-chr2-25395887-13
NR17630--MA1107.1.KLF9	chr13	105294050	105294062	+	0.000	0.000	Merged-chr13-105294247-42
NR12038--MA0741.1.KLF16	chr11	114068456	114068466	+	0.000	0.000	Merged-chr11-114068502-5
NR48359--MA1107.1.KLF9	chr5	118817869	118817881	-	0.000	0.000	Merged-chr5-118817732-16
NR39517--MA1107.1.KLF9	chr3	104961672	104961684	-	0.000	0.000	Merged-chr3-104961785-36
NR59909--MA1107.1.KLF9	chr8	77268568	77268580	+	0.000	0.000	Merged-chr8-77268341-22
NR5359--MA0742.1.Klf12	chr10	60225385	60225399	-	0.000	0.000	Merged-chr10-60225461-7
NR55940--MA0599.1.KLF5	chr7	68205945	68205954	-	0.000	0.000	Merged-chr7-68206033-25
NR49932--MA0741.1.KLF16	chr5	144358277	144358287	-	0.000	0.000	Merged-chr5-144358177-56
NR50136--MA1107.1.KLF9	chr5	148266891	148266903	-	0.000	0.000	Merged-chr5-148266957-7
NR56796--MA1107.1.KLF9	chr7	107659438	107659450	-	0.000	0.000	Merged-chr7-107659322-39
NR59291--MA1107.1.KLF9	chr8	57402505	57402517	-	0.000	0.000	Merged-chr8-57402577-20
NR6798--MA0599.1.KLF5	chr10	94087500	94087509	+	0.000	0.000	Merged-chr10-94087553-20
NR54192--MA0741.1.KLF16	chr7	4964460	4964470	+	0.000	0.000	Merged-chr7-4964465-28
NR46758--MA0599.1.KLF5	chr5	65904742	65904751	-	0.000	0.000	Merged-chr5-65904671-7
NR47362--MA0741.1.KLF16	chr5	99495559	99495569	+	0.000	0.000	Merged-chr5-99495568-41
NR20055--MA0741.1.KLF16	chr14	101504727	101504737	+	0.000	0.000	Merged-chr14-101504867-40
NR12470--MA0742.1.Klf12	chr11	118731874	118731888	+	0.000	0.000	Merged-chr11-118731916-25
NR54683--MA0740.1.KLF14	chr7	24482001	24482014	-	0.000	0.000	Merged-chr7-24481860-36
NR60754--MA0599.1.KLF5	chr8	113669802	113669811	-	0.000	0.000	Merged-chr8-113669969-10
NR37010--MA0039.3.KLF4	chr2	167505322	167505332	+	0.000	0.000	Merged-chr2-167505349-52
NR62708--MA0741.1.KLF16	chr9	53706274	53706284	-	0.000	0.000	Merged-chr9-53706205-55
NR60757--MA0741.1.KLF16	chr8	113669801	113669811	-	0.000	0.000	Merged-chr8-113669969-10
NR42285--MA0039.3.KLF4	chr4	55343395	55343405	+	0.000	0.000	Merged-chr4-55343422-62
NR22529--MA0741.1.KLF16	chr15	89498886	89498896	+	0.000	0.000	Merged-chr15-89498857-24
NR338--MA0741.1.KLF16	chr1	36920566	36920576	+	0.000	0.000	Merged-chr1-36920402-81
NR4063--MA0741.1.KLF16	chr1	189608919	189608929	-	0.000	0.000	Merged-chr1-189608778-45
NR62373--MA1107.1.KLF9	chr9	40746881	40746893	+	0.000	0.000	Merged-chr9-40746987-16
NR62701--MA0599.1.KLF5	chr9	53706256	53706265	-	0.000	0.000	Merged-chr9-53706205-55
NR12779--MA0741.1.KLF16	chr12	8829812	8829822	-	0.000	0.000	Merged-chr12-8829730-25
NR10130--MA0740.1.KLF14	chr11	75154326	75154339	+	0.000	0.000	Merged-chr11-75154404-32
NR19465--MA0039.3.KLF4	chr14	66259160	66259170	+	0.000	0.000	Merged-chr14-66259245-35
NR53877--MA0599.1.KLF5	chr6	145284481	145284490	-	0.000	0.000	Merged-chr6-145284477-26
NR58978--MA0741.1.KLF16	chr8	34652036	34652046	-	0.000	0.000	Merged-chr8-34651925-47
NR5536--MA0740.1.KLF14	chr10	63175381	63175394	+	0.000	0.000	Merged-chr10-63175316-22
NR8843--MA0493.1.Klf1	chr11	26657814	26657824	+	0.000	0.000	Merged-chr11-26657743-22
NR17067--MA0493.1.Klf1	chr13	94144784	94144794	-	0.000	0.000	Merged-chr13-94144726-31
NR36504--MA0599.1.KLF5	chr2	158179202	158179211	-	0.000	0.000	Merged-chr2-158179183-18
NR46968--MA0493.1.Klf1	chr5	75978537	75978547	+	0.000	0.000	Merged-chr5-75978410-42
NR32125--MA0039.3.KLF4	chr19	53760524	53760534	-	0.000	0.000	Merged-chr19-53760542-10
NR48357--MA0741.1.KLF16	chr5	118817872	118817882	-	0.000	0.000	Merged-chr5-118817732-16
NR56000--MA0493.1.Klf1	chr7	74296314	74296324	+	0.000	0.000	Merged-chr7-74296401-18
NR3551--MA0599.1.KLF5	chr1	178527721	178527730	-	0.000	0.000	Merged-chr1-178527630-56
NR53874--MA0741.1.KLF16	chr6	145256893	145256903	+	0.000	0.000	Merged-chr6-145256997-16
NR1697--MA1107.1.KLF9	chr1	119504865	119504877	-	0.000	0.000	Merged-chr1-119504796-62
NR64778--MA0599.1.KLF5	chr9	112186621	112186630	+	0.000	0.000	Merged-chr9-112186441-37
NR2396--MA0741.1.KLF16	chr1	147237214	147237224	+	0.000	0.000	Merged-chr1-147237183-6
NR14295--MA0599.1.KLF5	chr12	101718562	101718571	+	0.000	0.000	Merged-chr12-101718493-65
NR19734--MA0741.1.KLF16	chr14	75820041	75820051	-	0.000	0.000	Merged-chr14-75819905-19
NR66963--MA0740.1.KLF14	chrX	166185376	166185389	+	0.000	0.000	Merged-chrX-166185579-37
NR34329--MA0599.1.KLF5	chr2	76070926	76070935	+	0.000	0.000	Merged-chr2-76070778-23
NR53871--MA0039.3.KLF4	chr6	145256874	145256884	+	0.000	0.000	Merged-chr6-145256997-16
NR27393--MA0742.1.Klf12	chr17	46880156	46880170	+	0.000	0.000	Merged-chr17-46880120-39
NR63682--MA0039.3.KLF4	chr9	80313761	80313771	-	0.000	0.000	Merged-chr9-80313733-27
NR45118--MA0599.1.KLF5	chr4	149912680	149912689	+	0.000	0.000	Merged-chr4-149912693-20
NR54627--MA0599.1.KLF5	chr7	19819226	19819235	-	0.000	0.000	Merged-chr7-19819165-4
NR54626--MA0742.1.Klf12	chr7	19819222	19819236	-	0.000	0.000	Merged-chr7-19819165-4
NR57122--MA0599.1.KLF5	chr7	117404544	117404553	-	0.000	0.000	Merged-chr7-117404576-18
NR52675--MA0742.1.Klf12	chr6	121110176	121110190	-	0.000	0.000	Merged-chr6-121110104-77
NR53840--MA0741.1.KLF16	chr6	145002404	145002414	-	0.000	0.000	Merged-chr6-145002461-23
NR58879--MA0599.1.KLF5	chr8	27201030	27201039	+	0.000	0.000	Merged-chr8-27201067-26
NR54075--MA0741.1.KLF16	chr7	3292995	3293005	+	0.000	0.000	Merged-chr7-3292987-7
NR57681--MA0493.1.Klf1	chr7	130369602	130369612	-	0.000	0.000	Merged-chr7-130369779-7
NR10468--MA0493.1.Klf1	chr11	82424780	82424790	-	0.000	0.000	Merged-chr11-82424845-7
NR15593--MA0741.1.KLF16	chr13	24468069	24468079	-	0.000	0.000	Merged-chr13-24467982-34
NR5918--MA1107.1.KLF9	chr10	78115170	78115182	-	0.000	0.000	Merged-chr10-78115092-14
NR28554--MA1107.1.KLF9	chr17	84944340	84944352	-	0.000	0.000	Merged-chr17-84944510-25
NR49924--MA0741.1.KLF16	chr5	144358185	144358195	-	0.000	0.000	Merged-chr5-144358177-56
NR12876--MA0742.1.Klf12	chr12	17511203	17511217	+	0.000	0.000	Merged-chr12-17511273-48
NR8759--MA0599.1.KLF5	chr11	22001793	22001802	+	0.000	0.000	Merged-chr11-22001855-28
NR29958--MA0493.1.Klf1	chr18	67212684	67212694	+	0.000	0.000	Merged-chr18-67212775-57
NR60280--MA0657.1.KLF13	chr8	91507626	91507643	-	0.000	0.000	Merged-chr8-91507766-35
NR22598--MA0741.1.KLF16	chr15	91573243	91573253	-	0.000	0.000	Merged-chr15-91573061-60
NR32512--MA0599.1.KLF5	chr2	3925319	3925328	+	0.000	0.000	Merged-chr2-3925386-29
NR19377--MA0493.1.Klf1	chr14	62878862	62878872	+	0.000	0.000	Merged-chr14-62878901-5
NR39284--MA0741.1.KLF16	chr3	100582914	100582924	-	0.000	0.000	Merged-chr3-100582913-18
NR14720--MA0493.1.Klf1	chr12	109445243	109445253	+	0.000	0.000	Merged-chr12-109445419-17
NR60316--MA0599.1.KLF5	chr8	93810263	93810272	-	0.000	0.000	Merged-chr8-93810346-59
NR8762--MA0741.1.KLF16	chr11	22001957	22001967	-	0.000	0.000	Merged-chr11-22001855-28
NR43646--MA0741.1.KLF16	chr4	128654691	128654701	+	0.000	0.000	Merged-chr4-128654743-48
NR46037--MA0741.1.KLF16	chr5	29195952	29195962	-	0.000	0.000	Merged-chr5-29195906-68
NR66070--MA0039.3.KLF4	chrX	57189588	57189598	-	0.000	0.000	Merged-chrX-57189507-26
NR11375--MA0599.1.KLF5	chr11	101199803	101199812	-	0.000	0.000	Merged-chr11-101199720-6
NR49933--MA1107.1.KLF9	chr5	144358276	144358288	-	0.000	0.000	Merged-chr5-144358177-56
NR51953--MA0599.1.KLF5	chr6	91156787	91156796	+	0.000	0.000	Merged-chr6-91156791-33
NR59091--MA0493.1.Klf1	chr8	40963172	40963182	-	0.000	0.000	Merged-chr8-40963134-88
NR439--MA0741.1.KLF16	chr1	39196990	39197000	-	0.000	0.000	Merged-chr1-39196974-45
NR10131--MA0657.1.KLF13	chr11	75154325	75154342	+	0.000	0.000	Merged-chr11-75154404-32
NR60320--MA0493.1.Klf1	chr8	93810273	93810283	-	0.000	0.000	Merged-chr8-93810346-59
NR39839--MA0741.1.KLF16	chr3	116893051	116893061	+	0.000	0.000	Merged-chr3-116893122-28
NR18739--MA1107.1.KLF9	chr14	32716953	32716965	+	0.000	0.000	Merged-chr14-32716978-71
NR2899--MA0039.3.KLF4	chr1	162476925	162476935	+	0.000	0.000	Merged-chr1-162477062-12
NR6224--MA0741.1.KLF16	chr10	80662384	80662394	+	0.000	0.000	Merged-chr10-80662335-4
NR19660--MA0741.1.KLF16	chr14	74870285	74870295	-	0.000	0.000	Merged-chr14-74870346-15
NR37406--MA0742.1.Klf12	chr2	173449001	173449015	+	0.000	0.000	Merged-chr2-173448878-59
NR28475--MA0599.1.KLF5	chr17	84056508	84056517	-	0.000	0.000	Merged-chr17-84056540-29
NR11271--MA1107.1.KLF9	chr11	99132663	99132675	-	0.000	0.000	Merged-chr11-99132520-18
NR25248--MA0742.1.Klf12	chr16	93552856	93552870	+	0.000	0.000	Merged-chr16-93552984-42
NR14524--MA0599.1.KLF5	chr12	106016401	106016410	-	0.000	0.000	Merged-chr12-106016418-37
NR16943--MA0742.1.Klf12	chr13	89521652	89521666	+	0.000	0.000	Merged-chr13-89521757-30
NR17632--MA0741.1.KLF16	chr13	105294076	105294086	+	0.000	0.000	Merged-chr13-105294247-42
NR49927--MA0657.1.KLF13	chr5	144358272	144358289	-	0.000	0.000	Merged-chr5-144358177-56
NR53832--MA0741.1.KLF16	chr6	145002396	145002406	-	0.000	0.000	Merged-chr6-145002461-23
NR20754--MA0741.1.KLF16	chr15	10715923	10715933	-	0.000	0.000	Merged-chr15-10716063-12
NR12003--MA1107.1.KLF9	chr11	113508531	113508543	-	0.000	0.000	Merged-chr11-113508478-30
NR55640--MA1107.1.KLF9	chr7	49246033	49246045	+	0.000	0.000	Merged-chr7-49246156-57
NR47237--MA0741.1.KLF16	chr5	92967510	92967520	+	0.000	0.000	Merged-chr5-92967427-8
